timestamp,local_hostname,target_hostname,target_ip,bandwidth,bandwidth_metric,avg_ping_ms
2023-04-10_20-10-01,gc-t4-2,gc-t4-1,34.77.150.147,6.60,Gbits/sec,0.689
2023-04-10_20-10-16,gc-t4-2,gc-t4-1,34.77.150.147,6.64,Gbits/sec,0.588
2023-04-10_20-10-32,gc-t4-2,gc-t4-1,34.77.150.147,5.97,Gbits/sec,0.699
2023-04-10_20-10-47,gc-t4-2,gc-t4-1,34.77.150.147,6.76,Gbits/sec,0.697
2023-04-10_20-11-02,gc-t4-2,gc-t4-1,34.77.150.147,6.86,Gbits/sec,0.701
