03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
215911,6467.636090414346,8,0,55,0.0,154,4,0.5,6467.636090414346,1683052714,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
222638,6467.636090414346,8,0,56,0.0,155,4,0.5,6467.636090414346,1683052715,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
229310,6467.636090414346,8,0,57,0.0,156,4,0.5,6467.636090414346,1683052716,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
235982,6467.636090414346,8,0,58,0.0,157,4,0.5,6467.636090414346,1683052717,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
242679,6467.636090414346,8,0,59,0.0,158,4,0.5,6467.636090414346,1683052718,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
249432,6467.636090414346,8,0,60,0.0,159,4,0.5,6467.636090414346,1683052719,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
256186,6467.636090414346,8,0,61,0.0,160,4,0.5,6467.636090414346,1683052720,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
262898,6467.636090414346,8,0,62,0.0,161,4,0.5,6467.636090414346,1683052721,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
269681,6467.636090414346,8,0,63,0.0,162,4,0.5,6467.636090414346,1683052722,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
276423,6467.636090414346,8,0,64,0.0,163,4,0.5,6467.636090414346,1683052723,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
283154,6467.636090414346,8,0,65,0.0,164,4,0.5,6467.636090414346,1683052724,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
289903,6467.636090414346,8,0,66,0.0,165,4,0.5,6467.636090414346,1683052725,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
296674,6467.636090414346,8,0,67,0.0,166,4,0.5,6467.636090414346,1683052726,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
303504,6467.636090414346,8,0,68,0.0,167,4,0.5,6467.636090414346,1683052727,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
310226,6467.636090414346,8,0,69,0.0,168,4,0.5,6467.636090414346,1683052728,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
316902,6467.636090414346,8,0,70,0.0,169,4,0.5,6467.636090414346,1683052729,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
323580,6467.636090414346,8,0,71,0.0,170,4,0.5,6467.636090414346,1683052730,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
330257,6467.636090414346,8,0,72,0.0,171,4,0.5,6467.636090414346,1683052731,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
336967,6467.636090414346,8,0,73,0.0,173,4,0.5,6467.636090414346,1683052733,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
343653,6467.636090414346,8,0,74,0.0,174,4,0.5,6467.636090414346,1683052734,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
350360,6467.636090414346,8,0,75,0.0,175,4,0.5,6467.636090414346,1683052735,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
357030,6467.636090414346,8,0,76,0.0,176,4,0.5,6467.636090414346,1683052736,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
363729,6467.636090414346,8,0,77,0.0,177,4,0.5,6467.636090414346,1683052737,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
370488,6467.636090414346,8,0,78,0.0,178,4,0.5,6467.636090414346,1683052738,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
377197,6467.636090414346,8,0,79,0.0,179,4,0.5,6467.636090414346,1683052739,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
383904,6467.636090414346,8,0,80,0.0,180,4,0.5,6467.636090414346,1683052740,0,0.0,0.0,4.0,4.0,0.0,840.51,808.75,0.0,836.94,798.15,0.0,0.0,4.0,4.0,0.0,830.7,0.0,4.0,0.0,0.0,0.0,837.01,4.0,0.0,4.0,737.72,0.0,777.85,0.0,0.0,4.0,0.0,,,,,,,
