03_hivemind/epoch_s,04_peers/peer_2_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/overshot_TBS,04_peers/peer_1_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/num_peers,03_hivemind/reached_TBS,04_peers/peer_1_epoch_oos,03_hivemind/total_training_samples,03_hivemind/estimated_current_samples,04_peers/peer_1_epoch,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,03_hivemind/per_epoch_training_samples,_step,03_hivemind/num_clients,04_peers/peer_2_epoch_oos
,3.0,15.18,246.47,0.0,496.5594327738313,1680690836.0,,0.0,0,2,,0.0,,8847,3.0,3,,250.09,496.5594327738313,207,,6.07,,134,0,0.0
,3.0,14.16,246.47,0.0,496.5594327738313,1680690837.0,,0.0,0,2,,0.0,,9353,3.0,3,,250.09,496.5594327738313,208,,5.66,,135,0,0.0
,3.0,13.14,246.47,0.0,496.5594327738313,1680690838.0,,0.0,0,2,,0.0,,9861,3.0,3,,250.09,496.5594327738313,209,,5.25,,136,0,0.0
,3.0,12.12,246.47,0.0,496.5594327738313,1680690839.0,,0.0,0,2,,0.0,,10368,3.0,3,,250.09,496.5594327738313,210,,4.85,,137,0,0.0
,3.0,11.09,246.47,0.0,496.5594327738313,1680690840.0,,0.0,0,2,,0.0,,10877,3.0,3,,250.09,496.5594327738313,211,,4.44,,138,0,0.0
,3.0,10.07,246.47,0.0,496.5594327738313,1680690841.0,,0.0,0,2,,0.0,,11386,3.0,3,,250.09,496.5594327738313,212,,4.03,,139,0,0.0
,3.0,9.04,246.47,0.0,496.5594327738313,1680690842.0,,0.0,0,2,,0.0,,11894,3.0,3,,250.09,496.5594327738313,213,,3.62,,140,0,0.0
,3.0,8.02,246.47,0.0,496.5594327738313,1680690843.0,,0.0,0,2,,0.0,,12402,3.0,3,,250.09,496.5594327738313,214,,3.21,,141,0,0.0
,3.0,7.0,246.47,0.0,496.5594327738313,1680690844.0,,0.0,0,2,,0.0,,12910,3.0,3,,250.09,496.5594327738313,215,,2.8,,142,0,0.0
,3.0,5.97,246.47,0.0,496.5594327738313,1680690845.0,,0.0,0,2,,0.0,,13419,3.0,3,,250.09,496.5594327738313,216,,2.39,,143,0,0.0
,3.0,4.95,246.47,0.0,496.5594327738313,1680690846.0,,0.0,0,2,,0.0,,13925,3.0,3,,250.09,496.5594327738313,217,,1.98,,144,0,0.0
,3.0,3.93,246.47,0.0,496.5594327738313,1680690847.0,,0.0,0,2,,0.0,,14434,3.0,3,,250.09,496.5594327738313,218,,1.57,,145,0,0.0
,3.0,2.91,246.47,0.0,496.5594327738313,1680690848.0,,0.0,0,2,,0.0,,14940,3.0,3,,250.09,496.5594327738313,219,,1.16,,146,0,0.0
,3.0,1.89,246.47,0.0,496.5594327738313,1680690849.0,,0.0,0,2,,0.0,,15446,3.0,3,,250.09,496.5594327738313,220,,0.76,,147,0,0.0
,3.0,0.86,246.47,0.0,496.5594327738313,1680690850.0,,0.0,0,2,,0.0,,15956,3.0,3,,250.09,496.5594327738313,221,,0.5,,148,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690851.0,,0.0,0,2,,0.0,,16463,3.0,3,,250.09,496.5594327738313,222,,0.5,,149,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690853.0,,0.0,0,2,,0.0,,16970,3.0,3,,250.09,496.5594327738313,224,,0.5,,150,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690854.0,,0.0,0,2,,0.0,,17479,3.0,3,,250.09,496.5594327738313,225,,0.5,,151,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690855.0,,0.0,0,2,,0.0,,17987,3.0,3,,250.09,496.5594327738313,226,,0.5,,152,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690856.0,,0.0,0,2,,0.0,,18494,3.0,3,,250.09,496.5594327738313,227,,0.5,,153,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690857.0,,0.0,0,2,,0.0,,19001,3.0,3,,250.09,496.5594327738313,228,,0.5,,154,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690858.0,,0.0,0,2,,0.0,,19510,3.0,3,,250.09,496.5594327738313,229,,0.5,,155,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690859.0,,0.0,0,2,,0.0,,20018,3.0,3,,250.09,496.5594327738313,230,,0.5,,156,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690860.0,,0.0,0,2,,0.0,,20527,3.0,3,,250.09,496.5594327738313,231,,0.5,,157,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690861.0,,0.0,0,2,,0.0,,21034,3.0,3,,250.09,496.5594327738313,232,,0.5,,158,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690862.0,,0.0,0,2,,0.0,,21542,3.0,3,,250.09,496.5594327738313,233,,0.5,,159,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690863.0,,0.0,0,2,,0.0,,22049,3.0,3,,250.09,496.5594327738313,234,,0.5,,160,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690864.0,,0.0,0,2,,0.0,,22555,3.0,3,,250.09,496.5594327738313,235,,0.5,,161,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690865.0,,0.0,0,2,,0.0,,23061,3.0,3,,250.09,496.5594327738313,236,,0.5,,162,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690866.0,,0.0,0,2,,0.0,,23567,3.0,3,,250.09,496.5594327738313,237,,0.5,,163,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690867.0,,0.0,0,2,,0.0,,24075,3.0,3,,250.09,496.5594327738313,238,,0.5,,164,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690868.0,,0.0,0,2,,0.0,,24580,3.0,3,,250.09,496.5594327738313,239,,0.5,,165,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690869.0,,0.0,0,2,,0.0,,25088,3.0,3,,250.09,496.5594327738313,240,,0.5,,166,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690870.0,,0.0,0,2,,0.0,,25595,3.0,3,,250.09,496.5594327738313,241,,0.5,,167,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690871.0,,0.0,0,2,,0.0,,26105,3.0,3,,250.09,496.5594327738313,242,,0.5,,168,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690872.0,,0.0,0,2,,0.0,,26611,3.0,3,,250.09,496.5594327738313,243,,0.5,,169,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690873.0,,0.0,0,2,,0.0,,27121,3.0,3,,250.09,496.5594327738313,244,,0.5,,170,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690874.0,,0.0,0,2,,0.0,,27626,3.0,3,,250.09,496.5594327738313,245,,0.5,,171,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690875.0,,0.0,0,2,,0.0,,28132,3.0,3,,250.09,496.5594327738313,246,,0.5,,172,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690876.0,,0.0,0,2,,0.0,,28640,3.0,3,,250.09,496.5594327738313,247,,0.5,,173,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690877.0,,0.0,0,2,,0.0,,29147,3.0,3,,250.09,496.5594327738313,248,,0.5,,174,0,0.0
,3.0,0.0,246.47,0.0,496.5594327738313,1680690878.0,,0.0,0,2,,0.0,,29656,3.0,3,,250.09,496.5594327738313,249,,0.5,,175,0,0.0
