03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch,04_peers/peer_9_samples_accumulated,04_peers/peer_9_samples_per_second,04_peers/peer_9_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
61021,838.4530089595286,9,32896,52,0.0,151,0,0.5,838.4530089595286,1683053989,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
62205,838.4530089595286,9,32896,53,0.0,152,0,0.5,838.4530089595286,1683053990,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
63374,838.4530089595286,9,32896,54,0.0,153,0,0.5,838.4530089595286,1683053991,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
64557,838.4530089595286,9,32896,55,0.0,155,0,0.5,838.4530089595286,1683053993,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
65740,838.4530089595286,9,32896,56,0.0,156,0,0.5,838.4530089595286,1683053994,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
66915,838.4530089595286,9,32896,57,0.0,158,0,0.5,838.4530089595286,1683053996,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
68098,838.4530089595286,9,32896,58,0.0,159,0,0.5,838.4530089595286,1683053997,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
69281,838.4530089595286,9,32896,59,0.0,160,0,0.5,838.4530089595286,1683053998,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
70457,838.4530089595286,9,32896,60,0.0,162,0,0.5,838.4530089595286,1683054000,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
71628,838.4530089595286,9,32896,61,0.0,163,0,0.5,838.4530089595286,1683054001,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
72802,838.4530089595286,9,32896,62,0.0,165,0,0.5,838.4530089595286,1683054003,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
101,841.9706542737613,9,64,63,38.8,166,1,10.0,96.37714957111695,1683054004,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,0.0,0.0,0.0,4224.0,0.0,94.63,94.18,0.0,0.0,94.04,3680.0,0.0,0.0,3424.0,92.86,0.0,0.0,0.0,94.2,3200.0,93.69,0.0,3200.0,0.0,0.0,0.0,2592.0,87.87,0.0,,,,,,,
1825,847.3681419394852,9,1120,64,36.52,168,1,10.0,847.3681419394852,1683054006,0,4256.0,94.07,4128.0,92.93,4192.0,0.0,0.0,1.0,0.0,0.0,4224.0,1.0,94.63,94.18,1.0,1.0,94.04,3680.0,0.0,1.0,64.0,96.38,1.0,0.0,0.0,94.2,3200.0,93.69,1.0,3200.0,0.0,1.0,0.0,2592.0,87.87,1.0,89.58945811912417,0.0,32896.0,32896.0,0.0,367.1860583893617,1.0
3007,845.1420362094001,9,2560,65,35.21,169,1,10.0,845.1420362094001,1683054007,0,128.0,95.47,128.0,94.16,160.0,1.0,1.0,0.0,1.0,1.0,128.0,0.0,95.76,95.52,0.0,0.0,91.39,96.0,1.0,0.0,160.0,93.9,1.0,0.0,1.0,97.8,64.0,94.05,0.0,128.0,1.0,0.0,1.0,128.0,89.33,0.0,,,,,,,
4176,840.8034652656058,9,3744,66,34.01,171,1,10.0,840.8034652656058,1683054009,0,288.0,95.19,288.0,93.88,288.0,1.0,1.0,0.0,1.0,1.0,320.0,0.0,95.22,95.24,0.0,0.0,94.72,256.0,1.0,0.0,320.0,93.79,1.0,0.0,1.0,95.46,256.0,93.81,0.0,288.0,1.0,0.0,1.0,256.0,87.83,0.0,,,,,,,
5362,838.9007455533823,9,4832,67,32.67,172,1,10.0,838.9007455533823,1683054010,0,416.0,94.85,416.0,93.64,416.0,1.0,1.0,0.0,1.0,1.0,448.0,0.0,95.09,95.0,0.0,0.0,94.52,384.0,1.0,0.0,448.0,93.78,1.0,0.0,1.0,95.04,384.0,93.91,0.0,448.0,1.0,0.0,1.0,384.0,84.97,0.0,,,,,,,
6618,857.6759661282332,9,6176,68,30.49,173,1,10.0,857.6759661282332,1683054011,0,544.0,94.6,544.0,93.48,544.0,1.0,1.0,0.0,1.0,1.0,576.0,0.0,95.0,94.67,0.0,0.0,94.38,512.0,1.0,0.0,576.0,93.62,1.0,0.0,1.0,94.73,512.0,93.99,0.0,544.0,1.0,0.0,1.0,480.0,84.43,0.0,,,,,,,
8544,1040.0975898503307,9,7520,69,23.29,175,1,10.0,1040.0975898503307,1683054013,0,704.0,95.84,704.0,94.32,672.0,1.0,1.0,0.0,1.0,1.0,704.0,0.0,96.75,97.86,0.0,0.0,94.26,672.0,1.0,0.0,704.0,93.48,1.0,0.0,1.0,101.35,672.0,99.85,0.0,736.0,1.0,0.0,1.0,608.0,83.97,0.0,,,,,,,
8697,768.2763648205965,9,8224,70,31.33,176,1,10.0,768.2763648205965,1683054014,0,800.0,116.36,832.0,116.13,832.0,1.0,1.0,0.0,1.0,1.0,832.0,0.0,116.21,111.12,0.0,0.0,124.99,896.0,1.0,0.0,896.0,126.38,1.0,0.0,1.0,126.76,864.0,116.38,0.0,832.0,1.0,0.0,1.0,736.0,85.77,0.0,,,,,,,
9666,754.4822466151572,9,9344,71,30.62,178,1,10.0,754.4822466151572,1683054016,0,896.0,80.61,928.0,83.66,928.0,1.0,1.0,0.0,1.0,1.0,928.0,0.0,84.42,77.06,0.0,0.0,86.93,928.0,1.0,0.0,960.0,86.54,1.0,0.0,1.0,85.31,896.0,79.2,0.0,928.0,1.0,0.0,1.0,832.0,104.55,0.0,,,,,,,
10868,780.5866827680253,9,10496,72,28.06,179,1,10.0,780.5866827680253,1683054017,0,1024.0,84.87,1056.0,86.58,1056.0,1.0,1.0,0.0,1.0,1.0,1056.0,0.0,87.62,82.18,0.0,0.0,89.2,1056.0,1.0,0.0,1120.0,89.05,1.0,0.0,1.0,88.76,1056.0,83.67,0.0,1056.0,1.0,0.0,1.0,864.0,62.57,0.0,,,,,,,
12064,798.8743779796885,9,11648,73,25.92,180,1,10.0,798.8743779796885,1683054018,0,1152.0,87.88,1184.0,88.7,1184.0,1.0,1.0,0.0,1.0,1.0,1184.0,0.0,89.92,86.06,0.0,0.0,90.77,1184.0,1.0,0.0,1248.0,90.35,1.0,0.0,1.0,90.54,1184.0,86.83,0.0,1184.0,1.0,0.0,1.0,992.0,69.54,0.0,,,,,,,
13254,811.0099622430196,9,12800,74,24.06,182,1,10.0,811.0099622430196,1683054020,0,1280.0,89.91,1312.0,90.1,1312.0,1.0,1.0,0.0,1.0,1.0,1312.0,0.0,91.51,88.82,0.0,0.0,91.82,1312.0,1.0,0.0,1376.0,90.98,1.0,0.0,1.0,91.7,1312.0,88.95,0.0,1312.0,1.0,0.0,1.0,1120.0,75.08,0.0,,,,,,,
14440,819.0832541208864,9,14016,75,22.38,183,1,10.0,819.0832541208864,1683054021,0,1408.0,91.3,1440.0,90.98,1440.0,1.0,1.0,0.0,1.0,1.0,1440.0,0.0,92.41,90.63,0.0,0.0,92.33,1440.0,1.0,0.0,1504.0,91.54,1.0,0.0,1.0,92.41,1440.0,90.41,0.0,1440.0,1.0,0.0,1.0,1248.0,79.01,0.0,,,,,,,
15621,825.0772730266981,9,15200,76,20.78,185,1,10.0,825.0772730266981,1683054023,0,1536.0,92.23,1600.0,91.49,1568.0,1.0,1.0,0.0,1.0,1.0,1568.0,0.0,92.94,91.76,0.0,0.0,92.6,1600.0,1.0,0.0,1632.0,91.98,1.0,0.0,1.0,92.83,1568.0,91.43,0.0,1568.0,1.0,0.0,1.0,1376.0,81.82,0.0,,,,,,,
16819,828.537472482814,9,16352,77,19.25,186,1,10.0,828.537472482814,1683054024,0,1696.0,92.86,1728.0,91.84,1696.0,1.0,1.0,0.0,1.0,1.0,1696.0,0.0,93.42,92.75,0.0,0.0,92.86,1728.0,1.0,0.0,1760.0,92.34,1.0,0.0,1.0,93.26,1696.0,91.98,0.0,1696.0,1.0,0.0,1.0,1504.0,83.76,0.0,,,,,,,
18000,830.9341399799094,9,17632,78,17.77,187,1,10.0,830.9341399799094,1683054025,0,1824.0,93.4,1856.0,92.12,1824.0,1.0,1.0,0.0,1.0,1.0,1856.0,0.0,93.67,93.21,0.0,0.0,93.02,1856.0,1.0,0.0,1888.0,92.56,1.0,0.0,1.0,93.43,1824.0,92.3,0.0,1824.0,1.0,0.0,1.0,1600.0,84.85,0.0,,,,,,,
19181,831.8464286166707,9,18752,79,16.33,189,1,10.0,831.8464286166707,1683054027,0,1952.0,93.7,1984.0,92.41,1984.0,1.0,1.0,0.0,1.0,1.0,1984.0,0.0,93.85,93.29,0.0,0.0,93.06,1984.0,1.0,0.0,2016.0,92.61,1.0,0.0,1.0,93.42,1984.0,92.54,0.0,1984.0,1.0,0.0,1.0,1760.0,86.04,0.0,,,,,,,
20357,832.5085663967781,9,19872,80,14.91,190,1,10.0,832.5085663967781,1683054028,0,2080.0,93.88,2112.0,92.5,2112.0,1.0,1.0,0.0,1.0,1.0,2112.0,0.0,93.88,93.36,0.0,0.0,93.02,2112.0,1.0,0.0,2144.0,92.69,1.0,0.0,1.0,93.57,2112.0,92.59,0.0,2112.0,1.0,0.0,1.0,1856.0,86.37,0.0,,,,,,,
21544,833.2275244701661,9,21056,81,13.47,192,1,10.0,833.2275244701661,1683054030,0,2208.0,93.97,2240.0,92.49,2208.0,1.0,1.0,0.0,1.0,1.0,2240.0,0.0,93.95,93.46,0.0,0.0,93.03,2240.0,1.0,0.0,2272.0,92.69,1.0,0.0,1.0,93.49,2240.0,92.63,0.0,2240.0,1.0,0.0,1.0,1984.0,86.8,0.0,,,,,,,
22728,833.0949378387484,9,22208,82,12.05,193,1,9.04,833.0949378387484,1683054031,0,2336.0,94.02,2400.0,92.56,2336.0,1.0,1.0,0.0,1.0,1.0,2368.0,0.0,94.03,93.5,0.0,0.0,93.01,2368.0,1.0,0.0,2400.0,92.76,1.0,0.0,1.0,93.57,2368.0,92.73,0.0,2368.0,1.0,0.0,1.0,2112.0,87.05,0.0,,,,,,,
23890,832.8006590340793,9,23328,83,10.66,195,1,8.0,832.8006590340793,1683054033,0,2464.0,94.08,2528.0,92.52,2464.0,1.0,1.0,0.0,1.0,1.0,2496.0,0.0,94.04,93.55,0.0,0.0,92.99,2496.0,1.0,0.0,2528.0,92.68,1.0,0.0,1.0,93.39,2496.0,92.76,0.0,2496.0,1.0,0.0,1.0,2240.0,87.09,0.0,,,,,,,
25058,832.2215820271429,9,24512,84,9.26,196,1,6.95,832.2215820271429,1683054034,0,2592.0,94.06,2656.0,92.51,2592.0,1.0,1.0,0.0,1.0,1.0,2624.0,0.0,93.95,93.68,0.0,0.0,92.7,2624.0,1.0,0.0,2656.0,92.64,1.0,0.0,1.0,93.38,2624.0,92.75,0.0,2624.0,1.0,0.0,1.0,2336.0,87.14,0.0,,,,,,,
26227,831.8794320032365,9,25696,85,7.86,197,1,5.9,831.8794320032365,1683054035,0,2720.0,94.05,2784.0,92.31,2752.0,1.0,1.0,0.0,1.0,1.0,2752.0,0.0,93.76,93.62,0.0,0.0,92.69,2752.0,1.0,0.0,2784.0,92.55,1.0,0.0,1.0,93.31,2752.0,92.75,0.0,2752.0,1.0,0.0,1.0,2464.0,87.18,0.0,,,,,,,
27402,831.4018731619672,9,27008,86,6.45,199,1,4.84,831.4018731619672,1683054037,0,2848.0,94.06,2912.0,92.29,2880.0,1.0,1.0,0.0,1.0,1.0,2912.0,0.0,93.79,93.55,0.0,0.0,92.69,2880.0,1.0,0.0,2912.0,92.49,1.0,0.0,1.0,93.2,2880.0,92.7,0.0,2880.0,1.0,0.0,1.0,2592.0,87.1,0.0,,,,,,,
28587,831.0707404764671,9,28128,87,5.03,200,1,3.77,831.0707404764671,1683054038,0,3008.0,94.08,3072.0,92.23,3008.0,1.0,1.0,0.0,1.0,1.0,3040.0,0.0,93.73,93.4,0.0,0.0,92.66,3040.0,1.0,0.0,3072.0,92.44,1.0,0.0,1.0,93.25,3040.0,92.51,0.0,3008.0,1.0,0.0,1.0,2720.0,87.11,0.0,,,,,,,
29766,830.945166241689,9,29312,88,3.61,202,1,2.71,830.945166241689,1683054040,0,3136.0,94.1,3168.0,92.26,3136.0,1.0,1.0,0.0,1.0,1.0,3168.0,0.0,93.58,93.33,0.0,0.0,92.57,3168.0,1.0,0.0,3200.0,92.35,1.0,0.0,1.0,93.25,3168.0,92.48,0.0,3136.0,1.0,0.0,1.0,2848.0,87.15,0.0,,,,,,,
30935,830.0939726133512,9,30528,89,2.21,203,1,1.66,830.0939726133512,1683054041,0,3264.0,94.1,3328.0,92.23,3264.0,1.0,1.0,0.0,1.0,1.0,3296.0,0.0,93.57,93.31,0.0,0.0,92.6,3296.0,1.0,0.0,3328.0,92.34,1.0,0.0,1.0,93.19,3296.0,92.46,0.0,3264.0,1.0,0.0,1.0,2976.0,87.15,0.0,,,,,,,
32104,829.4523166676089,9,31680,90,0.8,204,1,0.6,829.4523166676089,1683054042,0,3392.0,93.89,3456.0,92.2,3392.0,1.0,1.0,0.0,1.0,1.0,3456.0,0.0,93.48,93.18,0.0,0.0,92.59,3424.0,1.0,0.0,3456.0,92.24,1.0,0.0,1.0,93.09,3424.0,92.42,0.0,3424.0,1.0,0.0,1.0,3104.0,87.02,0.0,,,,,,,
33269,829.2309995910484,9,32800,91,0.0,206,1,0.5,829.2309995910484,1683054044,0,3520.0,93.76,3584.0,92.1,3520.0,1.0,1.0,0.0,1.0,1.0,3584.0,0.0,93.32,93.1,0.0,0.0,92.66,3552.0,1.0,0.0,3584.0,92.24,1.0,0.0,1.0,92.89,3552.0,92.42,0.0,3552.0,1.0,0.0,1.0,3232.0,86.95,0.0,,,,,,,
34439,829.2037187180329,9,32896,92,0.0,207,1,0.5,829.2037187180329,1683054045,0,3648.0,93.73,3712.0,92.06,3648.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,92.97,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3328.0,86.9,0.0,,,,,,,
35602,829.2037187180329,9,32896,93,0.0,209,1,0.5,829.2037187180329,1683054047,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
36775,829.2037187180329,9,32896,94,0.0,210,1,0.5,829.2037187180329,1683054048,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
37953,829.2037187180329,9,32896,95,0.0,212,1,0.5,829.2037187180329,1683054050,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
39120,829.2037187180329,9,32896,96,0.0,213,1,0.5,829.2037187180329,1683054051,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
40296,829.2037187180329,9,32896,97,0.0,214,1,0.5,829.2037187180329,1683054052,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
41470,829.2037187180329,9,32896,98,0.0,216,1,0.5,829.2037187180329,1683054054,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
42661,829.2037187180329,9,32896,99,0.0,217,1,0.5,829.2037187180329,1683054055,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
43835,829.2037187180329,9,32896,100,0.0,219,1,0.5,829.2037187180329,1683054057,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
45011,829.2037187180329,9,32896,101,0.0,220,1,0.5,829.2037187180329,1683054058,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
46276,829.2037187180329,9,32896,102,0.0,222,1,0.5,829.2037187180329,1683054060,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
47456,829.2037187180329,9,32896,103,0.0,223,1,0.5,829.2037187180329,1683054061,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
48630,829.2037187180329,9,32896,104,0.0,224,1,0.5,829.2037187180329,1683054062,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
49809,829.2037187180329,9,32896,105,0.0,226,1,0.5,829.2037187180329,1683054064,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
50983,829.2037187180329,9,32896,106,0.0,227,1,0.5,829.2037187180329,1683054065,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
52150,829.2037187180329,9,32896,107,0.0,229,1,0.5,829.2037187180329,1683054067,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
53311,829.2037187180329,9,32896,108,0.0,230,1,0.5,829.2037187180329,1683054068,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
54594,829.2037187180329,9,32896,109,0.0,232,1,0.5,829.2037187180329,1683054070,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
55768,829.2037187180329,9,32896,110,0.0,233,1,0.5,829.2037187180329,1683054071,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
56944,829.2037187180329,9,32896,111,0.0,234,1,0.5,829.2037187180329,1683054072,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
58121,829.2037187180329,9,32896,112,0.0,236,1,0.5,829.2037187180329,1683054074,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
59304,829.2037187180329,9,32896,113,0.0,237,1,0.5,829.2037187180329,1683054075,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
92,829.2037187180329,9,0,114,39.41,239,2,10.0,92.18659006111125,1683054077,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,0.0,1.0,1.0,3712.0,0.0,93.47,93.0,0.0,0.0,92.66,3680.0,1.0,0.0,3712.0,92.19,1.0,0.0,1.0,92.9,3680.0,92.36,0.0,3680.0,1.0,0.0,1.0,3360.0,86.87,0.0,,,,,,,
2047,841.7537702349456,9,1600,115,36.5,240,2,10.0,841.7537702349456,1683054078,0,3680.0,93.73,3712.0,92.03,3680.0,1.0,1.0,1.0,1.0,1.0,3712.0,1.0,93.47,93.0,1.0,1.0,92.66,3680.0,1.0,1.0,0.0,92.19,2.0,0.0,1.0,92.9,3680.0,92.36,1.0,3680.0,1.0,1.0,1.0,3360.0,86.87,1.0,72.58845212403685,0.0,65792.0,32896.0,0.0,453.18503201843123,2.0
