disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,process/memory/shared_memory_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/logical_core_count,disk/time/disk_write_time_sys_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,disk/time/disk_busy_time_sys_s,cpu/interrupts/interrupts_count,02_timing/dataload_cuda_move_time_s,01_general/lr,02_timing/step_time_s,memory/available_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/forward_time_s,02_timing/loss_calc_time_s,process/memory/lib_memory_proc_MB,01_general/locally_processed_samples,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,memory/total_memory_sys_MB,memory/used_memory_sys_percent,02_timing/dataload_time_s,_runtime,01_general/step,03_hivemind/num_peers,03_hivemind/global_epoch,01_general/minibatch_loss,disk/counter/disk_read_sys_count,process/memory/data_resident_set_proc_MB,_step,_timestamp,01_general/dataset_iteration_count,process/memory/virtual_memory_size_proc_MB,disk/time/disk_read_time_sys_s,cpu/interrupts/ctx_switches_count,02_timing/backward_time_s,process/voluntary_proc_ctx_switches
257.0,3688.0,552.800256,0.0,179.0,0.013166589924956434,,0.2039999999999509,,2670.333952,0.1039999999999992,183271.0,,,,206557.45024,0.0,0.004085632756289237,0.06021520458450175,0.9666666666666666,,,4127.735808,,0.7666666666666667,1.7000000000000002,2082.93888,2.719744,,2.1,,9,,,,,50.0,0.0,10,1682807807.0,,15392.100352,0.005999999999999783,11845.0,,356.0
306.0,3807.0,552.800256,0.0,179.0,0.0031024086734008924,,0.2459999999999809,,2670.411776,0.11599999999999966,183662.0,,,,206557.421568,0.0,0.2980864437873037,0.0032938169221806463,0.9666666666666666,,,4127.735808,,0.7666666666666667,1.7000000000000002,2082.93888,2.719744,,2.1,,10,,,,,50.0,0.0,11,1682807808.0,,15392.100352,0.005999999999999783,12526.0,,356.0
307.0,3995.0,552.800256,0.0,179.0,0.010881695958676166,,0.2459999999999809,,2670.411776,0.12000000000000455,184083.0,,,,206557.421568,0.0,0.0040876216620716445,0.04810939092593672,0.9666666666666666,,,4127.735808,,0.7666666666666667,1.7000000000000002,2082.93888,2.719744,,2.1,,11,,,,,50.0,0.0,12,1682807809.0,,15392.100352,0.005999999999999783,13268.0,,356.0
308.0,4100.0,552.800256,0.0,179.0,0.002211484551020289,,0.2459999999999809,,2670.40768,0.12399999999999523,184360.0,,,,206557.421568,0.0,0.004087653764443745,0.002818245658913556,0.9666666666666666,,,4127.735808,,0.7666666666666667,1.7000000000000002,2082.93888,2.719744,,2.1,,12,,,,,50.0,0.0,13,1682807810.0,,15392.100352,0.005999999999999783,13769.0,,356.0
309.0,4268.0,552.800256,0.0,179.0,0.013630815888132544,,0.2459999999999809,,2670.403584,0.1280000000000001,184702.0,,,,206557.421568,0.0,0.004086052534273889,0.0501977938668376,0.9666666666666666,,,4127.735808,,0.7000000000000001,1.6666666666666667,2082.93888,2.719744,,2.1,,13,,,,,50.0,0.0,14,1682807811.0,,15392.100352,0.005999999999999783,14360.0,,356.0
310.0,4401.0,552.800256,0.0,179.0,0.0022106729497274,,0.24699999999995725,,2670.399488,0.132000000000005,185052.0,,,,206557.421568,0.0,0.004086153606567621,0.0028172113753833056,0.9666666666666666,,,4127.735808,,0.7000000000000001,1.6666666666666667,2082.93888,2.719744,,2.1,,14,,,,,50.0,0.0,15,1682807812.0,,15392.100352,0.005999999999999783,14986.0,,356.0
311.0,4546.0,552.800256,0.0,179.0,0.011702454833004347,,0.24699999999995725,,2670.399488,0.13599999999999568,185349.0,,,,206557.421568,0.0,0.004084292353319216,0.046650276675115836,0.9666666666666666,,,4127.735808,,0.7000000000000001,1.6666666666666667,2082.93888,2.719744,,2.1,,15,,,,,50.0,0.0,16,1682807813.0,,15392.100352,0.005999999999999783,15508.0,,356.0
318.0,4794.0,552.800256,0.0,179.0,0.06255548838710122,,0.25,,2670.399488,0.14400000000000546,185756.0,,,,206557.421568,0.0,0.06945821799835494,0.02622239250304155,0.9666666666666666,,,4127.735808,,0.7000000000000001,1.6666666666666667,2083.00032,2.719744,,2.1,,16,,,,,50.0,0.0,17,1682807814.0,,15392.100352,0.005999999999999783,16135.0,,356.0
319.0,5129.0,552.800256,0.0,179.0,0.044738689154040806,,0.25,,2670.403584,0.14799999999999613,186352.0,,,,206557.417472,0.0,0.004087474809053654,0.13550937004062266,0.9666666666666666,,,4127.735808,,0.7000000000000001,1.6666666666666667,2083.00032,2.719744,,2.1,,17,,,,,50.0,0.0,18,1682807815.0,,15392.100352,0.005999999999999783,17082.0,,356.0
320.0,5274.0,552.800256,0.0,179.0,0.009239216288237838,,0.25,,2671.12448,0.15200000000000102,186772.0,,,,206556.708864,0.0,0.004085042093531093,0.030143142604487846,0.9666666666666666,,,4127.735808,,0.6333333333333333,1.633333333333333,2083.00032,2.719744,,2.1,,18,,,,,50.0,0.0,19,1682807816.0,,15392.100352,0.005999999999999783,17779.0,,356.0
321.0,5515.0,552.800256,0.0,179.0,0.02212352407335276,,0.25099999999997635,,2671.12448,0.1560000000000059,187237.0,,,,206556.729344,0.0,0.004087782142666725,0.05797944129348024,0.9666666666666666,,,4127.735808,,0.6333333333333333,1.633333333333333,2083.00032,2.719744,,2.1,,19,,,,,50.0,0.0,20,1682807817.0,,15392.100352,0.005999999999999783,18551.0,,356.0
326.0,5753.0,552.800256,0.0,179.0,0.013946545898319307,,0.25299999999992906,,2671.108096,0.1599999999999966,187701.0,,,,206556.737536,0.0,0.05719041246725806,0.03534507913318849,0.9666666666666666,,,4127.735808,,0.6333333333333333,1.633333333333333,2083.00032,2.719744,,2.1,,20,,,,,50.0,0.0,21,1682807818.0,,15392.100352,0.005999999999999783,19330.0,,356.0
331.0,5963.0,552.800256,0.0,179.0,0.01818532538207576,,0.2540000000000191,,2671.108096,0.17199999999999704,188128.0,,,,206556.737536,0.0,0.020436537742634712,0.05409296083957969,0.9666666666666666,,,4127.735808,,0.6333333333333333,1.633333333333333,2083.00032,2.719744,,2.1,,21,,,,,50.0,0.0,22,1682807819.0,,15392.100352,0.005999999999999783,20064.0,,356.0
332.0,6145.0,552.800256,0.0,179.0,0.012129349151050756,,0.2540000000000191,,2671.366144,0.17600000000000193,188536.0,,,,206556.479488,0.0,0.004085675508248385,0.012209147502330875,0.9666666666666666,,,4127.735808,,0.6333333333333333,1.633333333333333,2083.00032,2.719744,,2.1,,22,,,,,50.0,0.0,23,1682807820.0,,15392.100352,0.005999999999999783,20779.0,,356.0
333.0,6361.0,552.800256,0.0,179.0,0.01922939011676959,,0.2540000000000191,,2671.362048,0.18000000000000682,188939.0,,,,206556.479488,0.0,0.004085248021657824,0.05856586035431692,0.9666666666666666,,,4127.735808,,0.6,1.6,2083.00032,2.719744,,2.1,,23,,,,,50.0,0.0,24,1682807821.0,,15392.100352,0.005999999999999783,21496.0,,356.0
334.0,6553.0,552.800256,0.0,179.0,0.015399961296639158,,0.25499999999999545,,2671.362048,0.1839999999999975,189350.0,,,,206556.479488,0.0,0.004087496204200916,0.05395973997045488,0.9666666666666666,,,4127.735808,,0.6,1.6,2083.00032,2.719744,,2.1,,24,,,,,50.0,0.0,25,1682807822.0,,15392.100352,0.005999999999999783,22222.0,,357.0
337.0,6756.0,552.800256,0.0,179.0,0.015585629578483738,,0.25699999999994816,,2671.357952,0.19199999999999307,189733.0,,,,206556.479488,0.0,0.044945348588379064,0.05446590981846267,0.9666666666666666,,,4127.735808,,0.6,1.6,2083.00032,2.719744,,2.1,,25,,,,,50.0,0.0,26,1682807823.0,,15392.100352,0.005999999999999783,22872.0,,357.0
338.0,6936.0,552.800256,0.0,179.0,0.007296706558974324,,0.25699999999994816,,2671.865856,0.19599999999999795,190200.0,,,,206555.979776,0.0,0.004087432999173265,0.010601779330707457,0.9666666666666666,,,4127.735808,,0.6,1.6,2083.00032,2.719744,,2.1,,26,,,,,50.0,0.0,27,1682807824.0,,15392.100352,0.005999999999999783,23664.0,,357.0
345.0,7134.0,552.800256,0.0,179.0,0.015678984893634444,,0.25900000000001455,,2672.115712,0.20399999999999352,190607.0,,,,206555.72992,0.0,0.03676781800572327,0.05215157520029324,0.9666666666666666,,,4127.735808,,0.6,1.6,2083.00032,2.719744,,2.1,,27,,,,,50.0,0.0,28,1682807825.0,,15392.100352,0.005999999999999783,24371.0,,357.0
346.0,7269.0,552.800256,0.0,179.0,0.006767601776980079,,0.25900000000001455,,2672.111616,0.2079999999999984,190914.0,,,,206555.738112,0.0,0.00408609918966189,0.00895430329313736,0.9666666666666666,,,4127.735808,,0.5333333333333333,1.5666666666666667,2083.00032,2.719744,,2.1,,28,,,,,50.0,0.0,29,1682807826.0,,15392.100352,0.005999999999999783,24927.0,,357.0
347.0,7476.0,552.800256,0.0,179.0,0.017603026871390225,,0.25900000000001455,,2672.103424,0.2120000000000033,191342.0,,,,206555.746304,0.0,0.0040837108071647985,0.05606328766610248,0.9666666666666666,,,4127.735808,,0.5333333333333333,1.5666666666666667,2083.028992,2.719744,,2.1,,29,,,,,50.0,0.0,30,1682807827.0,,15392.104448,0.005999999999999783,25691.0,,357.0
350.0,7652.0,552.800256,0.0,179.0,0.0509724427117671,,0.26099999999996726,,2672.091136,0.21999999999999886,191732.0,,,,206555.7504,0.0,0.05720533417381201,0.057708115430454766,0.9666666666666666,,,4127.735808,,0.5333333333333333,1.5666666666666667,2083.028992,2.719744,,2.1,,30,,,,,50.0,0.0,31,1682807828.0,,15392.104448,0.005999999999999783,26380.0,,357.0
352.0,7941.0,552.800256,0.0,179.0,0.0889216134635098,,0.26099999999996726,,2672.091136,0.22799999999999443,192203.0,,,,206555.7504,0.0,0.00817083024038802,0.07629033976311314,0.9666666666666666,,,4127.735808,,0.5333333333333333,1.5666666666666667,2083.028992,2.719744,,2.1,,31,,,,,50.0,0.0,32,1682807829.0,,15392.104448,0.005999999999999783,27133.0,,357.0
353.0,8152.0,552.800256,0.0,179.0,0.007978789446175645,,0.2619999999999436,,2672.091136,0.23199999999999932,192649.0,,,,206555.7504,0.0,0.004085140194410063,0.01281393585377993,0.9666666666666666,,,4127.735808,,0.5333333333333333,1.5666666666666667,2083.028992,2.719744,,2.1,,32,,,,,50.0,0.0,33,1682807830.0,,15392.104448,0.005999999999999783,27908.0,,357.0
358.0,8329.0,552.800256,0.0,179.0,0.008057969946142902,,0.26400000000001,,2672.08704,0.23999999999999488,193031.0,,,,206555.754496,0.0,0.03267865832238868,0.009358414601267672,0.9333333333333335,,,4127.735808,,0.5,1.5333333333333334,2083.028992,2.719744,,2.1,,33,,,,,50.0,0.0,34,1682807831.0,,15392.104448,0.005999999999999783,28589.0,,357.0
359.0,8482.0,552.800256,0.0,179.0,0.01697247123661881,,0.26400000000001,,2672.574464,0.24399999999999977,193430.0,,,,206555.267072,0.0,0.004085521986754194,0.06517684299371955,0.9333333333333335,,,4127.735808,,0.5,1.5333333333333334,2083.028992,2.719744,,2.1,,34,,,,,50.0,0.0,35,1682807832.0,,15392.104448,0.005999999999999783,29249.0,,357.0
360.0,8693.0,552.800256,0.0,179.0,0.009637131035362744,,0.26499999999998636,,2672.566272,0.24800000000000466,193825.0,,,,206555.271168,0.0,0.004084611833305712,0.00976477515395607,0.9333333333333335,,,4127.735808,,0.5,1.5333333333333334,2083.028992,2.719744,,2.1,,35,,,,,50.0,0.0,36,1682807833.0,,15392.104448,0.005999999999999783,29950.0,,357.0
363.0,8876.0,552.800256,0.0,179.0,0.018503955118596514,,0.26699999999993906,,2672.816128,0.2560000000000002,194187.0,,,,206555.01312,0.0,0.05313301349019787,0.056022759720333194,0.9333333333333335,,,4127.735808,,0.5,1.5333333333333334,2083.028992,2.719744,,2.1,,36,,,,,50.0,0.0,37,1682807834.0,,15392.104448,0.005999999999999783,30585.0,,357.0
364.0,9040.0,552.800256,0.0,179.0,0.006173651131650589,,0.26699999999993906,,2672.816128,0.2600000000000051,194531.0,,,,206555.01312,0.0,0.004083862243750568,0.008072008972199117,0.9333333333333335,,,4127.735808,,0.5,1.5333333333333334,2083.028992,2.719744,,2.1,,37,,,,,50.0,0.0,38,1682807835.0,,15392.104448,0.005999999999999783,31200.0,,357.0
370.0,9213.0,552.800256,0.0,179.0,0.013403311333081668,,0.26900000000000546,,2672.812032,0.2680000000000007,194913.0,,,,206555.021312,0.0,0.03676336823264944,0.05074110719401904,0.9333333333333335,,,4127.735808,,0.46666666666666673,1.5333333333333334,2083.028992,2.719744,,2.1,,38,,,,,50.0,0.0,39,1682807836.0,,15392.104448,0.005999999999999783,31883.0,,357.0
371.0,9391.0,552.800256,0.0,179.0,0.008315626802117795,,0.26900000000000546,,2672.812032,0.27200000000000557,195310.0,,,,206555.021312,0.0,0.00408598937388756,0.008906179954244853,0.9333333333333335,,,4127.735808,,0.46666666666666673,1.5333333333333334,2083.028992,2.719744,,2.1,,39,,,,,50.0,0.0,40,1682807837.0,,15392.104448,0.005999999999999783,32606.0,,357.0
372.0,9540.0,552.800256,0.0,179.0,0.014211930591766786,,0.26900000000000546,,2672.812032,0.28000000000000114,195672.0,,,,206555.021312,0.0,0.004087926099618278,0.05374984086567224,0.9333333333333335,,,4127.735808,,0.46666666666666673,1.5333333333333334,2083.028992,2.719744,,2.1,,40,,,,,50.0,0.0,41,1682807838.0,,15392.104448,0.005999999999999783,33259.0,,357.0
375.0,9744.0,552.800256,0.0,179.0,0.00806807365102001,,0.2699999999999818,,2672.807936,0.284000000000006,196086.0,,,,206555.021312,0.0,0.04494499583799136,0.00976787551535491,0.9333333333333335,,,4127.735808,,0.46666666666666673,1.5333333333333334,2083.028992,2.719744,,2.1,,41,,,,,50.0,0.0,42,1682807839.0,,15392.104448,0.005999999999999783,34002.0,,357.0
380.0,9899.0,552.800256,0.0,179.0,0.015791507542878246,,0.2719999999999345,,2672.78336,0.2879999999999967,196487.0,,,,206555.058176,0.0,0.06128285899204842,0.05571314082013927,0.9333333333333335,,,4127.735808,,0.46666666666666673,1.5333333333333334,2083.028992,2.719744,,2.1,,42,,,,,50.0,0.0,43,1682807840.0,,15392.104448,0.005999999999999783,34729.0,,357.0
388.0,10064.0,552.800256,0.0,179.0,0.008994033333402688,,0.2759999999999536,,2672.78336,0.2960000000000065,196878.0,,,,206555.066368,0.0,0.03268816373619551,0.009824006240859173,0.9333333333333335,,,4127.735808,,0.4333333333333333,1.5000000000000002,2083.028992,2.719744,,2.1,,43,,,,,50.0,0.0,44,1682807841.0,,15392.104448,0.005999999999999783,35371.0,,357.0
389.0,10249.0,552.800256,0.0,179.0,0.03172016576139696,,0.2759999999999536,,2672.78336,0.29999999999999716,197326.0,,,,206555.066368,0.0,0.004083662279428301,0.06785100581129866,0.9333333333333335,,,4127.735808,,0.4333333333333333,1.5000000000000002,2083.028992,2.719744,,2.1,,44,,,,,50.0,0.0,45,1682807842.0,,15392.104448,0.005999999999999783,36191.0,,357.0
390.0,10393.0,552.800256,0.0,179.0,0.004636170551181428,,0.2759999999999536,,2672.779264,0.30400000000000205,197648.0,,,,206555.066368,0.0,0.004085575423945311,0.002633281036935033,0.9333333333333335,,,4127.735808,,0.4333333333333333,1.5000000000000002,2083.028992,2.719744,,2.1,,45,,,,,50.0,0.0,46,1682807843.0,,15392.104448,0.005999999999999783,36761.0,,357.0
391.0,10613.0,552.800256,0.0,179.0,0.06512573042624226,,0.2759999999999536,,2673.037312,0.3079999999999927,198086.0,,,,206554.80832,0.0,0.004087322139265537,0.07128066278122412,0.9333333333333335,,,4127.735808,,0.4333333333333333,1.5000000000000002,2083.065856,2.719744,,2.1,,46,,,,,50.0,0.0,47,1682807844.0,,15392.104448,0.005999999999999783,37505.0,,357.0
394.0,11637.0,552.902656,0.8334086312869345,189.0,0.034414171900521706,,0.2880000000000109,,2785.468416,0.3400000000000034,202399.0,,,,206442.237952,0.0,0.04902403713411202,0.03173316987043739,0.9333333333333335,,,4196.18816,,0.4333333333333333,1.5000000000000002,2083.426304,2.719744,,2.2,,47,,,,,62.0,0.0,48,1682807845.0,,15996.510208,0.008999999999999897,39751.0,,382.0
395.0,16842.0,552.902656,0.0,189.0,28.05894876949963,,0.2880000000000109,,2853.650432,0.3439999999999941,207193.0,,,,206374.055936,0.0,0.0040854102589624255,0.8134275252555438,0.9333333333333335,,,4196.18816,,0.4,1.4666666666666666,2083.438592,2.719744,,2.2,,48,,,,,62.0,0.0,49,1682807846.0,,15996.510208,0.008999999999999897,43830.0,,382.0
409.0,33531.0,708.861952,0.03677846163806878,219.0,616.0654833851872,,0.29300000000000637,,4110.544896,0.35599999999999454,220538.0,0.0028208539999923232,,,204843.58144,0.0,0.1103353849189701,1.4490059407596336,0.9333333333333335,,,4958.90432,,0.4,1.4666666666666666,2996.506624,2.719744,,3.0,,49,,,,,63.0,0.0,50,1682807847.0,,17356.71808,0.008999999999999897,52289.0,,407.0
,,,,,,,,0.001333912000006876,,,,,0.0001,2.844553109000003,,,,,,1.2306926809999936,0.00024856599998202,,32.0,,,,,,,1.5083794930000067,50,0.0,0.0,0.0,7.044677734375,,,51,1682807848.0,0.0,,,,0.10107760300002155,
,,,,,,,,0.00067726899999343,,,,0.0025033360000179528,0.0001,0.021078738000028352,,,,,,0.006932066999979725,0.00014310800003158874,,64.0,,,,,,,0.003570217000003595,50,1.0,0.0,0.0,7.0853271484375,,,52,1682807848.0,0.0,,,,0.007252741000002061,
,,,,,,,,0.000674293999963993,,,,0.002512512999999217,0.0001,0.02025925099997039,,,,,,0.006539814000007027,0.00011727399999017507,,96.0,,,,,,,0.0030137829999716814,50,2.0,0.0,0.0,6.9873046875,,,53,1682807848.0,0.0,,,,0.007401573000038297,
,,,,,,,,0.0007338650000292546,,,,0.0025273900000115646,0.0001,0.020760533000043324,,,,,,0.006630176999976811,0.00012144300001182273,,128.0,,,,,,,0.0030704119999995783,50,3.0,0.0,0.0,6.86962890625,,,54,1682807848.0,0.0,,,,0.007677246000014293,
,,,,,,,,0.0007463980000466108,,,,0.0025808139999980995,0.0001,0.021118051000087235,,,,,,0.006764072000009946,0.00013179400002627517,,160.0,,,,,,,0.003067547000000559,50,4.0,0.0,0.0,6.969482421875,,,55,1682807848.0,0.0,,,,0.007827426000005744,
,,,,,,,,0.0007454149999830406,,,,0.0026097309999499885,0.0001,0.022110277999900063,,,,,,0.006888811999999689,0.00013565299997253533,,192.0,,,,,,,0.0038853030000041144,50,5.0,0.0,0.0,7.0528564453125,,,56,1682807848.0,0.0,,,,0.007845363999990695,
,,,,,,,,0.0007731700000022101,,,,0.0025616540000328314,0.0001,0.021235538999974324,,,,,,0.006902416999992056,0.0001305799999613555,,224.0,,,,,,,0.0031301230000053692,50,6.0,0.0,0.0,7.131591796875,,,57,1682807848.0,0.0,,,,0.007737594999980502,
,,,,,,,,0.0007315870000184077,,,,0.0026386289999891233,0.0001,0.021838001000048735,,,,,,0.007323079000002508,0.00014625500000420288,,256.0,,,,,,,0.003148461000023417,50,7.0,0.0,0.0,6.987548828125,,,58,1682807848.0,0.0,,,,0.007849990000011076,
,,,,,,,,0.0007490360000019791,,,,0.0026552900000069712,0.0001,0.021568505000004734,,,,,,0.006898678999959884,0.00012739200002442885,,288.0,,,,,,,0.003185621000000083,50,8.0,0.0,0.0,7.12939453125,,,59,1682807848.0,0.0,,,,0.007952487000011388,
,,,,,,,,0.0008009310000147707,,,,0.0025374479999982213,0.0001,0.021419119000086084,,,,,,0.006891392999989421,0.00013548600003332467,,320.0,,,,,,,0.0031460550000019794,50,9.0,0.0,0.0,7.026123046875,,,60,1682807848.0,0.0,,,,0.007907806000048367,
,,,,,,,,0.0008144619999939096,,,,0.0026279169999838814,0.0001,0.022048649999931058,,,,,,0.007028142000024218,0.00013378899996041582,,352.0,,,,,,,0.0034996200000136923,50,10.0,0.0,0.0,7.105712890625,,,61,1682807848.0,0.0,,,,0.007944719999954941,
,,,,,,,,0.0007553149999921516,,,,0.004078920000040398,0.0001,0.02335247299998855,,,,,,0.007038469999997687,0.0001386280000019724,,384.0,,,,,,,0.003195129999994606,50,11.0,0.0,0.0,6.8427734375,,,62,1682807848.0,0.0,,,,0.008146009999961734,
,,,,,,,,0.0007729379999545927,,,,0.0026164070000049833,0.0001,0.02138514899996835,,,,,,0.006902839999952448,0.0001363110000056622,,416.0,,,,,,,0.0031492340000340846,50,12.0,0.0,0.0,7.1016845703125,,,63,1682807848.0,0.0,,,,0.00780741900001658,
423.0,39804.0,977.076224,0.065342650249488,341.0,181.25594131599382,,0.2999999999999545,,4932.685824,0.42799999999999727,227664.0,0.0027828940000063085,,,204114.776064,0.0,0.057174818961727616,0.5203403062769911,0.9333333333333335,,,5771.07968,,0.4,1.4666666666666666,4059.815936,2.719744,,3.3,,50,,,,,64.0,0.0,64,1682807848.0,,19547.131904,0.009999999999999787,59114.0,,539.0
,,,,,,,,0.0007520890000023428,,,,,0.0001,0.02311459000003424,,,,,,0.008450686000003316,0.00014331300002368152,,448.0,,,,,,,0.003143565000016224,50,13.0,0.0,0.0,7.107421875,,,65,1682807848.0,0.0,,,,0.007842042999982368,
,,,,,,,,0.0008202519999827018,,,,0.002594038999973236,0.0001,0.021817672999929982,,,,,,0.006916415999967285,0.00013959099999283353,,480.0,,,,,,,0.0034468829999809714,50,14.0,0.0,0.0,6.93505859375,,,66,1682807848.0,0.0,,,,0.007900492000032955,
,,,,,,,,0.0007513450000260491,,,,0.0026407909999761614,0.0001,0.02189535300010448,,,,,,0.007006463000038821,0.00015253899999834175,,512.0,,,,,,,0.0034017670000139333,50,15.0,0.0,0.0,7.12646484375,,,67,1682807848.0,0.0,,,,0.007942448000051172,
,,,,,,,,0.0007771659999775693,,,,0.002717625999991924,0.0001,0.021989109999992706,,,,,,0.0069584069999564235,0.00014192100002219377,,544.0,,,,,,,0.0034744820000014442,50,16.0,0.0,0.0,7.052001953125,,,68,1682807848.0,0.0,,,,0.007919508000043152,
,,,,,,,,0.0007994750000079875,,,,0.00262260099998457,0.0001,0.022012412999970365,,,,,,0.006992064999963077,0.0001369770000110293,,576.0,,,,,,,0.0033810959999982515,50,17.0,0.0,0.0,7.024658203125,,,69,1682807848.0,0.0,,,,0.00808019900000545,
,,,,,,,,0.0007395840000299359,,,,0.00264290899997377,0.0001,0.021883628000011868,,,,,,0.0068952830000057475,0.00013098799996669186,,608.0,,,,,,,0.0034906160000218733,50,18.0,0.0,0.0,7.12939453125,,,70,1682807848.0,0.0,,,,0.00798424800001385,
