_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,31557.18144,1681383080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681383080,7.875,0.0,0.0,693.936128,0.0,15.0,0.0,176.930816,0.0,400.019456,0.0,0.0,0.0,2.75,14.0,0.0,30402.00704,2.654208,89.0,0.0,1009.627136,0.0,19.0,3.7,7.5,8492.6464,26.0,,,,,,,,,,,,,,
2,1,,,1681383081,7.875,0.0,0.016000000000019554,848.744448,0.012243126383317607,2982.0,0.6565456231913789,179.171328,3.0,402.35008,0.0,0.0,0.0,2.75,1444.0,0.8171091244461032,30247.19872,2.654208,100.0,0.001999999999497959,1018.150912,0.0,3269.0,4.2,7.5,8568.152064,26.0,,,,,,,,,,,,,,
3,2,,,1681383082,7.75,0.0,0.020000000000010232,849.522688,0.004082639426620382,3286.0,0.045443285325146764,179.171328,4.0,402.362368,0.0,0.0,0.0,2.5,1788.0,0.6114948626332608,30246.42048,2.654208,100.0,0.0029999999997016857,1018.150912,0.0,3613.0,4.2,7.249999999999999,8568.152064,26.0,,,,,,,,,,,,,,
4,3,,,1681383083,7.75,0.0,0.02400000000000091,853.344256,0.00408466135840546,3644.0,0.08261865825102918,179.171328,5.0,402.362368,0.0,0.0,0.0,2.5,2341.0,0.08194054063090235,30242.598912,2.654208,100.0,0.0039999999999054126,1018.159104,0.0,4083.0,4.2,7.249999999999999,8568.152064,26.0,,,,,,,,,,,,,,
5,4,,,1681383084,7.75,0.0,0.03200000000001069,860.52864,0.012258326709952156,4001.0,0.06076490858426305,179.236864,8.0,403.644416,0.0,0.0,0.0,2.5,2754.0,0.23900544815099822,30235.410432,2.654208,135.0,0.0059999999994033715,1027.764224,0.0,4487.0,4.2,7.249999999999999,8644.734976,27.0,,,,,,,,,,,,,,
6,5,,,1681383085,7.75,0.0,0.05200000000002092,1139.707904,0.14300782528409825,4598.0,0.10629822727470452,180.948992,13.0,683.200512,0.0,0.0,0.0,2.5,3151.0,0.21350621414083956,29956.231168,2.654208,157.0,0.01099999999951251,1306.832896,0.0,5147.0,5.1,7.249999999999999,8923.803648,30.0,,,,,,,,,,,,,,
7,6,,,1681383086,7.75,0.0,0.060000000000002274,1631.174656,0.1961267434077365,5842.0,0.1530085470175635,181.59616,41.0,1172.160512,0.0,0.0,0.0,2.5,3657.0,0.2879414481342727,29464.764416,2.654208,163.0,0.04899999999997817,2580.058112,0.0,6386.0,6.6,7.249999999999999,10197.028864,32.0,,,,,,,,,,,,,,
8,7,,,1681383087,7.75,0.0,0.06400000000002137,2364.563456,0.004085663844905632,6189.0,0.12790840967736938,181.59616,42.0,1906.163712,0.0,0.0,0.0,3.25,4034.0,0.07309507969742514,28731.375616,2.654208,163.0,0.04899999999997817,2580.058112,0.0,7019.0,9.0,7.375,10197.028864,36.0,,,,,,,,,,,,,,
9,8,,,1681383088,7.75,0.0,0.07200000000000273,2727.284736,0.004086209979609554,6470.0,0.03282535477996611,183.365632,43.0,2269.609984,0.0,0.0,0.0,3.25,4361.0,0.031803802302302814,28368.654336,2.654208,163.0,0.049999999999272404,2899.406848,0.0,7586.0,10.1,7.375,10516.3776,38.0,,,,,,,,,,,,,,
