_timestamp,02_timing/step_time_s,memory/total_memory_sys_MB,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,cpu/load/avg_sys_load_five_min_percent,01_general/minibatch_loss,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,process/voluntary_proc_ctx_switches,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB,_runtime,memory/used_memory_sys_percent,disk/counter/disk_write_sys_count,01_general/locally_processed_samples,cpu/logical_core_count,02_timing/backward_time_s,02_timing/opt_step_time_s,disk/time/disk_write_time_sys_s,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,_step,01_general/lr,01_general/step,02_timing/loss_calc_time_s,cpu/interrupts/interrupts_count,process/memory/shared_memory_proc_MB,memory/used_memory_sys_MB,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,01_general/step_based_sps,memory/available_memory_sys_MB,process/memory/lib_memory_proc_MB,process/memory/resident_set_size_proc_MB,02_timing/dataload_time_s,disk/time/disk_read_time_sys_s,01_general/dataset_iteration_count,cpu/interrupts/soft_interrupts_count,process/memory/dirty_pages_proc_count,bandwidth/net_sent_sys_bandwidth_Mbits
1680785014.0,0.3935847890001014,,,,,7.3746337890625,,,,,,,78,,,2560.0,,,,,,,,158,0.0001,79.0,,,,,,,,,81.303955067206,,,,0.004509826000003159,,0.0,,,
1680785015.0,,,5.0,52668.0,10.125,,0.907999999999987,0.005458375999978671,1053.0,0.0,2.654208,22875.50464,79,12.7,475.0,,,0.35754004700004316,2.4729999950068304e-06,0.48299999999926513,13.25,0.0,7.375,159,,,0.0008011940000187678,98164.0,812.249088,3448.696832,174.0,0.04085168368209037,45.69140339057058,0.027081939000026978,,27536.265216,3320.56576,3274.211328,,0.005000000000000782,,63430.0,0.0,0.2463787383505872
1680785015.0,0.39566234000005807,,,,,7.2037353515625,,,,,,,79,,,2592.0,,,,,,,,160,0.0001,80.0,,,,,,,,,80.87704278348883,,,,0.004778310999995483,,0.0,,,
1680785016.0,,,5.0,53284.0,10.125,,0.9159999999999968,0.005284337000034611,1063.0,0.0,2.654208,22875.50464,80,12.7,477.0,,,0.3566761839999799,2.6240001034238958e-06,0.4849999999996726,13.25,0.0,7.375,161,,,0.0009947690000444709,99391.0,812.249088,3449.618432,178.0,0.008170142460882466,33.97579273578155,0.025934187999951064,,27535.17568,3320.569856,3274.211328,,0.005000000000000782,,64259.0,0.0,0.034100770383725845
1680785016.0,0.3936749290000989,,,,,7.29150390625,,,,,,,80,,,2624.0,,,,,,,,162,0.0001,81.0,,,,,,,,,81.28533884867217,,,,0.004782826999985446,,0.0,,,
1680785017.0,0.39659651399995255,,,,,7.181640625,,0.005458683999904679,,,,,81,,,2656.0,,0.35784581000007165,2.3879999844211852e-06,,,,,163,0.0001,82.0,0.0009615080000457965,,,,,,,0.027435860999958095,80.68653876267764,,,,0.004892262999987906,,0.0,,,
1680785017.0,,,5.0,54141.0,10.125,,0.9279999999999973,0.0054952199999434015,1082.0,0.0,2.654208,22875.50464,81,12.7,480.0,,,,,0.48699999999917054,13.25,0.0,7.375,164,,,0.0009127490000082616,100862.0,812.249088,3465.138176,180.0,0.012252944043974309,40.57106126265385,0.02676618399993913,,27539.075072,3320.569856,3274.211328,,0.005000000000000782,,65211.0,0.0,0.0313343517006725
1680785018.0,0.3938076979999323,,,,,7.285888671875,,,,,,,82,,,2688.0,,0.3556856530000232,4.156000045441033e-06,,,,,165,0.0001,83.0,,,,,,,,,81.25793417071674,,,,0.004943735999972887,,0.0,,,
1680785018.0,,,5.0,55062.0,10.125,,0.9399999999999977,0.0061924319999207,1091.0,0.0,2.654208,22875.50464,82,12.8,488.0,,,,,0.49399999999968713,13.25,0.0,7.375,166,,,0.000692147999984627,102623.0,812.249088,3466.072064,182.0,0.03675872727164424,57.125854181810915,0.0294884859999911,,27518.722048,3320.573952,3274.477568,,0.005000000000000782,,66437.0,0.0,0.04620367802705393
1680785019.0,0.39609850199997254,,,,,7.533203125,,,,,,,83,,,2720.0,,0.3544228840000869,1.921000034599274e-06,,,,,167,0.0001,84.0,,,,,,,,,80.78798540874618,,,,0.005300630999954592,,0.0,,,
1680785019.0,,,5.0,55636.0,10.125,,0.9519999999999982,0.005455158000017946,1099.0,0.0,2.654208,22875.50464,83,12.8,490.0,,,,,0.49499999999989086,13.25,0.0,7.375,168,,,0.0008001950000107172,103877.0,812.249088,3466.440704,184.0,0.008171556999670601,35.624190032205455,0.02700198500008355,,27518.369792,3320.578048,3274.477568,,0.005000000000000782,,67225.0,0.0,0.03041989774631154
1680785019.0,0.3972046560002127,,,,,7.150390625,,,,,,,83,,,2752.0,,0.35909163000007993,2.0170000425423495e-06,,,,,169,0.0001,85.0,,,,,,,,,80.5630032694855,,,,0.004853670999978021,,0.0,,,
1680785020.0,,,5.0,56254.0,10.25,,0.9639999999999986,0.005387352999946415,1110.0,0.0,2.654208,22875.50464,84,12.8,494.0,,,0.3583673449999196,1.784999994924874e-06,0.49799999999959255,13.125,0.0,7.5,170,,,0.0006740590000617885,105068.0,812.249088,3467.882496,185.0,0.049030461430265515,34.66857422195918,0.02532086700000491,,27517.075456,3320.582144,3274.477568,,0.005000000000000782,,68016.0,0.0,0.026207037001671443
1680785020.0,0.39431414299986045,,,,,7.1851806640625,,,,,,,84,,,2784.0,,,,,,,,171,0.0001,86.0,,,,,,,,,81.15356897054369,,,,0.004562733999932789,,0.0,,,
1680785021.0,,,5.0,56866.0,10.25,,0.9720000000000084,0.005268409999985124,1119.0,0.0,2.654208,22875.50464,85,12.8,496.0,,,0.3615015630000471,2.122000068993657e-06,0.5,13.125,0.0,7.5,172,,,0.0006803060000493133,106264.0,812.249088,3466.612736,186.0,0.00817022794129916,34.79629866816936,0.0242983059999915,,27518.210048,3320.582144,3274.477568,,0.005000000000000782,,68788.0,0.0,0.029361756659947835
1680785021.0,0.39614803800009213,,,,,7.45361328125,,,,,,,85,,,2816.0,,,,,,,,173,0.0001,87.0,,,,,,,,,80.77788334267241,,,,0.0043973309999501,,0.0,,,
1680785022.0,,,5.0,57568.0,10.25,,0.9879999999999995,0.005257098000015503,1129.0,0.0,2.654208,22875.50464,86,12.8,498.0,,,0.3611795979999215,2.058000063698273e-06,0.501999999999498,13.125,0.0,7.5,174,,,0.0006331700000146157,107534.0,812.249088,3467.894784,187.0,0.008170843841715266,39.784109957299535,0.024950043999979243,,27516.923904,3320.58624,3274.477568,,0.005000000000000782,,69606.0,0.0,0.027784060793823857
1680785022.0,0.39666353799998433,,,,,6.9876708984375,,,,,,,86,,,2848.0,,,,,,,,175,0.0001,88.0,,,,,,,,,80.67290520663198,,,,0.00464156999998977,,0.0,,,
1680785023.0,,,5.0,58110.0,10.25,,1.0,0.0053723240000636,1137.0,0.0,2.654208,22875.50464,87,12.8,543.0,,,0.3595366910000166,2.289999997628911e-06,0.5819999999994252,13.125,0.0,7.5,176,,,0.0006627579999758382,108591.0,812.249088,3467.841536,188.0,0.2737276949969858,26.88788910357271,0.025590154000042276,,27517.124608,3320.58624,3274.477568,,0.005000000000000782,,70274.0,0.0,0.024097995536838734
1680785023.0,0.3955151190000379,,,,,7.1690673828125,,,,,,,87,,,2880.0,,,,,,,,177,0.0001,89.0,,,,,,,,,80.90714731943518,,,,0.004350901999941925,,0.0,,,
1680785024.0,0.39518797599998834,,,,,7.1895751953125,,0.005420683000011195,,,,,88,,,2912.0,,0.3583808590000217,2.399999971203215e-06,,,,,178,0.0001,90.0,0.0008505889999241845,,,,,,,0.02608526900007746,80.97412356493595,,,,0.004448175999982595,,0.0,,,
1680785024.0,,,5.0,58901.0,10.25,,1.0159999999999911,0.005395044000010785,1156.0,0.0,2.654208,22875.50464,88,12.7,549.0,,,,,0.5869999999995343,13.125,0.0,7.5,179,,,0.0007388949999267425,109872.0,812.249088,3466.825728,189.0,0.1061855424590647,32.54859678761004,0.025744490999954905,,27537.26464,3320.590336,3274.477568,,0.005000000000000782,,71084.0,0.0,0.03908572401201123
1680785025.0,0.3934807869999304,,,,,7.3245849609375,,,,,,,89,,,2944.0,,0.3569936899999675,2.4100000928228837e-06,,,,,180,0.0001,91.0,,,,,,,,,81.32544474148787,,,,0.0046062569999776315,,0.0,,,
1680785025.0,,,5.0,59476.0,10.5,,1.0279999999999916,0.005207213999938176,1165.0,0.0,2.654208,22875.50464,89,12.8,551.0,,,,,0.5889999999999418,14.124999999999998,0.0,7.5,181,,,0.0007672250000041458,110972.0,812.249088,3465.572352,189.0,0.008169237255334768,21.4416151279016,0.025201034000019717,,27519.246336,3320.594432,3274.477568,,0.005000000000000782,,71808.0,0.0,0.24071327702222503
1680785026.0,0.39522567500011974,,,,,7.3980712890625,,,,,,,90,,,2976.0,,0.35952872200005004,1.9350000002305023e-06,,,,,182,0.0001,92.0,,,,,,,,,80.96639976638741,,,,0.004519545000107428,,0.0,,,
1680785026.0,,,5.0,60114.0,10.5,,1.039999999999992,0.005515371999990748,1173.0,0.0,2.654208,22875.50464,90,12.8,553.0,,,,,0.589999999999236,14.124999999999998,0.0,7.5,183,,,0.0007507500000656364,112413.0,812.249088,3468.75904,192.0,0.008171168343949528,52.98509527534045,0.02707385600001544,,27516.059648,3320.594432,3274.477568,,0.005000000000000782,,72852.0,0.0,0.035557349741742544
1680785026.0,0.39370882500008975,,,,,7.1414794921875,,,,,,,90,,,3008.0,,0.35562844399998994,2.05100002403924e-06,,,,,184,0.0001,93.0,,,,,,,,,81.27834066201768,,,,0.0047383520000039425,,0.0,,,
1680785027.0,,,5.0,60722.0,10.5,,1.0480000000000018,0.005411181999988912,1187.0,0.0,2.654208,22875.50464,91,12.8,555.0,,,0.354743884999948,2.0009999843750848e-06,0.5919999999996435,14.124999999999998,0.0,7.5,185,,,0.0007287590000260025,113662.0,812.249088,3467.481088,194.0,0.008170402789548925,29.514032177884573,0.026939544000015303,,27517.349888,3320.594432,3274.477568,,0.005000000000000782,,73690.0,0.0,0.03146881700370324
1680785027.0,0.39239969999994173,,,,,7.1104736328125,,,,,,,91,,,3040.0,,,,,,,,186,0.0001,94.0,,,,,,,,,81.54950169433043,,,,0.004574328999979116,,0.0,,,
1680785028.0,,,5.0,61323.0,10.5,,1.0600000000000023,0.005427224000072783,1198.0,0.0,2.654208,22875.50464,92,12.8,557.0,,,0.3579392309999321,2.16400007957418e-06,0.5929999999998472,14.124999999999998,0.0,7.5,187,,,0.0007083430000420776,114871.0,812.249088,3467.38688,197.0,0.008171512305592803,31.03365611395066,0.026599965999935193,,27517.44,3320.598528,3274.477568,,0.005000000000000782,,74540.0,0.0,0.043075999433028186
1680785028.0,0.3953100150000637,,,,,7.0731201171875,,,,,,,92,,,3072.0,,,,,,,,188,0.0001,95.0,,,,,,,,,80.94912546041832,,,,0.004633087000001979,,0.0,,,
1680785029.0,,,5.0,61956.0,10.5,,1.0759999999999934,0.005295479000096748,1207.0,0.0,2.654208,22875.50464,93,12.8,561.0,,,0.3605912560000206,2.230999939456524e-06,0.5969999999997526,14.124999999999998,0.0,7.5,189,,,0.0006582839999964563,116146.0,812.249088,3468.668928,200.0,0.053106090148524174,33.52939490400967,0.024618216000021675,,27516.14976,3320.598528,3275.65312,,0.005000000000000782,,75379.0,0.0,0.03515406147740919
1680785029.0,0.3952323550000756,,,,,7.263916015625,,,,,,,93,,,3104.0,,,,,,,,190,0.0001,96.0,,,,,,,,,80.96503131681585,,,,0.004066889000000629,,0.0,,,
1680785030.0,0.39169799700016483,,,,,7.201904296875,,0.005394622000039817,,,,,94,,,3136.0,,0.3548286369999687,4.2059999714183505e-06,,,,,191,0.0001,97.0,0.0007663570000886466,,,,,,,0.026277142000026288,81.69559263788253,,,,0.004427033000069969,,0.0,,,
1680785030.0,,,5.0,62674.0,10.5,,1.0919999999999845,0.005400527999995575,1225.0,0.0,2.654208,22875.50464,94,12.7,564.0,,,,,0.5989999999992506,14.000000000000002,0.0,7.625,192,,,0.000740504999953373,117394.0,812.249088,3468.537856,202.0,0.012256274502675477,29.394887025900182,0.02504419100000632,,27535.568896,3320.598528,3275.65312,,0.005000000000000782,,76208.0,0.0,0.03028959506474109
1680785031.0,0.3926974839999957,,,,,7.2337646484375,,,,,,,95,,,3168.0,,0.3573654690000012,3.0240000796766253e-06,,,,,193,0.0001,98.0,,,,,,,,,81.48766239612665,,,,0.004143766999959553,,0.0,,,
1680785031.0,,,5.0,63444.0,10.5,,1.103999999999985,0.0054255789999615445,1234.0,0.0,2.654208,22875.50464,95,12.8,566.0,,,,,0.5999999999994543,14.000000000000002,0.0,7.625,194,,,0.0008228639999288134,118686.0,812.249088,3466.059776,204.0,0.008171218867574291,30.82348138359733,0.025900977999981478,,27518.775296,3320.598528,3275.65312,,0.005000000000000782,,77009.0,0.0,0.029891978392237666
1680785032.0,0.39190984299978027,,,,,7.0601806640625,,,,,,,96,,,3200.0,,0.3554206759999943,2.3860000055719865e-06,,,,,195,0.0001,99.0,,,,,,,,,81.65143226580798,,,,0.0043373599999085855,,0.0,,,
1680785032.0,,,5.0,64110.0,10.5,,1.1119999999999948,0.005390547999923001,1243.0,0.0,2.654208,22875.50464,96,12.8,568.0,,,,,0.6019999999998618,14.000000000000002,0.0,7.625,196,,,0.0009119439999949464,120249.0,812.249088,3473.854464,205.0,0.00817119943533698,57.00859120563097,0.026067833999945833,,27511.107584,3320.598528,3275.65312,,0.005000000000000782,,78125.0,0.0,0.030945225982236084
1680785032.0,0.3926895339998282,,,,,7.38037109375,,,,,,,96,,,3232.0,,0.35532105899994804,1.9899999870176543e-06,,,,,197,0.0001,100.0,,,,,,,,,81.48931211396635,,,,0.004996159000029365,,0.0,,,
1680785033.0,,,5.0,64658.0,10.5,,1.1239999999999952,0.0051988690000825954,1255.0,0.0,2.654208,22875.50464,97,12.8,572.0,,,0.35621523500003605,5.453999960991496e-06,0.6059999999997672,14.000000000000002,0.0,7.625,198,,,0.0009619209999982559,121356.0,812.249088,3473.321984,206.0,0.07760286451795839,28.728073090312485,0.025155759999961447,,27511.775232,3320.598528,3275.65312,,0.005000000000000782,,78855.0,0.0,0.028303347379715127
1680785033.0,0.3925776290000158,,,,,6.9754638671875,,,,,,,97,,,3264.0,,,,,,,,199,0.0001,101.0,,,,,,,,,81.51254079737363,,,,0.005040389999976469,,0.0,,,
1680785034.0,,,5.0,65260.0,10.5,,1.1359999999999957,0.005394303000002765,1266.0,0.0,2.654208,22875.50464,98,12.8,574.0,,,0.3611126449999347,2.4610000082248007e-06,0.6069999999999709,14.000000000000002,0.0,7.625,200,,,0.0007185179999851243,122525.0,812.249088,3473.457152,207.0,0.008167479861052887,34.37878914239492,0.024789069999997082,,27511.218176,3320.598528,3275.65312,,0.005000000000000782,,79645.0,0.0,0.028299041558420134
1680785034.0,0.39634596500002317,,,,,7.192138671875,,,,,,,98,,,3296.0,,,,,,,,201,0.0001,102.0,,,,,,,,,80.73754453384717,,,,0.004328968000095301,,0.0,,,
