02_timing/forward_time_s,02_timing/dataload_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/loss_calc_time_s,disk/counter/disk_write_sys_count,process/voluntary_proc_ctx_switches,process/involuntary_proc_ctx_switches,02_timing/step_time_s,disk/time/disk_read_time_sys_s,process/memory/data_resident_set_proc_MB,process/memory/dirty_pages_proc_count,01_general/step,_runtime,process/memory/resident_set_size_proc_MB,cpu/interrupts/interrupts_count,_timestamp,01_general/step_based_sps,process/memory/shared_memory_proc_MB,02_timing/opt_step_time_s,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,02_timing/backward_time_s,cpu/interrupts/soft_interrupts_count,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/ctx_switches_count,disk/time/disk_busy_time_sys_s,_step,memory/available_memory_sys_MB,memory/used_memory_sys_percent,cpu/logical_core_count,01_general/minibatch_loss,01_general/lr,01_general/dataset_iteration_count,bandwidth/net_sent_sys_bandwidth_Mbits
,,3162.136576,,0.004084577838255661,13.375,0.0,0.03258089042405724,,18.0,17387.0,53.0,,0.0,0.0,0.0,,10,2607.4112,54202.0,1696165003.0,,248.582144,,2.654208,18.875,12032.118784,,37262.0,,,0.016999999999825377,0.0,3244.240896,12.625,38388.0,0.06400000000000716,10,27933.708288,11.5,,,,,0.005353030723253446
,,3010.12992,,0.06950426989039447,13.375,0.0,0.04544448528263486,,21.0,17410.0,55.0,,0.0,0.0,0.0,,11,2469.810176,55598.0,1696165004.0,,342.720512,,2.654208,18.875,12266.217472,,37629.0,,,0.018999999999778083,0.0,2970.955776,12.625,38761.0,0.06799999999999784,11,28073.181184,11.0,,,,,0.0073704550905632086
,,3142.406144,,0.004084545793242751,13.375,0.0,0.00899078732458083,,22.0,17410.0,57.0,,0.0,0.0,0.0,,12,2757.001216,56111.0,1696165005.0,,500.330496,,2.654208,18.875,12765.401088,,37799.0,,,0.01999999999998181,0.0,3101.04064,12.625,39113.0,0.07200000000000273,12,27940.896768,11.5,,,,,0.05271616913667028
,,3226.066944,,0.004079821963281317,13.375,0.0,0.0,,23.0,17414.0,59.0,,0.0,0.0,0.0,,13,2785.251328,57040.0,1696165006.0,,527.077376,,2.654208,18.875,14595.080192,,38238.0,,,0.02099999999973079,0.0,3118.985216,12.625,39474.0,0.0799999999999983,13,27857.186816,11.7,,,,,0.0
,,3527.671808,,0.5225222171897297,13.375,0.0,0.008180355755454562,,102.0,17422.0,60.0,,0.0,0.0,0.0,,14,2828.427264,58786.0,1696165007.0,,544.780288,,2.654208,18.875,14759.088128,,39033.0,0.001389175999975123,,0.12100000000009459,0.0,3150.798848,12.625,40677.0,0.10000000000000853,14,27544.018944,12.7,,,,,0.04193030304256301
,,3996.42624,,0.04082907219412672,13.375,0.0,0.07305373639958347,,106.0,17422.0,61.0,,0.0,0.0,0.0,,15,2939.953152,59987.0,1696165008.0,,650.01472,,2.654208,18.875,14759.088128,,39654.0,,,0.12399999999979627,0.0,3150.798848,12.625,41345.0,0.10800000000000409,15,27070.283776,14.2,,,,,0.05869179127866053
,,4487.294976,,0.008167194479631736,13.375,0.0,0.05173088222760563,,108.0,17422.0,65.0,,0.0,0.0,0.0,,16,3340.988416,60743.0,1696165009.0,,847.740928,,2.654208,18.875,15620.579328,,39912.0,,,0.12599999999974898,0.0,3376.820224,12.625,41590.0,0.12000000000000455,16,26579.423232,15.8,,,,,0.059196208430496416
2.633017559000109,1.318568581000136,,,,,,,0.00026436400003149174,,,,4.4409623540002485,,,,0.0,17,,,1696165010.0,0.6755292571434917,,1.5919999896141235e-06,,,,0.4877210820000073,,,3.0,,,,,,,17,,,,2.174150228500366,0.0001,0.0,
,,4727.513088,,0.008168264285966249,13.375,0.2123748714054228,0.01010663168550689,,110.0,17432.0,67.0,,0.004000000000001336,0.0,0.0,,17,3694.477312,61549.0,1696165010.0,,967.118848,,2.654208,18.875,27750.637568,,40222.0,0.0011783659999764495,,0.1269999999999527,3.0,3602.78016,12.625,42062.0,0.14400000000000546,18,26341.888,16.5,,,,,0.00105294031797114
0.17594737500007795,0.0013333079998574249,,,,,,,0.0014748349999536003,,,,0.23455307999984143,,,,1.0,17,,,1696165010.0,12.790281841543194,,2.8560000373545336e-06,,,,0.054616339999938646,,,6.0,,,,,,,19,,,,2.5438857078552246,0.0001,0.0,
0.17659482899989598,0.00256878800018967,,,,,,,0.001460399999814399,,,,0.24488957000016853,,,,2.0,18,,,1696165011.0,12.250419648325305,,2.730999995037564e-06,,,,0.06320526100012103,,0.0010575610001524183,9.0,,,,,,,20,,,,2.7422070503234863,0.0001,0.0,
,,4734.705664,,0.01225305182756461,13.375,0.0,0.007833656836332603,,113.0,17452.0,68.0,,0.004000000000001336,0.0,0.0,,18,3695.894528,62802.0,1696165011.0,,967.184384,,2.654208,18.75,28253.954048,,40774.0,0.0011801119999290677,,0.1289999999999054,3.0,3602.78016,12.625,42556.0,0.1599999999999966,21,26334.892032,16.5,,,,,0.05190794807461618
0.18549014999985047,0.0015346369998496812,,,,,,,0.0017721330000313174,,,,0.2565352979997897,,,,3.0,18,,,1696165011.0,11.694297133342092,,2.5839999580057338e-06,,,,0.06655568200017115,,,12.0,,,,,,,22,,,,2.0890746116638184,0.0001,0.0,
0.17922565999992912,0.00211893699997745,,,,,,,0.0017328100000213453,,,,0.2457362249997459,,,,4.0,19,,,1696165012.0,12.208212281291056,,2.7850001060869545e-06,,,,0.06158764799988603,,0.0010683849998258665,15.0,,,,,,,23,,,,1.9639681577682495,0.0001,0.0,
,,4741.656576,,0.08168804147259782,13.375,0.0,0.0,,119.0,17471.0,71.0,,0.004000000000001336,0.0,0.0,,19,3696.00512,64095.0,1696165012.0,,967.184384,,2.654208,18.75,28253.954048,,41260.0,0.0010735299999851122,,0.13400000000001455,3.0,3602.78016,12.625,43039.0,0.18000000000000682,24,26327.937024,16.6,,,,,0.0
0.187135754999872,0.0021378139999796986,,,,,,,0.0015092210001057538,,,,0.255202158999964,,,,5.0,19,,,1696165012.0,11.755386442480775,,2.7660000796458917e-06,,,,0.0633430729999418,,,18.0,,,,,,,25,,,,1.8970965147018433,0.0001,0.0,
0.18159933100014314,0.002025240999955713,,,,,,,0.0013750130001426442,,,,0.24896800400051688,,,,6.0,20,,,1696165013.0,12.049741138599366,,2.4480000320181716e-06,,,,0.06286306400011199,,0.0011029070001313812,21.0,,,,,,,26,,,,2.254643201828003,0.0001,0.0,
,,4747.362304,,0.01632839638053724,13.375,0.0,0.011130098311035718,,123.0,17495.0,73.0,,0.004000000000001336,0.0,0.0,,20,3696.054272,65308.0,1696165013.0,,967.184384,,2.654208,18.75,28253.954048,,41730.0,0.0010951189999559574,,0.13699999999971624,3.0,3602.78016,12.625,43510.0,0.20000000000000284,27,26322.231296,16.6,,,,,0.0744185799861019
0.18694166999989648,0.0017253390001314983,,,,,,,0.0014806289998432476,,,,0.2580715789995338,,,,7.0,21,,,1696165014.0,11.624681848462744,,2.835999794115196e-06,,,,0.06682598599991252,,,24.0,,,,,,,28,,,,2.0945701599121094,0.0001,0.0,
0.182432831999904,,4752.130048,,0.008164756917890752,13.375,0.0,0.00572489791809895,0.0014794789999541536,125.0,17522.0,76.0,,0.004000000000001336,0.0,0.0,,21,3696.054272,66623.0,1696165014.0,,967.184384,2.81500001619861e-06,2.654208,18.75,28253.954048,0.06255640499989568,42266.0,0.0013072060000922647,,0.13799999999991996,3.0,3602.78016,12.625,44036.0,0.2120000000000033,29,26314.784768,16.6,,,,,0.05236926116135024
,0.0018865790000290872,,,,,,,,,,,0.2496653159998914,,,,8.0,21,,,1696165014.0,12.016086367404373,,,,,,,,,27.0,,,,,,,30,,,,2.047053575515747,0.0001,0.0,
0.18485648900013985,0.001676785999961794,,,,,,,0.0015363259999503498,,,,0.2513081960000818,,,,9.0,22,,,1696165015.0,11.937533465876392,,2.5980000373238e-06,,,,0.06214573400006884,,0.0010902629999236524,30.0,,,,,,,31,,,,2.1768674850463867,0.0001,0.0,
0.18157275499993375,,4758.347776,,0.016334870419503367,13.375,0.0,0.011429623683650114,0.0014697880001222074,129.0,17541.0,77.0,,0.004000000000001336,0.0,0.0,,22,3696.062464,67909.0,1696165015.0,,967.184384,2.6119998892681906e-06,2.654208,18.75,28253.954048,0.059351192999884006,42803.0,0.001188822999893091,,0.1410000000000764,3.0,3602.78016,12.625,44614.0,0.22800000000000864,32,26308.370432,16.6,,,,,0.07248598749249685
,0.002019458999939161,,,,,,,,,,,0.24560462999966148,,,,10.0,22,,,1696165015.0,12.214753443386368,,,,,,,,,33.0,,,,,,,33,,,,2.205570936203003,0.0001,0.0,
0.18295389200011414,0.0016588770001817466,,,,,,,0.0015473260000362643,,,,0.25692826600015906,,,,11.0,23,,,1696165016.0,11.676410878039176,,2.392999931544182e-06,,,,0.06955160400002569,,0.0012141739998696721,36.0,,,,,,,34,,,,1.9309252500534058,0.0001,0.0,
0.18614971099987088,,4764.790784,,0.012254153058146497,13.5,0.0,0.0010530912794123127,0.0014980739999828074,132.0,17558.0,81.0,,0.004000000000001336,0.0,0.0,,23,3696.091136,69223.0,1696165016.0,,967.184384,2.710999979171902e-06,2.654208,18.875,28253.954048,0.0728509360001226,43330.0,0.001138117999971655,,0.14399999999977808,3.0,3602.78016,13.625000000000002,45102.0,0.24399999999999977,35,26301.923328,16.7,,,,,0.0031592738353459085
,0.0017323740000847465,,,,,,,,,,,0.26337192400001186,,,,12.0,23,,,1696165016.0,11.390735787007673,,,,,,,,,39.0,,,,,,,36,,,,1.7240192890167236,0.0001,0.0,
0.18428262299994458,0.0016646230001242657,,,,,,,0.0014494630001991027,,,,0.24613047200023175,,,,13.0,24,,,1696165017.0,12.188657404424005,,2.6479999633011175e-06,,,,0.05757873299990024,,0.0011523820001002605,42.0,,,,,,,37,,,,2.5731167793273926,0.0001,0.0,
0.1823164850000012,,4769.656832,,0.01225363446459001,13.5,0.0,0.010785751171232698,0.0014317819998268533,135.0,17577.0,84.0,,0.004000000000001336,0.0,0.0,,24,3696.095232,70556.0,1696165017.0,,967.184384,2.40400004258845e-06,2.654208,18.875,28253.954048,0.05719829000008758,43837.0,0.0011454699999831064,,0.1459999999997308,3.0,3602.78016,13.625000000000002,45582.0,0.2560000000000002,38,26297.061376,16.7,,,,,0.0765931930309239
,0.0017410430000381893,,,,,,,,,,,0.2438354739999795,,,,14.0,24,,,1696165017.0,12.303377973625986,,,,,,,,,45.0,,,,,,,39,,,,2.6079676151275635,0.0001,0.0,
0.18288982299986856,0.0019588819998261897,,,,,,,0.0014028650000454945,,,,0.24496209099970656,,,,15.0,25,,,1696165018.0,12.246792912963802,,2.687999995032442e-06,,,,0.0575221970000257,,0.001185635999945589,48.0,,,,,,,40,,,,2.583911657333374,0.0001,0.0,
0.18061685099996794,,4773.769216,,0.06127006604366707,13.5,0.0,0.0010530792610721873,0.0014593270000204939,142.0,17598.0,88.0,,0.004000000000001336,0.0,0.0,,25,3696.095232,71690.0,1696165018.0,,967.184384,2.5320000531792175e-06,2.654208,18.875,28253.954048,0.06816480199995567,44346.0,0.0011760469999444467,,0.15200000000004366,3.0,3602.78016,13.625000000000002,46110.0,0.27600000000001046,41,26292.948992,16.7,,,,,0.0031592377802972223
,0.001863660000026357,,,,,,,,,,,0.2532832189999681,,,,16.0,25,,,1696165018.0,11.844448328810833,,,,,,,,,51.0,,,,,,,42,,,,2.01057505607605,0.0001,0.0,
0.18505578200006312,0.0018040049999399344,,,,,,,0.0014158530000258907,,,,0.2502776879996418,,,,17.0,26,,,1696165019.0,11.986685764830519,,2.038999809883535e-06,,,,0.0608091719998356,,0.0011908369999673596,54.0,,,,,,,43,,,,1.9764775037765503,0.0001,0.0,
0.1874914100001206,,4804.988928,,0.012255438077364102,13.5,0.0,0.014385777900394489,0.0015147259998684603,145.0,17619.0,91.0,,0.004000000000001336,0.0,0.0,,26,3696.095232,73273.0,1696165019.0,,967.184384,3.2109999210661044e-06,2.654208,18.875,28253.954048,0.05975332299999536,45291.0,0.001145218000146997,,0.15399999999999636,3.0,3602.78016,13.625000000000002,46823.0,0.2920000000000016,44,26261.921792,16.8,,,,,0.09225887401674267
,0.0016676329998972506,,,,,,,,,,,0.25157552099994973,,,,18.0,26,,,1696165019.0,11.924848602422648,,,,,,,,,57.0,,,,,,,45,,,,2.092965602874756,0.0001,0.0,
0.18072323000001234,0.0017058109999652515,,,,,,,0.0015191479999430157,,,,0.24717515699990145,,,,19.0,27,,,1696165020.0,12.137142083422228,,2.7430000955064315e-06,,,,0.06209083199996712,,0.0011333929999182146,60.0,,,,,,,46,,,,2.366741895675659,0.0001,0.0,
0.1855834219998087,,4849.455104,,0.012259749667891154,13.5,0.0,0.01230763931491084,0.0019441719998667395,148.0,17645.0,92.0,,0.004000000000001336,0.0,0.0,,27,3696.156672,76027.0,1696165020.0,,967.184384,2.193000000261236e-06,2.654208,18.875,28253.954048,0.06784669100011342,47062.0,0.0011737049999283045,,0.15599999999994907,3.0,3602.78016,13.625000000000002,48614.0,0.30800000000000693,47,26220.150784,16.9,,,,,0.023386111020345948
,0.0017585779999080842,,,,,,,,,,,0.2583087609996255,,,,20.0,27,,,1696165020.0,11.614007935272273,,,,,,,,,63.0,,,,,,,48,,,,1.9053585529327393,0.0001,0.0,
0.18496863900008975,0.0023070009999628383,,,,,,,0.0015191380000487698,,,,0.24823636400014948,,,,21.0,28,,,1696165021.0,12.08525596998429,,2.638000069055124e-06,,,,0.058189229999925374,,0.00124971800005369,66.0,,,,,,,49,,,,2.3513240814208984,0.0001,0.0,
0.18446295700005066,,4819.689472,,0.012254211329828558,13.625000000000002,0.0,0.023160140290333264,0.0014238389999263745,151.0,17664.0,94.0,,0.004000000000001336,0.0,0.0,,28,3696.156672,78013.0,1696165021.0,,967.184384,2.2310000531433616e-06,2.654208,19.125,28253.954048,0.057480582999914986,48388.0,0.0012076689999958035,,0.1590000000001055,3.0,3602.78016,15.5,49582.0,0.32800000000000296,50,26249.91232,16.8,,,,,0.08532473318592293
,0.001834631000065201,,,,,,,,,,,0.24641191000000617,,,,22.0,28,,,1696165021.0,12.174736196801222,,,,,,,,,69.0,,,,,,,51,,,,2.2479124069213867,0.0001,0.0,
0.18169423300014387,0.0017518009999548667,,,,,,,0.0016148859999702836,,,,0.2598715210001501,,,,23.0,29,,,1696165022.0,11.544166088127323,,4.015000058643636e-06,,,,0.07356485500008603,,0.001241730999936408,72.0,,,,,,,52,,,,2.150500774383545,0.0001,0.0,
0.18527591499992013,,4853.940224,,0.25325442339202137,13.625000000000002,0.0,0.007993980980103963,0.0015465100000255916,199.0,17686.0,101.0,,0.004000000000001336,0.0,0.0,,29,3696.218112,80101.0,1696165022.0,,967.184384,3.882000100929872e-06,2.654208,19.125,28253.954048,0.0689769680000154,50085.0,0.0012088429998584616,,0.2199999999997999,3.0,3602.78016,15.5,50625.0,0.347999999999999,53,26215.661568,16.9,,,,,0.036427661832539066
,0.0019499990000895195,,,,,,,,,,,0.25896211700001004,,,,24.0,29,,,1696165022.0,11.58470603636548,,,,,,,,,75.0,,,,,,,54,,,,2.1263558864593506,0.0001,0.0,
0.1850428129998818,0.0018131809999886173,,,,,,,0.0015934049999941635,,,,0.24236583400011114,,,,25.0,30,,,1696165023.0,12.377982286061922,,4.333000106271356e-06,,,,0.05274264000013318,,0.0011694620000071154,78.0,,,,,,,55,,,,3.269477128982544,0.0001,0.0,
0.18790934899993772,,4815.212544,,0.08578188601004966,13.625000000000002,0.0,0.011448754318626188,0.0018492379999770492,204.0,17710.0,103.0,,0.004000000000001336,0.0,0.0,,30,3696.283648,82926.0,1696165023.0,,967.184384,2.5009999262692872e-06,2.654208,19.125,28253.954048,0.05433969099999558,51873.0,0.0013859919999958947,,0.22299999999995634,3.0,3602.78016,15.5,52320.0,0.3640000000000043,56,26254.393344,16.8,,,,,0.07791535516771397
,0.0019663749999381253,,,,,,,,,,,0.24745314599977064,,,,26.0,30,,,1696165023.0,12.123507211352168,,,,,,,,,81.0,,,,,,,57,,,,3.5494039058685303,0.0001,0.0,
0.184429917999978,0.0019999270000425895,,,,,,,0.0014074040000195964,,,,0.25733790900017084,,,,27.0,31,,,1696165024.0,11.657823799283332,,2.3400000372930663e-06,,,,0.06819754399998601,,0.001300776000107362,84.0,,,,,,,58,,,,2.1791868209838867,0.0001,0.0,
0.1850023950000832,,4815.183872,,0.3472014160728452,13.625000000000002,0.0,0.24336808817864505,0.0014495679999981803,228.0,17729.0,104.0,,0.004000000000001336,0.0,0.0,,31,3696.283648,85106.0,1696165024.0,,967.184384,,2.654208,19.125,28253.954048,,53372.0,0.0011560890000055224,,0.23900000000003274,3.0,3602.784256,15.5,53437.0,0.4000000000000057,59,26254.422016,16.8,,,,,0.11998074669868522
,0.0017626970000037545,,,,,,,,,,,0.24611925000021984,,,,28.0,31,,,1696165024.0,12.189213155806872,,2.6840000373340445e-06,,,,0.05674581700009185,,,87.0,,,,,,,60,,,,2.378486156463623,0.0001,0.0,
0.18550180700003693,0.001735170000074504,,,,,,,0.0014975330000197573,,,,0.24427308700023787,,,,29.0,32,,,1696165025.0,12.281336584562338,,3.3060000532714184e-06,,,,0.054409750000104395,,0.0011255209999490035,90.0,,,,,,,61,,,,2.851060152053833,0.0001,0.0,
0.17919147199995678,,4819.488768,,0.024507286409134386,13.625000000000002,0.0,0.02341435078117041,0.001435005000075762,234.0,17749.0,106.0,,0.004000000000001336,0.0,0.0,,32,3696.283648,86576.0,1696165025.0,,967.184384,,2.654208,19.125,28253.954048,,54005.0,0.0011285870000392606,,0.24499999999989086,3.0,3602.788352,15.5,54095.0,0.4200000000000017,62,26250.313728,16.8,,,,,0.0856319050513683
,0.0018587639999623207,,,,,,,,,,,0.25027860100021826,,,,30.0,32,,,1696165025.0,11.986642038155646,,2.508000079615158e-06,,,,0.06666226500010453,,,93.0,,,,,,,63,,,,1.955939769744873,0.0001,0.0,
0.18743098100003408,0.0016539570001441461,,,,,,,0.0015835650001463364,,,,0.2503301030005787,,,,31.0,33,,,1696165026.0,11.984175950237455,,2.5810002171056112e-06,,,,0.05852995100008229,,0.0011290679999547137,96.0,,,,,,,64,,,,2.510053873062134,0.0001,0.0,
0.19014160800020363,,4820.885504,,0.012244816357615675,13.625000000000002,0.0,0.0015784333564393563,,237.0,17789.0,108.0,,0.004000000000001336,0.0,0.0,,33,3696.287744,87971.0,1696165026.0,,967.184384,,2.654208,19.0,28253.954048,,54546.0,0.0011209829999643262,,0.24699999999984357,3.0,3602.792448,15.25,54694.0,0.43600000000000705,65,26248.720384,16.8,,,,,0.004352649564656599
,0.002068222999923819,,,,,,,0.0019759730000714626,,,,0.2565341280001121,,,,32.0,33,,,1696165026.0,11.694350468638968,,2.2229999103728915e-06,,,,0.06122511800003849,,,99.0,,,,,,,66,,,,2.2666516304016113,0.0001,0.0,
0.18628699500004586,0.00177199999984623,,,,,,,0.0014750909999747819,,,,0.2565637379996133,,,,33.0,34,,,1696165027.0,11.693000824631428,,2.480999910403625e-06,,,,0.06588035899994793,,0.0011468119998880866,102.0,,,,,,,67,,,,2.4616308212280273,0.0001,0.0,
,,4823.187456,,0.012254887321843209,13.625000000000002,0.0,0.011560762847283246,,240.0,17819.0,109.0,,0.004000000000001336,0.0,0.0,,34,3696.29184,89411.0,1696165027.0,,967.184384,,2.654208,19.0,28253.954048,,55225.0,0.0010996749999776512,,0.25,3.0,3602.796544,15.25,55333.0,0.4519999999999982,68,26246.217728,16.8,,,,,0.08201838650365079
0.18925335199992332,0.001781083999958355,,,,,,,0.001452438000114853,,,,0.25403492299983554,,,,34.0,34,,,1696165027.0,11.80939992255294,,2.663000032043783e-06,,,,0.060445710999829316,,,105.0,,,,,,,69,,,,2.767732620239258,0.0001,0.0,
0.18525962099988647,0.0017250240000521444,,,,,,,0.001471836000064286,,,,0.24975323699982255,,,,35.0,35,,,1696165028.0,12.011856326819625,,3.24899997394823e-06,,,,0.060152087999995274,,0.0011414189998504298,108.0,,,,,,,70,,,,2.432921886444092,0.0001,0.0,
,,4824.956928,,87.35284432075579,13.625000000000002,0.0,0.0015793624161097196,,584.0,17841.0,113.0,,0.004000000000001336,0.0,0.0,,35,3696.29184,91192.0,1696165028.0,,967.184384,,2.654208,19.0,28253.954048,,56179.0,0.0011062480000418873,,17.5920000000001,3.0,3602.80064,15.25,55937.0,0.8800000000000097,71,26244.64896,16.8,,,,,0.004355211517084461
0.18137248199991518,0.0018927660000827018,,,,,,,0.0014815380000072764,,,,0.24622740699987844,,,,36.0,35,,,1696165028.0,12.183858964170796,,3.0169999263307545e-06,,,,0.06037135599990506,,,111.0,,,,,,,72,,,,2.252122640609741,0.0001,0.0,
0.18449061600017558,0.0018669229998522496,,,,,,,0.0015614299998105707,,,,0.26097643999992215,,,,37.0,36,,,1696165029.0,11.495290532742706,,2.429000005577109e-06,,,,0.07189025200000287,,0.0011647900000752998,114.0,,,,,,,73,,,,2.00380802154541,0.0001,0.0,
,,4827.369472,,161.38100069583723,13.625000000000002,0.00816932854266114,0.0116636311824037,,1205.0,17860.0,115.0,,0.004999999999999005,0.0,0.0,,36,3696.308224,93320.0,1696165029.0,,967.184384,,2.654208,19.0,28253.954048,,57528.0,0.0011063870001635223,,61.15599999999995,5.0,3602.804736,15.25,56558.0,1.8840000000000003,74,26242.236416,16.8,,,,,0.07656352150765208
0.18781348699985756,0.0018492359999982,,,,,,,0.0015345969998179498,,,,0.2644678439996824,,,,38.0,36,,,1696165029.0,11.343534074424575,,2.3499999315390596e-06,,,,0.0721617869999136,,,117.0,,,,,,,75,,,,2.047351121902466,0.0001,0.0,
0.18717749799998273,0.0018587609999940469,,,,,,,0.0015409610000460816,,,,0.2499580109999897,,,,39.0,37,,,1696165030.0,12.002015810567974,,2.545999905123608e-06,,,,0.058236868999983926,,0.0011413760000777984,120.0,,,,,,,76,,,,2.3334057331085205,0.0001,0.0,
,,4828.430336,,161.56134089184647,13.625000000000002,0.004084370029742433,0.001053001649231767,,1827.0,17881.0,118.0,,0.004999999999999005,0.0,0.0,,37,3696.308224,95462.0,1696165030.0,,967.184384,,2.654208,19.0,28253.954048,,58827.0,0.0011524689998623217,,105.10899999999992,6.0,3602.808832,15.25,57253.0,2.8880000000000052,77,26241.175552,16.8,,,,,0.004291779445182442
0.19234900800006471,0.0018883430000187218,,,,,,,0.0014810599998327234,,,,0.26245517199981805,,,,40.0,38,,,1696165031.0,11.430523457171878,,2.798999958031345e-06,,,,0.06558149300008154,,,123.0,,,,,,,78,,,,1.9085807800292969,0.0001,0.0,
