04_peers/peer_1_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/undershot_TBS,03_hivemind/optimistic_total_samples_per_second,03_hivemind/eta_next_epoch_s,03_hivemind/global_samples_accumulated,_step,_runtime,03_hivemind/epoch_s,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/overshot_TBS,04_peers/peer_3_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,04_peers/peer_2_epoch,04_peers/peer_3_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_3_samples_per_second,_timestamp,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/reached_TBS,04_peers/peer_2_epoch_oos
2.0,2,0.0,,698.0294209508304,23.72,16096,108,168,,3,0,,0.0,10.0,233.17,5056.0,16212,2.0,2.0,,231.95,5120.0,,698.0294209508304,231.72,1680694583.0,,5056.0,,0.0
2.0,2,0.0,,698.5841781913764,22.5,16960,109,169,,3,0,,0.0,10.0,233.08,5344.0,17050,2.0,2.0,,233.96,5408.0,,698.5841781913764,230.99,1680694584.0,,5344.0,,0.0
2.0,2,0.0,,699.1290313197728,21.29,17760,110,170,,3,0,,0.0,10.0,232.51,5632.0,17886,2.0,2.0,,234.67,5696.0,,699.1290313197728,231.4,1680694585.0,,5632.0,,0.0
2.0,2,0.0,,700.131927473645,20.06,18624,111,172,,3,0,,0.0,10.0,232.45,5920.0,18726,2.0,2.0,,234.64,5952.0,,700.131927473645,232.03,1680694587.0,,5888.0,,0.0
2.0,2,0.0,,699.6675857833159,18.88,19456,112,173,,3,0,,0.0,9.44,232.49,6208.0,19561,2.0,2.0,,234.82,6240.0,,699.6675857833159,232.82,1680694588.0,,6176.0,,0.0
2.0,2,0.0,,697.5661526677634,17.74,20256,113,174,,3,0,,0.0,8.87,232.75,6464.0,20393,2.0,2.0,,234.42,6528.0,,697.5661526677634,232.5,1680694589.0,,6464.0,,0.0
2.0,2,0.0,,698.8688718960743,16.51,21120,114,175,,3,0,,0.0,8.26,232.51,6752.0,21227,2.0,2.0,,234.29,6784.0,,698.8688718960743,230.77,1680694590.0,,6720.0,,0.0
2.0,2,0.0,,678.9096837881308,15.82,21920,115,176,,3,0,,0.0,7.91,232.05,7040.0,22026,2.0,2.0,,234.35,7072.0,,678.9096837881308,232.47,1680694591.0,,7008.0,,0.0
2.0,2,0.0,,694.5717164375494,14.24,22752,116,178,,3,0,,0.0,7.12,232.27,7296.0,22874,2.0,2.0,,234.36,7328.0,,694.5717164375494,212.28,1680694593.0,,7296.0,,0.0
2.0,2,0.0,,699.8121704506309,12.93,23584,117,179,,3,0,,0.0,6.47,232.31,7584.0,23717,2.0,2.0,,235.01,7616.0,,699.8121704506309,227.26,1680694594.0,,7552.0,,0.0
2.0,2,0.0,,702.4262553425698,11.68,24448,118,180,,3,0,,0.0,5.84,232.24,7872.0,24561,2.0,2.0,,235.04,7872.0,,702.4262553425698,232.54,1680694595.0,,7840.0,,0.0
2.0,2,0.0,,703.4949194307321,10.46,25312,119,181,,3,0,,0.0,5.23,232.43,8160.0,25409,2.0,2.0,,234.79,8160.0,,703.4949194307321,235.2,1680694596.0,,8128.0,,0.0
2.0,2,0.0,,702.7887221420037,9.28,26112,120,182,,3,0,,0.0,4.64,232.7,8448.0,26244,2.0,2.0,,234.79,8448.0,,702.7887221420037,236.0,1680694597.0,,8416.0,,0.0
2.0,2,0.0,,703.689895032505,8.07,26976,121,184,,3,0,,0.0,4.04,232.34,8704.0,27086,2.0,2.0,,234.36,8736.0,,703.689895032505,236.09,1680694599.0,,8672.0,,0.0
2.0,2,0.0,,703.3197311760799,6.88,27840,122,185,,3,0,,0.0,3.44,232.39,8992.0,27927,2.0,2.0,,234.73,9024.0,,703.3197311760799,236.57,1680694600.0,,8960.0,,0.0
2.0,2,0.0,,703.2414374894597,5.68,28672,123,186,,3,0,,0.0,2.84,231.94,9280.0,28772,2.0,2.0,,234.6,9312.0,,703.2414374894597,236.77,1680694601.0,,9248.0,,0.0
2.0,2,0.0,,704.0546795882813,4.48,29504,124,187,,3,0,,0.0,2.24,232.02,9568.0,29615,2.0,2.0,,234.05,9600.0,,704.0546795882813,237.16,1680694602.0,,9504.0,,0.0
2.0,2,0.0,,701.5355019810933,3.3,30336,125,188,,3,0,,0.0,1.65,232.17,9856.0,30455,2.0,2.0,,234.7,9856.0,,701.5355019810933,237.18,1680694603.0,,9792.0,,0.0
2.0,2,0.0,,703.4135041196132,2.09,31168,126,190,,3,0,,0.0,1.05,231.49,10112.0,31297,2.0,2.0,,233.96,10144.0,,703.4135041196132,236.08,1680694605.0,,10080.0,,0.0
2.0,2,0.0,,650.6643559098775,1.13,31936,127,191,,3,0,,0.0,0.57,231.48,10400.0,32031,2.0,2.0,,234.57,10432.0,,650.6643559098775,237.36,1680694606.0,,10336.0,,0.0
2.0,2,0.0,,673.9536543055794,0.0,32768,128,192,,3,0,,0.0,0.5,232.16,10592.0,32866,2.0,2.0,,181.46,10720.0,,673.9536543055794,237.05,1680694607.0,,10624.0,,0.0
2.0,2,0.0,,676.8068943046592,0.0,32832,129,193,,3,0,,0.0,0.5,231.31,10848.0,33675,2.0,2.0,,206.28,11008.0,,676.8068943046592,236.36,1680694608.0,,10912.0,,0.0
2.0,2,0.0,,676.8068943046592,0.0,32832,130,194,,3,0,,0.0,0.5,231.31,10880.0,34485,2.0,2.0,,208.8,11040.0,,676.8068943046592,236.69,1680694609.0,,10912.0,,0.0
2.0,2,0.0,,676.8068943046592,0.0,32832,131,195,,3,0,,0.0,0.5,231.31,10880.0,35291,2.0,2.0,,208.8,11040.0,,676.8068943046592,236.69,1680694610.0,,10912.0,,0.0
2.0,2,0.0,,676.8068943046592,0.0,32832,132,197,,3,0,,0.0,0.5,231.31,10880.0,36121,2.0,2.0,,208.8,11040.0,,676.8068943046592,236.69,1680694612.0,,10912.0,,0.0
2.0,3,0.0,,676.8068943046592,47.29,0,133,198,,3,0,,0.0,10.0,231.31,10880.0,763,2.0,2.0,,208.8,11040.0,,676.8068943046592,236.69,1680694613.0,,10912.0,,0.0
3.0,3,0.0,0.0,676.8068943046592,46.09,0,134,199,52.69291418930516,3,0,3.0,0.0,10.0,231.31,0.0,1575,3.0,3.0,98496.0,208.8,0.0,32832.0,676.8068943046592,236.69,1680694614.0,623.0818793215229,0.0,0.0,0.0
3.0,3,0.0,,676.8068943046592,44.89,0,135,200,,3,0,,0.0,10.0,231.31,0.0,2387,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694615.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,43.7,0,136,202,,3,0,,0.0,10.0,231.31,0.0,3194,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694617.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,39.67,0,137,206,,3,0,,0.0,10.0,231.31,0.0,5921,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694621.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,38.64,0,138,207,,3,0,,0.0,10.0,231.31,0.0,6614,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694622.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,37.62,0,139,208,,3,0,,0.0,10.0,231.31,0.0,7307,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694623.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,36.59,0,140,209,,3,0,,0.0,10.0,231.31,0.0,8001,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694624.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,35.57,0,141,210,,3,0,,0.0,10.0,231.31,0.0,8694,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694625.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,34.54,0,142,211,,3,0,,0.0,10.0,231.31,0.0,9388,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694626.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,33.52,0,143,212,,3,0,,0.0,10.0,231.31,0.0,10081,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694627.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,32.5,0,144,213,,3,0,,0.0,10.0,231.31,0.0,10774,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694628.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,31.47,0,145,214,,3,0,,0.0,10.0,231.31,0.0,11469,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694629.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,30.44,0,146,215,,3,0,,0.0,10.0,231.31,0.0,12167,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694630.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,29.41,0,147,216,,3,0,,0.0,10.0,231.31,0.0,12860,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694631.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,28.39,0,148,217,,3,0,,0.0,10.0,231.31,0.0,13553,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694632.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,27.37,0,149,218,,3,0,,0.0,10.0,231.31,0.0,14245,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694633.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,26.34,0,150,219,,3,0,,0.0,10.0,231.31,0.0,14940,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694634.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,25.32,0,151,220,,3,0,,0.0,10.0,231.31,0.0,15632,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694635.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,24.3,0,152,221,,3,0,,0.0,10.0,231.31,0.0,16324,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694636.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,23.28,0,153,222,,3,0,,0.0,10.0,231.31,0.0,17014,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694637.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,22.25,0,154,223,,3,0,,0.0,10.0,231.31,0.0,17707,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694638.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,21.23,0,155,224,,3,0,,0.0,10.0,231.31,0.0,18398,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694639.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,20.21,0,156,225,,3,0,,0.0,10.0,231.31,0.0,19089,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694640.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,19.19,0,157,226,,3,0,,0.0,9.6,231.31,0.0,19779,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694641.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,18.16,0,158,227,,3,0,,0.0,9.08,231.31,0.0,20479,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694642.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,17.13,0,159,228,,3,0,,0.0,8.56,231.31,0.0,21176,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694643.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,16.11,0,160,229,,3,0,,0.0,8.05,231.31,0.0,21867,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694644.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,15.09,0,161,230,,3,0,,0.0,7.54,231.31,0.0,22558,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694645.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,14.06,0,162,231,,3,0,,0.0,7.03,231.31,0.0,23252,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694646.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,13.04,0,163,232,,3,0,,0.0,6.52,231.31,0.0,23946,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694647.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,12.01,0,164,233,,3,0,,0.0,6.01,231.31,0.0,24637,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694648.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,10.98,0,165,234,,3,0,,0.0,5.49,231.31,0.0,25333,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694649.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,9.96,0,166,235,,3,0,,0.0,4.98,231.31,0.0,26028,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694650.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,8.93,0,167,236,,3,0,,0.0,4.47,231.31,0.0,26722,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694651.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,7.91,0,168,237,,3,0,,0.0,3.96,231.31,0.0,27413,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694652.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,6.89,0,169,238,,3,0,,0.0,3.44,231.31,0.0,28106,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694653.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,5.86,0,170,239,,3,0,,0.0,2.93,231.31,0.0,28800,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694654.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,4.84,0,171,240,,3,0,,0.0,2.42,231.31,0.0,29494,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694655.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,3.81,0,172,241,,3,0,,0.0,1.91,231.31,0.0,30187,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694656.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,2.79,0,173,242,,3,0,,0.0,1.4,231.31,0.0,30880,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694657.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,1.77,0,174,243,,3,0,,0.0,0.88,231.31,0.0,31572,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694658.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.75,0,175,244,,3,0,,0.0,0.5,231.31,0.0,32263,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694659.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,176,245,,3,0,,0.0,0.5,231.31,0.0,32959,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694660.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,177,247,,3,0,,0.0,0.5,231.31,0.0,33656,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694662.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,178,248,,3,0,,0.0,0.5,231.31,0.0,34350,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694663.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,179,249,,3,0,,0.0,0.5,231.31,0.0,35046,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694664.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,180,250,,3,0,,0.0,0.5,231.31,0.0,35737,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694665.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,181,251,,3,0,,0.0,0.5,231.31,0.0,36427,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694666.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,182,252,,3,0,,0.0,0.5,231.31,0.0,37118,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694667.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,183,253,,3,0,,0.0,0.5,231.31,0.0,37809,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694668.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,184,254,,3,0,,0.0,0.5,231.31,0.0,38501,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694669.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,185,255,,3,0,,0.0,0.5,231.31,0.0,39191,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694670.0,,0.0,,0.0
3.0,3,0.0,,676.8068943046592,0.0,0,186,256,,3,0,,0.0,0.5,231.31,0.0,39882,3.0,3.0,,208.8,0.0,,676.8068943046592,236.69,1680694671.0,,0.0,,0.0
3.0,3,0.0,,445.49313309616764,13.64,0,187,257,,2,0,,0.0,5.46,231.31,0.0,26690,3.0,3.0,,208.8,0.0,,445.49313309616764,236.69,1680694672.0,,0.0,,0.0
