process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,02_timing/backward_time_s,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,02_timing/forward_time_s,memory/used_memory_sys_percent,process/memory/virtual_memory_size_proc_MB,cpu/load/avg_sys_load_five_min_percent,01_general/lr,01_general/step,cpu/interrupts/interrupts_count,01_general/minibatch_loss,memory/total_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,memory/available_memory_sys_MB,disk/time/disk_write_time_sys_s,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,cpu/load/avg_sys_load_fifteen_min_percent,_timestamp,02_timing/step_time_s,cpu/logical_core_count,cpu/load/avg_sys_load_one_min_percent,process/memory/dirty_pages_proc_count,process/memory/text_resident_set_proc_MB,02_timing/loss_calc_time_s,disk/time/disk_busy_time_sys_s,process/memory/shared_memory_proc_MB,02_timing/dataload_time_s,02_timing/opt_step_time_s,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,_step,03_hivemind/num_peers,03_hivemind/global_epoch,process/memory/data_resident_set_proc_MB,bandwidth/disk_read_sys_bandwidth_MBs,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,memory/used_memory_sys_MB,cpu/interrupts/soft_interrupts_count
,,,,0.029482366999900478,,,0.03673355399996581,,,,0.0001,8.0,,7.1317138671875,,,,,,288.0,,1680687580.0,0.0837166219998835,,,,,0.0002627769999890006,,,0.0033945850000236533,0.011136817000078736,,0.0,0.002706521999925826,62,0.0,0.0,,,,,54,,
,,,,0.031267832000139606,,,0.03636603100017055,,,,0.0001,9.0,,7.0850830078125,,,,,,320.0,,1680687580.0,0.08375796600034846,,,,,0.00026386700005787134,,,0.0034296379999432247,0.00973141300005409,,0.0,0.0026991849999831175,63,0.0,0.0,,,,,54,,
,,,,0.02954134299989164,,,0.036693809999860605,,,,0.0001,10.0,,6.913818359375,,,,,,352.0,,1680687580.0,0.08385231499983092,,,,,0.0002652309999575664,,,0.0034068580000621296,0.011303795000003447,,0.0,0.002641278000055536,64,0.0,0.0,,,,,54,,
6183.251968,650.0,0.13965380940596697,5449.125888,,0.0,268.0,,4.4,25513.65632,3.1333333333333333,,,674934.0,,,0.03269631342719423,201874.3296,0.125,46097.0,,2.033333333333333,1680687580.0,,,4.300000000000001,0.0,2.719744,,0.35600000000000875,1903.566848,,,0.0,,,65,,,0.0,0.0,542.0,206.768620367746,54,6345.506816,27753.0
,,,,0.031195214000035776,,,0.03811988100005692,,,,0.0001,11.0,,7.227294921875,,,,,,384.0,,1680687580.0,0.08407061299999441,,,,,0.0002668219999577559,,,0.003342752999969889,0.008146960999965813,,0.0,0.0029989820000082545,66,0.0,0.0,,,,,54,,
,,,,0.029374779000136186,,,0.03676236499995866,,,,0.0001,12.0,,6.9287109375,,,,,,416.0,,1680687580.0,0.08352122800010875,,,,,0.0002605669999411475,,,0.003284441000005245,0.011134491000120761,,0.0,0.0027045849999467464,67,0.0,0.0,,,,,54,,
,,,,0.031466324999883,,,0.03685701800009156,,,,0.0001,13.0,,7.0142822265625,,,,,,448.0,,1680687580.0,0.08426917700012382,,,,,0.00026419499999974505,,,0.003443537000066499,0.009548999000116964,,0.0,0.002689102999966053,68,0.0,0.0,,,,,54,,
,,,,0.029669160999901578,,,0.03719002200000432,,,,0.0001,14.0,,7.1253662109375,,,,,,480.0,,1680687581.0,0.08405898599994543,,,,,0.00027381699987927277,,,0.003373061000047528,0.010826104000216219,,0.0,0.0027268209998965176,69,0.0,0.0,,,,,55,,
,,,,0.029398130999879868,,,0.03626120100011576,,,,0.0001,15.0,,7.1368408203125,,,,,,512.0,,1680687581.0,0.08484650200011856,,,,,0.0002745169999798236,,,0.004347581000047285,0.01196101000005001,,0.0,0.002604062000045815,70,0.0,0.0,,,,,55,,
,,,,0.02906265199999325,,,0.035728238000046986,,,,0.0001,16.0,,7.0579833984375,,,,,,544.0,,1680687581.0,0.08320492000007107,,,,,0.0002512089999981981,,,0.0027589850001277227,0.01275945799989131,,0.0,0.002644378000013603,71,0.0,0.0,,,,,55,,
6183.54688,720.0,0.25246108444791704,5453.627392,0.03344466500016097,0.0,275.0,0.035741239999879326,4.4,25513.918464,3.1333333333333333,,,680323.0,,,0.02860730742897676,201862.320128,0.12800000000004275,49709.0,,2.033333333333333,1680687581.0,,,4.300000000000001,0.0,2.719744,0.000261775000126363,0.38800000000000523,1908.027392,,0.008726900000056048,0.0,,0.0026112560001365637,72,,,0.0,0.0,599.0,193.48473358039053,55,6338.183168,34803.0
,,,,,,,,,,,0.0001,17.0,,7.0618896484375,,,,,,576.0,,1680687581.0,0.0836069940003199,,,,,,,,0.002821157999960633,,,0.0,,73,1.0,0.0,,,,,55,,
,,,,0.03224635700007639,,,0.036352081999893926,,,,0.0001,18.0,,6.9405517578125,,,,,,608.0,,1680687581.0,0.08389838999983112,,,,,0.000270431999979337,,,0.002764598000112528,0.009524974999976621,,0.0,0.002739945999792326,74,1.0,0.0,,,,,55,,
,,,,0.02935649000005469,,,0.03578754799991657,,,,0.0001,19.0,,6.982666015625,,,,,,640.0,,1680687581.0,0.08382075100030306,,,,,0.00025417699998797616,,,0.002852189000122962,0.012899814000093102,,0.0,0.0026705330001277616,75,1.0,0.0,,,,,55,,
,,,,0.029346913000154018,,,0.035604744000011124,,,,0.0001,20.0,,7.150634765625,,,,,,672.0,,1680687581.0,0.08337728800006516,,,,,0.0002565380000305595,,,0.002645164999876215,0.012883645000101751,,0.0,0.0026402829998914967,76,1.0,0.0,,,,,55,,
,,,,0.0292889820000255,,,0.03560546699986844,,,,0.0001,21.0,,7.3143310546875,,,,,,704.0,,1680687582.0,0.08374589100003504,,,,,0.0002527550000195333,,,0.0027330450000135897,0.013206146000129593,,0.0,0.0026594959999783896,77,1.0,0.0,,,,,56,,
,,,,0.030170471999781512,,,0.03610501599996496,,,,0.0001,22.0,,7.05029296875,,,,,,736.0,,1680687582.0,0.08364437499949418,,,,,0.0002752959999270388,,,0.0027315689999340975,0.011696228999880987,,0.0,0.0026657930000055785,78,1.0,0.0,,,,,56,,
,,,,0.0300868349997927,,,0.0359913699999197,,,,0.0001,23.0,,7.1375732421875,,,,,,768.0,,1680687582.0,0.08323847799988471,,,,,0.00031049799986249127,,,0.0026742090001334873,0.011490860000094472,,0.0,0.00268470600008186,79,1.0,0.0,,,,,56,,
6183.559168,795.0,0.2687695942163507,5453.893632,0.0306573870000193,0.0,286.0,0.03581191700004638,4.4,25513.918464,3.2,,,686015.0,,,0.11033648721128934,201872.592896,0.13199999999994816,53821.0,,2.0666666666666664,1680687582.0,,,4.466666666666667,0.0,2.719744,0.0003246830001444323,0.4240000000000066,1908.027392,,0.01124292700001206,0.0,,0.0026582259999941016,80,,,0.0,0.0,599.0,201.49476255739938,56,6347.22304,42008.0
,,,,,,,,,,,0.0001,24.0,,6.916015625,,,,,,800.0,,1680687582.0,0.08326642700012599,,,,,,,,0.0025712869999097165,,,0.0,,81,1.0,0.0,,,,,56,,
,,,,0.029317539999965447,,,0.03605138100010663,,,,0.0001,25.0,,7.08837890625,,,,,,832.0,,1680687582.0,0.08359739499996977,,,,,0.0002615719999994326,,,0.002667556999995213,0.01264609300005759,,0.0,0.002653251999845452,82,1.0,0.0,,,,,56,,
,,,,0.029254210999852148,,,0.03550094000001991,,,,0.0001,26.0,,7.0352783203125,,,,,,864.0,,1680687582.0,0.083431987999802,,,,,0.0002540870000302675,,,0.002777375000050597,0.012987400999918464,,0.0,0.0026579739999306184,83,1.0,0.0,,,,,56,,
,,,,0.029475871000158804,,,0.035835024000107296,,,,0.0001,27.0,,7.1103515625,,,,,,896.0,,1680687582.0,0.0831472660001964,,,,,0.00027776100000664883,,,0.002499412999895867,0.012376047000088874,,0.0,0.0026831499999389052,84,1.0,0.0,,,,,56,,
,,,,0.029336843999999473,,,0.035766378000062105,,,,0.0001,28.0,,7.006591796875,,,,,,928.0,,1680687583.0,0.08357414300030541,,,,,0.00027930700002798403,,,0.0027294490000713267,0.012770166000109384,,0.0,0.002691999000035139,85,1.0,0.0,,,,,57,,
,,,,0.0294875659999434,,,0.035722684999882404,,,,0.0001,29.0,,7.0682373046875,,,,,,960.0,,1680687583.0,0.08360163999964243,,,,,0.00026336499990975426,,,0.0026073550000091927,0.012830859999894528,,0.0,0.0026898090000031516,86,1.0,0.0,,,,,57,,
,,,,0.029530495000017254,,,0.03564775099994222,,,,0.0001,30.0,,7.021240234375,,,,,,992.0,,1680687583.0,0.083406567999873,,,,,0.00025847300003079,,,0.00267233399995348,0.012671717999864995,,0.0,0.002625797000064267,87,1.0,0.0,,,,,57,,
6183.575552,902.0,0.3777974296868437,5453.889536,0.029493475999970542,0.0,294.0,0.03715975999989496,4.4,25513.918464,3.2,,,691868.0,,,0.03268679548543337,201864.441856,0.1349999999999909,58117.0,,2.0666666666666664,1680687583.0,,,4.466666666666667,0.0,2.719744,0.0002743449999798031,0.45600000000000307,1908.023296,,,0.0,,0.002708861999963119,88,,,0.0,0.0,602.0,221.2039542397561,57,6355.361792,49288.0
,,,,,,,,,,,0.0001,31.0,,7.05908203125,,,,,,1024.0,,1680687583.0,0.08367780099979427,,,,,,,,0.0027706490000127815,0.011270708999973067,,0.0,,89,1.0,0.0,,,,,57,,
,,,,0.029282797000178107,,,0.035941965999882086,,,,0.0001,32.0,,6.93017578125,,,,,,1056.0,,1680687583.0,0.08388592699998298,,,,,0.0002526550001675787,,,0.0025746349999735685,0.013118085999849427,,0.0,0.0027157879999322176,90,1.0,0.0,,,,,57,,
,,,,0.029389844999968773,,,0.03570174300011786,,,,0.0001,33.0,,7.243408203125,,,,,,1088.0,,1680687583.0,0.08361280100007207,,,,,0.00026192699988314416,,,0.002562513000157196,0.013084218999892983,,0.0,0.002612554000052114,91,1.0,0.0,,,,,57,,
,,,,0.02940683900010299,,,0.03559056799986138,,,,0.0001,34.0,,7.0548095703125,,,,,,1120.0,,1680687583.0,0.08367587300017476,,,,,0.00026182100009464193,,,0.002672591999953511,0.013079932999971788,,0.0,0.002664120000190451,92,1.0,0.0,,,,,57,,
,,,,0.029258865999963746,,,0.03569126200000028,,,,0.0001,35.0,,7.1502685546875,,,,,,1152.0,,1680687584.0,0.08369414499975392,,,,,0.00026352899999437795,,,0.0026410509999550413,0.013188833999947747,,0.0,0.002650602999892726,93,1.0,0.0,,,,,58,,
,,,,0.029405500000166285,,,0.03571219100012968,,,,0.0001,36.0,,7.08447265625,,,,,,1184.0,,1680687584.0,0.08366286500063325,,,,,0.0002613890001157415,,,0.0026533410000411095,0.01300806500012186,,0.0,0.0026223790000585723,94,1.0,0.0,,,,,58,,
,,,,0.029821790999903897,,,0.035736633999931655,,,,0.0001,37.0,,7.104736328125,,,,,,1216.0,,1680687584.0,0.08363139499988392,,,,,0.00030519000006279384,,,0.0028332960000625462,0.012178404999986014,,0.0,0.002756078999937017,95,1.0,0.0,,,,,58,,
6183.58784,988.0,0.25742983755144766,5453.893632,,0.0,311.0,0.03616892799982452,4.4,25513.918464,3.2,,,697893.0,,,0.11034417768318294,201845.039104,0.1409999999999627,62276.0,,2.0666666666666664,1680687584.0,,,4.466666666666667,0.0,2.719744,0.0002856910000446078,0.49200000000000443,1908.027392,,,0.0,,0.002740549000009196,96,,,0.0,0.0,604.0,212.71698627914708,58,6374.793216,57069.0
,,,,0.030389523000167173,,,,,,,0.0001,38.0,,7.175048828125,,,,,,1248.0,,1680687584.0,0.08357995699998355,,,,,,,,0.002868925000029776,0.01112634099990828,,0.0,,97,1.0,0.0,,,,,58,,
,,,,0.029398954000043886,,,0.03589686400005121,,,,0.0001,39.0,,7.3017578125,,,,,,1280.0,,1680687584.0,0.08386861300004966,,,,,0.0002636760000314098,,,0.0026295709999430983,0.013055162000000564,,0.0,0.002624385999979495,98,1.0,0.0,,,,,58,,
,,,,0.029548834000024726,,,0.03589804299986099,,,,0.0001,40.0,,7.0833740234375,,,,,,1312.0,,1680687584.0,0.08374445300000843,,,,,0.00026025800002571486,,,0.002557142000114254,0.012785654000026625,,0.0,0.002694521999956123,99,1.0,0.0,,,,,58,,
,,,,0.030178765999835377,,,0.03590632000009464,,,,0.0001,41.0,,6.89453125,,,,,,1344.0,,1680687584.0,0.08377085400002215,,,,,0.00026303699996788055,,,0.002752808000195728,0.01198829800000567,,0.0,0.0026816249999228603,100,1.0,0.0,,,,,58,,
,,,,0.02958922400011943,,,0.03585059800002455,,,,0.0001,42.0,,7.1455078125,,,,,,1376.0,,1680687585.0,0.08356097700016107,,,,,0.0002655539999523171,,,0.002885262000063449,0.012319328000103269,,0.0,0.0026510109998980624,101,1.0,0.0,,,,,59,,
,,,,0.029791101999990133,,,0.03578004699988924,,,,0.0001,43.0,,7.2476806640625,,,,,,1408.0,,1680687585.0,0.08388401399952272,,,,,0.00025900299988279585,,,0.0028338849999727245,0.012543684999855031,,0.0,0.0026762919999328005,102,1.0,0.0,,,,,59,,
,,,,0.029103128000087963,,,0.035794242000065424,,,,0.0001,44.0,,7.165771484375,,,,,,1440.0,,1680687585.0,0.08374564699988696,,,,,0.00026270199987266096,,,0.002839567000137322,0.013097063999794045,,0.0,0.0026489439999295428,103,1.0,0.0,,,,,59,,
6183.866368,1065.0,0.427406815546055,5453.893632,,0.0,319.0,,4.4,25514.180608,3.2,,,704126.0,,,0.03269142156691514,201846.300672,0.1449999999999818,66656.0,,2.0666666666666664,1680687585.0,,,4.466666666666667,0.0,2.719744,,0.5280000000000058,1908.0192,,,0.0,,0.0027359960001831496,104,,,0.0,0.0,608.0,219.88369069146663,59,6373.482496,65103.0
,,,,0.029603415999872595,,,0.036620103000132076,,,,0.0001,45.0,,7.08349609375,,,,,,1472.0,,1680687585.0,0.08419113700006164,,,,,0.0002592009998352296,,,0.002944928000033542,0.012027493000005052,,0.0,,105,1.0,0.0,,,,,59,,
,,,,0.02960604100007913,,,0.03570685600016077,,,,0.0001,46.0,,7.3140869140625,,,,,,1504.0,,1680687585.0,0.08411329900036435,,,,,0.00026260100003128173,,,0.002825114000188478,0.013011994999942544,,0.0,0.002700691999962146,106,1.0,0.0,,,,,59,,
,,,,0.029351565000069968,,,0.03579595599990171,,,,0.0001,47.0,,7.03076171875,,,,,,1536.0,,1680687585.0,0.08380616199997348,,,,,0.00026674900004763913,,,0.0028855519999524404,0.012863930000094115,,0.0,0.0026424099999076134,107,1.0,0.0,,,,,59,,
,,,,0.029387306999979046,,,0.036781049999945026,,,,0.0001,48.0,,7.3709716796875,,,,,,1568.0,,1680687586.0,0.08391117199994369,,,,,0.00026650900008462486,,,0.0025535459999446175,0.012255223000011028,,0.0,0.0026675369999793475,108,1.0,0.0,,,,,60,,
,,,,0.029513867999867216,,,0.03588913700014018,,,,0.0001,49.0,,6.946044921875,,,,,,1600.0,,1680687586.0,0.08339303299976564,,,,,0.0003200009998636233,,,0.002587494999943374,0.012375313999882565,,0.0,0.0027072180000686785,109,1.0,0.0,,,,,60,,
,,,,0.029240424999898096,,,0.035657758000070316,,,,0.0001,50.0,,7.2601318359375,,,,,,1632.0,,1680687586.0,0.08519158600006449,,,,,0.0002688060001219128,,,0.0026963299999351875,0.014666346000012709,,0.0,0.0026619210000262683,110,1.0,0.0,,,,,60,,
,,,,0.029201886000009836,,,0.03574167800002215,,,,0.0001,51.0,,7.05712890625,,,,,,1664.0,,1680687586.0,0.08279587200013339,,,,,0.0002627429998938169,,,0.002622055000074397,0.012311296999996557,,0.0,0.0026562130001366313,111,1.0,0.0,,,,,60,,
6183.882752,1143.0,0.2799654893495899,5454.045184,,0.0,329.0,,4.4,25514.180608,3.2,,,710077.0,,,0.08987492225170185,201840.812032,0.1490000000000009,70927.0,,2.0666666666666664,1680687586.0,,,4.466666666666667,0.0,2.719744,,0.5600000000000023,1908.023296,,,0.0,,0.002728363999949579,112,,,0.0,0.0,610.0,206.0680287386974,60,6378.55744,72618.0
,,,,0.029300284000100874,,,0.036290732999987085,,,,0.0001,52.0,,7.1304931640625,,,,,,1696.0,,1680687586.0,0.0835442160000639,,,,,0.0002578179999090935,,,0.0026123689999622,0.012354648000155066,,0.0,,113,1.0,0.0,,,,,60,,
,,,,0.029307082999821432,,,0.03573103500002617,,,,0.0001,53.0,,7.1837158203125,,,,,,1728.0,,1680687586.0,0.0833492139995542,,,,,0.00026236700000481505,,,0.002884455999947022,0.012529898999900979,,0.0,0.0026343739998537785,114,1.0,0.0,,,,,60,,
,,,,0.02948983600003885,,,0.03595532800000001,,,,0.0001,54.0,,7.197265625,,,,,,1760.0,,1680687586.0,0.08347885600028349,,,,,0.00026219300002594537,,,0.002815759999975853,0.012326918000098885,,0.0,0.002628821000143944,115,1.0,0.0,,,,,60,,
,,,,0.0295952930000567,,,0.03617140400001517,,,,0.0001,55.0,,7.2352294921875,,,,,,1792.0,,1680687587.0,0.08302468000010776,,,,,0.00025263100019401463,,,0.0028007839998736017,0.011560596999970585,,0.0,0.0026439709999976913,116,1.0,0.0,,,,,61,,
,,,,0.030329529000027833,,,0.03625057700014622,,,,0.0001,56.0,,7.3092041015625,,,,,,1824.0,,1680687587.0,0.08306224600050882,,,,,0.0002957149999929243,,,0.0028930840001066827,0.010564027000100396,,0.0,0.0027293140001347638,117,1.0,0.0,,,,,61,,
,,,,0.029656235000175002,,,0.036241540999981225,,,,0.0001,57.0,,7.2462158203125,,,,,,1856.0,,1680687587.0,0.08307698500038896,,,,,0.0002955969998765795,,,0.0026684020001539466,0.011515479000081541,,0.0,0.0026997310001206642,118,1.0,0.0,,,,,61,,
6183.899136,1240.0,0.28458287425601325,5454.041088,0.02926960699983283,0.0,340.0,0.03570173399998566,4.4,25514.180608,3.266666666666666,,,716230.0,,,0.10216409453361029,201827.422208,0.15300000000002,75379.0,,2.1,1680687587.0,,,4.666666666666666,0.0,2.719744,0.0002572560001681268,0.5919999999999987,1908.0192,,0.012342020000005505,0.0,,0.002618291999851863,119,,,0.0,0.0,611.0,219.57228516297957,61,6373.535744,80405.0
,,,,,,,,,,,0.0001,58.0,,6.9566650390625,,,,,,1888.0,,1680687587.0,0.08286254699987694,,,,,,,,0.002673638000032952,,,0.0,,120,1.0,0.0,,,,,61,,
,,,,0.02964600900008918,,,0.03579974600006608,,,,0.0001,59.0,,7.05859375,,,,,,1920.0,,1680687587.0,0.08367619699970419,,,,,0.0002641279997988022,,,0.0025058429998807696,0.012801319999880434,,0.0,0.002659150999988924,121,1.0,0.0,,,,,61,,
,,,,0.029230762999986837,,,0.03564885600007983,,,,0.0001,60.0,,7.3507080078125,,,,,,1952.0,,1680687587.0,0.08305719799977851,,,,,0.00025629899982959614,,,0.00267765699982192,0.012614812000038,,0.0,0.002628811000022324,122,1.0,0.0,,,,,61,,
,,,,0.029310585000075662,,,0.03597366899998633,,,,0.0001,61.0,,7.0462646484375,,,,,,1984.0,,1680687587.0,0.08342111100000693,,,,,0.0002687350001906452,,,0.0030811469998752727,0.012125255999990259,,0.0,0.0026617189998887625,123,1.0,0.0,,,,,61,,
,,,,0.029398769999943397,,,0.03586569200001577,,,,0.0001,62.0,,7.0133056640625,,,,,,2016.0,,1680687588.0,0.08357889999956569,,,,,0.0002808669999012636,,,0.0025912049998169095,0.012677131999907942,,0.0,0.00276523399998041,124,1.0,0.0,,,,,62,,
,,,,0.029674212000145417,,,0.035608331000048565,,,,0.0001,63.0,,6.9542236328125,,,,,,2048.0,,1680687588.0,0.0832710360002693,,,,,0.00025943499986169627,,,0.0025656489999619225,0.012516412000195487,,0.0,0.002646997000056217,125,1.0,0.0,,,,,62,,
,,,,0.029976798000006966,,,0.03575322699998651,,,,0.0001,64.0,,7.1304931640625,,,,,,2080.0,,1680687588.0,0.08276185099975919,,,,,0.00026674899982026545,,,0.002646581999897535,0.011481506999871272,,0.0,0.0026369880001766433,126,1.0,0.0,,,,,62,,
6183.91552,1324.0,0.3406420173729647,5454.114816,0.030602421999901708,0.0,348.0,0.03557084300018687,4.4,25514.180608,3.266666666666666,,,721800.0,,,0.032693715655921086,201843.912704,0.15599999999994907,80607.0,,2.1,1680687588.0,,,4.666666666666666,0.0,2.719744,0.000271706999910748,0.6280000000000001,1908.027392,,0.011376509999990958,0.0,,0.0026499620000777213,127,,,0.0,0.0,613.0,226.39172877437085,62,6376.697856,87062.0
,,,,,,,,,,,0.0001,65.0,,6.9024658203125,,,,,,2112.0,,1680687588.0,0.08304497400013133,,,,,,,,0.0025735300000633288,,,0.0,,128,1.0,0.0,,,,,62,,
,,,,0.029991742999982307,,,0.03561809000007088,,,,0.0001,66.0,,6.999267578125,,,,,,2144.0,,1680687588.0,0.08316826999998739,,,,,0.00026418100014780066,,,0.0026623799999470066,0.011940608000031716,,0.0,0.0026912679998076783,129,1.0,0.0,,,,,62,,
,,,,0.029446001999986038,,,0.035685538000052475,,,,0.0001,67.0,,7.0611572265625,,,,,,2176.0,,1680687588.0,0.08319772200002262,,,,,0.0002616949998355267,,,0.0025575070001195854,0.012567959000080009,,0.0,0.002679020999948989,130,1.0,0.0,,,,,62,,
,,,,0.029702159999942523,,,0.035709031999886065,,,,0.0001,68.0,,7.146728515625,,,,,,2208.0,,1680687588.0,0.08307127499983835,,,,,0.0002794890001496242,,,0.0025942859999759094,0.012100882999902751,,0.0,0.0026854249999814783,131,1.0,0.0,,,,,62,,
,,,,0.029938161000018226,,,0.035607704000085505,,,,0.0001,69.0,,7.070556640625,,,,,,2240.0,,1680687589.0,0.08385239000017464,,,,,0.00024962699990283,,,0.0026538609999988694,0.012745851000090624,,0.0,0.002657186000078582,132,1.0,0.0,,,,,63,,
,,,,0.02976619999981267,,,0.03599725899994155,,,,0.0001,70.0,,7.1173095703125,,,,,,2272.0,,1680687589.0,0.08342181399984838,,,,,0.0002997510000568582,,,0.002681038999980956,0.012015102000077604,,0.0,0.002662462999978743,133,1.0,0.0,,,,,63,,
,,,,0.02975004999984776,,,0.035490965000008146,,,,0.0001,71.0,,7.1827392578125,,,,,,2304.0,,1680687589.0,0.08178318699970077,,,,,0.00030724399994142004,,,0.0010911470001246926,0.012487991999933001,,0.0,0.002655788999845754,134,1.0,0.0,,,,,63,,
6183.931904,1427.0,0.7194445614280793,5454.1312,0.029424176000020452,0.0,360.0,0.03720072200007962,4.4,25533.456384,3.266666666666666,,,728525.0,,,0.10217568776162833,201800.605696,0.16099999999994452,88690.0,,2.1,1680687589.0,,,4.666666666666666,0.0,2.719744,0.0002713159999530035,0.6680000000000064,1908.03968,,0.010949704000040583,0.0,,0.0025809700000536395,135,,,0.0,0.0,615.0,261.8848928330539,63,6419.21024,95337.0
,,,,,,,,,,,0.0001,72.0,,7.089111328125,,,,,,2336.0,,1680687589.0,0.08326309300014145,,,,,,,,0.002836204999994152,,,0.0,,136,1.0,0.0,,,,,63,,
,,,,0.03007000900015555,,,0.03562788199997158,,,,0.0001,73.0,,7.16748046875,,,,,,2368.0,,1680687589.0,0.08298317900039365,,,,,0.00027673700014929636,,,0.002436809000073481,0.011828049000087049,,0.0,0.002743692999956693,137,1.0,0.0,,,,,63,,
,,,,0.029441831000212915,,,0.03564640300010069,,,,0.0001,74.0,,6.8538818359375,,,,,,2400.0,,1680687589.0,0.08329919300035726,,,,,0.0002670290000423847,,,0.002840596999931222,0.012374776999877213,,0.0,0.002728556000192839,138,1.0,0.0,,,,,63,,
,,,,0.02971473899992816,,,0.03588832600007663,,,,0.0001,75.0,,6.9984130859375,,,,,,2432.0,,1680687589.0,0.08321012000010342,,,,,0.0002781000000595668,,,0.002562071999818727,0.012113792000036483,,0.0,0.0026530910001838492,139,1.0,0.0,,,,,63,,
,,,,0.02959134599996105,,,0.036069475999966016,,,,0.0001,76.0,,7.2008056640625,,,,,,2464.0,,1680687590.0,0.0840762469999845,,,,,0.00026778599999488506,,,0.002607786999988093,0.01281866399995124,,0.0,0.0027211880001232203,140,1.0,0.0,,,,,64,,
,,,,0.029410628000050565,,,0.03602678299989748,,,,0.0001,77.0,,6.9183349609375,,,,,,2496.0,,1680687590.0,0.08307910099983928,,,,,0.0002753549999852112,,,0.0026263709999057028,0.012124326000048313,,0.0,0.002615637999952014,141,1.0,0.0,,,,,64,,
,,,,0.029298330999836253,,,0.036159642000029635,,,,0.0001,78.0,,7.111083984375,,,,,,2528.0,,1680687590.0,0.08299200099986592,,,,,0.0002679960000477877,,,0.0026891190000242204,0.011881568000035259,,0.0,0.002695344999892768,142,1.0,0.0,,,,,64,,
6183.944192,1506.0,0.4764905639922261,5454.340096,0.029271263000055114,0.0,368.0,0.036425211000050695,4.4,25514.180608,3.266666666666666,,,733329.0,,,0.032686406798722915,201798.914048,0.16399999999998727,95511.0,,2.1,1680687590.0,,,4.666666666666666,0.0,2.719744,0.00025793800000428746,0.7040000000000077,1908.023296,,,0.0,,0.002629670000033002,143,,,0.0,0.0,616.0,222.0170236646575,64,6420.815872,101005.0
,,,,,,,,,,,0.0001,79.0,,7.098876953125,,,,,,2560.0,,1680687590.0,0.08373570799994923,,,,,,,,0.002854438999975173,0.012297186999830956,,0.0,,144,1.0,0.0,,,,,64,,
,,,,0.02978928399988945,,,0.035983643999998094,,,,0.0001,80.0,,7.325927734375,,,,,,2592.0,,1680687590.0,0.08298770400028843,,,,,0.00026700800003709446,,,0.0025634480000462645,0.011691964000192456,,0.0,0.0026923560001250735,145,1.0,0.0,,,,,64,,
,,,,0.030375610999954006,,,0.035945342000104574,,,,0.0001,81.0,,7.0626220703125,,,,,,2624.0,,1680687590.0,0.08373297900038779,,,,,0.00028809200011892244,,,0.003122951000023022,0.011330685000075391,,0.0,0.0026702980001118704,146,1.0,0.0,,,,,64,,
,,,,0.029950497000072573,,,0.036182636000148705,,,,0.0001,82.0,,7.04833984375,,,,,,2656.0,,1680687590.0,0.08364198200001738,,,,,0.0003108559999418503,,,0.0026975129999300407,0.01175029099999847,,0.0,0.00275018899992574,147,1.0,0.0,,,,,64,,
,,,,0.030309931999909168,,,0.03621269899986146,,,,0.0001,83.0,,7.107421875,,,,,,2688.0,,1680687591.0,0.08405347800021445,,,,,0.0003261630001816229,,,0.002965146999940771,0.011511949000123423,,0.0,0.0027275880001980113,148,1.0,0.0,,,,,65,,
,,,,0.029778426000120817,,,0.03618153899992649,,,,0.0001,84.0,,7.0313720703125,,,,,,2720.0,,1680687591.0,0.08399123300023348,,,,,0.000281967000091754,,,0.0030924029999823688,0.011964488000103302,,0.0,0.002692410000008749,149,1.0,0.0,,,,,65,,
,,,,0.029484367999884853,,,0.03589918500006206,,,,0.0001,85.0,,7.1099853515625,,,,,,2752.0,,1680687591.0,0.08299692699984007,,,,,0.0002652309999575664,,,0.0025710419999995793,0.012121270999841727,,0.0,0.0026558300000942836,150,1.0,0.0,,,,,65,,
6183.952384,1616.0,0.5006970296001786,5454.344192,,0.0,376.0,0.03568339000003107,4.4,25514.180608,3.266666666666666,,,739538.0,,,0.032679303241517424,201821.872128,0.16700000000003,103404.0,,2.1,1680687591.0,,,4.666666666666666,0.0,2.719744,0.000253431999908571,0.7360000000000042,1908.027392,,,0.0,,0.0027194250001230102,151,,,0.0,0.0,618.0,219.01848542178234,65,6417.149952,108598.0
,,,,0.04176798199978293,,,,,,,0.0001,86.0,,6.979248046875,,,,,,2784.0,,1680687591.0,0.09079419699992286,,,,,,,,0.0026469389999874693,0.007723029000089809,,0.0,,152,2.0,0.0,,,,,65,,
,,,,0.031097225000166873,,,0.03639296899996225,,,,0.0001,87.0,,7.0660400390625,,,,,,2816.0,,1680687591.0,0.08402900799978852,,,,,0.0002641549999680137,,,0.0027038639998409053,0.010900377999860211,,0.0,0.002670416999990266,153,2.0,0.0,,,,,65,,
