04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,_step,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_accumulated
0.0,,0.0,833.98,3168.0,32480,2,,1681389919.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,47026,1078.711789333455,512,,0.0,,342,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389921.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,49476,1078.711789333455,514,,0.0,,343,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389923.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,52060,1078.711789333455,516,,0.0,,344,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389926.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,54662,1078.711789333455,519,,0.0,,345,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389928.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,57097,1078.711789333455,521,,0.0,,346,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389931.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,59860,1078.711789333455,524,,0.0,,347,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389933.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,62625,1078.711789333455,526,,0.0,,348,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389936.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,65224,1078.711789333455,529,,0.0,,349,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389937.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,67114,1078.711789333455,530,,0.0,,350,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389940.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,70095,1078.711789333455,533,,0.0,,351,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389942.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,72693,1078.711789333455,535,,0.0,,352,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389945.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,75331,1078.711789333455,538,,0.0,,353,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389947.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,78053,1078.711789333455,540,,0.0,,354,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389950.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,80976,1078.711789333455,543,,0.0,,355,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389953.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,83742,1078.711789333455,546,,0.0,,356,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389955.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,86500,1078.711789333455,548,,0.0,,357,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389958.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,88935,1078.711789333455,551,,0.0,,358,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389959.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,90718,1078.711789333455,552,,0.0,,359,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389961.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,93202,1078.711789333455,554,,0.0,,360,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389964.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,95565,1078.711789333455,557,,0.0,,361,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389966.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,97749,1078.711789333455,559,,0.0,,362,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389967.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,99543,1078.711789333455,560,,0.0,,363,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389970.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,101930,1078.711789333455,563,,0.0,,364,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389972.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,104854,1078.711789333455,565,,0.0,,365,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389975.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,107291,1078.711789333455,568,,0.0,,366,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389977.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,109561,1078.711789333455,570,,0.0,,367,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389979.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,112483,1078.711789333455,572,,0.0,,368,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389982.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,115085,1078.711789333455,575,,0.0,,369,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389984.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,117516,1078.711789333455,577,,0.0,,370,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389987.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,120347,1078.711789333455,580,,0.0,,371,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389989.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,122874,1078.711789333455,582,,0.0,,372,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389992.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,125634,1078.711789333455,585,,0.0,,373,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389994.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,128396,1078.711789333455,587,,0.0,,374,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389997.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,131105,1078.711789333455,590,,0.0,,375,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389999.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,133916,1078.711789333455,592,,0.0,,376,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390001.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,136028,1078.711789333455,594,,0.0,,377,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390003.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,138461,1078.711789333455,596,,0.0,,378,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390006.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,141336,1078.711789333455,599,,0.0,,379,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390009.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,143987,1078.711789333455,602,,0.0,,380,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390011.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,146256,1078.711789333455,604,,0.0,,381,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390013.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,148528,1078.711789333455,606,,0.0,,382,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390015.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,151365,1078.711789333455,608,,0.0,,383,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390019.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,155187,1078.711789333455,612,,0.0,,384,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390022.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,158845,1078.711789333455,615,,0.0,,385,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390026.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,162989,1078.711789333455,619,,0.0,,386,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390029.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,165988,1078.711789333455,622,,0.0,,387,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390032.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,169564,1078.711789333455,625,,0.0,,388,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390035.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,173023,1078.711789333455,628,,0.0,,389,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390038.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,175696,1078.711789333455,631,,0.0,,390,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390040.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,177896,1078.711789333455,633,,0.0,,391,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390042.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,180205,1078.711789333455,635,,0.0,,392,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390044.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,182312,1078.711789333455,637,,0.0,,393,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390046.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,184565,1078.711789333455,639,,0.0,,394,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390048.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,186667,1078.711789333455,641,,0.0,,395,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390050.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,188893,1078.711789333455,643,,0.0,,396,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390052.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,191005,1078.711789333455,645,,0.0,,397,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390054.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,192675,1078.711789333455,647,,0.0,,398,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390055.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,194519,1078.711789333455,648,,0.0,,399,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390057.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,195961,1078.711789333455,650,,0.0,,400,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390058.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,197392,1078.711789333455,651,,0.0,,401,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390059.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,198850,1078.711789333455,652,,0.0,,402,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390061.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,200285,1078.711789333455,654,,0.0,,403,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390062.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,201865,1078.711789333455,655,,0.0,,404,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390064.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,203337,1078.711789333455,657,,0.0,,405,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390065.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,204774,1078.711789333455,658,,0.0,,406,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390066.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,206274,1078.711789333455,659,,0.0,,407,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390068.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,208082,1078.711789333455,661,,0.0,,408,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390070.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,209766,1078.711789333455,663,,0.0,,409,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390071.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,211394,1078.711789333455,664,,0.0,,410,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390073.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,213085,1078.711789333455,666,,0.0,,411,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390074.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,214520,1078.711789333455,667,,0.0,,412,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390075.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,215958,1078.711789333455,668,,0.0,,413,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681390077.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,217396,1078.711789333455,670,,0.0,,414,2.0,0.0,3200.0
0.0,,28.45,833.98,3168.0,0,3,,1681390078.0,,,10.0,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,2082,1078.711789333455,671,,0.0,,415,2.0,0.0,3200.0
0.0,163.383952223232,27.11,833.98,0.0,0,3,32480.0,1681390079.0,0.0,0.0,10.0,121.53,123.2,0.0,1078.711789333455,0,3.0,3,3.0,3.0,3524,1078.711789333455,672,198.79553382098675,0.0,95392.0,416,3.0,0.0,0.0
0.0,,25.77,833.98,0.0,0,3,,1681390081.0,,,10.0,121.53,123.2,0.0,1078.711789333455,0,,3,3.0,3.0,4966,1078.711789333455,674,,0.0,,417,3.0,0.0,0.0
0.0,,264.48,833.98,0.0,0,3,,1681390082.0,,,10.0,121.53,123.2,0.0,121.52938038876894,0,,1,3.0,3.0,626,121.52938038876894,675,,0.0,,418,3.0,0.0,0.0
,,260.45,,,0,3,,1681390086.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1115,121.52938038876894,679,,,,419,,0.0,0.0
,,259.44,,,0,3,,1681390087.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1239,121.52938038876894,680,,,,420,,0.0,0.0
,,258.42,,,0,3,,1681390088.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1362,121.52938038876894,681,,,,421,,0.0,0.0
,,257.41,,,0,3,,1681390089.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1485,121.52938038876894,682,,,,422,,0.0,0.0
,,256.39,,,0,3,,1681390090.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1609,121.52938038876894,683,,,,423,,0.0,0.0
,,255.37,,,0,3,,1681390091.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1733,121.52938038876894,684,,,,424,,0.0,0.0
,,254.35,,,0,3,,1681390092.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1856,121.52938038876894,685,,,,425,,0.0,0.0
,,253.34,,,0,3,,1681390093.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,1980,121.52938038876894,686,,,,426,,0.0,0.0
,,252.32,,,0,3,,1681390094.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2104,121.52938038876894,687,,,,427,,0.0,0.0
,,251.3,,,0,3,,1681390095.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2228,121.52938038876894,688,,,,428,,0.0,0.0
,,250.28,,,0,3,,1681390096.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2351,121.52938038876894,689,,,,429,,0.0,0.0
,,249.27,,,0,3,,1681390097.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2475,121.52938038876894,690,,,,430,,0.0,0.0
,,248.25,,,0,3,,1681390098.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2598,121.52938038876894,691,,,,431,,0.0,0.0
,,247.23,,,0,3,,1681390099.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2722,121.52938038876894,692,,,,432,,0.0,0.0
,,246.21,,,0,3,,1681390100.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2846,121.52938038876894,693,,,,433,,0.0,0.0
,,245.2,,,0,3,,1681390101.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,2970,121.52938038876894,694,,,,434,,0.0,0.0
,,244.18,,,0,3,,1681390102.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3093,121.52938038876894,695,,,,435,,0.0,0.0
,,243.16,,,0,3,,1681390103.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3217,121.52938038876894,696,,,,436,,0.0,0.0
,,242.14,,,0,3,,1681390104.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3340,121.52938038876894,697,,,,437,,0.0,0.0
,,241.13,,,0,3,,1681390105.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3464,121.52938038876894,698,,,,438,,0.0,0.0
,,240.11,,,0,3,,1681390106.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3587,121.52938038876894,699,,,,439,,0.0,0.0
,,239.1,,,0,3,,1681390107.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3711,121.52938038876894,700,,,,440,,0.0,0.0
,,238.07,,,0,3,,1681390108.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3835,121.52938038876894,701,,,,441,,0.0,0.0
,,237.06,,,0,3,,1681390109.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,3959,121.52938038876894,702,,,,442,,0.0,0.0
,,236.04,,,0,3,,1681390110.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4082,121.52938038876894,703,,,,443,,0.0,0.0
,,235.02,,,0,3,,1681390111.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4206,121.52938038876894,704,,,,444,,0.0,0.0
,,234.01,,,0,3,,1681390112.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4329,121.52938038876894,705,,,,445,,0.0,0.0
,,232.99,,,0,3,,1681390113.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4453,121.52938038876894,706,,,,446,,0.0,0.0
,,231.97,,,0,3,,1681390114.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4577,121.52938038876894,707,,,,447,,0.0,0.0
,,230.95,,,0,3,,1681390115.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4700,121.52938038876894,708,,,,448,,0.0,0.0
,,229.94,,,0,3,,1681390116.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4824,121.52938038876894,709,,,,449,,0.0,0.0
,,228.92,,,0,3,,1681390117.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,4948,121.52938038876894,710,,,,450,,0.0,0.0
,,227.9,,,0,3,,1681390118.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5071,121.52938038876894,711,,,,451,,0.0,0.0
,,226.88,,,0,3,,1681390119.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5195,121.52938038876894,712,,,,452,,0.0,0.0
,,225.86,,,0,3,,1681390120.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5320,121.52938038876894,713,,,,453,,0.0,0.0
,,224.84,,,0,3,,1681390121.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5443,121.52938038876894,714,,,,454,,0.0,0.0
,,223.82,,,0,3,,1681390123.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5567,121.52938038876894,716,,,,455,,0.0,0.0
,,222.81,,,0,3,,1681390124.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5691,121.52938038876894,717,,,,456,,0.0,0.0
,,221.79,,,0,3,,1681390125.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5814,121.52938038876894,718,,,,457,,0.0,0.0
,,220.77,,,0,3,,1681390126.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,5938,121.52938038876894,719,,,,458,,0.0,0.0
,,219.75,,,0,3,,1681390127.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6062,121.52938038876894,720,,,,459,,0.0,0.0
,,218.73,,,0,3,,1681390128.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6185,121.52938038876894,721,,,,460,,0.0,0.0
,,217.72,,,0,3,,1681390129.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6309,121.52938038876894,722,,,,461,,0.0,0.0
,,216.7,,,0,3,,1681390130.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6433,121.52938038876894,723,,,,462,,0.0,0.0
,,215.68,,,0,3,,1681390131.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6557,121.52938038876894,724,,,,463,,0.0,0.0
,,214.66,,,0,3,,1681390132.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6681,121.52938038876894,725,,,,464,,0.0,0.0
,,213.64,,,0,3,,1681390133.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6804,121.52938038876894,726,,,,465,,0.0,0.0
,,212.63,,,0,3,,1681390134.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,6928,121.52938038876894,727,,,,466,,0.0,0.0
,,211.61,,,0,3,,1681390135.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,7051,121.52938038876894,728,,,,467,,0.0,0.0
,,210.59,,,0,3,,1681390136.0,,,10.0,121.53,,,121.52938038876894,0,,1,3.0,,7175,121.52938038876894,729,,,,468,,0.0,0.0
