04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/global_epoch,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/num_clients,03_hivemind/undershot_TBS,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_s,04_peers/peer_3_epoch_oos,03_hivemind/total_training_samples,_step,04_peers/peer_3_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_accumulated
0.0,,0.0,1395.63,2304.0,32384,1,,1681389722.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,223092,1639.5354644166002,315,,0.0,,217,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389723.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,225028,1639.5354644166002,316,,0.0,,218,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389724.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,226962,1639.5354644166002,317,,0.0,,219,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389726.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,228900,1639.5354644166002,319,,0.0,,220,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389727.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,231015,1639.5354644166002,320,,0.0,,221,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389728.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,232960,1639.5354644166002,321,,0.0,,222,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389729.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,234913,1639.5354644166002,322,,0.0,,223,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389730.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,236844,1639.5354644166002,323,,0.0,,224,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389732.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,238791,1639.5354644166002,325,,0.0,,225,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389733.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,240737,1639.5354644166002,326,,0.0,,226,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389734.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,242677,1639.5354644166002,327,,0.0,,227,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389735.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,244617,1639.5354644166002,328,,0.0,,228,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389736.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,246556,1639.5354644166002,329,,0.0,,229,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389738.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,248510,1639.5354644166002,331,,0.0,,230,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389739.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,250460,1639.5354644166002,332,,0.0,,231,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389740.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,252409,1639.5354644166002,333,,0.0,,232,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389741.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,254358,1639.5354644166002,334,,0.0,,233,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389742.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,256306,1639.5354644166002,335,,0.0,,234,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389744.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,258255,1639.5354644166002,337,,0.0,,235,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389745.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,260196,1639.5354644166002,338,,0.0,,236,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389746.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,262146,1639.5354644166002,339,,0.0,,237,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389747.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,264091,1639.5354644166002,340,,0.0,,238,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389748.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,266034,1639.5354644166002,341,,0.0,,239,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389749.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,267978,1639.5354644166002,342,,0.0,,240,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389751.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,269920,1639.5354644166002,344,,0.0,,241,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389752.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,271863,1639.5354644166002,345,,0.0,,242,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389753.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,273811,1639.5354644166002,346,,0.0,,243,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389754.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,275751,1639.5354644166002,347,,0.0,,244,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389755.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,277706,1639.5354644166002,348,,0.0,,245,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389757.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,279658,1639.5354644166002,350,,0.0,,246,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389758.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,281607,1639.5354644166002,351,,0.0,,247,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389759.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,283549,1639.5354644166002,352,,0.0,,248,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389760.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,285495,1639.5354644166002,353,,0.0,,249,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389761.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,287435,1639.5354644166002,354,,0.0,,250,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389762.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,289377,1639.5354644166002,355,,0.0,,251,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389764.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,291307,1639.5354644166002,357,,0.0,,252,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389765.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,293237,1639.5354644166002,358,,0.0,,253,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389766.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,295182,1639.5354644166002,359,,0.0,,254,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389767.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,297123,1639.5354644166002,360,,0.0,,255,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389768.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,299063,1639.5354644166002,361,,0.0,,256,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389770.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,301006,1639.5354644166002,363,,0.0,,257,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389771.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,302950,1639.5354644166002,364,,0.0,,258,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389772.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,304887,1639.5354644166002,365,,0.0,,259,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389773.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,306821,1639.5354644166002,366,,0.0,,260,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389774.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,308763,1639.5354644166002,367,,0.0,,261,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389776.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,312226,1639.5354644166002,369,,0.0,,262,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389778.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,314700,1639.5354644166002,371,,0.0,,263,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389780.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,317667,1639.5354644166002,373,,0.0,,264,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389781.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,320132,1639.5354644166002,374,,0.0,,265,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389783.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,323591,1639.5354644166002,376,,0.0,,266,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389785.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,326623,1639.5354644166002,378,,0.0,,267,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389788.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,330577,1639.5354644166002,381,,0.0,,268,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389790.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,334277,1639.5354644166002,383,,0.0,,269,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389792.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,338486,1639.5354644166002,385,,0.0,,270,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389794.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,340945,1639.5354644166002,387,,0.0,,271,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389796.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,344647,1639.5354644166002,389,,0.0,,272,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389798.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,346839,1639.5354644166002,391,,0.0,,273,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389799.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,349939,1639.5354644166002,392,,0.0,,274,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389801.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,352127,1639.5354644166002,394,,0.0,,275,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389802.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,354312,1639.5354644166002,395,,0.0,,276,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389806.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,360927,1639.5354644166002,399,,0.0,,277,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389807.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,362871,1639.5354644166002,400,,0.0,,278,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389809.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,364825,1639.5354644166002,402,,0.0,,279,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389810.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,366769,1639.5354644166002,403,,0.0,,280,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389811.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,368719,1639.5354644166002,404,,0.0,,281,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389815.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,374836,1639.5354644166002,408,,0.0,,282,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389817.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,378553,1639.5354644166002,410,,0.0,,283,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389818.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,380861,1639.5354644166002,411,,0.0,,284,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389820.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,383043,1639.5354644166002,413,,0.0,,285,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389821.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,385240,1639.5354644166002,414,,0.0,,286,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389822.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,387510,1639.5354644166002,415,,0.0,,287,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389825.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,391219,1639.5354644166002,418,,0.0,,288,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389827.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,394686,1639.5354644166002,420,,0.0,,289,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389829.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,398395,1639.5354644166002,422,,0.0,,290,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389831.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,400873,1639.5354644166002,424,,0.0,,291,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389834.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,406067,1639.5354644166002,427,,0.0,,292,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389838.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,412678,1639.5354644166002,431,,0.0,,293,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389839.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,414620,1639.5354644166002,432,,0.0,,294,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389840.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,416554,1639.5354644166002,433,,0.0,,295,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389841.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,418500,1639.5354644166002,434,,0.0,,296,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389842.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,420443,1639.5354644166002,435,,0.0,,297,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389845.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,423862,1639.5354644166002,438,,0.0,,298,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389849.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,430474,1639.5354644166002,442,,0.0,,299,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389850.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,432415,1639.5354644166002,443,,0.0,,300,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389851.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,434355,1639.5354644166002,444,,0.0,,301,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389852.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,436303,1639.5354644166002,445,,0.0,,302,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389853.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,438243,1639.5354644166002,446,,0.0,,303,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389855.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,440696,1639.5354644166002,448,,0.0,,304,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389856.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,442885,1639.5354644166002,449,,0.0,,305,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389858.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,445971,1639.5354644166002,451,,0.0,,306,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389862.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,451911,1639.5354644166002,455,,0.0,,307,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389863.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,454090,1639.5354644166002,456,,0.0,,308,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389864.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,456266,1639.5354644166002,457,,0.0,,309,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389868.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,462686,1639.5354644166002,461,,0.0,,310,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389871.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,467127,1639.5354644166002,464,,0.0,,311,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389873.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,470188,1639.5354644166002,466,,0.0,,312,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389875.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,473650,1639.5354644166002,468,,0.0,,313,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389876.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,476124,1639.5354644166002,469,,0.0,,314,1.0,0.0,2176.0
0.0,,0.0,1395.63,2304.0,32384,1,,1681389878.0,,,0.5,120.82,123.08,27904.0,1639.5354644166002,0,,3,1.0,1.0,478416,1639.5354644166002,471,,0.0,,315,1.0,0.0,2176.0
0.0,,22.38,1395.63,2304.0,832,2,,1681389879.0,,,10.0,120.82,123.08,27904.0,1385.8346034674826,0,,3,1.0,1.0,1757,1385.8346034674826,472,,0.0,,316,1.0,0.0,2176.0
0.0,110.72575691729811,19.43,1140.86,32.0,3200,2,32384.0,1681389880.0,0.0,0.0,9.72,120.95,124.02,768.0,1493.0353904779965,0,2.0,3,2.0,2.0,3758,1493.0353904779965,473,292.47034205589443,0.0,62912.0,317,2.0,0.0,32.0
0.0,,14.71,1274.55,160.0,5856,2,,1681389882.0,,,7.35,109.67,108.81,2816.0,1782.8899418180486,0,,3,2.0,2.0,6550,1782.8899418180486,475,,0.0,,318,2.0,0.0,224.0
0.0,,11.52,1552.81,352.0,7872,2,,1681389883.0,,,5.76,114.58,115.5,5120.0,1987.7229279159965,0,,3,2.0,2.0,9863,1987.7229279159965,476,,0.0,,319,2.0,0.0,384.0
0.0,,18.75,1775.42,512.0,9152,2,,1681389885.0,,,9.38,93.45,118.84,6912.0,1232.6569693683366,0,,3,2.0,2.0,9656,1232.6569693683366,478,,0.0,,320,2.0,0.0,448.0
0.0,,15.3,1036.98,576.0,11200,2,,1681389886.0,,,7.65,105.18,90.5,7936.0,1370.9871086322894,0,,3,2.0,2.0,11793,1370.9871086322894,479,,0.0,,321,2.0,0.0,640.0
0.0,,15.25,1171.54,704.0,12576,2,,1681389887.0,,,7.63,106.06,93.39,9728.0,1279.1142448523776,0,,3,2.0,2.0,13258,1279.1142448523776,480,,0.0,,322,2.0,0.0,768.0
0.0,,14.86,1061.43,896.0,13920,2,,1681389889.0,,,7.43,112.17,105.52,10752.0,1218.6620784143583,0,,3,2.0,2.0,14663,1218.6620784143583,482,,0.0,,323,2.0,0.0,928.0
0.0,,13.9,990.26,1056.0,15296,2,,1681389890.0,,,6.95,116.09,112.31,11776.0,1197.8973714716335,0,,3,2.0,2.0,16122,1197.8973714716335,483,,0.0,,324,2.0,0.0,1088.0
0.0,,13.02,962.14,1216.0,16640,2,,1681389891.0,,,6.51,119.0,116.76,12800.0,1169.6236997774142,0,,3,2.0,2.0,17538,1169.6236997774142,484,,0.0,,325,2.0,0.0,1280.0
0.0,,13.08,930.06,1376.0,18240,2,,1681389893.0,,,6.54,120.0,119.56,13824.0,1075.54970405415,0,,3,2.0,2.0,18700,1075.54970405415,486,,0.0,,326,2.0,0.0,1440.0
0.0,,11.11,833.41,1536.0,19840,2,,1681389894.0,,,5.55,120.89,121.25,15104.0,1121.2937688687543,0,,3,2.0,2.0,20311,1121.2937688687543,487,,0.0,,327,2.0,0.0,1600.0
0.0,,10.22,877.55,1696.0,21184,2,,1681389895.0,,,5.11,121.46,122.29,16384.0,1087.625063406318,0,,3,2.0,2.0,21656,1087.625063406318,488,,0.0,,328,2.0,0.0,1760.0
0.0,,8.37,842.85,1856.0,22560,2,,1681389897.0,,,4.19,121.77,123.01,17408.0,1134.0395610761432,0,,3,2.0,2.0,23275,1134.0395610761432,490,,0.0,,329,2.0,0.0,1920.0
0.0,,7.11,888.81,2048.0,23904,2,,1681389898.0,,,3.56,121.77,123.45,18432.0,1131.266237768677,0,,3,2.0,2.0,24724,1131.266237768677,491,,0.0,,330,2.0,0.0,2080.0
0.0,,6.52,885.86,2208.0,25504,2,,1681389899.0,,,3.26,121.91,123.5,19456.0,1052.5732019601714,0,,3,2.0,2.0,25901,1052.5732019601714,492,,0.0,,331,2.0,0.0,2240.0
0.0,,5.18,807.12,2368.0,26848,2,,1681389901.0,,,2.59,121.88,123.58,20736.0,1046.910943110114,0,,3,2.0,2.0,27340,1046.910943110114,494,,0.0,,332,2.0,0.0,2400.0
0.0,,3.46,801.5,2528.0,28448,2,,1681389902.0,,,1.73,121.91,123.5,21760.0,1095.6922539846585,0,,3,2.0,2.0,28978,1095.6922539846585,495,,0.0,,333,2.0,0.0,2560.0
0.0,,1.91,850.47,2688.0,30048,2,,1681389903.0,,,0.95,121.81,123.41,23040.0,1139.2359861960106,0,,3,2.0,2.0,30595,1139.2359861960106,496,,0.0,,334,2.0,0.0,2720.0
0.0,,0.46,894.26,2848.0,31648,2,,1681389905.0,,,0.5,121.56,123.42,24320.0,1185.9252666805257,0,,3,2.0,2.0,32225,1185.9252666805257,498,,0.0,,335,2.0,0.0,2880.0
0.0,,0.0,940.97,3008.0,32480,2,,1681389906.0,,,0.5,121.67,123.29,25600.0,1078.711789333455,0,,3,2.0,2.0,33334,1078.711789333455,499,,0.0,,336,2.0,0.0,3040.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389907.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,34778,1078.711789333455,500,,0.0,,337,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389909.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,36273,1078.711789333455,502,,0.0,,338,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389911.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,39067,1078.711789333455,504,,0.0,,339,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389914.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,41991,1078.711789333455,507,,0.0,,340,2.0,0.0,3200.0
0.0,,0.0,833.98,3168.0,32480,2,,1681389916.0,,,0.5,121.53,123.2,26112.0,1078.711789333455,0,,3,2.0,2.0,44594,1078.711789333455,509,,0.0,,341,2.0,0.0,3200.0
