01_general/step,01_general/minibatch_loss,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/data_resident_set_proc_MB,02_timing/step_time_s,01_general/step_based_sps,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,_timestamp,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,_runtime,02_timing/dataload_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,02_timing/loss_calc_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent
678.0,12.63916015625,,21728.0,,768,,,,,0.06858267799725581,466.59012063192415,,,,1680630524.0,,,,,,,,,,0.0001,,,,,,,,89,0.0015198450000752928,,,,,,,,0.0,,
679.0,12.621164321899414,,21760.0,,769,,,,,0.06966318100057833,459.35312657821845,,,,1680630524.0,,,,,,0.049452347000624286,,,,0.0001,,,,,,,,89,0.0014155640001263237,2.0780007616849616e-06,,,,,0.018039344999124296,0.0005968899986328324,0.0,0.00015695700130891055,
680.0,12.91479206085205,,21792.0,,770,,,,,0.0688576769989595,464.72668545707035,,,,1680630524.0,,,,,,0.04847145100029593,,,,0.0001,,,,,,,,89,0.001302062999457121,1.8549999367678538e-06,,,,,0.018277551000210224,0.0006178549992910121,0.0,0.0001869019997684518,
681.0,12.559774398803711,,21824.0,,771,,,,,0.06949380500191182,460.47269967617484,,,,1680630524.0,,,,,,0.04905804400004854,,,,0.0001,,,,,,,,89,0.0017504890001873719,1.5320001693908125e-06,,,,,0.0179491600010806,0.0005811619994346984,0.0,0.00015341800099122338,
682.0,12.549005508422852,,21856.0,,772,,,,,0.06974219499898027,458.8327052291355,,,,1680630524.0,,,,,,0.047105183999519795,,,,0.0001,,,,,,,,89,0.0020049100003234344,1.7279999156016856e-06,,,,,0.019672577000164893,0.0007791600000928156,0.0,0.00017863599896372762,
683.0,12.66821002960205,,21888.0,,773,,,,,0.06862764800098375,466.28437564319984,,,,1680630524.0,,,,,,0.046666955000546295,,,,0.0001,,,,,,,,89,0.001367336000839714,1.6359990695491433e-06,,,,,0.019827902000542963,0.0005934769997111289,0.0,0.00017034200027410407,
684.0,12.627232551574707,,21920.0,,774,,,,,0.06929218300138018,461.81255394079034,,,,1680630525.0,,,,,,0.04903743700015184,,,,0.0001,,,,,,,,90,0.0013917920005042106,1.5559999155811965e-06,,,,,0.01809520400092879,0.000610384999163216,0.0,0.0001558090007165447,
685.0,12.727333068847656,,21952.0,,775,,,,,0.06885171199974138,464.7669472637107,,,,1680630525.0,,,,,,0.04825857899959374,,,,0.0001,,,,,,,,90,0.0013981310003146064,1.7639995348872617e-06,,,,,0.01823075800166407,0.0008010509991436265,0.0,0.00016142899949045386,
686.0,12.798295021057129,,21984.0,,776,,,,,0.06964383000195085,459.48076088152567,,,,1680630525.0,,,,,,0.048374558000432444,,,,0.0001,,,,,,,,90,0.001686288000200875,1.5740006347186863e-06,,,,,0.01870072000019718,0.0007205319998320192,0.0,0.00016015800065360963,
,,8364.0,,0.09808569463078556,777,204863.627264,0.0,682785.0,0.0,,,2.9,493651.0,5233.508352,1680630525.0,0.0,0.42799999999999727,3339.624448,27782.57408,,0.04847448500004248,3.480000000000018,1109.0,651.264,,469810.0,7206.0,2.719744,5.733333333333333,0.0,0.04087236562952751,5.866666666666666,90,,1.6149988368852064e-06,4448.690176,,0.0,49.95216165582525,0.01836221099983959,0.0006019909997121431,,0.0003754760000447277,6.666666666666667
687.0,12.702483177185059,,22016.0,,778,,,,,0.06851533299777657,467.0487407692881,,,,1680630525.0,,,,,,,,,,0.0001,,,,,,,,90,0.0006995549993007444,,,,,,,,0.0,,
688.0,12.741250038146973,,22048.0,,779,,,,,0.0685911889977433,466.53222473010084,,,,1680630525.0,,,,,,0.04834178300006897,,,,0.0001,,,,,,,,90,0.0010451210000610445,1.6359990695491433e-06,,,,,0.018416611999782617,0.000631662998785032,0.0,0.00015437399997608736,
689.0,12.62961196899414,,22080.0,,780,,,,,0.06954448099895671,460.1371602799085,,,,1680630525.0,,,,,,0.049136261999592534,,,,0.0001,,,,,,,,90,0.0015836279999348335,1.643998984945938e-06,,,,,0.01803393199952552,0.0006092040002840804,0.0,0.0001798110006347997,
690.0,12.8203125,,22112.0,,781,,,,,0.06846111899903917,467.41859420160966,,,,1680630525.0,,,,,,0.04644183399977919,,,,0.0001,,,,,,,,90,0.0011742439983208897,1.618000169401057e-06,,,,,0.019815252999251243,0.0008573860013711965,0.0,0.00017078400014725048,
691.0,12.553433418273926,,22144.0,,782,,,,,0.06954079600109253,460.1615431537088,,,,1680630525.0,,,,,,0.048888745999647654,,,,0.0001,,,,,,,,90,0.0013222140005382244,1.823000275180675e-06,,,,,0.018504366000342998,0.000664810000671423,0.0,0.00015883699961705133,
692.0,12.633445739746094,,22176.0,,783,,,,,0.0691395889971318,462.83179382694186,,,,1680630525.0,,,,,,0.04845403599938436,,,,0.0001,,,,,,,,90,0.0015952439989632694,1.4809993444941938e-06,,,,,0.01833676099886361,0.0005941540002822876,0.0,0.00015791300029377453,
693.0,12.78674030303955,,22208.0,,784,,,,,0.06824712700108648,468.8842066493226,,,,1680630525.0,,,,,,0.0471127359996899,,,,0.0001,,,,,,,,90,0.0006446670013247058,1.3490007404470816e-06,,,,,0.01977180899848463,0.000559612000870402,0.0,0.0001569539999763947,
694.0,12.544921875,,22240.0,,785,,,,,0.0694124780002312,461.0122116644995,,,,1680630526.0,,,,,,0.048152725999898394,,,,0.0001,,,,,,,,91,0.0009065659996849718,1.9660001271404326e-06,,,,,0.01951194499997655,0.0006735690003552008,0.0,0.00016570600018894766,
695.0,12.653614044189453,,22272.0,,786,,,,,0.0681503989999328,469.5497087263062,,,,1680630526.0,,,,,,0.048917173999143415,,,,0.0001,,,,,,,,91,0.0008309479999297764,1.4230008673621342e-06,,,,,0.01770420200045919,0.0005429680004453985,0.0,0.0001536839990876615,
696.0,12.7734375,,22304.0,,787,,,,,0.06902439899749879,463.60418148891915,,,,1680630526.0,,,,,,0.04894540399982361,,,,0.0001,,,,,,,,91,0.0010164649993384955,1.514999894425273e-06,,,,,0.018298908998986008,0.0006106949986133259,0.0,0.00015141100084292702,
,,8472.0,,0.11316878166542974,788,204860.928,0.0,687711.0,0.0,,,2.9,498804.0,5233.508352,1680630526.0,0.0,0.4350000000000023,3339.624448,27782.57408,,,3.52800000000002,1129.0,651.264,,475083.0,7367.0,2.719744,5.733333333333333,0.0,0.1471449621640087,5.866666666666666,91,,,4451.790848,,0.0,48.15425860751937,0.01824846800082014,0.0005300899993017083,,0.00015042899940453935,6.666666666666667
697.0,12.631778717041016,,22336.0,,789,,,,,0.06847594299870252,467.3174051886563,,,,1680630526.0,,,,,,0.048662639999747626,,,,0.0001,,,,,,,,91,0.0008828720001474721,1.4439992810366675e-06,,,,,,,0.0,,
698.0,12.751487731933594,,22368.0,,790,,,,,0.06832205599857843,468.3699799763903,,,,1680630526.0,,,,,,0.048426990000734804,,,,0.0001,,,,,,,,91,0.0010820169991347939,1.5650002751499414e-06,,,,,0.018145572999856086,0.0005177729999559233,0.0,0.00014813799862167798,
699.0,12.670473098754883,,22400.0,,791,,,,,0.0694380849981826,460.8422020975598,,,,1680630526.0,,,,,,0.04918516899851966,,,,0.0001,,,,,,,,91,0.0010791160002554534,1.4630004443461075e-06,,,,,0.018397293000816717,0.0006034389989508782,0.0,0.0001716049991955515,
700.0,12.623273849487305,,22432.0,,792,,,,,0.06849358100407699,467.1970647599115,,,,1680630526.0,,,,,,0.04868279100082873,,,,0.0001,,,,,,,,91,0.0009494340010860469,1.5330006135627627e-06,,,,,0.018158316001063213,0.0005512900006579002,0.0,0.0001502169998275349,
701.0,12.723250389099121,,22464.0,,793,,,,,0.06879024699992442,465.18222270716893,,,,1680630526.0,,,,,,0.049812829000075,,,,0.0001,,,,,,,,91,0.0007887609990575584,1.6699996194802225e-06,,,,,0.017567804001373588,0.0004677739998442121,0.0,0.00015140899995458312,
702.0,12.733593940734863,,22496.0,,794,,,,,0.06871411700012686,465.69760912362335,,,,1680630526.0,,,,,,0.04857851799897617,,,,0.0001,,,,,,,,91,0.0008890680001059081,2.1619998733513057e-06,,,,,0.018478302999938023,0.0006159120002848795,0.0,0.00015015400094853248,
703.0,12.706986427307129,,22528.0,,795,,,,,0.06827321300261247,468.7050541883172,,,,1680630527.0,,,,,,0.047870133001197246,,,,0.0001,,,,,,,,92,0.0009026120005728444,1.6890007827896625e-06,,,,,0.018711524999162066,0.0006371990002662642,0.0,0.0001500550006312551,
704.0,12.471047401428223,,22560.0,,796,,,,,0.0691160470014438,462.9894415016463,,,,1680630527.0,,,,,,0.04981037300058233,,,,0.0001,,,,,,,,92,0.0007838250003260328,1.6369995137210935e-06,,,,,0.017815255001551122,0.0005317529994499637,0.0,0.00017320400002063252,
705.0,12.703338623046875,,22592.0,,797,,,,,0.06855505099883885,466.7781517738496,,,,1680630527.0,,,,,,0.04763196600106312,,,,0.0001,,,,,,,,92,0.000980875998720876,1.8829996406566352e-06,,,,,0.01928829999997106,0.0005090859995107166,0.0,0.00014293999993242323,
,,8576.0,,0.10545691172477015,798,204858.277888,0.0,693736.0,0.0,,,2.9,504379.0,5233.508352,1680630527.0,0.0,0.4399999999999977,3339.624448,27782.57408,,,3.579999999999984,1142.0,651.264,,480323.0,7427.0,2.719744,5.733333333333333,0.0,0.11035018905851987,5.866666666666666,92,,,4453.728256,,0.0,47.99816537246833,0.018632335999427596,0.000529623001057189,,0.00014808699961577076,6.666666666666667
706.0,12.632457733154297,,22624.0,,799,,,,,0.06853885300188267,466.88846688346246,,,,1680630527.0,,,,,,0.04820499800007383,,,,0.0001,,,,,,,,92,0.0010223480003332952,1.4610013749916106e-06,,,,,,,0.0,,
707.0,12.831473350524902,,22656.0,,800,,,,,0.06877466599871696,465.2876104203397,,,,1680630527.0,,,,,,0.04795847499917727,,,,0.0001,,,,,,,,92,0.0009371819996886188,1.5730001905467361e-06,,,,,0.019209160000173142,0.000523199998497148,0.0,0.00014507600099022966,
708.0,12.5405912399292,,22688.0,,801,,,,,0.06874868799968681,465.46342819147003,,,,1680630527.0,,,,,,0.04779530599989812,,,,0.0001,,,,,,,,92,0.0012024560001009377,1.7689999367576092e-06,,,,,0.018949703000544105,0.000636787999610533,0.0,0.00016266599959635641,
709.0,12.6310453414917,,22720.0,,802,,,,,0.0690208049982175,463.6283219360658,,,,1680630527.0,,,,,,0.048528413999520126,,,,0.0001,,,,,,,,92,0.0009364569996250793,1.6359990695491433e-06,,,,,0.018910729999333853,0.0004954150008416036,0.0,0.00014815299982728902,
710.0,12.812618255615234,,22752.0,,803,,,,,0.06883754600130487,464.862591112609,,,,1680630527.0,,,,,,0.04876549700020405,,,,0.0001,,,,,,,,92,0.0011387419999664417,1.706001057755202e-06,,,,,0.01823494100062817,0.0005443850004667183,0.0,0.00015227499898173846,
711.0,12.717912673950195,,22784.0,,804,,,,,0.06879389000096126,465.1575888433241,,,,1680630527.0,,,,,,0.047160918000372476,,,,0.0001,,,,,,,,92,0.0014315320004243404,1.7909987946040928e-06,,,,,0.019337575000463403,0.0007098969999788096,0.0,0.00015217700092762243,
712.0,12.751115798950195,,22816.0,,805,,,,,0.06904721500177402,463.4509878374939,,,,1680630528.0,,,,,,0.04899307000050612,,,,0.0001,,,,,,,,93,0.0010530479994486086,1.625001459615305e-06,,,,,0.018263010000737268,0.0005751919998147059,0.0,0.00016126999980770051,
713.0,12.671875,,22848.0,,806,,,,,0.06844895299582276,467.5016724061925,,,,1680630528.0,,,,,,0.04814956699920003,,,,0.0001,,,,,,,,93,0.0009151479989668587,1.5980003809090704e-06,,,,,0.018720555999607313,0.0004972729984729085,0.0,0.00016481099919474218,
714.0,12.727231979370117,,22880.0,,807,,,,,0.06908372999896528,463.20602550671896,,,,1680630528.0,,,,,,0.049448729998402996,,,,0.0001,,,,,,,,93,0.001006013000733219,1.4760007616132498e-06,,,,,0.017970693999814102,0.0005063059998065,0.0,0.0001505109994468512,
,,8689.0,,0.1181589095485006,808,204855.779328,0.0,700548.0,0.0,,,2.9,510143.0,5233.508352,1680630528.0,0.0,0.44299999999998363,3339.624448,27782.57408,,0.048307012000805116,3.6200000000000045,1152.0,651.264,,486166.0,7519.0,2.719744,5.733333333333333,0.0,0.0408738339957769,5.866666666666666,93,,1.6459998732898384e-06,4456.52992,,0.0,49.064056206444086,0.01863786400099343,0.0004923389988107374,,0.00016585399862378836,6.666666666666667
715.0,12.844970703125,,22912.0,,809,,,,,0.0684843639992323,467.25994272734596,,,,1680630528.0,,,,,,,,,,0.0001,,,,,,,,93,0.0008796490001259372,,,,,,,,0.0,,
716.0,12.63469123840332,,22944.0,,810,,,,,0.06795260399849212,470.91646408002384,,,,1680630528.0,,,,,,0.048531180998907075,,,,0.0001,,,,,,,,93,0.0005910810014029266,1.6279991541523486e-06,,,,,0.01816092899935029,0.0005140100001881365,0.0,0.0001537749994895421,
717.0,12.608449935913086,,22976.0,,811,,,,,0.06919676099641947,462.4493912606085,,,,1680630528.0,,,,,,0.04832787399936933,,,,0.0001,,,,,,,,93,0.0009787039998627733,1.5089990483829752e-06,,,,,0.019139618998451624,0.0005920189996686531,0.0,0.00015703600001870655,
718.0,12.651442527770996,,23008.0,,812,,,,,0.06841696799710917,467.720229890224,,,,1680630528.0,,,,,,0.048927336998531246,,,,0.0001,,,,,,,,93,0.0009471199991821777,1.4710003597429022e-06,,,,,0.01788135099923238,0.00048029900062829256,0.0,0.00017938999917532783,
719.0,12.689173698425293,,23040.0,,813,,,,,0.06879726799888886,465.1347492536598,,,,1680630528.0,,,,,,0.04794993899849942,,,,0.0001,,,,,,,,93,0.0011779769993154332,1.6929989214986563e-06,,,,,0.01893537199975981,0.0005499930011865217,0.0,0.00018229400120617356,
720.0,13.016368865966797,,23072.0,,814,,,,,0.0688883939965308,464.5194661035575,,,,1680630528.0,,,,,,0.04785569199884776,,,,0.0001,,,,,,,,93,0.0010482429988769582,2.1249998098937795e-06,,,,,0.019081706999713788,0.0006947700003365753,0.0,0.00020585699894581921,
721.0,12.64990234375,,23104.0,,815,,,,,0.0689846649984247,463.87120964827085,,,,1680630529.0,,,,,,0.04829670300023281,,,,0.0001,,,,,,,,94,0.001970214998436859,1.7519996617920697e-06,,,,,0.01796629300042696,0.0005960389989922987,0.0,0.00015366300067398697,
722.0,12.572916984558105,,23136.0,,816,,,,,0.06948753599863267,460.5142424481662,,,,1680630529.0,,,,,,0.049208265998458955,,,,0.0001,,,,,,,,94,0.0015498520006076433,1.3979988580103964e-06,,,,,0.017979643000217038,0.0005809750000480562,0.0,0.00016740200044296216,
723.0,12.719079971313477,,23168.0,,817,,,,,0.06924360300217813,462.1365528739659,,,,1680630529.0,,,,,,0.04908695800077112,,,,0.0001,,,,,,,,94,0.001547363999634399,1.9290000636829063e-06,,,,,0.017881929999930435,0.0005714140006602975,0.0,0.0001540080011181999,
724.0,12.844902992248535,,23200.0,,818,,,,,0.069302684001741,461.74257838550824,,,,1680630529.0,,,,,,0.04911925600026734,,,,0.0001,,,,,,,,94,0.00156269000035536,1.7350012058159336e-06,,,,,0.017890733999593067,0.0005779130005976185,0.0,0.00015035599972179625,
,,8779.0,,0.1480493399355385,819,204862.89408,0.0,706404.0,0.0,,,2.9,516677.0,5233.508352,1680630529.0,0.0,0.44700000000000273,3339.624448,27782.57408,,,3.6639999999999873,1163.0,651.264,,493223.0,7701.0,2.719744,5.733333333333333,0.0,0.04494711241611921,5.866666666666666,94,,,4449.398784,,0.0,55.47606927341677,,,,0.00017154499983007554,6.666666666666667
725.0,12.5132474899292,,23232.0,,820,,,,,0.06915805700009514,462.70819898766064,,,,1680630529.0,,,,,,0.04664556799980346,,,,0.0001,,,,,,,,94,0.0009026909992826404,1.594000423210673e-06,,,,,0.020747775000927504,0.0006888839998282492,0.0,,
726.0,12.51722526550293,,23264.0,,821,,,,,0.0688801969990891,464.5747456329601,,,,1680630529.0,,,,,,0.04838269200081413,,,,0.0001,,,,,,,,94,0.001624294000066584,1.5919995348667726e-06,,,,,0.018143503000828787,0.0005758399984188145,0.0,0.0001522759994259104,
727.0,12.629166603088379,,23296.0,,822,,,,,0.06928549300391751,461.8571451629949,,,,1680630529.0,,,,,,0.050167583000074956,,,,0.0001,,,,,,,,94,0.0008878860007826006,1.6920002963161096e-06,,,,,0.017540754000947345,0.0005355410012271022,0.0,0.00015203700058918912,
728.0,12.648625373840332,,23328.0,,823,,,,,0.06927421199361561,461.93235663148585,,,,1680630529.0,,,,,,0.04849875899890321,,,,0.0001,,,,,,,,94,0.0016444939992652507,1.97000008483883e-06,,,,,0.018301606998647912,0.0006687689983664313,0.0,0.00015861299834796228,
729.0,12.613044738769531,,23360.0,,824,,,,,0.06956457100022817,460.0042743007075,,,,1680630529.0,,,,,,0.04798241299977235,,,,0.0001,,,,,,,,94,0.0006925790003151633,1.7380007193423808e-06,,,,,0.019293964998723823,0.0007098540008882992,0.0,0.0008840219998091925,
730.0,12.663719177246094,,23392.0,,825,,,,,0.0691394540026522,462.83269750398193,,,,1680630529.0,,,,,,0.04794194900023285,,,,0.0001,,,,,,,,94,0.0015377279996755533,1.4770012057852e-06,,,,,0.018897282001489657,0.0006068080001568887,0.0,0.00015420999989146367,
731.0,12.75147819519043,,23424.0,,826,,,,,0.06852583100226184,466.9771899438005,,,,1680630530.0,,,,,,0.04890986099962902,,,,0.0001,,,,,,,,95,0.0008873560000211,1.5240002539940178e-06,,,,,0.017982433000724996,0.0005887450006412109,0.0,0.00015591200099152047,
732.0,12.626145362854004,,23456.0,,827,,,,,0.06906523399993603,463.33007428932535,,,,1680630530.0,,,,,,0.048903270999289816,,,,0.0001,,,,,,,,95,0.0012939280004502507,1.5850000636419281e-06,,,,,0.01807087599991064,0.000598103000811534,0.0,0.00019747099941014312,
733.0,12.59825325012207,,23488.0,,828,,,,,0.06817796500035911,469.3598584209935,,,,1680630530.0,,,,,,0.049056820000259904,,,,0.0001,,,,,,,,95,0.0007106209995981771,1.7130005289800465e-06,,,,,0.017741177000061725,0.000520776000485057,0.0,0.000146857999425265,
,,8847.0,,0.18827224103959672,829,204861.19424,0.0,712950.0,0.0,,,2.9,523957.0,5233.508352,1680630530.0,0.0,0.4490000000000123,3339.624448,27782.57408,,,3.7040000000000077,1173.0,651.264,,501159.0,7985.0,2.719744,5.733333333333333,0.0,0.040871480775387874,5.9,95,,,4451.090432,,0.0,65.71354996315807,0.01817247999861138,0.0006191269985720282,,0.00015520700071647298,6.666666666666667
734.0,12.518942832946777,,23520.0,,830,,,,,0.06899079699724098,463.8299801244464,,,,1680630530.0,,,,,,0.04926083399914205,,,,0.0001,,,,,,,,95,0.0007812339990778128,1.9150011212332174e-06,,,,,,,0.0,,
735.0,12.715277671813965,,23552.0,,831,,,,,0.06842853900161572,467.64114018632523,,,,1680630530.0,,,,,,0.04891148400020029,,,,0.0001,,,,,,,,95,0.0007678649999434128,1.603000782779418e-06,,,,,0.018041995999737992,0.0005397550012276042,0.0,0.00016583599972364027,
736.0,12.783797264099121,,23584.0,,832,,,,,0.06831709200196201,468.4040122650564,,,,1680630530.0,,,,,,0.04870847500023956,,,,0.0001,,,,,,,,95,0.0009516130012343638,1.8520004232414067e-06,,,,,0.017942459000551025,0.0005601449993264396,0.0,0.00015254800018738024,
737.0,12.741559028625488,,23616.0,,833,,,,,0.06936592500096594,461.3216071083084,,,,1680630530.0,,,,,,0.04886883000108355,,,,0.0001,,,,,,,,95,0.000952410999161657,2.013000994338654e-06,,,,,0.018628318999617477,0.0007544079999206588,0.0,0.00015994400018826127,
738.0,12.538955688476562,,23648.0,,834,,,,,0.0684830680002051,467.2687853281364,,,,1680630530.0,,,,,,0.048415702000056626,,,,0.0001,,,,,,,,95,0.0009127359990088735,1.534001057734713e-06,,,,,0.01841158000024734,0.0005929360013396945,0.0,0.0001485799984948244,
739.0,12.708264350891113,,23680.0,,835,,,,,0.06902004000039597,463.63346065601263,,,,1680630530.0,,,,,,0.048945124000965734,,,,0.0001,,,,,,,,95,0.0011089179988630349,1.7470010789111257e-06,,,,,0.0182838239998091,0.0005277899999782676,0.0,0.00015263699970091693,
740.0,12.651962280273438,,23712.0,,836,,,,,0.06881306700051937,465.0279575499589,,,,1680630531.0,,,,,,0.04912541399971815,,,,0.0001,,,,,,,,96,0.0010720230002334574,1.935000909725204e-06,,,,,0.017955317000087234,0.0005048160001024371,0.0,0.00015356199946836568,
741.0,12.620673179626465,,23744.0,,837,,,,,0.06828993700037245,468.5902697468512,,,,1680630531.0,,,,,,0.048843730000953656,,,,0.0001,,,,,,,,96,0.0008987099990918068,1.5829991752980277e-06,,,,,0.017856325999673572,0.0005424000009952579,0.0,0.0001471880004828563,
742.0,12.640913963317871,,23776.0,,838,,,,,0.06930892499440233,461.7010003052918,,,,1680630531.0,,,,,,0.04999408500043501,,,,0.0001,,,,,,,,96,0.0009086329991987441,2.1549985831370577e-06,,,,,0.017753553998772986,0.0005022529985581059,0.0,0.00014824499885435216,
,,8957.0,,0.12543636797884264,839,204856.48384,0.0,719429.0,0.0,,,2.9,530530.0,5233.508352,1680630531.0,0.0,0.4560000000000173,3339.624448,27782.57408,,0.048811008000484435,3.7520000000000095,1192.0,651.264,,507381.0,7993.0,2.719744,5.733333333333333,0.0,0.20436396743867563,5.9,96,,1.5349996829172596e-06,4455.804928,,0.0,58.26311336319825,0.018338801999561838,0.0005944349995843368,,0.00014761999955226202,6.666666666666667
743.0,12.548730850219727,,23808.0,,840,,,,,0.06873154599816189,465.57951716749955,,,,1680630531.0,,,,,,,,,,0.0001,,,,,,,,96,0.0008381459992961027,,,,,,,,0.0,,
744.0,12.636341094970703,,23840.0,,841,,,,,0.06891120199907164,464.3657209814901,,,,1680630531.0,,,,,,0.04931671600024856,,,,0.0001,,,,,,,,96,0.000893418000487145,2.233999111922458e-06,,,,,0.018038666999927955,0.0005138249998708488,0.0,0.00014634199942520354,
745.0,12.726325988769531,,23872.0,,842,,,,,0.06880341199757822,465.09321370757533,,,,1680630531.0,,,,,,0.04762257100082934,,,,0.0001,,,,,,,,96,0.000998963998426916,1.5459991118405014e-06,,,,,0.01940534499954083,0.0005986989999655634,0.0,0.00017628699970373418,
746.0,12.480850219726562,,23904.0,,843,,,,,0.06837587500012887,468.00132356536113,,,,1680630531.0,,,,,,0.04799490999903355,,,,0.0001,,,,,,,,96,0.00083334500050114,1.9780000002356246e-06,,,,,0.018718518000241602,0.0006582220012205653,0.0,0.0001689019991317764,
747.0,12.624107360839844,,23936.0,,844,,,,,0.07109333100379445,450.1125428810203,,,,1680630531.0,,,,,,0.048676143000193406,,,,0.0001,,,,,,,,96,0.0009423760002391646,1.7140009731519967e-06,,,,,0.020757722000780632,0.0005420790002972353,0.0,0.000173297001310857,
748.0,12.592836380004883,,23968.0,,845,,,,,0.0683243190014764,468.35446686718564,,,,1680630531.0,,,,,,0.048165184000026784,,,,0.0001,,,,,,,,96,0.0008089180009847041,1.5400000847876072e-06,,,,,0.01866306000010809,0.000532885000211536,0.0,0.00015273200006049592,
749.0,12.773972511291504,,24000.0,,846,,,,,0.06888162399809517,464.5651211836254,,,,1680630532.0,,,,,,0.04966006200083939,,,,0.0001,,,,,,,,97,0.0008280700003524544,1.6340000001946464e-06,,,,,0.017691420998744434,0.0005308019990479806,0.0,0.00016963499911071267,
750.0,12.722023010253906,,24032.0,,847,,,,,0.06874256300034176,465.5049012333292,,,,1680630532.0,,,,,,0.04921876499975042,,,,0.0001,,,,,,,,97,0.0008689750011399155,1.6590001905569807e-06,,,,,0.017978933999984292,0.0005239359998086002,0.0,0.0001502939994679764,
751.0,12.737561225891113,,24064.0,,848,,,,,0.06817550599771494,469.37678762622687,,,,1680630532.0,,,,,,0.04804654399958963,,,,0.0001,,,,,,,,97,0.0008741780002310406,1.538999640615657e-06,,,,,0.018474913000318338,0.0006257859986362746,0.0,0.00015254599929903634,
,,9061.0,,0.10924316735257664,849,204854.525952,0.0,724880.0,0.0,,,2.9,536311.0,5233.508352,1680630532.0,0.0,0.4590000000000032,3339.894784,27782.57408,,0.04945454699918628,3.7959999999999923,1202.0,651.264,,513616.0,8024.0,2.719744,5.733333333333333,0.0,0.04087139326442306,5.9,97,,1.513000825070776e-06,4457.34912,,0.0,58.827138285508276,0.018105727000147454,0.0005315750004228903,,0.00018308000107936095,6.666666666666667
752.0,12.794577598571777,,24096.0,,850,,,,,0.06920049900145386,462.4244111206149,,,,1680630532.0,,,,,,,,,,0.0001,,,,,,,,97,0.0009240569997928105,,,,,,,,0.0,,
753.0,12.709304809570312,,24128.0,,851,,,,,0.06880220699713391,465.1013593405953,,,,1680630532.0,,,,,,0.04891471500013722,,,,0.0001,,,,,,,,97,0.0010968129990942543,1.6479989426443353e-06,,,,,0.018095319999702042,0.0005405060001066886,0.0,0.00015320499915105756,
754.0,12.789713859558105,,24160.0,,852,,,,,0.06898671100134379,463.8574521892582,,,,1680630532.0,,,,,,0.049047821999920416,,,,0.0001,,,,,,,,97,0.000982989000476664,2.1619998733513057e-06,,,,,0.018160233999878983,0.0006267110002227128,0.0,0.0001667930009716656,
755.0,12.7939453125,,24192.0,,853,,,,,0.06868556100016576,465.8912227552858,,,,1680630532.0,,,,,,0.04843807200086303,,,,0.0001,,,,,,,,97,0.0008192420009436319,1.6789999790489674e-06,,,,,0.018597791000502184,0.0006683199990220601,0.0,0.0001604569988558069,
756.0,12.651413917541504,,24224.0,,854,,,,,0.06800533000023279,470.55135237032835,,,,1680630532.0,,,,,,0.04789032799999404,,,,0.0001,,,,,,,,97,0.0008057369996095076,1.53700057126116e-06,,,,,0.018597930000396445,0.0005499379985849373,0.0,0.00015986000107659493,
757.0,12.678915977478027,,24256.0,,855,,,,,0.06916528200054017,462.6598645220601,,,,1680630532.0,,,,,,0.049632252999799675,,,,0.0001,,,,,,,,97,0.0008695369997440139,1.6159992810571566e-06,,,,,0.017981818000407657,0.0005292830010148464,0.0,0.00015077500029292423,
758.0,12.704144477844238,,24288.0,,856,,,,,0.06859374200212187,466.51486077272347,,,,1680630533.0,,,,,,0.04857340800117527,,,,0.0001,,,,,,,,98,0.0008301059988298221,1.8339997041039169e-06,,,,,0.018506035001337295,0.0005361090006772429,0.0,0.0001462500003981404,
759.0,12.701952934265137,,24320.0,,857,,,,,0.06809624100242218,469.9231488983623,,,,1680630533.0,,,,,,0.04868058600004588,,,,0.0001,,,,,,,,98,0.0006299329998000758,1.7350012058159336e-06,,,,,0.018106233999787946,0.0005285210008878494,0.0,0.00014923200069461018,
760.0,12.713932037353516,,24352.0,,858,,,,,0.06941136200111941,461.0196238403149,,,,1680630533.0,,,,,,0.04876328200043645,,,,0.0001,,,,,,,,98,0.0009987400007958058,1.6880003386177123e-06,,,,,0.01883009900120669,0.0006586119998246431,0.0,0.00015894099851720966,
