01_general/step,01_general/minibatch_loss,process/voluntary_proc_ctx_switches,01_general/locally_processed_samples,bandwidth/net_sent_sys_bandwidth_Mbits,_step,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/memory/data_resident_set_proc_MB,02_timing/step_time_s,01_general/step_based_sps,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,process/memory/lib_memory_proc_MB,_timestamp,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB,cpu/logical_core_count,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_write_sys_count,process/memory/shared_memory_proc_MB,01_general/lr,cpu/interrupts/soft_interrupts_count,process/involuntary_proc_ctx_switches,process/memory/text_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,bandwidth/disk_read_sys_bandwidth_MBs,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_five_min_percent,_runtime,02_timing/dataload_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,memory/total_memory_sys_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/forward_time_s,02_timing/loss_calc_time_s,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent
1898.0,12.774374961853027,,60768.0,,2121,,,,,0.07026317999770981,455.4305683438043,,,,1680630657.0,,,,,,0.049689727999066235,,,,0.0001,,,,,,,,222,0.0007799279992468655,1.8280006770510226e-06,,,,,0.019116774999929476,0.0005169779997231672,0.0,,
1899.0,12.761774063110352,,60800.0,,2122,,,,,0.06880324899975676,465.09431553316807,,,,1680630657.0,,,,,,0.049296377999780816,,,,0.0001,,,,,,,,222,0.0007953349995659664,1.7089987522922456e-06,,,,,0.018023540998910903,0.0005393540013756137,0.0,0.00014693200137116946,
1900.0,12.771273612976074,,60832.0,,2123,,,,,0.06938047099902178,461.2248884913332,,,,1680630657.0,,,,,,0.0499518739998166,,,,0.0001,,,,,,,,222,0.0007851270001992816,1.7000002117129043e-06,,,,,0.01795563499945274,0.0005277809996186988,0.0,0.000158353999722749,
1901.0,12.788862228393555,,60864.0,,2124,,,,,0.06926576399746409,461.98869619299313,,,,1680630658.0,,,,,,0.04946623400064709,,,,0.0001,,,,,,,,223,0.0009618539988878183,1.8119990272680297e-06,,,,,0.018050746999506373,0.0006365970002661925,0.0,0.00014851999912934843,
1902.0,12.738958358764648,,60896.0,,2125,,,,,0.06878350399711053,465.22782557492656,,,,1680630658.0,,,,,,0.049132201998872915,,,,0.0001,,,,,,,,223,0.0008330299988301704,1.7379989003529772e-06,,,,,0.01813830900027824,0.0005214190005062846,0.0,0.0001568059997225646,
1903.0,12.726113319396973,,60928.0,,2126,,,,,0.06947958099772222,460.5669686040431,,,,1680630658.0,,,,,,0.049679378998916945,,,,0.0001,,,,,,,,223,0.0008264360003522597,1.4990000636316836e-06,,,,,0.01832231799926376,0.00047320699923147913,0.0,0.00017674199989414774,
1904.0,12.631193161010742,,60960.0,,2127,,,,,0.06864718599899788,466.15166425710646,,,,1680630658.0,,,,,,0.049060719000408426,,,,0.0001,,,,,,,,223,0.0006079419999878155,1.8659993656910956e-06,,,,,0.01824570600001607,0.0005593919995590113,0.0,0.00017156099966086913,
1905.0,12.812599182128906,,60992.0,,2128,,,,,0.0696574680005142,459.3908007073094,,,,1680630658.0,,,,,,0.049118638000436476,,,,0.0001,,,,,,,,223,0.0009704139993118588,2.198999936808832e-06,,,,,0.01874937800130283,0.000649617999442853,0.0,0.00016722100008337293,
1906.0,12.780656814575195,,61024.0,,2129,,,,,0.06906137600162765,463.35595744929583,,,,1680630658.0,,,,,,0.049438923999332474,,,,0.0001,,,,,,,,223,0.0007774840014462825,1.5589994291076437e-06,,,,,0.018165613000746816,0.0005200640007387847,0.0,0.0001577319999341853,
,,21953.0,,0.07335110794416648,2130,204807.139328,0.0,1648109.0,0.0,,,3.0,1239725.0,5233.770496,1680630658.0,0.0,1.0610000000000355,3340.066816,27782.836224,,,9.572000000000003,2755.0,651.329536,,1195458.0,17764.0,2.719744,5.833333333333333,0.0,0.20026472913938892,6.066666666666666,223,,,4505.141248,,0.0,36.66778700848818,0.018543402000432252,0.00061962899962964,,0.00020830599896726198,6.466666666666667
1907.0,12.698356628417969,,61056.0,,2131,,,,,0.06935597700066864,461.3877762790581,,,,1680630658.0,,,,,,0.04927269400104706,,,,0.0001,,,,,,,,223,0.0007102910003595753,1.6550002328585833e-06,,,,,,,0.0,,
1908.0,12.787900924682617,,61088.0,,2132,,,,,0.06912707399897045,462.91558645280713,,,,1680630658.0,,,,,,0.049847065998619655,,,,0.0001,,,,,,,,223,0.00059783400138258,1.9119997887173668e-06,,,,,0.017943109000043478,0.0005021010001655668,0.0,0.00023505199897044804,
1909.0,12.615715980529785,,61120.0,,2133,,,,,0.06879339499755588,465.16093588834957,,,,1680630658.0,,,,,,0.0493313440001657,,,,0.0001,,,,,,,,223,0.0008197890001611086,1.6479989426443353e-06,,,,,0.017962515999897732,0.000501619999340619,0.0,0.0001764779990480747,
1910.0,12.695840835571289,,61152.0,,2134,,,,,0.06976024999676156,458.71395245122426,,,,1680630659.0,,,,,,0.04917513200052781,,,,0.0001,,,,,,,,224,0.0008872349990269868,2.0429997675819322e-06,,,,,0.018885695999415475,0.0006459649994212668,0.0,0.0001641789986024378,
1911.0,12.708950996398926,,61184.0,,2135,,,,,0.06858417400326289,466.57994304163526,,,,1680630659.0,,,,,,0.049333851000483264,,,,0.0001,,,,,,,,224,0.0007469060001312755,1.6140002117026597e-06,,,,,0.017853855000794283,0.0004996400002710288,0.0,0.00014830800137133338,
1912.0,12.64894962310791,,61216.0,,2136,,,,,0.06950320099713281,460.41044931614135,,,,1680630659.0,,,,,,0.048695461999159306,,,,0.0001,,,,,,,,224,0.000822612000774825,1.6260000847978517e-06,,,,,0.01932453399967926,0.0005041609983891249,0.0,0.00015480599904549308,
1913.0,12.718629837036133,,61248.0,,2137,,,,,0.0694928019966028,460.47934578266603,,,,1680630659.0,,,,,,0.04929356899992854,,,,0.0001,,,,,,,,224,0.0008302799997181864,1.915999746415764e-06,,,,,0.018629915999554214,0.0005891179989703232,0.0,0.00014800299868511502,
1914.0,12.692168235778809,,61280.0,,2138,,,,,0.06912247699983709,462.9463727128213,,,,1680630659.0,,,,,,0.049050442001316696,,,,0.0001,,,,,,,,224,0.0008864929986884817,2.1579999156529084e-06,,,,,0.018388316000709892,0.00060283399943728,0.0,0.00019223399976908695,
1915.0,12.69444465637207,,61312.0,,2139,,,,,0.06960342800266517,459.7474710408616,,,,1680630659.0,,,,,,0.05007933700107969,,,,0.0001,,,,,,,,224,0.0008765580005274387,1.6970006981864572e-06,,,,,0.017968498999834992,0.0005275610001262976,0.0,0.00014977600039856043,
,,22022.0,,0.07223544953629182,2140,204804.964352,0.0,1652981.0,0.0,,,3.0,1244460.0,5233.770496,1680630659.0,0.0,1.0640000000000214,3340.066816,27782.836224,,,9.611999999999966,2765.0,651.329536,,1199691.0,17842.0,2.719744,5.833333333333333,0.0,0.04087142243470303,6.066666666666666,224,,,4507.5456,,0.0,31.16595237254258,0.017834198000855395,0.000526306001120247,,0.00017940499856194947,6.466666666666667
1916.0,12.693479537963867,,61344.0,,2141,,,,,0.06885049499942397,464.7751624773028,,,,1680630659.0,,,,,,0.049543783999979496,,,,0.0001,,,,,,,,224,0.0007650999996258179,1.7019992810674012e-06,,,,,,,0.0,,
1917.0,12.771772384643555,,61376.0,,2142,,,,,0.069648317001338,459.4511594499154,,,,1680630659.0,,,,,,0.0503618960010499,,,,0.0001,,,,,,,,224,0.0008113580006465781,1.8160008039558306e-06,,,,,0.017775258000256144,0.0005043269993620925,0.0,0.00019366199921933003,
1918.0,12.670994758605957,,61408.0,,2143,,,,,0.06900793200111366,463.71480889303535,,,,1680630659.0,,,,,,0.04966374000105134,,,,0.0001,,,,,,,,224,0.0008256139990407974,1.955000698217191e-06,,,,,0.017803906001063297,0.0005203609998716274,0.0,0.00019235599938838277,
1919.0,12.64411735534668,,61440.0,,2144,,,,,0.06943048300126975,460.89266006423696,,,,1680630660.0,,,,,,0.04933294700094848,,,,0.0001,,,,,,,,225,0.0008991579998109955,1.83200063474942e-06,,,,,0.01839519999884942,0.0006185000002005836,0.0,0.0001828460008255206,
1920.0,12.7978515625,,61472.0,,2145,,,,,0.0691360730015731,462.8553316771678,,,,1680630660.0,,,,,,0.04983291300050041,,,,0.0001,,,,,,,,225,0.0008150730009219842,1.582000550115481e-06,,,,,0.017803743001422845,0.0005019639993406599,0.0,0.00018079799883707892,
1921.0,12.799442291259766,,61504.0,,2146,,,,,0.06866044600246823,466.0616390235748,,,,1680630660.0,,,,,,0.049330468000334804,,,,0.0001,,,,,,,,225,0.0006021379995218012,1.6020003386074677e-06,,,,,0.01797768700089364,0.0005675510001310613,0.0,0.0001810000012483215,
1922.0,12.638957023620605,,61536.0,,2147,,,,,0.06973173400001542,458.9015382866131,,,,1680630660.0,,,,,,0.04915952000010293,,,,0.0001,,,,,,,,225,0.0007494900000892812,1.6899994079722092e-06,,,,,0.018930745998659404,0.0006806310011597816,0.0,0.00020965700059605297,
1923.0,12.751927375793457,,61568.0,,2148,,,,,0.06906533800247416,463.32937658038605,,,,1680630660.0,,,,,,0.04933644900120271,,,,0.0001,,,,,,,,225,0.000822727000922896,1.6909998521441594e-06,,,,,0.018197068000517902,0.0005561289999604924,0.0,0.00015127400001802016,
1924.0,12.6396484375,,61600.0,,2149,,,,,0.06933107000259042,461.5535285811164,,,,1680630660.0,,,,,,0.05015851400094107,,,,0.0001,,,,,,,,225,0.000615376000496326,2.064000000245869e-06,,,,,0.017873441000119783,0.0005186470007174648,0.0,0.00016302800031553488,
,,22095.0,,0.07886018975125833,2150,204802.527232,0.0,1658250.0,0.0,,,3.0,1249537.0,5233.770496,1680630660.0,0.0,1.0670000000000073,3340.066816,27782.836224,,0.04991418200006592,9.651999999999987,2775.0,651.329536,,1204328.0,17918.0,2.719744,5.833333333333333,0.0,0.040870955722480215,6.1000000000000005,225,,1.489001078880392e-06,4509.749248,,0.0,34.95704816368719,0.017788770001061494,0.0005116559987072833,,0.00015155300025071483,6.466666666666667
1925.0,12.728727340698242,,61632.0,,2151,,,,,0.06896352700096031,464.013390723975,,,,1680630660.0,,,,,,,,,,0.0001,,,,,,,,225,0.0005958769997960189,,,,,,,,0.0,,
1926.0,12.627823829650879,,61664.0,,2152,,,,,0.06959736600219912,459.78751550725167,,,,1680630660.0,,,,,,0.049385500000425964,,,,0.0001,,,,,,,,225,0.0007950180006446317,1.8610007828101516e-06,,,,,0.018703993999224622,0.0005381410010159016,0.0,0.00017285200010519475,
1927.0,12.71728515625,,61696.0,,2153,,,,,0.0692187489985372,462.30248975860945,,,,1680630660.0,,,,,,0.04893375699975877,,,,0.0001,,,,,,,,225,0.0006209389994182857,1.6609992599114776e-06,,,,,0.01881932499964023,0.0006850919999124017,0.0,0.0001579750005475944,
1928.0,12.663972854614258,,61728.0,,2154,,,,,0.06877042199994321,465.3163245097787,,,,1680630661.0,,,,,,0.04919664000044577,,,,0.0001,,,,,,,,226,0.0009577239998179721,1.5879995771683753e-06,,,,,0.017915762999109575,0.000532748999830801,0.0,0.0001659580011619255,
1929.0,12.553125381469727,,61760.0,,2155,,,,,0.06952937899950484,460.2371035160244,,,,1680630661.0,,,,,,0.05037034500128357,,,,0.0001,,,,,,,,226,0.0007864700000936864,1.6480007616337389e-06,,,,,0.01774556799864513,0.0004744969992316328,0.0,0.00015085099948919378,
1930.0,12.671875,,61792.0,,2156,,,,,0.06889721300103702,464.46000652476823,,,,1680630661.0,,,,,,0.04904315199928533,,,,0.0001,,,,,,,,226,0.0007720240009803092,2.2040003386791795e-06,,,,,0.018347135999647435,0.0005730850007239496,0.0,0.00015961200006131548,
1931.0,12.716463088989258,,61824.0,,2157,,,,,0.06973530600043887,458.8780323097545,,,,1680630661.0,,,,,,0.049307122000755044,,,,0.0001,,,,,,,,226,0.0009629079995647771,1.582000550115481e-06,,,,,0.01861841100071615,0.0006478289997176034,0.0,0.00019745399913517758,
1932.0,12.821852684020996,,61856.0,,2158,,,,,0.0691255710007681,462.9256516325113,,,,1680630661.0,,,,,,0.04973558199890249,,,,0.0001,,,,,,,,226,0.0007718560009379871,1.5810001059435308e-06,,,,,0.01792767100050696,0.0005363380005292129,0.0,0.0001525429997855099,
1933.0,12.739517211914062,,61888.0,,2159,,,,,0.06860057099584083,466.4684205316618,,,,1680630661.0,,,,,,0.04856641599872091,,,,0.0001,,,,,,,,226,0.0006313849989965092,2.2280000848695636e-06,,,,,0.01860730299995339,0.0006189199993968941,0.0,0.00017431899868824985,
1934.0,12.6956205368042,,61920.0,,2160,,,,,0.06924547599737707,462.12405271374143,,,,1680630661.0,,,,,,0.0499012069994933,,,,0.0001,,,,,,,,226,0.0006692320002912311,1.722999513731338e-06,,,,,0.01799018800011254,0.0005256179993011756,0.0,0.00015750799866509624,
,,22180.0,,0.07771973348667549,2161,204800.700416,0.0,1662983.0,0.0,,,3.0,1254277.0,5233.770496,1680630661.0,0.0,1.0710000000000264,3340.066816,27782.836224,,,9.699999999999989,2785.0,651.329536,,1208811.0,17994.0,2.719744,5.833333333333333,0.0,0.04492636138268091,6.1000000000000005,226,,,4511.195136,,0.0,31.701714165540732,,,,0.00019020999934582505,6.466666666666667
1935.0,12.668222427368164,,61952.0,,2162,,,,,0.06977585300046485,458.6113766289151,,,,1680630661.0,,,,,,0.049336894999214564,,,,0.0001,,,,,,,,226,0.0006067499998607673,1.538999640615657e-06,,,,,0.01912345700111473,0.000517002001288347,0.0,,
1936.0,12.706292152404785,,61984.0,,2163,,,,,0.0694611779981642,460.68899091872197,,,,1680630661.0,,,,,,0.04873302899977716,,,,0.0001,,,,,,,,226,0.0006448370004363824,1.7829988792072982e-06,,,,,0.019299519999549375,0.0006235149994608946,0.0,0.0001584940000611823,
1937.0,12.513229370117188,,62016.0,,2164,,,,,0.06863460000022314,466.2371456946782,,,,1680630661.0,,,,,,0.04934890099866607,,,,0.0001,,,,,,,,226,0.0005531570004677633,1.5019995771581307e-06,,,,,0.01803511500111199,0.0005075160006526858,0.0,0.00018840899974748027,
1938.0,12.781835556030273,,62048.0,,2165,,,,,0.06902959200306213,463.56930515510635,,,,1680630662.0,,,,,,0.04974302600021474,,,,0.0001,,,,,,,,227,0.0005959050013188971,1.6579997463850304e-06,,,,,0.018015565001405776,0.0005237780005700188,0.0,0.0001496599998063175,
1939.0,12.57182788848877,,62080.0,,2166,,,,,0.06919489899883047,462.4618355254896,,,,1680630662.0,,,,,,0.04959264399985841,,,,0.0001,,,,,,,,227,0.0006221009989531012,2.0690004021162167e-06,,,,,0.018103528000210645,0.0006924919998709811,0.0,0.00018206499953521416,
1940.0,12.61950969696045,,62112.0,,2167,,,,,0.06861433199992462,466.3748675719113,,,,1680630662.0,,,,,,0.04877795799984597,,,,0.0001,,,,,,,,227,0.000637185999948997,1.6020003386074677e-06,,,,,0.018440981999447104,0.0006014009995851666,0.0,0.00015520300075877458,
1941.0,12.543391227722168,,62144.0,,2168,,,,,0.06933801599916478,461.5072920515271,,,,1680630662.0,,,,,,0.05002367700035393,,,,0.0001,,,,,,,,227,0.0006290620003710501,1.6209996829275042e-06,,,,,0.018016355999861844,0.0005045779998908984,0.0,0.00016272199900413398,
1942.0,12.668731689453125,,62176.0,,2169,,,,,0.06871452699851943,465.6948304496005,,,,1680630662.0,,,,,,0.049459607998869615,,,,0.0001,,,,,,,,227,0.0006948430000193184,1.8089995137415826e-06,,,,,0.017906143000800512,0.000504895999256405,0.0,0.00014722800005984027,
1943.0,12.8125,,62208.0,,2170,,,,,0.06883852399914758,464.85598674945805,,,,1680630662.0,,,,,,0.04975161500078684,,,,0.0001,,,,,,,,227,0.0006359639992297161,1.59599949256517e-06,,,,,0.017793397999412264,0.0005042009997850982,0.0,0.00015175000044109765,
,,22289.0,,0.10734388856242251,2171,204797.775872,0.0,1668336.0,0.0,,,3.0,1259535.0,5233.770496,1680630662.0,0.0,1.0760000000000218,3340.066816,27782.836224,,,9.759999999999991,2799.0,651.329536,,1213756.0,18060.0,2.719744,5.833333333333333,0.0,0.1266926085112324,6.1000000000000005,227,,,4514.717696,,0.0,35.23385938457307,0.01780398299888475,0.0005113110000820598,,0.0001535520004836144,6.466666666666667
1944.0,12.696368217468262,,62240.0,,2172,,,,,0.06915860000117391,462.70456601864163,,,,1680630662.0,,,,,,0.05009379200055264,,,,0.0001,,,,,,,,227,0.0005942269999650307,1.7350012058159336e-06,,,,,,,0.0,,
1945.0,12.697341918945312,,62272.0,,2173,,,,,0.06879213200045342,465.1694760643424,,,,1680630662.0,,,,,,0.04883494800014887,,,,0.0001,,,,,,,,227,0.00067907000084233,1.5899986465228721e-06,,,,,0.01850089900108287,0.0006184659996506525,0.0,0.00015715900008217432,
1946.0,12.59654712677002,,62304.0,,2174,,,,,0.0692052459999104,462.39269202281906,,,,1680630662.0,,,,,,0.05001191299925267,,,,0.0001,,,,,,,,227,0.0005711960002372507,1.5650002751499414e-06,,,,,0.017951634999917587,0.0005113480001455173,0.0,0.00015758900008222554,
1947.0,12.581931114196777,,62336.0,,2175,,,,,0.0689494160014874,464.1083544392846,,,,1680630663.0,,,,,,0.049292470001091715,,,,0.0001,,,,,,,,228,0.0009205110000038985,1.5440000424860045e-06,,,,,0.01801009500013606,0.0005711409994546557,0.0,0.00015365500075859018,
1948.0,12.764022827148438,,62368.0,,2176,,,,,0.0697315580000577,458.90269653767837,,,,1680630663.0,,,,,,0.04927104499984125,,,,0.0001,,,,,,,,228,0.0008993240007839631,1.6930007404880598e-06,,,,,0.01867832899915811,0.0007037279992800904,0.0,0.00017743900025379844,
1949.0,12.697108268737793,,62400.0,,2177,,,,,0.06890242100053001,464.42490024775543,,,,1680630663.0,,,,,,0.04879621000145562,,,,0.0001,,,,,,,,228,0.0006362000003719004,1.8620012269821018e-06,,,,,0.018734699999185978,0.0005809989997942466,0.0,0.0001524499984952854,
1950.0,12.604667663574219,,62432.0,,2178,,,,,0.06860780899660313,466.4192089501702,,,,1680630663.0,,,,,,0.04938624299938965,,,,0.0001,,,,,,,,228,0.0005869929991604295,1.8359987734584138e-06,,,,,0.017931592999957502,0.0005460349984787172,0.0,0.00015510900084336754,
1951.0,12.702043533325195,,62464.0,,2179,,,,,0.06936150000001362,461.35103767931366,,,,1680630663.0,,,,,,0.05000502099937876,,,,0.0001,,,,,,,,228,0.0006223290001798887,1.764999979059212e-06,,,,,0.018044569000267074,0.0005428990007203538,0.0,0.0001449169994884869,
1952.0,12.7393798828125,,62496.0,,2180,,,,,0.06882119499823602,464.97303629819567,,,,1680630663.0,,,,,,0.04950606400052493,,,,0.0001,,,,,,,,228,0.000782290999268298,1.6289995983242989e-06,,,,,0.017820343000494177,0.0005588299991359236,0.0,0.00015203799921437167,
,,22361.0,,0.15128905285633235,2181,204802.715648,0.0,1674356.0,0.0,,,3.0,1265984.0,5233.770496,1680630663.0,0.0,1.079999999999984,3340.066816,27782.836224,,,9.803999999999974,2809.0,651.329536,,1220368.0,18132.0,2.719744,5.833333333333333,0.0,0.04086951673057936,6.1000000000000005,228,,,4509.53216,,0.0,48.845386515975036,0.018421968999973615,0.0006573199989361456,,0.00018842300050891936,6.466666666666667
1953.0,12.800933837890625,,62528.0,,2182,,,,,0.06950253899776726,460.4148346440694,,,,1680630663.0,,,,,,0.04951990900008241,,,,0.0001,,,,,,,,228,0.0007131699985620799,1.7479997040936723e-06,,,,,,,0.0,,
1954.0,12.611940383911133,,62560.0,,2183,,,,,0.06892963399877772,464.2415481354135,,,,1680630663.0,,,,,,0.04949828099961451,,,,0.0001,,,,,,,,228,0.00079841899969324,1.5200002962956205e-06,,,,,0.01794273799896473,0.0005401620001066476,0.0,0.00014851400010229554,
1955.0,12.622363090515137,,62592.0,,2184,,,,,0.06884138800160144,464.8366473850816,,,,1680630663.0,,,,,,0.04944973400051822,,,,0.0001,,,,,,,,228,0.0006336240003292914,1.4870001905364916e-06,,,,,0.0180770399983885,0.0005331570009730058,0.0,0.00014634600120189134,
1956.0,12.723779678344727,,62624.0,,2185,,,,,0.06949405199884495,460.47106305632985,,,,1680630664.0,,,,,,0.04964553399986471,,,,0.0001,,,,,,,,229,0.0007651710002392065,1.731999873300083e-06,,,,,0.018307481999727315,0.000614464999671327,0.0,0.00015966799946909305,
1957.0,12.64659309387207,,62656.0,,2186,,,,,0.0687854010011506,465.2149952497147,,,,1680630664.0,,,,,,0.04864710999936506,,,,0.0001,,,,,,,,229,0.0008621220003988128,1.881999196484685e-06,,,,,0.018467605999830994,0.0006505270011984976,0.0,0.00015615400116075762,
1958.0,12.741159439086914,,62688.0,,2187,,,,,0.06955003200164356,460.1004353131541,,,,1680630664.0,,,,,,0.049938746999032446,,,,0.0001,,,,,,,,229,0.0008242719995905645,1.6240010154433548e-06,,,,,0.018077926000842126,0.0005520100003195694,0.0,0.00015545300084340852,
1959.0,12.593937873840332,,62720.0,,2188,,,,,0.06872418800230662,465.62936471400684,,,,1680630664.0,,,,,,0.04920869700072217,,,,0.0001,,,,,,,,229,0.0006155570008559152,1.6690009942976758e-06,,,,,0.01819881300070847,0.0005509059992618859,0.0,0.00014854599976388272,
1960.0,12.732307434082031,,62752.0,,2189,,,,,0.06910354900173843,463.0731773153211,,,,1680630664.0,,,,,,0.04957366500093485,,,,0.0001,,,,,,,,229,0.0007764830006635748,1.73499938682653e-06,,,,,0.01804475800054206,0.0005523859999811975,0.0,0.00015452200022991747,
1961.0,12.748394966125488,,62784.0,,2190,,,,,0.06939654199959477,461.1180770388654,,,,1680630664.0,,,,,,0.049869687001773855,,,,0.0001,,,,,,,,229,0.0007853139995859237,2.040998879238032e-06,,,,,0.018062531999021303,0.0005232050007180078,0.0,0.0001537629996164469,
,,22438.0,,0.08583829655454389,2191,204800.475136,0.0,1679835.0,0.0,,,3.0,1271433.0,5233.770496,1680630664.0,0.0,1.0849999999999795,3340.066816,27782.836224,,0.04882324400023208,9.855999999999995,2826.0,651.329536,,1225526.0,18201.0,2.719744,5.833333333333333,0.0,0.13078904964145707,6.1000000000000005,229,,1.5990008250810206e-06,4511.768576,,0.0,39.20613305220676,0.01847552999970503,0.0006200919997354504,,0.00016492600116180256,6.466666666666667
1962.0,12.690104484558105,,62816.0,,2192,,,,,0.06894443600140221,464.1418779515315,,,,1680630664.0,,,,,,,,,,0.0001,,,,,,,,229,0.000859044999742764,,,,,,,,0.0,,
1963.0,12.678794860839844,,62848.0,,2193,,,,,0.06974992000323255,458.78188818735515,,,,1680630664.0,,,,,,0.04907737800022005,,,,0.0001,,,,,,,,229,0.0009168550004687859,1.489001078880392e-06,,,,,0.019081300000834744,0.0005082679999759421,0.0,0.00016463000065414235,
1964.0,12.545332908630371,,62880.0,,2194,,,,,0.06896615099867631,463.9957361200886,,,,1680630664.0,,,,,,0.049578648000533576,,,,0.0001,,,,,,,,229,0.0008602990001236321,1.5329987945733592e-06,,,,,0.017837870998846483,0.0005351799991331063,0.0,0.0001526200012449408,
1965.0,12.770191192626953,,62912.0,,2195,,,,,0.06959160800033715,459.8255582748565,,,,1680630665.0,,,,,,0.04901684100150305,,,,0.0001,,,,,,,,230,0.000827705998744932,2.1979994926368818e-06,,,,,0.018831013001545216,0.0007550919999630423,0.0,0.00015875799908826593,
1966.0,12.606770515441895,,62944.0,,2196,,,,,0.06890607999957865,464.4002387045624,,,,1680630665.0,,,,,,0.04942594500062114,,,,0.0001,,,,,,,,230,0.0007645040004717885,2.0080005924683064e-06,,,,,0.017956174999198993,0.0006001660003676079,0.0,0.00015728199832665268,
1967.0,12.7227144241333,,62976.0,,2197,,,,,0.0690673670014803,463.3157653065615,,,,1680630665.0,,,,,,0.04960629000015615,,,,0.0001,,,,,,,,230,0.0008777370003372198,1.498001438449137e-06,,,,,0.017869834999146406,0.0005564410002989462,0.0,0.0001555660001031356,
1968.0,12.58984375,,63008.0,,2198,,,,,0.0692668740011868,461.9812928103514,,,,1680630665.0,,,,,,0.04980205100036983,,,,0.0001,,,,,,,,230,0.0008289670004160143,1.6539997886866331e-06,,,,,0.01794613099991693,0.0005354149998311186,0.0,0.00015265600086422637,
1969.0,12.578819274902344,,63040.0,,2199,,,,,0.0687191659999371,465.66339294672593,,,,1680630665.0,,,,,,0.049222274999920046,,,,0.0001,,,,,,,,230,0.0009198730003845412,1.6999983927235007e-06,,,,,0.0179258000007394,0.0004988000000594184,0.0,0.00015071800044097472,
1970.0,12.505497932434082,,63072.0,,2200,,,,,0.06952249000096344,460.28270850995904,,,,1680630665.0,,,,,,0.05000928900153667,,,,0.0001,,,,,,,,230,0.0008214479985326761,1.9740000425372273e-06,,,,,0.017952383999727317,0.0005898000017623417,0.0,0.00014759499936189968,
1971.0,12.685410499572754,,63104.0,,2201,,,,,0.06896629999755532,463.99473367622033,,,,1680630665.0,,,,,,0.04944034999971336,,,,0.0001,,,,,,,,230,0.0008275939999293769,1.860998963820748e-06,,,,,0.0179794010000478,0.0005365229990275111,0.0,0.00018057099987345282,
,,22518.0,,0.8383942142143448,2202,204806.590464,0.0,1684934.0,0.0,,,3.0,1276484.0,5233.770496,1680630665.0,0.0,1.0900000000000318,3340.066816,27782.836224,,,9.908000000000015,2840.0,651.329536,,1230342.0,18277.0,2.719744,5.833333333333333,0.0,0.11847568612463363,6.1000000000000005,230,,,4505.669632,,0.0,35.53127957285972,,,,0.00015486799929931294,6.5
1972.0,12.600052833557129,,63136.0,,2203,,,,,0.06991530400046031,457.6966439249026,,,,1680630665.0,,,,,,0.04923007700017479,,,,0.0001,,,,,,,,230,0.0007941010007925797,1.845999577199109e-06,,,,,0.019230670000979444,0.0005037419996369863,0.0,,
1973.0,12.71875,,63168.0,,2204,,,,,0.06906876600078249,463.30638076894945,,,,1680630665.0,,,,,,0.049713640999470954,,,,0.0001,,,,,,,,230,0.000635948001217912,1.7430011212127283e-06,,,,,0.01801702599914279,0.0005450190001283772,0.0,0.00015538899970124476,
1974.0,12.779767036437988,,63200.0,,2205,,,,,0.06894206999822927,464.1578067038297,,,,1680630665.0,,,,,,0.048597097000310896,,,,0.0001,,,,,,,,230,0.0007105839995347196,1.8150003597838804e-06,,,,,0.018792341999869677,0.0006666679983027279,0.0,0.0001735639998514671,
1975.0,12.606342315673828,,63232.0,,2206,,,,,0.0693536140024662,461.40349656273264,,,,1680630666.0,,,,,,0.050037783999869134,,,,0.0001,,,,,,,,231,0.0006101489998400211,1.5650002751499414e-06,,,,,0.018002316001002328,0.0005344210003386252,0.0,0.00016737900114094373,
1976.0,12.626850128173828,,63264.0,,2207,,,,,0.06872513400048774,465.6229553480812,,,,1680630666.0,,,,,,0.049453190998974605,,,,0.0001,,,,,,,,231,0.0008016440006031189,1.8480004655430093e-06,,,,,0.0178081829999428,0.00050695500067377,0.0,0.0001533129998279037,
1977.0,12.60261058807373,,63296.0,,2208,,,,,0.06948967000062112,460.5001002266089,,,,1680630666.0,,,,,,0.050362882000626996,,,,0.0001,,,,,,,,231,0.0008185879996744916,1.7070015019271523e-06,,,,,0.017659115999776986,0.0004928359994664788,0.0,0.0001545409995742375,
1978.0,12.668415069580078,,63328.0,,2209,,,,,0.06901923000077659,463.638901790703,,,,1680630666.0,,,,,,0.04966403599974001,,,,0.0001,,,,,,,,231,0.0008109880000120029,1.7279999156016856e-06,,,,,0.017871003999971435,0.0005188810009713052,0.0,0.00015259300016623456,
