02_timing/step_time_s,02_timing/forward_time_s,01_general/step_based_sps,disk/time/disk_busy_time_sys_s,cpu/interrupts/interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,_timestamp,01_general/lr,01_general/minibatch_loss,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,02_timing/dataload_time_s,memory/total_memory_sys_MB,01_general/dataset_iteration_count,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,01_general/locally_processed_samples,_step,02_timing/backward_time_s,disk/counter/disk_read_sys_count,cpu/interrupts/ctx_switches_count,process/voluntary_proc_ctx_switches,01_general/step,02_timing/opt_step_time_s,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,02_timing/dataload_cuda_move_time_s,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,bandwidth/net_recv_sys_bandwidth_Mbits,_runtime,cpu/logical_core_count,memory/available_memory_sys_MB,memory/used_memory_sys_percent,process/involuntary_proc_ctx_switches,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB
0.16752061399893137,,191.02126738983975,,,,,,,1680627151.0,0.0001,7.204345703125,,,0.002811438999742677,,0.0,,,,,4448.0,192,0.1446887889997015,,,,138.0,1.5910000001895241e-06,,,,,,,53,,,,,,,,,
0.1696380869998393,0.017181203000291134,188.63688317842394,,,,,,,1680627151.0,0.0001,7.002685546875,,,0.0028927749999638763,,0.0,,,,,4480.0,193,0.1465780119997362,,,,139.0,1.5579998944303952e-06,0.00045683000007556984,,0.0025277089998780866,,,,53,,,,,,,,,
0.1678471349987376,0.017317199999524746,190.64966465016323,,,,,,,1680627151.0,0.0001,7.4625244140625,,,0.002848043000085454,,0.0,,,,,4512.0,194,0.14479192499948113,,,,140.0,1.5080004232004285e-06,0.0004460059999473742,,0.0024424529992757016,,,,53,,,,,,,,,
,0.01724461899993912,,0.8879999999999768,143221.0,0.0,7.366666666666667,0.0,3834.605568,1680627151.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4398.329856,0.0,,195,,0.0,161898.0,1257.0,,,0.0004447390001587337,0.18899999999996453,0.0025823549995038775,0.0,0.05721895685685911,125.61468860660062,53,,204836.253696,3.0,548.0,356.0,5527.343104,181546.0,0.09195105524928446,2.719744
0.16815983199921902,,190.2951472986047,,,,,,,1680627152.0,0.0001,7.2806396484375,,,0.00273223699969094,,0.0,,,,,4544.0,196,0.14515417399979924,,,,141.0,1.708000127109699e-06,,,,,,,54,,,,,,,,,
0.16918192200046178,0.017213947000527696,189.1455045646819,,,,,,,1680627152.0,0.0001,7.0570068359375,,,0.002805542999340105,,0.0,,,,,4576.0,197,0.1460093189998588,,,,142.0,1.5340001482400112e-06,0.0004847760001212009,,0.002666803000465734,,,,54,,,,,,,,,
0.1674221099992792,0.017521572999612545,191.13365612306384,,,,,,,1680627152.0,0.0001,7.25634765625,,,0.0027380499996070284,,0.0,,,,,4608.0,198,0.14423274399996444,,,,143.0,1.303999852098059e-06,0.0004268650000085472,,0.002501574000234541,,,,54,,,,,,,,,
,,,0.9039999999999964,146318.0,0.0,7.066666666666667,0.0,3834.609664,1680627152.0,,,4.566666666666666,27130.486784,,,,868.22912,4.9,4389.183488,0.0,,199,,0.0,164258.0,1282.0,,,,0.18999999999999773,0.0024562849994254066,0.0,0.016343592094323,101.06580483688361,54,,204845.387776,3.0,563.0,360.0,5527.343104,186065.0,0.1604672606379893,2.719744
0.16757112799950846,0.017843001000073855,190.96368438895908,,,,,,,1680627153.0,0.0001,7.0198974609375,,,0.0027770630003942642,,0.0,,,,,4640.0,200,0.1440457669996249,,,,144.0,2.0080005924683064e-06,0.0004470039993975661,,,,,,55,,,,,,,,,
0.1679909909998969,0.01700473500022781,190.48640530979213,,,,,,,1680627153.0,0.0001,7.351318359375,,,0.0025753749996511033,,0.0,,,,,4672.0,201,0.14548868499969103,,,,145.0,1.6560006770305336e-06,0.0004363749994809041,,0.002484165000169014,,,,55,,,,,,,,,
0.16759771000033652,0.017051800999979605,190.93339640461522,,,,,,,1680627153.0,0.0001,7.362060546875,,,0.002629321999847889,,0.0,,,,,4704.0,202,0.1449319840003227,,,,146.0,1.669000084802974e-06,0.00044855499982077163,,0.002534379000280751,,,,55,,,,,,,,,
,,,0.9200000000000159,150016.0,0.0,7.066666666666667,0.0,3825.954816,1680627153.0,,,4.566666666666666,27130.486784,,,,859.574272,4.9,4395.933696,0.0,,203,,0.0,169744.0,1321.0,,,,0.19200000000000728,,0.0,0.016347301132113436,148.1868480332784,55,,204838.608896,3.0,577.0,364.0,5527.343104,191964.0,0.3311206509129968,2.719744
0.16909470700011298,0.017463154999859398,189.24306128623306,,,,,,,1680627154.0,0.0001,7.1329345703125,,,0.002887777000069036,,0.0,,,,,4736.0,204,0.1455491910001001,,,,147.0,1.663000148255378e-06,0.0005144050001035794,,0.002678515999832598,,,,56,,,,,,,,,
0.1682572159998017,0.01684666900018783,190.18500817247394,,,,,,,1680627154.0,0.0001,7.1229248046875,,,0.0031210110000756686,,0.0,,,,,4768.0,205,0.14538454100056697,,,,148.0,1.6099993445095606e-06,0.0004458559997146949,,0.0024575289999120287,,,,56,,,,,,,,,
,0.01700026800062915,,0.9320000000000164,152503.0,0.0,7.066666666666667,0.0,3834.609664,1680627154.0,,,4.566666666666666,27130.486784,,,,868.22912,4.9,4402.110464,0.0,,206,0.1459958169998572,0.0,173401.0,1337.0,,1.5870000424911268e-06,0.00043729599929065444,0.19200000000000728,0.0024886740002330043,0.0,0.01226051084993185,92.86988950555862,56,,204813.262848,3.0,587.0,367.0,5527.343104,195647.0,0.1550443768138865,2.719744
0.1682379959993341,,190.2067354637692,,,,,,,1680627154.0,0.0001,7.2330322265625,,,0.002314353999281593,,0.0,,,,,4800.0,207,,,,,149.0,,,,,,,,56,,,,,,,,,
0.16852825499972823,0.017264611999962653,189.87913925799327,,,,,,,1680627155.0,0.0001,7.2320556640625,,,0.002813975000208302,,0.0,,,,,4832.0,208,0.1454713900002389,,,,150.0,1.987999894481618e-06,0.0004492389998631552,,0.0025270509995607426,,,,57,,,,,,,,,
0.16770026199992571,0.017031774999850313,190.81663688762856,,,,,,,1680627155.0,0.0001,7.1517333984375,,,0.0026850899994315114,,0.0,,,,,4864.0,209,0.14493990800019674,,,,151.0,1.6559997675358318e-06,0.0004339540000728448,,0.002607879000606772,,,,57,,,,,,,,,
,0.016866588000084448,,0.9560000000000173,155029.0,0.0,7.066666666666667,0.0,3834.605568,1680627155.0,,,4.566666666666666,27130.486784,,,,868.225024,4.9,4403.392512,0.0,,210,0.1453894730002503,0.0,177213.0,1357.0,,1.6009998944355175e-06,0.00043905300026381155,0.19599999999996953,0.0026083419998030877,0.0,0.1266859784050038,100.06726050111938,57,,204812.140544,3.0,600.0,379.0,5527.343104,199332.0,0.07533952558608373,2.719744
0.16803051700026117,,190.441596986518,,,,,,,1680627155.0,0.0001,7.1573486328125,,,0.0027254599999650964,,0.0,,,,,4896.0,211,,,,,152.0,,,,,,,,57,,,,,,,,,
0.1692700519997743,0.017224920999979076,189.04702646421276,,,,,,,1680627156.0,0.0001,6.8914794921875,,,0.003211575999557681,,0.0,,,,,4928.0,212,0.14587925900013943,,,,153.0,1.538999640615657e-06,0.000447454000095604,,0.0025053030003618915,,,,58,,,,,,,,,
0.1694145470019066,0.01689291700040485,188.8857867656422,,,,,,,1680627156.0,0.0001,7.2144775390625,,,0.0026811310008270084,,0.0,,,,,4960.0,213,0.1468518560004668,,,,154.0,1.383000380883459e-06,0.000459750999652897,,0.0025275090001741773,,,,58,,,,,,,,,
,0.01715363399944181,,0.97199999999998,157600.0,0.0,7.066666666666667,0.0,3834.609664,1680627156.0,,,4.566666666666666,27130.486784,,,,868.22912,4.9,4395.487232,0.0,,214,0.1451375710003049,0.0,181399.0,1375.0,,1.7120000848080963e-06,0.00044500599960883847,0.19799999999997908,0.002505086999917694,0.0,0.01634728557704737,111.34680587304851,58,,204820.209664,3.0,615.0,383.0,5527.343104,203062.0,0.15910666186845218,2.719744
0.16824737499973708,,190.1961323322281,,,,,,,1680627156.0,0.0001,7.09765625,,,0.003004365000379039,,0.0,,,,,4992.0,215,,,,,155.0,,,,,,,,58,,,,,,,,,
0.16848016300082236,0.016849661000378546,189.93333951038383,,,,,,,1680627157.0,0.0001,7.11181640625,,,0.002693894000003638,,0.0,,,,,5024.0,216,0.1459504280001056,,,,156.0,1.618000169401057e-06,0.000437701000009838,,0.0025468610001553316,,,,59,,,,,,,,,
0.17012173399780295,0.01705400699938764,188.10059860084232,,,,,,,1680627157.0,0.0001,7.1314697265625,,,0.0027709589994628914,,0.0,,,,,5056.0,217,0.14721698199991806,,,,157.0,1.8839991753338836e-06,0.00044387900015863124,,0.0026340229997003917,,,,59,,,,,,,,,
,0.01734326299992972,,0.9879999999999995,159702.0,0.0,7.033333333333333,0.0,3834.605568,1680627157.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4393.848832,0.0,,218,0.14441417700072634,0.0,184909.0,1393.0,,1.4389997886610217e-06,0.0005376579993026098,0.19899999999995543,0.002513743999770668,0.0,0.016347277806785094,86.48806694885829,59,,204821.512192,3.0,628.0,387.0,5527.343104,205917.0,0.06643476228842399,2.719744
0.16801878199930798,,190.4548980728345,,,,,,,1680627157.0,0.0001,7.32958984375,,,0.003208500999789976,,0.0,,,,,5088.0,219,,,,,158.0,,,,,,,,59,,,,,,,,,
0.16970715500065126,0.017034735000379442,188.56011109182285,,,,,,,1680627158.0,0.0001,7.1943359375,,,0.0026892890000453917,,0.0,,,,,5120.0,220,0.14699142599965853,,,,159.0,1.678000444371719e-06,0.0004456189999473281,,0.0025444080001761904,,,,60,,,,,,,,,
0.1689813150005648,0.01704176000021107,189.3700495814762,,,,,,,1680627158.0,0.0001,7.4053955078125,,,0.0028039469998475397,,0.0,,,,,5152.0,221,0.14621727099984128,,,,160.0,1.5590003386023454e-06,0.00044426800013752654,,0.0024725100001887768,,,,60,,,,,,,,,
,0.017245320999791147,,1.004000000000019,161567.0,0.0,7.033333333333333,0.0,3834.609664,1680627158.0,,,4.566666666666666,27130.486784,,,,868.22912,4.933333333333334,4395.266048,0.0,,222,0.14530227999966883,0.0,188131.0,1407.0,,1.7740003386279568e-06,0.00045095599944033893,0.19999999999998863,0.002602036000098451,0.0,0.016347923366290828,83.89246590775699,60,,204820.25472,3.0,641.0,391.0,5527.343104,208413.0,0.05451170344383078,2.719744
0.168592044999059,,189.80729488261804,,,,,,,1680627158.0,0.0001,7.1458740234375,,,0.002989677999721607,,0.0,,,,,5184.0,223,,,,,161.0,,,,,,,,60,,,,,,,,,
0.16910345500127733,0.0171075700000074,189.23327142995564,,,,,,,1680627159.0,0.0001,7.4371337890625,,,0.0028382640002746484,,0.0,,,,,5216.0,224,0.14606310700037284,,,,162.0,1.4090001059230417e-06,0.00042503600070631364,,0.0026680689998102025,,,,61,,,,,,,,,
0.1690500719996635,0.017000253000333032,189.29302792644594,,,,,,,1680627159.0,0.0001,7.0584716796875,,,0.0029013829998802976,,0.0,,,,,5248.0,225,0.14624873399952776,,,,163.0,1.942999915627297e-06,0.0004341630001363228,,0.0024635959998704493,,,,61,,,,,,,,,
,0.017099173999667983,,1.0199999999999818,163997.0,0.0,7.033333333333333,0.0,3834.605568,1680627159.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4396.515328,0.0,,226,0.14637182899969048,0.0,192061.0,1425.0,,1.5989999155863188e-06,0.0004569809998429264,0.20099999999996498,0.0025238779999199323,0.0,0.016348187819814546,98.29612150840339,61,,204819.554304,3.0,654.0,395.0,5527.343104,211839.0,0.09012257838960623,2.719744
0.16933395199885126,,188.97568752317954,,,,,,,1680627159.0,0.0001,6.9718017578125,,,0.0028804909998143557,,0.0,,,,,5280.0,227,,,,,164.0,,,,,,,,61,,,,,,,,,
0.16950946700035274,0.016875077999429777,188.7800166343123,,,,,,,1680627160.0,0.0001,7.0745849609375,,,0.0027660890000333893,,0.0,,,,,5312.0,228,0.14691783499984012,,,,165.0,1.5710002116975375e-06,0.00044534000062412815,,0.002503554000213626,,,,62,,,,,,,,,
0.16869987700101774,0.01736306299972057,189.6859711391903,,,,,,,1680627160.0,0.0001,7.4718017578125,,,0.0028329140004643705,,0.0,,,,,5344.0,229,0.14550597299967194,,,,166.0,1.9290000636829063e-06,0.00044334400081424974,,0.002552654000282928,,,,62,,,,,,,,,
,0.016901374000553915,,1.0400000000000205,166397.0,0.0,7.033333333333333,0.0,3834.609664,1680627160.0,,,4.566666666666666,27130.486784,,,,868.22912,4.933333333333334,4397.101056,0.0,,230,0.14700886700029514,0.0,195424.0,1445.0,,1.7160000425064936e-06,0.00043938900034845574,0.2519999999999527,0.002582396000434528,0.0,0.4373075741825957,83.32655396309252,62,,204818.579456,3.0,667.0,456.0,5527.343104,215284.0,0.06294119126805081,2.719744
0.16971074200137082,,188.55612569145165,,,,,,,1680627160.0,0.0001,7.02099609375,,,0.0027769999996962724,,0.0,,,,,5376.0,231,,,,,167.0,,,,,,,,62,,,,,,,,,
0.16938913199828676,0.0171085989995845,188.9141270310285,,,,,,,1680627161.0,0.0001,7.159423828125,,,0.0028885399997307104,,0.0,,,,,5408.0,232,0.14644626900008006,,,,168.0,1.5599998732795939e-06,0.0004492549996939488,,0.0024949089993242524,,,,63,,,,,,,,,
0.16836160899947572,0.017192585999509902,190.06708352436598,,,,,,,1680627161.0,0.0001,7.1981201171875,,,0.0028407989993866067,,0.0,,,,,5440.0,233,0.14520753200031322,,,,169.0,1.5599998732795939e-06,0.0005491410001923214,,0.002569991000200389,,,,63,,,,,,,,,
,0.016865036000126565,,1.0559999999999832,169395.0,0.0,7.033333333333333,0.0,3834.605568,1680627161.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4414.8736,0.0,,234,0.1471219850000125,0.0,199300.0,1464.0,,1.497000084782485e-06,0.00043392899988248246,0.2529999999999859,0.002517075000469049,0.0,0.016347896142872343,102.2067353584858,63,,204800.86016,3.0,679.0,460.0,5527.343104,219950.0,0.086153731955795,2.719744
0.1697325870009081,,188.53185805639546,,,,,,,1680627161.0,0.0001,7.0008544921875,,,0.0027930650003327173,,0.0,,,,,5472.0,235,,,,,170.0,,,,,,,,63,,,,,,,,,
0.16902567399847612,0.017119086999628053,189.32035141766985,,,,,,,1680627162.0,0.0001,7.1580810546875,,,0.0027261609993729508,,0.0,,,,,5504.0,236,0.14620835200003057,,,,171.0,1.6429994502686895e-06,0.0004465339998205309,,0.002523897000173747,,,,64,,,,,,,,,
0.1684193580013016,0.017258514000786818,190.00191177401766,,,,,,,1680627162.0,0.0001,7.538818359375,,,0.002992951999658544,,0.0,,,,,5536.0,237,0.14518330200007767,,,,172.0,1.7510001271148212e-06,0.00046941400069044903,,0.0025134249999609892,,,,64,,,,,,,,,
,0.01693820099990262,,1.0720000000000027,171372.0,0.0,7.000000000000001,0.0,3834.609664,1680627162.0,,,4.6,27130.486784,,,,868.22912,4.966666666666667,4415.700992,0.0,,238,0.1457659280004009,0.0,202464.0,1481.0,,1.463999979023356e-06,0.00043719299992517335,0.25399999999996226,0.002491600000212202,0.0,0.016347682247739085,77.46371582342783,64,,204800.139264,3.0,692.0,464.0,5527.343104,222671.0,0.05609138825131942,2.719744
0.16838213500068377,,190.04391409973542,,,,,,,1680627163.0,0.0001,7.135498046875,,,0.002747749000263866,,0.0,,,,,5568.0,239,,,,,173.0,,,,,,,,65,,,,,,,,,
0.16937100700033625,0.01769648000026791,188.93434340823438,,,,,,,1680627163.0,0.0001,7.0355224609375,,,0.0026940120005747303,,0.0,,,,,5600.0,240,0.14599107899994124,,,,174.0,2.0990000848541968e-06,0.0004347869999037357,,0.00255254999956378,,,,65,,,,,,,,,
0.16961390699998447,0.017054113000085636,188.66377507596079,,,,,,,1680627163.0,0.0001,7.1826171875,,,0.0026832739995370503,,0.0,,,,,5632.0,241,0.14687526099987736,,,,175.0,1.5480000001844019e-06,0.0004473960007089772,,0.0025523149997752625,,,,65,,,,,,,,,
,0.016875504000381625,,1.0880000000000223,173712.0,0.0,7.000000000000001,0.0,3834.605568,1680627163.0,,,4.6,27130.486784,,,,868.225024,4.966666666666667,4415.287296,0.0,,242,0.14717162800025108,0.0,206120.0,1500.0,,1.5429995983140543e-06,0.0004360370003269054,0.2559999999999718,0.0025356480000482406,0.0,0.016348242268685097,86.53946038828404,65,,204800.110592,3.0,706.0,468.0,5527.343104,225917.0,0.07772599366144912,2.719744
0.16988687200046115,,188.36064036727416,,,,,,,1680627164.0,0.0001,7.274658203125,,,0.0028665119998549926,,0.0,,,,,5664.0,243,,,,,176.0,,,,,,,,66,,,,,,,,,
0.1693051550000746,0.01706243899934634,189.00783026946758,,,,,,,1680627164.0,0.0001,7.2227783203125,,,0.003015117999893846,,0.0,,,,,5696.0,244,0.14631246499993722,,,,177.0,1.684000380919315e-06,0.0004660459999286104,,0.0024474030005876557,,,,66,,,,,,,,,
0.16880830500122102,0.01736228200024925,189.564133113999,,,,,,,1680627164.0,0.0001,7.304443359375,,,0.00249267500021233,,0.0,,,,,5728.0,245,0.14604168299956655,,,,178.0,1.6160001905518584e-06,0.00043189700045331847,,0.0024781520005490165,,,,66,,,,,,,,,
,0.016945588000453427,,1.103999999999985,176004.0,0.0,7.000000000000001,0.0,3834.609664,1680627164.0,,,4.6,27130.486784,,,,868.22912,4.966666666666667,4415.438848,0.0,,246,,0.0,209820.0,1519.0,,,0.0004369490006865817,0.25799999999998136,0.002517889000046125,0.0,0.07764600471508838,90.45687713993962,66,,204800.065536,3.0,718.0,475.0,5527.343104,229183.0,0.07873949799691371,2.719744
0.16850807200080453,,189.9018819694716,,,,,,,1680627165.0,0.0001,7.419677734375,,,0.002644584999870858,,0.0,,,,,5760.0,247,0.14596143800008576,,,,179.0,1.6229996617767029e-06,,,,,,,67,,,,,,,,,
0.17050554799970996,0.01715081200018176,187.677177519493,,,,,,,1680627165.0,0.0001,6.990966796875,,,0.0028415280003173393,,0.0,,,,,5792.0,248,0.14743830099996558,,,,180.0,1.5890000213403255e-06,0.0005209529999774531,,0.0025523649992464925,,,,67,,,,,,,,,
0.16827648999878875,0.016947383000115224,190.16322482261387,,,,,,,1680627165.0,0.0001,7.28759765625,,,0.0027806320003946894,,0.0,,,,,5824.0,249,0.14556278300005943,,,,181.0,1.7839993233792484e-06,0.00042591799956426257,,0.0025579899993317667,,,,67,,,,,,,,,
,0.01702421099980711,,1.1240000000000236,178190.0,0.0,7.000000000000001,0.0,3834.605568,1680627165.0,,,4.6,27130.486784,,,,868.225024,4.966666666666667,4417.523712,0.0,,250,,0.0,213317.0,1539.0,,,0.00044422599967219867,0.2629999999999768,0.0024403459992754506,0.0,0.06538520713883646,89.3528843305696,67,,204798.521344,3.0,731.0,486.0,5527.343104,232268.0,0.08141224521445231,2.719744
0.16835427299793082,,190.0753656569994,,,,,,,1680627166.0,0.0001,7.0621337890625,,,0.002745449999565608,,0.0,,,,,5856.0,251,0.14569839399973716,,,,182.0,1.6459998732898384e-06,,,,,,,68,,,,,,,,,
0.17100030900019192,0.017135623000285705,187.1341647690478,,,,,,,1680627166.0,0.0001,7.2474365234375,,,0.0029617139998663333,,0.0,,,,,5888.0,252,0.14793693499996152,,,,183.0,1.5489995348616503e-06,0.0004541770003925194,,0.0025103110001509776,,,,68,,,,,,,,,
0.16921186200033844,0.016894300999410916,189.1120375469658,,,,,,,1680627166.0,0.0001,7.0438232421875,,,0.0027306939991831314,,0.0,,,,,5920.0,253,0.14665776700076094,,,,184.0,1.7279999156016856e-06,0.000425414000346791,,0.0025019580007210607,,,,68,,,,,,,,,
,0.016969459000392817,,1.1399999999999864,180438.0,0.0,7.000000000000001,0.0,3834.61376,1680627166.0,,,4.6,27130.486784,,,,868.22912,4.966666666666667,4408.40192,0.0,,254,,0.0,216662.0,1557.0,,,0.0004329880002842401,0.26399999999995316,0.002513457000532071,0.0,0.016346305674819615,81.79201288637604,68,,204826.529792,3.0,743.0,490.0,5527.343104,235442.0,0.4274383338289143,2.719744
0.16835111400087044,,190.07893229524188,,,,,,,1680627167.0,0.0001,7.0986328125,,,0.002871335000236286,,0.0,,,,,5952.0,255,0.1455623049996575,,,,185.0,1.5699997675255872e-06,,,,,,,69,,,,,,,,,
0.16852204099905066,0.017222778999894217,189.8861407700389,,,,,,,1680627167.0,0.0001,7.05810546875,,,0.0026988889994754572,,0.0,,,,,5984.0,256,0.1455816319994483,,,,186.0,1.6160001905518584e-06,0.0004506510003920994,,0.002566473999650043,,,,69,,,,,,,,,
0.16997079199882137,0.016969505999441026,188.26764071454053,,,,,,,1680627167.0,0.0001,7.1702880859375,,,0.002868235999812896,,0.0,,,,,6016.0,257,0.14723303499977192,,,,187.0,1.4930001270840876e-06,0.00042511900028330274,,0.0024734029993851436,,,,69,,,,,,,,,
,0.01701306700033456,,1.156000000000006,182646.0,0.0,6.699999999999999,0.0,3834.609664,1680627167.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4406.177792,0.0,,258,,0.0,220336.0,1573.0,,,0.00044084999990445795,0.2659999999999627,0.00246129200058931,0.0,0.016346900605854593,77.98394293815453,69,,204828.864512,3.0,758.0,494.0,5527.343104,238404.0,0.06403068195388292,2.719744
0.17005249000067124,,188.17719164167303,,,,,,,1680627168.0,0.0001,7.269775390625,,,0.0029480399998647044,,0.0,,,,,6048.0,259,0.1471871009998722,,,,188.0,2.1400001060101204e-06,,,,,,,70,,,,,,,,,
0.16987488999984635,0.01720558200031519,188.3739262467157,,,,,,,1680627168.0,0.0001,7.08447265625,,,0.002603736999844841,,0.0,,,,,6080.0,260,0.14706588399985776,,,,189.0,1.7430002117180265e-06,0.00043534899941732874,,0.002562595000199508,,,,70,,,,,,,,,
0.16866443899925798,0.01706350000040402,189.7258259646586,,,,,,,1680627168.0,0.0001,7.0369873046875,,,0.0029459219995260355,,0.0,,,,,6112.0,261,0.1456861239994396,,,,190.0,1.6980002328637056e-06,0.000431505000051402,,0.002535689999604074,,,,70,,,,,,,,,
,0.017192317000080948,,1.1720000000000255,184990.0,0.0,6.699999999999999,0.0,3834.61376,1680627168.0,,,4.566666666666666,27130.486784,,,,868.22912,4.933333333333334,4410.793984,0.0,,262,,0.0,223804.0,1592.0,,,0.0005125909992784727,0.2669999999999959,0.0025854639998215134,0.0,0.016346546745506185,111.03500431546314,70,,204823.79776,3.0,771.0,498.0,5527.343104,241794.0,0.07083769648964929,2.719744
0.16891790999852674,,189.44113149564245,,,,,,,1680627169.0,0.0001,7.294677734375,,,0.003006117000040831,,0.0,,,,,6144.0,263,0.1456199309996009,,,,191.0,1.4899997040629387e-06,,,,,,,71,,,,,,,,,
0.16880426599800558,0.01702672299961705,189.56866884145026,,,,,,,1680627169.0,0.0001,7.406005859375,,,0.00264264399993408,,0.0,,,,,6176.0,264,0.14622877399960998,,,,192.0,1.8379996618023142e-06,0.00042803499945875956,,0.0024762519997238996,,,,71,,,,,,,,,
0.16831087899936392,0.017073850999622664,190.12437098686254,,,,,,,1680627169.0,0.0001,7.3486328125,,,0.0026828609998119646,,0.0,,,,,6208.0,265,0.1456473840007675,,,,193.0,1.6629992387606762e-06,0.0004437180004970287,,0.002461401999426016,,,,71,,,,,,,,,
,0.017578111000148056,,1.1879999999999882,187595.0,0.0,6.699999999999999,0.0,3834.609664,1680627169.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4439.273472,0.0,,266,,0.0,226893.0,1609.0,,,0.00047936099963408196,0.2699999999999818,0.0026317989995732205,0.0,0.05312481105224249,109.623247135784,71,,204795.478016,3.0,783.0,504.0,5527.343104,245176.0,0.0887861175034052,2.719744
0.17040982199978316,,187.7826032823432,,,,,,,1680627170.0,0.0001,7.25439453125,,,0.0029067969999232446,,0.0,,,,,6240.0,267,0.14681202700012363,,,,194.0,1.7270003809244372e-06,,,,,,,72,,,,,,,,,
0.16925190200072393,0.01714463100051944,189.06729922516988,,,,,,,1680627170.0,0.0001,7.293212890625,,,0.0028070990001651808,,0.0,,,,,6272.0,268,0.1463219860006575,,,,195.0,2.044999746431131e-06,0.00044332800007396145,,0.002532812999561429,,,,72,,,,,,,,,
0.1684778129992992,0.016967811000540678,189.93598878288566,,,,,,,1680627170.0,0.0001,7.145263671875,,,0.002898571000514494,,0.0,,,,,6304.0,269,0.14558781199957593,,,,196.0,1.5999994502635673e-06,0.00047697199988760985,,0.002545046999330225,,,,72,,,,,,,,,
,0.01722750699991593,,1.2080000000000268,189932.0,0.0,6.699999999999999,0.0,3834.61376,1680627170.0,,,4.566666666666666,27130.486784,,,,868.22912,4.933333333333334,4440.915968,0.0,,270,,0.0,231073.0,1626.0,,,0.000456682999356417,0.2729999999999677,0.002461974999278027,0.0,0.06946999790038662,109.01897079924385,72,,204793.97888,3.0,795.0,513.0,5527.343104,248494.0,0.06973338369321282,2.719744
0.16866052599834802,,189.7302276901083,,,,,,,1680627171.0,0.0001,7.09326171875,,,0.002630910000334552,,0.0,,,,,6336.0,271,0.14588175300013972,,,,197.0,1.6979993233690038e-06,,,,,,,73,,,,,,,,,
0.1694649359997129,0.016957269000158703,188.8296231384067,,,,,,,1680627171.0,0.0001,7.148193359375,,,0.0027051489996665623,,0.0,,,,,6368.0,272,0.14691790800043236,,,,198.0,1.5659998098271899e-06,0.0004248079994795262,,0.0024582360001659254,,,,73,,,,,,,,,
0.16927578799914045,0.017084228999920015,189.04062050600226,,,,,,,1680627171.0,0.0001,7.0291748046875,,,0.0026411600001665647,,0.0,,,,,6400.0,273,0.14658096699986345,,,,199.0,1.5189998521236703e-06,0.00044200499996804865,,0.002525907999370247,,,,73,,,,,,,,,
,0.016904931000681245,,1.2280000000000086,192791.0,0.0,6.699999999999999,0.0,3834.609664,1680627171.0,,,4.566666666666666,27130.486784,,,,868.225024,4.933333333333334,4443.127808,0.0,,274,,0.0,234597.0,1646.0,,,0.00042896900049527176,0.2740000000000009,0.0025164519993268186,0.0,0.01634761224691112,93.4184062252075,73,,204791.431168,3.0,807.0,517.0,5527.343104,252876.0,0.06772126088042255,2.719744
0.16905197000141925,,189.290902671713,,,,,,,1680627172.0,0.0001,7.2974853515625,,,0.0026009860002886853,,0.0,,,,,6432.0,275,0.14659920099984447,,,,200.0,1.4310007827589288e-06,,,,,,,74,,,,,,,,,
0.1688980859989897,0.0171205029992052,189.4633666848742,,,,,,,1680627172.0,0.0001,7.0230712890625,,,0.002775805999590375,,0.0,,,,,6464.0,276,0.14598716799991962,,,,201.0,1.5670002539991401e-06,0.0004574790000333451,,0.00255556299998716,,,,74,,,,,,,,,
0.16820324099990103,0.01711864200024138,190.24603693586872,,,,,,,1680627172.0,0.0001,7.124267578125,,,0.0029873449993829126,,0.0,,,,,6496.0,277,0.14490102200034016,,,,202.0,1.8029995771939866e-06,0.000737555000341672,,0.002456874000017706,,,,74,,,,,,,,,
,,,1.2479999999999905,195175.0,0.0,6.433333333333333,0.0,3834.61376,1680627172.0,,,4.566666666666666,27130.486784,,,,868.22912,4.9,4398.40768,0.0,,278,,0.0,238016.0,1663.0,,,,0.2759999999999536,0.002417194999907224,0.0,0.016345520269381526,91.43719158795355,74,,204836.31104,3.0,820.0,521.0,5527.343104,256346.0,0.07820788728938462,2.719744
