04_peers/peer_3_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_8_samples_accumulated,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_timestamp,03_hivemind/epoch_s,04_peers/peer_1_epoch,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,_step,03_hivemind/num_peers,04_peers/peer_2_epoch,03_hivemind/global_epoch,03_hivemind/undershot_TBS,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/overshot_TBS,04_peers/peer_8_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_2_samples_accumulated,04_peers/peer_6_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_6_epoch,04_peers/peer_8_epoch,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_3_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_7_samples_accumulated,03_hivemind/num_clients,04_peers/peer_5_epoch,04_peers/peer_7_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_7_epoch_oos,04_peers/peer_3_samples_accumulated
0.0,488.43,0.0,61226,172,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699588.0,,3.0,,534.91,58,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,65277,173,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699589.0,,3.0,,534.91,59,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,69332,174,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699590.0,,3.0,,534.91,60,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,73421,175,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699591.0,,3.0,,534.91,61,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,77490,176,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699592.0,,3.0,,534.91,62,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,81537,177,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699593.0,,3.0,,534.91,63,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,85578,178,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699594.0,,3.0,,534.91,64,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,89629,179,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699595.0,,3.0,,534.91,65,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,93731,180,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699596.0,,3.0,,534.91,66,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,97787,181,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699597.0,,3.0,,534.91,67,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,101858,182,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699598.0,,3.0,,534.91,68,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,105959,183,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699599.0,,3.0,,534.91,69,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,110076,184,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699600.0,,3.0,,534.91,70,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,114137,185,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699601.0,,3.0,,534.91,71,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,118211,186,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699602.0,,3.0,,534.91,72,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,122278,187,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699603.0,,3.0,,534.91,73,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,126354,188,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699604.0,,3.0,,534.91,74,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,130403,189,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699605.0,,3.0,,534.91,75,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,134464,190,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699606.0,,3.0,,534.91,76,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,138531,191,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699607.0,,3.0,,534.91,77,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,142614,192,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699608.0,,3.0,,534.91,78,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,146711,194,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699610.0,,3.0,,534.91,79,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,150777,195,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699611.0,,3.0,,534.91,80,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,154821,196,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699612.0,,3.0,,534.91,81,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,158865,197,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699613.0,,3.0,,534.91,82,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,162914,198,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699614.0,,3.0,,534.91,83,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,166955,199,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699615.0,,3.0,,534.91,84,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,171060,200,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699616.0,,3.0,,534.91,85,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,175109,201,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699617.0,,3.0,,534.91,86,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,179207,202,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699618.0,,3.0,,534.91,87,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,183270,203,495.92,0.0,,3920.7930104100583,3920.7930104100583,1680699619.0,,3.0,,534.91,88,8,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,141685,204,495.92,0.0,,2964.563125841367,2964.563125841367,1680699620.0,,3.0,,534.91,89,6,3.0,3,,0.0,0.0,0.0,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,,468.75,460.31,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,144728,205,,0.0,,2964.563125841367,2964.563125841367,1680699621.0,,3.0,,534.91,90,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,147792,206,,0.0,,2964.563125841367,2964.563125841367,1680699622.0,,3.0,,534.91,91,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,150847,207,,0.0,,2964.563125841367,2964.563125841367,1680699623.0,,3.0,,534.91,92,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,153893,208,,0.0,,2964.563125841367,2964.563125841367,1680699624.0,,3.0,,534.91,93,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,156959,209,,0.0,,2964.563125841367,2964.563125841367,1680699625.0,,3.0,,534.91,94,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,160008,210,,0.0,,2964.563125841367,2964.563125841367,1680699626.0,,3.0,,534.91,95,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
0.0,488.43,0.0,163084,211,,0.0,,2964.563125841367,2964.563125841367,1680699627.0,,3.0,,534.91,96,6,,3,,0.0,0.0,,0.0,0.5,,471.4,0.0,0,,0.0,521.1,479.97,0.0,,,3.0,3.0,,3.0,,,468.75,,0.0,0,3.0,3.0,0.0,0.0,0.0
