_runtime,03_hivemind/num_peers,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/global_epoch,02_timing/dataload_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,01_general/step,cpu/logical_core_count,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/step_time_s,01_general/minibatch_loss,memory/used_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/opt_step_time_s,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,_step,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/interrupts/soft_interrupts_count,02_timing/backward_time_s,cpu/interrupts/interrupts_count,01_general/dataset_iteration_count,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB
36,,0.028800932224839926,0.0,8.859375,1.046875,,,7.3,124573.0,,0.0,,9078.25152,1704.0,2.421875,,,2404.855808,0.0,95.57300817802064,2.4285181860161167,1681395456.0,,,7656.411136,0.4390000000003056,2.854912,,236921.950208,0.0,244.0,374.0,0.016234459510671102,75,0.0007822788320481777,,0.38799999999991996,0.004495388828217983,156339.0,0.12026641005650163,1361497.0,,0.0,6267.629568,36591.796224
36,9.0,,,,,0.0,0.003211359027773142,,,1280.0,,0.0001,,,,39.0,,,,,,1681395456.0,0.21238972479477525,7.2567138671875,,,,0.05483335582539439,,,,,,76,,,,,,,,0.0,,,
36,9.0,0.027935820631682873,,,,0.0,0.0031593171879649162,,,1312.0,,0.0001,,,,40.0,,,,,,1681395456.0,0.20113467192277312,7.3828125,,,,0.044024622067809105,,,,,,77,0.000875622034072876,,,0.004171601962298155,,0.1209676880389452,,0.0,,,
37,9.0,0.027000208385288715,,,,0.0,0.0032648202031850815,,,1344.0,,0.0001,,,,41.0,,,,,,1681395457.0,0.20054073631763458,7.066162109375,,,,0.04409499419853091,,,,,,78,0.0006603668443858624,,,0.004238472785800695,,0.12128187390044332,,0.0,,,
37,,0.027447958942502737,0.0,8.515625,1.0625,,,7.3,130428.0,,0.0,,9078.525952,1754.0,2.453125,,,2402.95936,0.0,86.93561893939543,2.225236031509137,1681395457.0,,,7659.085824,0.44100000000071304,2.854912,,236938.887168,0.0,248.0,376.0,0.016307929022591827,79,0.0007487582042813301,,0.4079999999999018,0.0041140601970255375,160058.0,,1366989.0,,0.0,6265.741312,36592.058368
37,9.0,,,,,0.0,0.003405783325433731,,,1376.0,,0.0001,,,,42.0,,,,,,1681395457.0,0.20227744011208415,7.3431396484375,,,,0.04437418235465884,,,,,,80,,,,,,0.12218669708818197,,0.0,,,
38,9.0,0.026332831010222435,,,,0.0,0.0034613441675901413,,,1408.0,,0.0001,,,,43.0,,,,,,1681395458.0,0.20213804300874472,7.4068603515625,,,,0.04442909173667431,,,,,,81,0.0006592459976673126,,,0.004493949003517628,,0.12276158109307289,,0.0,,,
38,9.0,0.0265245558694005,,,,0.0,0.0031763571314513683,,,1440.0,,0.0001,,,,44.0,,,,,,1681395458.0,0.2018602080643177,7.2760009765625,,,,0.0442346278578043,,,,,,82,0.0006274152547121048,,,0.004285894799977541,,0.12301135715097189,,0.0,,,
38,,0.027031547855585814,0.0,8.515625,1.0625,,,7.3,135261.0,,0.0,,9078.525952,1834.0,2.453125,,,2402.95936,0.0,83.81123359096988,2.1019734644878216,1681395458.0,,,7661.420544,0.443000000000211,2.854912,,236937.068544,0.0,252.0,377.0,0.016306094878048755,83,0.0007486087270081043,,0.42399999999997817,0.0045169200748205185,163357.0,,1371494.0,,0.0,6265.741312,36592.058368
38,9.0,,,,,0.0,0.003495474811643362,,,1472.0,,0.0001,,,,45.0,,,,,,1681395458.0,0.20214133383706212,7.0556640625,,,,0.04385332856327295,,,,,,84,,,,,,0.12249545380473137,,0.0,,,
39,9.0,0.026244858745485544,,,,0.0,0.003164806868880987,,,1504.0,,0.0001,,,,46.0,,,,,,1681395459.0,0.20176896452903748,7.2880859375,,,,0.04452932486310601,,,,,,85,0.0006140349432826042,,,0.004110400099307299,,0.12310553900897503,,0.0,,,
39,,0.025970923248678446,0.0,8.515625,1.0625,,,7.3,140308.0,,0.0,,9078.525952,1887.0,2.453125,,,2402.95936,0.0,80.75913895908218,2.0639588267531233,1681395459.0,,,7661.785088,0.44800000000032014,2.854912,0.04374856594949961,236916.576256,0.0,258.0,379.0,0.07750102852029576,86,0.0006771460175514221,,0.44399999999996,0.004382097162306309,166518.0,0.12355461996048689,1376032.0,,0.0,6265.741312,36592.058368
39,9.0,,,,,0.0,0.005503494292497635,,,1536.0,,0.0001,,,,47.0,,,,,,1681395459.0,0.2038368466310203,7.2786865234375,,,,,,,,,,87,,,,,,,,0.0,,,
39,9.0,0.02753057098016143,,,,0.0,0.0033714822493493557,,,1568.0,,0.0001,,,,48.0,,,,,,1681395459.0,0.20212729461491108,7.6488037109375,,,,0.044349349569529295,,,,,,88,0.0006987070664763451,,,0.00426613399758935,,0.1219110507518053,,0.0,,,
40,9.0,0.027595413383096457,,,,0.0,0.00326786981895566,,,1600.0,,0.0001,,,,49.0,,,,,,1681395460.0,0.20221500983461738,7.4775390625,,,,0.043948591221123934,,,,,,89,0.0007323580794036388,,,0.004307255148887634,,0.12236352218315005,,0.0,,,
40,,0.027901240158826113,0.0,8.515625,1.0625,,,7.3,145369.0,,0.0,,9078.525952,1939.0,2.453125,,,2402.95936,0.0,78.62926206195363,2.0628566360303893,1681395460.0,,,7662.288896,0.4500000000007276,2.854912,0.04445866262540221,236916.600832,0.0,262.0,381.0,0.016316614249850443,90,0.0007408079691231251,,0.4600000000000364,0.004474028944969177,169958.0,0.12192089110612869,1380874.0,,0.0,6265.741312,36592.058368
40,9.0,,,,,0.0,0.003300109878182411,,,1632.0,,0.0001,,,,50.0,,,,,,1681395460.0,0.20279574068263173,7.155029296875,,,,,,,,,,91,,,,,,,,0.0,,,
40,9.0,0.027067589107900858,,,,0.0,0.003154616802930832,,,1664.0,,0.0001,,,,51.0,,,,,,1681395460.0,0.20225400757044554,7.27099609375,,,,0.0450156070291996,,,,,,92,0.0007833088748157024,,,0.004223682917654514,,0.12200920283794403,,0.0,,,
41,9.0,0.025541692040860653,,,,0.0,0.003183917608112097,,,1696.0,,0.0001,,,,52.0,,,,,,1681395461.0,0.201640993822366,7.105712890625,,,,0.045418897178024054,,,,,,93,0.0005083219148218632,,,0.003134277183562517,,0.12385388789698482,,0.0,,,
41,,0.025694395881146193,0.0,8.515625,1.0625,,,7.3,150874.0,,0.0,,9078.525952,2001.0,2.453125,,,2402.95936,0.0,80.36406013522577,2.352689275045908,1681395461.0,,,7662.354432,0.4530000000004293,2.854912,,236923.416576,0.0,269.0,381.0,0.1019645790853951,94,0.000510083045810461,,0.4839999999999236,0.004015278071165085,173068.0,,1385169.0,,0.0,6265.761792,36592.062464
41,9.0,,,,,0.0,0.0034773549996316433,,,1728.0,,0.0001,,,,53.0,,,,,,1681395461.0,0.20262889843434095,7.5184326171875,,,,0.045280073303729296,,,,,,95,,,,,,0.12365171313285828,,0.0,,,
42,9.0,0.026449124794453382,,,,0.0,0.003530115820467472,,,1760.0,,0.0001,,,,54.0,,,,,,1681395462.0,0.2028197138570249,7.15283203125,,,,0.045327235013246536,,,,,,96,0.00046847201883792877,,,0.004098490346223116,,0.12294627586379647,,0.0,,,
42,9.0,0.025497011840343475,,,,0.0,0.0034327730536460876,,,1792.0,,0.0001,,,,55.0,,,,,,1681395462.0,0.20227084727957845,7.2957763671875,,,,0.04515917971730232,,,,,,97,0.0005484828725457191,,,0.004090978763997555,,0.12354242103174329,,0.0,,,
42,,0.02499934984371066,0.0,7.953125,1.0625,,,7.3,155970.0,,0.0,,9078.525952,2064.0,2.4375,,,2402.95936,0.0,84.87549867727465,2.2183515670762626,1681395462.0,,,7669.686272,0.45499999999992724,2.854912,,236928.823296,0.0,273.0,383.0,0.016310061762876818,98,0.0004849419929087162,,0.5,0.0039049750193953514,176456.0,,1389895.0,,0.0,6265.761792,36592.062464
42,9.0,,,,,0.0,0.004069298971444368,,,1824.0,,0.0001,,,,56.0,,,,,,1681395462.0,0.20293387584388256,7.0618896484375,,,,0.04541485710069537,,,,,,99,,,,,,0.12406045291572809,,0.0,,,
43,9.0,0.02713565109297633,,,,0.0,0.003221559338271618,,,1856.0,,0.0001,,,,57.0,,,,,,1681395463.0,0.20128040434792638,6.92578125,,,,0.04410988464951515,,,,,,100,0.0008728210814297199,,,0.003684799186885357,,0.1222556889988482,,0.0,,,
43,,0.02719000168144703,0.0,7.953125,1.0625,,,7.3,160175.0,,0.0,,9078.525952,2113.0,2.4375,,,2402.95936,0.0,102.06085017396492,1.9580013107035694,1681395463.0,,,7678.529536,0.4570000000003347,2.854912,0.04431902011856437,236900.548608,0.0,276.0,385.0,0.012231933770009801,101,0.0007949387654662132,,0.515999999999849,0.0037393509410321712,179966.0,0.12248615501448512,1395861.0,,0.0,6265.761792,36592.062464
43,9.0,,,,,0.0,0.0032438193447887897,,,1888.0,,0.0001,,,,58.0,,,,,,1681395463.0,0.2017732858657837,7.2799072265625,,,,,,,,,,102,,,,,,,,0.0,,,
43,9.0,0.026095745619386435,,,,0.0,0.0033249109983444214,,,1920.0,,0.0001,,,,59.0,,,,,,1681395463.0,0.20215941686183214,7.3231201171875,,,,0.04440574208274484,,,,,,103,0.0007723788730800152,,,0.0038213133811950684,,0.12373932590708137,,0.0,,,
44,9.0,0.02555648284032941,,,,0.0,0.0035393661819398403,,,1952.0,,0.0001,,,,60.0,,,,,,1681395464.0,0.20248436462134123,6.952392578125,,,,0.044567995704710484,,,,,,104,0.0005838237702846527,,,0.003578328061848879,,0.12465836806222796,,0.0,,,
44,,0.026346932165324688,0.0,7.953125,1.0625,,,7.3,164828.0,,0.0,,9078.525952,2170.0,2.4375,,,2402.95936,0.0,81.00234042207026,2.187692238878519,1681395464.0,,,7676.809216,0.4600000000000364,2.854912,0.04428722895681858,236902.8096,0.0,282.0,387.0,0.04484437853119096,105,0.0006439848802983761,,0.5359999999998308,0.003742991015315056,183190.0,0.12373533565551043,1400575.0,,0.0,6265.761792,36592.062464
44,9.0,,,,,0.0,0.0032526501454412937,,,1984.0,,0.0001,,,,61.0,,,,,,1681395464.0,0.20200912281870842,7.3865966796875,,,,,,,,,,106,,,,,,,,0.0,,,
44,9.0,0.0259488420560956,,,,0.0,0.003032504115253687,,,2016.0,,0.0001,,,,62.0,,,,,,1681395464.0,0.20197797240689397,7.4871826171875,,,,0.044655608013272285,,,,,,107,0.000746958889067173,,,0.0036227181553840637,,0.12397134117782116,,0.0,,,
45,9.0,0.02588267019018531,,,,0.0,0.0035203960724174976,,,2048.0,,0.0001,,,,63.0,,,,,,1681395465.0,0.2030464680865407,7.3779296875,,,,0.044678349047899246,,,,,,108,0.0007034968584775925,,,0.003926585894078016,,0.12433497002348304,,0.0,,,
45,,0.026260009966790676,0.0,7.953125,1.0625,,,7.3,169664.0,,0.0,,9078.525952,2216.0,2.4375,,,2402.95936,0.0,98.02544584764078,2.0654346869900544,1681395465.0,,,7679.729664,0.46200000000044383,2.854912,,236899.217408,0.0,286.0,388.0,0.01630627280481181,109,0.0007208981551229954,,0.5519999999999072,0.003853864036500454,186715.0,0.12053912784904242,1405754.0,,0.0,6265.761792,36592.062464
45,9.0,,,,,0.0,0.0031823166646063328,,,2080.0,,0.0001,,,,64.0,,,,,,1681395465.0,0.19866979168727994,7.1204833984375,,,,0.044113575015217066,,,,,,110,,,,,,,,0.0,,,
46,9.0,0.025599224027246237,,,,0.0,0.0031259157694876194,,,2112.0,,0.0001,,,,65.0,,,,,,1681395466.0,0.20310904877260327,6.9434814453125,,,,0.04490656405687332,,,,,,111,0.0007676389068365097,,,0.0035336557775735855,,0.125176050234586,,0.0,,,
46,9.0,0.027186362072825432,,,,0.0,0.007323388941586018,,,2144.0,,0.0001,,,,66.0,,,,,,1681395466.0,0.2075589895248413,7.20166015625,,,,0.045247592963278294,,,,,,112,0.0008628112263977528,,,0.004183351993560791,,0.12275548232719302,,0.0,,,
46,,0.02740673813968897,0.0,7.953125,1.0625,,,7.3,174088.0,,0.0,,9078.525952,2262.0,2.4375,,,2402.95936,0.0,87.2644615908806,2.1743032740441657,1681395466.0,,,7683.05152,0.5160000000005311,2.854912,,236914.991104,0.0,324.0,448.0,0.17539997977070138,113,0.000580033753067255,,0.5760000000000218,0.004153790883719921,189985.0,,1410583.0,,0.0,6265.761792,36592.062464
46,9.0,,,,,0.0,0.003903225064277649,,,2176.0,,0.0001,,,,67.0,,,,,,1681395466.0,0.20414944505319,7.3577880859375,,,,0.045156130101531744,,,,,,114,,,,,,0.12294952711090446,,0.0,,,
47,9.0,0.026319582015275955,,,,0.0,0.003295381087809801,,,2208.0,,0.0001,,,,68.0,,,,,,1681395467.0,0.203959952108562,7.0814208984375,,,,0.045501458924263716,,,,,,115,0.0006073238328099251,,,0.004402138292789459,,0.12383406795561314,,0.0,,,
47,9.0,0.025669315364211798,,,,0.0,0.0032734903506934643,,,2240.0,,0.0001,,,,69.0,,,,,,1681395467.0,0.20006840536370873,7.12548828125,,,,0.04521748190745711,,,,,,116,0.0005614440888166428,,,0.004576240666210651,,0.12077043298631907,,0.0,,,
47,,,0.0,7.578124999999999,1.078125,,,7.3,180543.0,,0.0,,9078.587392,2316.0,2.453125,,,2402.955264,0.0,142.19209732784262,2.325465312971793,1681395467.0,,,7731.933184,0.5200000000004366,2.854912,,236885.34016,0.0,331.0,553.0,0.08158884413397924,117,,,0.6040000000000418,0.0028928210958838463,194771.0,,1417933.0,,0.0,6266.015744,36592.062464
47,9.0,0.03575859172269702,,,,0.0,0.00311177596449852,,,2272.0,,0.0001,,,,70.0,,,,,,1681395467.0,0.20217993715777993,7.156494140625,,,,0.04581223567947745,,,,,,118,0.0005407729186117649,,,,,0.11406373977661133,,0.0,,,
48,9.0,0.02582297008484602,,,,0.0,0.003425633069127798,,,2304.0,,0.0001,,,,71.0,,,,,,1681395468.0,0.2032291740179062,7.10888671875,,,,0.04541459679603577,,,,,,119,0.0005048830062150955,,,0.003908215090632439,,0.12415287597104907,,0.0,,,
48,,0.025601102970540524,0.0,7.578124999999999,1.078125,,,7.3,184876.0,,0.0,,9078.587392,2372.0,2.453125,,,2402.963456,0.0,100.26280178193653,2.8187234294643924,1681395468.0,,,7736.090624,0.5210000000006403,2.854912,0.04415450571104884,236842.811392,0.0,334.0,557.0,0.012236615161665104,120,0.000800189096480608,,0.6159999999999854,0.004064129199832678,198174.0,0.12449507508426905,1422677.0,,0.0,6266.023936,36611.33824
48,9.0,,,,,0.0,0.004050869029015303,,,2336.0,,0.0001,,,,72.0,,,,,,1681395468.0,0.203165871091187,7.4315185546875,,,,,,,,,,121,,,,,,,,0.0,,,
48,9.0,0.02677368326112628,,,,0.0,0.002709146123379469,,,2368.0,,0.0001,,,,73.0,,,,,,1681395468.0,0.2034281804226339,6.9898681640625,,,,0.04521265206858516,,,,,,122,0.0006719068624079227,,,0.004375476855784655,,0.1236853152513504,,0.0,,,
49,9.0,0.027801676653325558,,,,0.0,0.0036724102683365345,,,2400.0,,0.0001,,,,74.0,,,,,,1681395469.0,0.20273229107260704,7.1597900390625,,,,0.04484062269330025,,,,,,123,0.0010342649184167385,,,0.003998947329819202,,0.12138436920940876,,0.0,,,
49,,0.02610251633450389,0.0,7.578124999999999,1.078125,,,7.3,188835.0,,0.0,,9078.587392,2422.0,2.453125,,,2402.955264,0.0,71.4753237958242,2.4433731666219956,1681395469.0,,,7734.206464,0.524000000000342,2.854912,0.045050598215311766,236845.031424,0.0,338.0,557.0,0.016278079855732434,124,0.0006049149669706821,,0.6359999999999673,0.004134621005505323,201119.0,0.1243123197928071,1426811.0,,0.0,6266.015744,36592.062464
49,9.0,,,,,0.0,0.0032157977111637592,,,2432.0,,0.0001,,,,75.0,,,,,,1681395469.0,0.20342076802626252,7.1717529296875,,,,,,,,,,125,,,,,,,,0.0,,,
50,9.0,0.025655385106801987,,,,0.0,0.003414392936974764,,,2464.0,,0.0001,,,,76.0,,,,,,1681395470.0,0.2079712892882526,7.178466796875,,,,0.04932455299422145,,,,,,126,0.0005710339173674583,,,0.00403269799426198,,0.12497322633862495,,0.0,,,
50,9.0,0.025830590166151524,,,,0.0,0.0032366286031901836,,,2496.0,,0.0001,,,,77.0,,,,,,1681395470.0,0.20369202690199018,7.2645263671875,,,,0.045114980079233646,,,,,,127,0.0006027952767908573,,,0.004177522379904985,,0.12472951039671898,,0.0,,,
50,,0.02569258725270629,0.0,7.578124999999999,1.078125,,,7.3,193553.0,,0.0,,9078.611968,2462.0,2.453125,,,2402.955264,0.0,80.67724131881062,2.775177388882473,1681395470.0,,,7733.080064,0.5250000000005457,2.854912,,236865.069056,0.0,342.0,559.0,0.016312578348600133,128,0.0005891947075724602,,0.6559999999999491,0.0042178030125796795,204665.0,,1431952.0,,0.0,6266.28608,36592.062464
51,,,0.0,7.578124999999999,1.078125,,,7.3,195682.0,,0.0,,9078.972416,2485.0,2.453125,,,2405.122048,0.0,27.036531631058082,0.8204286001547219,1681395471.0,,,7739.14624,0.5259999999998399,2.854912,,236839.743488,0.0,343.0,561.0,0.004081694657601893,129,,,0.6599999999998545,,209360.0,0.1249247551895678,1440109.0,,0.0,6268.452864,36592.324608
52,,,0.0,7.09375,1.078125,,,7.3,196845.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,0.2461510930734735,0.4199437294825696,1681395472.0,,,7739.24864,0.5259999999998399,2.854912,,236839.645184,0.0,344.0,561.0,0.004081922562303847,130,,,0.6679999999998927,,209955.0,,1441057.0,,0.0,6268.452864,36592.324608
53,,,0.0,7.09375,1.078125,,,7.3,197554.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,3.0488252598312537,0.14863467764500793,1681395473.0,,,7739.24864,0.5280000000002474,2.854912,,236839.645184,0.0,347.0,561.0,0.028583285098814786,131,,,0.6759999999999309,,210550.0,,1441894.0,,0.0,6268.452864,36592.324608
54,,,0.0,7.09375,1.078125,,,7.3,238270.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,45.37045492429184,57.50549092596877,1681395474.0,,,7844.790272,0.5290000000004511,2.854912,,236734.119936,0.0,348.0,561.0,0.004078778755104744,132,,,0.6799999999998363,,215070.0,,1465820.0,,0.0,6268.452864,36592.324608
55,,,0.0,7.09375,1.078125,,,7.4,320206.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,242.2704114706599,379.16810838252087,1681395475.0,,,7937.007616,0.5290000000004511,2.854912,,236641.902592,0.0,349.0,561.0,0.004078191040403597,133,,,0.6839999999999691,,224378.0,,1511730.0,,0.0,6268.452864,36592.324608
56,,,0.0,7.09375,1.078125,,,7.4,414220.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,305.584954189477,329.38503300157885,1681395476.0,,,8023.42912,0.5300000000006548,2.854912,,236555.476992,0.0,350.0,561.0,0.004081009215303764,134,,,0.6879999999998745,,233813.0,,1563835.0,,0.0,6268.452864,36592.324608
57,,,0.0,7.53125,1.140625,,,7.4,521722.0,,0.0,,9078.972416,2485.0,2.609375,,,2405.122048,0.0,384.7222996196353,400.8254478819545,1681395477.0,,,8092.85632,0.5300000000006548,2.854912,,236486.053888,0.0,351.0,561.0,0.004073109105299681,135,,,0.6920000000000073,,245565.0,,1625206.0,,0.0,6268.452864,36592.324608
58,,,0.0,7.53125,1.140625,,,7.5,621405.0,,0.0,,9078.972416,2485.0,2.609375,,,2405.122048,0.0,417.92567327772036,347.46157065100084,1681395478.0,,,8185.622528,0.5320000000001528,2.854912,,236393.28768,0.0,354.0,561.0,0.0326044222146221,136,,,0.7000000000000455,,257671.0,,1682161.0,,0.0,6268.452864,36592.324608
59,,,0.0,7.53125,1.140625,,,7.5,715062.0,,0.0,,9078.972416,2485.0,2.609375,,,2405.122048,0.0,374.0740333045111,348.9317265897526,1681395479.0,,,8253.7472,0.5320000000001528,2.854912,,236325.163008,0.0,355.0,561.0,0.004076807142920706,137,,,0.7039999999999509,,268911.0,,1735618.0,,0.0,6268.452864,36592.324608
60,,,0.0,7.53125,1.140625,,,7.5,802751.0,,0.0,,9078.972416,2485.0,2.609375,,,2405.122048,0.0,389.8315200152251,366.67457340243504,1681395480.0,,,8309.026816,0.5330000000003565,2.854912,,236269.879296,0.0,356.0,561.0,0.004079391882177724,138,,,0.7079999999998563,,282269.0,,1788140.0,,0.0,6268.452864,36592.324608
61,,,0.0,7.53125,1.140625,,,7.6,897666.0,,0.0,,9078.972416,2485.0,2.609375,,,2405.122048,0.0,401.39029137054894,322.78661699964715,1681395481.0,,,8404.750336,0.5349999999998545,2.854912,,236174.159872,0.0,360.0,561.0,0.06932659830241517,139,,,0.7119999999999891,,293634.0,,1841966.0,,0.0,6268.452864,36592.324608
62,,,0.0,6.921875,1.125,,,7.6,952606.0,,0.0,,9078.972416,2485.0,2.5625,,,2405.122048,0.0,341.91444270684906,313.64898037106053,1681395482.0,,,8442.236928,0.5360000000000582,2.854912,,236136.67328,0.0,361.0,561.0,0.0040765778744126825,140,,,0.7159999999998945,,304610.0,,1876628.0,,0.0,6268.452864,36592.324608
63,,,0.0,6.921875,1.125,,,7.6,1010327.0,,0.0,,9078.972416,2485.0,2.5625,,,2405.122048,0.0,234.01547476845903,223.56728886760462,1681395483.0,,,8495.407104,0.5360000000000582,2.854912,,236083.503104,0.0,362.0,561.0,0.004077670275034784,141,,,0.7200000000000273,,313945.0,,1911163.0,,0.0,6268.452864,36592.324608
64,,,0.0,6.921875,1.125,,,7.6,1054015.0,,0.0,,9078.972416,2485.0,2.5625,,,2405.122048,0.0,204.61257821744584,126.3207863071431,1681395484.0,,,8535.646208,0.5370000000002619,2.854912,,236043.264,0.0,363.0,561.0,0.004078863004864045,142,,,0.7239999999999327,,322342.0,,1938356.0,,0.0,6268.452864,36592.324608
65,,,0.0,6.921875,1.125,,,7.6,1091925.0,,0.0,,9078.972416,2485.0,2.5625,,,2405.122048,0.0,144.11236832521504,139.08038135653862,1681395485.0,,,8563.204096,0.5370000000002619,2.854912,,236015.710208,0.0,364.0,561.0,0.004078792312302306,143,,,0.7279999999998381,,329514.0,,1961190.0,,0.0,6268.452864,36592.324608
66,,,0.0,6.921875,1.125,,,7.6,1133446.0,,0.0,,9078.972416,2485.0,2.5625,,,2405.122048,0.0,184.97460693160684,170.27531683137445,1681395486.0,,,8573.210624,0.5390000000006694,2.854912,,236005.699584,0.0,367.0,561.0,0.02854224906201145,144,,,0.7359999999998763,,337767.0,,1987261.0,,0.0,6268.452864,36592.324608
67,,,0.0,6.375,1.125,,,7.6,1157414.0,,0.0,,9078.972416,2485.0,2.515625,,,2405.122048,0.0,120.73629318767205,69.389711073516,1681395487.0,,,8583.073792,0.5399999999999636,2.854912,,235995.836416,0.0,368.0,561.0,0.004076296402777455,145,,,0.7400000000000091,,342399.0,,2001882.0,,0.0,6268.452864,36592.324608
68,,,0.0,6.375,1.125,,,7.6,1211324.0,,0.0,,9078.972416,2485.0,2.515625,,,2405.122048,0.0,128.8328039722433,123.57068491756071,1681395488.0,,,8620.97408,0.5399999999999636,2.854912,,235957.936128,0.0,369.0,561.0,0.004078100042069079,146,,,0.7439999999999145,,349889.0,,2032549.0,,0.0,6268.452864,36592.324608
69,,,0.0,6.375,1.125,,,7.6,1249034.0,,0.0,,9078.972416,2485.0,2.515625,,,2405.122048,0.0,84.8967327190717,166.6441670421131,1681395489.0,,,8632.385536,0.5410000000001673,2.854912,,235946.528768,0.0,370.0,561.0,0.004079598159043562,147,,,0.7480000000000473,,357918.0,,2056469.0,,0.0,6268.452864,36592.324608
70,,,0.0,6.375,1.125,,,7.6,1299433.0,,0.0,,9078.972416,2485.0,2.515625,,,2405.122048,0.0,228.48241851526902,84.35855728970786,1681395490.0,,,8637.403136,0.5410000000001673,2.854912,,235941.502976,0.0,371.0,561.0,0.004079020861483659,148,,,0.7519999999999527,,366237.0,,2087036.0,,0.0,6268.452864,36592.324608
71,,,0.0,6.375,1.125,,,7.6,1326000.0,,0.0,,9078.972416,2485.0,2.515625,,,2405.122048,0.0,71.47589729491504,70.72355941312016,1681395491.0,,,8640.487424,0.5420000000003711,2.854912,,235938.418688,0.0,372.0,561.0,0.004077194152486562,149,,,0.7559999999998581,,370838.0,,2103072.0,,0.0,6268.452864,36592.324608
72,,,0.0,5.859375,1.125,,,7.6,1365558.0,,0.0,,9078.972416,2485.0,2.46875,,,2405.122048,0.0,98.12728129143579,120.3830697708731,1681395492.0,,,8644.829184,0.5510000000003856,2.854912,,235934.068736,0.0,378.0,561.0,0.11010532982538826,150,,,0.7639999999998963,,378277.0,,2127857.0,,0.0,6268.452864,36592.324608
73,,,0.0,5.859375,1.125,,,7.6,1415013.0,,0.0,,9078.972416,2485.0,2.46875,,,2405.122048,0.0,145.28418786165668,132.26434653177245,1681395493.0,,,8650.186752,0.5520000000005894,2.854912,,235928.711168,0.0,379.0,561.0,0.0040765778744126825,151,,,0.7680000000000291,,385791.0,,2156596.0,,0.0,6268.452864,36592.324608
74,,,0.0,5.859375,1.125,,,7.7,1440162.0,,0.0,,9078.972416,2485.0,2.46875,,,2405.122048,0.0,143.35277373347836,67.38594553327489,1681395494.0,,,8658.51392,0.5529999999998836,2.854912,,235920.379904,0.0,380.0,561.0,0.004075664983666524,152,,,0.7719999999999345,,390702.0,,2171848.0,,0.0,6268.452864,36592.324608
75,,,0.0,5.859375,1.125,,,7.7,1492664.0,,0.0,,9078.972416,2485.0,2.46875,,,2405.122048,0.0,84.8107387503045,111.95719136866732,1681395495.0,,,8680.296448,0.5529999999998836,2.854912,,235898.601472,0.0,381.0,561.0,0.004078826205690504,153,,,0.7759999999998399,,402337.0,,2206296.0,,0.0,6268.452864,36592.324608
76,,,0.0,5.859375,1.125,,,7.7,1622651.0,,0.0,,9078.972416,2485.0,2.46875,,,2405.122048,0.0,132.15263541731224,8.260601389019488,1681395496.0,,,8738.992128,0.5540000000000873,2.854912,,235839.881216,0.0,382.0,561.0,0.0040793840749475,154,,,0.7799999999999727,,413632.0,,2278757.0,,0.0,6268.452864,36592.324608
77,,,0.0,5.390625,1.109375,,,7.7,1714720.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,89.19600902873796,111.70050863587373,1681395497.0,,,8725.97504,0.555000000000291,2.854912,,235852.869632,0.0,385.0,561.0,0.03262374719468783,155,,,0.7919999999999163,,428264.0,,2334813.0,,0.0,6268.452864,36592.324608
78,,,0.0,5.390625,1.109375,,,7.7,1764663.0,,0.0,,9078.972416,2485.0,2.4375,,,2405.122048,0.0,96.14839137355675,137.7980494319136,1681395498.0,,,8727.896064,0.555000000000291,2.854912,,235850.969088,0.0,386.0,561.0,0.00407812333325396,156,,,0.7960000000000491,,436424.0,,2364098.0,,0.0,6268.452864,36592.324608
