_runtime,03_hivemind/num_peers,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/global_epoch,02_timing/dataload_time_s,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,bandwidth/disk_read_sys_bandwidth_MBs,01_general/lr,process/memory/lib_memory_proc_MB,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,01_general/step,cpu/logical_core_count,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/step_time_s,01_general/minibatch_loss,memory/used_memory_sys_MB,disk/time/disk_write_time_sys_s,process/memory/text_resident_set_proc_MB,02_timing/opt_step_time_s,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,disk/counter/disk_write_sys_count,process/involuntary_proc_ctx_switches,bandwidth/disk_write_sys_bandwidth_MBs,_step,02_timing/loss_calc_time_s,memory/total_memory_sys_MB,disk/time/disk_busy_time_sys_s,02_timing/dataload_cuda_move_time_s,cpu/interrupts/soft_interrupts_count,02_timing/backward_time_s,cpu/interrupts/interrupts_count,01_general/dataset_iteration_count,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/memory/virtual_memory_size_proc_MB
110,,,0.0,8.6875,1.53125,,,8.0,2324975.0,,0.0,,9633.026048,3669.0,3.5624999999999996,,,2403.098624,0.0,85.40343318280738,3.9954453539902066,1681395530.0,,,9551.970304,0.7580000000007203,2.854912,,235046.334464,0.0,563.0,1415.0,0.04079131283127612,243,,,1.2439999999999145,0.004393788054585457,614223.0,,4172002.0,,0.0,6268.960768,41499.922432
111,9.0,0.03141157701611519,,,,1.0,0.003602858167141676,,,4288.0,,0.0001,,,,133.0,,,,,,1681395531.0,0.20452174497768283,7.488525390625,,,,0.04437666293233633,,,,,,244,0.0010250345803797245,,,,,0.11971182422712445,,0.0,,,
111,9.0,0.027708007022738457,,,,1.0,0.0028335689567029476,,,4320.0,,0.0001,,,,134.0,,,,,,1681395531.0,0.20433189952746034,6.9908447265625,,,,0.04517886275425553,,,,,,245,0.0007388079538941383,,,0.004443468060344458,,0.1234291847795248,,0.0,,,
111,,0.026790074072778225,0.0,8.6875,1.53125,,,8.0,2332019.0,,0.0,,9633.026048,3744.0,3.5624999999999996,,,2403.098624,0.0,89.33149125538287,2.9008215684122876,1681395531.0,,,9552.850944,0.7590000000000146,2.854912,0.04485366540029645,235025.997824,0.0,566.0,1495.0,0.012235787283234666,246,0.0008113998919725418,,1.2559999999998581,0.003332671243697405,617782.0,0.12487570894882083,4177186.0,,0.0,6268.960768,41499.922432
111,9.0,,,,,1.0,0.0030587753280997276,,,4352.0,,0.0001,,,,135.0,,,,,,1681395531.0,0.20372229488566518,7.1854248046875,,,,,,,,,,247,,,,,,,,0.0,,,
112,9.0,0.02627693209797144,,,,1.0,0.0030217841267585754,,,4384.0,,0.0001,,,,136.0,,,,,,1681395532.0,0.20396351115778089,7.3172607421875,,,,0.04512695223093033,,,,,,248,0.000752307940274477,,,0.003893254790455103,,0.12489227997139096,,0.0,,,
112,9.0,0.025794750079512596,,,,1.0,0.0033483216539025307,,,4416.0,,0.0001,,,,137.0,,,,,,1681395532.0,0.20399498287588358,7.1197509765625,,,,0.044717852026224136,,,,,,249,0.0007626889273524284,,,0.003925316035747528,,0.12544605415314436,,0.0,,,
112,,0.026038796175271273,0.0,8.25,1.546875,,,8.0,2339173.0,,0.0,,9633.026048,3794.0,3.546875,,,2403.098624,0.0,74.6995263486327,2.7020997018186867,1681395532.0,,,9550.409728,0.761000000000422,2.854912,0.04489891743287444,235028.774912,0.0,570.0,1509.0,0.01630975595383977,250,0.0007915091700851917,,1.27599999999984,0.00363214872777462,620965.0,0.12566441902890801,4181725.0,,0.0,6268.960768,41499.926528
112,9.0,,,,,1.0,0.0030354438349604607,,,4448.0,,0.0001,,,,138.0,,,,,,1681395532.0,0.204061234369874,7.0672607421875,,,,,,,,,,251,,,,,,,,0.0,,,
113,9.0,0.02654732810333371,,,,1.0,0.0029128710739314556,,,4480.0,,0.0001,,,,139.0,,,,,,1681395533.0,0.20315954089164734,7.3736572265625,,,,0.044560957700014114,,,,,,252,0.000748838298022747,,,0.0032673096284270287,,0.12512223608791828,,0.0,,,
113,9.0,0.025803430005908012,,,,1.0,0.002961662132292986,,,4512.0,,0.0001,,,,140.0,,,,,,1681395533.0,0.20352035807445645,7.2923583984375,,,,0.04488136572763324,,,,,,253,0.0007359776645898819,,,0.0035871067084372044,,0.12555081583559513,,0.0,,,
113,,0.025958383921533823,0.0,8.25,1.546875,,,8.0,2345247.0,,0.0,,9633.026048,3841.0,3.546875,,,2403.098624,0.0,87.18577919148808,2.684351055733029,1681395533.0,,,9551.966208,0.7670000000007349,2.854912,,235046.13376,0.0,577.0,1520.0,0.0856374787015673,254,0.0008088001050055027,,1.2960000000000491,0.0036678100004792213,624178.0,,4186243.0,,0.0,6268.960768,41499.926528
114,9.0,,,,,1.0,0.0028373789973556995,,,4544.0,,0.0001,,,,141.0,,,,,,1681395534.0,0.2036801348440349,7.29541015625,,,,0.044956828001886606,,,,,,255,,,,,,0.12545093381777406,,0.0,,,
114,9.0,0.02603251626715064,,,,1.0,0.0035339659079909325,,,4576.0,,0.0001,,,,142.0,,,,,,1681395534.0,0.2051786808297038,7.12255859375,,,,0.04506626073271036,,,,,,256,0.001688611228018999,,,0.003812082577496767,,0.1250452441163361,,0.0,,,
114,9.0,0.02610005671158433,,,,1.0,0.003020544070750475,,,4608.0,,0.0001,,,,143.0,,,,,,1681395534.0,0.20445150369778275,7.1160888671875,,,,0.04513137228786945,,,,,,257,0.0008336207829415798,,,0.0035451771691441536,,0.12582073267549276,,0.0,,,
114,,,0.0,8.25,1.546875,,,8.0,2350749.0,,0.0,,9633.026048,3904.0,3.546875,,,2403.098624,0.0,86.86992652754984,2.6376981157741346,1681395534.0,,,9553.67424,0.7690000000002328,2.854912,,235044.581376,0.0,581.0,1541.0,0.016306760405935265,258,,,1.316000000000031,0.0034657251089811325,627386.0,,4190763.0,,0.0,6268.960768,41499.926528
115,9.0,0.02794802188873291,,,,1.0,0.0031697270460426807,,,4640.0,,0.0001,,,,144.0,,,,,,1681395535.0,0.20453108521178365,7.0885009765625,,,,0.04519345425069332,,,,,,259,0.0008023688569664955,,,,,0.12395178806036711,,0.0,,,
115,9.0,0.025829100981354713,,,,1.0,0.003245469182729721,,,4672.0,,0.0001,,,,145.0,,,,,,1681395535.0,0.20431012054905295,7.231689453125,,,,0.04461003001779318,,,,,,260,0.000767149031162262,,,0.003474375233054161,,0.12638399610295892,,0.0,,,
115,,0.025333438999950886,0.0,8.25,1.546875,,,8.0,2356293.0,,0.0,,9633.026048,3959.0,3.546875,,,2403.098624,0.0,90.60723626597104,2.5267676591019765,1681395535.0,,,9553.805312,0.7700000000004366,2.854912,0.044861855916678905,235024.658432,0.0,584.0,1560.0,0.01223114994850846,261,0.0006443057209253311,,1.3279999999999745,0.003908965270966291,630588.0,0.1268297079950571,4195266.0,,0.0,6268.960768,41499.926528
115,9.0,,,,,1.0,0.002746057230979204,,,4704.0,,0.0001,,,,146.0,,,,,,1681395535.0,0.20432433113455772,7.2581787109375,,,,,,,,,,262,,,,,,,,0.0,,,
116,9.0,0.026938667986541986,,,,1.0,0.003118265885859728,,,4736.0,,0.0001,,,,147.0,,,,,,1681395536.0,0.20413544587790966,7.3714599609375,,,,0.044402845203876495,,,,,,263,0.0010592145845293999,,,0.003773392178118229,,0.12484306003898382,,0.0,,,
116,9.0,0.02604010608047247,,,,1.0,0.0029734820127487183,,,4768.0,,0.0001,,,,148.0,,,,,,1681395536.0,0.20203879242762923,7.1585693359375,,,,0.04462497867643833,,,,,,264,0.0008860621601343155,,,0.0036212676204741,,0.1238928958773613,,0.0,,,
116,,0.02614320907741785,0.0,8.25,1.546875,,,8.0,2362007.0,,0.0,,9633.026048,4006.0,3.546875,,,2403.098624,0.0,78.14982033408685,2.586734212568078,1681395536.0,,,9549.76256,0.7719999999999345,2.854912,0.04516499303281307,235048.312832,0.0,588.0,1573.0,0.016259630995995308,265,0.0009643039666116238,,1.3479999999999563,0.003437434323132038,633979.0,0.12633435521274805,4200117.0,,0.0,6268.960768,41499.926528
116,9.0,,,,,1.0,0.0030052028596401215,,,4800.0,,0.0001,,,,149.0,,,,,,1681395536.0,0.20504949847236276,7.478515625,,,,,,,,,,266,,,,,,,,0.0,,,
117,9.0,0.026584690436720848,,,,1.0,0.002861790359020233,,,4832.0,,0.0001,,,,150.0,,,,,,1681395537.0,0.20450971741229296,7.2027587890625,,,,0.04533191677182913,,,,,,267,0.0007945899851620197,,,0.0029183016158640385,,0.1260184282436967,,0.0,,,
117,9.0,0.028630169108510017,,,,1.0,0.0029701427556574345,,,4864.0,,0.0001,,,,151.0,,,,,,1681395537.0,0.20532720489427447,7.23974609375,,,,0.045210953801870346,,,,,,268,0.000847100280225277,,,0.004236273933202028,,0.12343256501480937,,0.0,,,
117,,0.027222895063459873,0.0,7.843749999999999,1.546875,,,8.0,2368408.0,,0.0,,9633.026048,4065.0,3.546875,,,2403.106816,0.0,119.1673580147835,2.5471736237803873,1681395537.0,,,9554.538496,0.7770000000000437,2.854912,,235044.052992,0.0,597.0,1697.0,0.036694895534069114,269,0.0008509205654263496,,1.3679999999999382,0.0036947797052562237,638036.0,,4205712.0,,0.0,6268.96896,41519.202304
118,9.0,,,,,1.0,0.003954506944864988,,,4896.0,,0.0001,,,,152.0,,,,,,1681395538.0,0.2054787282831967,7.1461181640625,,,,0.04497167794033885,,,,,,270,,,,,,0.1247839480638504,,0.0,,,
118,9.0,0.027932523284107447,,,,1.0,0.002368427347391844,,,4928.0,,0.0001,,,,153.0,,,,,,1681395538.0,0.1997368293814361,7.490966796875,,,,0.04431187314912677,,,,,,271,0.0009250021539628506,,,0.004216543398797512,,0.11998246004804969,,0.0,,,
118,9.0,0.026607689913362265,,,,1.0,0.002943261992186308,,,4960.0,,0.0001,,,,154.0,,,,,,1681395538.0,0.20468672970309854,7.2117919921875,,,,0.04508943110704422,,,,,,272,0.0008271499536931515,,,0.003473895136266947,,0.12574530160054564,,0.0,,,
118,,,0.0,7.843749999999999,1.546875,,,8.0,2373455.0,,0.0,,9633.026048,4112.0,3.546875,,,2403.098624,0.0,81.81935502572306,2.609779955695118,1681395538.0,,,9557.090304,0.7800000000006548,2.854912,,235041.501184,0.0,603.0,1810.0,0.04076176486369173,273,,,1.38799999999992,0.0037320908159017563,641067.0,,4210192.0,,0.0,6268.960768,41499.930624
119,9.0,0.029633903875947,,,,1.0,0.0030347038991749287,,,4992.0,,0.0001,,,,155.0,,,,,,1681395539.0,0.20474925078451633,7.210693359375,,,,0.044707491993904114,,,,,,274,0.0010503348894417286,,,,,0.12259072531014681,,0.0,,,
119,9.0,0.026745283044874668,,,,1.0,0.004039478022605181,,,5024.0,,0.0001,,,,156.0,,,,,,1681395539.0,0.2062487551011145,6.7896728515625,,,,0.045532331336289644,,,,,,275,0.0009920736774802208,,,0.003768912050873041,,0.12517067696899176,,0.0,,,
119,,0.02957205194979906,0.0,7.843749999999999,1.546875,,,8.0,2378851.0,,0.0,,9633.026048,4193.0,3.546875,,,2403.098624,0.0,85.99954111888245,2.8186250714381837,1681395539.0,,,9554.505728,0.7820000000001528,2.854912,0.04561167396605015,235024.474112,0.0,606.0,1828.0,0.01223221240776227,276,0.0008768909610807896,,1.3999999999998636,0.0036481888964772224,644563.0,0.12261112406849861,4215616.0,,0.0,6268.960768,41499.926528
119,9.0,,,,,1.0,0.003281340003013611,,,5056.0,,0.0001,,,,157.0,,,,,,1681395539.0,0.20560126984491944,6.9439697265625,,,,,,,,,,277,,,,,,,,0.0,,,
120,9.0,0.027569524012506008,,,,1.0,0.002846479881554842,,,5088.0,,0.0001,,,,158.0,,,,,,1681395540.0,0.20472744246944785,7.0989990234375,,,,0.04507593112066388,,,,,,278,0.0009010219946503639,,,0.0038460041396319866,,0.12448848132044077,,0.0,,,
120,9.0,0.026532727759331465,,,,1.0,0.00305710406973958,,,5120.0,,0.0001,,,,159.0,,,,,,1681395540.0,0.20497498428449035,7.3104248046875,,,,0.04521657386794686,,,,,,279,0.0008964617736637592,,,0.0034035327844321728,,0.1258685840293765,,0.0,,,
120,,0.026232941076159477,0.0,7.843749999999999,1.546875,,,8.0,2384968.0,,0.0,,9633.026048,4243.0,3.546875,,,2403.098624,0.0,85.30761172677703,3.7067622968165015,1681395540.0,,,9505.56672,0.7840000000005602,2.854912,,235073.41312,0.0,610.0,1839.0,0.016313488382281836,280,0.0008170898072421551,,1.41599999999994,0.003359022084623575,648580.0,0.12661294266581535,4222736.0,,0.0,6268.960768,41499.926528
121,9.0,,,,,1.0,0.002930331975221634,,,5152.0,,0.0001,,,,160.0,,,,,,1681395541.0,0.2050917698070407,7.048828125,,,,0.0451394421979785,,,,,,281,,,,,,,,0.0,,,
121,9.0,0.025369959883391857,,,,1.0,0.002922432031482458,,,5184.0,,0.0001,,,,161.0,,,,,,1681395541.0,0.20448839431628585,7.3446044921875,,,,0.045275875832885504,,,,,,282,0.0006014248356223106,,,0.003520295023918152,,0.12679840670898557,,0.0,,,
121,9.0,0.02610084693878889,,,,1.0,0.0032939808443188667,,,5216.0,,0.0001,,,,162.0,,,,,,1681395541.0,0.20586366951465607,7.164306640625,,,,0.045417380053550005,,,,,,283,0.0007773586548864841,,,0.0037162811495363712,,0.12655782187357545,,0.0,,,
121,,0.026195410173386335,0.0,7.843749999999999,1.546875,,,8.0,2392624.0,,0.0,,9633.026048,4338.0,3.546875,,,2403.098624,0.0,128.66123231015166,3.1111235025539075,1681395541.0,,,9514.549248,0.7860000000000582,2.854912,,235103.137792,0.0,614.0,1853.0,0.01631809819728774,284,0.0007209177128970623,,1.4359999999999218,0.003443303983658552,653464.0,,4230014.0,,0.0,6268.960768,41499.926528
122,9.0,,,,,1.0,0.0029807426035404205,,,5248.0,,0.0001,,,,163.0,,,,,,1681395542.0,0.20517366146668792,6.9100341796875,,,,0.04505695030093193,,,,,,285,,,,,,0.12677633669227362,,0.0,,,
122,9.0,0.026157869026064873,,,,1.0,0.003217638935893774,,,5280.0,,0.0001,,,,164.0,,,,,,1681395542.0,0.20521463453769684,7.352294921875,,,,0.044972789008170366,,,,,,286,0.0006859861314296722,,,0.0038378541357815266,,0.12634249730035663,,0.0,,,
122,,0.025820570066571236,0.0,7.328125000000001,1.5625,,,8.0,2397927.0,,0.0,,9633.026048,4372.0,3.515625,,,2403.106816,0.0,143.2562352095705,2.844184297355066,1681395542.0,,,9528.111104,0.7890000000006694,2.854912,0.04540531896054745,235050.868736,0.0,621.0,1867.0,0.10601205487682484,287,0.0006337449885904789,,1.4600000000000364,0.0038191629573702812,658139.0,0.12696915213018656,4236508.0,,0.0,6268.96896,41519.202304
122,9.0,,,,,1.0,0.0036660698242485523,,,5312.0,,0.0001,,,,165.0,,,,,,1681395542.0,0.20631401892751455,7.1153564453125,,,,,,,,,,288,,,,,,,,0.0,,,
123,9.0,0.025903142988681793,,,,1.0,0.0026647248305380344,,,5344.0,,0.0001,,,,166.0,,,,,,1681395543.0,0.2050022268667817,7.206298828125,,,,0.04488688614219427,,,,,,289,0.0007333178073167801,,,0.0038797250017523766,,0.12693443009629846,,0.0,,,
123,9.0,0.025574784260243177,,,,1.0,0.0035845180973410606,,,5376.0,,0.0001,,,,167.0,,,,,,1681395543.0,0.20536368759348989,7.2967529296875,,,,0.04484499525278807,,,,,,290,0.0005929549224674702,,,0.0033885431475937366,,0.12737789191305637,,0.0,,,
123,,0.02859519887715578,0.0,7.328125000000001,1.5625,,,8.0,2403135.0,,0.0,,9633.026048,4440.0,3.515625,,,2403.098624,0.0,111.76547225382593,2.6325482194317003,1681395543.0,,,9521.586176,0.7910000000001673,2.854912,0.04525842610746622,235057.278976,0.0,625.0,1881.0,0.016300312489863373,291,0.0008903220295906067,,1.4759999999998854,0.004241984337568283,662153.0,0.12361133005470037,4242216.0,,0.0,6268.960768,41499.926528
123,9.0,,,,,1.0,0.011481769848614931,,,5408.0,,0.0001,,,,168.0,,,,,,1681395543.0,0.2140790312550962,7.046630859375,,,,,,,,,,292,,,,,,,,0.0,,,
124,9.0,0.025317758787423372,,,,1.0,0.003197787795215845,,,5440.0,,0.0001,,,,169.0,,,,,,1681395544.0,0.2055332283489406,7.3135986328125,,,,0.04468098096549511,,,,,,293,0.0006398046389222145,,,0.004406037274748087,,0.12729085888713598,,0.0,,,
124,9.0,0.026312282774597406,,,,1.0,0.004057329148054123,,,5472.0,,0.0001,,,,170.0,,,,,,1681395544.0,0.2067098692059517,7.2657470703125,,,,0.045306877233088017,,,,,,294,0.0008662110194563866,,,0.003978407010436058,,0.1261887620203197,,0.0,,,
124,,0.025318419095128775,0.0,7.328125000000001,1.5625,,,8.0,2407529.0,,0.0,,9633.026048,4479.0,3.515625,,,2403.094528,0.0,80.88135152023158,2.487982349972794,1681395544.0,,,9519.489024,0.7930000000005748,2.854912,,235078.467584,0.0,629.0,1894.0,0.016310460493148493,295,0.0006318958476185799,,1.4919999999999618,0.003854595124721527,665051.0,,4246594.0,,0.0,6268.956672,41499.926528
125,9.0,,,,,1.0,0.0031707673333585262,,,5504.0,,0.0001,,,,171.0,,,,,,1681395545.0,0.20651498716324568,7.2362060546875,,,,0.045627664774656296,,,,,,296,,,,,,0.12791164498776197,,0.0,,,
125,9.0,0.02636695373803377,,,,1.0,0.0037411320954561234,,,5536.0,,0.0001,,,,172.0,,,,,,1681395545.0,0.20608010608702898,7.3675537109375,,,,0.04538382915779948,,,,,,297,0.0008601909503340721,,,0.0034796451218426228,,0.1262483550235629,,0.0,,,
125,9.0,0.025011179968714714,,,,1.0,0.00305406516417861,,,5568.0,,0.0001,,,,173.0,,,,,,1681395545.0,0.20562699530273676,6.982666015625,,,,0.044909398071467876,,,,,,298,0.0005906149744987488,,,0.003773302771151066,,0.12828843435272574,,0.0,,,
125,,0.026594779919832945,0.0,7.328125000000001,1.5625,,,8.0,2412008.0,,0.0,,9633.026048,4523.0,3.515625,,,2403.094528,0.0,96.52167273878865,2.7547882124861127,1681395545.0,,,9521.799168,0.793999999999869,2.854912,,235076.308992,0.0,633.0,1908.0,0.016309616543683025,299,0.0008740010671317577,,1.5119999999999436,0.004516010172665119,668635.0,,4251606.0,,0.0,6268.956672,41499.926528
126,9.0,,,,,1.0,0.0033943019807338715,,,5600.0,,0.0001,,,,174.0,,,,,,1681395546.0,0.2068844623863697,7.19873046875,,,,0.04504660004749894,,,,,,300,,,,,,0.12645876919850707,,0.0,,,
126,9.0,0.025462922174483538,,,,1.0,0.004243234172463417,,,5632.0,,0.0001,,,,175.0,,,,,,1681395546.0,0.20692798495292664,7.4613037109375,,,,0.04513711202889681,,,,,,301,0.000634295865893364,,,0.003983476664870977,,0.12746694404631853,,0.0,,,
126,,0.02617587987333536,0.0,7.328125000000001,1.5625,,,8.0,2416339.0,,0.0,,9633.026048,4556.0,3.515625,,,2403.094528,0.0,78.23189161838751,2.640249588004578,1681395546.0,,,9523.314688,0.7960000000002765,2.854912,0.04519957397133112,235055.517696,0.0,636.0,1925.0,0.012234477339105695,302,0.0009412127546966076,,1.5239999999998872,0.003996826708316803,671706.0,0.12624534405767918,4256148.0,,0.0,6268.956672,41499.926528
126,9.0,,,,,1.0,0.0031429273076355457,,,5664.0,,0.0001,,,,176.0,,,,,,1681395546.0,0.2057017646729946,7.1932373046875,,,,,,,,,,303,,,,,,,,0.0,,,
127,9.0,0.024630301631987095,,,,1.0,0.0033676517195999622,,,5696.0,,0.0001,,,,177.0,,,,,,1681395547.0,0.20617768773809075,6.8792724609375,,,,0.04502892028540373,,,,,,304,0.0005567441694438457,,,0.0036233188584446907,,0.12897075107321143,,0.0,,,
127,9.0,0.0262149297632277,,,,1.0,0.003429943695664406,,,5728.0,,0.0001,,,,178.0,,,,,,1681395547.0,0.20708848722279072,7.198974609375,,,,0.04551196191459894,,,,,,305,0.0007829088717699051,,,0.0037492113187909126,,0.12739953165873885,,0.0,,,
127,,0.02568077715113759,0.0,7.000000000000001,1.5625,,,8.0,2421158.0,,0.0,,9633.026048,4600.0,3.5000000000000004,,,2403.094528,0.0,78.23746746677189,3.0892426712643433,1681395547.0,,,9520.041984,0.7989999999999782,2.854912,0.0457272669300437,235058.950144,0.0,642.0,1939.0,0.040783343341992837,306,0.0006200848147273064,,1.5480000000000018,0.004725335165858269,675280.0,0.127398032695055,4261380.0,,0.0,6268.956672,41499.926528
128,9.0,,,,,1.0,0.0030976361595094204,,,5760.0,,0.0001,,,,179.0,,,,,,1681395548.0,0.2072491329163313,7.2862548828125,,,,,,,,,,307,,,,,,,,0.0,,,
128,9.0,0.02589232288300991,,,,1.0,0.00404819892719388,,,5792.0,,0.0001,,,,180.0,,,,,,1681395548.0,0.20307031134143472,7.2886962890625,,,,0.045196534134447575,,,,,,308,0.0008044997230172157,,,0.00386661384254694,,0.1232621418312192,,0.0,,,
128,9.0,0.025336138904094696,,,,1.0,0.0033528609201312065,,,5824.0,,0.0001,,,,181.0,,,,,,1681395548.0,0.20701682660728693,7.3548583984375,,,,0.04563367506489158,,,,,,309,0.0006294851191341877,,,0.003913175780326128,,0.12815149081870914,,0.0,,,
128,,0.026196581311523914,0.0,7.000000000000001,1.5625,,,8.0,2425787.0,,0.0,,9633.026048,4630.0,3.5000000000000004,,,2403.094528,0.0,94.34128997923837,2.374227618006795,1681395548.0,,,9517.801472,0.8010000000003856,2.854912,,235080.617984,0.0,646.0,1941.0,0.016310599801836096,310,0.0007717893458902836,,1.5639999999998508,0.0035399259068071842,679055.0,,4266859.0,,0.0,6268.956672,41499.926528
129,9.0,,,,,1.0,0.0036585889756679535,,,5856.0,,0.0001,,,,182.0,,,,,,1681395549.0,0.20679088355973363,7.290283203125,,,,0.045484290923923254,,,,,,311,,,,,,0.12713970709592104,,0.0,,,
129,9.0,0.024388195015490055,,,,1.0,0.0029799621552228928,,,5888.0,,0.0001,,,,183.0,,,,,,1681395549.0,0.2059805211611092,7.180419921875,,,,0.04480214510113001,,,,,,312,0.0005516931414604187,,,0.003731770906597376,,0.12952675484120846,,0.0,,,
129,9.0,0.026151439175009727,,,,1.0,0.002916230820119381,,,5920.0,,0.0001,,,,184.0,,,,,,1681395549.0,0.20645122462883592,7.25830078125,,,,0.04509323230013251,,,,,,313,0.0007932791486382484,,,0.004389436915516853,,0.1271076062694192,,0.0,,,
129,,,0.0,7.000000000000001,1.5625,,,8.0,2430920.0,,0.0,,9633.026048,4766.0,3.5000000000000004,,,2385.854464,0.0,100.79356274591585,3.211485436710621,1681395549.0,,,9525.919744,0.8020000000005894,2.854912,,235072.319488,0.0,649.0,1950.0,0.016294283064259202,314,,,1.5839999999998327,,682998.0,,4272664.0,,0.0,6251.716608,41499.926528
130,,0.02475533401593566,0.0,7.000000000000001,1.5625,,,8.0,2460392.0,,0.0,,9633.026048,4939.0,3.5000000000000004,,,2403.090432,0.0,38.56295680442643,1.5809919978882514,1681395550.0,,,9524.805632,0.8070000000006985,2.854912,,235054.05952,0.0,654.0,1960.0,0.07755205126625841,315,0.0005544740706682205,,1.5919999999998709,0.003824243787676096,685484.0,0.1289034099318087,4289259.0,,0.0,6268.952576,41499.926528
131,,,0.0,7.000000000000001,1.5625,,,8.0,2461044.0,,0.0,,9633.026048,4939.0,3.5000000000000004,,,2403.090432,0.0,1.4484662891716609,0.10812565544696107,1681395551.0,,,9524.609024,0.818000000000211,2.854912,,235054.256128,0.0,655.0,1960.0,0.004079311485050593,316,,,1.6040000000000418,,685953.0,,4289939.0,,0.0,6268.952576,41499.926528
132,,,0.0,6.4375,1.5625,,,8.0,2496241.0,,0.0,,9633.026048,4939.0,3.4375000000000004,,,2403.090432,0.0,75.56527849115386,63.91839623793095,1681395552.0,,,9562.886144,0.818000000000211,2.854912,,235016.015872,0.0,656.0,1960.0,0.004073919470145745,317,,,1.6079999999999472,,691260.0,,4310064.0,,0.0,6268.952576,41499.926528
133,,,0.0,6.4375,1.5625,,,8.0,2570698.0,,0.0,,9633.026048,4939.0,3.4375000000000004,,,2403.090432,0.0,392.931780375516,268.8144802161714,1681395553.0,,,9601.724416,0.8209999999999127,2.854912,,234977.1776,0.0,660.0,1960.0,0.11826734393973834,318,,,1.6159999999999854,,701716.0,,4353338.0,,0.0,6268.952576,41499.926528
134,,,0.0,6.4375,1.5625,,,8.0,2633862.0,,0.0,,9633.026048,4939.0,3.4375000000000004,,,2403.090432,0.0,264.8880123319219,269.67143710419697,1681395554.0,,,9613.725696,0.8220000000001164,2.854912,,234965.184512,0.0,661.0,1960.0,0.0040790140821139334,319,,,1.6199999999998909,,710056.0,,4389459.0,,0.0,6268.952576,41499.926528
135,,,0.0,6.4375,1.5625,,,8.0,2741797.0,,0.0,,9633.026048,4939.0,3.4375000000000004,,,2403.090432,0.0,310.3852609586928,342.28762564097525,1681395555.0,,,9661.497344,0.8250000000007276,2.854912,,234917.412864,0.0,664.0,1960.0,0.036695618363115724,320,,,1.627999999999929,,721843.0,,4449901.0,,0.0,6268.952576,41499.926528
136,,,0.0,6.4375,1.5625,,,8.1,2843807.0,,0.0,,9633.026048,4939.0,3.4375000000000004,,,2403.090432,0.0,376.1983070744597,509.6282557522772,1681395556.0,,,9686.016,0.8250000000007276,2.854912,,234892.894208,0.0,665.0,1960.0,0.004074295302957468,321,,,1.6319999999998345,,734711.0,,4508566.0,,0.0,6268.952576,41499.926528
137,,,0.0,5.921875,1.546875,,,8.1,2927511.0,,0.0,,9633.026048,4939.0,3.390625,,,2403.090432,0.0,367.33345280224944,412.8217518747749,1681395557.0,,,9708.05248,0.8260000000000218,2.854912,,234870.853632,0.0,666.0,1960.0,0.004075616581818626,322,,,1.6359999999999673,,746687.0,,4557525.0,,0.0,6268.952576,41499.926528
138,,,0.0,5.921875,1.546875,,,8.1,2999755.0,,0.0,,9633.026048,4939.0,3.390625,,,2403.090432,0.0,359.9729153224902,290.72066354813654,1681395558.0,,,9732.534272,0.8260000000000218,2.854912,,234846.367744,0.0,667.0,1960.0,0.004076319615462277,323,,,1.6399999999998727,,757556.0,,4599983.0,,0.0,6268.952576,41499.926528
139,,,0.0,5.921875,1.546875,,,8.1,3057294.0,,0.0,,9633.026048,4939.0,3.390625,,,2403.090432,0.0,398.21379326388285,192.38531708656035,1681395559.0,,,9753.694208,0.8270000000002256,2.854912,,234825.211904,0.0,668.0,1960.0,0.004076005299470044,324,,,1.6440000000000055,,768407.0,,4635275.0,,0.0,6268.952576,41499.926528
140,,,0.0,5.921875,1.546875,,,8.1,3114672.0,,0.0,,9633.026048,4939.0,3.390625,,,2403.090432,0.0,235.33061352086136,313.3035484918717,1681395560.0,,,9756.2624,0.8280000000004293,2.854912,,234822.647808,0.0,671.0,1960.0,0.028552447887149366,325,,,1.6520000000000437,,778851.0,,4670412.0,,0.0,6268.952576,41499.926528
141,,,0.0,5.921875,1.546875,,,8.1,3175528.0,,0.0,,9633.026048,4939.0,3.390625,,,2403.090432,0.0,221.65447941453368,149.4706524848507,1681395561.0,,,9789.689856,0.8280000000004293,2.854912,,234789.224448,0.0,672.0,1960.0,0.004080237638988606,326,,,1.655999999999949,,787733.0,,4705908.0,,0.0,6268.952576,41499.926528
