_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,03_hivemind/num_peers,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,4.0,29438.603264,1681378140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681378140,16.25,0.0,0.0,922.8288,0.0,10.0,0.0,177.967104,0.0,403.062784,0.0,0.0,0.0,6.5,0.0,0.0,28069.773312,2.711552,82.0,0.0,740.990976,0.0,5.0,4.6,18.0,8227.659776,20.0,,,,,,,,,,,,,,
2,2,,,1681378141,16.25,0.0,0.008000000000038199,1065.521152,0.012250995561791033,2891.0,0.8164778083840099,180.555776,3.0,408.735744,0.0,0.0,0.0,6.5,1533.0,1.141520010303058,27927.076864,2.711552,103.0,0.0009999999983847374,759.095296,0.0,1371.0,5.1,18.0,8379.723776,20.0,,,,,,,,,,,,,,
3,3,,,1681378142,16.25,0.0,0.020000000000038654,1089.826816,0.06535599576977312,4196.0,0.7767965381016847,180.75648,18.0,424.935424,0.0,0.0,0.0,6.5,3852.0,83.68729150553298,27902.763008,2.711552,440.0,0.003999999998995918,783.638528,0.0,2860.0,5.2,18.0,8471.240704,23.0,,,,,,,,,,,,,,
4,4,,,1681378143,16.25,0.0,0.02400000000000091,1377.755136,0.0036291828206108244,6016.0,0.8233637640611533,182.4768,19.0,714.428416,0.0,0.0,0.0,6.5,6862.0,132.2067992170313,27614.838784,2.711552,1007.0,0.003999999998995918,1072.49664,0.0,5060.0,6.2,18.0,8760.098816,27.0,,,,,,,,,,,,,,
5,5,,,1681378144,16.25,0.0,0.060000000000002274,1787.056128,0.26141478414597313,6712.0,0.2020603531765025,183.13216,22.0,1123.20512,0.0,0.0,0.0,8.0,7314.0,0.48562136048957394,27205.537792,2.711552,1038.0,0.00999999999839929,2320.236544,0.0,5310.0,7.6,18.25,10007.83872,31.0,,,,,,,,,,,,,,
6,6,,,1681378145,16.25,0.0,0.06400000000002137,2627.723264,0.0040844564532291384,6921.0,0.0008296552148515232,183.13216,23.0,1962.06592,0.0,0.0,0.0,8.0,7460.0,0.0,26364.870656,2.711552,1038.0,0.00999999999839929,2320.236544,0.0,5362.0,10.4,18.25,10007.83872,37.0,,,,,,,,,,,,,,
7,7,,,1681378146,16.25,0.0,0.06800000000004047,3170.361344,0.004083658391238364,7416.0,0.07910492956530375,184.836096,24.0,2505.129984,0.0,0.0,0.0,8.0,7824.0,0.059914925478247234,25822.22848,2.711552,1038.0,0.00999999999839929,2862.1824,0.0,5577.0,12.3,18.25,10549.784576,43.0,,,,,,,,,,,,,,
8,8,,,1681378147,16.25,0.0,0.12400000000002365,3775.0784,0.31858836074151486,7925.0,0.18597084999801858,184.836096,76.0,3106.254848,0.0,0.0,0.0,8.0,8340.0,0.09550630646190038,25217.51552,2.711552,1039.0,0.9759999999987485,3462.852608,0.0,5825.0,14.3,18.25,11150.454784,51.0,,,,,,,,,,,,,,
9,9,,,1681378148,16.25,0.0,0.132000000000005,3775.012864,0.008168186611958101,8251.0,0.11476940330367101,184.836096,78.0,3106.254848,0.0,0.0,0.0,8.0,8696.0,1.0654378412937513,25217.548288,2.711552,1039.0,0.9769999999989523,3462.852608,0.0,5991.0,14.3,18.25,11150.454784,60.0,,,,,,,,,,,,,,
