03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_6_samples_per_second,04_peers/peer_6_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
10357,2898.9774514998635,8,0,67,7.73,173,4,5.62,2898.9774514998635,1683052956,0,0.0,365.28,0.0,363.56,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,4.0,362.34,0.0,0.0,350.23,0.0,4.0,0.0,,,,,,,
10642,2171.361807510705,6,0,68,10.19,175,4,6.79,2171.361807510705,1683052958,0,0.0,365.28,0.0,363.56,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,4.0,362.34,0.0,0.0,350.23,0.0,4.0,0.0,,,,,,,
25936,2171.361807510705,6,0,69,3.15,182,4,2.1,2171.361807510705,1683052965,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
28174,2171.361807510705,6,0,70,2.12,183,4,1.41,2171.361807510705,1683052966,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
30404,2171.361807510705,6,0,71,1.09,184,4,0.73,2171.361807510705,1683052967,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
32634,2171.361807510705,6,0,72,0.06,185,4,0.5,2171.361807510705,1683052968,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
34875,2171.361807510705,6,0,73,0.0,186,4,0.5,2171.361807510705,1683052969,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
37111,2171.361807510705,6,0,74,0.0,187,4,0.5,2171.361807510705,1683052970,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
39344,2171.361807510705,6,0,75,0.0,188,4,0.5,2171.361807510705,1683052971,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
41571,2171.361807510705,6,0,76,0.0,189,4,0.5,2171.361807510705,1683052972,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
43812,2171.361807510705,6,0,77,0.0,190,4,0.5,2171.361807510705,1683052973,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
46053,2171.361807510705,6,0,78,0.0,191,4,0.5,2171.361807510705,1683052974,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
48285,2171.361807510705,6,0,79,0.0,192,4,0.5,2171.361807510705,1683052975,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
50519,2171.361807510705,6,0,80,0.0,193,4,0.5,2171.361807510705,1683052976,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
52751,2171.361807510705,6,0,81,0.0,194,4,0.5,2171.361807510705,1683052977,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
54985,2171.361807510705,6,0,82,0.0,195,4,0.5,2171.361807510705,1683052978,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
57214,2171.361807510705,6,0,83,0.0,196,4,0.5,2171.361807510705,1683052979,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
59463,2171.361807510705,6,0,84,0.0,197,4,0.5,2171.361807510705,1683052980,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
61712,2171.361807510705,6,0,85,0.0,198,4,0.5,2171.361807510705,1683052981,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
63948,2171.361807510705,6,0,86,0.0,199,4,0.5,2171.361807510705,1683052982,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
66188,2171.361807510705,6,0,87,0.0,200,4,0.5,2171.361807510705,1683052983,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
68449,2171.361807510705,6,0,88,0.0,201,4,0.5,2171.361807510705,1683052984,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
70700,2171.361807510705,6,0,89,0.0,202,4,0.5,2171.361807510705,1683052985,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
72936,2171.361807510705,6,0,90,0.0,203,4,0.5,2171.361807510705,1683052986,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
75173,2171.361807510705,6,0,91,0.0,204,4,0.5,2171.361807510705,1683052987,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
77409,2171.361807510705,6,0,92,0.0,205,4,0.5,2171.361807510705,1683052988,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
79654,2171.361807510705,6,0,93,0.0,206,4,0.5,2171.361807510705,1683052989,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
81890,2171.361807510705,6,0,94,0.0,207,4,0.5,2171.361807510705,1683052990,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
84134,2171.361807510705,6,0,95,0.0,208,4,0.5,2171.361807510705,1683052991,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
86366,2171.361807510705,6,0,96,0.0,209,4,0.5,2171.361807510705,1683052992,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
88606,2171.361807510705,6,0,97,0.0,211,4,0.5,2171.361807510705,1683052994,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
90842,2171.361807510705,6,0,98,0.0,212,4,0.5,2171.361807510705,1683052995,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
93086,2171.361807510705,6,0,99,0.0,213,4,0.5,2171.361807510705,1683052996,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
95327,2171.361807510705,6,0,100,0.0,214,4,0.5,2171.361807510705,1683052997,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
97570,2171.361807510705,6,0,101,0.0,215,4,0.5,2171.361807510705,1683052998,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
99811,2171.361807510705,6,0,102,0.0,216,4,0.5,2171.361807510705,1683052999,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
102046,2171.361807510705,6,0,103,0.0,217,4,0.5,2171.361807510705,1683053000,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
104312,2171.361807510705,6,0,104,0.0,218,4,0.5,2171.361807510705,1683053001,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
106571,2171.361807510705,6,0,105,0.0,219,4,0.5,2171.361807510705,1683053002,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
36711,730.4490805627653,2,0,106,0.0,220,4,0.5,730.4490805627653,1683053003,0,0.0,,0.0,363.56,0.0,4.0,4.0,,,4.0,,0.0,366.02,366.89,0.0,0.0,367.5,0.0,4.0,0.0,0.0,357.17,4.0,0.0,,,,,350.23,0.0,4.0,0.0,,,,,,,
37459,730.4490805627653,2,0,107,0.0,221,4,0.5,730.4490805627653,1683053004,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
38205,730.4490805627653,2,0,108,0.0,222,4,0.5,730.4490805627653,1683053005,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
38950,730.4490805627653,2,0,109,0.0,223,4,0.5,730.4490805627653,1683053006,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
39695,730.4490805627653,2,0,110,0.0,224,4,0.5,730.4490805627653,1683053007,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
40444,730.4490805627653,2,0,111,0.0,225,4,0.5,730.4490805627653,1683053008,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
41187,730.4490805627653,2,0,112,0.0,226,4,0.5,730.4490805627653,1683053009,0,0.0,,,363.56,0.0,4.0,,,,4.0,,,,366.89,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
