_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,30.0,211076.599808,1680700819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1680700819,1.8333333333333333,0.0,0.0,1197.150208,0.0,34.0,0.7480076578952641,179.064832,0.0,395.24352,0.0,0.0,0.0,0.5333333333333333,20.0,0.8108932546290873,208133.439488,2.719744,141.0,0.0,2481.012736,0.0,35.0,1.4,1.8333333333333333,9963.380736,49.0,,,,,,,,,,,,,,
2,2,,,1680700820,1.8333333333333333,0.0,0.008000000000009777,1342.50496,0.012247938657764678,4515.0,0.8599153334742362,181.563392,3.0,399.07328,0.0,0.0,0.0,0.5333333333333333,2663.0,1.0248957050381748,207988.105216,2.719744,172.0,0.0009999999999763531,2499.272704,0.0,4893.0,1.5,1.8333333333333333,10115.600384,50.0,,,,,,,,,,,,,,
3,3,,,1680700821,1.8333333333333333,0.0,0.020000000000010232,1351.180288,0.2778972441501327,8979.0,1.9387196011213494,182.091776,6.0,403.247104,0.0,0.0,0.0,0.5333333333333333,5268.0,1.1346725827218702,207979.393024,2.719744,196.0,0.0030000000000427463,2511.511552,0.0,8340.0,1.5,1.8333333333333333,10195.57888,51.0,,,,,,,,,,,,,,
4,4,,,1680700822,1.8333333333333333,0.0,0.02400000000000091,1363.431424,0.004086905009817724,15758.0,3.3894810521952277,182.091776,7.0,414.593024,0.0,0.0,0.0,0.5333333333333333,10115.0,9.195105221874579,207967.117312,2.719744,322.0,0.0030000000000427463,2522.935296,0.0,14044.0,1.5,1.8333333333333333,10206.998528,52.0,,,,,,,,,,,,,,
5,5,,,1680700823,1.8333333333333333,0.0,0.028000000000005798,1364.226048,0.004084680778135849,21854.0,3.137306088289855,182.091776,8.0,414.593024,0.0,0.0,0.0,0.5,14130.0,5.477205900322354,207966.35136,2.719744,396.0,0.004000000000019099,2522.935296,0.0,18985.0,1.5,1.8000000000000003,10206.998528,52.0,,,,,,,,,,,,,,
6,6,,,1680700824,1.8333333333333333,0.0,0.036000000000001364,1366.478848,1.929216047751205,30415.0,5.47234955917584,182.091776,101.0,414.86336,0.0,0.0,0.0,0.5,19583.0,14.07935587391093,207964.069888,2.719744,478.0,0.01999999999998181,2523.394048,0.0,25857.0,1.5,1.8000000000000003,10207.45728,52.0,,,,,,,,,,,,,,
7,7,,,1680700825,1.8333333333333333,0.0,0.04400000000001114,1389.674496,0.004086276073496482,45308.0,11.010662412910246,183.803904,102.0,432.7424,0.0,0.0,0.0,0.5,29313.0,3.7876826189481667,207940.9152,2.719744,499.0,0.02100000000007185,2540.273664,0.0,37844.0,1.5,1.8000000000000003,10224.336896,52.0,,,,,,,,,,,,,,
8,8,,,1680700826,1.8333333333333333,0.0,0.04800000000000182,1774.166016,0.004086861252654536,58813.0,10.834788028705553,186.294272,103.0,815.22688,0.0,0.0,0.0,0.5,38476.0,3.5475871415748146,207556.42368,2.719744,505.0,0.02100000000007185,2921.90208,0.0,49169.0,1.7,1.8000000000000003,10605.965312,56.0,,,,,,,,,,,,,,
9,9,,,1680700827,1.8333333333333333,0.0,0.055999999999997385,2046.275584,0.13497125359308315,70200.0,10.50869756411057,186.294272,106.0,1084.12928,0.0,0.0,0.0,0.5,46944.0,2.8944288166084844,207284.314112,2.719744,506.0,0.023000000000024556,3433.234432,0.0,58291.0,1.8,1.8000000000000003,11184.390144,75.0,,,,,,,,,,,,,,
