_runtime,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,04_peers/peer_4_samples_per_second,03_hivemind/epoch_s,04_peers/peer_4_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/per_epoch_training_samples,_timestamp,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_samples_per_second,03_hivemind/estimated_current_samples,_step,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,03_hivemind/actual_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_clients,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,03_hivemind/global_samples_accumulated
164,4,5.0,,,795.2,,5.0,0.0,0.0,1181.96,,1682815967.0,4992.0,5024.0,0.0,,6208.0,5.0,5,1066.71,26145,99,,0.0,3725.6060000939874,5.0,1.02,1153.94,5216.0,3725.6060000939874,0,1.78,,24544
165,4,5.0,,,795.2,,5.0,0.0,0.0,1076.27,,1682815968.0,5984.0,5888.0,0.0,,6208.0,5.0,5,898.09,30022,100,,0.0,3102.310623018925,5.0,0.51,956.04,6464.0,3102.310623018925,0,0.89,,27552
166,4,5.0,,,795.2,,5.0,0.0,0.0,820.55,,1682815969.0,6976.0,7072.0,0.0,,6208.0,5.0,5,544.79,34160,101,,0.0,3494.3186094560974,5.0,0.5,941.77,7296.0,3494.3186094560974,0,0.0,,30016
168,4,5.0,,,795.2,,5.0,0.0,0.0,799.99,,1682815971.0,7712.0,7808.0,0.0,,6208.0,5.0,5,1002.33,38352,102,,0.0,3494.3186094560974,5.0,0.5,896.79,8288.0,3494.3186094560974,0,0.0,,30016
169,4,5.0,,,795.2,,5.0,0.0,0.0,799.99,,1682815972.0,7712.0,7808.0,0.0,,6208.0,5.0,5,1002.33,37529,103,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
170,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815973.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,40818,104,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
171,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815974.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,44114,105,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
172,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815975.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,47430,106,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
174,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815977.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,50754,107,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
175,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815978.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,54073,108,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
176,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815979.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,57397,109,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
177,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815980.0,7712.0,7808.0,0.0,,6240.0,5.0,5,1002.33,60724,110,,0.0,2748.270472371843,5.0,0.5,896.79,8288.0,2748.270472371843,0,0.0,,30048
179,4,5.0,,,49.15,,5.0,0.0,0.0,799.99,,1682815982.0,7712.0,7808.0,0.0,,6240.0,5.0,6,1002.33,2130,111,,0.0,2748.270472371843,5.0,6.37,896.79,8288.0,2748.270472371843,0,11.15,,0
180,4,6.0,1.0,3.0,49.15,21.660992921330035,6.0,0.0,0.0,799.99,30048.0,1682815983.0,0.0,0.0,0.0,1387.1940270296245,0.0,6.0,6,1002.33,5459,112,2.0,0.0,2748.270472371843,6.0,5.68,896.79,0.0,2748.270472371843,0,9.94,194880.0,0
181,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815984.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,8765,113,,0.0,2748.270472371843,6.0,4.99,896.79,0.0,2748.270472371843,0,8.73,,0
182,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815985.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,12076,114,,0.0,2748.270472371843,6.0,4.3,896.79,0.0,2748.270472371843,0,7.53,,0
186,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815989.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,23171,115,,0.0,2748.270472371843,6.0,2.0,896.79,0.0,2748.270472371843,0,3.49,,0
187,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815990.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,26002,116,,0.0,2748.270472371843,6.0,1.41,896.79,0.0,2748.270472371843,0,2.46,,0
188,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815991.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,28823,117,,0.0,2748.270472371843,6.0,0.82,896.79,0.0,2748.270472371843,0,1.44,,0
189,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815992.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,31636,118,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.41,,0
190,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815993.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,34460,119,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
191,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815994.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,37319,120,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
192,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815995.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,40137,121,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
193,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815996.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,42960,122,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
194,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815997.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,45783,123,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
195,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815998.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,48603,124,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
196,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682815999.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,51421,125,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
197,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816000.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,54247,126,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
199,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816002.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,57076,127,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
200,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816003.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,59886,128,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
201,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816004.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,62694,129,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
202,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816005.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,65506,130,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
203,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816006.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,68324,131,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
204,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816007.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,71153,132,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
205,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816008.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,73968,133,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
206,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816009.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,76787,134,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
207,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816010.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,79601,135,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
208,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816011.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,82415,136,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
209,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816012.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,85229,137,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
210,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816013.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,88047,138,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
211,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816014.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,90861,139,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
212,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816015.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,93679,140,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
213,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816016.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,96497,141,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
214,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816017.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,99313,142,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
215,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816018.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,102133,143,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
216,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816019.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,104965,144,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
217,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816020.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,107781,145,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
218,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816021.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,110596,146,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
219,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816022.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,113414,147,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
220,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816023.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,116231,148,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
221,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816024.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,119046,149,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
222,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816025.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,121862,150,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
223,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816026.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,124686,151,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
224,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816027.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,127520,152,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
225,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816028.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,130339,153,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
226,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816029.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,133172,154,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
227,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816030.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,136000,155,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
228,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816031.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,138831,156,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
229,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816032.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,141667,157,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
230,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816033.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,144484,158,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
231,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816034.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,147297,159,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
232,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816035.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,150116,160,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
233,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816036.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,152925,161,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
234,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816037.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,155748,162,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
235,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816038.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,158564,163,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
236,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816039.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,161398,164,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
238,4,6.0,,,49.15,,6.0,0.0,0.0,799.99,,1682816041.0,0.0,0.0,0.0,,0.0,6.0,6,1002.33,164229,165,,0.0,2748.270472371843,6.0,0.5,896.79,0.0,2748.270472371843,0,0.0,,0
