_runtime,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/reached_TBS,03_hivemind/overshot_TBS,04_peers/peer_4_samples_per_second,03_hivemind/epoch_s,04_peers/peer_4_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/per_epoch_training_samples,_timestamp,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_samples_per_second,03_hivemind/estimated_current_samples,_step,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,03_hivemind/actual_total_samples_per_second,04_peers/peer_3_epoch,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_clients,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,03_hivemind/global_samples_accumulated
72,4,0.0,,,994.69,,0.0,0.0,0.0,1059.94,,1682815875.0,10368.0,10560.0,0.0,,2176.0,0.0,0,1159.14,114935,22,,0.0,4414.657603332005,0.0,0.5,1200.89,10528.0,4414.657603332005,0,0.0,,33632
73,4,0.0,,,994.69,,0.0,0.0,0.0,1059.94,,1682815876.0,10368.0,10560.0,0.0,,2176.0,0.0,1,1159.14,2164,23,,0.0,4711.583717674465,0.0,3.71,1200.89,10528.0,4711.583717674465,0,6.5,,1600
74,4,1.0,0.0,1.0,1137.95,29.06494772154838,1.0,0.0,0.0,1182.23,33632.0,1682815877.0,416.0,384.0,0.0,1157.1326507174713,384.0,1.0,1,1192.67,6313,24,0.0,0.0,2930.536600411996,1.0,5.16,1198.73,416.0,2930.536600411996,0,9.03,33632.0,5952
75,4,1.0,,,717.04,,1.0,0.0,0.0,700.69,,1682815878.0,1504.0,1440.0,0.0,,1536.0,1.0,1,785.67,11042,25,,0.0,3649.5865688526064,1.0,3.4,727.14,1472.0,3649.5865688526064,0,5.95,,10528
76,4,1.0,,,1135.54,,1.0,0.0,0.0,817.06,,1682815879.0,2624.0,2432.0,0.0,,2912.0,1.0,1,1026.8,16463,26,,0.0,4590.442486672678,1.0,2.03,670.18,2560.0,4590.442486672678,0,3.55,,15904
78,4,1.0,,,1101.13,,1.0,0.0,0.0,1146.18,,1682815881.0,3968.0,3840.0,0.0,,4160.0,1.0,1,1121.01,21655,27,,0.0,4395.275311031712,1.0,1.44,1222.12,3936.0,4395.275311031712,0,2.53,,20768
79,4,1.0,,,1064.5,,1.0,0.0,0.0,1196.07,,1682815882.0,5280.0,5184.0,0.0,,5184.0,1.0,1,1235.04,26093,28,,0.0,3851.9372642800395,1.0,0.99,899.66,5120.0,3851.9372642800395,0,1.73,,25632
80,4,1.0,,,1173.27,,1.0,0.0,0.0,1165.96,,1682815883.0,6624.0,6240.0,0.0,,6496.0,1.0,1,897.51,31198,29,,0.0,4406.680357940234,1.0,0.5,615.19,6272.0,4406.680357940234,0,0.36,,30656
81,4,1.0,,,1141.33,,1.0,0.0,0.0,1040.5,,1682815884.0,8000.0,7456.0,0.0,,7712.0,1.0,1,1133.45,36717,30,,0.0,4574.397187572248,1.0,0.5,1091.4,7488.0,4574.397187572248,0,0.0,,32864
82,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815885.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,42219,31,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
84,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815887.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,47677,32,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
85,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815888.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,53173,33,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
86,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815889.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,58662,34,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
87,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815890.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,64135,35,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
88,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815891.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,69652,36,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
90,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815893.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,75172,37,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
91,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815894.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,80688,38,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
92,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815895.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,86156,39,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
93,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815896.0,8576.0,8000.0,0.0,,8256.0,1.0,1,1104.28,91688,40,,0.0,4574.397187572248,1.0,0.5,1134.46,8032.0,4574.397187572248,0,0.0,,32864
94,4,1.0,,,1143.45,,1.0,0.0,0.0,1192.2,,1682815897.0,8576.0,8000.0,0.0,,8256.0,1.0,2,1104.28,4337,41,,0.0,4166.741287182397,1.0,3.9,1134.46,8032.0,4166.741287182397,0,6.82,,3776
96,4,2.0,0.0,2.0,1100.52,21.624298566021025,2.0,0.0,0.0,1154.89,32864.0,1682815899.0,896.0,928.0,0.0,1519.7718390570267,1024.0,2.0,2,991.56,9199,42,0.0,0.0,4476.289217751435,2.0,3.01,919.77,928.0,4476.289217751435,0,5.27,66496.0,8640
97,4,2.0,,,1167.54,,2.0,0.0,0.0,1163.47,,1682815900.0,2208.0,2240.0,0.0,,2208.0,2.0,2,974.47,14162,43,,0.0,4226.552786787632,2.0,2.52,1170.8,1984.0,4226.552786787632,0,4.4,,13664
98,4,2.0,,,1105.68,,2.0,0.0,0.0,1036.83,,1682815901.0,3360.0,3424.0,0.0,,3552.0,2.0,2,992.78,19855,44,,0.0,4645.560492461764,2.0,1.59,1091.27,3328.0,4645.560492461764,0,2.78,,19264
99,4,2.0,,,1227.59,,2.0,0.0,0.0,1145.6,,1682815902.0,4704.0,4832.0,0.0,,5024.0,2.0,2,1112.89,24805,45,,0.0,4263.100642704383,2.0,1.07,1159.48,4704.0,4263.100642704383,0,1.87,,24224
100,4,2.0,,,1142.74,,2.0,0.0,0.0,947.16,,1682815903.0,5952.0,6048.0,0.0,,6304.0,2.0,2,1026.5,29239,46,,0.0,3931.7025868448427,2.0,0.51,1146.69,5920.0,3931.7025868448427,0,0.9,,28512
102,4,2.0,,,1125.37,,2.0,0.0,0.0,1098.81,,1682815905.0,7008.0,6976.0,0.0,,7584.0,2.0,2,822.64,34068,47,,0.0,4276.451317672885,2.0,0.5,884.89,6944.0,4276.451317672885,0,0.0,,32768
103,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815906.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,39220,48,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
104,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815907.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,44383,49,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
105,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815908.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,49509,50,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
106,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815909.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,54611,51,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
108,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815911.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,59789,52,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
109,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815912.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,64940,53,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
110,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815913.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,70061,54,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
111,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815914.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,75196,55,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
112,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815915.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,80357,56,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
114,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815917.0,8032.0,8096.0,0.0,,8640.0,2.0,2,1060.67,85474,57,,0.0,4276.451317672885,2.0,0.5,1126.17,8000.0,4276.451317672885,0,0.0,,32768
115,4,2.0,,,1113.71,,2.0,0.0,0.0,975.9,,1682815918.0,8032.0,8096.0,0.0,,8640.0,2.0,3,1060.67,1788,58,,0.0,4549.214359511704,2.0,3.89,1126.17,8000.0,4549.214359511704,0,6.81,,1248
116,4,3.0,1.0,2.0,1132.38,20.419795589521527,3.0,0.0,0.0,1096.64,32768.0,1682815919.0,320.0,320.0,0.0,1604.717336975449,288.0,3.0,3,1149.41,6726,59,0.0,0.0,4426.798608284859,3.0,3.36,1170.78,320.0,4426.798608284859,0,5.88,99264.0,5792
117,4,3.0,,,1083.8,,3.0,0.0,0.0,1033.97,,1682815920.0,1184.0,1632.0,0.0,,1440.0,3.0,3,1133.51,10983,60,,0.0,4127.597951600715,3.0,3.02,1175.51,1536.0,4127.597951600715,0,5.28,,10272
118,4,3.0,,,1191.37,,3.0,0.0,0.0,965.99,,1682815921.0,2080.0,2688.0,0.0,,2912.0,3.0,3,913.81,15576,61,,0.0,4427.413898906003,3.0,2.22,1056.43,2592.0,4427.413898906003,0,3.88,,15072
120,4,3.0,,,1200.03,,3.0,0.0,0.0,1033.91,,1682815923.0,3200.0,3904.0,0.0,,4320.0,3.0,3,1045.51,20679,62,,0.0,4287.592020303778,3.0,1.61,1147.97,3648.0,4287.592020303778,0,2.82,,20160
121,4,3.0,,,1104.21,,3.0,0.0,0.0,1034.89,,1682815924.0,4480.0,5184.0,0.0,,5536.0,3.0,3,1045.28,25773,63,,0.0,4291.184823807846,3.0,0.93,1103.21,4960.0,4291.184823807846,0,1.63,,25248
122,4,3.0,,,1039.65,,3.0,0.0,0.0,1116.38,,1682815925.0,5824.0,6304.0,0.0,,6752.0,3.0,3,1136.96,29732,64,,0.0,2950.1034055260197,3.0,0.59,998.2,6368.0,2950.1034055260197,0,1.03,,29344
123,4,3.0,,,1175.65,,3.0,0.0,0.0,623.39,,1682815926.0,6816.0,7136.0,0.0,,8128.0,3.0,3,620.49,35842,65,,0.0,4483.819002204914,3.0,0.5,530.57,7264.0,4483.819002204914,0,0.0,,32992
124,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815927.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,41211,66,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
126,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815929.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,46591,67,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
127,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815930.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,51964,68,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
128,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815931.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,57357,69,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
129,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815932.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,62750,70,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
130,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815933.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,68141,71,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
132,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815935.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,73543,72,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
133,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815936.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,78906,73,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
134,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815937.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,84309,74,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
135,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815938.0,7648.0,8096.0,0.0,,9024.0,3.0,3,1177.05,89696,75,,0.0,4483.819002204914,3.0,0.5,1151.44,8224.0,4483.819002204914,0,0.0,,32992
136,4,3.0,,,1193.62,,3.0,0.0,0.0,961.7,,1682815939.0,7648.0,8096.0,0.0,,9024.0,3.0,4,1177.05,4591,76,,0.0,4498.073218804376,3.0,3.58,1151.44,8224.0,4498.073218804376,0,6.26,,3904
138,4,4.0,1.0,3.0,1146.35,21.70760480966419,4.0,0.0,0.0,1188.35,32992.0,1682815941.0,1024.0,992.0,0.0,1519.8360339281658,928.0,4.0,4,1021.61,8731,77,0.0,0.0,3149.028556494168,4.0,4.36,1141.76,960.0,3149.028556494168,0,7.63,132256.0,8352
139,4,4.0,,,1132.71,,4.0,0.0,0.0,697.52,,1682815942.0,2144.0,2016.0,0.0,,2208.0,4.0,4,675.27,13991,78,,0.0,3909.4429581563018,4.0,2.74,643.52,1984.0,3909.4429581563018,0,4.8,,13504
140,4,4.0,,,1244.56,,4.0,0.0,0.0,874.0,,1682815943.0,3360.0,3232.0,0.0,,3712.0,4.0,4,899.56,18896,79,,0.0,4265.587600376086,4.0,1.86,891.33,3200.0,4265.587600376086,0,3.25,,18368
141,4,4.0,,,1186.29,,4.0,0.0,0.0,981.68,,1682815944.0,4448.0,4416.0,0.0,,5088.0,4.0,4,1052.28,24589,80,,0.0,4815.5234861217,4.0,0.97,1045.34,4416.0,4815.5234861217,0,1.7,,24000
142,4,4.0,,,1207.22,,4.0,0.0,0.0,1166.67,,1682815945.0,5824.0,5856.0,0.0,,6528.0,4.0,4,1203.68,28795,81,,0.0,4390.416110619207,4.0,0.52,1237.96,5792.0,4390.416110619207,0,0.91,,28256
144,4,4.0,,,1221.31,,4.0,0.0,0.0,1046.28,,1682815947.0,6848.0,6752.0,0.0,,7968.0,4.0,4,1028.92,33233,82,,0.0,3233.7549173938005,4.0,0.5,1093.91,6688.0,3233.7549173938005,0,0.0,,32544
145,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815948.0,7904.0,7776.0,0.0,,9152.0,4.0,4,869.75,36623,83,,0.0,2973.7360959705893,4.0,0.5,582.48,7712.0,2973.7360959705893,0,0.0,,32576
146,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815949.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,40163,84,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
147,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815950.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,43736,85,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
148,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815951.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,47297,86,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
150,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815953.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,50872,87,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
151,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815954.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,54444,88,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
152,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815955.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,58020,89,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
153,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815956.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,61570,90,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
154,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815957.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,65156,91,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
156,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815959.0,7904.0,7776.0,0.0,,9152.0,4.0,4,609.73,68738,92,,0.0,2973.7360959705893,4.0,0.5,582.48,7744.0,2973.7360959705893,0,0.0,,32576
157,4,4.0,,,1208.63,,4.0,0.0,0.0,572.89,,1682815960.0,7904.0,7776.0,0.0,,9152.0,4.0,5,609.73,648,93,,0.0,3137.2678784736536,4.0,5.85,582.48,7744.0,3137.2678784736536,0,10.24,,288
158,4,5.0,1.0,3.0,1194.0,20.402987780980766,5.0,0.0,0.0,630.11,32576.0,1682815961.0,64.0,64.0,0.0,1596.6289030652001,96.0,5.0,5,672.01,5004,94,1.0,0.0,3186.630527206918,5.0,4.98,641.15,64.0,3186.630527206918,0,8.71,164832.0,4128
159,4,5.0,,,1019.27,,5.0,0.0,0.0,751.07,,1682815962.0,928.0,928.0,0.0,,1344.0,5.0,5,677.04,8330,95,,0.0,2953.9392543330046,5.0,4.73,739.25,928.0,2953.9392543330046,0,8.27,,5760
160,4,5.0,,,1010.23,,5.0,0.0,0.0,751.07,,1682815963.0,928.0,928.0,0.0,,2624.0,5.0,5,453.39,11454,96,,0.0,4387.31131821376,5.0,2.78,739.25,1280.0,4387.31131821376,0,4.86,,10880
162,4,5.0,,,1054.57,,5.0,0.0,0.0,1084.14,,1682815965.0,2208.0,2208.0,0.0,,3872.0,5.0,5,1172.92,17140,97,,0.0,4768.294817219059,5.0,1.87,1075.68,2592.0,4768.294817219059,0,3.28,,16576
163,4,5.0,,,1231.57,,5.0,0.0,0.0,1175.41,,1682815966.0,3616.0,3648.0,0.0,,5344.0,5.0,5,1155.58,22153,98,,0.0,4197.807531978477,5.0,1.44,1205.74,3968.0,4197.807531978477,0,2.53,,21440
