_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,8.0,31557.189632,1681157551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681157551,8.0,0.0,0.003999999999990678,750.026752,0.0,11.0,0.12265133297860649,178.05312,0.0,401.178624,0.0,0.0,0.0,2.375,14.0,0.0,30341.685248,2.654208,296.0,0.0,1009.631232,0.0,16.0,3.9,4.75,8492.650496,21.0,,,,,,,,,,,,,,
2,1,,,1681157552,8.0,0.0019999999999997797,0.015999999999991132,1098.510336,0.012241489212953493,2563.0,0.317147019413763,182.726656,3.0,599.703552,3.0,0.0,0.05712694966937802,2.375,1580.0,1.08204882207808,29993.197568,2.654208,315.0,0.0020000000004074536,1223.31136,0.0,3205.0,5.0,4.75,8840.290304,26.0,,,,,,,,,,,,,,
3,2,,,1681157553,8.0,0.0019999999999997797,0.01999999999998181,1640.931328,0.004083750610345034,2755.0,0.05880760399878711,182.726656,4.0,1138.737152,3.0,0.0,0.0,3.125,1808.0,0.04375674971235769,29450.768384,2.654208,315.0,0.0030000000006111804,1775.9232,0.0,3827.0,6.7,4.875,9392.902144,26.0,,,,,,,,,,,,,,
4,3,,,1681157554,8.0,0.0019999999999997797,0.02400000000000091,1702.100992,0.004084058355029888,3152.0,0.006277644391507593,183.775232,5.0,1200.603136,3.0,0.0,0.0,3.125,2753.0,0.017923592009864098,29389.602816,2.654208,315.0,0.004000000000814907,1845.710848,0.0,5259.0,6.9,4.875,9663.61088,30.0,,,,,,,,,,,,,,
5,4,,,1681157555,8.0,0.0019999999999997797,0.031999999999982265,1991.585792,0.07353551361690717,3474.0,0.0,310.697984,10.0,1535.311872,3.0,0.0,0.0,3.125,3100.0,0.0,29087.55968,2.654208,327.0,0.010000000000218279,2063.634432,0.0,6415.0,7.8,4.875,10252.681216,33.0,,,,,,,,,,,,,,
6,5,,,1681157556,8.0,0.0019999999999997797,0.03999999999999204,2760.617984,0.1838577588116125,3707.0,0.052691526970349255,439.427072,13.0,2428.74368,3.0,0.0,0.0,3.125,3259.0,0.00877793120374611,28318.502912,2.654208,330.0,0.01300000000082946,2832.347136,0.0,6869.0,10.3,4.875,11323.383808,35.0,,,,,,,,,,,,,,
7,6,,,1681157557,8.0,0.0019999999999997797,0.04399999999998272,2182.53312,0.00407993435634897,5740.0,0.03193823612791533,1174.306816,14.0,2539.700224,3.0,0.0,0.0,3.125,4292.0,0.8116360036627924,28187.36128,2.654208,687.0,0.014000000000123691,2236.25216,0.0,8910.0,10.7,4.875,13147.860992,37.0,,,,,,,,,,,,,,
8,8,,,1681157559,8.25,0.0019999999999997797,0.0479999999999734,4535.218176,0.0040684762413627385,7374.0,0.057514904358299736,1386.356736,15.0,4858.88,3.0,0.0,0.0,6.875000000000001,5611.0,0.030155990919527184,25623.61344,2.654208,840.0,0.014000000000123691,4351.881216,0.0,119600.0,18.8,5.625,18125.438976,43.0,,,,,,,,,,,,,,
9,9,,,1681157560,8.25,0.0019999999999997797,0.0519999999999925,5273.444352,0.00407214849337687,9017.0,0.0,2048.892928,16.0,5701.013504,3.0,0.0,0.0,6.875000000000001,6287.0,0.0,24221.92128,2.654208,1072.0,0.015000000000327418,4539.953152,0.0,231279.0,23.2,5.625,19043.135488,49.0,,,,,,,,,,,,,,
