03_hivemind/global_epoch,03_hivemind/overshot_TBS,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_1_epoch,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_1_samples_accumulated,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,03_hivemind/next_fetch_time_s,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/per_epoch_training_samples,03_hivemind/actual_total_samples_per_second,_step,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,_runtime,03_hivemind/global_samples_accumulated,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,04_peers/peer_1_samples_per_second
2,,721.4831612385308,1680693224.0,2.0,2.0,,0.0,,,9472.0,18.0,9344.0,7.2,2,0,,,721.4831612385308,114,0.0,19782,182,19680,361.62,,361.47
2,,619.2018179350387,1680693225.0,2.0,2.0,,0.0,,,9888.0,19.91,9792.0,7.96,2,0,,,619.2018179350387,115,0.0,20439,183,20352,360.56,,360.92
2,,689.0088732720843,1680693226.0,2.0,2.0,,0.0,,,10144.0,16.64,10208.0,6.66,2,0,,,689.0088732720843,116,0.0,21302,184,21216,360.2,,259.0
2,,713.2775427502759,1680693227.0,2.0,2.0,,0.0,,,10560.0,14.87,10656.0,5.95,2,0,,,713.2775427502759,117,0.0,22161,185,22080,360.6,,328.41
2,,719.8187492988177,1680693229.0,2.0,2.0,,0.0,,,11008.0,13.54,11072.0,5.42,2,0,,,719.8187492988177,118,0.0,23022,187,22912,360.57,,352.71
2,,721.5542963242033,1680693230.0,2.0,2.0,,0.0,,,11424.0,12.32,11488.0,4.93,2,0,,,721.5542963242033,119,0.0,23880,188,23776,360.89,,358.93
2,,721.9976405210864,1680693231.0,2.0,2.0,,0.0,,,11840.0,11.12,11936.0,4.45,2,0,,,721.9976405210864,120,0.0,24736,189,24640,361.24,,360.31
2,,721.7606294736407,1680693232.0,2.0,2.0,,0.0,,,12288.0,9.93,12352.0,3.97,2,0,,,721.7606294736407,121,0.0,25598,190,25504,360.82,,361.18
2,,721.6707533014327,1680693233.0,2.0,2.0,,0.0,,,12704.0,8.75,12800.0,3.5,2,0,,,721.6707533014327,122,0.0,26454,191,26368,361.17,,360.59
2,,637.9360456369097,1680693234.0,2.0,2.0,,0.0,,,13152.0,8.78,13216.0,3.51,2,0,,,637.9360456369097,123,0.0,27164,192,27072,360.78,,360.89
