02_timing/loss_calc_time_s,02_timing/opt_step_time_s,disk/time/disk_read_time_sys_s,process/memory/shared_memory_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,02_timing/step_time_s,memory/used_memory_sys_MB,disk/counter/disk_write_sys_count,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,disk/time/disk_write_time_sys_s,_runtime,bandwidth/net_sent_sys_bandwidth_Mbits,01_general/minibatch_loss,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,memory/available_memory_sys_MB,01_general/step,02_timing/backward_time_s,02_timing/dataload_time_s,cpu/load/avg_sys_load_five_min_percent,process/involuntary_proc_ctx_switches,_step,process/voluntary_proc_ctx_switches,cpu/interrupts/soft_interrupts_count,process/memory/virtual_memory_size_proc_MB,process/memory/dirty_pages_proc_count,memory/used_memory_sys_percent,cpu/interrupts/ctx_switches_count,01_general/dataset_iteration_count,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/data_resident_set_proc_MB,02_timing/forward_time_s,03_hivemind/global_epoch,process/memory/resident_set_size_proc_MB,01_general/lr,01_general/locally_processed_samples,disk/time/disk_busy_time_sys_s,_timestamp,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/dataload_cuda_move_time_s,cpu/logical_core_count,03_hivemind/num_peers
,,0.0010000000000012221,835.477504,0.00408348658878225,2.654208,,3572.420608,65.0,2.0,2718.748672,12.125,0.07799999999997453,10,1.3056629343416448,,,103297.0,0.0,27207.651328,,,,7.249999999999999,75.0,10,4418.0,26092.0,14026.989568,0.0,13.8,50645.0,,5.25,0.0,,,2617.761792,,,0.0799999999999983,1696169597.0,0.816123077340373,,,
,,0.0010000000000012221,835.477504,2.1555670243416225,2.654208,,3503.75936,206.0,2.0,2718.777344,12.125,0.5380000000000109,11,1.2481885743051488,,,108372.0,0.0,27237.90848,,,,7.249999999999999,75.0,11,4418.0,28294.0,14026.989568,0.0,13.7,56047.0,,5.25,0.0,,,2618.032128,,,0.09199999999999875,1696169598.0,0.7575454275960056,,,
,,0.0010000000000012221,835.477504,0.15106300767661868,2.654208,,3649.69984,212.0,2.0,2719.064064,12.125,0.54300000000012,12,0.7378116968612007,,,112299.0,0.0,27091.968,,,,7.249999999999999,75.0,12,4418.0,30038.0,14027.255808,0.0,14.1,60128.0,,5.25,0.0,,,2618.064896,,,0.1039999999999992,1696169599.0,0.5482253894530165,,,
,,0.3539999999999992,889.327616,0.004084715744274249,2.654208,,3593.183232,213.0,394.0,2743.013376,12.125,0.543999999999869,13,0.21310727919101918,,,115002.0,46.21038920851546,27107.9424,,,,7.249999999999999,77.0,13,4752.0,31361.0,14263.934976,0.0,14.1,62317.0,,5.25,0.0,,,2695.708672,,,0.5840000000000032,1696169600.0,0.160093732087096,0.006556310999940251,,
,,0.9669999999999987,953.716736,0.004086930282521786,2.654208,,3972.661248,214.0,1232.0,2999.263232,12.125,0.543999999999869,14,0.022214701132271277,,,117670.0,95.3153880779787,26728.439808,,,,7.249999999999999,77.0,14,5468.0,32689.0,14620.848128,0.0,15.3,64534.0,,5.25,0.0,,,3015.51616,,,1.4719999999999942,1696169601.0,0.014934856563806902,,,
,,1.5829999999999984,1073.967104,0.0040834244710228835,2.654208,,4146.978816,215.0,2034.0,3274.28096,13.125,0.5450000000000728,15,0.14819959669910632,,,120579.0,85.64574484326255,26547.818496,,,,7.625,77.0,15,6148.0,34153.0,15665.553408,0.0,15.9,67050.0,,5.375,0.0,,,3405.119488,,,2.200000000000003,1696169602.0,0.0892770576618995,,,
,,2.2880000000000003,1151.823872,0.004083188634864462,2.654208,,4419.694592,216.0,3020.0,3544.907776,13.125,0.5459999999998217,16,0.08778058065950826,,,122891.0,104.99919573086301,26262.265856,,,,7.625,79.0,16,6972.0,35455.0,16070.397952,0.0,16.8,69143.0,,5.375,0.0,,,3754.012672,,,3.0600000000000023,1696169603.0,0.01843017369682537,,,
1.1669999366858974e-06,,2.8419999999999987,1221.24288,0.24920593692350754,2.654208,,4595.07712,247.0,3738.0,3725.459456,13.125,0.5799999999999272,17,0.018447878015191894,,,124356.0,72.8457551034253,26086.76864,,,,7.625,79.0,17,7490.0,36536.0,30677.46304,0.0,17.3,70852.0,,5.375,0.0,4.5333443590000115,,3996.205056,,,3.760000000000005,1696169604.0,0.0567798875260554,,,
,,3.405000000000001,1290.555392,0.004085651213623959,2.654208,,4722.245632,248.0,4597.0,3829.026816,13.125,0.581000000000131,18,0.39086595257374623,,,128514.0,83.35954169991783,25959.6288,,1.0272803740000427,,7.625,79.0,18,7495.0,38486.0,30744.571904,0.0,17.7,75344.0,,5.375,0.0,,,4167.168,,,4.447999999999993,1696169605.0,45.91155591196769,,,
,,3.405000000000001,1290.555392,0.004085686192749152,2.654208,,4925.751296,249.0,4597.0,3829.026816,13.125,0.58199999999988,19,2.1914359917619746,,,146256.0,0.0,25756.135424,,,,7.625,79.0,19,7495.0,44676.0,30744.571904,0.0,18.4,100122.0,,5.375,0.0,,,4167.168,,,4.456000000000003,1696169606.0,1068.1716452251446,,,
,,3.405000000000001,1290.555392,0.0040846574737559635,2.654208,,5104.611328,250.0,4597.0,3829.030912,13.125,0.58199999999988,20,3.2909335343868724,,,167622.0,0.0,25515.085824,,,,7.75,79.0,20,7495.0,52688.0,30744.571904,0.0,19.1,129195.0,,5.5,0.0,,,4167.168,,,4.459999999999994,1696169607.0,1307.2334740984666,,,
,,3.405000000000001,1586.331648,0.00408327306508829,2.654208,,5097.324544,251.0,4597.0,3901.169664,13.125,0.5830000000000837,21,0.8712444651002242,,,172862.0,0.0,25281.429504,,,,7.75,80.0,21,7498.0,54232.0,31119.478784,0.0,19.9,135549.0,,5.5,0.0,,,4535.975936,,,4.4680000000000035,1696169608.0,0.518775057990255,,,
,3.9311068179999893,,,,,14.53358333999995,,,,,,,22,,3.9990053176879883,,,,,0.0,,5.03529431100003,,,22,,,,,,,0.0,,,,2.0,,0.0001,20.0,,1696169609.0,,,,1.0
,,3.405000000000001,1290.674176,0.07760046617116204,2.654208,,5249.536,256.0,4597.0,3901.571072,13.125,0.5869999999999891,22,3.0441191916177073,,,190226.0,0.0,25451.573248,,,,7.75,84.0,23,7518.0,61513.0,30816.60416,0.0,19.3,156447.0,,5.5,0.0,,,4240.723968,,,4.480000000000004,1696169609.0,1210.9442583347059,0.005467589999966549,,
0.0003328650000185007,,3.405000000000001,1290.809344,0.004082572483775065,2.654208,,5321.654272,257.0,4597.0,3901.571072,13.125,0.5880000000001928,23,1.1594904541019557,,,193659.0,0.0,25379.45088,,0.018136217999995097,,7.75,84.0,24,7547.0,62933.0,30816.612352,0.0,19.6,159830.0,,5.5,0.0,0.2057172959999889,,4240.879616,,,4.4879999999999995,1696169610.0,0.8913244478854384,,,
,,3.405000000000001,1290.809344,0.00408291110127773,2.654208,,5398.71232,258.0,4597.0,3901.571072,13.125,0.5889999999999418,24,0.5453238138881825,,,194493.0,0.0,25302.392832,,,,7.75,84.0,25,7547.0,63290.0,30816.612352,0.0,19.8,160577.0,,5.5,0.0,,,4240.879616,,,4.495999999999995,1696169611.0,0.07371568401237626,,,
,,3.405000000000001,1290.809344,0.0040839253474564945,2.654208,,5244.973056,259.0,4597.0,3901.571072,12.0,0.5900000000001455,25,0.05921691755614209,,,194827.0,0.0,25436.909568,,,,7.625,84.0,26,7547.0,63427.0,30816.612352,0.0,19.4,160994.0,,5.375,0.0,,,4240.879616,,,4.5,1696169612.0,0.002735910928214461,,,
,,3.405000000000001,1290.809344,0.004085480213188869,2.654208,,5244.90752,260.0,4597.0,3901.571072,12.0,0.5900000000001455,26,0.04760541982123804,,,195082.0,0.0,25436.975104,,,,7.625,84.0,27,7547.0,63612.0,30816.612352,0.0,19.4,161349.0,,5.375,0.0,,,4240.879616,,,4.504000000000005,1696169613.0,0.011370721294297163,,,
,,3.405000000000001,1290.809344,0.1879217666292106,2.654208,,5244.899328,291.0,4597.0,3901.571072,12.0,0.624000000000251,27,0.06028943905587397,,,195347.0,0.0,25436.9792,,,,7.625,84.0,28,7547.0,63760.0,30816.612352,0.0,19.4,161757.0,,5.375,0.0,,,4240.879616,,,4.524000000000001,1696169614.0,0.005082632700428351,,,
,,3.405000000000001,1290.809344,0.0040854432927049725,2.654208,,5244.86656,292.0,4597.0,3901.571072,12.0,0.625,28,0.10670028852865213,,,195595.0,0.0,25437.011968,,,,7.625,84.0,29,7547.0,63910.0,30816.612352,0.0,19.4,162116.0,,5.375,0.0,,,4240.879616,,,4.528000000000006,1696169615.0,0.012623381426757464,,,
,,3.405000000000001,1290.809344,0.004085684249448706,2.654208,,5244.86656,293.0,4597.0,3901.571072,12.0,0.6260000000002037,29,0.059242421608728,,,195812.0,0.0,25437.011968,,,,7.625,84.0,30,7547.0,64027.0,30816.612352,0.0,19.4,162443.0,,5.375,0.0,,,4240.879616,,,4.536000000000001,1696169616.0,0.0027370892539204114,,,
,,3.405000000000001,1290.809344,59.165516411178864,2.654208,,5244.833792,539.0,4597.0,3901.571072,11.125,10.365999999999985,30,0.046767254674699124,,,196289.0,0.0,25437.044736,,,,7.5,84.0,31,7547.0,64371.0,30816.612352,0.0,19.4,162881.0,,5.375,0.0,,,4240.879616,,,4.784000000000006,1696169617.0,0.011761633403169021,,,
,,3.405000000000001,1290.809344,0.004085371400368488,2.654208,,5244.833792,540.0,4597.0,3901.571072,11.125,10.365999999999985,31,0.060291145137855884,,,196502.0,0.0,25437.044736,,,,7.5,84.0,32,7547.0,64475.0,30816.612352,0.0,19.4,163213.0,,5.375,0.0,,,4240.879616,,,4.787999999999997,1696169618.0,0.004556146622008899,,,
,,3.405000000000001,1290.809344,0.012255132095963291,2.654208,,5244.686336,543.0,4597.0,3901.571072,11.125,10.369000000000142,32,0.19983205630079784,,,197074.0,0.0,25437.192192,,,,7.5,84.0,33,7547.0,64857.0,30816.612352,0.0,19.4,163938.0,,5.375,0.0,,,4240.879616,,,4.799999999999997,1696169619.0,0.14845784043695193,,,
,,3.405000000000001,1290.809344,0.09395920760016875,2.654208,,5244.567552,546.0,4597.0,3901.571072,11.125,10.371000000000095,33,0.06234691305912911,,,197333.0,0.0,25437.290496,,,,7.5,84.0,34,7547.0,64990.0,30816.612352,0.0,19.4,164330.0,,5.375,0.0,,,4240.879616,,,4.804000000000002,1696169620.0,0.005321908244937771,,,
,,3.405000000000001,1290.809344,0.0040848420027674815,2.654208,,5244.567552,547.0,4597.0,3901.571072,11.125,10.371999999999844,34,0.006996887570175852,,,197652.0,0.0,25437.294592,,,,7.5,84.0,35,7547.0,65177.0,30816.612352,0.0,19.4,164783.0,,5.375,0.0,,,4240.879616,,,4.807999999999993,1696169621.0,0.02326445171494682,,,
,,3.405000000000001,1290.809344,0.008171100330550003,2.654208,,5244.80512,549.0,4597.0,3901.571072,11.25,10.373000000000047,35,0.17110635195546395,,,198181.0,0.0,25437.057024,,,,7.5,84.0,36,7547.0,65556.0,30816.612352,0.0,19.4,165426.0,,5.375,0.0,,,4240.879616,,,4.8160000000000025,1696169622.0,0.06705249617722352,,,
,,3.405000000000001,1290.809344,96.40715825131382,2.654208,,5245.341696,925.0,4597.0,3901.571072,11.25,31.878000000000156,36,0.06029660811707812,,,198775.0,0.0,25436.536832,,,,7.5,84.0,37,7547.0,66053.0,30816.612352,0.0,19.4,165829.0,,5.375,0.0,,,4240.879616,,,5.2960000000000065,1696169623.0,0.005083237076364963,,,
,,3.405000000000001,1290.809344,0.004085570569589798,2.654208,,5245.308928,926.0,4597.0,3901.571072,11.25,31.878999999999905,37,0.10616897738436985,,,199066.0,0.0,25436.577792,,,,7.5,84.0,38,7547.0,66231.0,30816.612352,0.0,19.4,166264.0,,5.375,0.0,,,4240.879616,,,5.299999999999997,1696169624.0,0.013070633970325495,,,
,,3.405999999999999,1290.809344,0.06128363140453867,2.654208,,5245.886464,937.0,4598.0,3901.571072,11.25,31.88799999999992,38,0.15115831115960482,,,199895.0,0.057198055978098614,25436.000256,,,,7.5,84.0,39,7547.0,66637.0,30816.612352,0.0,19.4,167167.0,,5.375,0.0,,,4240.879616,,,5.3160000000000025,1696169625.0,0.15170092664491716,,,
,,3.405999999999999,1290.809344,0.004084344783707897,2.654208,,5413.605376,938.0,4598.0,3901.571072,11.25,31.889000000000124,39,612.0283044618435,,,232588.0,0.0,25268.277248,,,,7.5,84.0,40,7547.0,76818.0,30816.612352,0.0,19.9,216523.0,,5.375,0.0,,,4240.879616,,,5.323999999999998,1696169626.0,613.7644940158223,,,
,,3.405999999999999,1290.809344,0.004086242052555792,2.654208,,5487.140864,939.0,4598.0,3901.571072,12.25,31.889999999999873,40,362.11259494645515,,,265303.0,0.0,25194.74176,,,,7.875,84.0,41,7547.0,85897.0,30816.612352,0.0,20.2,267868.0,,5.5,0.0,,,4240.879616,,,5.328000000000003,1696169627.0,374.0447409759098,,,
,,3.405999999999999,1290.809344,0.056839877398549586,2.654208,,5499.322368,942.0,4598.0,3935.666176,12.25,31.891999999999825,41,95.18019852985402,,,299001.0,0.0,25182.543872,,,,7.875,85.0,42,7570.0,99985.0,31118.618624,0.0,20.2,311985.0,,5.5,0.0,,,4240.879616,,,5.3359999999999985,1696169628.0,83.58206436668311,,,
,19.008247439,,,,,19.244706885999904,,,,,,,41,,2.6385133266448975,,,,,1.0,,0.0068054779999329185,,,43,,,,,,,0.0,,,,3.0,,0.0001,40.0,,1696169628.0,,,,6.0
0.0004976070000566324,0.3594244789999266,,,,,0.6122898940000141,,,,,,,42,,2.647275924682617,,,,,2.0,0.02312346299993351,0.007710791000022255,,,44,,,,,,,0.0,,,0.21515439600000263,3.0,,0.0001,60.0,,1696169629.0,,0.0063791580000724935,,8.0
0.0004296449999401375,0.026454865000005157,3.405999999999999,1289.371648,0.012253328573243013,2.654208,,5566.623744,945.0,4598.0,3935.98976,12.25,31.894000000000233,42,9.924613792204468,,,319672.0,0.0,25153.69984,,0.02697116600006666,,7.875,163.0,45,7700.0,109427.0,31118.880768,0.0,20.3,336211.0,,5.5,0.0,0.16441571899997598,,4239.458304,,,5.347999999999999,1696169629.0,9.250186120168014,0.006081902999994782,,
,,,,,,0.22978460599995287,,,,,,,42,,2.685002088546753,,,,,3.0,,0.0054313079999701586,,,46,,,,,,,0.0,,,,3.0,,0.0001,80.0,,1696169629.0,,,,8.0
0.0004319229999509844,,3.405999999999999,1289.371648,0.008168996418976355,2.654208,,5677.3632,947.0,4598.0,3936.059392,12.25,31.896000000000186,43,3.526557349086234,,,336850.0,0.0,25062.162432,,0.020806095000011737,,7.875,168.0,47,7720.0,116946.0,31118.884864,0.0,20.6,356444.0,,5.5,0.0,0.16605378899998868,,4239.798272,,,5.3559999999999945,1696169630.0,7.226953175654457,0.005391779999968094,,
,,3.405999999999999,1289.371648,0.004085236366197853,2.654208,,5667.794944,948.0,4598.0,3936.059392,12.25,31.896000000000186,44,3.2470128882513283,,,355735.0,0.0,25071.734784,,,,7.875,168.0,48,7720.0,125173.0,31118.884864,0.0,20.6,379618.0,,5.5,0.0,,,4239.798272,,,5.359999999999999,1696169631.0,7.852965291972491,,,
,,3.405999999999999,1289.371648,0.004084792469658979,2.654208,,5556.38784,949.0,4598.0,3936.059392,12.375,31.896999999999935,45,2.3172580902961286,,,369180.0,0.0,25144.7296,,,,7.875,168.0,49,7720.0,130690.0,31118.884864,0.0,20.3,396584.0,,5.625,0.0,,,4239.798272,,,5.364000000000004,1696169632.0,5.3365101051128665,,,
,,3.405999999999999,1289.371648,0.03676571100645274,2.654208,,5629.66528,952.0,4598.0,3936.059392,12.375,31.90000000000009,46,0.26345568086867277,,,370142.0,0.0,25071.443968,,,,7.875,168.0,50,7720.0,131039.0,31118.884864,0.0,20.6,397636.0,,5.625,0.0,,,4239.798272,,,5.3799999999999955,1696169633.0,0.048430526433952945,,,
,,3.405999999999999,1289.371648,0.004085445237590512,2.654208,,5492.916224,953.0,4598.0,3936.059392,12.375,31.90000000000009,47,0.13761247765163662,,,370768.0,0.0,25188.962304,,,,7.875,168.0,51,7720.0,131398.0,31118.884864,0.0,20.2,398287.0,,5.625,0.0,,,4239.798272,,,5.388000000000005,1696169634.0,0.0706574561991582,,,
,,3.405999999999999,1289.371648,0.004085491871854734,2.654208,,5492.850688,954.0,4598.0,3936.059392,12.375,31.90099999999984,48,0.0668759909632232,,,370998.0,0.0,25189.02784,,,,7.875,168.0,52,7720.0,131535.0,31118.884864,0.0,20.2,398633.0,,5.625,0.0,,,4239.798272,,,5.391999999999996,1696169635.0,0.007189508155386235,,,
,,3.405999999999999,1289.371648,0.0040853509989501125,2.654208,,5492.850688,955.0,4598.0,3936.059392,12.375,31.902000000000044,49,0.11344030306593231,,,371230.0,0.0,25189.023744,,,,7.875,168.0,53,7720.0,131667.0,31118.884864,0.0,20.2,398976.0,,5.625,0.0,,,4239.798272,,,5.396000000000001,1696169636.0,0.014418416519049779,,,
,,3.405999999999999,1289.371648,0.004085283968967149,2.654208,,5492.846592,956.0,4598.0,3936.059392,11.375,31.902000000000044,50,0.0,,,371466.0,0.0,25189.031936,,,,7.75,168.0,54,7720.0,131806.0,31118.884864,0.0,20.2,399344.0,,5.5,0.0,,,4239.798272,,,5.400000000000006,1696169637.0,0.0,,,
,,3.405999999999999,1289.371648,0.004085385974749213,2.654208,,5492.842496,957.0,4598.0,3936.059392,11.375,31.903000000000247,51,0.11347319128663126,,,371703.0,0.0,25189.036032,,,,7.75,168.0,55,7720.0,131938.0,31118.884864,0.0,20.2,399692.0,,5.5,0.0,,,4239.798272,,,5.403999999999996,1696169638.0,0.015288280326559728,,,
,,3.405999999999999,1289.371648,0.032679948180659564,2.654208,,5494.898688,960.0,4598.0,3936.059392,11.375,31.9050000000002,52,0.06739441462158396,,,372000.0,0.0,25186.971648,,,,7.75,168.0,56,7720.0,132117.0,31118.884864,0.0,20.2,400147.0,,5.5,0.0,,,4239.798272,,,5.408000000000001,1696169639.0,0.005608887588357717,,,
,,3.405999999999999,1289.371648,0.004085033347822401,2.654208,,5494.86592,961.0,4598.0,3936.059392,11.375,31.90599999999995,53,0.11392615461982933,,,372272.0,0.0,25187.004416,,,,7.75,168.0,57,7720.0,132254.0,31118.884864,0.0,20.2,400558.0,,5.5,0.0,,,4239.798272,,,5.415999999999997,1696169640.0,0.01541461802226142,,,
,,3.405999999999999,1289.371648,0.004085477296718484,2.654208,,5494.857728,962.0,4598.0,3936.059392,11.375,31.907000000000153,54,0.0,,,372493.0,0.0,25187.012608,,,,7.75,168.0,58,7720.0,132376.0,31118.884864,0.0,20.2,400922.0,,5.5,0.0,,,4239.798272,,,5.420000000000002,1696169641.0,0.0,,,
,,3.405999999999999,1289.371648,0.31438318345634003,2.654208,,5531.81184,1010.0,4598.0,3936.059392,11.375,31.963999999999942,55,0.116019707186112,,,373452.0,0.0,25150.070784,,,,7.875,168.0,59,7720.0,133484.0,31118.884864,0.0,20.3,401789.0,,5.625,0.0,,,4239.798272,,,5.427999999999997,1696169642.0,0.03049414806976475,,,
,,3.405999999999999,1289.371648,0.004084402074264735,2.654208,,5503.500288,1011.0,4598.0,3936.059392,11.375,31.965000000000146,56,0.07698140627171651,,,375203.0,0.0,25178.382336,,,,7.875,168.0,60,7720.0,134754.0,31118.884864,0.0,20.2,403369.0,,5.625,0.0,,,4239.798272,,,5.432000000000002,1696169643.0,0.04385945820531721,,,
,,3.405999999999999,1289.371648,0.2696005336846954,2.654208,,5500.215296,1028.0,4598.0,3936.059392,11.375,31.97400000000016,57,0.16554838642175448,,,376216.0,0.0,25181.618176,,,,7.875,168.0,61,7720.0,135667.0,31118.884864,0.0,20.2,404262.0,,5.625,0.0,,,4239.798272,,,5.456000000000003,1696169644.0,0.15019826133857467,,,
,,3.405999999999999,1289.371648,0.004085393746827165,2.654208,,5500.178432,1029.0,4598.0,3936.059392,11.375,31.97499999999991,58,0.0663477519534407,,,376490.0,0.0,25181.650944,,,,7.875,168.0,62,7720.0,135842.0,31118.884864,0.0,20.2,404658.0,,5.625,0.0,,,4239.798272,,,5.463999999999999,1696169645.0,0.0027368946398594342,,,
,,3.405999999999999,1289.371648,0.004085458839140936,2.654208,,5500.2112,1030.0,4598.0,3936.059392,11.375,31.976000000000113,59,0.047142364879476185,,,376762.0,0.0,25181.618176,,,,7.875,168.0,63,7720.0,135976.0,31118.884864,0.0,20.2,405094.0,,5.625,0.0,,,4239.798272,,,5.471999999999994,1696169646.0,0.011857405926911714,,,
,,3.405999999999999,1289.371648,0.004085198480516207,2.654208,,5500.198912,1031.0,4598.0,3936.059392,10.5,31.976000000000113,60,0.07055744174635806,,,377075.0,0.0,25181.626368,,,,7.75,168.0,64,7720.0,136162.0,31118.884864,0.0,20.2,405554.0,,5.5,0.0,,,4239.798272,,,5.475999999999999,1696169647.0,0.008768814710408506,,,
,,3.405999999999999,1289.371648,0.04085457867054324,2.654208,,5500.100608,1035.0,4598.0,3936.059392,10.5,31.980000000000018,61,0.1897902643891908,,,377587.0,0.0,25181.77792,,,,7.75,168.0,65,7720.0,136408.0,31118.884864,0.0,20.2,406234.0,,5.5,0.0,,,4239.798272,,,5.4879999999999995,1696169648.0,0.2254662060334,,,
,,3.405999999999999,1289.371648,0.057196301326616523,2.654208,,5499.990016,1038.0,4598.0,3936.059392,10.5,31.983000000000175,62,0.28176838621926686,,,379029.0,0.0,25181.876224,,,,7.75,168.0,66,7720.0,137150.0,31118.884864,0.0,20.2,407922.0,,5.5,0.0,,,4239.798272,,,5.495999999999995,1696169649.0,0.3499523140702749,,,
,,3.405999999999999,1289.371648,0.0040843574050990605,2.654208,,5540.864,1039.0,4598.0,3936.059392,10.5,31.983000000000175,63,675.4428282447589,,,406305.0,0.0,25141.018624,,,,7.75,168.0,67,7720.0,146549.0,31118.884864,0.0,20.3,448621.0,,5.5,0.0,,,4239.798272,,,5.5,1696169650.0,702.9137534787047,,,
,,3.405999999999999,1289.371648,0.004082092305981847,2.654208,,5540.446208,1040.0,4598.0,3936.059392,10.5,31.983999999999924,64,361.67832141808907,,,431387.0,0.0,25141.436416,,,,7.75,168.0,68,7720.0,155065.0,31118.884864,0.0,20.3,485353.0,,5.5,0.0,,,4239.798272,,,5.504000000000005,1696169651.0,258.2403666845416,,,
,,3.405999999999999,1289.371648,0.012253675251256868,2.654208,,5583.27808,1043.0,4598.0,3936.059392,11.625,31.98700000000008,65,23.342405722602138,,,451301.0,0.0,25098.575872,,,,8.0,168.0,69,7720.0,163589.0,31118.884864,0.0,20.5,511168.0,,5.625,0.0,,,4239.798272,,,5.5120000000000005,1696169652.0,101.64726771821537,,,
,23.263605992999942,,,,,23.462207926999895,,,,,,,66,,2.6619949340820312,,,,,4.0,,0.005918347000033464,,,70,,,,,,,0.0,,,,4.0,,0.0001,100.0,,1696169653.0,,,,8.0
