cpu/load/avg_sys_load_one_min_percent,process/memory/text_resident_set_proc_MB,02_timing/dataload_time_s,bandwidth/disk_read_sys_bandwidth_MBs,02_timing/backward_time_s,02_timing/opt_step_time_s,memory/used_memory_sys_MB,cpu/interrupts/ctx_switches_count,01_general/dataset_iteration_count,process/voluntary_proc_ctx_switches,cpu/logical_core_count,02_timing/forward_time_s,process/memory/data_resident_set_proc_MB,process/memory/resident_set_size_proc_MB,process/involuntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,01_general/step_based_sps,memory/available_memory_sys_MB,memory/used_memory_sys_percent,process/memory/shared_memory_proc_MB,process/memory/dirty_pages_proc_count,bandwidth/net_recv_sys_bandwidth_Mbits,02_timing/step_time_s,01_general/minibatch_loss,disk/time/disk_write_time_sys_s,disk/counter/disk_write_sys_count,_runtime,01_general/lr,cpu/interrupts/interrupts_count,01_general/locally_processed_samples,bandwidth/disk_write_sys_bandwidth_MBs,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,_step,01_general/step,memory/total_memory_sys_MB,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,cpu/load/avg_sys_load_five_min_percent,_timestamp,02_timing/loss_calc_time_s,02_timing/dataload_cuda_move_time_s,disk/time/disk_busy_time_sys_s,disk/time/disk_read_time_sys_s
17.875,2.654208,,0.0,,,3438.874624,5005.0,,679.0,,,0.0,3103.612928,49.0,0.04066754080812613,,27657.056256,12.4,183.955456,0.0,0.008546887007972561,,,0.8379999999997381,142.0,11,,6483.0,,0.004085906769362451,9.625,11263.533056,10,,,0.0,3713.544192,3539.0,13.750000000000002,1680785285.0,,,0.09199999999998454,0.0
17.375,2.654208,,0.0,,,3438.874624,5361.0,,683.0,,,0.0,3103.612928,49.0,0.0,,27657.056256,12.4,183.955456,0.0,0.0,,,0.9210000000002765,189.0,12,,6990.0,,0.33502196534427503,9.75,11263.533056,11,,,0.0,3713.544192,3723.0,13.750000000000002,1680785286.0,,,0.103999999999985,0.0
17.375,2.654208,,0.0,,,3648.294912,5520.0,,686.0,,,0.0,3313.692672,51.0,0.04116641378832495,,27447.640064,13.0,183.955456,0.0,0.009252671960124784,,,0.9220000000004802,190.0,13,,7385.0,,0.004083937969882598,9.75,12291.739648,12,,,0.0,4741.750784,3889.0,13.750000000000002,1680785287.0,,,0.10799999999997567,0.0
17.375,2.654208,,0.0,,,4215.812096,5643.0,,686.0,,,0.0,3879.923712,52.0,0.0,,26880.12288,14.8,183.955456,0.0,0.0,,,0.9220000000004802,191.0,14,,7771.0,,0.004083164373430654,9.75,12291.739648,13,,,0.0,4741.750784,4073.0,13.750000000000002,1680785288.0,,,0.11199999999999477,0.0
17.375,2.654208,,0.0,,,4467.982336,5781.0,,686.0,,,0.0,4131.639296,54.0,0.04118374461550551,,26627.95264,15.6,183.955456,0.0,0.009434618492046153,,,0.9229999999997744,192.0,15,,8175.0,,0.004083283742465325,9.75,12518.244352,14,,,0.0,4767.322112,4248.0,13.750000000000002,1680785289.0,,,0.11599999999998545,0.0
17.375,2.654208,,0.0,,,4468.240384,5900.0,,686.0,,,0.0,4131.639296,55.0,0.0,,26627.694592,15.6,183.955456,0.0,0.0,,,0.9250000000001819,194.0,16,,8608.0,,0.008165271088005455,9.75,12518.244352,15,,,0.0,4767.35488,4489.0,13.750000000000002,1680785290.0,,,0.1279999999999859,0.0
17.0,2.654208,,0.0,,,3971.014656,6275.0,,697.0,,,0.0,3720.646656,59.0,0.058022831534513195,,27112.333312,14.1,351.576064,0.0,0.060567062907990875,,,0.9269999999996799,197.0,17,,9574.0,,0.044918843604353734,9.75,13430.919168,16,,,0.0,4201.586688,4835.0,13.750000000000002,1680785291.0,,,0.13599999999999568,0.0
17.0,2.654208,,0.0,,,4614.131712,6419.0,,701.0,,,0.0,4469.49376,60.0,0.0,,26469.21216,16.1,460.36992,0.0,0.0,,,0.9279999999998836,198.0,18,,9961.0,,0.004085585139948428,9.75,14369.447936,17,,,0.0,4838.125568,5001.0,13.750000000000002,1680785292.0,,,0.13999999999998636,0.0
17.0,2.654208,,0.0,,,2851.999744,7226.0,,709.0,,,0.0,2675.601408,64.0,0.12936681131570446,,28231.299072,10.5,462.09024,0.0,2.7238843263382537,,,0.9279999999998836,199.0,19,,11157.0,,0.004080821107935065,9.75,14234.76736,18,,,0.0,3059.482624,5732.0,13.750000000000002,1680785293.0,,,0.14399999999997704,0.0
17.0,2.654208,,0.0,,,3193.847808,11780.0,,714.0,,,0.0,2745.114624,66.0,0.2309183835643756,,27887.833088,11.6,531.329024,0.0,91.45928485439033,,,0.9290000000000873,200.0,20,,15681.0,,0.0040805623110888025,9.75,14268.727296,19,,,0.0,3059.482624,7931.0,13.750000000000002,1680785294.0,,0.0005267500000627479,0.14799999999999613,0.0
,,1.2749450900000738,,0.12858918500000982,2.4419998680969e-06,,,0.0,,,1.1595132410000133,,,,,12.480995758179851,,,,,,2.563897994999934,12.651077270507812,,,21,0.0001,,32.0,,,,20,0.0,,,,,,1680785295.0,0.00032128699990607856,,,
17.0,2.654208,,0.0,,,3568.242688,12290.0,,737.0,,,0.0,2902.65088,69.0,0.0559186939265398,,27513.331712,12.8,608.923648,0.0,5.21185686436839,,,0.931999999999789,204.0,21,,16619.0,,0.07353691256033258,9.75,22107.942912,21,,,0.0,3147.780096,8358.0,13.750000000000002,1680785295.0,,0.000290005999886489,0.1599999999999966,0.0
,,0.0012888729997939663,,0.11369036200017035,2.6019999950221973e-06,,,0.0,,,0.03467674100011209,,,,,212.05703976510398,,,,,,0.15090279500009274,12.765460968017578,,,21,0.0001,,64.0,,,,22,1.0,,,,,,1680785295.0,0.0009542110001348192,,,
,,0.0011122199998681026,,0.11706813399996463,2.7389999104343588e-06,,,0.0,,,0.03014144300004773,,,,,213.92851383516467,,,,,,0.1495826779998879,12.569791793823242,,,21,0.0001,,96.0,,,,23,2.0,,,,,,1680785295.0,0.0009294290000525507,0.0003287130000444449,,
,,0.0010674420000214013,,0.11486719699996684,2.634000111356727e-06,,,0.0,,,0.03210223299993231,,,,,214.01515708842177,,,,,,0.14952212000002874,12.714421272277832,,,21,0.0001,,128.0,,,,24,3.0,,,,,,1680785295.0,0.0011509580001529685,0.00033165599984386063,,
,,0.0011249140000018087,,0.11674418699999478,2.9829998311470263e-06,,,0.0,,,0.030337467999970613,,,,,213.74170824141777,,,,,,0.14971340999977656,12.830228805541992,,,22,0.0001,,160.0,,,,25,4.0,,,,,,1680785296.0,0.0011463399998774548,0.00035751800010075385,,
17.625,2.654208,,0.0,,,3572.744192,16154.0,,807.0,,0.03148063899993758,0.0,2904.313856,70.0,0.055832502182082765,,27508.936704,12.8,609.120256,0.0,28.670245250719695,,,0.9510000000000218,224.0,22,,20069.0,,0.13484075998760162,9.75,24188.858368,26,,,0.0,3148.32896,10166.0,13.875000000000002,1680785296.0,0.0011111700000583369,0.0003790160001244658,0.18799999999998818,0.0
,,0.0012468300001273747,,0.11605254500000228,2.6220000108878594e-06,,,0.0,,,,,,,,212.94602426474987,,,,,,0.15027282200026093,12.742456436157227,,,22,0.0001,,192.0,,,,27,5.0,,,,,,1680785296.0,,,,
,,0.0013236499999038642,,0.11710776199993234,2.4860000849002972e-06,,,0.0,,,0.03068735600004402,,,,,212.67522968483925,,,,,,0.1504641609999453,12.713682174682617,,,22,0.0001,,224.0,,,,28,6.0,,,,,,1680785296.0,0.0009874769998532429,0.0003554300001269439,,
,,0.0014695400000164227,,0.11799213799986319,1.9219999103370355e-06,,,0.0,,,0.03051992399991832,,,,,211.39780742349686,,,,,,0.15137337699957243,12.523848533630371,,,22,0.0001,,256.0,,,,29,7.0,,,,,,1680785296.0,0.0010565820000465465,0.0003332709998176142,,
,,0.0012209320000238222,,0.11646959000017887,2.4500000108673703e-06,,,0.0,,,0.030791506000014124,,,,,213.3730036420082,,,,,,0.14997211200011407,12.602690696716309,,,22,0.0001,,288.0,,,,30,8.0,,,,,,1680785296.0,0.0011474729999463307,0.00034016099994005344,,
17.625,2.654208,,0.0,0.11070495700005267,3.4479999158065766e-06,3573.456896,19493.0,,857.0,,0.038865202999886606,0.0,2904.317952,70.0,0.15236566442651567,,27507.8144,12.8,609.120256,0.0,30.536556070646842,,,0.9549999999999272,229.0,23,,23389.0,,0.020428202624758182,9.75,24188.858368,31,,,0.0,3148.32896,11978.0,13.875000000000002,1680785297.0,0.0011293830000340677,0.0004645999999866035,0.21599999999997976,0.0
,,0.001078797999980452,,,,,,0.0,,,,,,,,210.18560906577707,,,,,,0.1522463889998562,12.528165817260742,,,23,0.0001,,320.0,,,,32,9.0,,,,,,1680785297.0,,,,
,,0.0012993469999855733,,0.11600419100000181,2.3150000743044075e-06,,,0.0,,,0.031030219000058423,,,,,213.5861082206436,,,,,,0.1498224780000328,12.824609756469727,,,23,0.0001,,352.0,,,,33,10.0,,,,,,1680785297.0,0.001123070999938136,0.00036333499997454055,,
,,0.0010692309999740246,,0.10816757800012056,2.4220000796049135e-06,,,0.0,,,0.040725364000081754,,,,,211.3271511508793,,,,,,0.15142398800026058,12.635123252868652,,,23,0.0001,,384.0,,,,34,11.0,,,,,,1680785297.0,0.0011337839998759591,0.0003256090001286793,,
,,0.0010660329999154783,,0.11681451000004017,2.0140000742685515e-06,,,0.0,,,0.03109475300016129,,,,,212.83076186664132,,,,,,0.15035420499998509,12.539152145385742,,,23,0.0001,,416.0,,,,35,12.0,,,,,,1680785297.0,0.0010605939999095426,0.0003163009998843336,,
,,0.001013296999872182,,0.1173254509999424,2.8530000690807356e-06,,,0.0,,,0.031039534999990792,,,,,212.23107586930612,,,,,,0.15077904999975544,12.618749618530273,,,24,0.0001,,448.0,,,,36,13.0,,,,,,1680785298.0,0.0010221149998415058,0.0003757990000394784,,
17.625,2.654208,,0.0,,,3574.239232,23256.0,,916.0,,0.03041723399996954,0.0,2904.326144,72.0,0.061102146316315414,,27507.433472,12.8,609.120256,0.0,33.12770661347613,,,0.9600000000000364,235.0,24,,26906.0,,0.024517475637689797,9.75,24188.858368,37,,,0.0,3148.32896,13978.0,13.875000000000002,1680785298.0,0.001083021000113149,0.00035696600002665946,0.24399999999999977,0.0
,,0.001280300999951578,,0.11877932700008387,1.7239999579032883e-06,,,0.0,,,,,,,,210.63915601667986,,,,,,0.1519185730001027,12.739355087280273,,,24,0.0001,,480.0,,,,38,14.0,,,,,,1680785298.0,,,,
,,0.001005599999871265,,0.1165563279998878,2.0449999738048064e-06,,,0.0,,,0.03123038900002939,,,,,212.94525055237213,,,,,,0.15027336799948898,12.600637435913086,,,24,0.0001,,512.0,,,,39,15.0,,,,,,1680785298.0,0.0011248879998220218,0.0003541179999047017,,
,,0.0011479299998882198,,0.11573912500011829,1.8459998045727843e-06,,,0.0,,,0.0322751530000005,,,,,212.3824151401394,,,,,,0.150671607999584,12.73655891418457,,,24,0.0001,,544.0,,,,40,16.0,,,,,,1680785298.0,0.001112172999910399,0.00039538099986202724,,
,,0.0011042979999729141,,0.11560983699996541,2.7570001748244977e-06,,,0.0,,,0.031686073999935616,,,,,213.44995100221476,,,,,,0.1499180480002451,12.65614128112793,,,25,0.0001,,576.0,,,,41,17.0,,,,,,1680785299.0,0.001142786000173146,0.00037229600002319785,,
17.625,2.654208,,0.0,0.11618946099997629,2.316000063729007e-06,3573.993472,27113.0,,968.0,,0.03164034799988258,0.0,2904.342528,73.0,0.1833706796469422,,27507.585024,12.8,609.120256,0.0,38.17464682756289,,,0.9639999999999418,240.0,25,,30674.0,,0.020432162783972793,9.75,24188.858368,42,,,0.0,3148.32896,16091.0,13.875000000000002,1680785299.0,0.0017014960001233703,0.00033035300020856084,0.27199999999999136,0.0
,,0.0010934689998975955,,,,,,0.0,,,,,,,,211.9802731420653,,,,,,0.15095744300015213,12.731385231018066,,,25,0.0001,,608.0,,,,43,18.0,,,,,,1680785299.0,,,,
,,0.001291754999783734,,0.117711804999999,2.5040001219167607e-06,,,0.0,,,0.030309645000215824,,,,,212.03603889080082,,,,,,0.1509177410000575,12.680379867553711,,,25,0.0001,,640.0,,,,44,19.0,,,,,,1680785299.0,0.0012528419999853213,0.0003491899999517045,,
,,0.0014025010000295879,,0.11636003100011294,2.4390001271967776e-06,,,0.0,,,0.03215730400006578,,,,,211.1836164587745,,,,,,0.15152690600052665,12.697452545166016,,,25,0.0001,,672.0,,,,45,20.0,,,,,,1680785299.0,0.0012608090000867378,0.0003438220001044101,,
,,0.0013942709999810177,,0.11636935100000301,2.243999915663153e-06,,,0.0,,,0.03248240499988242,,,,,210.92007581858454,,,,,,0.1517162359998565,12.644062042236328,,,25,0.0001,,704.0,,,,46,21.0,,,,,,1680785299.0,0.00112524500013933,0.0003427199999350705,,
,,0.001276007999877038,,0.1079229839999698,2.1050000214017928e-06,,,0.0,,,0.040811740999970425,,,,,211.1431371267779,,,,,,0.1515559559995836,12.75510025024414,,,26,0.0001,,736.0,,,,47,22.0,,,,,,1680785300.0,0.001204105999931926,0.00033901199981301033,,
17.625,2.654208,,0.0,,,3575.7056,31484.0,,1034.0,,0.03484506900008455,0.0,2904.363008,77.0,0.04635390364358515,,27505.934336,12.8,609.120256,0.0,27.311994574712376,,,0.9690000000000509,246.0,26,,33902.0,,0.024517767216239272,9.75,24188.858368,48,,,0.0,3148.32896,17780.0,13.875000000000002,1680785300.0,0.0011298490001081518,0.00029007500006628106,0.30400000000000205,0.0
,,0.0011623949999375327,,0.1128503869999804,2.204999873356428e-06,,,0.0,,,,,,,,212.93588141274236,,,,,,0.15027998000005027,12.653769493103027,,,26,0.0001,,768.0,,,,49,23.0,,,,,,1680785300.0,,,,
,,0.001219214999991891,,0.11167789099999936,3.6559999898599926e-06,,,0.0,,,0.03744328799984942,,,,,210.84291862607472,,,,,,0.1517717559997891,12.520105361938477,,,26,0.0001,,800.0,,,,50,24.0,,,,,,1680785300.0,0.0010815939999702096,0.0003461119999883522,,
,,0.0013552849998177408,,0.11475122599995302,1.9660001271404326e-06,,,0.0,,,0.03359402399996725,,,,,211.5369125136774,,,,,,0.1512738349999836,12.693734169006348,,,26,0.0001,,832.0,,,,51,25.0,,,,,,1680785300.0,0.0012511310001173115,0.0003202030000011291,,
,,0.0013506959999176615,,0.10941926700002114,2.6479999633011175e-06,,,0.0,,,0.03953628799990838,,,,,210.59137328358577,,,,,,0.15195304300004864,12.739669799804688,,,27,0.0001,,864.0,,,,52,26.0,,,,,,1680785301.0,0.0013215270000728196,0.00032261700016533723,,
18.25,2.654208,,0.0,,,3574.76352,35082.0,,1087.0,,0.03283312999997179,0.0,2904.363008,77.0,0.16108345877567035,,27507.007488,12.8,609.120256,0.0,27.1524275799324,,,0.9740000000001601,253.0,27,,37253.0,,0.07352509316350951,9.875,24188.858368,53,,,0.0,3148.32896,19637.0,14.124999999999998,1680785301.0,0.0011984889999894222,0.00032753999994383776,0.32799999999997453,0.0
,,0.001171310000017911,,0.11567327500006286,2.108000217049266e-06,,,0.0,,,,,,,,211.63202069690442,,,,,,0.15120585200020287,12.452642440795898,,,27,0.0001,,896.0,,,,54,27.0,,,,,,1680785301.0,,,,
,,0.0016240540001035697,,0.10962863999998262,1.9880001218552934e-06,,,0.0,,,0.039075966999917,,,,,210.89455989027667,,,,,,0.15173459200013895,12.904340744018555,,,27,0.0001,,928.0,,,,55,28.0,,,,,,1680785301.0,0.0010739960000591964,0.0003299469999547,,
,,0.001348690999975588,,0.11620811600005254,2.1019998257543193e-06,,,0.0,,,0.03283912300003067,,,,,210.60260103952643,,,,,,0.15194494200000008,12.557519912719727,,,27,0.0001,,960.0,,,,56,29.0,,,,,,1680785301.0,0.0011481090000415861,0.00039880100007394503,,
,,0.0012707980001778196,,0.11392384300006597,2.4640000901854364e-06,,,0.0,,,0.0315333239998381,,,,,216.02816078285457,,,,,,0.148128836000069,12.654687881469727,,,27,0.0001,,992.0,,,,57,30.0,,,,,,1680785301.0,0.0010706830000799528,0.00032772399981695344,,
,,0.0011874530000568484,,0.11877078999987134,2.198999936808832e-06,,,0.0,,,0.030439049000051455,,,,,210.88800953701886,,,,,,0.15173930500009192,12.707623481750488,,,28,0.0001,,1024.0,,,,58,31.0,,,,,,1680785302.0,0.0010419470002034359,0.0002978669999720296,,
18.25,2.654208,,0.0,,,3575.99232,38429.0,,1152.0,,,0.0,2904.3712,80.0,0.06839439159246512,,27505.565696,12.8,609.120256,0.0,33.504387712074205,,,0.9790000000002692,259.0,28,,40617.0,,0.02448806188465185,9.875,24189.120512,59,,,0.0,3148.591104,21505.0,14.124999999999998,1680785302.0,,0.00033042899985957774,0.35599999999999454,0.0
,,0.0010798939999858703,,0.11664574800010996,2.046999952654005e-06,,,0.0,,,0.03454670299993268,,,,,208.16309495258545,,,,,,0.15372561599974688,12.708938598632812,,,28,0.0001,,1056.0,,,,60,32.0,,,,,,1680785302.0,0.0011207949999061384,,,
,,0.0011558460000742343,,0.11792157100012446,2.0029999632242834e-06,,,0.0,,,0.030605827000044883,,,,,211.90989220549352,,,,,,0.1510075799999413,12.723457336425781,,,28,0.0001,,1088.0,,,,61,33.0,,,,,,1680785302.0,0.0010459949999130913,0.0002763379998214077,,
,,0.0011475149999569112,,0.11550795999983166,2.1440000637085177e-06,,,0.0,,,0.03284918000008474,,,,,211.8770458963687,,,,,,0.1510309899999811,12.567957878112793,,,28,0.0001,,1120.0,,,,62,34.0,,,,,,1680785302.0,0.00117504599984386,0.0003491450002002239,,
,,0.001280644000189568,,0.1098699450001277,2.6079999315697933e-06,,,0.0,,,0.039388701999996556,,,,,210.57608794114591,,,,,,0.15196407300027204,12.630742073059082,,,29,0.0001,,1152.0,,,,63,35.0,,,,,,1680785303.0,0.001071094000053563,0.0003510799999730807,,
18.25,2.654208,,0.0,,,3576.557568,42132.0,,1217.0,,0.03244876999997359,0.0,2904.629248,83.0,0.1514348920482598,,27505.217536,12.8,609.120256,0.0,27.693280807440907,,,0.98700000000008,268.0,29,,43835.0,,0.11849205718288844,9.875,24189.120512,64,,,0.0,3148.599296,23197.0,14.124999999999998,1680785303.0,0.0011522550000790943,0.0003294069999810745,0.37599999999997635,0.0
,,0.001210135000064838,,0.1162270110000918,2.0310001218604157e-06,,,0.0,,,,,,,,211.40306968708617,,,,,,0.15136960900031227,12.565940856933594,,,29,0.0001,,1184.0,,,,65,36.0,,,,,,1680785303.0,,,,
,,0.0015069329999732872,,0.11702673800004959,2.1010000637033954e-06,,,0.0,,,0.03201883999986421,,,,,210.3989953293149,,,,,,0.15209198099978494,12.76253604888916,,,29,0.0001,,1216.0,,,,66,37.0,,,,,,1680785303.0,0.0011723909999545867,0.0003649779998795566,,
,,0.001140453999823876,,0.11597919900009401,1.9579999843699625e-06,,,0.0,,,0.03234364300010384,,,,,212.07376784575436,,,,,,0.15089089199977934,12.687178611755371,,,29,0.0001,,1248.0,,,,67,38.0,,,,,,1680785303.0,0.0010646549999364652,0.0003609829998367786,,
,,0.001305873000092106,,0.11717442000008305,2.0539998786262004e-06,,,0.0,,,0.031095108000045002,,,,,212.0199727851908,,,,,,0.15092917699985264,12.609280586242676,,,30,0.0001,,1280.0,,,,68,39.0,,,,,,1680785304.0,0.0010324149998268695,0.00031930699992699374,,
18.25,2.654208,,0.0,0.11762175199987723,2.1319999632396502e-06,3577.749504,45636.0,,1261.0,,0.032411015999969095,0.0,2904.641536,86.0,0.07109755661919455,,27503.407104,12.8,609.120256,0.0,32.744885376912265,,,0.9909999999999854,273.0,30,,47486.0,,0.02042758080114967,9.875,24189.120512,69,,,0.0,3148.611584,25250.0,14.124999999999998,1680785304.0,0.001162569999905827,0.00033080100001825485,0.3959999999999866,0.0
,,0.0012505469999268826,,,,,,0.0,,,,,,,,209.4531193458448,,,,,,0.15277881799966053,12.7109375,,,30,0.0001,,1312.0,,,,70,40.0,,,,,,1680785304.0,,,,
,,0.0012188200000764482,,0.11047912600020027,2.3779998628015164e-06,,,0.0,,,0.04022865699994327,,,,,208.6645502689559,,,,,,0.15335618800008888,12.645012855529785,,,30,0.0001,,1344.0,,,,71,41.0,,,,,,1680785304.0,0.0010800000000017462,0.0003472070000043459,,
,,0.0015643859999272536,,0.11648876699996435,2.395000137767056e-06,,,0.0,,,0.03251048899983289,,,,,210.4018935225197,,,,,,0.15208988599988515,12.6466064453125,,,30,0.0001,,1376.0,,,,72,42.0,,,,,,1680785304.0,0.0011867030000303203,0.0003371459999925719,,
,,0.0012038189997838344,,0.11764939800013963,2.4309999844263075e-06,,,0.0,,,0.03169955199996366,,,,,210.58889117014988,,,,,,0.1519548339999801,12.665820121765137,,,30,0.0001,,1408.0,,,,73,43.0,,,,,,1680785304.0,0.0010779520000596676,0.00032168200004889513,,
,,0.0012040389999583567,,0.11601631100006671,2.5779997940844623e-06,,,0.0,,,0.032407163000016226,,,,,211.82131045518162,,,,,,0.15107072999990123,12.775712013244629,,,31,0.0001,,1440.0,,,,74,44.0,,,,,,1680785305.0,0.0010930349999398459,0.00034760400012601167,,
18.25,2.654208,,0.0,,,3577.233408,49204.0,,1315.0,,0.03183151500002168,0.0,2904.649728,88.0,0.1872887373228512,,27504.4352,12.8,609.120256,0.0,43.91249263800878,,,0.9949999999998909,279.0,31,,51283.0,,0.02453313155109173,9.875,24189.120512,75,,,0.0,3148.619776,27410.0,14.124999999999998,1680785305.0,0.0013255569999728323,0.00031680100005360146,0.4359999999999786,0.0
,,0.0011573330000373971,,0.11725941399981821,2.2429999262385536e-06,,,0.0,,,,,,,,210.67480965208895,,,,,,0.15189286299982996,12.70677661895752,,,31,0.0001,,1472.0,,,,76,45.0,,,,,,1680785305.0,,,,
,,0.0014547119999406277,,0.11591931900011332,3.4469999263819773e-06,,,0.0,,,0.03283839799996713,,,,,210.98070298621596,,,,,,0.1516726390000258,13.04296875,,,31,0.0001,,1504.0,,,,77,46.0,,,,,,1680785305.0,0.0011216890000014246,0.0003350740000769292,,
,,0.0012612420000550628,,0.11493697299988526,3.843000058623147e-06,,,0.0,,,0.03426641800001562,,,,,210.2402424450041,,,,,,0.15220682599988322,12.748287200927734,,,31,0.0001,,1536.0,,,,78,47.0,,,,,,1680785305.0,0.0013741949999257486,0.00036415499994291167,,
,,0.001165783999795167,,0.11690755199992964,3.862999847115134e-06,,,0.0,,,0.03168440199988254,,,,,211.64139582503208,,,,,,0.1511991539994142,12.640524864196777,,,32,0.0001,,1568.0,,,,79,48.0,,,,,,1680785306.0,0.0011177970000062487,0.000319755999953486,,
19.75,2.654208,,0.0,,,3576.48384,52761.0,,1376.0,,0.03283742500002518,0.0,2904.649728,91.0,0.13925348649493918,,27505.184768,12.8,609.120256,0.0,35.41522057958125,,,1.0010000000002037,287.0,32,,54838.0,,0.0326885369153748,10.0,24189.120512,80,,,0.0,3148.627968,29415.0,14.499999999999998,1680785306.0,0.0011733639998965373,0.00034563700000944664,0.46399999999999864,0.0
,,0.001441405000150553,,0.11556841199990231,2.3580000743095297e-06,,,0.0,,,,,,,,211.40447747143853,,,,,,0.15136860100005833,12.643261909484863,,,32,0.0001,,1600.0,,,,81,49.0,,,,,,1680785306.0,,,,
