04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_3_epoch_oos,03_hivemind/global_samples_accumulated,_timestamp,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/reached_TBS,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_2_epoch,04_peers/peer_4_epoch_oos,03_hivemind/global_epoch,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_step,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/undershot_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second
0.0,,0.0,32864,1682816381.0,4,0.0,,10016.0,3287.7785350279787,0.0,0.5,821.28,61418,67,0.0,0.0,0,3287.7785350279787,10080.0,,0,0.0,9856.0,,16,0.0,,,820.56,817.83,2912.0,0.0,,828.11
0.0,,0.0,32864,1682816382.0,4,0.0,,10016.0,3287.7785350279787,0.0,0.5,821.28,65364,68,0.0,0.0,0,3287.7785350279787,10080.0,,0,0.0,9856.0,,17,0.0,,,820.56,817.83,2912.0,0.0,,828.11
0.0,,0.0,32864,1682816384.0,4,0.0,,10016.0,3287.7785350279787,0.0,0.5,821.28,69309,70,0.0,0.0,0,3287.7785350279787,10080.0,,0,0.0,9856.0,,18,0.0,,,820.56,817.83,2912.0,0.0,,828.11
0.0,,0.0,32864,1682816385.0,4,0.0,,10016.0,3287.7785350279787,0.0,0.5,821.28,73253,71,0.0,0.0,0,3287.7785350279787,10080.0,,0,0.0,9856.0,,19,0.0,,,820.56,817.83,2912.0,0.0,,828.11
0.0,,0.0,32864,1682816386.0,4,0.0,,10016.0,3287.7785350279787,0.0,0.5,821.28,77210,72,0.0,0.0,0,3287.7785350279787,10080.0,,0,0.0,9856.0,,20,0.0,,,820.56,817.83,2912.0,0.0,,828.11
0.0,,0.0,224,1682816387.0,4,0.0,,10016.0,3155.064422819425,10.25,5.86,821.28,430,73,0.0,0.0,1,1509.127941295591,10080.0,,0,0.0,9856.0,,21,0.0,,,820.56,817.83,2912.0,0.0,,828.11
1.0,1.0,0.0,4064,1682816388.0,4,0.0,0.0,10016.0,3226.700500148736,8.76,5.01,719.57,4492,74,0.0,0.0,1,3226.700500148736,10080.0,26.465177948586643,0,1.0,160.0,32864.0,22,1.0,1241.7826951265629,0.0,789.56,817.83,64.0,1.0,32864.0,828.11
1.0,,0.0,8064,1682816390.0,4,1.0,,1088.0,3313.044195400301,7.33,4.19,812.69,8498,76,1.0,0.0,1,3313.044195400301,960.0,,0,0.0,1088.0,,23,0.0,,,785.75,817.91,928.0,1.0,,810.35
1.0,,0.0,12064,1682816391.0,4,1.0,,2112.0,3309.180022832264,6.13,3.5,828.77,12494,77,1.0,0.0,1,3309.180022832264,1952.0,,0,0.0,2080.0,,24,0.0,,,822.72,834.01,1920.0,1.0,,827.54
1.0,,0.0,16128,1682816392.0,4,1.0,,3104.0,3350.074338343311,4.85,2.77,835.85,16514,78,1.0,0.0,1,3350.074338343311,2944.0,,0,0.0,3104.0,,25,0.0,,,822.24,830.63,2912.0,1.0,,820.46
1.0,,0.0,20096,1682816393.0,4,1.0,,4128.0,3342.4560112700924,3.66,2.09,835.67,20526,79,1.0,0.0,1,3342.4560112700924,3968.0,,0,0.0,4096.0,,26,0.0,,,832.84,837.32,3936.0,1.0,,844.24
1.0,,0.0,24096,1682816395.0,4,1.0,,5120.0,3337.7115714281745,2.46,1.41,831.48,24557,81,1.0,0.0,1,3337.7115714281745,4960.0,,0,0.0,5088.0,,27,0.0,,,831.33,832.91,4928.0,1.0,,846.74
1.0,,0.0,28160,1682816396.0,4,1.0,,6112.0,3337.365443251654,1.25,0.72,833.92,28584,82,1.0,0.0,1,3337.365443251654,5984.0,,0,0.0,6080.0,,28,0.0,,,832.12,835.78,5920.0,1.0,,835.9
1.0,,0.0,32192,1682816397.0,4,1.0,,7136.0,3310.715097211352,0.05,0.5,829.86,32602,83,1.0,0.0,1,3310.715097211352,6976.0,,0,0.0,7104.0,,29,0.0,,,836.84,836.79,6944.0,1.0,,833.87
1.0,,0.0,32832,1682816398.0,4,1.0,,8160.0,3335.711716327214,0.0,0.5,835.0,36629,84,1.0,0.0,1,3335.711716327214,8000.0,,0,0.0,8096.0,,30,0.0,,,802.26,841.28,7936.0,1.0,,832.18
1.0,,0.0,32832,1682816399.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,40665,85,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,31,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816401.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,44681,87,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,32,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816402.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,48681,88,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,33,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816403.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,52706,89,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,34,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816404.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,56721,90,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,35,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816405.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,60718,91,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,36,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816407.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,64724,93,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,37,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816408.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,68728,94,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,38,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816409.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,72730,95,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,39,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,32832,1682816410.0,4,1.0,,8320.0,3335.711716327214,0.0,0.5,838.24,76740,96,1.0,0.0,1,3335.711716327214,8160.0,,0,0.0,8256.0,,40,0.0,,,816.57,840.13,8096.0,1.0,,840.77
1.0,,0.0,1056,1682816411.0,4,1.0,,8320.0,3030.451778923867,10.35,5.91,838.24,1411,97,1.0,0.0,2,3030.451778923867,8160.0,,0,0.0,8256.0,,41,0.0,,,816.57,840.13,8096.0,1.0,,840.77
2.0,2.0,0.0,4960,1682816413.0,4,2.0,0.0,224.0,3214.4705682262856,8.52,4.87,786.0,5381,99,2.0,0.0,2,3214.4705682262856,288.0,24.05969300866127,0,0.0,288.0,32832.0,42,0.0,1364.6059402412482,0.0,719.74,727.44,256.0,2.0,65696.0,797.27
2.0,,0.0,8960,1682816414.0,4,2.0,,1248.0,3313.261130207801,7.06,4.04,828.96,9365,100,2.0,0.0,2,3313.261130207801,1280.0,,0,0.0,1280.0,,43,0.0,,,720.27,826.96,1152.0,2.0,,838.28
2.0,,0.0,12928,1682816415.0,4,2.0,,2240.0,3321.347982539988,5.85,3.34,827.35,13351,101,2.0,0.0,2,3321.347982539988,2304.0,,0,0.0,2272.0,,44,0.0,,,817.21,836.12,2144.0,2.0,,832.58
2.0,,0.0,16960,1682816416.0,4,2.0,,3232.0,3347.8995706512696,4.59,2.62,831.02,17392,102,2.0,0.0,2,3347.8995706512696,3296.0,,0,0.0,3264.0,,45,0.0,,,823.68,831.63,3136.0,2.0,,835.01
2.0,,0.0,20928,1682816417.0,4,2.0,,4224.0,3336.5220889110833,3.41,1.95,832.24,21377,103,2.0,0.0,2,3336.5220889110833,4320.0,,0,0.0,4256.0,,46,0.0,,,842.75,834.62,4160.0,2.0,,838.28
2.0,,0.0,24928,1682816419.0,4,2.0,,5216.0,3326.5687849054593,2.23,1.27,827.35,25353,105,2.0,0.0,2,3326.5687849054593,5312.0,,0,0.0,5248.0,,47,0.0,,,843.71,829.26,5152.0,2.0,,836.21
2.0,,0.0,28736,1682816420.0,4,2.0,,6208.0,3260.86591326571,1.11,0.64,828.5,29141,106,2.0,0.0,2,3260.86591326571,6336.0,,0,0.0,6240.0,,48,0.0,,,829.97,828.63,6144.0,2.0,,839.47
2.0,,0.0,32672,1682816421.0,4,2.0,,7168.0,3209.65770811961,0.0,0.5,782.58,33072,107,2.0,0.0,2,3209.65770811961,7264.0,,0,0.0,7168.0,,49,0.0,,,834.93,820.65,7136.0,2.0,,822.71
2.0,,0.0,32800,1682816422.0,4,2.0,,8128.0,3234.8537585293416,0.0,0.5,812.66,36982,108,2.0,0.0,2,3234.8537585293416,8256.0,,0,0.0,8160.0,,50,0.0,,,820.14,783.22,8128.0,2.0,,793.64
2.0,,0.0,32800,1682816423.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,40867,109,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,51,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816425.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,44742,111,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,52,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816426.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,48647,112,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,53,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816427.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,52517,113,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,54,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816428.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,56396,114,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,55,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816429.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,60295,115,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,56,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816431.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,64204,117,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,57,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816432.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,68076,118,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,58,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816433.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,71991,119,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,59,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,32800,1682816434.0,4,2.0,,8160.0,3234.8537585293416,0.0,0.5,813.42,75903,120,2.0,0.0,2,3234.8537585293416,8288.0,,0,0.0,8192.0,,60,0.0,,,824.33,789.77,8160.0,2.0,,807.34
2.0,,0.0,2400,1682816435.0,4,2.0,,8160.0,3254.6161730443923,9.2,5.26,813.42,2818,121,2.0,0.0,3,3254.6161730443923,8288.0,,0,0.0,8192.0,,61,0.0,,,824.33,789.77,8160.0,2.0,,807.34
3.0,3.0,0.0,6368,1682816437.0,4,3.0,0.0,608.0,3325.185820424237,7.81,4.46,811.15,6807,123,3.0,0.0,3,3325.185820424237,608.0,24.057105637155473,0,0.0,608.0,32800.0,62,0.0,1363.4225369714216,0.0,807.18,811.99,576.0,3.0,98496.0,824.3
3.0,,0.0,10400,1682816438.0,4,3.0,,1568.0,3333.29237164401,6.6,3.77,830.39,10784,124,3.0,0.0,3,3333.29237164401,1632.0,,0,0.0,1600.0,,63,0.0,,,830.85,826.49,1568.0,3.0,,837.46
3.0,,0.0,14304,1682816439.0,4,3.0,,2592.0,3278.223595211748,5.5,3.15,837.28,14724,125,3.0,0.0,3,3278.223595211748,2624.0,,0,0.0,2592.0,,64,0.0,,,834.13,835.26,2592.0,3.0,,826.62
3.0,,0.0,18240,1682816440.0,4,3.0,,3584.0,3315.7235861151094,4.25,2.43,830.86,18685,126,3.0,0.0,3,3315.7235861151094,3616.0,,0,0.0,3584.0,,65,0.0,,,777.31,835.64,3520.0,3.0,,834.41
3.0,,0.0,22272,1682816441.0,4,3.0,,4576.0,3316.6071547424076,3.04,1.74,829.57,22687,127,3.0,0.0,3,3316.6071547424076,4608.0,,0,0.0,4576.0,,66,0.0,,,810.35,838.18,4480.0,3.0,,837.63
3.0,,0.0,26304,1682816443.0,4,3.0,,5600.0,3312.7354716447353,1.83,1.05,826.76,26704,129,3.0,0.0,3,3312.7354716447353,5632.0,,0,0.0,5568.0,,67,0.0,,,817.94,835.38,5472.0,3.0,,836.52
3.0,,0.0,30752,1682816444.0,4,3.0,,6592.0,3322.5587859692305,0.48,0.5,834.81,31173,130,3.0,0.0,3,3322.5587859692305,6656.0,,0,0.0,6592.0,,68,0.0,,,826.47,814.15,6464.0,3.0,,837.31
3.0,,0.0,32800,1682816445.0,4,3.0,,7712.0,3317.8750178789787,0.0,0.5,818.84,35175,131,3.0,0.0,3,3317.8750178789787,7776.0,,0,0.0,7680.0,,69,0.0,,,826.07,831.51,7584.0,3.0,,846.13
3.0,,0.0,32800,1682816446.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,39186,132,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,70,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816448.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,43184,134,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,71,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816449.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,47179,135,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,72,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816450.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,51174,136,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,73,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816451.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,55178,137,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,74,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816452.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,59153,138,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,75,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816454.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,63133,140,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,76,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816455.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,67131,141,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,77,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816456.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,71132,142,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,78,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816457.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,75129,143,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,79,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,32800,1682816458.0,4,3.0,,8224.0,3317.8750178789787,0.0,0.5,820.66,79133,144,3.0,0.0,3,3317.8750178789787,8288.0,,0,0.0,8192.0,,80,0.0,,,828.64,832.07,8096.0,3.0,,836.51
3.0,,0.0,3328,1682816460.0,4,3.0,,8224.0,3170.558634567953,9.16,5.24,820.66,3721,146,3.0,0.0,4,3170.558634567953,8288.0,,0,0.0,8192.0,,81,0.0,,,828.64,832.07,8096.0,3.0,,836.51
4.0,4.0,0.0,6464,1682816461.0,4,4.0,0.0,864.0,2705.6574768301525,9.6,5.48,705.48,6799,147,4.0,0.0,4,2705.6574768301525,864.0,24.2239693980664,0,0.0,768.0,32800.0,82,0.0,1354.030772620533,0.0,817.35,819.98,832.0,4.0,131296.0,827.75
4.0,,0.0,10496,1682816462.0,4,4.0,,1536.0,3318.145910735281,6.6,3.77,669.76,10884,148,4.0,0.0,4,3318.145910735281,1472.0,,0,0.0,1632.0,,83,0.0,,,819.29,616.11,1824.0,4.0,,600.49
4.0,,0.0,14496,1682816463.0,4,4.0,,2560.0,3345.1494212239068,5.34,3.05,836.18,14909,149,4.0,0.0,4,3345.1494212239068,2464.0,,0,0.0,2656.0,,84,0.0,,,820.15,834.01,2816.0,4.0,,827.8
4.0,,0.0,18464,1682816464.0,4,4.0,,3552.0,3334.7171834063474,4.15,2.37,830.66,18924,150,4.0,0.0,4,3334.7171834063474,3488.0,,0,0.0,3648.0,,85,0.0,,,837.82,833.64,3808.0,4.0,,843.03
4.0,,0.0,22528,1682816466.0,4,4.0,,4544.0,3332.3968461638965,2.95,1.69,834.1,22922,152,4.0,0.0,4,3332.3968461638965,4480.0,,0,0.0,4640.0,,86,0.0,,,828.03,827.56,4800.0,4.0,,845.02
4.0,,0.0,26528,1682816467.0,4,4.0,,5568.0,3324.710872765268,1.75,1.0,827.5,26940,153,4.0,0.0,4,3324.710872765268,5504.0,,0,0.0,5632.0,,87,0.0,,,835.08,833.55,5824.0,4.0,,836.26
4.0,,0.0,30528,1682816468.0,4,4.0,,6560.0,3317.087843615862,0.55,0.5,823.58,30938,154,4.0,0.0,4,3317.087843615862,6496.0,,0,0.0,6656.0,,88,0.0,,,832.69,835.95,6816.0,4.0,,832.49
4.0,,0.0,32224,1682816469.0,4,4.0,,7584.0,2262.4045493040094,0.0,0.5,822.41,33551,155,4.0,0.0,4,2262.4045493040094,7488.0,,0,0.0,7648.0,,89,0.0,,,833.13,837.02,7808.0,4.0,,824.53
4.0,,0.0,32224,1682816470.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,36273,156,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,90,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816472.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,38993,158,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,91,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816473.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,41716,159,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,92,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816474.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,44421,160,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,93,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816475.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,47142,161,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,94,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816476.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,49869,162,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,95,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816478.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,52574,164,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,96,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816479.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,55299,165,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,97,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816480.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,58029,166,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,98,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816481.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,60749,167,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,99,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,32224,1682816482.0,4,4.0,,7904.0,2262.4045493040094,0.0,0.5,596.56,63477,168,4.0,0.0,4,2262.4045493040094,7808.0,,0,0.0,8128.0,,100,0.0,,,815.97,439.91,8384.0,4.0,,409.97
4.0,,0.0,4128,1682816484.0,4,4.0,,7904.0,3129.178886829889,9.04,5.16,596.56,4494,170,4.0,0.0,5,3129.178886829889,7808.0,,0,0.0,8128.0,,101,0.0,,,815.97,439.91,8384.0,4.0,,409.97
5.0,4.0,0.0,7968,1682816485.0,4,5.0,0.0,960.0,3150.574306870298,7.75,4.43,822.39,8345,171,5.0,0.0,5,3150.574306870298,1024.0,24.04388526175171,0,0.0,1184.0,32224.0,102,0.0,1340.2160112309707,1.0,827.8,682.78,960.0,5.0,163520.0,796.22
5.0,,0.0,11968,1682816486.0,4,5.0,,1824.0,3340.035730954613,6.11,3.49,799.41,12372,172,5.0,0.0,5,3340.035730954613,2016.0,,0,0.0,2176.0,,103,0.0,,,833.4,684.27,1952.0,5.0,,833.49
5.0,,0.0,15936,1682816487.0,4,5.0,,2816.0,3323.8512346978378,4.93,2.82,837.15,16366,173,5.0,0.0,5,3323.8512346978378,3040.0,,0,0.0,3168.0,,104,0.0,,,833.17,826.67,2944.0,5.0,,843.05
