04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_3_epoch_oos,03_hivemind/global_samples_accumulated,_timestamp,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/reached_TBS,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,03_hivemind/estimated_current_samples,_runtime,04_peers/peer_2_epoch,04_peers/peer_4_epoch_oos,03_hivemind/global_epoch,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/epoch_s,03_hivemind/num_clients,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_accumulated,03_hivemind/per_epoch_training_samples,_step,04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/undershot_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second
5.0,,0.0,19968,1682816488.0,4,5.0,,3808.0,3331.1816921783957,3.72,2.12,826.51,20389,174,5.0,0.0,5,3331.1816921783957,4032.0,,0,0.0,4160.0,,105,0.0,,,828.09,827.76,3936.0,5.0,,841.49
5.0,,0.0,24000,1682816490.0,4,5.0,,4800.0,3349.8646581200755,2.49,1.42,826.19,24424,176,5.0,0.0,5,3349.8646581200755,5056.0,,0,0.0,5152.0,,106,0.0,,,832.56,830.18,4960.0,5.0,,842.25
5.0,,0.0,27296,1682816491.0,4,5.0,,5824.0,3080.413776891451,1.65,0.95,836.93,27672,177,5.0,0.0,5,3080.413776891451,6080.0,,0,0.0,6144.0,,107,0.0,,,836.65,836.38,5952.0,5.0,,839.91
5.0,,0.0,31296,1682816492.0,4,5.0,,6784.0,3322.964756949386,0.31,0.5,737.57,31723,178,5.0,0.0,5,3322.964756949386,6752.0,,0,0.0,6848.0,,108,0.0,,,830.87,813.56,6912.0,5.0,,698.41
5.0,,0.0,32800,1682816493.0,4,5.0,,7776.0,3238.7304935384127,0.0,0.5,821.07,35612,179,5.0,0.0,5,3238.7304935384127,7776.0,,0,0.0,7840.0,,109,0.0,,,836.45,828.11,7904.0,5.0,,837.33
5.0,,0.0,32800,1682816494.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,39492,180,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,110,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816496.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,43381,182,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,111,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816497.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,47286,183,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,112,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816498.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,51198,184,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,113,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816499.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,55089,185,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,114,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816501.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,58975,187,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,115,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816502.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,62849,188,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,116,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816503.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,66723,189,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,117,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816504.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,70611,190,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,118,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816505.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,74511,191,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,119,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,32800,1682816507.0,4,5.0,,8128.0,3238.7304935384127,0.0,0.5,823.75,78429,193,5.0,0.0,5,3238.7304935384127,8160.0,,0,0.0,8224.0,,120,0.0,,,837.7,752.02,8288.0,5.0,,825.26
5.0,,0.0,0,1682816508.0,4,5.0,,8128.0,3238.7304935384127,8.78,5.02,823.75,4324,194,5.0,0.0,6,3238.7304935384127,8160.0,,0,0.0,8224.0,,121,0.0,,,837.7,752.02,8288.0,5.0,,825.26
6.0,5.0,0.0,0,1682816509.0,4,6.0,0.0,0.0,3238.7304935384127,7.57,4.33,823.75,8235,195,6.0,0.0,6,3238.7304935384127,0.0,24.04306784365326,0,0.0,0.0,32800.0,122,0.0,1364.2185853024716,1.0,837.7,752.02,0.0,6.0,196320.0,825.26
6.0,,0.0,0,1682816510.0,4,6.0,,0.0,3238.7304935384127,6.37,3.64,823.75,12134,196,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,123,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816511.0,4,6.0,,0.0,3238.7304935384127,5.17,2.95,823.75,16032,197,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,124,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816515.0,4,6.0,,0.0,3238.7304935384127,1.13,0.65,823.75,29102,201,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,125,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816516.0,4,6.0,,0.0,3238.7304935384127,0.1,0.5,823.75,32449,202,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,126,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816517.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,35772,203,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,127,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816518.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,39092,204,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,128,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816519.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,42430,205,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,129,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816521.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,45745,207,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,130,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816522.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,49082,208,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,131,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816523.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,52423,209,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,132,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816524.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,55735,210,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,133,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816525.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,59043,211,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,134,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816526.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,62366,212,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,135,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816527.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,65676,213,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,136,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816528.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,68989,214,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,137,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816529.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,72313,215,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,138,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816530.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,75645,216,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,139,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816531.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,78971,217,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,140,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816532.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,82298,218,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,141,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816533.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,85663,219,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,142,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816534.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,88997,220,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,143,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816535.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,92321,221,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,144,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816536.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,95648,222,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,145,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816537.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,98958,223,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,146,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816538.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,102275,224,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,147,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816539.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,105578,225,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,148,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816540.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,108889,226,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,149,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816541.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,112197,227,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,150,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816542.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,115515,228,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,151,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816543.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,118826,229,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,152,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816544.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,122149,230,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,153,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816545.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,125468,231,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,154,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816546.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,128785,232,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,155,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816547.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,132111,233,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,156,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816548.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,135427,234,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,157,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816549.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,138766,235,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,158,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816550.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,142089,236,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,159,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816551.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,145405,237,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,160,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816552.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,148735,238,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,161,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816553.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,152051,239,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,162,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816554.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,155366,240,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,163,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816555.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,158678,241,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,164,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816556.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,161998,242,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,165,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816557.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,165315,243,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,166,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816558.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,168651,244,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,167,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816559.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,171968,245,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,168,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816561.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,175288,247,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,169,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816562.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,178589,248,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,170,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816563.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,181927,249,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,171,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816564.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,185244,250,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,172,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816565.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,188554,251,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,173,0.0,,,837.7,752.02,0.0,6.0,,825.26
6.0,,0.0,0,1682816566.0,4,6.0,,0.0,3238.7304935384127,0.0,0.5,823.75,191871,252,6.0,0.0,6,3238.7304935384127,0.0,,0,0.0,0.0,,174,0.0,,,837.7,752.02,0.0,6.0,,825.26
