03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
280,7.5140524112230045,1,256,0,1052.93,42,0,10.0,7.5140524112230045,1683036842,0,,,,,,,,,,,,,,,
1276,140.8276472849242,1,1248,1,49.11,43,0,10.0,140.8276472849242,1683036843,0,256.0,0.0,7.51,0.0,,,,,,,,,,,
1566,187.55838101864413,1,1536,2,35.33,44,0,8.83,187.55838101864413,1683036844,0,1248.0,0.0,140.83,0.0,,,,,,,,,,,
2122,287.39988542553,2,2080,3,21.12,45,0,8.45,287.39988542553,1683036845,0,1536.0,0.0,187.56,0.0,,,,,,,,,,,
2706,375.2457658227494,2,2656,4,14.62,46,0,5.85,375.2457658227494,1683036846,0,1824.0,0.0,214.79,0.0,256.0,0.0,0.0,72.61,,,,,,,
3354,431.72612781853775,2,3264,5,11.21,48,0,4.48,431.72612781853775,1683036848,0,2112.0,0.0,227.29,0.0,544.0,0.0,0.0,147.96,,,,,,,
3925,457.3516062213198,2,3840,6,9.33,49,0,3.73,457.3516062213198,1683036849,0,2400.0,0.0,230.56,0.0,864.0,0.0,0.0,201.16,,,,,,,
4490,466.56883637574845,2,4416,7,7.93,50,0,3.17,466.56883637574845,1683036850,0,2688.0,0.0,233.79,0.0,1152.0,0.0,0.0,223.56,,,,,,,
5043,462.6665036966788,2,4960,8,6.81,51,0,2.72,462.6665036966788,1683036851,0,2976.0,0.0,235.15,0.0,1440.0,0.0,0.0,231.42,,,,,,,
5596,465.71396581959726,2,5504,9,5.57,52,0,2.23,465.71396581959726,1683036852,0,3264.0,0.0,235.45,0.0,1696.0,0.0,0.0,227.22,,,,,,,
6158,469.61331294691865,2,6080,10,4.33,54,0,1.73,469.61331294691865,1683036854,0,3520.0,0.0,235.27,0.0,1984.0,0.0,0.0,230.44,,,,,,,
6717,470.0790300014887,2,6656,11,3.14,55,0,1.25,470.0790300014887,1683036855,0,3808.0,0.0,235.24,0.0,2272.0,0.0,0.0,234.37,,,,,,,
7280,471.59351726738697,2,7200,12,1.93,56,0,0.77,471.59351726738697,1683036856,0,4096.0,0.0,235.33,0.0,2560.0,0.0,0.0,234.75,,,,,,,
7839,472.57410864665604,2,7744,13,0.75,57,0,0.5,472.57410864665604,1683036857,0,4384.0,0.0,235.59,0.0,2816.0,0.0,0.0,236.0,,,,,,,
8398,469.4099128124851,2,8224,14,0.0,58,0,0.5,469.4099128124851,1683036858,0,4640.0,0.0,236.11,0.0,3104.0,0.0,0.0,236.46,,,,,,,
8956,469.4099128124851,2,8224,15,0.0,60,0,0.5,469.4099128124851,1683036860,0,4896.0,0.0,233.95,0.0,3328.0,0.0,0.0,235.46,,,,,,,
9516,469.4099128124851,2,8224,16,0.0,61,0,0.5,469.4099128124851,1683036861,0,4896.0,0.0,233.95,0.0,3328.0,0.0,0.0,235.46,,,,,,,
10076,469.4099128124851,2,8224,17,0.0,62,0,0.5,469.4099128124851,1683036862,0,4896.0,0.0,233.95,0.0,3328.0,0.0,0.0,235.46,,,,,,,
456,452.2998852836065,2,384,18,17.1,63,1,6.84,452.2998852836065,1683036863,0,4896.0,0.0,233.95,0.0,3328.0,0.0,0.0,235.46,,,,,,,
1021,463.63560123213733,2,960,19,15.47,64,1,6.19,463.63560123213733,1683036864,0,192.0,1.0,226.74,0.0,192.0,1.0,0.0,225.56,21.56130861584097,0.0,8224.0,8224.0,0.0,381.4239732164435,1.0
1580,467.3839873512859,2,1504,20,14.15,65,1,5.66,467.3839873512859,1683036865,0,480.0,1.0,232.32,0.0,480.0,1.0,0.0,231.31,,,,,,,
2144,469.6052214336096,2,2048,21,12.88,67,1,5.15,469.6052214336096,1683036867,0,768.0,1.0,234.56,0.0,736.0,1.0,0.0,232.82,,,,,,,
2705,471.8036394433991,2,2624,22,11.63,68,1,4.65,471.8036394433991,1683036868,0,1024.0,1.0,235.26,0.0,1024.0,1.0,0.0,234.34,,,,,,,
3268,472.2359223325385,2,3200,23,10.43,69,1,4.17,472.2359223325385,1683036869,0,1312.0,1.0,235.92,0.0,1312.0,1.0,0.0,235.88,,,,,,,
3828,471.5425869060394,2,3776,24,9.25,70,1,3.7,471.5425869060394,1683036870,0,1600.0,1.0,235.92,0.0,1600.0,1.0,0.0,236.31,,,,,,,
4392,472.71191098196516,2,4320,25,8.04,71,1,3.22,472.71191098196516,1683036871,0,1888.0,1.0,235.32,0.0,1888.0,1.0,0.0,236.22,,,,,,,
4957,473.68509922872784,2,4864,26,6.83,73,1,2.73,473.68509922872784,1683036873,0,2176.0,1.0,236.0,0.0,2144.0,1.0,0.0,236.72,,,,,,,
5520,473.4847180770845,2,5440,27,5.64,74,1,2.26,473.4847180770845,1683036874,0,2432.0,1.0,236.49,0.0,2432.0,1.0,0.0,237.19,,,,,,,
6079,471.8389263931833,2,6016,28,4.48,75,1,1.79,471.8389263931833,1683036875,0,2720.0,1.0,236.0,0.0,2720.0,1.0,0.0,237.49,,,,,,,
6640,471.2454652186357,2,6592,29,3.29,76,1,1.32,471.2454652186357,1683036876,0,3008.0,1.0,235.88,0.0,3008.0,1.0,0.0,235.96,,,,,,,
7195,469.68633095904136,2,7104,30,2.12,77,1,0.85,469.68633095904136,1683036877,0,3296.0,1.0,235.88,0.0,3296.0,1.0,0.0,235.36,,,,,,,
7755,471.8244689910221,2,7680,31,0.93,79,1,0.5,471.8244689910221,1683036879,0,3552.0,1.0,236.2,0.0,3552.0,1.0,0.0,233.49,,,,,,,
8319,473.05059644706614,2,8224,32,0.0,80,1,0.5,473.05059644706614,1683036880,0,3840.0,1.0,236.21,0.0,3840.0,1.0,0.0,235.61,,,,,,,
8882,473.05059644706614,2,8224,33,0.0,81,1,0.5,473.05059644706614,1683036881,0,4128.0,1.0,236.66,0.0,4096.0,1.0,0.0,236.39,,,,,,,
9444,473.05059644706614,2,8224,34,0.0,82,1,0.5,473.05059644706614,1683036882,0,4128.0,1.0,236.66,0.0,4096.0,1.0,0.0,236.39,,,,,,,
10005,473.05059644706614,2,8224,35,0.0,83,1,0.5,473.05059644706614,1683036883,0,4128.0,1.0,236.66,0.0,4096.0,1.0,0.0,236.39,,,,,,,
430,471.0995930281425,2,352,36,16.48,85,2,6.59,471.0995930281425,1683036885,0,4128.0,1.0,236.66,0.0,4096.0,1.0,0.0,236.39,,,,,,,
