_step,03_hivemind/undershot_TBS,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/per_epoch_training_samples,_timestamp,04_peers/peer_2_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,_runtime,03_hivemind/num_peers,04_peers/peer_1_epoch,04_peers/peer_3_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/num_clients,03_hivemind/global_epoch,04_peers/peer_3_epoch_oos,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated,04_peers/peer_4_epoch,03_hivemind/actual_total_samples_per_second,03_hivemind/reached_TBS,04_peers/peer_1_epoch_oos,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/overshot_TBS,03_hivemind/epoch_s,04_peers/peer_5_epoch,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,03_hivemind/optimistic_total_samples_per_second
128,,,91.98,92.34,1728.0,,1681397687.0,1.0,0.0,0.0,1664.0,9028,198,5,1.0,1.0,92.13,1664.0,8800,0,1,0.0,51.92,1696.0,1.0,457.2421366476813,,0.0,0.0,10.0,86.74,1536.0,,,1.0,,93.98,457.2421366476813
129,,,91.99,92.33,1824.0,,1681397688.0,1.0,0.0,0.0,1792.0,9582,199,5,1.0,1.0,92.19,1760.0,9376,0,1,0.0,50.72,1792.0,1.0,457.18046106466227,,0.0,0.0,10.0,86.77,1632.0,,,1.0,,93.96,457.18046106466227
130,,,91.94,92.3,1952.0,,1681397689.0,1.0,0.0,0.0,1888.0,10134,200,5,1.0,1.0,92.35,1888.0,9920,0,1,0.0,49.52,1920.0,1.0,457.0800938080348,,0.0,0.0,10.0,86.79,1728.0,,,1.0,,93.8,457.0800938080348
131,,,91.87,92.28,2048.0,,1681397690.0,1.0,0.0,0.0,2016.0,10687,201,5,1.0,1.0,92.38,1984.0,10496,0,1,0.0,48.32,2016.0,1.0,457.01243645177533,,0.0,0.0,10.0,86.79,1856.0,,,1.0,,93.77,457.01243645177533
132,,,91.82,92.3,2176.0,,1681397692.0,1.0,0.0,0.0,2112.0,11235,203,5,1.0,1.0,92.35,2112.0,11008,0,1,0.0,47.13,2144.0,1.0,456.84849064197385,,0.0,0.0,10.0,86.81,1952.0,,,1.0,,93.73,456.84849064197385
133,,,91.73,92.3,2272.0,,1681397693.0,1.0,0.0,0.0,2240.0,11791,204,5,1.0,1.0,92.33,2208.0,11584,0,1,0.0,45.94,2240.0,1.0,456.639471582252,,0.0,0.0,10.0,86.8,2048.0,,,1.0,,93.68,456.639471582252
134,,,91.69,92.27,2400.0,,1681397694.0,1.0,0.0,0.0,2336.0,12339,205,5,1.0,1.0,92.29,2336.0,12160,0,1,0.0,44.74,2368.0,1.0,456.6235427996854,,0.0,0.0,10.0,86.8,2144.0,,,1.0,,93.6,456.6235427996854
135,,,91.64,92.18,2528.0,,1681397695.0,1.0,0.0,0.0,2464.0,12888,206,5,1.0,1.0,92.37,2432.0,12704,0,1,0.0,43.56,2464.0,1.0,456.3685342311625,,0.0,0.0,10.0,86.83,2272.0,,,1.0,,93.6,456.3685342311625
136,,,91.6,92.14,2624.0,,1681397696.0,1.0,0.0,0.0,2560.0,13435,207,5,1.0,1.0,92.33,2560.0,13248,0,1,0.0,42.37,2592.0,1.0,456.34268721627865,,0.0,0.0,10.0,86.73,2368.0,,,1.0,,93.56,456.34268721627865
137,,,91.56,92.1,2752.0,,1681397698.0,1.0,0.0,0.0,2688.0,13979,209,5,1.0,1.0,92.3,2656.0,13760,0,1,0.0,41.18,2688.0,1.0,456.2924038168121,,0.0,0.0,10.0,86.7,2464.0,,,1.0,,93.68,456.2924038168121
138,,,91.54,92.06,2848.0,,1681397699.0,1.0,0.0,0.0,2784.0,14528,210,5,1.0,1.0,92.25,2784.0,14368,0,1,0.0,40.01,2784.0,1.0,455.8863459067295,,0.0,0.0,10.0,86.72,2560.0,,,1.0,,93.72,455.8863459067295
139,,,91.47,92.03,2976.0,,1681397700.0,1.0,0.0,0.0,2912.0,15078,211,5,1.0,1.0,92.22,2880.0,14880,0,1,0.0,38.83,2912.0,1.0,455.57724677195074,,0.0,0.0,10.0,86.49,2688.0,,,1.0,,93.67,455.57724677195074
140,,,91.4,91.98,3072.0,,1681397701.0,1.0,0.0,0.0,3008.0,15625,212,5,1.0,1.0,92.21,3008.0,15456,0,1,0.0,37.64,3008.0,1.0,455.4438306984674,,0.0,0.0,10.0,86.39,2784.0,,,1.0,,93.6,455.4438306984674
141,,,91.36,91.92,3200.0,,1681397702.0,1.0,0.0,0.0,3136.0,16170,213,5,1.0,1.0,92.19,3104.0,15936,0,1,0.0,36.47,3136.0,1.0,455.10764554150273,,0.0,0.0,10.0,86.32,2880.0,,,1.0,,93.65,455.10764554150273
142,,,91.29,91.86,3296.0,,1681397704.0,1.0,0.0,0.0,3232.0,16718,215,5,1.0,1.0,92.13,3200.0,16576,0,1,0.0,35.29,3232.0,1.0,454.8531380849548,,0.0,0.0,10.0,86.25,2976.0,,,1.0,,93.57,454.8531380849548
143,,,91.24,91.79,3424.0,,1681397705.0,1.0,0.0,0.0,3360.0,17269,216,5,1.0,1.0,92.09,3328.0,17056,0,1,0.0,34.1,3360.0,1.0,454.47556027506863,,0.0,0.0,10.0,86.19,3104.0,,,1.0,,93.54,454.47556027506863
144,,,91.19,91.67,3520.0,,1681397706.0,1.0,0.0,0.0,3456.0,17817,217,5,1.0,1.0,92.01,3424.0,17632,0,1,0.0,32.92,3456.0,1.0,454.2095964287929,,0.0,0.0,10.0,86.15,3200.0,,,1.0,,93.45,454.2095964287929
145,,,91.11,91.59,3648.0,,1681397707.0,1.0,0.0,0.0,3584.0,18364,218,5,1.0,1.0,91.97,3552.0,18144,0,1,0.0,31.73,3552.0,1.0,453.95897505041233,,0.0,0.0,10.0,86.07,3296.0,,,1.0,,93.46,453.95897505041233
146,,,91.05,91.62,3744.0,,1681397708.0,1.0,0.0,0.0,3680.0,18913,219,5,1.0,1.0,92.01,3648.0,18720,0,1,0.0,30.53,3680.0,1.0,453.8606388200129,,0.0,0.0,10.0,85.99,3392.0,,,1.0,,93.29,453.8606388200129
147,,,91.02,91.5,3872.0,,1681397710.0,1.0,0.0,0.0,3776.0,19460,221,5,1.0,1.0,91.95,3776.0,19264,0,1,0.0,29.34,3776.0,1.0,453.61567828729335,,0.0,0.0,10.0,86.05,3520.0,,,1.0,,93.34,453.61567828729335
148,,,90.96,91.47,3968.0,,1681397711.0,1.0,0.0,0.0,3904.0,20008,222,5,1.0,1.0,91.92,3872.0,19808,0,1,0.0,28.14,3904.0,1.0,453.4573582623427,,0.0,0.0,10.0,86.01,3616.0,,,1.0,,93.26,453.4573582623427
149,,,90.88,91.46,4096.0,,1681397712.0,1.0,0.0,0.0,4000.0,20554,223,5,1.0,1.0,91.9,4000.0,20352,0,1,0.0,26.95,4000.0,1.0,453.16880084880705,,0.0,0.0,10.0,85.95,3712.0,,,1.0,,93.26,453.16880084880705
150,,,90.81,91.46,4192.0,,1681397713.0,1.0,0.0,0.0,4128.0,21099,224,5,1.0,1.0,91.85,4096.0,20928,0,1,0.0,25.77,4128.0,1.0,452.8665021958957,,0.0,0.0,10.0,85.81,3808.0,,,1.0,,93.25,452.8665021958957
151,,,90.78,91.49,4320.0,,1681397714.0,1.0,0.0,0.0,4224.0,21646,225,5,1.0,1.0,91.78,4224.0,21440,0,1,0.0,24.56,4224.0,1.0,452.7885372647979,,0.0,0.0,10.0,85.63,3936.0,,,1.0,,93.18,452.7885372647979
152,,,90.79,91.43,4416.0,,1681397716.0,1.0,0.0,0.0,4352.0,22191,227,5,1.0,1.0,91.76,4320.0,21984,0,1,0.0,23.37,4320.0,1.0,452.59206099403184,,0.0,0.0,10.0,85.63,4032.0,,,1.0,,93.18,452.59206099403184
153,,,90.67,91.35,4544.0,,1681397717.0,1.0,0.0,0.0,4448.0,22738,228,5,1.0,1.0,91.75,4416.0,22528,0,1,0.0,22.17,4448.0,1.0,452.4368641253851,,0.0,0.0,10.0,85.73,4128.0,,,1.0,,93.09,452.4368641253851
154,,,90.65,91.28,4640.0,,1681397718.0,1.0,0.0,0.0,4576.0,23280,229,5,1.0,1.0,91.72,4544.0,23072,0,1,0.0,20.98,4544.0,1.0,452.32682983250567,,0.0,0.0,10.0,85.69,4224.0,,,1.0,,93.1,452.32682983250567
155,,,90.66,91.3,4768.0,,1681397719.0,1.0,0.0,0.0,4672.0,23824,230,5,1.0,1.0,91.64,4640.0,23648,0,1,0.0,19.79,4672.0,1.0,451.9233194426487,,0.0,0.0,10.0,85.64,4320.0,,,1.0,,93.08,451.9233194426487
156,,,90.58,91.23,4864.0,,1681397721.0,1.0,0.0,0.0,4800.0,24366,232,5,1.0,1.0,91.6,4768.0,24160,0,1,0.0,18.6,4768.0,1.0,451.62243871404553,,0.0,0.0,10.0,85.47,4448.0,,,1.0,,93.04,451.62243871404553
157,,,90.55,91.18,4992.0,,1681397722.0,1.0,0.0,0.0,4896.0,24912,233,5,1.0,1.0,91.58,4864.0,24704,0,1,0.0,17.4,4864.0,1.0,451.4532986731996,,0.0,0.0,10.0,85.32,4544.0,,,1.0,,92.99,451.4532986731996
158,,,90.5,91.11,5088.0,,1681397723.0,1.0,0.0,0.0,4992.0,25456,234,5,1.0,1.0,91.57,4992.0,25248,0,1,0.0,16.2,4992.0,1.0,451.3080637169435,,0.0,0.0,10.0,85.32,4640.0,,,1.0,,92.96,451.3080637169435
159,,,90.46,91.1,5216.0,,1681397724.0,1.0,0.0,0.0,5120.0,25996,235,5,1.0,1.0,91.55,5088.0,25792,0,1,0.0,15.01,5088.0,1.0,451.1792642531744,,0.0,0.0,9.38,85.27,4736.0,,,1.0,,92.92,451.1792642531744
160,,,90.41,91.04,5312.0,,1681397725.0,1.0,0.0,0.0,5216.0,26540,236,5,1.0,1.0,91.53,5184.0,26368,0,1,0.0,13.81,5216.0,1.0,450.9794189364162,,0.0,0.0,8.63,85.29,4864.0,,,1.0,,92.9,450.9794189364162
161,,,90.41,90.98,5440.0,,1681397727.0,1.0,0.0,0.0,5344.0,27081,238,5,1.0,1.0,91.5,5312.0,26848,0,1,0.0,12.62,5312.0,1.0,450.7837415482032,,0.0,0.0,7.88,85.28,4960.0,,,1.0,,92.81,450.7837415482032
162,,,90.33,90.94,5536.0,,1681397728.0,1.0,0.0,0.0,5440.0,27625,239,5,1.0,1.0,91.48,5408.0,27456,0,1,0.0,11.42,5408.0,1.0,450.4743106979938,,0.0,0.0,7.14,85.22,5056.0,,,1.0,,92.82,450.4743106979938
163,,,90.27,90.8,5664.0,,1681397729.0,1.0,0.0,0.0,5568.0,28167,240,5,1.0,1.0,91.45,5536.0,27936,0,1,0.0,10.22,5536.0,1.0,450.32590816790906,,0.0,0.0,6.39,85.19,5152.0,,,1.0,,92.77,450.32590816790906
164,,,90.26,90.76,5760.0,,1681397730.0,1.0,0.0,0.0,5664.0,28707,241,5,1.0,1.0,91.46,5632.0,28576,0,1,0.0,9.02,5632.0,1.0,450.0579131117199,,0.0,0.0,5.64,85.14,5248.0,,,1.0,,92.71,450.0579131117199
165,,,90.2,90.73,5888.0,,1681397731.0,1.0,0.0,0.0,5792.0,29250,242,5,1.0,1.0,91.35,5760.0,29056,0,1,0.0,7.82,5760.0,1.0,449.9585503111836,,0.0,0.0,4.89,85.1,5376.0,,,1.0,,92.68,449.9585503111836
166,,,90.14,90.68,5984.0,,1681397733.0,1.0,0.0,0.0,5888.0,29791,244,5,1.0,1.0,91.43,5856.0,29568,0,1,0.0,6.62,5856.0,1.0,449.8351429900987,,0.0,0.0,4.14,85.09,5472.0,,,1.0,,92.61,449.8351429900987
167,,,90.11,90.64,6112.0,,1681397734.0,1.0,0.0,0.0,5984.0,30332,245,5,1.0,1.0,91.39,5952.0,30144,0,1,0.0,5.42,5952.0,1.0,449.7018662374637,,0.0,0.0,3.39,85.12,5568.0,,,1.0,,92.57,449.7018662374637
168,,,90.04,90.59,6208.0,,1681397735.0,1.0,0.0,0.0,6112.0,30876,246,5,1.0,1.0,91.38,6080.0,30656,0,1,0.0,4.21,6080.0,1.0,449.70360163017125,,0.0,0.0,2.63,85.16,5664.0,,,1.0,,92.53,449.70360163017125
169,,,90.08,90.57,6336.0,,1681397736.0,1.0,0.0,0.0,6208.0,31419,247,5,1.0,1.0,91.4,6176.0,31264,0,1,0.0,3.0,6176.0,1.0,449.40525021976464,,0.0,0.0,1.88,85.15,5760.0,,,1.0,,92.49,449.40525021976464
170,,,90.01,90.51,6432.0,,1681397737.0,1.0,0.0,0.0,6336.0,31956,248,5,1.0,1.0,91.32,6304.0,31776,0,1,0.0,1.81,6304.0,1.0,449.02489725100133,,0.0,0.0,1.13,85.1,5888.0,,,1.0,,92.46,449.02489725100133
171,,,89.95,90.37,6560.0,,1681397739.0,1.0,0.0,0.0,6432.0,32501,250,5,1.0,1.0,91.26,6400.0,32288,0,1,0.0,0.59,6400.0,1.0,448.9508102725426,,0.0,0.0,0.5,84.97,5984.0,,,1.0,,92.47,448.9508102725426
172,,,89.91,90.42,6656.0,,1681397740.0,1.0,0.0,0.0,6560.0,33044,251,5,1.0,1.0,91.28,6496.0,32864,0,1,0.0,0.0,6496.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.89,6080.0,,,1.0,,92.45,448.8089984018234
173,,,89.93,90.39,6784.0,,1681397741.0,1.0,0.0,0.0,6656.0,33587,252,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
174,,,89.93,90.39,6784.0,,1681397742.0,1.0,0.0,0.0,6656.0,34130,253,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
175,,,89.93,90.39,6784.0,,1681397743.0,1.0,0.0,0.0,6656.0,34672,254,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
176,,,89.93,90.39,6784.0,,1681397745.0,1.0,0.0,0.0,6656.0,35214,256,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
177,,,89.93,90.39,6784.0,,1681397746.0,1.0,0.0,0.0,6656.0,35758,257,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
178,,,89.93,90.39,6784.0,,1681397747.0,1.0,0.0,0.0,6656.0,36298,258,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
179,,,89.93,90.39,6784.0,,1681397748.0,1.0,0.0,0.0,6656.0,36841,259,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
180,,,89.93,90.39,6784.0,,1681397749.0,1.0,0.0,0.0,6656.0,37379,260,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
181,,,89.93,90.39,6784.0,,1681397751.0,1.0,0.0,0.0,6656.0,37921,262,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
182,,,89.93,90.39,6784.0,,1681397752.0,1.0,0.0,0.0,6656.0,38463,263,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
183,,,89.93,90.39,6784.0,,1681397753.0,1.0,0.0,0.0,6656.0,39013,264,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
184,,,89.93,90.39,6784.0,,1681397754.0,1.0,0.0,0.0,6656.0,39554,265,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
185,,,89.93,90.39,6784.0,,1681397756.0,1.0,0.0,0.0,6656.0,40094,267,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
186,,,89.93,90.39,6784.0,,1681397757.0,1.0,0.0,0.0,6656.0,40637,268,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
187,,,89.93,90.39,6784.0,,1681397758.0,1.0,0.0,0.0,6656.0,41179,269,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
188,,,89.93,90.39,6784.0,,1681397759.0,1.0,0.0,0.0,6656.0,41722,270,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
189,,,89.93,90.39,6784.0,,1681397760.0,1.0,0.0,0.0,6656.0,42264,271,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
190,,,89.93,90.39,6784.0,,1681397762.0,1.0,0.0,0.0,6656.0,42806,273,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
191,,,89.93,90.39,6784.0,,1681397763.0,1.0,0.0,0.0,6656.0,43344,274,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
192,,,89.93,90.39,6784.0,,1681397764.0,1.0,0.0,0.0,6656.0,44023,275,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
193,,,89.93,90.39,6784.0,,1681397765.0,1.0,0.0,0.0,6656.0,44561,276,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
194,,,89.93,90.39,6784.0,,1681397767.0,1.0,0.0,0.0,6656.0,45103,278,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
195,,,89.93,90.39,6784.0,,1681397768.0,1.0,0.0,0.0,6656.0,45643,279,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
196,,,89.93,90.39,6784.0,,1681397769.0,1.0,0.0,0.0,6656.0,46182,280,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
197,,,89.93,90.39,6784.0,,1681397770.0,1.0,0.0,0.0,6656.0,46724,281,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
198,,,89.93,90.39,6784.0,,1681397772.0,1.0,0.0,0.0,6656.0,47264,283,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
199,,,89.93,90.39,6784.0,,1681397773.0,1.0,0.0,0.0,6656.0,47804,284,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
200,,,89.93,90.39,6784.0,,1681397774.0,1.0,0.0,0.0,6656.0,48344,285,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
201,,,89.93,90.39,6784.0,,1681397775.0,1.0,0.0,0.0,6656.0,48884,286,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
202,,,89.93,90.39,6784.0,,1681397776.0,1.0,0.0,0.0,6656.0,49423,287,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
203,,,89.93,90.39,6784.0,,1681397778.0,1.0,0.0,0.0,6656.0,49963,289,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
204,,,89.93,90.39,6784.0,,1681397779.0,1.0,0.0,0.0,6656.0,50501,290,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
205,,,89.93,90.39,6784.0,,1681397780.0,1.0,0.0,0.0,6656.0,51039,291,5,1.0,1.0,91.21,6624.0,32864,0,1,0.0,0.0,6624.0,1.0,448.8089984018234,,0.0,0.0,0.5,84.9,6176.0,,,1.0,,92.38,448.8089984018234
