memory/used_memory_sys_MB,memory/total_memory_sys_MB,cpu/interrupts/ctx_switches_count,01_general/dataset_iteration_count,bandwidth/net_recv_sys_bandwidth_Mbits,process/memory/resident_set_size_proc_MB,01_general/lr,03_hivemind/global_epoch,process/memory/virtual_memory_size_proc_MB,memory/used_memory_sys_percent,disk/counter/disk_read_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,01_general/minibatch_loss,memory/available_memory_sys_MB,disk/time/disk_busy_time_sys_s,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,process/memory/text_resident_set_proc_MB,01_general/step,02_timing/forward_time_s,disk/time/disk_read_time_sys_s,disk/time/disk_write_time_sys_s,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,_runtime,02_timing/backward_time_s,cpu/logical_core_count,cpu/interrupts/interrupts_count,disk/counter/disk_write_sys_count,process/memory/lib_memory_proc_MB,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,_timestamp,02_timing/step_time_s,02_timing/opt_step_time_s,process/voluntary_proc_ctx_switches,_step,02_timing/dataload_time_s,cpu/load/avg_sys_load_five_min_percent,02_timing/loss_calc_time_s,02_timing/dataload_cuda_move_time_s,cpu/load/avg_sys_load_one_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,03_hivemind/num_peers,01_general/locally_processed_samples
,,,0.0,,,0.0001,0.0,,,,,7.0662841796875,,,,,,,41.0,,,,,,114,0.14248433500006286,,,,,,,1681395451.0,0.206135670000549,0.039569619000303646,,155,0.003027992000170343,,,,,,9.0,1344.0
,,,0.0,,,0.0001,0.0,,,,,7.3431396484375,,,,,,,42.0,0.018088427999828127,,,,,114,0.13874196000006123,,,,,,,1681395451.0,0.2028670049999164,0.03959075300008408,,156,0.0029703400000471447,,0.000455213999885018,0.003020310000010795,,,9.0,1376.0
,,,0.0,,,0.0001,0.0,,,,,7.4068603515625,,,,,,,43.0,0.017788053000003856,,,,,114,0.1406557650002469,,,,,,,1681395451.0,0.20443071100044108,0.03947325700028159,,157,0.0029405799996311544,,0.0004731490002995997,0.003099906999977975,,,9.0,1408.0
8312.713216,,180604.0,,90.91532706795832,6779.715584,,,32330.027008,5.6,2.0,0.0,,199337.08288,0.8519999999999897,2452.631552,941.0,0.0,2.719744,,0.017979961000037292,0.0009999999999998899,0.37299999999999045,0.0,0.016343949706678445,114,,,1107393.0,520.0,6964.482048,125375.0,2.4122887680155345,1681395451.0,,,1321.0,158,,0.9666666666666666,0.0004807109999092063,0.003131042999939382,1.2666666666666666,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.2760009765625,,,,,,,44.0,,,,,,115,0.14123840199999904,,,,,,,1681395452.0,0.20518684599983317,0.03948972499983938,,159,0.0028670040001088637,,,,,,9.0,1440.0
,,,0.0,,,0.0001,0.0,,,,,7.0556640625,,,,,,,45.0,0.017640500999732467,,,,,115,0.141311554999902,,,,,,,1681395452.0,0.21003238099956434,0.04470389800007979,,160,0.0027841680002893554,,0.0005318989997249446,0.0030603599998357822,,,9.0,1472.0
,,,0.0,,,0.0001,0.0,,,,,7.2882080078125,,,,,,,46.0,0.017781698999897344,,,,,115,0.14191500600009022,,,,,,,1681395452.0,0.20585181499927785,0.03957311799968011,,161,0.002979433999826142,,0.000544144999821583,0.0030584129999624565,,,9.0,1504.0
8315.379712,,187706.0,,92.87163214497295,6779.797504,,,32330.0352,5.6,2.0,0.0,,199334.756352,0.867999999999995,2452.709376,943.0,0.0,2.719744,,,0.0009999999999998899,0.3739999999999668,0.0,0.01634441229369969,115,,,1113843.0,524.0,6964.482048,132500.0,2.7506177443212345,1681395452.0,,,1411.0,162,,0.9666666666666666,,0.003165667000303074,1.2666666666666666,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.2786865234375,,,,,,,47.0,0.01882887000010669,,,,,116,0.14194396799985043,,,,,,,1681395453.0,0.20665748600004008,0.03943706299969563,,163,0.002790009999898757,,0.0004919080001855036,,,,9.0,1536.0
,,,0.0,,,0.0001,0.0,,,,,7.6488037109375,,,,,,,48.0,0.018302649999895948,,,,,116,0.14259128699995927,,,,,,,1681395453.0,0.20737979400064432,0.03982850500005952,,164,0.0030023950002942,,0.0004956170000696147,0.0031593400003657734,,,9.0,1568.0
8315.834368,,193197.0,,90.67920892248755,6779.797504,,,32330.0352,5.6,2.0,0.0,,199314.612224,0.8840000000000003,2452.709376,945.0,0.0,2.719744,,0.017873470000267844,0.0009999999999998899,0.37700000000000955,0.0,0.04086347021356109,116,0.14342361500030165,,1118750.0,529.0,6964.482048,137530.0,2.4469716381089173,1681395453.0,,0.03959514600001057,1467.0,165,,0.9666666666666666,0.0004867019997618627,0.0030436570000347274,1.2666666666666666,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.4776611328125,,,,,,,49.0,,,,,,116,,,,,,,,1681395453.0,0.2075700780005718,,,166,0.0031474880001951533,,,,,,9.0,1600.0
,,,0.0,,,0.0001,0.0,,,,,7.15478515625,,,,,,,50.0,0.017698045000088314,,,,,117,0.14233229899991784,,,,,,,1681395454.0,0.2064596630007145,0.03965512000013405,,167,0.0031875270001364697,,0.0005375410000851844,0.003049131000352645,,,9.0,1632.0
,,,0.0,,,0.0001,0.0,,,,,7.2713623046875,,,,,,,51.0,0.017829218999850127,,,,,117,0.14102410700024848,,,,,,,1681395454.0,0.2049700490001669,0.039711758000066766,,168,0.002880309999909514,,0.00048308200030078297,0.003041572999791242,,,9.0,1664.0
8314.548224,,199057.0,,87.34002199180148,6779.8016,,,32330.0352,5.6,2.0,0.0,,199316.373504,0.9039999999999964,2452.713472,948.0,0.0,2.719744,,0.017953652999949554,0.0009999999999998899,0.3779999999999859,0.0,0.020430466771162056,117,0.14109248900012972,,1123608.0,534.0,6964.482048,142729.0,2.494863257597618,1681395454.0,,0.03980134499988708,1518.0,169,,1.0,0.0004874960000051942,0.00308472000006077,1.4333333333333333,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.1058349609375,,,,,,,52.0,,,,,,117,,,,,,,,1681395454.0,0.2053968650002389,,,170,0.00297716200020659,,,,,,9.0,1696.0
,,,0.0,,,0.0001,0.0,,,,,7.5184326171875,,,,,,,53.0,0.018054872999982763,,,,,118,0.14090575799991711,,,,,,,1681395455.0,0.2048186059996624,0.039308123999944655,,171,0.0029590379999717698,,0.00048333099994124495,0.0031074819999048486,,,9.0,1728.0
,,,0.0,,,0.0001,0.0,,,,,7.1527099609375,,,,,,,54.0,0.017851327000244055,,,,,118,0.13994658699994034,,,,,,,1681395455.0,0.2039980449999348,0.039578765999976895,,172,0.0030095609999989392,,0.0005499429998963024,0.003061860999878263,,,9.0,1760.0
8325.033984,,205324.0,,99.5856069938598,6779.797504,,,32330.039296,5.6,2.0,0.0,,199305.822208,0.9199999999999875,2452.709376,952.0,0.0,2.719744,,0.017890088000058313,0.0009999999999998899,0.3790000000000191,0.0,0.01634470385359426,118,0.142999712999881,,1127811.0,538.0,6964.482048,147421.0,2.293382220754719,1681395455.0,,0.03975867500003005,1559.0,173,,1.0,0.0005244649996711814,0.003082733000155713,1.4333333333333333,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.295654296875,,,,,,,55.0,,,,,,118,,,,,,,,1681395455.0,0.20724436999989848,,,174,0.002988696000102209,,,,,,9.0,1792.0
,,,0.0,,,0.0001,0.0,,,,,7.0618896484375,,,,,,,56.0,0.018112908999682986,,,,,119,0.14292128799979764,,,,,,,1681395456.0,0.20730263299901708,0.03992390899975362,,175,0.002857899999980873,,0.0004786199997397489,0.0030080070000622072,,,9.0,1824.0
,,,0.0,,,0.0001,0.0,,,,,6.9259033203125,,,,,,,57.0,0.017905535999943822,,,,,119,0.1427373510000507,,,,,,,1681395456.0,0.20681501899980503,0.03967389199988247,,176,0.002956044000256952,,0.00047580499995092396,0.00306639099972017,,,9.0,1856.0
8326.905856,,212297.0,,100.23781629431821,6779.8016,,,32330.039296,5.6,2.0,0.0,,199303.995392,0.9359999999999928,2452.713472,957.0,0.0,2.719744,,0.017908704000092257,0.0009999999999998899,0.382000000000005,0.0,0.09807711081656088,119,0.1424252670003625,,1133411.0,545.0,6964.482048,153486.0,2.629971887543627,1681395456.0,,0.039740165999774035,1606.0,177,,1.0,0.0004504860003180511,0.0030652620002911135,1.4333333333333333,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.2799072265625,,,,,,,58.0,,,,,,119,,,,,,,,1681395456.0,0.2066752290011209,,,178,0.00308534400028293,,,,,,9.0,1888.0
,,,0.0,,,0.0001,0.0,,,,,7.3232421875,,,,,,,59.0,0.017500664000181132,,,,,120,0.1414638900000682,,,,,,,1681395457.0,0.20574493499998425,0.04017849199999546,,179,0.0030732690001968876,,0.0004928499997731706,0.0030357699997694,,,9.0,1920.0
,,,0.0,,,0.0001,0.0,,,,,6.9522705078125,,,,,,,60.0,0.01774818800004141,,,,,120,0.14246880799964856,,,,,,,1681395457.0,0.2064040849995763,0.0397531000003255,,180,0.0029229049996502,,0.0004655379998439457,0.003045546000066679,,,9.0,1952.0
8325.210112,,218503.0,,84.4888674666794,6779.797504,,,32330.039296,5.6,2.0,0.0,,199305.240576,0.9559999999999889,2452.709376,962.0,0.0,2.719744,,0.01786732199980179,0.0009999999999998899,0.38400000000001455,0.0,0.016346562306425557,120,0.14264599799980715,,1137600.0,549.0,6964.482048,158244.0,2.2315531878422363,1681395457.0,,0.039877574000001914,1653.0,181,,1.0,0.0004636769999706303,0.0030390609999813023,1.4333333333333333,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.38671875,,,,,,,61.0,,,,,,120,,,,,,,,1681395457.0,0.20668820499986396,,,182,0.0027945730003011704,,,,,,9.0,1984.0
,,,0.0,,,0.0001,0.0,,,,,7.4873046875,,,,,,,62.0,0.017745241999818973,,,,,121,0.1430351479998535,,,,,,,1681395458.0,0.20707231399956072,0.03974189300015496,,183,0.0030588889999307867,,0.00047154499998214305,0.003019596999820351,,,9.0,2016.0
,,,0.0,,,0.0001,0.0,,,,,7.3779296875,,,,,,,63.0,0.017795020999983535,,,,,121,0.14331819900007758,,,,,,,1681395458.0,0.2070499780006685,0.03946946600035517,,184,0.0028735619998769835,,0.0004928170001221588,0.0031009130002530583,,,9.0,2048.0
8329.711616,,224592.0,,107.84543337679851,6779.8016,,,32330.039296,5.6,2.0,0.0,,199301.632,0.9719999999999942,2452.713472,963.0,0.0,2.719744,,0.018016648999946483,0.0009999999999998899,0.3849999999999909,0.0,0.016344315102121327,121,0.14358779600024718,,1142250.0,553.0,6964.482048,164007.0,2.254358294496648,1681395458.0,,,1705.0,185,,1.0,0.0004653080000025511,0.003074495999953797,1.4333333333333333,1.2666666666666666,,
,,,0.0,,,0.0001,0.0,,,,,7.120361328125,,,,,,,64.0,,,,,,121,,,,,,,,1681395458.0,0.20766056600041338,0.039742139000281895,,186,0.0027741779999814753,,,,,,9.0,2080.0
,,,0.0,,,0.0001,0.0,,,,,6.9432373046875,,,,,,,65.0,0.018342719999964174,,,,,122,0.14151290399968275,,,,,,,1681395459.0,0.20624373699956777,0.0396895570002016,,187,0.003147938999973121,,0.0005022880000069563,0.0030483289997391694,,,9.0,2112.0
,,,0.0,,,0.0001,0.0,,,,,7.20166015625,,,,,,,66.0,0.01807052999993175,,,,,122,0.14263405900010184,,,,,,,1681395459.0,0.20685254799991526,0.039739026999995986,,188,0.0028748429999723157,,0.0004923530000269238,0.0030417359998864413,,,9.0,2144.0
8335.74912,,229971.0,,94.22849707329256,6779.797504,,,32330.039296,5.6,2.0,0.0,,199295.598592,0.9879999999999995,2452.709376,966.0,0.0,2.719744,,0.018356261999997514,0.0009999999999998899,0.38599999999996726,0.0,0.016346643963626412,122,,,1147088.0,557.0,6964.482048,169240.0,2.2573055104579858,1681395459.0,,,1754.0,189,,1.1666666666666665,0.0004688640001404565,0.0030122429998300504,2.1,1.3333333333333335,,
,,,0.0,,,0.0001,0.0,,,,,7.35791015625,,,,,,,67.0,,,,,,122,0.14381523599968205,,,,,,,1681395459.0,0.20862338499955513,0.039916509999784466,,190,0.003054270000120596,,,,,,9.0,2176.0
,,,0.0,,,0.0001,0.0,,,,,7.0814208984375,,,,,,,68.0,0.01786786000002394,,,,,123,0.14212230799967074,,,,,,,1681395460.0,0.20678394200012917,0.04026956699999573,,191,0.0029879200001232675,,0.00047368700006700237,0.0030626000002484943,,,9.0,2208.0
,,,0.0,,,0.0001,0.0,,,,,7.12548828125,,,,,,,69.0,0.018043353999928513,,,,,123,0.1422701420001431,,,,,,,1681395460.0,0.20659311700001126,0.040050964999863936,,192,0.002701951000290137,,0.0005087770000500313,0.003017927999735548,,,9.0,2240.0
8353.193984,,238230.0,,168.5129273865762,6779.8016,,,32330.039296,5.6,2.0,0.0,,199278.559232,1.0039999999999907,2452.713472,968.0,0.0,2.719744,,0.017876928999612574,0.0009999999999998899,0.3879999999999768,0.0,0.01634620846798216,123,,,1153217.0,561.0,6964.506624,176704.0,2.632138640327207,1681395460.0,,,1823.0,193,,1.1666666666666665,0.0004679740000028687,0.003027544000360649,2.1,1.3333333333333335,,
,,,0.0,,,0.0001,0.0,,,,,7.156494140625,,,,,,,70.0,,,,,,124,0.14247757900011493,,,,,,,1681395461.0,0.20628062700006922,0.039775232000010874,,194,0.0026553689999673225,,,,,,9.0,2272.0
,,,0.0,,,0.0001,0.0,,,,,7.1090087890625,,,,,,,71.0,0.0176645470000949,,,,,124,0.14290708699991228,,,,,,,1681395461.0,0.20692435700038914,0.039577218999966135,,195,0.0032391029999416787,,0.0004592740001498896,0.0030771270003242535,,,9.0,2304.0
,,,0.0,,,0.0001,0.0,,,,,7.4315185546875,,,,,,,72.0,0.017746071000146912,,,,,124,0.1424659489998703,,,,,,,1681395461.0,0.20708332999947743,0.04008152599999448,,196,0.0032824360000631714,,0.0004537729996627604,0.0030535749997397943,,,9.0,2336.0
8351.387648,,243568.0,,82.35184506152635,6779.805696,,,32330.039296,5.6,2.0,0.0,,199298.768896,1.0279999999999916,2452.713472,970.0,0.0,2.719744,,0.017593836999822088,0.0009999999999998899,0.39100000000001955,0.0,0.044951196492704515,124,,,1157452.0,567.0,6964.506624,181089.0,2.522861959232897,1681395461.0,,,1877.0,197,,1.1666666666666665,0.00044759100001101615,0.0030749729999115516,2.1,1.3333333333333335,,
,,,0.0,,,0.0001,0.0,,,,,6.9896240234375,,,,,,,73.0,,,,,,125,0.14404411699979391,,,,,,,1681395462.0,0.20751059799931681,0.03995780700006435,,198,0.002392272999713896,,,,,,9.0,2368.0
,,,0.0,,,0.0001,0.0,,,,,7.1597900390625,,,,,,,74.0,0.017611122999824147,,,,,125,0.14409129100022255,,,,,,,1681395462.0,0.20795752599997286,0.03988671900015106,,199,0.0028627319998122402,,0.0004479239996726392,0.003057737000290217,,,9.0,2400.0
,,,0.0,,,0.0001,0.0,,,,,7.17236328125,,,,,,,75.0,0.017744437000146718,,,,,125,0.1415510599999834,,,,,,,1681395462.0,0.20539678999966782,0.03973489800000607,,200,0.0029058089999125514,,0.0004647669998121273,0.002995818999806943,,,9.0,2432.0
8355.938304,,249181.0,,83.67770252797057,6779.8016,,,32330.039296,5.6,2.0,0.0,,199293.771776,1.043999999999997,2452.709376,975.0,0.0,2.719744,,0.017732345000240457,0.0009999999999998899,0.39299999999997226,0.0,0.01634646120816432,125,,,1161483.0,571.0,6964.506624,185568.0,2.199508942641835,1681395462.0,,,1916.0,201,,1.1666666666666665,0.00046060099975875346,0.003067036000174994,2.1,1.3333333333333335,,
,,,0.0,,,0.0001,0.0,,,,,7.1785888671875,,,,,,,76.0,,,,,,126,0.1421110400001453,,,,,,,1681395463.0,0.20613986700072928,0.03989921700031118,,202,0.0028696280000986008,,,,,,9.0,2464.0
,,,0.0,,,0.0001,0.0,,,,,7.2646484375,,,,,,,77.0,0.01787294700034181,,,,,126,0.1425381269996251,,,,,,,1681395463.0,0.20675575699942783,0.039894784999887634,,203,0.002916683999956149,,0.00045878399987486773,0.0030744299997422786,,,9.0,2496.0
,,,0.0,,,0.0001,0.0,,,,,7.039306640625,,,,,,,78.0,0.017803854000248975,,,,,126,0.144685698000103,,,,,,,1681395463.0,0.20887905700010378,0.04002214599995568,,204,0.0028492189999269613,,0.0004627700000128243,0.003055369999856339,,,9.0,2528.0
8356.732928,,255322.0,,87.61371567805573,6779.805696,,,32330.039296,5.6,2.0,0.0,,199293.554688,1.059999999999988,2452.713472,976.0,0.0,2.719744,,0.01785349200008568,0.0009999999999998899,0.39400000000000546,0.0,0.01634649620357477,126,,,1165984.0,575.0,6964.506624,190537.0,2.3669614755743744,1681395463.0,,,1965.0,205,,1.1666666666666665,0.000542975999906048,0.003028045000064594,2.1,1.3333333333333335,,
,,,0.0,,,0.0001,0.0,,,,,7.37451171875,,,,,,,79.0,,,,,,127,0.14391616600005364,,,,,,,1681395464.0,0.2084519659997568,0.0400091789997532,,206,0.003102107999893633,,,,,,9.0,2560.0
,,,0.0,,,0.0001,0.0,,,,,7.2037353515625,,,,,,,80.0,0.018194326999946497,,,,,127,0.14187326499995834,,,,,,,1681395464.0,0.2068382550005481,0.04008658700013257,,207,0.003139339000426844,,0.0005210760000409209,0.003023661000042921,,,9.0,2592.0
,,,0.0,,,0.0001,0.0,,,,,7.29150390625,,,,,,,81.0,0.018584464000014123,,,,,127,0.14180970500001422,,,,,,,1681395464.0,0.20672516800004814,0.03998587600017345,,208,0.0027630869999484275,,0.0005314290001479094,0.0030506069997500163,,,9.0,2624.0
8369.836032,,262500.0,,117.935160392652,6779.8016,,,32330.039296,5.6,2.0,0.0,,199280.82432,1.083999999999989,2452.709376,979.0,0.0,2.719744,,,0.0009999999999998899,0.3979999999999677,0.0,0.09805747136522563,127,,,1171039.0,583.0,6964.506624,196258.0,2.340364034808129,1681395464.0,,,2040.0,209,,1.2333333333333334,,0.0030731769998055825,2.466666666666667,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.1817626953125,,,,,,,82.0,0.01873574199998984,,,,,128,0.1440680769997016,,,,,,,1681395465.0,0.2092028079996453,0.040067244000056235,,210,0.002798296000037226,,0.0004602720000548288,,,,9.0,2656.0
,,,0.0,,,0.0001,0.0,,,,,7.285888671875,,,,,,,83.0,0.018166303999805677,,,,,128,0.14439771700017445,,,,,,,1681395465.0,0.2086632689997714,0.039913913999953365,,211,0.0026525640000727435,,0.00047558999995089835,0.0030571799998142524,,,9.0,2688.0
8369.250304,,269437.0,,112.07553581050445,6779.8016,,,32330.039296,5.6,2.0,0.0,,199262.081024,1.0999999999999943,2452.709376,981.0,0.0,2.719744,,0.017875277000257483,0.0009999999999998899,0.39999999999997726,0.0,0.12259528037889421,128,0.14209741200011194,,1175648.0,588.0,6964.506624,201368.0,2.345432883689924,1681395465.0,,0.040065651000077196,2096.0,212,,1.2333333333333334,0.0004479719996197673,0.0030456969998340355,2.466666666666667,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.5330810546875,,,,,,,84.0,,,,,,128,,,,,,,,1681395465.0,0.20642435700028727,,,213,0.0028923480003868463,,,,,,9.0,2720.0
,,,0.0,,,0.0001,0.0,,,,,7.150634765625,,,,,,,85.0,0.017753508999703627,,,,,129,0.14313702700019348,,,,,,,1681395466.0,0.20705610699997123,0.04008381299991015,,214,0.002552209999976185,,0.0004698530001405743,0.0030596950000472134,,,9.0,2752.0
,,,0.0,,,0.0001,0.0,,,,,7.184814453125,,,,,,,86.0,0.017882651000036276,,,,,129,0.1444287410004108,,,,,,,1681395466.0,0.20878093000055742,0.03998657300007835,,215,0.00294113500012827,,0.0004672289996960899,0.003074601000207622,,,9.0,2784.0
8369.209344,,275789.0,,98.38587742646193,6779.8016,,,32330.039296,5.6,2.0,0.0,,199261.696,1.1159999999999997,2452.709376,984.0,0.0,2.719744,,0.017899578999731602,0.0009999999999998899,0.40100000000001046,0.0,0.016344746616586827,129,0.1440464880001855,,1180018.0,592.0,6964.506624,206285.0,2.6184395807876,1681395466.0,,0.03980625100030011,2147.0,216,,1.2333333333333334,0.0004818120000891213,0.0031349369996860332,2.466666666666667,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.4537353515625,,,,,,,87.0,,,,,,129,,,,,,,,1681395466.0,0.20821701099976053,,,217,0.0028479439997681766,,,,,,9.0,2816.0
,,,0.0,,,0.0001,0.0,,,,,6.98779296875,,,,,,,88.0,0.01817497000001822,,,,,130,0.14172923200021614,,,,,,,1681395467.0,0.20620592100021895,0.03996955299999172,,218,0.0027171880001333193,,0.0005468650001603237,0.003068112999699224,,,9.0,2848.0
,,,0.0,,,0.0001,0.0,,,,,7.1689453125,,,,,,,89.0,0.017878323999866552,,,,,130,0.14345042500008276,,,,,,,1681395467.0,0.20772180400035722,0.04001397399997586,,219,0.0027855150001414586,,0.0004987780002920772,0.003094787999998516,,,9.0,2880.0
8371.5072,,281762.0,,95.47082443196652,6779.797504,,,32330.039296,5.6,2.0,0.0,,199259.332608,1.1319999999999908,2452.70528,987.0,0.0,2.719744,,0.01776109800039194,0.0009999999999998899,0.40300000000002,0.0,0.016346523422330936,130,0.1453753149999102,,1184352.0,596.0,6964.506624,211213.0,2.2362491013781485,1681395467.0,,0.039913209000133065,2186.0,220,,1.2333333333333334,0.000461051000002044,0.0030051100002310704,2.466666666666667,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.18994140625,,,,,,,90.0,,,,,,130,,,,,,,,1681395467.0,0.20943792100069913,,,221,0.0029221380000308272,,,,,,9.0,2912.0
,,,0.0,,,0.0001,0.0,,,,,7.324462890625,,,,,,,91.0,0.01849933499988765,,,,,131,0.14286930700018274,,,,,,,1681395468.0,0.2077504280005087,0.03987789199982217,,222,0.002926236000348581,,0.0005179109998607601,0.0030597470004067873,,,9.0,2944.0
,,,0.0,,,0.0001,0.0,,,,,7.3983154296875,,,,,,,92.0,0.017741837999892596,,,,,131,0.14325203300040812,,,,,,,1681395468.0,0.20756681700004265,0.04019117300003927,,223,0.00289140499990026,,0.0004583489999276935,0.0030320189998747082,,,9.0,2976.0
8372.269056,,288919.0,,80.37408555597726,6779.8016,,,32330.039296,5.6,2.0,0.0,,199258.624,1.1479999999999961,2452.709376,991.0,0.0,2.719744,,0.017788960999951087,0.0009999999999998899,0.40399999999999636,0.0,0.01634716502628909,131,0.1443995059998997,,1189541.0,600.0,6964.5312,216794.0,2.966531532322344,1681395468.0,,0.039868958000170096,2305.0,224,,1.2333333333333334,0.0004558689997793408,0.003055746999962139,2.466666666666667,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.1414794921875,,,,,,,93.0,,,,,,131,,,,,,,,1681395468.0,0.2083215949996884,,,225,0.002752553999926022,,,,,,9.0,3008.0
,,,0.0,,,0.0001,0.0,,,,,7.110595703125,,,,,,,94.0,0.018004697999913333,,,,,132,0.1433284689996981,,,,,,,1681395469.0,0.20763399899988144,0.040000042999963625,,226,0.002772470000309113,,0.00045607099991684663,0.0030722480000804353,,,9.0,3040.0
,,,0.0,,,0.0001,0.0,,,,,7.0732421875,,,,,,,95.0,0.01789886300002763,,,,,132,0.14372622500013676,,,,,,,1681395469.0,0.20803468399981284,0.03993172299988146,,227,0.0029051639999124745,,0.00048433199981445796,0.0030883770000400546,,,9.0,3072.0
8375.103488,,295319.0,,98.30597527054559,6779.797504,,,32330.039296,5.6,2.0,0.0,,199256.2688,1.171999999999997,2452.70528,997.0,0.0,2.719744,,0.018493794000278285,0.0009999999999998899,0.40800000000001546,0.0,0.06538978009329065,132,0.14284519599959822,,1194004.0,606.0,6964.5312,221798.0,2.3729098701576374,1681395469.0,,,2348.0,228,,1.3333333333333335,0.0004525099998318183,0.003035407999959716,2.8000000000000003,1.3666666666666665,,
,,,0.0,,,0.0001,0.0,,,,,7.263671875,,,,,,,96.0,,,,,,132,,,,,,,,1681395469.0,0.20754641099983928,0.039951070999904914,,229,0.00276843200026633,,,,,,9.0,3104.0
,,,0.0,,,0.0001,0.0,,,,,7.201904296875,,,,,,,97.0,0.01959351899995454,,,,,133,0.1422295480001594,,,,,,,1681395470.0,0.20892249300050025,0.0408239670000512,,230,0.0027062760000262642,,0.0004786459999195358,0.003090537000389304,,,9.0,3136.0
8380.465152,,301678.0,,78.54296981854014,6781.87008,,,32330.30144,5.6,2.0,0.0,,199250.41152,1.1839999999999975,2454.777856,1006.0,0.0,2.719744,,0.017595885999980965,0.0009999999999998899,0.4089999999999918,0.0,0.012259370567616347,133,0.14495496200015623,,1200928.0,609.0,6964.842496,226588.0,2.6641384109638073,1681395470.0,,,2439.0,231,,1.3333333333333335,0.00045351100015977863,0.0029984669999976177,2.8000000000000003,1.3666666666666665,,
8380.977152,,303101.0,,0.24695909731122517,6781.87008,,,32330.30144,5.6,2.0,0.0,,199249.89952,1.1879999999999882,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4089999999999918,0.0,0.004086453944661703,134,,,1201988.0,610.0,6964.842496,227413.0,0.3608929449785042,1681395471.0,,,2439.0,232,,1.3333333333333335,,,2.8000000000000003,1.3666666666666665,,
8381.730816,,303926.0,,0.020264632326490988,6781.87008,,,32330.30144,5.6,2.0,0.0,,199249.137664,1.1999999999999886,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.41100000000000136,0.0,0.08172896216438592,135,,,1202826.0,614.0,6964.842496,227700.0,0.09682168359499692,1681395472.0,,,2439.0,233,,1.3333333333333335,,,2.8000000000000003,1.3666666666666665,,
8556.187648,,343159.0,,289.5824824175348,6781.87008,,,32330.30144,5.7,2.0,0.0,,199074.69312,1.2039999999999935,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4119999999999777,0.0,0.004086161388825038,136,,,1227010.0,615.0,6964.842496,237555.0,226.5105224035926,1681395473.0,,,2439.0,234,,1.3333333333333335,,,2.8000000000000003,1.3666666666666665,,
8592.26112,,362928.0,,87.58415700442985,6781.87008,,,32330.30144,5.7,2.0,0.0,,199038.60736,1.2079999999999984,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4119999999999777,0.0,0.00408648018200022,137,,,1240693.0,616.0,6964.842496,246497.0,72.08140004003045,1681395474.0,,,2439.0,235,,1.3,,,2.6,1.3666666666666665,,
8674.209792,,406299.0,,211.93622892406702,6781.87008,,,32330.30144,5.7,2.0,0.0,,198956.658688,1.215999999999994,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4479999999999791,0.0,0.2737974938585139,138,,,1267810.0,668.0,6964.842496,260180.0,246.8625217346083,1681395475.0,,,2439.0,236,,1.3,,,2.6,1.3666666666666665,,
8737.370112,,457881.0,,356.64550224015096,6781.87008,,,32330.30144,5.8,2.0,0.0,,198893.494272,1.2199999999999989,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4479999999999791,0.0,0.004086426728398065,139,,,1300343.0,669.0,6964.842496,277739.0,310.7370121039826,1681395476.0,,,2439.0,237,,1.3,,,2.6,1.3666666666666665,,
8831.041536,,536548.0,,409.3076872220188,6781.87008,,,32330.30144,5.8,2.0,0.0,,198799.826944,1.2239999999999895,2454.777856,1006.0,0.0,2.719744,,,0.0009999999999998899,0.4479999999999791,0.0,0.004086547253058768,140,,,1346395.0,670.0,6964.842496,296625.0,498.21527977527126,1681395477.0,,,2439.0,238,,1.3,,,2.6,1.3666666666666665,,
