_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,01_general/step_based_sps,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
695,183,,,1682877786.0,3.733333333333334,0.0,3.2959999999999923,5008.50688,0.08581567563010226,637821.0,0.08330154451409545,868.352,1151.0,3838.787584,0.0,0.0,0.0,3.8666666666666663,666886.0,81.29833272416862,204054.659072,2.719744,3936.0,0.48699999999996635,5582.618624,0.0,487221.0,3.3,4.133333333333333,27585.650688,2815.0,0.002427972999839767,0.0004913530001431354,0.016523117000133425,,,,,,,,,,
696,183,,,1682877786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8149999050365295e-06,0.1501691359999313,185.50603655477659,16448.0,7.3834228515625,0.17250112500005343,0.0001,0.0028877310001007572,0.0,513.0
697,183,,,1682877786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002417616000002454,0.0004155960000389314,0.016507147000083933,1.4110000847722404e-06,0.14862906200005455,187.48173005153296,16480.0,7.0853271484375,0.1706832980003128,0.0001,0.0027124660000481526,0.0,514.0
698,184,,,1682877787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002396887000031711,0.0004144120000546536,0.016489276999891445,1.5109999367268756e-06,0.14834032899989325,187.88262075558256,16512.0,7.131591796875,0.17031910599985167,0.0001,0.002676690000043891,0.0,515.0
699,184,,,1682877787.0,3.733333333333334,0.0,3.3119999999999976,5009.600512,0.01634603349858814,641061.0,0.06696446339551733,868.380672,1155.0,3838.816256,0.0,0.0,0.0,3.8666666666666663,669255.0,70.06953133555281,204053.925888,2.719744,3952.0,0.48799999999999955,5582.618624,0.0,489020.0,3.3,4.133333333333333,27585.650688,2829.0,0.0025444039999911183,0.0004366000000572967,0.016480782999906296,,,,,,,,,,
700,184,,,1682877787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.897999936772976e-06,0.1510596620000797,184.77343128047198,16544.0,7.3397216796875,0.17318507200002387,0.0001,0.0026617250000526838,0.0,516.0
701,184,,,1682877787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027017219999834197,0.0006497829999716487,0.017555989999891608,1.5699999948992627e-06,0.1469740869999896,186.1902710847325,16576.0,7.166015625,0.1718671969999832,0.0001,0.003984045000152037,0.0,517.0
702,185,,,1682877788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002518375000136075,0.00042761400004565076,0.01694403000010425,1.6429999050160404e-06,0.14788577500007705,185.98022157283899,16608.0,7.5753173828125,0.1720613070001491,0.0001,0.0042838699998810625,0.0,518.0
703,185,,,1682877788.0,3.733333333333334,0.0,3.3319999999999936,5017.92768,0.05721160715105377,643775.0,0.074882714604379,868.352,1163.0,3838.787584,0.0,0.0,0.0,4.1000000000000005,672957.0,105.12248902278067,204045.664256,2.719744,3966.0,0.49099999999998545,5582.618624,0.0,491770.0,3.3,4.166666666666666,27585.650688,2855.0,0.0027563379999264725,0.000424049000002924,0.01695902100004787,,,,,,,,,,
704,185,,,1682877788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7710001429804834e-06,0.1489522740000666,185.37533973251598,16640.0,7.095703125,0.17262274500035346,0.0001,0.003529292000166606,0.0,519.0
705,185,,,1682877788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024974109999220673,0.00044034600000486535,0.01693176699996002,1.9899998733308166e-06,0.1489889269998912,185.2156032041696,16672.0,7.075927734375,0.17277162099958332,0.0001,0.003911179999931846,0.0,520.0
706,186,,,1682877789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00257113899988326,0.0004333240001415106,0.016933538000103,1.7209999896294903e-06,0.14790229200002614,186.87441963082122,16704.0,7.1064453125,0.17123799000000872,0.0001,0.003395975999865186,0.0,521.0
707,186,,,1682877789.0,3.733333333333334,0.0,3.3559999999999945,5011.628032,0.016344008014524555,647129.0,0.08275750150727532,868.380672,1167.0,3838.816256,0.0,0.0,0.0,4.1000000000000005,676837.0,90.40896322307925,204051.615744,2.719744,3982.0,0.4919999999999618,5582.618624,0.0,494436.0,3.3,4.166666666666666,27585.650688,2884.0,0.0025125329998445523,,,,,,,,,,,,
708,186,,,1682877789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00047905400015224586,0.01831737899988184,1.7180000213556923e-06,0.1475010659999043,185.59660926139665,16736.0,7.1783447265625,0.1724169429999165,0.0001,0.0036051930001121946,0.0,522.0
709,186,,,1682877789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025005560000863625,0.000429956000061793,0.016890460000013263,1.5959999473125208e-06,0.148322189000055,187.13566404044172,16768.0,7.4571533203125,0.1709989390001283,0.0001,0.002854181999964567,0.0,523.0
710,187,,,1682877790.0,3.733333333333334,0.0,3.372,5014.626304,0.012261114614685547,649952.0,0.06459436163903477,868.380672,1170.0,3838.816256,0.0,0.0,0.0,4.1000000000000005,679890.0,90.48067978577977,204030.328832,2.719744,4014.0,0.492999999999995,5582.618624,0.0,496732.0,3.3,4.166666666666666,27585.650688,2906.0,0.0026009509999767033,0.00042440100014573545,0.016809642999987773,1.8400000953988638e-06,0.14939262999996572,,,,,,,,
711,187,,,1682877790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.2294138147744,16800.0,7.2685546875,0.17183107300024858,0.0001,0.002601608000077249,0.0,524.0
712,187,,,1682877790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024686120000296796,0.0004186710000340099,0.016737236000153644,2.168000037272577e-06,0.1492025029999695,186.41969676450745,16832.0,7.2998046875,0.17165568100040218,0.0001,0.0028264910001780663,0.0,525.0
713,187,,,1682877790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024873510001270915,0.0004253350000453793,0.016975647999970533,1.5809998785698554e-06,0.14729101900002206,188.347968303901,16864.0,7.5238037109375,0.16989830200009237,0.0001,0.0027173680000487366,0.0,526.0
714,188,,,1682877791.0,3.733333333333334,0.0,3.387999999999991,5015.994368,0.06538404067121537,654273.0,0.10010334937436415,868.352,1176.0,3838.787584,0.0,0.0,0.0,4.1000000000000005,684988.0,109.40602498590711,204027.834368,2.719744,4032.0,0.4959999999999809,5582.618624,0.0,500015.0,3.3,4.166666666666666,27585.650688,2919.0,0.0025111999998443935,0.0004317369998716458,0.017022695999912685,1.4180000107444357e-06,0.1507708830001775,,,,,,,,
715,188,,,1682877791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.25512969456096,16896.0,7.2491455078125,0.17367223399992326,0.0001,0.0029343000001063047,0.0,527.0
716,188,,,1682877791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00250160199993843,0.00044648800007962564,0.017102564999959213,1.6760000107751694e-06,0.14970223099999203,185.483118517727,16928.0,7.3515625,0.17252243899997666,0.0001,0.002767876999996588,0.0,528.0
717,188,,,1682877791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002488208999920971,0.0004249170001457969,0.01673042200013697,1.7449999631935498e-06,0.14920793700002832,186.71571159376091,16960.0,7.25830078125,0.1713835420000578,0.0001,0.0025303119998625334,0.0,529.0
718,189,,,1682877792.0,3.733333333333334,0.0,3.4039999999999964,5017.591808,0.01634629789097086,658125.0,0.09724770193565327,868.380672,1180.0,3838.816256,0.0,0.0,0.0,4.1000000000000005,688468.0,101.96036037119096,204026.310656,2.719744,4050.0,0.49799999999999045,5582.618624,0.0,502392.0,3.3,4.166666666666666,27585.650688,2933.0,0.002598236000039833,0.0004237840000769211,0.01684567600000264,1.9770000108110253e-06,0.1497203639999043,,,,,,,,
719,189,,,1682877792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.66002574272426,16992.0,7.3011474609375,0.17235805000018445,0.0001,0.0027680130001499492,0.0,530.0
720,189,,,1682877792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002615380999941408,0.0004311459999826184,0.01685906099987733,1.6890001006686362e-06,0.14774661700016622,187.656994868205,17024.0,7.12451171875,0.17052388599995538,0.0001,0.0028699919998871337,0.0,531.0
721,190,,,1682877793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025029880000602134,0.0004304799999772513,0.016774218000136898,1.8739999632089166e-06,0.14842184899998756,187.32725171097835,17056.0,7.2705078125,0.1708240510001815,0.0001,0.0026926420000563667,0.0,532.0
722,190,,,1682877793.0,3.733333333333334,0.0,3.4239999999999924,5019.97568,0.06947310463447712,661660.0,0.06275247571098408,868.352,1189.0,3838.787584,0.0,0.0,0.0,4.033333333333333,690925.0,71.54244374062723,204023.857152,2.719744,4074.0,0.5009999999999764,5582.618624,0.0,504327.0,3.3,4.166666666666666,27585.650688,2948.0,0.0027385809999032062,0.00042668200012485613,0.016718591999961063,1.6659998891555006e-06,0.14866620800012242,,,,,,,,
723,190,,,1682877793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.95735372473936,17088.0,7.112548828125,0.17116202900001554,0.0001,0.0026103000000148313,0.0,533.0
724,190,,,1682877793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002511159000050611,0.0004300269999930606,0.0169176920001064,1.976000021386426e-06,0.14889004899987413,186.09681294715855,17120.0,7.2606201171875,0.17195350900010453,0.0001,0.0032026060000589496,0.0,534.0
725,191,,,1682877794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025752919998467405,0.00042900500011455733,0.017252349000045797,1.8539999473432545e-06,0.14997078299984423,184.90927123250577,17152.0,7.5445556640625,0.17305784499990295,0.0001,0.0028285620001042844,0.0,535.0
726,191,,,1682877794.0,3.733333333333334,0.0,3.4399999999999977,5013.46304,0.016346321220761673,665173.0,0.42840451438973187,868.380672,1193.0,3838.816256,0.0,0.0,0.0,4.033333333333333,694773.0,97.05636209382618,204029.99296,2.719744,4088.0,0.5020000000000095,5582.618624,0.0,506921.0,3.3,4.166666666666666,27585.650688,2961.0,0.002495193999948242,0.0004399890001423046,0.016941019000114466,,,,,,,,,,
727,191,,,1682877794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9040001006942475e-06,0.15088271799982067,184.15387234592052,17184.0,7.170166015625,0.1737677280002572,0.0001,0.0030069040001308167,0.0,536.0
728,191,,,1682877794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025080939999497787,0.00042069300002367527,0.016842988999997033,1.6460001006635139e-06,0.1485295090001273,187.0479653464925,17216.0,7.098388671875,0.17107911300035994,0.0001,0.002776182000161498,0.0,537.0
729,192,,,1682877795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025685489999887068,0.00042107600006602297,0.016780217999894376,1.8519999684940558e-06,0.14876306000019213,186.7738840589254,17248.0,7.1966552734375,0.17133016300022064,0.0001,0.0027954080001109105,0.0,538.0
730,192,,,1682877795.0,3.733333333333334,0.0,3.456000000000003,5013.901312,0.09398417076104236,668079.0,0.06854076583529893,868.352,1200.0,3838.787584,0.0,0.0,0.0,4.033333333333333,697562.0,76.96934065179173,204042.674176,2.719744,4104.0,0.5039999999999623,5582.618624,0.0,509049.0,3.3,4.166666666666666,27585.650688,2974.0,0.0024855069998466206,0.0004284350000034465,0.016893195999955424,,,,,,,,,,
731,192,,,1682877795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5410000742122065e-06,0.14798548200019468,187.60085011321326,17280.0,7.195068359375,0.1705749200000355,0.0001,0.002780758999961108,0.0,539.0
732,192,,,1682877795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025325000001430453,0.00040748800006440433,0.01670703600007073,1.5609998627041932e-06,0.15098643200008155,184.4154885103969,17312.0,7.3294677734375,0.17352121700014322,0.0001,0.002886199999920791,0.0,540.0
733,193,,,1682877796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025274110000736982,0.0004211759999179776,0.016769798999803243,1.7889999526232714e-06,0.14946296900006928,186.0562276572216,17344.0,7.0904541015625,0.17199101799997152,0.0001,0.0028078740001546976,0.0,541.0
734,193,,,1682877796.0,3.733333333333334,0.0,3.475999999999999,5017.198592,0.016345205360946,671474.0,0.07775146025589168,868.380672,1204.0,3838.816256,0.0,0.0,0.0,4.033333333333333,701349.0,100.31648713590822,204046.913536,2.719744,4121.0,0.5059999999999718,5582.618624,0.0,511567.0,3.3,4.166666666666666,27585.650688,2984.0,0.002489668000180245,0.0004221929998493579,0.016752179999912187,,,,,,,,,,
735,193,,,1682877796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6820001746964408e-06,0.14823626899988085,187.32638320060767,17376.0,7.2056884765625,0.17082484299999123,0.0001,0.002922850999993898,0.0,542.0
736,193,,,1682877796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024567089999436575,0.00041627100017649354,0.016778081999973438,2.324999968550401e-06,0.14893441000003804,186.83605472487525,17408.0,7.22705078125,0.17127315200013982,0.0001,0.0026853550000396353,0.0,543.0
737,194,,,1682877797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0026066670000091108,0.0004281649999029469,0.01683441499994842,1.6930000583670335e-06,0.14941320399998403,185.9937348245151,17440.0,7.2626953125,0.17204880599979333,0.0001,0.00276466199989045,0.0,544.0
738,194,,,1682877797.0,3.733333333333334,0.0,3.4919999999999902,5020.983296,0.016346815050290363,675118.0,0.061428265949856654,868.352,1208.0,3838.787584,0.0,0.0,0.0,4.033333333333333,704083.0,82.69790679897194,204042.149888,2.719744,4142.0,0.507000000000005,5582.618624,0.0,513603.0,3.3,4.166666666666666,27585.650688,2997.0,0.002607721999993373,0.0005457360000491462,0.016855644000088432,,,,,,,,,,
739,194,,,1682877797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94700010069937e-06,0.1484483449999061,186.66667584412855,17472.0,6.8909912109375,0.17142856300029052,0.0001,0.0029691690001527604,0.0,545.0
740,194,,,1682877797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002544409999927666,0.00045058099999550905,0.017075632000114638,1.6229998891503783e-06,0.15033942899981412,184.58985299906018,17504.0,7.0045166015625,0.1733573079998223,0.0001,0.002945633000081216,0.0,546.0
741,195,,,1682877798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002749272000073688,0.0004492900000059308,0.017047209000111252,1.6920000689424342e-06,0.14888231999998425,186.07481447242236,17536.0,7.149658203125,0.1719738380002127,0.0001,0.002844054999968648,0.0,547.0
742,195,,,1682877798.0,3.8,0.0,3.5120000000000005,5024.52224,0.1307486434519961,679067.0,0.10858745064698486,868.380672,1228.0,3838.816256,0.0,0.0,0.0,4.766666666666667,709924.0,120.29709134811668,204038.61504,2.719744,4159.0,0.51400000000001,5582.618624,0.0,517273.0,3.3,4.300000000000001,27585.650688,3008.0,0.0025143590000880067,,,,,,,,,,,,
743,195,,,1682877798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004289109999717766,0.017942363000202022,1.6680000953783747e-06,0.1480698380000831,186.07240922847095,17568.0,7.2913818359375,0.17197606100057783,0.0001,0.003018922000137536,0.0,548.0
744,195,,,1682877798.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002599569000039992,0.00042832400004044757,0.01673805300015374,1.8430000636726618e-06,0.14959197300004234,186.05230412813216,17600.0,7.153564453125,0.17199464500026806,0.0001,0.002634882999927868,0.0,549.0
745,196,,,1682877799.0,3.8,0.0,3.524000000000001,5017.513984,0.012261619255967013,682306.0,0.06332775102396092,868.380672,1231.0,3838.816256,0.0,0.0,0.0,4.766666666666667,713868.0,82.94839342261558,204026.400768,2.719744,4197.0,0.5149999999999864,5582.618624,0.0,519906.0,3.3,4.300000000000001,27585.650688,3015.0,0.002510050000182673,0.00042009200001302816,0.01682944000003772,1.8420000742480624e-06,0.14965067599996473,,,,,,,,
746,196,,,1682877799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.57339764480088,17632.0,7.200927734375,0.17243850900035795,0.0001,0.0030264090000855504,0.0,550.0
747,196,,,1682877799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025336589999369608,0.000473786999918957,0.017241037000076176,1.7509998997411458e-06,0.14818970800001807,187.17630234787157,17664.0,7.0238037109375,0.17096181299984892,0.0001,0.0025218709999990097,0.0,551.0
748,196,,,1682877799.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025614850001147715,0.00041993800005002413,0.016801394000140135,1.6840001535456395e-06,0.1503894819998095,185.19282438900603,17696.0,7.3109130859375,0.1727928720001728,0.0001,0.0026188889999048115,0.0,552.0
749,197,,,1682877800.0,3.8,0.0,3.548000000000002,5000.163328,0.07356784280587354,686914.0,0.09826607475076433,868.352,1237.0,3838.787584,0.0,0.0,0.0,4.766666666666667,717612.0,114.38564644244153,204043.8784,2.719744,4220.0,0.5169999999999959,5582.618624,0.0,522503.0,3.3,4.300000000000001,27585.650688,3027.0,0.0025197950001256686,0.0004515850000643695,0.017154276999917784,1.7959998785954667e-06,0.1498603820000426,,,,,,,,
750,197,,,1682877800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0614093034262,17728.0,7.096435546875,0.1729155749999336,0.0001,0.0029277399999045883,0.0,553.0
751,197,,,1682877800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025070819999655214,0.00043580500005191425,0.01694703200018921,1.7639999896346126e-06,0.14805273499996474,187.60176956281157,17760.0,7.2835693359375,0.17057408400023633,0.0001,0.0026296660000753036,0.0,554.0
752,197,,,1682877800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024817589999202028,0.0004308689999561466,0.016782140000032086,1.6380001852667192e-06,0.1499323519999507,185.66364728061436,17792.0,7.345947265625,0.17235468800004128,0.0001,0.002725929999996879,0.0,555.0
753,198,,,1682877801.0,3.8,0.0,3.567999999999998,5003.943936,0.01634845228915472,690978.0,0.10048550658130878,868.380672,1241.0,3838.816256,0.0,0.0,0.0,4.766666666666667,721103.0,108.71537973080751,204039.917568,2.719744,4240.0,0.5190000000000055,5582.618624,0.0,524952.0,3.3,4.300000000000001,27585.650688,3036.0,0.002473291000114841,0.00042262900001333037,0.01678752899988467,1.7749998733052053e-06,0.1497671970000738,,,,,,,,
754,198,,,1682877801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.83305643237608,17824.0,7.0321044921875,0.17219756600002256,0.0001,0.002745145000062621,0.0,556.0
755,198,,,1682877801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002441646000079345,0.0004551409999749012,0.016905798999914623,1.7299998944508843e-06,0.14777515200012203,188.1007976215197,17856.0,7.1986083984375,0.1701215539999339,0.0001,0.00254208599994854,0.0,557.0
756,199,,,1682877802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002627522000011595,0.0004559189999326918,0.01708725699995739,1.6149999737535836e-06,0.14909311299993533,186.0825456475541,17888.0,7.302490234375,0.17196669299983114,0.0001,0.0027012670000203798,0.0,558.0
757,199,,,1682877802.0,3.8,0.0,3.584000000000003,5030.105088,0.016348234497512888,694881.0,0.07872377372651747,868.352,1245.0,3838.787584,0.0,0.0,0.0,4.766666666666667,723820.0,100.84295894616959,204014.252032,2.719744,4263.0,0.5199999999999818,5582.618624,0.0,527042.0,3.3,4.300000000000001,27585.650688,3049.0,0.0026051280001411214,0.000428816000066945,0.01676140899985512,1.5279999843187397e-06,0.14917758700016748,,,,,,,,
758,199,,,1682877802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.45091933569816,17920.0,7.151123046875,0.1716269360001661,0.0001,0.0026524679999511136,0.0,559.0
759,199,,,1682877802.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025054269999600365,0.000442802000179654,0.016875463999895146,2.013999846894876e-06,0.1499088909999955,185.23803591222858,17952.0,7.1373291015625,0.1727506980000726,0.0001,0.0030161000001953653,0.0,560.0
760,200,,,1682877803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0027105529998152633,0.00042888000007224036,0.01727507400005379,2.029999905062141e-06,0.14853937499992753,186.17077195940914,17984.0,7.0770263671875,0.1718851979996998,0.0001,0.0029292859999259235,0.0,561.0
761,200,,,1682877803.0,3.8,0.0,3.6119999999999948,5025.574912,0.13487514855790955,698682.0,0.07122934129828802,868.380672,1258.0,3838.816256,0.0,0.0,0.0,4.666666666666666,726822.0,87.8891921306949,204018.29888,2.719744,4287.0,0.5249999999999773,5582.618624,0.0,529303.0,3.3,4.300000000000001,27585.650688,3057.0,0.002528003999941575,0.00044062199981453887,0.01682548000007955,1.6700000742275734e-06,0.1488350199999786,,,,,,,,
762,200,,,1682877803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.51658982316957,18016.0,7.375,0.17156650799984163,0.0001,0.002935711999953128,0.0,562.0
763,200,,,1682877803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025952350001716695,0.0004338319999988016,0.016832085000032748,1.7889999526232714e-06,0.14902434100008577,186.5509018824178,18048.0,7.2596435546875,0.17153495200022917,0.0001,0.0026476699999875564,0.0,563.0
764,201,,,1682877804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024962949999007833,0.00042590599991854106,0.017180529999905048,2.344999984416063e-06,0.14845046999994338,186.65826673404374,18080.0,7.3997802734375,0.17143628599956173,0.0001,0.002880739999909565,0.0,564.0
765,201,,,1682877804.0,3.8,0.0,3.628,5026.455552,0.016347351693542265,702179.0,0.42407329133453686,868.352,1262.0,3838.787584,0.0,0.0,0.0,4.666666666666666,729978.0,82.16645913186782,204017.057792,2.719744,4310.0,0.5260000000000105,5582.618624,0.0,531581.0,3.3,4.300000000000001,27585.650688,3069.0,0.002571901000010257,0.00042304299995521433,0.0168282930001169,,,,,,,,,,
766,201,,,1682877804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5400000847876072e-06,0.15110028000003695,184.12384017567177,18112.0,7.2593994140625,0.17379607100019712,0.0001,0.0028710139999930107,0.0,565.0
767,201,,,1682877804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025542099999711354,0.00042440700008228305,0.016747328000064954,1.6520000372111099e-06,0.1503284220000296,185.10461540172165,18144.0,7.149169921875,0.17287521400021433,0.0001,0.00281919500002914,0.0,566.0
768,202,,,1682877805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002533850999952847,0.00042934199996125244,0.016838878000044133,2.04800016945228e-06,0.147694791000049,188.09279169913918,18176.0,6.836181640625,0.17012879500020972,0.0001,0.0026298850000330276,0.0,567.0
769,202,,,1682877805.0,3.8,0.0,3.6439999999999912,5028.257792,0.016347157248881868,704896.0,0.06854152311466909,868.380672,1266.0,3838.816256,0.0,0.0,0.0,4.666666666666666,732897.0,82.85720285330363,204035.309568,2.719744,4331.0,0.5269999999999868,5582.618624,0.0,533811.0,3.3,4.300000000000001,27585.650688,3082.0,0.002512776000003214,0.0004335779999564693,0.0166723809998075,,,,,,,,,,
770,202,,,1682877805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5749999420222593e-06,0.14962532200001988,186.05404681702237,18208.0,7.133056640625,0.17199303399979726,0.0001,0.0027474020000681776,0.0,568.0
771,202,,,1682877805.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0025076150000131747,0.00044438500003707304,0.016779462999920725,1.5410000742122065e-06,0.1488316150000628,186.530523633286,18240.0,7.18408203125,0.17155369200008863,0.0001,0.0029890729999806354,0.0,569.0
772,203,,,1682877806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0024089869998533686,0.0004254379998656077,0.016761034999944968,1.660999942032504e-06,0.14925067900003341,186.42536699324432,18272.0,7.1004638671875,0.17165045999968243,0.0001,0.0028026600000430335,0.0,570.0
773,203,,,1682877806.0,3.8,0.0,3.6640000000000015,5027.995648,0.016348798453039187,708154.0,0.06349528460806782,868.352,1270.0,3838.787584,0.0,0.0,0.0,4.666666666666666,736157.0,87.74863929881626,204036.11648,2.719744,4349.0,0.5279999999999632,5582.618624,0.0,536116.0,3.3,4.300000000000001,27585.650688,3092.0,0.002468378000003213,0.00043186900006730866,0.0169034709999778,,,,,,,,,,
774,203,,,1682877806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.934000010805903e-06,0.15043977699997413,185.0219547052173,18304.0,7.0843505859375,0.1729524479999327,0.0001,0.0027070189998994465,0.0,571.0
775,203,,,1682877806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00252974499994707,0.000531658999989304,0.016706494999880306,1.79099993147247e-06,0.14806786999997712,187.67460739652435,18336.0,7.104736328125,0.17050788299980013,0.0001,0.002670323000074859,0.0,572.0
776,204,,,1682877807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002597868000066228,0.0004316929998822161,0.016864438000084192,1.6420001429651165e-06,0.14849089400013327,186.900649770177,18368.0,6.9786376953125,0.17121395800040773,0.0001,0.002827423000098861,0.0,573.0
777,204,,,1682877807.0,3.8,0.0,3.6799999999999926,5028.67968,0.016348969592066186,711761.0,0.07808069900275968,868.380672,1274.0,3838.816256,0.0,0.0,0.0,4.666666666666666,739987.0,98.62088820136849,204034.424832,2.719744,4369.0,0.5289999999999964,5582.618624,0.0,538725.0,3.3,4.300000000000001,27585.650688,3106.0,0.002551887999970859,0.000685987999986537,0.01685779400008869,,,,,,,,,,
778,204,,,1682877807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5719999737484613e-06,0.15054657600012433,184.36914685548777,18400.0,7.193359375,0.1735648320002383,0.0001,0.0029210140000941465,0.0,574.0
779,204,,,1682877807.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002704777999952057,0.00041678099978526006,0.016878380999969522,1.9449998944764957e-06,0.1479367459999139,187.39232627305523,18432.0,7.140869140625,0.17076472999951875,0.0001,0.0028260990000035235,0.0,575.0
780,205,,,1682877808.0,3.8,0.0,3.695999999999998,5025.25952,0.06539562942259196,714502.0,0.057173278559960905,868.380672,1282.0,3838.816256,0.0,0.0,0.0,4.833333333333333,743244.0,91.96966871855373,204018.176,2.719744,4386.0,0.5319999999999823,5582.618624,0.0,541117.0,3.3,4.333333333333334,27585.650688,3112.0,0.002528669999946942,0.00042262800002390577,0.016710269999975935,1.889999794002506e-06,0.14938379299996996,,,,,,,,
781,205,,,1682877808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.04362687051693,18464.0,7.330322265625,0.17200266699956046,0.0001,0.00295541599984972,0.0,576.0
