04_peers/peer_3_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_8_samples_accumulated,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_3_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_4_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_7_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_2_epoch,04_peers/peer_5_epoch,04_peers/peer_6_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_accumulated,_step,_runtime,04_peers/peer_1_epoch,04_peers/peer_7_epoch,03_hivemind/global_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/total_training_samples,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/num_peers,03_hivemind/reached_TBS,04_peers/peer_4_samples_per_second,04_peers/peer_6_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_4_epoch,04_peers/peer_8_epoch,03_hivemind/overshot_TBS,04_peers/peer_5_epoch_oos,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,04_peers/peer_3_samples_accumulated
1.0,0.0,0.0,3.7,531.64,478.73,512.0,0,0.0,0.0,529.9,10528,16.821801831945777,0.0,2006.9193738739332,455.91,576.0,4245.713510783568,1683051112.0,1.0,1.0,1.0,0.0,576.0,576.0,480.0,11,92,1.0,1.0,1,0.0,0.0,5.09,33760.0,530.62,576.0,33760.0,8,0.0,536.31,397.72,11176,4245.713510783568,1.0,1.0,1.0,0.0,535.44,576.0,576.0
1.0,0.0,0.0,2.64,535.34,528.82,1280.0,0,,0.0,521.33,16512,,0.0,,524.96,1344.0,4282.998103433891,1683051114.0,1.0,1.0,1.0,0.0,1344.0,1344.0,1248.0,12,94,1.0,1.0,1,0.0,0.0,3.64,,540.14,1344.0,,8,,536.75,522.77,17195,4282.998103433891,1.0,1.0,,0.0,535.61,1312.0,1312.0
1.0,0.0,0.0,1.66,535.14,536.82,2016.0,0,,0.0,533.19,22432,,0.0,,528.99,2080.0,4237.3121570906205,1683051115.0,1.0,1.0,1.0,0.0,2112.0,2112.0,1984.0,13,95,1.0,1.0,1,0.0,0.0,2.28,,540.65,2080.0,,8,,539.6,533.98,23124,4237.3121570906205,1.0,1.0,,0.0,534.63,2080.0,2048.0
1.0,0.0,0.0,0.63,536.18,514.25,2752.0,0,,0.0,513.97,28480,,0.0,,524.73,2848.0,4229.5116472804275,1683051116.0,1.0,1.0,1.0,0.0,2848.0,2848.0,2720.0,14,96,1.0,1.0,1,0.0,0.0,0.86,,538.75,2816.0,,8,,542.28,534.17,29129,4229.5116472804275,1.0,1.0,,0.0,532.99,2816.0,2784.0
1.0,0.0,0.0,0.5,527.35,506.01,3488.0,0,,0.0,523.61,32928,,0.0,,524.0,3616.0,4223.152243292926,1683051118.0,1.0,1.0,1.0,0.0,3616.0,3616.0,3456.0,15,98,1.0,1.0,1,0.0,0.0,0.0,,539.81,3584.0,,8,,538.95,533.76,35458,4223.152243292926,1.0,1.0,,0.0,536.02,3584.0,3520.0
1.0,0.0,0.0,0.5,531.91,516.88,4032.0,0,,0.0,528.93,32928,,0.0,,526.69,4160.0,4223.152243292926,1683051119.0,1.0,1.0,1.0,0.0,4192.0,4160.0,4000.0,16,99,1.0,1.0,1,0.0,0.0,0.0,,536.45,4160.0,,8,,530.91,517.51,41378,4223.152243292926,1.0,1.0,,0.0,533.86,4160.0,4064.0
1.0,0.0,0.0,0.5,531.91,516.88,4032.0,0,,0.0,528.93,32928,,0.0,,526.69,4160.0,4223.152243292926,1683051121.0,1.0,1.0,1.0,0.0,4192.0,4160.0,4000.0,17,101,1.0,1.0,1,0.0,0.0,0.0,,536.45,4160.0,,8,,530.91,517.51,47332,4223.152243292926,1.0,1.0,,0.0,533.86,4160.0,4064.0
1.0,0.0,0.0,5.49,531.91,516.88,4032.0,0,,0.0,528.93,352,,0.0,,526.69,4160.0,4221.751464573949,1683051122.0,1.0,1.0,1.0,0.0,4192.0,4160.0,4000.0,18,102,1.0,1.0,2,0.0,0.0,7.54,,536.45,4160.0,,8,,530.91,517.51,921,1597.8399004127077,1.0,1.0,,0.0,533.86,4160.0,4064.0
2.0,1.0,1.0,4.15,531.91,516.88,4032.0,0,0.0,0.0,520.55,7744,11.355781792663038,1.0,2899.668257211032,526.69,4160.0,4275.685042521348,1683051124.0,2.0,2.0,1.0,1.0,64.0,4160.0,4000.0,19,104,1.0,1.0,2,0.0,1.0,5.7,66688.0,538.89,160.0,32928.0,8,0.0,530.91,517.51,8397,4275.685042521348,1.0,1.0,2.0,0.0,538.39,4160.0,128.0
2.0,0.0,0.0,3.16,533.11,535.12,928.0,0,,0.0,522.54,13696,,0.0,,527.63,992.0,4244.11059136836,1683051125.0,2.0,2.0,2.0,0.0,992.0,992.0,960.0,20,105,2.0,2.0,2,0.0,0.0,4.34,,535.55,960.0,,8,,547.98,536.39,14333,4244.11059136836,2.0,2.0,,0.0,537.35,960.0,960.0
2.0,0.0,0.0,2.12,539.46,534.82,1696.0,0,,0.0,512.27,19680,,0.0,,505.06,1760.0,4273.463872231908,1683051126.0,2.0,2.0,2.0,0.0,1728.0,1728.0,1664.0,21,106,2.0,2.0,2,0.0,0.0,2.91,,534.49,1728.0,,8,,548.15,537.52,20324,4273.463872231908,2.0,2.0,,0.0,532.34,1728.0,1664.0
2.0,0.0,0.0,1.07,541.69,534.41,2432.0,0,,0.0,533.85,25632,,0.0,,510.72,2528.0,4265.749093093569,1683051128.0,2.0,2.0,2.0,0.0,2496.0,2464.0,2368.0,22,108,2.0,2.0,2,0.0,0.0,1.47,,539.49,2464.0,,8,,550.97,531.19,26494,4265.749093093569,2.0,2.0,,0.0,531.13,2496.0,2432.0
2.0,0.0,0.0,0.5,538.14,522.4,3168.0,0,,0.0,532.07,31808,,0.0,,516.04,3296.0,4274.436736271731,1683051129.0,2.0,2.0,2.0,0.0,3232.0,3200.0,3104.0,23,109,2.0,2.0,2,0.0,0.0,0.07,,541.92,3232.0,,8,,550.48,535.89,32470,4274.436736271731,2.0,2.0,,0.0,528.81,3232.0,3168.0
2.0,0.0,0.0,0.5,534.66,530.77,3936.0,0,,0.0,532.83,32864,,0.0,,521.05,4096.0,4266.7008983901815,1683051131.0,2.0,2.0,2.0,0.0,4032.0,4000.0,3840.0,24,111,2.0,2.0,2,0.0,0.0,0.0,,542.29,3968.0,,8,,545.3,537.77,38771,4266.7008983901815,2.0,2.0,,0.0,529.77,4000.0,3936.0
2.0,0.0,0.0,0.5,534.42,528.59,4064.0,0,,0.0,536.74,32864,,0.0,,518.51,4224.0,4266.7008983901815,1683051132.0,2.0,2.0,2.0,0.0,4160.0,4128.0,4000.0,25,112,2.0,2.0,2,0.0,0.0,0.0,,542.57,4096.0,,8,,546.12,535.88,44735,4266.7008983901815,2.0,2.0,,0.0,523.87,4128.0,4064.0
2.0,0.0,0.0,4.98,534.42,528.59,4064.0,0,,0.0,536.74,2336,,0.0,,518.51,4224.0,4266.63896511045,1683051134.0,2.0,2.0,2.0,0.0,4160.0,4128.0,4000.0,26,114,2.0,2.0,3,0.0,0.0,6.85,,542.57,4096.0,,8,,546.12,535.88,3528,4266.63896511045,2.0,2.0,,0.0,523.87,4128.0,4064.0
3.0,0.0,0.0,3.97,532.22,528.59,0.0,0,0.0,0.0,526.09,8864,11.393955343402922,0.0,2884.3363879803333,516.06,352.0,4268.717081941746,1683051135.0,3.0,3.0,3.0,0.0,320.0,320.0,320.0,27,115,3.0,3.0,3,0.0,0.0,5.45,99552.0,543.46,352.0,32864.0,8,0.0,549.72,539.41,9490,4268.717081941746,3.0,3.0,3.0,0.0,531.08,352.0,320.0
3.0,0.0,0.0,2.95,532.53,522.5,1056.0,0,,0.0,522.46,14816,,0.0,,521.89,1152.0,4258.030903991617,1683051136.0,3.0,3.0,3.0,0.0,1120.0,1120.0,1088.0,28,116,3.0,3.0,3,0.0,0.0,4.05,,540.35,1120.0,,8,,548.59,540.0,15512,4258.030903991617,3.0,3.0,,0.0,540.41,1120.0,1088.0
3.0,0.0,0.0,1.9,530.9,522.86,1792.0,0,,0.0,531.54,20864,,0.0,,510.5,1920.0,4269.015878700378,1683051138.0,3.0,3.0,3.0,0.0,1888.0,1856.0,1792.0,29,118,3.0,3.0,3,0.0,0.0,2.61,,539.89,1888.0,,8,,548.15,527.72,21621,4269.015878700378,3.0,3.0,,0.0,546.45,1856.0,1824.0
3.0,0.0,0.0,0.88,535.7,522.71,2560.0,0,,0.0,533.98,26944,,0.0,,516.18,2688.0,4253.447415359547,1683051139.0,3.0,3.0,3.0,0.0,2624.0,2592.0,2528.0,30,119,3.0,3.0,3,0.0,0.0,1.21,,540.06,2656.0,,8,,546.14,527.33,27604,4253.447415359547,3.0,3.0,,0.0,546.93,2624.0,2592.0
3.0,0.0,0.0,0.5,536.53,520.36,3296.0,0,,0.0,523.85,32832,,0.0,,520.04,3456.0,4232.203931506138,1683051141.0,3.0,3.0,3.0,0.0,3424.0,3360.0,3264.0,31,121,3.0,3.0,3,0.0,0.0,0.0,,537.97,3424.0,,8,,539.82,529.64,33571,4232.203931506138,3.0,3.0,,0.0,545.24,3392.0,3328.0
3.0,0.0,0.0,0.5,531.95,514.84,4000.0,0,,0.0,534.49,32864,,0.0,,524.26,4192.0,4231.919570449325,1683051142.0,3.0,3.0,3.0,0.0,4160.0,4096.0,4000.0,32,122,3.0,3.0,3,0.0,0.0,0.0,,533.46,4160.0,,8,,537.47,528.32,39539,4231.919570449325,3.0,3.0,,0.0,527.41,4128.0,4096.0
3.0,0.0,0.0,0.5,531.95,514.84,4000.0,0,,0.0,534.49,32864,,0.0,,524.26,4224.0,4231.919570449325,1683051143.0,3.0,3.0,3.0,0.0,4160.0,4096.0,4000.0,33,123,3.0,3.0,3,0.0,0.0,0.0,,533.46,4160.0,,8,,537.18,528.32,45465,4231.919570449325,3.0,3.0,,0.0,527.41,4128.0,4096.0
3.0,0.0,0.0,4.88,531.95,514.84,4000.0,0,,0.0,534.49,0,,0.0,,524.26,4224.0,4231.919570449325,1683051145.0,3.0,3.0,3.0,0.0,4160.0,4096.0,4000.0,34,125,3.0,3.0,4,0.0,0.0,6.72,,533.46,4160.0,,8,,537.18,528.32,4343,4231.919570449325,3.0,3.0,,0.0,527.41,4128.0,4096.0
4.0,0.0,0.0,3.86,531.95,514.84,0.0,0,0.0,0.0,534.49,0,11.279277077876031,0.0,2913.6619105192267,524.26,0.0,4231.919570449325,1683051146.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,35,126,4.0,4.0,4,0.0,0.0,5.31,132416.0,533.46,0.0,32864.0,8,0.0,537.18,528.32,10292,4231.919570449325,4.0,4.0,4.0,0.0,527.41,0.0,0.0
4.0,0.0,0.0,2.84,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051148.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,36,128,4.0,4.0,4,0.0,0.0,3.9,,533.46,0.0,,8,,537.18,528.32,16243,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,1.86,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051149.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,37,129,4.0,4.0,4,0.0,0.0,2.56,,533.46,0.0,,8,,537.18,528.32,21934,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051153.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,38,133,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,39083,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051154.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,39,134,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,43466,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051155.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,40,135,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,47837,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051156.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,41,136,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,52217,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051157.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,42,137,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,56583,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051158.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,43,138,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,60951,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051159.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,44,139,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,65311,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051160.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,45,140,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,69690,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051161.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,46,141,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,74059,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051162.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,47,142,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,78421,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051163.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,48,143,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,82829,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051164.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,49,144,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,87217,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051166.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,50,146,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,91587,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051167.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,51,147,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,95981,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051168.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,52,148,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,100387,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051169.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,53,149,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,104769,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051170.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,54,150,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,109174,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051171.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,55,151,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,113532,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051172.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,56,152,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,117903,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051173.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,57,153,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,122301,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051174.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,58,154,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,126686,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051175.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,59,155,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,131069,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051176.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,60,156,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,135448,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051177.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,61,157,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,139818,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051178.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,62,158,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,144202,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051179.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,63,159,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,148608,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051180.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,64,160,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,152981,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051181.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,65,161,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,157381,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
4.0,0.0,0.0,0.5,531.95,514.84,0.0,0,,0.0,534.49,0,,0.0,,524.26,0.0,4231.919570449325,1683051182.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,66,162,4.0,4.0,4,0.0,0.0,0.0,,533.46,0.0,,8,,537.18,528.32,161789,4231.919570449325,4.0,4.0,,0.0,527.41,0.0,0.0
