_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,64.0,255469.289472,1681159762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681159762.0,5.203125,0.0,0.0,1496.989696,0.0,9.0,0.0,177.094656,0.0,416.190464,0.0,0.0,0.0,0.8125,7.0,0.0,244779.175936,2.854912,150.0,0.0,4752.052224,0.0,13.0,4.2,4.453125,11969.069056,75.0,,,,,,,,,,,,,,
2,1,,,1681159763.0,5.203125,0.0,0.007999999999810825,1787.61728,0.004070915301953793,2566.0,0.06610466806459321,181.956608,1.0,565.010432,0.0,0.0,0.0,0.8125,1165.0,0.05661911685464186,244488.548352,2.854912,163.0,0.0010000000002037268,4918.280192,0.0,2755.0,4.3,4.453125,12269.256704,76.0,,,,,,,,,,,,,,
3,2,,,1681159764.0,5.171875,0.0,0.015999999999849024,2375.929856,0.3300651212339371,3353.0,0.03739814812000939,181.956608,3.0,1102.761984,0.0,0.0,0.0,0.8750000000000001,1926.0,0.03968230852315381,243900.23168,2.854912,163.0,0.0019999999999527063,5480.40704,0.0,3729.0,4.5,4.40625,12831.371264,124.0,,,,,,,,,,,,,,
4,3,,,1681159765.0,5.171875,0.0,0.015999999999849024,2500.255744,0.0,7908.0,0.050979132866115814,183.922688,3.0,1217.323008,0.0,0.0,0.0,0.8750000000000001,16755.0,0.8302406988256842,243775.909888,2.854912,167.0,0.0019999999999527063,6099.72224,0.0,21004.0,4.6,4.40625,17670.28736,138.0,,,,,,,,,,,,,,
5,4,,,1681159766.0,5.171875,0.0,0.015999999999849024,2605.027328,0.0,12088.0,0.017505744384622254,279.085056,3.0,1345.384448,0.0,0.0,0.0,0.8750000000000001,25984.0,0.016469901529859988,243660.652544,2.854912,205.0,0.0019999999999527063,6152.8064,0.0,35832.0,4.6,4.40625,18060.96384,138.0,,,,,,,,,,,,,,
6,5,,,1681159767.0,5.171875,0.0,0.015999999999849024,3514.621952,0.0,12484.0,0.0069782334989032385,434.864128,3.0,2405.679104,0.0,0.0,0.0,0.8750000000000001,26375.0,0.007919297840025175,242748.960768,2.854912,209.0,0.0019999999999527063,7055.872,0.0,36319.0,5.0,4.40625,19366.682624,139.0,,,,,,,,,,,,,,
7,6,,,1681159768.0,5.171875,0.0,0.015999999999849024,2888.015872,0.0,14100.0,0.02177793281184693,569.847808,3.0,1944.653824,0.0,0.0,0.0,0.8750000000000001,28621.0,0.020200169152588057,243276.361728,2.854912,332.0,0.0019999999999527063,6491.77088,0.0,39400.0,4.8,4.40625,20628.934656,145.0,,,,,,,,,,,,,,
8,7,,,1681159769.0,5.6875,0.0,0.023999999999887223,4777.402368,0.11417054061439597,16339.0,0.0090151403829622,1255.99744,5.0,4520.81664,0.0,0.0,0.0,8.8125,41786.0,0.007828517861771044,240694.919168,2.854912,572.0,0.003000000000156433,8398.946304,0.0,56868.0,5.8,6.0,23217.831936,147.0,,,,,,,,,,,,,,
9,8,,,1681159771.0,5.6875,0.0,0.023999999999887223,5092.757504,0.0,20716.0,0.04363066431481775,1280.12288,5.0,4769.275904,0.0,0.0,0.0,8.8125,52994.0,0.038508736167683286,240354.533376,2.854912,651.0,0.003000000000156433,8614.576128,0.0,396878.0,5.9,6.0,26108.55936,149.0,,,,,,,,,,,,,,
