03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
483,22.570824490931347,1,480,0,1430.4,38,0,10.0,22.570824490931347,1683059830,0,,,,,,,,,,,,,,,
1513,396.4052969249481,1,1472,1,78.85,39,0,10.0,396.4052969249481,1683059831,0,480.0,0.0,22.57,0.0,,,,,,,,,,,
2545,801.790431554127,1,2464,2,37.69,41,0,9.42,801.790431554127,1683059833,0,1472.0,0.0,396.41,0.0,,,,,,,,,,,
3537,836.4021870353391,1,3456,3,34.95,42,0,8.74,836.4021870353391,1683059834,0,2464.0,0.0,801.79,0.0,,,,,,,,,,,
7028,835.2168342570543,1,4448,4,30.82,46,0,7.7,835.2168342570543,1683059838,0,3456.0,0.0,836.4,0.0,,,,,,,,,,,
8006,831.8279249647148,1,7904,5,29.77,47,0,7.44,831.8279249647148,1683059839,0,4448.0,0.0,835.22,0.0,,,,,,,,,,,
8980,826.685025431931,1,8896,6,28.77,48,0,7.19,826.685025431931,1683059840,0,7904.0,0.0,831.83,0.0,,,,,,,,,,,
10023,845.8294461817966,2,9920,7,26.89,49,0,10.0,845.8294461817966,1683059841,0,8896.0,0.0,826.69,0.0,,,,,,,,,,,
12034,1443.7427397704664,2,11872,8,14.36,51,0,5.74,1443.7427397704664,1683059843,0,9856.0,0.0,822.39,0.0,64.0,0.0,0.0,23.44,,,,,,,
14301,1658.0758927353086,2,14112,9,11.14,52,0,4.46,1658.0758927353086,1683059844,0,10848.0,0.0,825.17,0.0,1024.0,0.0,0.0,618.58,,,,,,,
16281,1665.536410300427,2,16096,10,9.9,53,0,3.96,1665.536410300427,1683059845,0,11968.0,0.0,832.02,0.0,2144.0,0.0,0.0,826.06,,,,,,,
18266,1669.5669782646157,2,18080,11,8.69,54,0,3.47,1669.5669782646157,1683059846,0,12960.0,0.0,830.93,0.0,3136.0,0.0,0.0,834.61,,,,,,,
20247,1674.0705077635355,2,20064,12,7.48,56,0,2.99,1674.0705077635355,1683059848,0,13952.0,0.0,833.21,0.0,4128.0,0.0,0.0,836.36,,,,,,,
22214,1650.9366602325867,2,22048,13,6.39,57,0,2.56,1650.9366602325867,1683059849,0,14944.0,0.0,835.94,0.0,5120.0,0.0,0.0,838.13,,,,,,,
24170,1631.1596841268642,2,24000,14,5.27,58,0,2.11,1631.1596841268642,1683059850,0,15936.0,0.0,834.1,0.0,6112.0,0.0,0.0,816.84,,,,,,,
