_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.189632,1681156456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1681156456,5.5,0.0,0.0,731.435008,0.0,7.0,0.0,177.414144,0.0,402.538496,0.0,0.0,0.0,3.5000000000000004,0.0,0.0,30364.491776,2.654208,85.0,0.0,1009.60256,0.0,6.0,3.8,4.875,8492.621824,22.0,,,,,,,,,,,,,,
2,2,,,1681156457,5.5,0.0,0.012000000000000455,885.06368,0.012247414762060031,2840.0,0.47784054165069895,179.79392,3.0,405.03296,0.0,0.0,0.0,3.5000000000000004,1250.0,0.44518874252684004,30210.863104,2.654208,99.0,0.001999999999497959,1018.126336,0.0,2826.0,4.3,4.875,8568.127488,22.0,,,,,,,,,,,,,,
3,3,,,1681156458,5.5,0.0,0.01999999999998181,886.51776,0.004083870984446554,3442.0,0.09262889401511018,179.79392,4.0,405.041152,0.0,0.0,0.0,3.125,1562.0,0.073701109157415,30209.404928,2.654208,99.0,0.0029999999997016857,1018.126336,0.0,3315.0,4.3,4.75,8568.127488,22.0,,,,,,,,,,,,,,
4,4,,,1681156459,5.5,0.0,0.027999999999991587,892.964864,0.004085826115239574,4123.0,0.12678031149169852,179.79392,5.0,405.041152,0.0,0.0,0.0,3.125,2547.0,0.9059361793807634,30202.96192,2.654208,99.0,0.0039999999999054126,1018.138624,0.0,4176.0,4.3,4.75,8568.127488,22.0,,,,,,,,,,,,,,
5,5,,,1681156460,5.5,0.0,0.031999999999982265,1108.733952,0.004085525876676908,4449.0,0.009200412763953959,182.41536,6.0,620.474368,0.0,0.0,0.0,3.125,2734.0,0.0076842996418996405,29987.192832,2.654208,106.0,0.004999999999199645,1242.673152,0.0,4579.0,5.0,4.75,8859.639808,23.0,,,,,,,,,,,,,,
6,6,,,1681156461,5.5,0.0,0.0479999999999734,1666.113536,0.24920279614379184,4620.0,0.04809792697117297,182.41536,13.0,1176.109056,0.0,0.0,0.0,3.125,2974.0,0.00843389330255577,29429.796864,2.654208,106.0,0.012999999999919964,1813.757952,0.0,5022.0,6.7,4.75,9430.724608,25.0,,,,,,,,,,,,,,
7,7,,,1681156462,5.5,0.0,0.0519999999999925,1691.46368,0.004085035290503711,6035.0,0.2533759095749781,183.267328,14.0,1202.036736,0.0,0.0,0.0,3.125,4373.0,0.31257700693804835,29404.44672,2.654208,109.0,0.013999999999214197,1845.776384,0.0,7379.0,6.8,4.75,9663.676416,28.0,,,,,,,,,,,,,,
8,8,,,1681156463,5.75,0.0,0.055999999999983174,1982.574592,0.004082014712092542,6500.0,0.08597743486143951,310.636544,15.0,1537.88416,0.0,0.0,0.0,6.875000000000001,4785.0,0.03472901579082708,29100.793856,2.654208,120.0,0.014999999999417923,2064.375808,0.0,8552.0,7.8,5.5,10253.422592,30.0,,,,,,,,,,,,,,
9,9,,,1681156464,5.75,0.0,0.06399999999999295,2741.489664,0.008164213706703366,7675.0,0.22672436059392231,438.759424,17.0,2416.951296,0.0,0.0,0.0,6.875000000000001,5725.0,0.9773855413988461,28341.850112,2.654208,120.0,0.01599999999962165,2817.130496,0.0,10002.0,10.2,5.5,11341.7216,34.0,,,,,,,,,,,,,,
