04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,_step,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/estimated_current_samples,_timestamp,03_hivemind/num_peers,04_peers/peer_5_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_epoch,03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,04_peers/peer_1_epoch,04_peers/peer_5_epoch,04_peers/peer_3_epoch,03_hivemind/reached_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,218,2.0,0,,1257.4888989090714,,120.73,2656.0,79368,1681384275.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,318,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,219,2.0,0,,1257.4888989090714,,120.73,2656.0,80886,1681384276.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,319,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,220,2.0,0,,1257.4888989090714,,120.73,2656.0,82386,1681384277.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,320,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,221,2.0,0,,1257.4888989090714,,120.73,2656.0,83911,1681384278.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,321,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,222,2.0,0,,1257.4888989090714,,120.73,2656.0,85417,1681384279.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,322,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,223,2.0,0,,1257.4888989090714,,120.73,2656.0,86943,1681384281.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,324,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,224,2.0,0,,1257.4888989090714,,120.73,2656.0,88460,1681384282.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,325,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,225,2.0,0,,1257.4888989090714,,120.73,2656.0,89961,1681384283.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,326,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,226,2.0,0,,1257.4888989090714,,120.73,2656.0,91464,1681384284.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,327,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,227,2.0,0,,1257.4888989090714,,120.73,2656.0,92973,1681384285.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,328,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,228,2.0,0,,1257.4888989090714,,120.73,2656.0,94477,1681384287.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,330,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,229,2.0,0,,1257.4888989090714,,120.73,2656.0,95978,1681384288.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,331,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,230,2.0,0,,1257.4888989090714,,120.73,2656.0,97584,1681384289.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,332,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,231,2.0,0,,1257.4888989090714,,120.73,2656.0,99090,1681384290.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,333,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,232,2.0,0,,1257.4888989090714,,120.73,2656.0,100601,1681384292.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,335,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,233,2.0,0,,1257.4888989090714,,120.73,2656.0,102280,1681384293.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,336,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,234,2.0,0,,1257.4888989090714,,120.73,2656.0,103789,1681384294.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,337,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,235,2.0,0,,1257.4888989090714,,120.73,2656.0,105287,1681384295.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,338,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,236,2.0,0,,1257.4888989090714,,120.73,2656.0,106796,1681384296.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,339,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,237,2.0,0,,1257.4888989090714,,120.73,2656.0,108322,1681384298.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,341,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,238,2.0,0,,1257.4888989090714,,120.73,2656.0,109824,1681384299.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,342,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,239,2.0,0,,1257.4888989090714,,120.73,2656.0,111322,1681384300.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,343,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,240,2.0,0,,1257.4888989090714,,120.73,2656.0,112834,1681384301.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,344,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,241,2.0,0,,1257.4888989090714,,120.73,2656.0,114340,1681384302.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,345,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,242,2.0,0,,1257.4888989090714,,120.73,2656.0,115846,1681384304.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,347,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,243,2.0,0,,1257.4888989090714,,120.73,2656.0,117352,1681384305.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,348,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,244,2.0,0,,1257.4888989090714,,120.73,2656.0,118861,1681384306.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,349,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,245,2.0,0,,1257.4888989090714,,120.73,2656.0,120371,1681384307.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,350,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,246,2.0,0,,1257.4888989090714,,120.73,2656.0,121874,1681384308.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,351,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,247,2.0,0,,1257.4888989090714,,120.73,2656.0,123387,1681384310.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,353,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,248,2.0,0,,1257.4888989090714,,120.73,2656.0,124898,1681384311.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,354,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,249,2.0,0,,1257.4888989090714,,120.73,2656.0,126401,1681384312.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,355,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,250,2.0,0,,1257.4888989090714,,120.73,2656.0,127912,1681384313.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,356,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,251,2.0,0,,1257.4888989090714,,120.73,2656.0,129419,1681384314.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,357,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,252,2.0,0,,1257.4888989090714,,120.73,2656.0,130930,1681384316.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,359,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,253,2.0,0,,1257.4888989090714,,120.73,2656.0,132433,1681384317.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,360,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,254,2.0,0,,1257.4888989090714,,120.73,2656.0,133972,1681384318.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,361,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,255,2.0,0,,1257.4888989090714,,120.73,2656.0,135476,1681384319.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,362,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,256,2.0,0,,1257.4888989090714,,120.73,2656.0,136975,1681384320.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,363,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,257,2.0,0,,1257.4888989090714,,120.73,2656.0,138480,1681384322.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,365,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,258,2.0,0,,1257.4888989090714,,120.73,2656.0,139999,1681384323.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,366,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,2,,0.0,0.5,122.98,767.63,2624.0,259,2.0,0,,1257.4888989090714,,120.73,2656.0,141575,1681384324.0,5,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,32480,1257.4888989090714,367,2.0,2.0,2.0,,0.0,0.0,2528.0
2656.0,,3,,0.0,10.0,122.98,767.63,2624.0,260,2.0,0,,489.8585939614611,,120.73,2656.0,2146,1681384328.0,4,0.0,0.0,,123.22,122.94,2.0,,0.0,22016.0,0,489.8585939614611,371,2.0,2.0,2.0,,62.51,0.0,2528.0
0.0,112.1896096849814,3,1.0,0.0,10.0,122.98,,0.0,261,3.0,0,32480.0,489.8585939614611,97984.0,120.73,0.0,2775,1681384329.0,4,,0.0,289.509876103509,123.22,122.94,3.0,2.0,0.0,,0,489.8585939614611,372,3.0,,3.0,0.0,61.23,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,262,3.0,0,,489.8585939614611,,120.73,0.0,4751,1681384333.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,376,3.0,,3.0,,57.19,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,263,3.0,0,,489.8585939614611,,120.73,0.0,5253,1681384335.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,378,3.0,,3.0,,56.17,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,264,3.0,0,,489.8585939614611,,120.73,0.0,5754,1681384336.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,379,3.0,,3.0,,55.15,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,265,3.0,0,,489.8585939614611,,120.73,0.0,6256,1681384337.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,380,3.0,,3.0,,54.12,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,266,3.0,0,,489.8585939614611,,120.73,0.0,6762,1681384338.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,381,3.0,,3.0,,53.09,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,267,3.0,0,,489.8585939614611,,120.73,0.0,7264,1681384339.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,382,3.0,,3.0,,52.06,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,268,3.0,0,,489.8585939614611,,120.73,0.0,7764,1681384340.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,383,3.0,,3.0,,51.04,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,269,3.0,0,,489.8585939614611,,120.73,0.0,8265,1681384341.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,384,3.0,,3.0,,50.02,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,270,3.0,0,,489.8585939614611,,120.73,0.0,8767,1681384342.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,385,3.0,,3.0,,49.0,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,271,3.0,0,,489.8585939614611,,120.73,0.0,9269,1681384343.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,386,3.0,,3.0,,47.97,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,272,3.0,0,,489.8585939614611,,120.73,0.0,9772,1681384344.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,387,3.0,,3.0,,46.94,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,273,3.0,0,,489.8585939614611,,120.73,0.0,10274,1681384345.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,388,3.0,,3.0,,45.92,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,274,3.0,0,,489.8585939614611,,120.73,0.0,10779,1681384346.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,389,3.0,,3.0,,44.89,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,275,3.0,0,,489.8585939614611,,120.73,0.0,11279,1681384347.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,390,3.0,,3.0,,43.87,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,276,3.0,0,,489.8585939614611,,120.73,0.0,11781,1681384348.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,391,3.0,,3.0,,42.84,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,277,3.0,0,,489.8585939614611,,120.73,0.0,12289,1681384349.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,392,3.0,,3.0,,41.81,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,278,3.0,0,,489.8585939614611,,120.73,0.0,12788,1681384350.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,393,3.0,,3.0,,40.79,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,279,3.0,0,,489.8585939614611,,120.73,0.0,13289,1681384351.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,394,3.0,,3.0,,39.76,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,280,3.0,0,,489.8585939614611,,120.73,0.0,13789,1681384352.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,395,3.0,,3.0,,38.74,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,281,3.0,0,,489.8585939614611,,120.73,0.0,14291,1681384353.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,396,3.0,,3.0,,37.72,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,282,3.0,0,,489.8585939614611,,120.73,0.0,14792,1681384354.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,397,3.0,,3.0,,36.7,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,283,3.0,0,,489.8585939614611,,120.73,0.0,15295,1681384355.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,398,3.0,,3.0,,35.67,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,284,3.0,0,,489.8585939614611,,120.73,0.0,15797,1681384356.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,399,3.0,,3.0,,34.65,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,285,3.0,0,,489.8585939614611,,120.73,0.0,16300,1681384357.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,400,3.0,,3.0,,33.62,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,286,3.0,0,,489.8585939614611,,120.73,0.0,16808,1681384358.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,401,3.0,,3.0,,32.58,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,287,3.0,0,,489.8585939614611,,120.73,0.0,17310,1681384359.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,402,3.0,,3.0,,31.56,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,288,3.0,0,,489.8585939614611,,120.73,0.0,17816,1681384360.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,403,3.0,,3.0,,30.52,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,289,3.0,0,,489.8585939614611,,120.73,0.0,18319,1681384361.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,404,3.0,,3.0,,29.5,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,290,3.0,0,,489.8585939614611,,120.73,0.0,18825,1681384362.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,405,3.0,,3.0,,28.46,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,291,3.0,0,,489.8585939614611,,120.73,0.0,19328,1681384363.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,406,3.0,,3.0,,27.44,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,292,3.0,0,,489.8585939614611,,120.73,0.0,19832,1681384364.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,407,3.0,,3.0,,26.41,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,293,3.0,0,,489.8585939614611,,120.73,0.0,20335,1681384365.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,408,3.0,,3.0,,25.38,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,294,3.0,0,,489.8585939614611,,120.73,0.0,20838,1681384366.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,409,3.0,,3.0,,24.35,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,295,3.0,0,,489.8585939614611,,120.73,0.0,21339,1681384367.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,410,3.0,,3.0,,23.33,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,296,3.0,0,,489.8585939614611,,120.73,0.0,21840,1681384368.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,411,3.0,,3.0,,22.31,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,297,3.0,0,,489.8585939614611,,120.73,0.0,22344,1681384369.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,412,3.0,,3.0,,21.28,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,298,3.0,0,,489.8585939614611,,120.73,0.0,22845,1681384370.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,413,3.0,,3.0,,20.26,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,299,3.0,0,,489.8585939614611,,120.73,0.0,23346,1681384371.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,414,3.0,,3.0,,19.23,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,300,3.0,0,,489.8585939614611,,120.73,0.0,23851,1681384372.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,415,3.0,,3.0,,18.2,0.0,0.0
0.0,,3,,0.0,9.81,122.98,,0.0,301,3.0,0,,489.8585939614611,,120.73,0.0,24354,1681384374.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,417,3.0,,3.0,,17.18,0.0,0.0
0.0,,3,,0.0,9.23,122.98,,0.0,302,3.0,0,,489.8585939614611,,120.73,0.0,24859,1681384375.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,418,3.0,,3.0,,16.15,0.0,0.0
0.0,,3,,0.0,8.64,122.98,,0.0,303,3.0,0,,489.8585939614611,,120.73,0.0,25361,1681384376.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,419,3.0,,3.0,,15.12,0.0,0.0
0.0,,3,,0.0,8.05,122.98,,0.0,304,3.0,0,,489.8585939614611,,120.73,0.0,25865,1681384377.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,420,3.0,,3.0,,14.09,0.0,0.0
0.0,,3,,0.0,7.46,122.98,,0.0,305,3.0,0,,489.8585939614611,,120.73,0.0,26371,1681384378.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,421,3.0,,3.0,,13.06,0.0,0.0
0.0,,3,,0.0,6.88,122.98,,0.0,306,3.0,0,,489.8585939614611,,120.73,0.0,26872,1681384379.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,422,3.0,,3.0,,12.04,0.0,0.0
0.0,,3,,0.0,6.29,122.98,,0.0,307,3.0,0,,489.8585939614611,,120.73,0.0,27373,1681384380.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,423,3.0,,3.0,,11.01,0.0,0.0
0.0,,3,,0.0,5.71,122.98,,0.0,308,3.0,0,,489.8585939614611,,120.73,0.0,27874,1681384381.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,424,3.0,,3.0,,9.99,0.0,0.0
0.0,,3,,0.0,5.12,122.98,,0.0,309,3.0,0,,489.8585939614611,,120.73,0.0,28376,1681384382.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,425,3.0,,3.0,,8.97,0.0,0.0
0.0,,3,,0.0,4.54,122.98,,0.0,310,3.0,0,,489.8585939614611,,120.73,0.0,28877,1681384383.0,4,,0.0,,123.22,122.94,3.0,,0.0,,0,489.8585939614611,426,3.0,,3.0,,7.94,0.0,0.0
0.0,,3,,0.0,10.0,122.98,,0.0,311,3.0,0,,369.1316788077844,,120.73,0.0,22131,1681384384.0,3,,0.0,,123.22,122.94,3.0,,0.0,,0,369.1316788077844,427,3.0,,3.0,,28.82,0.0,0.0
