04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/global_epoch,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_1_samples_accumulated,_step,04_peers/peer_2_epoch,03_hivemind/num_clients,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/estimated_current_samples,_timestamp,03_hivemind/num_peers,04_peers/peer_5_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_4_epoch,03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_5_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,04_peers/peer_1_epoch,04_peers/peer_5_epoch,04_peers/peer_3_epoch,03_hivemind/reached_TBS,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated
,,0,,,10.0,,,,0,,0,,5.7305574411745335,,,,226,1681384008.0,1,,,,,,,,,,224,5.7305574411745335,51,,,,,5678.7,,
,,0,,,10.0,,,224.0,1,,0,,10.971920435175909,,5.73,,357,1681384009.0,1,,,,,,,,,,352,10.971920435175909,52,0.0,,,,2953.98,0.0,
,,0,,,10.0,,,352.0,2,,0,,20.22486908951103,,10.97,,580,1681384013.0,1,,,,,,,,,,512,20.22486908951103,56,0.0,,,,1591.52,0.0,
,,0,,,10.0,,,512.0,3,,0,,68.1353911562678,,20.22,,1045,1681384015.0,1,,,,,,,,,,1024,68.1353911562678,58,0.0,,,,465.58,0.0,
,,0,,,10.0,,,1024.0,4,,0,,80.48566248813485,,68.14,,1187,1681384016.0,1,,,,,,,,,,1152,80.48566248813485,59,0.0,,,,392.38,0.0,
,,0,,,10.0,,,1152.0,5,,0,,93.591148026703,,80.49,,1339,1681384017.0,1,,,,,,,,,,1312,93.591148026703,60,0.0,,,,335.81,0.0,
,,0,,,10.0,,,1312.0,6,,0,,101.58063547314417,,93.59,,1482,1681384018.0,1,,,,,,,,,,1440,101.58063547314417,61,0.0,,,,307.99,0.0,
,,0,,,10.0,,,1440.0,7,,0,,108.95174557108807,,101.58,,1630,1681384019.0,1,,,,,,,,,,1600,108.95174557108807,62,0.0,,,,285.79,0.0,
,,0,,,10.0,,,1600.0,8,,0,,148.02738276270463,,108.95,,2043,1681384020.0,3,,,,,,,,,,1984,148.02738276270463,63,0.0,,,,207.57,0.0,
96.0,,0,,0.0,10.0,,,1728.0,9,0.0,0,,210.58487604915513,,113.01,,2635,1681384022.0,4,,0.0,,22.42,12.6,,,,,2560,210.58487604915513,65,0.0,,0.0,,143.09,0.0,160.0
256.0,,0,,0.0,10.0,17.1,,1888.0,10,0.0,0,,281.1836032070214,,116.35,128.0,3275,1681384023.0,4,,0.0,,41.54,35.59,0.0,,0.0,,3168,281.1836032070214,66,0.0,,0.0,,104.89,0.0,288.0
416.0,,0,,0.0,10.0,40.35,,2016.0,11,0.0,0,,406.85896934953433,,118.17,288.0,4867,1681384026.0,4,,0.0,,64.2,58.46,0.0,,0.0,,4672,406.85896934953433,69,0.0,,0.0,,68.58,0.0,448.0
768.0,,0,,0.0,10.0,88.27,,2400.0,12,0.0,0,,698.6291531678569,,120.31,672.0,7382,1681384027.0,5,,0.0,,101.91,96.37,0.0,,0.0,,7136,698.6291531678569,70,0.0,,0.0,,36.34,0.0,832.0
960.0,,0,,0.0,10.0,100.76,258.89,2560.0,13,0.0,0,,1184.7597830042068,,120.65,832.0,10419,1681384028.0,5,0.0,0.0,,110.22,108.11,0.0,,0.0,1792.0,9984,1184.7597830042068,71,0.0,0.0,0.0,,18.86,0.0,992.0
1088.0,,0,,0.0,8.16,109.31,726.71,2688.0,14,0.0,0,,1515.928116217694,,120.77,992.0,12976,1681384030.0,5,0.0,0.0,,114.73,113.23,0.0,,0.0,4096.0,12384,1515.928116217694,73,0.0,0.0,0.0,,13.06,0.0,1120.0
1248.0,,0,,0.0,5.77,113.94,1045.75,2848.0,15,0.0,0,,1842.2508106827484,,120.9,1120.0,15764,1681384031.0,5,0.0,0.0,,118.12,117.23,0.0,,0.0,5888.0,15008,1842.2508106827484,74,0.0,0.0,0.0,,9.23,0.0,1280.0
1376.0,,0,,0.0,4.45,117.67,1363.74,2976.0,16,0.0,0,,2011.8474930461916,,120.97,1280.0,18447,1681384032.0,5,0.0,0.0,,120.57,119.31,0.0,,0.0,7936.0,17632,2011.8474930461916,75,0.0,0.0,0.0,,7.12,0.0,1440.0
1536.0,,0,,0.0,3.51,119.49,1528.59,3136.0,17,0.0,0,,2087.215161423379,,120.98,1408.0,21054,1681384033.0,5,0.0,0.0,,121.73,121.06,0.0,,0.0,9984.0,20288,2087.215161423379,76,0.0,0.0,0.0,,5.61,0.0,1568.0
1696.0,,0,,0.0,2.91,120.99,1600.65,3264.0,18,0.0,0,,2013.4798745739733,,121.01,1568.0,23387,1681384034.0,5,0.0,0.0,,122.58,121.98,0.0,,0.0,12032.0,22688,2013.4798745739733,77,0.0,0.0,0.0,,4.66,0.0,1728.0
1824.0,,0,,0.0,2.36,121.83,1524.97,3424.0,19,0.0,0,,1900.040532469036,,121.04,1728.0,25585,1681384036.0,5,0.0,0.0,,123.18,122.46,0.0,,0.0,13824.0,24800,1900.040532469036,79,0.0,0.0,0.0,,3.78,0.0,1888.0
1984.0,,0,,0.0,1.41,122.34,1410.4,3584.0,20,0.0,0,,2019.2431880902354,,121.13,1856.0,28207,1681384037.0,5,0.0,0.0,,123.36,122.81,0.0,,0.0,15360.0,27200,2019.2431880902354,80,0.0,0.0,0.0,,2.26,0.0,2016.0
2144.0,,0,,0.0,0.68,122.81,1528.96,3712.0,21,0.0,0,,2018.0034983676162,,121.11,2016.0,30574,1681384038.0,5,0.0,0.0,,123.51,122.85,0.0,,0.0,17152.0,29824,2018.0034983676162,81,0.0,0.0,0.0,,1.09,0.0,2176.0
2272.0,,0,,0.0,0.5,122.84,1527.82,3872.0,22,0.0,0,,1989.7062568865106,,120.91,2144.0,32898,1681384039.0,5,0.0,0.0,,123.59,122.83,0.0,,0.0,19200.0,32192,1989.7062568865106,82,0.0,0.0,0.0,,0.0,0.0,2336.0
2432.0,,0,,0.0,0.5,122.72,1499.45,4000.0,23,0.0,0,,1879.0237605700918,,121.02,2304.0,34978,1681384040.0,5,0.0,0.0,,123.55,122.97,0.0,,0.0,20992.0,32928,1879.0237605700918,83,0.0,0.0,0.0,,0.0,0.0,2464.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,24,0.0,0,,1879.0237605700918,,121.08,2368.0,37250,1681384042.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,85,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,25,0.0,0,,1879.0237605700918,,121.08,2368.0,39492,1681384043.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,86,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,26,0.0,0,,1879.0237605700918,,121.08,2368.0,41735,1681384044.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,87,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,27,0.0,0,,1879.0237605700918,,121.08,2368.0,43976,1681384045.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,88,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,28,0.0,0,,1879.0237605700918,,121.08,2368.0,46225,1681384046.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,89,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,29,0.0,0,,1879.0237605700918,,121.08,2368.0,48468,1681384048.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,91,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,30,0.0,0,,1879.0237605700918,,121.08,2368.0,50711,1681384049.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,92,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,31,0.0,0,,1879.0237605700918,,121.08,2368.0,52956,1681384050.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,93,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,32,0.0,0,,1879.0237605700918,,121.08,2368.0,55210,1681384051.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,94,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,33,0.0,0,,1879.0237605700918,,121.08,2368.0,57459,1681384052.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,95,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,34,0.0,0,,1879.0237605700918,,121.08,2368.0,59718,1681384054.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,97,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,35,0.0,0,,1879.0237605700918,,121.08,2368.0,61950,1681384055.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,98,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,36,0.0,0,,1879.0237605700918,,121.08,2368.0,64205,1681384056.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,99,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,37,0.0,0,,1879.0237605700918,,121.08,2368.0,66440,1681384057.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,100,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,38,0.0,0,,1879.0237605700918,,121.08,2368.0,68699,1681384058.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,101,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,39,0.0,0,,1879.0237605700918,,121.08,2368.0,70949,1681384060.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,103,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,40,0.0,0,,1879.0237605700918,,121.08,2368.0,73207,1681384061.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,104,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,41,0.0,0,,1879.0237605700918,,121.08,2368.0,75464,1681384062.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,105,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,42,0.0,0,,1879.0237605700918,,121.08,2368.0,77893,1681384063.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,106,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,43,0.0,0,,1879.0237605700918,,121.08,2368.0,80133,1681384064.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,107,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,44,0.0,0,,1879.0237605700918,,121.08,2368.0,82370,1681384066.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,109,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,45,0.0,0,,1879.0237605700918,,121.08,2368.0,84603,1681384067.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,110,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,46,0.0,0,,1879.0237605700918,,121.08,2368.0,86859,1681384068.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,111,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,47,0.0,0,,1879.0237605700918,,121.08,2368.0,89114,1681384069.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,112,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,48,0.0,0,,1879.0237605700918,,121.08,2368.0,91369,1681384070.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,113,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,49,0.0,0,,1879.0237605700918,,121.08,2368.0,93611,1681384072.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,115,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,50,0.0,0,,1879.0237605700918,,121.08,2368.0,95872,1681384073.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,116,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,51,0.0,0,,1879.0237605700918,,121.08,2368.0,98130,1681384074.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,117,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,52,0.0,0,,1879.0237605700918,,121.08,2368.0,100397,1681384075.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,118,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,53,0.0,0,,1879.0237605700918,,121.08,2368.0,102645,1681384076.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,119,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,54,0.0,0,,1879.0237605700918,,121.08,2368.0,104899,1681384078.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,121,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,55,0.0,0,,1879.0237605700918,,121.08,2368.0,107165,1681384079.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,122,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,56,0.0,0,,1879.0237605700918,,121.08,2368.0,109410,1681384080.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,123,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,57,0.0,0,,1879.0237605700918,,121.08,2368.0,111652,1681384081.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,124,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,58,0.0,0,,1879.0237605700918,,121.08,2368.0,113925,1681384082.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,125,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,59,0.0,0,,1879.0237605700918,,121.08,2368.0,116184,1681384084.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,127,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,60,0.0,0,,1879.0237605700918,,121.08,2368.0,118443,1681384085.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,128,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,61,0.0,0,,1879.0237605700918,,121.08,2368.0,120690,1681384086.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,129,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,62,0.0,0,,1879.0237605700918,,121.08,2368.0,122925,1681384087.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,130,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,63,0.0,0,,1879.0237605700918,,121.08,2368.0,125163,1681384088.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,131,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,64,0.0,0,,1879.0237605700918,,121.08,2368.0,127407,1681384090.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,133,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,65,0.0,0,,1879.0237605700918,,121.08,2368.0,129673,1681384091.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,134,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,66,0.0,0,,1879.0237605700918,,121.08,2368.0,131926,1681384092.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,135,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,67,0.0,0,,1879.0237605700918,,121.08,2368.0,134181,1681384093.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,136,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,68,0.0,0,,1879.0237605700918,,121.08,2368.0,136432,1681384094.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,137,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,69,0.0,0,,1879.0237605700918,,121.08,2368.0,138685,1681384096.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,139,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,70,0.0,0,,1879.0237605700918,,121.08,2368.0,140944,1681384097.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,140,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,71,0.0,0,,1879.0237605700918,,121.08,2368.0,143199,1681384098.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,141,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,72,0.0,0,,1879.0237605700918,,121.08,2368.0,145450,1681384099.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,142,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,73,0.0,0,,1879.0237605700918,,121.08,2368.0,147708,1681384100.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,143,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,74,0.0,0,,1879.0237605700918,,121.08,2368.0,149966,1681384102.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,145,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,75,0.0,0,,1879.0237605700918,,121.08,2368.0,152219,1681384103.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,146,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,76,0.0,0,,1879.0237605700918,,121.08,2368.0,154473,1681384104.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,147,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,77,0.0,0,,1879.0237605700918,,121.08,2368.0,156737,1681384105.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,148,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,78,0.0,0,,1879.0237605700918,,121.08,2368.0,158991,1681384106.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,149,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,79,0.0,0,,1879.0237605700918,,121.08,2368.0,161252,1681384108.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,151,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,80,0.0,0,,1879.0237605700918,,121.08,2368.0,163509,1681384109.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,152,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,81,0.0,0,,1879.0237605700918,,121.08,2368.0,165748,1681384110.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,153,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,82,0.0,0,,1879.0237605700918,,121.08,2368.0,167996,1681384111.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,154,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,83,0.0,0,,1879.0237605700918,,121.08,2368.0,170285,1681384112.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,155,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,0,,0.0,0.5,122.87,1388.72,4064.0,84,0.0,0,,1879.0237605700918,,121.08,2368.0,172728,1681384114.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,32928,1879.0237605700918,157,0.0,0.0,0.0,,0.0,0.0,2528.0
2464.0,,1,,0.0,10.0,122.87,1388.72,4064.0,85,0.0,0,,1763.408436613955,,121.08,2368.0,2091,1681384115.0,5,0.0,0.0,,123.4,122.95,0.0,,0.0,21504.0,1344,1519.4534624371752,158,0.0,0.0,0.0,,17.4,0.0,2528.0
64.0,106.93498095218092,1,1.0,0.0,10.0,122.87,1278.18,4064.0,86,1.0,0,32928.0,1689.5757689268562,32928.0,121.08,2368.0,4142,1681384116.0,5,0.0,0.0,307.9254300772234,123.4,117.88,0.0,0.0,1.0,1280.0,3520,1689.5757689268562,159,0.0,1.0,1.0,0.0,16.94,1.0,0.0
192.0,,1,,0.0,7.82,113.76,1229.74,192.0,87,1.0,0,,2047.7841779335422,,113.47,160.0,7130,1681384117.0,5,0.0,0.0,,116.84,115.77,1.0,,0.0,2816.0,6336,2047.7841779335422,160,1.0,1.0,1.0,,12.52,0.0,160.0
288.0,,1,,0.0,9.87,112.7,1593.02,320.0,88,1.0,0,,1560.7220996666483,,111.7,288.0,8124,1681384119.0,5,0.0,0.0,,116.65,113.71,1.0,,0.0,5120.0,7520,1560.7220996666483,162,1.0,1.0,1.0,,15.79,0.0,320.0
416.0,,1,,0.0,10.0,99.7,1152.38,416.0,89,1.0,0,,1326.8736997252256,,100.7,384.0,9152,1681384120.0,5,0.0,0.0,,104.45,103.49,1.0,,0.0,5888.0,8640,1326.8736997252256,163,1.0,1.0,1.0,,17.8,0.0,416.0
576.0,,1,,0.0,8.54,107.06,890.38,576.0,90,1.0,0,,1555.5725929663313,,108.23,544.0,11523,1681384121.0,5,0.0,0.0,,110.26,110.94,1.0,,0.0,6400.0,10432,1555.5725929663313,164,1.0,1.0,1.0,,13.66,0.0,544.0
640.0,,1,,0.0,6.85,109.94,1171.62,640.0,91,1.0,0,,1727.5528225762896,,88.64,608.0,13824,1681384122.0,5,0.0,0.0,,92.79,92.59,1.0,,0.0,7936.0,13024,1727.5528225762896,165,1.0,1.0,1.0,,10.97,0.0,608.0
768.0,,1,,0.0,5.7,96.65,1328.41,768.0,92,1.0,0,,1822.383297982225,,97.69,736.0,16145,1681384123.0,5,0.0,0.0,,103.43,101.37,1.0,,0.0,9984.0,15456,1822.383297982225,166,1.0,1.0,1.0,,9.12,0.0,768.0
928.0,,1,,0.0,4.55,106.18,1389.75,928.0,93,1.0,0,,1923.3908887256177,,106.03,896.0,18766,1681384125.0,5,0.0,0.0,,111.01,109.42,1.0,,0.0,11776.0,17792,1923.3908887256177,168,1.0,1.0,1.0,,7.28,0.0,928.0
1088.0,,1,,0.0,3.64,111.64,1471.08,1056.0,94,1.0,0,,1987.6366318532587,,110.85,1024.0,21205,1681384126.0,5,0.0,0.0,,115.08,114.74,1.0,,0.0,13568.0,20480,1987.6366318532587,169,1.0,1.0,1.0,,5.82,0.0,1056.0
1248.0,,1,,0.0,2.81,115.97,1520.13,1216.0,95,1.0,0,,2026.3882729106804,,114.96,1184.0,23650,1681384127.0,5,0.0,0.0,,118.52,118.06,1.0,,0.0,15616.0,22880,2026.3882729106804,170,1.0,1.0,1.0,,4.5,0.0,1216.0
1376.0,,1,,0.0,2.25,118.93,1549.53,1376.0,96,1.0,0,,1928.656279273335,,117.38,1344.0,25824,1681384128.0,5,0.0,0.0,,120.59,119.96,1.0,,0.0,17408.0,25024,1928.656279273335,171,1.0,1.0,1.0,,3.6,0.0,1376.0
1536.0,,1,,0.0,1.55,120.72,1446.32,1504.0,97,1.0,0,,1896.4429230333153,,118.57,1504.0,28075,1681384129.0,5,0.0,0.0,,121.82,121.22,1.0,,0.0,18944.0,27360,1896.4429230333153,172,1.0,1.0,1.0,,2.47,0.0,1536.0
