04_peers/peer_2_epoch,04_peers/peer_4_epoch,04_peers/peer_7_epoch,04_peers/peer_1_epoch_oos,03_hivemind/num_clients,04_peers/peer_3_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,04_peers/peer_1_samples_per_second,04_peers/peer_1_samples_accumulated,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,_step,04_peers/peer_8_samples_per_second,04_peers/peer_8_epoch,04_peers/peer_6_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_4_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,_timestamp,04_peers/peer_5_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_6_samples_accumulated,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_6_epoch,03_hivemind/reached_TBS,03_hivemind/global_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_7_samples_per_second,03_hivemind/per_epoch_training_samples,_runtime,04_peers/peer_1_epoch,04_peers/peer_3_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_5_samples_accumulated,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_4_epoch_oos,03_hivemind/total_training_samples,04_peers/peer_6_samples_per_second,04_peers/peer_3_samples_accumulated
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,193660,0,82,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700936.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,198,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,198821,0,83,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700937.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,199,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,203939,0,84,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700938.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,200,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,209075,0,85,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700939.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,201,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,214207,0,86,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700940.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,202,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,219280,0,87,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700941.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,203,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,224387,0,88,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700943.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,205,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,229505,0,89,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700944.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,206,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,234629,0,90,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700945.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,207,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,239723,0,91,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700946.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,208,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,244827,0,92,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700947.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,209,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,249902,0,93,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700948.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,210,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,255012,0,94,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700949.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,211,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,260107,0,95,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700950.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,212,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,265200,0,96,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700951.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,213,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,270292,0,97,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700952.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,214,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,275376,0,98,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700953.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,215,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,280466,0,99,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700954.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,216,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,285560,0,100,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700955.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,217,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
3.0,3.0,3.0,0.0,0,0.0,0.0,0.0,,0.5,656.76,0.0,290638,0,101,306.89,3.0,0.0,0.0,674.86,0.0,4905.721349489923,1680700956.0,3.0,0.0,658.39,0.0,0.0,0.0,0.0,4905.721349489923,,3.0,,3,634.73,651.82,659.76,,218,3.0,3.0,0.0,0.0,8,,,0.0,,662.52,0.0
