04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/per_epoch_training_samples,_runtime,03_hivemind/epoch_s,03_hivemind/eta_next_epoch_s,03_hivemind/undershot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_4_samples_per_second,04_peers/peer_3_samples_accumulated,_timestamp,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_samples_accumulated,_step,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_4_epoch,03_hivemind/optimistic_total_samples_per_second
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,55074,,290,,0.0,,0.5,115.93,5440.0,1681158413.0,5,0,,0.0,719.871962180661,11264.0,230,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,55841,,291,,0.0,,0.5,115.93,5440.0,1681158414.0,5,0,,0.0,719.871962180661,11264.0,231,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,56734,,292,,0.0,,0.5,115.93,5440.0,1681158415.0,5,0,,0.0,719.871962180661,11264.0,232,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,3,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,340,,293,,45.05,,10.0,115.93,5440.0,1681158416.0,5,0,,0.0,259.132703267758,11264.0,233,2.0,,114.58,0,2.0,,0.0,2.0,719.871962180661
1.0,1.0,5344.0,2.0,3,0.0,5312.0,5504.0,2.0,404.2664116952764,259.13,113.13,117.1,1214,32864.0,294,81.29292726097628,43.83,0.0,10.0,115.93,5440.0,1681158417.0,5,0,0.0,1.0,719.871962180661,0.0,234,3.0,98592.0,114.58,0,2.0,3.0,1.0,2.0,719.871962180661
0.0,0.0,0.0,3.0,3,0.0,0.0,0.0,3.0,,259.13,113.13,117.1,1986,,295,,42.76,,10.0,115.93,0.0,1681158418.0,5,0,,0.0,719.871962180661,0.0,235,3.0,,114.58,0,3.0,,0.0,3.0,719.871962180661
0.0,0.0,0.0,3.0,3,0.0,0.0,0.0,3.0,,259.13,113.13,117.1,2752,,296,,41.7,,10.0,115.93,0.0,1681158419.0,5,0,,0.0,719.871962180661,0.0,236,3.0,,114.58,0,3.0,,0.0,3.0,719.871962180661
0.0,0.0,0.0,3.0,3,0.0,0.0,0.0,3.0,,259.13,113.13,117.1,2073,,297,,66.62,,10.0,115.93,0.0,1681158420.0,4,0,,0.0,460.73925891290287,0.0,237,3.0,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,2577,,299,,65.53,,10.0,115.93,0.0,1681158422.0,4,0,,0.0,460.73925891290287,,238,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,4438,,303,,61.49,,10.0,115.93,0.0,1681158426.0,4,0,,0.0,460.73925891290287,,239,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,4912,,304,,60.46,,10.0,115.93,0.0,1681158427.0,4,0,,0.0,460.73925891290287,,240,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,5386,,305,,59.43,,10.0,115.93,0.0,1681158428.0,4,0,,0.0,460.73925891290287,,241,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,5859,,306,,58.41,,10.0,115.93,0.0,1681158429.0,4,0,,0.0,460.73925891290287,,242,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,6334,,307,,57.37,,10.0,115.93,0.0,1681158430.0,4,0,,0.0,460.73925891290287,,243,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,6806,,308,,56.35,,10.0,115.93,0.0,1681158431.0,4,0,,0.0,460.73925891290287,,244,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,7281,,309,,55.32,,10.0,115.93,0.0,1681158432.0,4,0,,0.0,460.73925891290287,,245,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,7757,,310,,54.28,,10.0,115.93,0.0,1681158433.0,4,0,,0.0,460.73925891290287,,246,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,8230,,311,,53.26,,10.0,115.93,0.0,1681158434.0,4,0,,0.0,460.73925891290287,,247,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,8702,,312,,52.23,,10.0,115.93,0.0,1681158435.0,4,0,,0.0,460.73925891290287,,248,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,9173,,313,,51.21,,10.0,115.93,0.0,1681158436.0,4,0,,0.0,460.73925891290287,,249,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,9645,,314,,50.19,,10.0,115.93,0.0,1681158437.0,4,0,,0.0,460.73925891290287,,250,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,10118,,315,,49.16,,10.0,115.93,0.0,1681158438.0,4,0,,0.0,460.73925891290287,,251,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,10589,,316,,48.14,,10.0,115.93,0.0,1681158439.0,4,0,,0.0,460.73925891290287,,252,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,11062,,317,,47.11,,10.0,115.93,0.0,1681158440.0,4,0,,0.0,460.73925891290287,,253,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,11537,,318,,46.08,,10.0,115.93,0.0,1681158441.0,4,0,,0.0,460.73925891290287,,254,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,12011,,319,,45.05,,10.0,115.93,0.0,1681158442.0,4,0,,0.0,460.73925891290287,,255,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,12482,,320,,44.03,,10.0,115.93,0.0,1681158443.0,4,0,,0.0,460.73925891290287,,256,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,12954,,321,,43.0,,10.0,115.93,0.0,1681158444.0,4,0,,0.0,460.73925891290287,,257,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,13430,,322,,41.97,,10.0,115.93,0.0,1681158445.0,4,0,,0.0,460.73925891290287,,258,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,13903,,323,,40.95,,10.0,115.93,0.0,1681158446.0,4,0,,0.0,460.73925891290287,,259,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,14375,,324,,39.92,,10.0,115.93,0.0,1681158447.0,4,0,,0.0,460.73925891290287,,260,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,14846,,325,,38.9,,10.0,115.93,0.0,1681158448.0,4,0,,0.0,460.73925891290287,,261,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,15316,,326,,37.88,,10.0,115.93,0.0,1681158449.0,4,0,,0.0,460.73925891290287,,262,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,15792,,327,,36.85,,10.0,115.93,0.0,1681158450.0,4,0,,0.0,460.73925891290287,,263,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,16266,,328,,35.82,,10.0,115.93,0.0,1681158451.0,4,0,,0.0,460.73925891290287,,264,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,16740,,329,,34.79,,10.0,115.93,0.0,1681158452.0,4,0,,0.0,460.73925891290287,,265,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,17214,,330,,33.76,,10.0,115.93,0.0,1681158453.0,4,0,,0.0,460.73925891290287,,266,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,17686,,331,,32.74,,10.0,115.93,0.0,1681158454.0,4,0,,0.0,460.73925891290287,,267,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,18157,,332,,31.71,,10.0,115.93,0.0,1681158455.0,4,0,,0.0,460.73925891290287,,268,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,18631,,333,,30.68,,10.0,115.93,0.0,1681158456.0,4,0,,0.0,460.73925891290287,,269,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,19103,,334,,29.66,,10.0,115.93,0.0,1681158457.0,4,0,,0.0,460.73925891290287,,270,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,19574,,335,,28.64,,10.0,115.93,0.0,1681158458.0,4,0,,0.0,460.73925891290287,,271,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,20047,,337,,27.61,,10.0,115.93,0.0,1681158460.0,4,0,,0.0,460.73925891290287,,272,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,20521,,338,,26.58,,10.0,115.93,0.0,1681158461.0,4,0,,0.0,460.73925891290287,,273,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,20996,,339,,25.55,,10.0,115.93,0.0,1681158462.0,4,0,,0.0,460.73925891290287,,274,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,21470,,340,,24.52,,10.0,115.93,0.0,1681158463.0,4,0,,0.0,460.73925891290287,,275,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,21941,,341,,23.5,,10.0,115.93,0.0,1681158464.0,4,0,,0.0,460.73925891290287,,276,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,22415,,342,,22.47,,10.0,115.93,0.0,1681158465.0,4,0,,0.0,460.73925891290287,,277,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,22888,,343,,21.44,,10.0,115.93,0.0,1681158466.0,4,0,,0.0,460.73925891290287,,278,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,23361,,344,,20.42,,10.0,115.93,0.0,1681158467.0,4,0,,0.0,460.73925891290287,,279,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,23833,,345,,19.39,,10.0,115.93,0.0,1681158468.0,4,0,,0.0,460.73925891290287,,280,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,24308,,346,,18.36,,10.0,115.93,0.0,1681158469.0,4,0,,0.0,460.73925891290287,,281,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,24779,,347,,17.34,,9.91,115.93,0.0,1681158470.0,4,0,,0.0,460.73925891290287,,282,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,25252,,348,,16.31,,9.32,115.93,0.0,1681158471.0,4,0,,0.0,460.73925891290287,,283,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,25725,,349,,15.29,,8.74,115.93,0.0,1681158472.0,4,0,,0.0,460.73925891290287,,284,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,26197,,350,,14.26,,8.15,115.93,0.0,1681158473.0,4,0,,0.0,460.73925891290287,,285,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,26668,,351,,13.24,,7.57,115.93,0.0,1681158474.0,4,0,,0.0,460.73925891290287,,286,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,27138,,352,,12.22,,6.98,115.93,0.0,1681158475.0,4,0,,0.0,460.73925891290287,,287,,,114.58,0,3.0,,0.0,3.0,460.73925891290287
0.0,0.0,0.0,3.0,3,,0.0,0.0,3.0,,,113.13,117.1,20816,,353,,34.38,,10.0,115.93,0.0,1681158476.0,3,0,,0.0,347.61187807067734,,288,,,114.58,0,3.0,,0.0,3.0,347.61187807067734
