04_peers/peer_2_epoch_oos,04_peers/peer_5_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_4_samples_accumulated,04_peers/peer_5_samples_accumulated,04_peers/peer_5_epoch,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/per_epoch_training_samples,_runtime,03_hivemind/epoch_s,03_hivemind/eta_next_epoch_s,03_hivemind/undershot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_4_samples_per_second,04_peers/peer_3_samples_accumulated,_timestamp,03_hivemind/num_peers,03_hivemind/num_clients,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_samples_accumulated,_step,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,03_hivemind/global_samples_accumulated,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,04_peers/peer_4_epoch_oos,04_peers/peer_4_epoch,03_hivemind/optimistic_total_samples_per_second
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,41967,,186,,0.0,,0.5,116.64,5344.0,1681158309.0,5,0,,0.0,724.4828881862336,11584.0,133,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,42749,,187,,0.0,,0.5,116.64,5344.0,1681158310.0,5,0,,0.0,724.4828881862336,11584.0,134,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,43519,,188,,0.0,,0.5,116.64,5344.0,1681158311.0,5,0,,0.0,724.4828881862336,11584.0,135,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,44296,,189,,0.0,,0.5,116.64,5344.0,1681158312.0,5,0,,0.0,724.4828881862336,11584.0,136,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,45069,,190,,0.0,,0.5,116.64,5344.0,1681158313.0,5,0,,0.0,724.4828881862336,11584.0,137,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,45841,,192,,0.0,,0.5,116.64,5344.0,1681158315.0,5,0,,0.0,724.4828881862336,11584.0,138,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,46614,,193,,0.0,,0.5,116.64,5344.0,1681158316.0,5,0,,0.0,724.4828881862336,11584.0,139,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,47388,,194,,0.0,,0.5,116.64,5344.0,1681158317.0,5,0,,0.0,724.4828881862336,11584.0,140,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,48163,,195,,0.0,,0.5,116.64,5344.0,1681158318.0,5,0,,0.0,724.4828881862336,11584.0,141,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,48936,,196,,0.0,,0.5,116.64,5344.0,1681158319.0,5,0,,0.0,724.4828881862336,11584.0,142,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,49715,,197,,0.0,,0.5,116.64,5344.0,1681158320.0,5,0,,0.0,724.4828881862336,11584.0,143,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,50490,,198,,0.0,,0.5,116.64,5344.0,1681158321.0,5,0,,0.0,724.4828881862336,11584.0,144,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,51261,,199,,0.0,,0.5,116.64,5344.0,1681158322.0,5,0,,0.0,724.4828881862336,11584.0,145,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,52033,,200,,0.0,,0.5,116.64,5344.0,1681158323.0,5,0,,0.0,724.4828881862336,11584.0,146,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,52843,,201,,0.0,,0.5,116.64,5344.0,1681158324.0,5,0,,0.0,724.4828881862336,11584.0,147,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,53623,,202,,0.0,,0.5,116.64,5344.0,1681158325.0,5,0,,0.0,724.4828881862336,11584.0,148,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,54401,,203,,0.0,,0.5,116.64,5344.0,1681158326.0,5,0,,0.0,724.4828881862336,11584.0,149,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,55173,,204,,0.0,,0.5,116.64,5344.0,1681158327.0,5,0,,0.0,724.4828881862336,11584.0,150,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,55950,,205,,0.0,,0.5,116.64,5344.0,1681158328.0,5,0,,0.0,724.4828881862336,11584.0,151,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,56724,,207,,0.0,,0.5,116.64,5344.0,1681158330.0,5,0,,0.0,724.4828881862336,11584.0,152,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,57494,,208,,0.0,,0.5,116.64,5344.0,1681158331.0,5,0,,0.0,724.4828881862336,11584.0,153,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,58270,,209,,0.0,,0.5,116.64,5344.0,1681158332.0,5,0,,0.0,724.4828881862336,11584.0,154,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,59044,,210,,0.0,,0.5,116.64,5344.0,1681158333.0,5,0,,0.0,724.4828881862336,11584.0,155,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,1,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,59829,,211,,0.0,,0.5,116.64,5344.0,1681158334.0,5,0,,0.0,724.4828881862336,11584.0,156,1.0,,118.04,32896,1.0,,0.0,1.0,724.4828881862336
0.0,0.0,5216.0,1.0,2,0.0,5344.0,5408.0,1.0,,258.42,114.38,117.01,156,,212,,46.51,,10.0,116.64,5344.0,1681158335.0,5,0,,0.0,235.12673209259987,11584.0,157,1.0,,118.04,128,1.0,,0.0,1.0,701.1891585653841
1.0,1.0,5216.0,1.0,2,0.0,5344.0,5408.0,1.0,380.17127401307783,235.13,114.38,117.01,939,32896.0,213,86.52942041819915,50.21,0.0,10.0,116.64,5344.0,1681158336.0,5,0,0.0,1.0,633.9855504382472,128.0,158,2.0,65728.0,118.04,864,1.0,2.0,1.0,1.0,633.9855504382472
0.0,0.0,128.0,2.0,2,0.0,128.0,128.0,2.0,,224.85,101.33,102.35,1730,,214,,45.92,,10.0,102.43,128.0,1681158337.0,5,0,,0.0,675.984279831841,352.0,159,2.0,,103.01,1664,2.0,,0.0,2.0,675.984279831841
0.0,0.0,256.0,2.0,2,0.0,256.0,256.0,2.0,,246.67,106.27,107.47,2511,,215,,43.62,,10.0,107.47,256.0,1681158338.0,5,0,,0.0,693.6121266177768,640.0,160,2.0,,108.11,2240,2.0,,0.0,2.0,693.6121266177768
0.0,0.0,384.0,2.0,2,0.0,384.0,384.0,2.0,,249.98,109.69,111.19,3283,,216,,41.96,,10.0,111.06,384.0,1681158339.0,5,0,,0.0,702.6130653287855,704.0,161,2.0,,111.69,2688,2.0,,0.0,2.0,702.6130653287855
0.0,0.0,512.0,2.0,2,0.0,448.0,512.0,2.0,,249.98,111.98,113.7,3304,,217,,55.48,,10.0,112.66,512.0,1681158340.0,5,0,,0.0,531.1005701813656,704.0,162,2.0,,114.3,3072,2.0,,0.0,2.0,531.1005701813656
0.0,0.0,576.0,2.0,2,0.0,512.0,576.0,2.0,,128.76,112.87,87.55,3759,,218,,57.35,,10.0,86.74,544.0,1681158341.0,5,0,,0.0,505.81208410741374,864.0,163,2.0,,115.19,3456,2.0,,0.0,2.0,505.81208410741374
0.0,0.0,672.0,2.0,2,0.0,608.0,672.0,2.0,,128.76,94.1,94.11,4121,,219,,60.18,,10.0,93.51,640.0,1681158342.0,5,0,,0.0,475.9914877162879,864.0,164,2.0,,95.33,4032,2.0,,0.0,2.0,475.9914877162879
0.0,0.0,800.0,2.0,2,0.0,672.0,800.0,2.0,,90.89,100.65,101.25,4922,,220,,49.53,,10.0,80.74,768.0,1681158343.0,5,0,,0.0,562.2259400228204,992.0,165,2.0,,102.46,4832,2.0,,0.0,2.0,562.2259400228204
0.0,0.0,928.0,2.0,2,0.0,800.0,928.0,2.0,,151.81,105.53,106.51,5712,,222,,43.04,,10.0,90.63,896.0,1681158345.0,5,0,,0.0,628.5671298206169,1280.0,166,2.0,,107.75,5568,2.0,,0.0,2.0,628.5671298206169
0.0,0.0,1024.0,2.0,2,0.0,928.0,1056.0,2.0,,200.17,108.14,110.35,6446,,223,,40.15,,10.0,98.55,1024.0,1681158346.0,5,0,,0.0,655.6532073048506,1536.0,167,2.0,,111.35,6336,2.0,,0.0,2.0,655.6532073048506
0.0,0.0,1152.0,2.0,2,0.0,1056.0,1184.0,2.0,,213.73,110.7,112.82,7233,,224,,37.02,,10.0,104.46,1152.0,1681158347.0,5,0,,0.0,689.7957929113403,1792.0,168,2.0,,113.94,7104,2.0,,0.0,2.0,689.7957929113403
0.0,0.0,1280.0,2.0,2,0.0,1184.0,1312.0,2.0,,238.59,112.43,114.46,8019,,225,,34.88,,10.0,108.67,1280.0,1681158348.0,5,0,,0.0,709.6575242168951,2048.0,169,2.0,,115.64,7904,2.0,,0.0,2.0,709.6575242168951
0.0,0.0,1408.0,2.0,2,0.0,1312.0,1440.0,2.0,,252.53,113.48,115.58,8796,,226,,33.3,,10.0,111.48,1408.0,1681158349.0,5,0,,0.0,719.897446125986,2336.0,170,2.0,,116.58,8704,2.0,,0.0,2.0,719.897446125986
0.0,0.0,1536.0,2.0,2,0.0,1440.0,1568.0,2.0,,258.51,114.23,116.29,9579,,227,,32.01,,10.0,113.47,1536.0,1681158350.0,5,0,,0.0,724.5242554562757,2624.0,171,2.0,,117.4,9504,2.0,,0.0,2.0,724.5242554562757
0.0,0.0,1664.0,2.0,2,0.0,1568.0,1696.0,2.0,,260.18,114.71,116.85,10360,,228,,30.79,,10.0,114.91,1664.0,1681158351.0,5,0,,0.0,727.6550578592581,2912.0,172,2.0,,117.87,10304,2.0,,0.0,2.0,727.6550578592581
0.0,0.0,1792.0,2.0,2,0.0,1696.0,1824.0,2.0,,261.5,115.02,117.06,11141,,229,,29.67,,10.0,115.87,1792.0,1681158352.0,5,0,,0.0,728.9571325310209,3200.0,173,2.0,,118.2,11040,2.0,,0.0,2.0,728.9571325310209
0.0,0.0,1888.0,2.0,2,0.0,1824.0,1952.0,2.0,,261.61,115.13,117.29,11925,,230,,28.54,,10.0,116.57,1920.0,1681158353.0,5,0,,0.0,730.2795199700083,3456.0,174,2.0,,118.36,11840,2.0,,0.0,2.0,730.2795199700083
0.0,0.0,2016.0,2.0,2,0.0,1952.0,2080.0,2.0,,262.8,115.11,117.36,12702,,231,,27.48,,10.0,116.58,2048.0,1681158354.0,5,0,,0.0,730.2219300917385,3744.0,175,2.0,,118.43,12576,2.0,,0.0,2.0,730.2219300917385
0.0,0.0,2144.0,2.0,2,0.0,2048.0,2176.0,2.0,,263.16,114.72,117.38,13481,,232,,26.41,,10.0,116.45,2176.0,1681158355.0,5,0,,0.0,730.2223265010679,4032.0,176,2.0,,118.51,13344,2.0,,0.0,2.0,730.2223265010679
0.0,0.0,2272.0,2.0,2,0.0,2176.0,2304.0,2.0,,262.96,114.79,117.38,14258,,233,,25.32,,10.0,116.53,2304.0,1681158356.0,5,0,,0.0,730.9146053293927,4288.0,177,2.0,,118.57,14112,2.0,,0.0,2.0,730.9146053293927
0.0,0.0,2400.0,2.0,2,0.0,2304.0,2432.0,2.0,,263.81,114.73,117.38,15032,,234,,24.4,,10.0,116.37,2400.0,1681158357.0,5,0,,0.0,726.8325030586326,4576.0,178,2.0,,118.63,14912,2.0,,0.0,2.0,726.8325030586326
0.0,0.0,2528.0,2.0,2,0.0,2432.0,2560.0,2.0,,259.97,114.69,117.24,15810,,235,,23.32,,10.0,116.38,2528.0,1681158358.0,5,0,,0.0,727.182388286586,4864.0,179,2.0,,118.56,15680,2.0,,0.0,2.0,727.182388286586
0.0,0.0,2624.0,2.0,2,0.0,2560.0,2688.0,2.0,,260.44,114.57,117.19,16580,,236,,22.3,,10.0,116.36,2656.0,1681158359.0,5,0,,0.0,725.8460461146883,5152.0,180,2.0,,118.62,16448,2.0,,0.0,2.0,725.8460461146883
0.0,0.0,2752.0,2.0,2,0.0,2688.0,2816.0,2.0,,259.39,114.47,117.04,17353,,238,,21.21,,10.0,116.36,2784.0,1681158361.0,5,0,,0.0,726.7280484149537,5408.0,181,2.0,,118.59,17248,2.0,,0.0,2.0,726.7280484149537
0.0,0.0,2880.0,2.0,2,0.0,2816.0,2944.0,2.0,,260.42,114.33,117.0,18125,,239,,20.16,,10.0,116.33,2912.0,1681158362.0,5,0,,0.0,726.2003118006119,5696.0,182,2.0,,118.65,18048,2.0,,0.0,2.0,726.2003118006119
0.0,0.0,3008.0,2.0,2,0.0,2944.0,3072.0,2.0,,260.1,114.34,117.05,18895,,240,,19.1,,10.0,116.21,3040.0,1681158363.0,5,0,,0.0,726.4255542242139,5984.0,183,2.0,,118.5,18784,2.0,,0.0,2.0,726.4255542242139
0.0,0.0,3136.0,2.0,2,0.0,3040.0,3200.0,2.0,,260.9,114.2,116.92,19666,,241,,18.1,,10.0,116.08,3168.0,1681158364.0,5,0,,0.0,723.9029039932547,6240.0,184,2.0,,118.32,19552,2.0,,0.0,2.0,723.9029039932547
0.0,0.0,3232.0,2.0,2,0.0,3168.0,3328.0,2.0,,258.61,114.21,116.88,20441,,242,,17.02,,10.0,115.98,3296.0,1681158365.0,5,0,,0.0,724.2902703491619,6528.0,185,2.0,,118.24,20320,2.0,,0.0,2.0,724.2902703491619
0.0,0.0,3360.0,2.0,2,0.0,3296.0,3456.0,2.0,,259.44,114.0,116.78,21209,,243,,15.99,,9.99,115.91,3424.0,1681158366.0,5,0,,0.0,723.0699279394167,6784.0,186,2.0,,118.15,21088,2.0,,0.0,2.0,723.0699279394167
0.0,0.0,3488.0,2.0,2,0.0,3424.0,3584.0,2.0,,258.61,113.9,116.68,21976,,244,,14.92,,9.32,115.8,3520.0,1681158367.0,5,0,,0.0,723.5111905164996,7072.0,187,2.0,,118.08,21888,2.0,,0.0,2.0,723.5111905164996
0.0,0.0,3616.0,2.0,2,0.0,3552.0,3712.0,2.0,,259.46,113.75,116.59,22744,,245,,13.88,,8.68,115.66,3648.0,1681158368.0,5,0,,0.0,722.1645591046073,7360.0,188,2.0,,118.05,22624,2.0,,0.0,2.0,722.1645591046073
0.0,0.0,3712.0,2.0,2,0.0,3680.0,3840.0,2.0,,258.29,113.69,116.57,23514,,246,,12.78,,7.99,115.64,3776.0,1681158369.0,5,0,,0.0,724.1108715189387,7616.0,189,2.0,,117.97,23424,2.0,,0.0,2.0,724.1108715189387
0.0,0.0,3840.0,2.0,2,0.0,3808.0,3968.0,2.0,,260.42,113.53,116.44,24289,,247,,11.7,,7.31,115.74,3904.0,1681158370.0,5,0,,0.0,724.868063496527,7904.0,190,2.0,,117.98,24192,2.0,,0.0,2.0,724.868063496527
0.0,0.0,3968.0,2.0,2,0.0,3904.0,4096.0,2.0,,261.26,113.56,116.36,25067,,248,,10.64,,6.65,115.8,4032.0,1681158371.0,5,0,,0.0,723.9459280833651,8192.0,191,2.0,,117.88,24928,2.0,,0.0,2.0,723.9459280833651
0.0,0.0,4096.0,2.0,2,0.0,4032.0,4192.0,2.0,,260.3,113.55,116.36,25837,,249,,9.6,,6.0,115.83,4160.0,1681158372.0,5,0,,0.0,721.9626569703552,8448.0,192,2.0,,117.9,25728,2.0,,0.0,2.0,721.9626569703552
0.0,0.0,4224.0,2.0,2,0.0,4160.0,4320.0,2.0,,258.0,113.51,116.45,26612,,250,,8.5,,5.31,116.01,4288.0,1681158373.0,5,0,,0.0,724.3584922208773,8736.0,193,2.0,,118.0,26496,2.0,,0.0,2.0,724.3584922208773
0.0,0.0,4320.0,2.0,2,0.0,4288.0,4448.0,2.0,,259.94,113.67,116.66,27393,,251,,7.4,,4.62,116.01,4416.0,1681158374.0,5,0,,0.0,726.472802580895,9024.0,194,2.0,,118.09,27296,2.0,,0.0,2.0,726.472802580895
0.0,0.0,4448.0,2.0,2,0.0,4416.0,4576.0,2.0,,261.7,113.71,116.76,28165,,252,,6.33,,3.96,116.25,4544.0,1681158375.0,5,0,,0.0,726.786560853785,9312.0,195,2.0,,118.05,28032,2.0,,0.0,2.0,726.786560853785
0.0,0.0,4576.0,2.0,2,0.0,4544.0,4704.0,2.0,,261.75,113.75,116.83,28923,,254,,5.33,,3.33,116.38,4640.0,1681158377.0,5,0,,0.0,721.0602398005049,9568.0,196,2.0,,118.08,28832,2.0,,0.0,2.0,721.0602398005049
0.0,0.0,4704.0,2.0,2,0.0,4672.0,4832.0,2.0,,259.19,113.8,113.33,29705,,255,,4.24,,2.65,116.57,4768.0,1681158378.0,5,0,,0.0,722.172504342495,9856.0,197,2.0,,118.17,29600,2.0,,0.0,2.0,722.172504342495
0.0,0.0,4832.0,2.0,2,0.0,4800.0,4960.0,2.0,,258.61,114.05,114.58,30482,,256,,3.16,,1.97,116.77,4896.0,1681158379.0,5,0,,0.0,723.9108011370374,10112.0,198,2.0,,118.16,30368,2.0,,0.0,2.0,723.9108011370374
0.0,0.0,4928.0,2.0,2,0.0,4928.0,5088.0,2.0,,259.08,114.18,115.51,31246,,257,,2.11,,1.32,116.77,5024.0,1681158380.0,5,0,,0.0,722.8711135307071,10400.0,199,2.0,,118.36,31136,2.0,,0.0,2.0,722.8711135307071
0.0,0.0,5056.0,2.0,2,0.0,5024.0,5216.0,2.0,,260.89,114.24,116.15,32020,,258,,1.03,,0.64,113.26,5152.0,1681158381.0,5,0,,0.0,725.6017050518735,10688.0,200,2.0,,118.34,31936,2.0,,0.0,2.0,725.6017050518735
0.0,0.0,5184.0,2.0,2,0.0,5152.0,5344.0,2.0,,261.29,114.24,116.67,32781,,259,,0.0,,0.5,115.12,5280.0,1681158382.0,5,0,,0.0,721.0836693657459,10976.0,201,2.0,,118.28,32704,2.0,,0.0,2.0,721.0836693657459
0.0,0.0,5312.0,2.0,2,0.0,5280.0,5472.0,2.0,,261.2,112.87,116.99,33555,,260,,0.0,,0.5,115.86,5408.0,1681158383.0,5,0,,0.0,719.871962180661,11232.0,202,2.0,,114.18,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,34323,,261,,0.0,,0.5,115.93,5440.0,1681158384.0,5,0,,0.0,719.871962180661,11264.0,203,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,35085,,262,,0.0,,0.5,115.93,5440.0,1681158385.0,5,0,,0.0,719.871962180661,11264.0,204,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,35856,,263,,0.0,,0.5,115.93,5440.0,1681158386.0,5,0,,0.0,719.871962180661,11264.0,205,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,36627,,264,,0.0,,0.5,115.93,5440.0,1681158387.0,5,0,,0.0,719.871962180661,11264.0,206,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,37392,,265,,0.0,,0.5,115.93,5440.0,1681158388.0,5,0,,0.0,719.871962180661,11264.0,207,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,38154,,266,,0.0,,0.5,115.93,5440.0,1681158389.0,5,0,,0.0,719.871962180661,11264.0,208,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,38924,,267,,0.0,,0.5,115.93,5440.0,1681158390.0,5,0,,0.0,719.871962180661,11264.0,209,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,39693,,268,,0.0,,0.5,115.93,5440.0,1681158391.0,5,0,,0.0,719.871962180661,11264.0,210,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,40469,,270,,0.0,,0.5,115.93,5440.0,1681158393.0,5,0,,0.0,719.871962180661,11264.0,211,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,41244,,271,,0.0,,0.5,115.93,5440.0,1681158394.0,5,0,,0.0,719.871962180661,11264.0,212,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,42014,,272,,0.0,,0.5,115.93,5440.0,1681158395.0,5,0,,0.0,719.871962180661,11264.0,213,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,42786,,273,,0.0,,0.5,115.93,5440.0,1681158396.0,5,0,,0.0,719.871962180661,11264.0,214,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,43556,,274,,0.0,,0.5,115.93,5440.0,1681158397.0,5,0,,0.0,719.871962180661,11264.0,215,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,44330,,275,,0.0,,0.5,115.93,5440.0,1681158398.0,5,0,,0.0,719.871962180661,11264.0,216,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,45096,,276,,0.0,,0.5,115.93,5440.0,1681158399.0,5,0,,0.0,719.871962180661,11264.0,217,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,45864,,277,,0.0,,0.5,115.93,5440.0,1681158400.0,5,0,,0.0,719.871962180661,11264.0,218,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,46631,,278,,0.0,,0.5,115.93,5440.0,1681158401.0,5,0,,0.0,719.871962180661,11264.0,219,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,47398,,279,,0.0,,0.5,115.93,5440.0,1681158402.0,5,0,,0.0,719.871962180661,11264.0,220,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,48162,,280,,0.0,,0.5,115.93,5440.0,1681158403.0,5,0,,0.0,719.871962180661,11264.0,221,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,48929,,281,,0.0,,0.5,115.93,5440.0,1681158404.0,5,0,,0.0,719.871962180661,11264.0,222,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,49693,,282,,0.0,,0.5,115.93,5440.0,1681158405.0,5,0,,0.0,719.871962180661,11264.0,223,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,50463,,283,,0.0,,0.5,115.93,5440.0,1681158406.0,5,0,,0.0,719.871962180661,11264.0,224,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,51230,,284,,0.0,,0.5,115.93,5440.0,1681158407.0,5,0,,0.0,719.871962180661,11264.0,225,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,52002,,286,,0.0,,0.5,115.93,5440.0,1681158409.0,5,0,,0.0,719.871962180661,11264.0,226,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,52769,,287,,0.0,,0.5,115.93,5440.0,1681158410.0,5,0,,0.0,719.871962180661,11264.0,227,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,53540,,288,,0.0,,0.5,115.93,5440.0,1681158411.0,5,0,,0.0,719.871962180661,11264.0,228,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
0.0,0.0,5344.0,2.0,2,0.0,5312.0,5504.0,2.0,,259.13,113.13,117.1,54306,,289,,0.0,,0.5,115.93,5440.0,1681158412.0,5,0,,0.0,719.871962180661,11264.0,229,2.0,,114.58,32864,2.0,,0.0,2.0,719.871962180661
