04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_9_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_s,04_peers/peer_3_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_6_epoch_oos,03_hivemind/reached_TBS,_step,03_hivemind/global_epoch,04_peers/peer_6_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_1_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/estimated_current_samples,04_peers/peer_8_epoch,04_peers/peer_7_epoch,04_peers/peer_6_epoch,04_peers/peer_9_epoch,03_hivemind/num_clients,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_6_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_8_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,_timestamp,04_peers/peer_5_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch_oos,_runtime,04_peers/peer_9_samples_accumulated
1.0,1148.19,118.45,32064,2043.2028540151423,1.0,0.0,,123.0,,0.0,,127,2,4352.0,825.8375217161375,2.0,6400.0,1.0,0.18,4544.0,4256.0,32410,2.0,2.0,2.0,2.0,0,4448.0,2.0,0.0,69.18,120.19,384.0,2.0,119.79,,9,,,115.72,,116.75,122.3,4480.0,1681383228.0,0.0,0.5,4512.0,1.0,0.0,0.0,0.0,222,4352.0
1.0,1148.19,118.54,32384,2040.2813158064528,1.0,0.0,,122.71,,0.0,,128,2,4480.0,822.9159835074481,2.0,6400.0,1.0,0.0,4704.0,4416.0,33556,2.0,2.0,2.0,2.0,0,4640.0,2.0,0.0,69.18,117.32,384.0,2.0,114.6,,9,,,115.89,,118.63,118.15,4640.0,1681383230.0,0.0,0.5,4672.0,1.0,0.0,0.0,0.0,224,4512.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,129,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,34726,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383231.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,225,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,130,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,35868,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383233.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,227,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,131,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,37019,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383234.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,228,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,132,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,38174,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383235.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,229,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,133,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,39324,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383237.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,231,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,134,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,40537,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383238.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,232,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,135,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,41677,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383240.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,234,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,136,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,42825,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383241.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,235,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,137,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,43973,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383242.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,236,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,138,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,45120,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383244.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,238,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,139,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,46266,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383245.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,239,4544.0
1.0,1148.19,118.62,32384,2040.2813158064528,1.0,0.0,,117.6,,0.0,,140,2,4576.0,822.9159835074481,2.0,6400.0,1.0,0.0,4768.0,4448.0,47416,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383247.0,0.0,0.5,4704.0,1.0,0.0,0.0,0.0,241,4544.0
1.0,1148.19,118.62,0,2040.2813158064528,1.0,0.0,,117.6,,0.0,,141,3,4576.0,588.8064131594789,2.0,6400.0,1.0,15.7,4768.0,4448.0,733,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,69.18,117.69,384.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383248.0,0.0,10.0,4704.0,1.0,0.0,0.0,0.0,242,4544.0
2.0,1148.19,118.62,0,2040.2813158064528,2.0,0.0,57.44199527800083,117.6,32384.0,1.0,0.0,142,3,4576.0,822.9159835074481,3.0,6400.0,1.0,15.05,0.0,0.0,2054,3.0,2.0,2.0,3.0,0,0.0,3.0,0.0,69.18,117.69,384.0,3.0,115.63,563.7687173516837,9,1.0,2.0,115.91,97088.0,118.98,118.48,4672.0,1681383250.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,244,0.0
2.0,1148.19,118.62,0,2040.2813158064528,2.0,0.0,,117.6,,0.0,,143,3,0.0,822.9159835074481,3.0,6400.0,1.0,14.49,0.0,0.0,3214,3.0,3.0,3.0,3.0,0,0.0,3.0,0.0,69.18,117.69,384.0,3.0,115.63,,9,,,115.91,,118.98,118.48,0.0,1681383251.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,245,0.0
2.0,1148.19,118.62,0,1686.0088755427832,2.0,0.0,,117.6,,0.0,,144,3,0.0,468.64354324377837,3.0,6400.0,1.0,18.03,0.0,0.0,2374,3.0,3.0,3.0,3.0,0,0.0,3.0,0.0,69.18,117.69,384.0,3.0,115.63,,6,,,115.91,,118.98,118.48,0.0,1681383252.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,246,0.0
2.0,1148.19,118.62,0,1686.0088755427832,2.0,,,,,0.0,,145,3,0.0,468.64354324377837,,6400.0,1.0,16.07,,0.0,5675,3.0,3.0,3.0,3.0,0,,,,69.18,,384.0,,115.63,,6,,,115.91,,,118.48,0.0,1681383259.0,,10.0,,1.0,0.0,0.0,0.0,253,0.0
2.0,1148.19,118.62,6784,1217.3653322990049,2.0,,,,,0.0,,146,1,0.0,1217.3653322990049,,6400.0,1.0,0.0,,0.0,118231,3.0,3.0,3.0,3.0,0,,,,69.18,,384.0,,115.63,,2,,,115.91,,,118.48,0.0,1681383261.0,,0.5,,1.0,0.0,0.0,0.0,255,0.0
0.0,1148.19,,6784,1217.3653322990049,0.0,,12.547192984260619,,0.0,,0.0,147,1,,1217.3653322990049,,6400.0,1.0,0.0,,,119661,,,,,0,,,,69.18,,384.0,,,0.0,2,1.0,3.0,,97088.0,,,,1681383262.0,,0.5,,1.0,,,,256,
0.0,1148.19,,6784,1217.3653322990049,0.0,,,,,,,148,1,,1217.3653322990049,,6400.0,1.0,0.0,,,121098,,,,,0,,,,69.18,,384.0,,,,2,,,,,,,,1681383263.0,,0.5,,1.0,,,,257,
0.0,1148.19,,6784,1217.3653322990049,0.0,,,,,,,149,1,,1217.3653322990049,,6400.0,1.0,0.0,,,122529,,,,,0,,,,69.18,,384.0,,,,2,,,,,,,,1681383264.0,,0.5,,1.0,,,,258,
0.0,1148.19,,6784,1217.3653322990049,0.0,,,,,,,150,1,,1217.3653322990049,,6400.0,1.0,0.0,,,123965,,,,,0,,,,69.18,,384.0,,,,2,,,,,,,,1681383265.0,,0.5,,1.0,,,,259,
0.0,1148.19,,32928,2089.1346002363707,0.0,,,,,,,151,2,,2089.1346002363707,,6400.0,1.0,0.0,,,65004,,,,,0,,,,69.18,,384.0,,,,9,,,,,,,,1681383267.0,,0.5,,1.0,,,,261,
0.0,1193.39,118.62,33216,2102.721617665339,0.0,0.0,5.900785389821976,117.6,6784.0,0.0,0.0,152,2,4576.0,2102.721617665339,2.0,512.0,2.0,0.0,4768.0,4448.0,67559,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,72.83,117.69,32.0,2.0,115.63,1149.6774669523559,9,1.0,4.0,115.91,103872.0,118.98,118.48,4672.0,1681383268.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,262,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,153,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,70100,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383269.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,263,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,154,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,72618,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383270.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,264,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,155,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,75151,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383271.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,265,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,156,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,77670,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383273.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,267,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,157,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,80184,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383274.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,268,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,158,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,82714,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383275.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,269,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,159,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,85248,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383276.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,270,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,160,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,87771,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383277.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,271,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,161,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,90278,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383279.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,273,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,162,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,92793,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383280.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,274,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,163,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,95337,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383281.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,275,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,164,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,97864,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383282.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,276,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,165,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,100388,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383283.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,277,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,166,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,102937,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383285.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,279,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,167,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,105476,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383286.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,280,4544.0
0.0,1212.8,118.62,33216,2102.721617665339,0.0,0.0,,117.6,,0.0,,168,2,4576.0,2102.721617665339,2.0,768.0,2.0,0.0,4768.0,4448.0,107989,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,9,,,115.91,,118.98,118.48,4672.0,1681383287.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,281,4544.0
0.0,1212.8,118.62,28768,1986.8115678649772,0.0,0.0,,117.6,,0.0,,169,2,4576.0,1986.8115678649772,2.0,768.0,2.0,0.0,4768.0,4448.0,99108,2.0,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,8,,,115.91,,118.98,118.48,4672.0,1681383288.0,0.0,0.5,4704.0,2.0,0.0,0.0,0.0,282,4544.0
0.0,1212.8,118.62,832,1279.8056341578915,0.0,0.0,,117.6,,0.0,,170,2,4576.0,1279.8056341578915,2.0,768.0,2.0,1.84,4768.0,,30409,,2.0,2.0,2.0,0,4672.0,2.0,0.0,67.01,117.69,64.0,2.0,115.63,,2,,,,,118.98,118.48,4672.0,1681383289.0,0.0,0.74,4704.0,2.0,0.0,,0.0,283,4544.0
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,171,2,,1279.8056341578915,,768.0,2.0,0.67,,,31917,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383291.0,,0.5,,2.0,,,,285,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,172,2,,1279.8056341578915,,768.0,2.0,0.0,,,33423,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383292.0,,0.5,,2.0,,,,286,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,173,2,,1279.8056341578915,,768.0,2.0,0.0,,,34928,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383293.0,,0.5,,2.0,,,,287,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,174,2,,1279.8056341578915,,768.0,2.0,0.0,,,36432,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383294.0,,0.5,,2.0,,,,288,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,175,2,,1279.8056341578915,,768.0,2.0,0.0,,,37942,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383295.0,,0.5,,2.0,,,,289,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,176,2,,1279.8056341578915,,768.0,2.0,0.0,,,39449,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383296.0,,0.5,,2.0,,,,290,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,177,2,,1279.8056341578915,,768.0,2.0,0.0,,,40962,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383298.0,,0.5,,2.0,,,,292,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,178,2,,1279.8056341578915,,768.0,2.0,0.0,,,42465,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383299.0,,0.5,,2.0,,,,293,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,179,2,,1279.8056341578915,,768.0,2.0,0.0,,,43969,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383300.0,,0.5,,2.0,,,,294,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,180,2,,1279.8056341578915,,768.0,2.0,0.0,,,45474,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383301.0,,0.5,,2.0,,,,295,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,181,2,,1279.8056341578915,,768.0,2.0,0.0,,,46978,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383302.0,,0.5,,2.0,,,,296,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,182,2,,1279.8056341578915,,768.0,2.0,0.0,,,48478,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383304.0,,0.5,,2.0,,,,298,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,183,2,,1279.8056341578915,,768.0,2.0,0.0,,,49978,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383305.0,,0.5,,2.0,,,,299,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,184,2,,1279.8056341578915,,768.0,2.0,0.0,,,51479,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383306.0,,0.5,,2.0,,,,300,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,185,2,,1279.8056341578915,,768.0,2.0,0.0,,,52984,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383307.0,,0.5,,2.0,,,,301,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,186,2,,1279.8056341578915,,768.0,2.0,0.0,,,54487,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383308.0,,0.5,,2.0,,,,302,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,187,2,,1279.8056341578915,,768.0,2.0,0.0,,,55988,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383309.0,,0.5,,2.0,,,,303,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,188,2,,1279.8056341578915,,768.0,2.0,0.0,,,57496,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383311.0,,0.5,,2.0,,,,305,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,189,2,,1279.8056341578915,,768.0,2.0,0.0,,,59001,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383312.0,,0.5,,2.0,,,,306,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,190,2,,1279.8056341578915,,768.0,2.0,0.0,,,60508,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383313.0,,0.5,,2.0,,,,307,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,191,2,,1279.8056341578915,,768.0,2.0,0.0,,,62012,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383314.0,,0.5,,2.0,,,,308,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,192,2,,1279.8056341578915,,768.0,2.0,0.0,,,63514,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383315.0,,0.5,,2.0,,,,309,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,193,2,,1279.8056341578915,,768.0,2.0,0.0,,,65016,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383316.0,,0.5,,2.0,,,,310,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,194,2,,1279.8056341578915,,768.0,2.0,0.0,,,66519,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383318.0,,0.5,,2.0,,,,312,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,195,2,,1279.8056341578915,,768.0,2.0,0.0,,,68027,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383319.0,,0.5,,2.0,,,,313,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,196,2,,1279.8056341578915,,768.0,2.0,0.0,,,69532,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383320.0,,0.5,,2.0,,,,314,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,197,2,,1279.8056341578915,,768.0,2.0,0.0,,,71034,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383321.0,,0.5,,2.0,,,,315,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,198,2,,1279.8056341578915,,768.0,2.0,0.0,,,72538,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383322.0,,0.5,,2.0,,,,316,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,199,2,,1279.8056341578915,,768.0,2.0,0.0,,,74039,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383323.0,,0.5,,2.0,,,,317,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,200,2,,1279.8056341578915,,768.0,2.0,0.0,,,75542,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383325.0,,0.5,,2.0,,,,319,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,201,2,,1279.8056341578915,,768.0,2.0,0.0,,,77050,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383326.0,,0.5,,2.0,,,,320,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,202,2,,1279.8056341578915,,768.0,2.0,0.0,,,78549,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383327.0,,0.5,,2.0,,,,321,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,203,2,,1279.8056341578915,,768.0,2.0,0.0,,,80054,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383328.0,,0.5,,2.0,,,,322,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,204,2,,1279.8056341578915,,768.0,2.0,0.0,,,81562,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383329.0,,0.5,,2.0,,,,323,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,205,2,,1279.8056341578915,,768.0,2.0,0.0,,,83066,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383331.0,,0.5,,2.0,,,,325,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,206,2,,1279.8056341578915,,768.0,2.0,0.0,,,84582,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383332.0,,0.5,,2.0,,,,326,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,207,2,,1279.8056341578915,,768.0,2.0,0.0,,,86085,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383333.0,,0.5,,2.0,,,,327,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,208,2,,1279.8056341578915,,768.0,2.0,0.0,,,87588,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383334.0,,0.5,,2.0,,,,328,
