04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_per_second,04_peers/peer_9_samples_per_second,03_hivemind/global_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_epoch_oos,03_hivemind/epoch_s,04_peers/peer_3_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_6_epoch_oos,03_hivemind/reached_TBS,_step,03_hivemind/global_epoch,04_peers/peer_6_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_1_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_3_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/estimated_current_samples,04_peers/peer_8_epoch,04_peers/peer_7_epoch,04_peers/peer_6_epoch,04_peers/peer_9_epoch,03_hivemind/num_clients,04_peers/peer_4_samples_accumulated,04_peers/peer_3_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_5_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_6_samples_per_second,03_hivemind/epoch_based_sps,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_8_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,_timestamp,04_peers/peer_5_epoch_oos,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_9_epoch_oos,_runtime,04_peers/peer_9_samples_accumulated
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,209,2,,1279.8056341578915,,768.0,2.0,0.0,,,89093,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383335.0,,0.5,,2.0,,,,329,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,210,2,,1279.8056341578915,,768.0,2.0,0.0,,,90600,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383336.0,,0.5,,2.0,,,,330,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,211,2,,1279.8056341578915,,768.0,2.0,0.0,,,92107,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383338.0,,0.5,,2.0,,,,332,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,212,2,,1279.8056341578915,,768.0,2.0,0.0,,,93615,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383339.0,,0.5,,2.0,,,,333,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,213,2,,1279.8056341578915,,768.0,2.0,0.0,,,95124,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383340.0,,0.5,,2.0,,,,334,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,214,2,,1279.8056341578915,,768.0,2.0,0.0,,,96635,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383341.0,,0.5,,2.0,,,,335,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,215,2,,1279.8056341578915,,768.0,2.0,0.0,,,98143,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383342.0,,0.5,,2.0,,,,336,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,216,2,,1279.8056341578915,,768.0,2.0,0.0,,,99647,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383343.0,,0.5,,2.0,,,,337,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,217,2,,1279.8056341578915,,768.0,2.0,0.0,,,101156,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383345.0,,0.5,,2.0,,,,339,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,218,2,,1279.8056341578915,,768.0,2.0,0.0,,,102662,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383346.0,,0.5,,2.0,,,,340,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,219,2,,1279.8056341578915,,768.0,2.0,0.0,,,104170,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383347.0,,0.5,,2.0,,,,341,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,220,2,,1279.8056341578915,,768.0,2.0,0.0,,,105680,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383348.0,,0.5,,2.0,,,,342,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,221,2,,1279.8056341578915,,768.0,2.0,0.0,,,107200,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383349.0,,0.5,,2.0,,,,343,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,222,2,,1279.8056341578915,,768.0,2.0,0.0,,,108699,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383351.0,,0.5,,2.0,,,,345,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,223,2,,1279.8056341578915,,768.0,2.0,0.0,,,110207,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383352.0,,0.5,,2.0,,,,346,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,224,2,,1279.8056341578915,,768.0,2.0,0.0,,,111740,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383353.0,,0.5,,2.0,,,,347,
0.0,1212.8,,832,1279.8056341578915,0.0,,,,,,,225,2,,1279.8056341578915,,768.0,2.0,0.0,,,113242,,,,,0,,,,67.01,,64.0,,,,2,,,,,,,,1681383354.0,,0.5,,2.0,,,,348,
0.0,1212.8,,0,67.0053187634839,0.0,,,,,,,226,3,,67.0053187634839,,768.0,2.0,488.4,,,43,,,,,0,,,,67.01,,64.0,,,,1,,,,,,,,1681383355.0,,10.0,,2.0,,,,349,
0.0,,,0,67.0053187634839,,,88.72687987517565,,832.0,,0.0,227,3,,67.0053187634839,,,3.0,484.37,,,312,,,,,0,,,,67.01,,0.0,,,9.37709069867541,1,1.0,5.0,,104704.0,,,,1681383359.0,,10.0,,,,,,353,
0.0,,,0,67.0053187634839,,,,,,,,228,3,,67.0053187634839,,,3.0,483.2,,,391,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383360.0,,10.0,,,,,,354,
0.0,,,0,67.0053187634839,,,,,,,,229,3,,67.0053187634839,,,3.0,482.17,,,460,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383362.0,,10.0,,,,,,356,
0.0,,,0,67.0053187634839,,,,,,,,230,3,,67.0053187634839,,,3.0,481.16,,,528,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383363.0,,10.0,,,,,,357,
0.0,,,0,67.0053187634839,,,,,,,,231,3,,67.0053187634839,,,3.0,480.14,,,596,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383364.0,,10.0,,,,,,358,
0.0,,,0,67.0053187634839,,,,,,,,232,3,,67.0053187634839,,,3.0,479.12,,,664,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383365.0,,10.0,,,,,,359,
0.0,,,0,67.0053187634839,,,,,,,,233,3,,67.0053187634839,,,3.0,478.1,,,733,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383366.0,,10.0,,,,,,360,
0.0,,,0,67.0053187634839,,,,,,,,234,3,,67.0053187634839,,,3.0,477.08,,,801,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383367.0,,10.0,,,,,,361,
0.0,,,0,67.0053187634839,,,,,,,,235,3,,67.0053187634839,,,3.0,476.06,,,869,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383368.0,,10.0,,,,,,362,
0.0,,,0,67.0053187634839,,,,,,,,236,3,,67.0053187634839,,,3.0,475.05,,,937,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383369.0,,10.0,,,,,,363,
0.0,,,0,67.0053187634839,,,,,,,,237,3,,67.0053187634839,,,3.0,474.03,,,1006,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383370.0,,10.0,,,,,,364,
0.0,,,0,67.0053187634839,,,,,,,,238,3,,67.0053187634839,,,3.0,473.01,,,1074,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383371.0,,10.0,,,,,,365,
0.0,,,0,67.0053187634839,,,,,,,,239,3,,67.0053187634839,,,3.0,472.0,,,1142,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383372.0,,10.0,,,,,,366,
0.0,,,0,67.0053187634839,,,,,,,,240,3,,67.0053187634839,,,3.0,470.98,,,1210,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383373.0,,10.0,,,,,,367,
0.0,,,0,67.0053187634839,,,,,,,,241,3,,67.0053187634839,,,3.0,469.97,,,1278,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383374.0,,10.0,,,,,,368,
0.0,,,0,67.0053187634839,,,,,,,,242,3,,67.0053187634839,,,3.0,468.95,,,1346,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383375.0,,10.0,,,,,,369,
0.0,,,0,67.0053187634839,,,,,,,,243,3,,67.0053187634839,,,3.0,467.93,,,1414,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383376.0,,10.0,,,,,,370,
0.0,,,0,67.0053187634839,,,,,,,,244,3,,67.0053187634839,,,3.0,466.92,,,1482,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383377.0,,10.0,,,,,,371,
0.0,,,0,67.0053187634839,,,,,,,,245,3,,67.0053187634839,,,3.0,465.9,,,1550,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383378.0,,10.0,,,,,,372,
0.0,,,0,67.0053187634839,,,,,,,,246,3,,67.0053187634839,,,3.0,464.89,,,1618,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383379.0,,10.0,,,,,,373,
0.0,,,0,67.0053187634839,,,,,,,,247,3,,67.0053187634839,,,3.0,463.87,,,1686,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383380.0,,10.0,,,,,,374,
0.0,,,0,67.0053187634839,,,,,,,,248,3,,67.0053187634839,,,3.0,462.85,,,1754,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383381.0,,10.0,,,,,,375,
0.0,,,0,67.0053187634839,,,,,,,,249,3,,67.0053187634839,,,3.0,461.83,,,1823,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383382.0,,10.0,,,,,,376,
0.0,,,0,67.0053187634839,,,,,,,,250,3,,67.0053187634839,,,3.0,460.82,,,1891,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383383.0,,10.0,,,,,,377,
0.0,,,0,67.0053187634839,,,,,,,,251,3,,67.0053187634839,,,3.0,459.8,,,1959,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383384.0,,10.0,,,,,,378,
0.0,,,0,67.0053187634839,,,,,,,,252,3,,67.0053187634839,,,3.0,458.79,,,2027,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383385.0,,10.0,,,,,,379,
0.0,,,0,67.0053187634839,,,,,,,,253,3,,67.0053187634839,,,3.0,457.77,,,2095,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383386.0,,10.0,,,,,,380,
0.0,,,0,67.0053187634839,,,,,,,,254,3,,67.0053187634839,,,3.0,456.75,,,2163,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383387.0,,10.0,,,,,,381,
0.0,,,0,67.0053187634839,,,,,,,,255,3,,67.0053187634839,,,3.0,455.73,,,2232,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383388.0,,10.0,,,,,,382,
0.0,,,0,67.0053187634839,,,,,,,,256,3,,67.0053187634839,,,3.0,454.72,,,2300,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383389.0,,10.0,,,,,,383,
0.0,,,0,67.0053187634839,,,,,,,,257,3,,67.0053187634839,,,3.0,453.7,,,2368,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383390.0,,10.0,,,,,,384,
0.0,,,0,67.0053187634839,,,,,,,,258,3,,67.0053187634839,,,3.0,452.68,,,2436,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383391.0,,10.0,,,,,,385,
0.0,,,0,67.0053187634839,,,,,,,,259,3,,67.0053187634839,,,3.0,451.67,,,2504,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383392.0,,10.0,,,,,,386,
0.0,,,0,67.0053187634839,,,,,,,,260,3,,67.0053187634839,,,3.0,450.65,,,2572,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383393.0,,10.0,,,,,,387,
0.0,,,0,67.0053187634839,,,,,,,,261,3,,67.0053187634839,,,3.0,449.63,,,2640,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383394.0,,10.0,,,,,,388,
0.0,,,0,67.0053187634839,,,,,,,,262,3,,67.0053187634839,,,3.0,448.61,,,2708,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383395.0,,10.0,,,,,,389,
0.0,,,0,67.0053187634839,,,,,,,,263,3,,67.0053187634839,,,3.0,447.6,,,2777,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383396.0,,10.0,,,,,,390,
0.0,,,0,67.0053187634839,,,,,,,,264,3,,67.0053187634839,,,3.0,446.58,,,2845,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383397.0,,10.0,,,,,,391,
0.0,,,0,67.0053187634839,,,,,,,,265,3,,67.0053187634839,,,3.0,445.56,,,2913,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383398.0,,10.0,,,,,,392,
0.0,,,0,67.0053187634839,,,,,,,,266,3,,67.0053187634839,,,3.0,444.54,,,2981,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383399.0,,10.0,,,,,,393,
0.0,,,0,67.0053187634839,,,,,,,,267,3,,67.0053187634839,,,3.0,443.53,,,3049,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383400.0,,10.0,,,,,,394,
0.0,,,0,67.0053187634839,,,,,,,,268,3,,67.0053187634839,,,3.0,442.51,,,3117,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383401.0,,10.0,,,,,,395,
0.0,,,0,67.0053187634839,,,,,,,,269,3,,67.0053187634839,,,3.0,441.49,,,3186,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383402.0,,10.0,,,,,,396,
0.0,,,0,67.0053187634839,,,,,,,,270,3,,67.0053187634839,,,3.0,440.48,,,3254,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383403.0,,10.0,,,,,,397,
0.0,,,0,67.0053187634839,,,,,,,,271,3,,67.0053187634839,,,3.0,439.46,,,3322,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383404.0,,10.0,,,,,,398,
0.0,,,0,67.0053187634839,,,,,,,,272,3,,67.0053187634839,,,3.0,438.44,,,3390,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383405.0,,10.0,,,,,,399,
0.0,,,0,67.0053187634839,,,,,,,,273,3,,67.0053187634839,,,3.0,437.42,,,3459,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383406.0,,10.0,,,,,,400,
0.0,,,0,67.0053187634839,,,,,,,,274,3,,67.0053187634839,,,3.0,436.4,,,3527,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383407.0,,10.0,,,,,,401,
0.0,,,0,67.0053187634839,,,,,,,,275,3,,67.0053187634839,,,3.0,435.38,,,3595,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383408.0,,10.0,,,,,,402,
0.0,,,0,67.0053187634839,,,,,,,,276,3,,67.0053187634839,,,3.0,434.36,,,3664,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383409.0,,10.0,,,,,,403,
0.0,,,0,67.0053187634839,,,,,,,,277,3,,67.0053187634839,,,3.0,433.34,,,3732,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383410.0,,10.0,,,,,,404,
0.0,,,0,67.0053187634839,,,,,,,,278,3,,67.0053187634839,,,3.0,432.33,,,3800,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383411.0,,10.0,,,,,,405,
0.0,,,0,67.0053187634839,,,,,,,,279,3,,67.0053187634839,,,3.0,431.31,,,3868,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383412.0,,10.0,,,,,,406,
0.0,,,0,67.0053187634839,,,,,,,,280,3,,67.0053187634839,,,3.0,430.29,,,3936,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383413.0,,10.0,,,,,,407,
0.0,,,0,67.0053187634839,,,,,,,,281,3,,67.0053187634839,,,3.0,429.28,,,4004,,,,,0,,,,67.01,,0.0,,,,1,,,,,,,,1681383414.0,,10.0,,,,,,408,
