cpu/load/avg_sys_load_one_min_percent,03_hivemind/num_peers,02_timing/backward_time_s,02_timing/dataload_time_s,disk/time/disk_write_time_sys_s,cpu/interrupts/ctx_switches_count,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,01_general/step,02_timing/step_time_s,memory/used_memory_sys_MB,01_general/dataset_iteration_count,process/memory/shared_memory_proc_MB,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,02_timing/loss_calc_time_s,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,cpu/load/avg_sys_load_fifteen_min_percent,_step,memory/available_memory_sys_MB,disk/counter/disk_read_sys_count,process/voluntary_proc_ctx_switches,_timestamp,disk/time/disk_read_time_sys_s,process/memory/lib_memory_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,01_general/lr,02_timing/opt_step_time_s,disk/time/disk_busy_time_sys_s,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,03_hivemind/global_epoch,01_general/minibatch_loss,memory/total_memory_sys_MB,process/memory/virtual_memory_size_proc_MB,_runtime,cpu/logical_core_count,02_timing/forward_time_s,bandwidth/disk_read_sys_bandwidth_MBs,process/memory/dirty_pages_proc_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/resident_set_size_proc_MB
,6.0,0.11643367299984675,0.0013067339996268856,,,0.00806894800007285,5440.0,169.0,0.1742415249982514,,0.0,,,,0.0010102879996338743,,,,239,,,,1681080432.0,,,,,0.0001,0.017089305999434146,,,,,,0.0,12.824573516845703,,,70,,0.0303325759996369,,,,
,6.0,0.11703824199958035,0.0012044260001857765,,,0.008015985999918485,5472.0,170.0,0.17483819900098752,,0.0,,,,0.0009548420002829516,,,,240,,,,1681080433.0,,,,,0.0001,0.017217301000528096,,,,,,0.0,12.510479927062988,,,71,,0.030407402000491857,,,,
,6.0,0.11592436099999759,0.0013059999992037774,,,0.008031338000364485,5504.0,171.0,0.17504628700044123,,0.0,,,,0.0010829949997059884,,,,241,,,,1681080433.0,,,,,0.0001,0.017101758000535483,,,,,,0.0,12.685478210449219,,,71,,0.0315998350006339,,,,
16.5,,0.11335179300021991,,0.51299999999992,302818.0,0.008134045999213413,,,,10688.258048,,5078.8352,172.0,0.0,0.001012125000670494,49.6,349010.0,7.875,242,15900.311552,0.0,4838.0,1681080433.0,0.0,7821.111296,28.478284974306934,11.375,,,1.2760000000000105,494.0,142850.0,1.532444478185231,2.654208,,,,36934.934528,71,,0.033265515000493906,0.0,0.0,0.020428018016923292,11971.309568
,6.0,,0.0012512530001913547,,,,5536.0,172.0,0.17499396100083686,,0.0,,,,,,,,243,,,,1681080433.0,,,,,0.0001,0.01797922900004778,,,,,,0.0,12.766797065734863,,,71,,,,,,
,6.0,0.11668228899998212,0.0014008829994054395,,,0.008146178999595577,5568.0,173.0,0.17483737299880886,,0.0,,,,0.0009896490000755875,,,,244,,,,1681080433.0,,,,,0.0001,0.017331924000245635,,,,,,0.0,12.70455551147461,,,71,,0.0302864489995045,,,,
,6.0,0.11561208000057377,0.0012684599996646284,,,0.008058960999733245,5600.0,174.0,0.17477584300104354,,0.0,,,,0.0012269839999135002,,,,245,,,,1681080434.0,,,,,0.0001,0.016953432000264,,,,,,0.0,12.512982368469238,,,72,,0.0316559260008944,,,,
,6.0,0.11704451700006757,0.001258977000361483,,,0.0080112410005313,5632.0,175.0,0.1746813200006727,,0.0,,,,0.0010152900003959076,,,,246,,,,1681080434.0,,,,,0.0001,0.01732929499939928,,,,,,0.0,12.669270515441895,,,72,,0.03002199999991717,,,,
16.5,,,,0.5169999999998254,309214.0,0.008039192999603983,,,,10687.5904,,5078.8352,173.0,0.0,0.001171562000308768,49.6,354752.0,7.875,247,15901.147136,0.0,4921.0,1681080434.0,0.0,7821.123584,29.938762395658223,11.375,,,1.2959999999999923,499.0,145707.0,1.7699721742028665,2.654208,,,,36934.934528,72,,0.031520825999905355,0.0,0.0,0.020418859828986124,11971.309568
,6.0,0.11529819399947883,0.0010630120004861965,,,,5664.0,176.0,0.1743809819990929,,0.0,,,,,,,,248,,,,1681080434.0,,,,,0.0001,0.01728819499930978,,,,,,0.0,12.664729118347168,,,72,,,,,,
,6.0,0.1138393229994108,0.0011482569998406689,,,0.007312338999327039,5696.0,177.0,0.17401600099856296,,0.0,,,,0.0010025940000559785,,,,249,,,,1681080434.0,,,,,0.0001,0.017190302000017255,,,,,,0.0,12.448884010314941,,,72,,0.03352318599991122,,,,
16.5,,0.10480803000064043,,0.5230000000001382,314684.0,0.00734951499998715,,,,10686.816256,,5079.425024,176.0,0.0,0.0010968560000037542,49.6,359910.0,7.875,250,15901.519872,0.0,4988.0,1681080435.0,0.0,7821.406208,22.589881175195007,11.375,,,1.3160000000000025,505.0,148321.0,1.7727781866369978,2.654208,,,,36935.196672,73,,0.04307481499927235,0.0,0.0,0.171488950133712,11971.923968
16.25,,,,0.5230000000001382,315973.0,,,,,10686.881792,,5079.425024,177.0,0.0,,49.6,361446.0,7.875,251,15901.560832,0.0,4996.0,1681080436.0,0.0,7821.406208,0.22661793919227716,11.375,,,1.3199999999999932,506.0,149042.0,0.2668332278291998,2.654208,,,,36935.196672,74,,,0.0,0.0,0.004085362658692785,11971.923968
16.25,,,,0.5259999999998399,316284.0,,,,,10686.803968,,5079.425024,177.0,0.0,,49.6,361935.0,7.875,252,15901.626368,0.0,4996.0,1681080437.0,0.0,7821.406208,0.008482360855810125,11.375,,,1.328000000000003,509.0,149248.0,0.05385461264062189,2.654208,,,,36935.196672,75,,,0.0,0.0,0.04902692844199407,11971.923968
16.25,,,,0.5270000000000437,320784.0,,,,,10750.877696,,5079.425024,177.0,0.0,,49.8,365719.0,7.875,253,15837.560832,0.0,4996.0,1681080438.0,0.0,7821.406208,54.464657111205675,11.375,,,1.3319999999999936,510.0,150663.0,55.24989568255992,2.654208,,,,36935.196672,76,,,0.0,0.0,0.0040861263979335575,11971.923968
16.25,,,,0.5280000000002474,329598.0,,,,,10801.74592,,5079.425024,177.0,0.0,,50.0,372939.0,7.875,254,15786.708992,0.0,4996.0,1681080439.0,0.0,7821.406208,150.51209424115913,11.375,,,1.3359999999999843,511.0,153982.0,135.03836971212638,2.654208,,,,36935.196672,77,,,0.0,0.0,0.0040895102955378244,11971.923968
16.25,,,,0.5289999999995416,341754.0,,,,,10865.618944,,5079.425024,177.0,0.0,,50.2,382420.0,7.875,255,15722.835968,0.0,4996.0,1681080440.0,0.0,7821.406208,150.23222012165704,11.375,,,1.3400000000000034,512.0,158232.0,171.1365228130682,2.654208,,,,36935.196672,78,,,0.0,0.0,0.004085928148097559,11971.923968
14.875,,,,0.5289999999995416,358357.0,,,,,10954.633216,,5079.425024,177.0,0.0,,50.5,393996.0,7.75,256,15633.821696,0.0,4996.0,1681080441.0,0.0,7821.406208,247.52875944775354,11.25,,,1.3479999999999848,513.0,162400.0,285.61742727318745,2.654208,,,,36935.196672,79,,,0.0,0.0,0.004085817369803146,11971.923968
14.875,,,,0.5320000000001528,380494.0,,,,,11034.624,,5079.425024,177.0,0.0,,50.7,409538.0,7.75,257,15553.830912,0.0,4996.0,1681080442.0,0.0,7821.406208,392.2986503033613,11.25,,,1.3599999999999852,516.0,167987.0,388.86635523120617,2.654208,,,,36935.196672,80,,,0.0,0.0,0.03268662446577086,11971.923968
14.875,,,,0.5330000000003565,404193.0,,,,,11113.926656,,5079.425024,177.0,0.0,,51.0,426172.0,7.75,258,15474.528256,0.0,4996.0,1681080443.0,0.0,7821.406208,425.93821884581325,11.25,,,1.367999999999995,517.0,174109.0,436.4685679860563,2.654208,,,,36935.196672,81,,,0.0,0.0,0.0040859786805426184,11971.923968
14.875,,,,0.5360000000000582,430813.0,,,,,11184.963584,,5079.425024,177.0,0.0,,51.2,444120.0,7.75,259,15403.491328,0.0,4996.0,1681080444.0,0.0,7821.406208,457.5288173371633,11.25,,,1.3760000000000048,521.0,180003.0,386.61217284927164,2.654208,,,,36935.196672,82,,,0.0,0.0,0.06539785431561689,11971.923968
14.875,,,,0.5389999999997599,453113.0,,,,,11238.354944,,5079.425024,177.0,0.0,,51.4,459689.0,7.75,260,15350.099968,0.0,4996.0,1681080445.0,0.0,7821.406208,403.4198104531046,11.25,,,1.3880000000000052,524.0,185620.0,399.4916097651471,2.654208,,,,36935.196672,83,,,0.0,0.0,0.02044997572094404,11971.923968
14.75,,,,0.5399999999999636,482713.0,,,,,11311.02208,,5079.425024,177.0,0.0,,51.6,480274.0,7.875,261,15277.432832,0.0,4996.0,1681080446.0,0.0,7821.406208,484.17935379791595,11.25,,,1.391999999999996,525.0,192932.0,517.283877790868,2.654208,,,,36935.196672,84,,,0.0,0.0,0.004089854936740405,11971.923968
14.75,,,,0.5410000000001673,509550.0,,,,,11390.353408,,5079.425024,177.0,0.0,,51.8,498641.0,7.875,262,15198.101504,0.0,4996.0,1681080447.0,0.0,7821.406208,408.9266243125479,11.25,,,1.4000000000000057,526.0,199335.0,483.27607166140587,2.654208,,,,36935.196672,85,,,0.0,0.0,0.004088893212052703,11971.923968
14.75,,,,0.5410000000001673,536393.0,,,,,11455.381504,,5079.425024,177.0,0.0,,52.0,517168.0,7.875,263,15133.073408,0.0,4996.0,1681080448.0,0.0,7821.406208,487.59074165236996,11.25,,,1.4039999999999964,527.0,205768.0,443.37207023303546,2.654208,,,,36935.196672,86,,,0.0,0.0,0.004084601147168579,11972.05504
14.75,,,,0.543999999999869,558090.0,,,,,11526.930432,,5079.425024,177.0,0.0,,52.3,532400.0,7.875,264,15061.52448,0.0,4996.0,1681080449.0,0.0,7821.406208,347.9354351881862,11.25,,,1.4159999999999968,530.0,211368.0,417.83889241576793,2.654208,,,,36935.196672,87,,,0.0,0.0,0.03271594221058814,11972.05504
14.75,,,,0.5460000000002765,580773.0,,,,,11601.842176,,5079.425024,177.0,0.0,,52.5,549255.0,7.875,265,14986.612736,0.0,4996.0,1681080450.0,0.0,7821.406208,426.3027621688695,11.25,,,1.4240000000000066,533.0,216916.0,372.2277832482794,2.654208,,,,36935.196672,88,,,0.0,0.0,0.016336547986561395,11972.05504
13.5,,,,0.5469999999995707,605269.0,,,,,11655.757824,,5079.425024,177.0,0.0,,52.7,566538.0,7.75,266,14932.697088,0.0,4996.0,1681080451.0,0.0,7821.406208,509.1472757474903,11.0,,,1.4279999999999973,534.0,223139.0,393.04380881218066,2.654208,,,,36935.196672,89,,,0.0,0.0,0.004082933419017291,11972.05504
13.5,,,,0.5479999999997744,629087.0,,,,,11754.369024,,5079.425024,177.0,0.0,,53.0,582617.0,7.75,267,14834.085888,0.0,4996.0,1681080452.0,0.0,7821.406208,307.0773421570471,11.0,,,1.436000000000007,535.0,228640.0,466.2002722858513,2.654208,,,,36935.196672,90,,,0.0,0.0,0.004085776558261493,11972.05504
13.5,,,,0.5489999999999782,651776.0,,,,,11794.30912,,5079.425024,177.0,0.0,,53.1,598930.0,7.75,268,14794.145792,0.0,4996.0,1681080453.0,0.0,7821.406208,497.1395745939053,11.0,,,1.4399999999999977,536.0,234561.0,370.2571951338402,2.654208,,,,36935.196672,91,,,0.0,0.0,0.00408658516739103,11972.05504
13.5,,,,0.5489999999999782,684618.0,,,,,11881.234432,,5079.425024,177.0,0.0,,53.4,620706.0,7.75,269,14707.22048,0.0,4996.0,1681080454.0,0.0,7821.406208,499.06487273094194,11.0,,,1.4480000000000075,537.0,241540.0,529.4915278977669,2.654208,,,,36935.196672,92,,,0.0,0.0,0.00408624982426199,11972.05504
13.5,,,,0.5519999999996799,706101.0,,,,,11952.443392,,5079.425024,177.0,0.0,,53.6,639580.0,7.75,270,14636.01152,0.0,4996.0,1681080455.0,0.0,7821.406208,381.04888067383024,11.0,,,1.4519999999999982,540.0,247363.0,431.8578411448262,2.654208,,,,36935.196672,93,,,0.0,0.0,0.04087714061718644,11972.05504
12.5,,,,0.5529999999998836,733090.0,,,,,12018.409472,,5079.425024,177.0,0.0,,53.8,660111.0,7.75,271,14570.04544,0.0,4996.0,1681080456.0,0.0,7821.406208,498.09995107738513,10.875,,,1.4559999999999889,541.0,253764.0,404.45359277754403,2.654208,,,,36935.196672,94,,,0.0,0.0,0.004085237339449038,11972.05504
12.5,,,,0.5529999999998836,761496.0,,,,,12085.096448,,5079.425024,177.0,0.0,,54.0,681348.0,7.75,272,14503.358464,0.0,4996.0,1681080457.0,0.0,7821.406208,489.6665072345683,10.875,,,1.460000000000008,542.0,260372.0,434.7248285710639,2.654208,,,,36935.196672,95,,,0.0,0.0,0.00408600102820137,11972.05504
12.5,,,,0.5540000000000873,783698.0,,,,,12158.13632,,5079.425024,177.0,0.0,,54.3,696895.0,7.75,273,14430.318592,0.0,4996.0,1681080458.0,0.0,7821.406208,350.7668535671275,10.875,,,1.4639999999999986,543.0,266028.0,454.7451342114273,2.654208,,,,36935.196672,96,,,0.0,0.0,0.004084949814273981,11972.05504
12.5,,,,0.555000000000291,807396.0,,,,,12205.760512,,5079.425024,177.0,0.0,,54.4,713583.0,7.75,274,14382.6944,0.0,4996.0,1681080459.0,0.0,7821.406208,446.70033412449555,10.875,,,1.4679999999999893,544.0,272057.0,380.45009640444573,2.654208,,,,36935.196672,97,,,0.0,0.0,0.004083455529666332,11972.05504
12.5,,,,0.6869999999998981,839228.0,,,,,12290.142208,,5079.425024,177.0,0.0,,54.7,735219.0,7.75,275,14298.312704,0.0,4996.0,1681080460.0,0.0,7821.406208,508.06986544090125,10.875,,,1.4799999999999898,621.0,279526.0,559.7042427755079,2.654208,,,,36935.196672,98,,,0.0,0.0,0.40029852620870493,11972.05504
11.375,,,,0.6880000000001019,871746.0,,,,,12358.111232,,5079.425024,177.0,0.0,,54.9,757019.0,7.75,276,14230.34368,0.0,4996.0,1681080461.0,0.0,7821.406208,490.24630566854376,10.625,,,1.4879999999999995,622.0,286641.0,515.1697447478069,2.654208,,,,36935.196672,99,,,0.0,0.0,0.004085329628068418,11972.05504
11.375,,,,0.693000000000211,897747.0,,,,,12436.594688,,5079.425024,177.0,0.0,,55.2,775028.0,7.75,277,14151.860224,0.0,4996.0,1681080462.0,0.0,7821.406208,418.92465178287154,10.625,,,1.4960000000000093,628.0,293124.0,487.26804342044636,2.654208,,,,36935.196672,100,,,0.0,0.0,0.024501210713953652,11972.05504
11.375,,,,0.6940000000004147,918265.0,,,,,12468.736,,5079.425024,177.0,0.0,,55.3,790024.0,7.75,278,14119.718912,0.0,4996.0,1681080463.0,0.0,7821.406208,505.0923877362255,10.625,,,1.5039999999999907,629.0,298792.0,294.2028952078648,2.654208,,,,36935.196672,101,,,0.0,0.0,0.004085536560394959,11972.05504
11.375,,,,0.694999999999709,944407.0,,,,,12562.632704,,5079.425024,177.0,0.0,,55.6,807743.0,7.75,279,14025.822208,0.0,4996.0,1681080464.0,0.0,7821.406208,374.7023265194144,10.625,,,1.5080000000000098,630.0,304873.0,405.6643476136137,2.654208,,,,36935.196672,102,,,0.0,0.0,0.004085703682536353,11972.05504
11.375,,,,0.6970000000001164,962546.0,,,,,12607.045632,,5079.425024,177.0,0.0,,55.7,820306.0,7.75,280,13981.40928,0.0,4996.0,1681080465.0,0.0,7821.406208,273.4487441968599,10.625,,,1.5159999999999911,633.0,309538.0,296.770468225055,2.654208,,,,36935.196672,103,,,0.0,0.0,0.04494340318548279,11972.05504
10.5,,,,0.6999999999998181,983589.0,,,,,12626.403328,,5079.425024,177.0,0.0,,55.8,834543.0,7.625,281,13962.051584,0.0,4996.0,1681080466.0,0.0,7821.406208,239.98164689549333,10.5,,,1.5279999999999916,636.0,314436.0,303.46232638149183,2.654208,,,,36935.196672,104,,,0.0,0.0,0.061291079606526855,11972.05504
10.5,,,,0.7029999999995198,1007020.0,,,,,12660.375552,,5079.425024,177.0,0.0,,55.9,850516.0,7.625,282,13928.07936,0.0,4996.0,1681080467.0,0.0,7821.406208,336.03485757584457,10.5,,,1.5360000000000014,640.0,319964.0,327.14249214125374,2.654208,,,,36935.196672,105,,,0.0,0.0,0.061300235655767164,11972.05504
10.5,,,,0.7039999999997235,1030560.0,,,,,12702.547968,,5079.425024,177.0,0.0,,56.0,868608.0,7.625,283,13885.906944,0.0,4996.0,1681080468.0,0.0,7821.406208,377.69619114647435,10.5,,,1.5440000000000111,641.0,325597.0,372.14859049322394,2.654208,,,,36935.196672,106,,,0.0,0.0,0.004085848464858312,11972.05504
10.5,,,,0.7049999999999272,1050346.0,,,,,12721.754112,,5079.425024,177.0,0.0,,56.1,882587.0,7.625,284,13866.7008,0.0,4996.0,1681080469.0,0.0,7821.406208,396.50072618528503,10.5,,,1.5519999999999925,642.0,330686.0,262.2571101008642,2.654208,,,,36935.196672,107,,,0.0,0.0,0.004089694293357426,11972.05504
10.5,,,,0.706000000000131,1070887.0,,,,,12784.058368,,5079.425024,177.0,0.0,,56.3,896629.0,7.625,285,13804.396544,0.0,4996.0,1681080470.0,0.0,7821.406208,229.38338130737594,10.5,,,1.5560000000000116,643.0,335715.0,351.8416166266476,2.654208,,,,36935.196672,108,,,0.0,0.0,0.004084963408897626,11972.05504
11.625,,,,0.7070000000003347,1087567.0,,,,,12805.832704,,5079.425024,177.0,0.0,,56.3,908219.0,7.75,286,13782.622208,0.0,4996.0,1681080471.0,0.0,7821.406208,250.67768773161498,10.75,,,1.5600000000000023,644.0,339954.0,259.48178124238046,2.654208,,,,36935.196672,109,,,0.0,0.0,0.0040852188822255164,11972.05504
11.625,,,,0.7089999999998327,1110727.0,,,,,12833.480704,,5079.425024,177.0,0.0,,56.4,924370.0,7.75,287,13754.974208,0.0,4996.0,1681080472.0,0.0,7821.406208,367.667620766586,10.75,,,1.5720000000000027,647.0,345855.0,330.18905234270676,2.654208,,,,36935.196672,110,,,0.0,0.0,0.03267819989774959,11972.05504
11.625,,,,0.7100000000000364,1132115.0,,,,,12887.990272,,5079.425024,177.0,0.0,,56.6,938809.0,7.75,288,13700.46464,0.0,4996.0,1681080473.0,0.0,7821.406208,304.84838963393156,10.75,,,1.5759999999999934,648.0,350910.0,308.0023893711963,2.654208,,,,36935.196672,111,,,0.0,0.0,0.004087839533326346,11972.05504
11.625,,,,0.7110000000002401,1146446.0,,,,,12896.940032,,5079.425024,177.0,0.0,,56.6,949109.0,7.75,289,13691.51488,0.0,4996.0,1681080474.0,0.0,7821.406208,225.46265420419192,10.75,,,1.5840000000000032,649.0,355012.0,235.97077468842315,2.654208,,,,36935.196672,112,,,0.0,0.0,0.00408394282398509,11972.05504
11.625,,,,0.7119999999995343,1163006.0,,,,,12933.951488,,5079.425024,177.0,0.0,,56.7,960423.0,7.75,290,13654.503424,0.0,4996.0,1681080475.0,0.0,7821.406208,126.84843016179379,10.75,,,1.5879999999999939,650.0,358801.0,329.2520560749475,2.654208,,,,36935.196672,113,,,0.0,0.0,0.0040855074168460615,11972.05504
10.75,,,,0.7119999999995343,1170182.0,,,,,12938.09664,,5079.425024,177.0,0.0,,56.7,965686.0,7.75,291,13650.358272,0.0,4996.0,1681080476.0,0.0,7821.406208,126.31156171065054,10.5,,,1.5960000000000036,651.0,360965.0,109.04328287706298,2.654208,,,,36935.196672,114,,,0.0,0.0,0.004086105013494614,11972.05504
10.75,,,,0.7129999999997381,1185418.0,,,,,13964.521472,,5079.425024,177.0,0.0,,60.0,975389.0,7.75,292,12623.93344,0.0,4996.0,1681080477.0,0.0,7821.406208,80.24380665213891,10.5,,,1.5999999999999943,652.0,363326.0,43.07383647639649,2.654208,,,,36935.196672,115,,,0.0,0.0,0.004084263220264321,11972.05504
10.75,,,,0.7150000000001455,1216607.0,,,,,13007.572992,,5079.425024,177.0,0.0,,57.0,997799.0,7.75,293,13580.853248,0.0,4996.0,1681080478.0,0.0,7821.406208,103.63717854336058,10.5,,,1.6119999999999948,655.0,371796.0,71.6690400634805,2.654208,,,,36935.196672,116,,,0.0,0.0,0.028590345511595578,11972.05504
10.75,,,,0.7160000000003492,1232056.0,,,,,13013.25824,,5079.425024,177.0,0.0,,57.0,1009314.0,7.75,294,13575.184384,0.0,4996.0,1681080479.0,0.0,7821.406208,112.86770648535577,10.5,,,1.6200000000000045,656.0,376524.0,148.1686775268464,2.654208,,,,36935.196672,117,,,0.0,0.0,0.004085826115239574,11972.05504
10.75,,,,0.7169999999996435,1241373.0,,,,,13015.277568,,5079.425024,177.0,0.0,,57.0,1016018.0,7.75,295,13573.169152,0.0,4996.0,1681080480.0,0.0,7821.406208,126.57701884605642,10.5,,,1.6239999999999952,657.0,379069.0,110.01326362577016,2.654208,,,,36935.196672,118,,,0.0,0.0,0.004086213867212586,11972.05504
9.875,,,,0.7179999999998472,1246452.0,,,,,13008.4864,,5079.425024,177.0,0.0,,57.0,1020288.0,7.625,296,13579.96032,0.0,4996.0,1681080481.0,0.0,7821.406208,104.5821574536294,10.375,,,1.627999999999986,658.0,381151.0,100.55164193442843,2.654208,,,,36935.196672,119,,,0.0,0.0,0.0040845156891059255,11972.05504
9.875,,,,0.7190000000000509,1256683.0,,,,,13009.268736,,5079.425024,177.0,0.0,,57.0,1027795.0,7.625,297,13579.173888,0.0,4996.0,1681080482.0,0.0,7821.406208,114.46936212746807,10.375,,,1.6359999999999957,659.0,384195.0,57.39210003270779,2.654208,,,,36935.196672,120,,,0.0,0.0,0.004085798903709158,11972.05504
9.875,,,,0.7209999999995489,1262783.0,,,,,13009.682432,,5079.425024,177.0,0.0,,57.0,1032573.0,7.625,298,13578.752,0.0,4996.0,1681080483.0,0.0,7821.406208,34.59364891065633,10.375,,,1.6440000000000055,662.0,386430.0,78.91561348931393,2.654208,,,,36935.196672,121,,,0.0,0.0,0.028611894818378936,11972.05504
9.875,,,,0.7219999999997526,1267296.0,,,,,13011.484672,,5079.425024,177.0,0.0,,57.0,1035834.0,7.625,299,13576.94976,0.0,4996.0,1681080484.0,0.0,7821.406208,47.428498098830936,10.375,,,1.6479999999999961,663.0,387767.0,50.50005762608077,2.654208,,,,36935.196672,122,,,0.0,0.0,0.004085656071799975,11972.05504
9.875,,,,0.7219999999997526,1270489.0,,,,,13007.724544,,5079.425024,177.0,0.0,,57.0,1038440.0,7.625,300,13580.722176,0.0,4996.0,1681080485.0,0.0,7821.406208,58.221078706202924,10.375,,,1.6519999999999868,664.0,389038.0,17.4613880768856,2.654208,,,,36935.196672,123,,,0.0,0.0,0.004085681334501503,11972.05504
9.125,,,,0.7910000000001673,1278855.0,,,,,13009.22368,,5079.425024,177.0,0.0,,57.0,1044733.0,7.625,301,13579.227136,0.0,4996.0,1681080486.0,0.0,7821.406208,63.966979811187464,10.25,,,1.6639999999999873,719.0,391750.0,68.14893474161919,2.654208,,,,36935.196672,124,,,0.0,0.0,0.2818951180312155,11972.05504
9.125,,,,0.7920000000003711,1284762.0,,,,,13008.142336,,5079.425024,177.0,0.0,,57.0,1049225.0,7.625,302,13580.30848,0.0,4996.0,1681080487.0,0.0,7821.406208,42.74909481230183,10.25,,,1.6680000000000064,720.0,393716.0,67.83803492232413,2.654208,,,,36935.196672,125,,,0.0,0.0,0.004086108904527117,11972.05504
9.125,,,,0.7929999999996653,1289057.0,,,,,13013.024768,,5079.425024,177.0,0.0,,57.0,1052309.0,7.625,303,13575.421952,0.0,4996.0,1681080488.0,0.0,7821.406208,39.02017358358295,10.25,,,1.671999999999997,721.0,394992.0,58.21535210973806,2.654208,,,,36935.196672,126,,,0.0,0.0,0.004086141947753917,11972.05504
9.125,,,,0.7960000000002765,1292962.0,,,,,13010.079744,,5079.425024,177.0,0.0,,57.0,1055380.0,7.625,304,13578.366976,0.0,4996.0,1681080489.0,0.0,7821.406208,67.5568307860248,10.25,,,1.6759999999999877,725.0,396405.0,9.837808682893067,2.654208,,,,36935.196672,127,,,0.0,0.0,0.07763108389577958,11972.05504
9.125,,,,0.7969999999995707,1319838.0,,,,,12932.820992,,5079.425024,177.0,0.0,,56.7,1074609.0,7.625,305,13655.597056,0.0,4996.0,1681080490.0,0.0,7821.406208,50.57668566116524,10.25,,,1.6800000000000068,726.0,403873.0,19.06333826245686,2.654208,,,,36935.196672,128,,,0.0,0.0,0.004083429323904778,11972.05504
,6.0,,0.001087059999917983,,,,5728.0,178.0,56.58167819099981,,0.0,,,,,,,,306,,,,1681080491.0,,,,,0.0001,56.42426191499999,,,,,,1.0,12.680130958557129,,,129,,,,,,
9.375,,,,0.8010000000003856,1364607.0,0.0005648639998980798,,,,13049.782272,,5079.375872,188.0,0.0,,57.1,1155449.0,7.625,307,13538.930688,0.0,5035.0,1681080491.0,0.0,7855.501312,12.738521532806015,10.25,,,1.695999999999998,730.0,418244.0,12.141626941483691,2.654208,,,,37237.202944,129,,,0.0,0.0,0.01630963980872261,11974.283264
,6.0,0.18767131700042228,0.015667996000047424,,,,5760.0,179.0,0.34313628600102675,,0.0,,,,0.0029311660000530537,,,,308,,,,1681080491.0,,,,,0.0001,0.03052993500023149,,,,,,1.0,12.73116397857666,,,129,,0.10577100800037442,,,,
,6.0,0.16700488200058317,0.007522468999923149,,,0.0005817810006192303,5792.0,180.0,0.321164399000736,,0.0,,,,0.0028331510002317373,,,,309,,,,1681080492.0,,,,,0.0001,0.025610521999624325,,,,,,1.0,12.545966148376465,,,130,,0.1176115939997544,,,,
,6.0,0.17561253599978954,0.0022881479999341536,,,0.0005368359998101369,5824.0,181.0,0.29842033999921114,,0.0,,,,0.0026212680004391586,,,,310,,,,1681080492.0,,,,,0.0001,0.01438870199945086,,,,,,1.0,12.686957359313965,,,130,,0.10297284999978729,,,,
9.375,,,,0.8059999999995853,1392300.0,0.006548497000039788,,,,13898.866688,,5079.396352,433.0,0.0,,59.8,1458813.0,7.625,311,12690.276352,0.0,5154.0,1681080492.0,0.0,7855.501312,27.661543406210914,10.25,,,1.7199999999999989,737.0,425026.0,7.622396165200792,2.654208,,,,37237.202944,130,,,0.0,0.0,0.06108046108763464,11974.3488
,6.0,0.11585609399935493,0.0067890450000049896,,,,5856.0,182.0,0.2182226909990277,,0.0,,,,0.0015338749999500578,,,,312,,,,1681080492.0,,,,,0.0001,0.016868896999767458,,,,,,1.0,12.784679412841797,,,130,,0.07062628299991047,,,,
,6.0,0.1524107750001349,0.0019834419999824604,,,0.00101881000045978,5888.0,183.0,0.2674637590016573,,0.0,,,,0.002744985000390443,,,,313,,,,1681080493.0,,,,,0.0001,0.019099584000286995,,,,,,1.0,12.607077598571777,,,131,,0.09020616300040274,,,,
,6.0,0.14078430900008243,0.002200610999352648,,,0.0005346500001905952,5920.0,184.0,0.2576817579993076,,0.0,,,,0.00221514299937553,,,,314,,,,1681080493.0,,,,,0.0001,0.0230507670003135,,,,,,1.0,12.883861541748047,,,131,,0.08889627799999289,,,,
9.375,,,,0.8090000000001965,1417198.0,0.0006963719997656881,,,,14452.350976,,5079.396352,475.0,0.0,,61.5,1742673.0,7.625,315,12136.505344,0.0,5318.0,1681080493.0,0.0,7855.501312,27.482753763510477,10.25,,,1.740000000000009,741.0,428524.0,1.835968396669165,2.654208,,,,37237.202944,131,,,0.0,0.0,0.016304787178518774,11974.41024
,6.0,0.1181333349995839,0.002488490999894566,,,,5952.0,185.0,0.23755481199987116,,0.0,,,,0.0028809460000047693,,,,316,,,,1681080493.0,,,,,0.0001,0.013381744000071194,,,,,,1.0,12.592978477478027,,,131,,0.09997392400055105,,,,
,6.0,0.13286811099987972,0.0018987580006069038,,,0.0005366150007830583,5984.0,186.0,0.2558079030013687,,0.0,,,,0.0026614150001478265,,,,317,,,,1681080494.0,,,,,0.0001,0.021397427000010794,,,,,,1.0,12.458197593688965,,,132,,0.09644557699994039,,,,
