03_hivemind/next_fetch_time_s,04_peers/peer_2_samples_per_second,_step,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/estimated_current_samples,03_hivemind/global_samples_accumulated,_timestamp,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/num_clients,03_hivemind/reached_TBS,03_hivemind/eta_next_epoch_s,03_hivemind/num_peers,04_peers/peer_1_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_accumulated,03_hivemind/actual_total_samples_per_second,_runtime,03_hivemind/per_epoch_training_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_1_samples_per_second
7.39,475.04,23,1,0.0,,705,576,1680688713.0,0.0,6496.0,0.0,,,0,,18.48,2,0.0,,9760.0,848.2706948888858,67,,848.2706948888858,,365.05
6.71,454.22,24,1,0.0,533.9567838919914,1723,1536,1680688714.0,0.0,288.0,1.0,0.0,1.0,0,0.0,16.77,2,1.0,16256.0,288.0,874.412889125381,68,16256.0,874.412889125381,30.44441140256822,394.05
5.81,459.22,25,1,0.0,,2769,2624,1680688716.0,0.0,736.0,1.0,,,0,,14.54,2,1.0,,800.0,936.6304459779683,70,,936.6304459779683,,415.2
5.15,450.56,26,1,0.0,,3859,3712,1680688717.0,0.0,1280.0,1.0,,,0,,12.87,2,1.0,,1344.0,973.1738556497529,71,,973.1738556497529,,486.07
4.85,467.59,27,1,0.0,,4937,4832,1680688718.0,0.0,1824.0,1.0,,,0,,12.11,2,1.0,,1888.0,944.9051837474505,72,,944.9051837474505,,505.58
4.55,440.31,28,1,0.0,,6006,5920,1680688719.0,0.0,2368.0,1.0,,,0,,11.37,2,1.0,,2464.0,913.1159420247064,73,,913.1159420247064,,504.59
4.29,434.02,29,1,0.0,,7028,6944,1680688720.0,0.0,2912.0,1.0,,,0,,10.71,2,1.0,,3008.0,873.1921427045884,74,,873.1921427045884,,479.1
3.54,473.71,30,1,0.0,,8190,7808,1680688721.0,0.0,3488.0,1.0,,,0,,8.84,2,1.0,,3456.0,927.0810368149337,75,,927.0810368149337,,399.49
3.85,491.11,31,1,0.0,,8816,8704,1680688723.0,0.0,3904.0,1.0,,,0,,9.62,2,1.0,,3904.0,786.7858390029962,77,,786.7858390029962,,435.98
2.73,352.19,32,1,0.0,,9984,9824,1680688724.0,0.0,4288.0,1.0,,,0,,6.82,2,1.0,,4416.0,937.7666496975845,78,,937.7666496975845,,434.6
2.31,470.97,33,1,0.0,,11025,10912,1680688725.0,0.0,4864.0,1.0,,,0,,5.77,2,1.0,,4960.0,928.8632509115952,79,,928.8632509115952,,466.8
2.06,465.85,34,1,0.0,,11958,11840,1680688726.0,0.0,5408.0,1.0,,,0,,5.16,2,1.0,,5504.0,858.0505692598056,80,,858.0505692598056,,463.01
1.47,438.13,35,1,0.0,,13031,12864,1680688727.0,0.0,5888.0,1.0,,,0,,3.67,2,1.0,,5952.0,914.4835246857467,81,,914.4835246857467,,419.92
1.0,408.04,36,1,0.0,,14020,13888,1680688729.0,0.0,6368.0,1.0,,,0,,2.49,2,1.0,,6496.0,949.7088833860942,83,,949.7088833860942,,506.44
0.5,535.49,37,1,0.0,,15206,14656,1680688730.0,0.0,7008.0,1.0,,,0,,1.17,2,1.0,,6880.0,1007.6619344828987,84,,1007.6619344828987,,414.22
0.5,525.45,38,1,0.0,,15887,15808,1680688731.0,0.0,7584.0,1.0,,,0,,0.57,2,1.0,,7072.0,864.1895663083171,85,,864.1895663083171,,482.21
0.5,499.71,39,1,0.0,,17090,16384,1680688732.0,0.0,8192.0,1.0,,,0,,0.0,2,1.0,,7616.0,956.5618547112812,86,,956.5618547112812,,364.48
6.38,520.92,40,2,0.0,,489,384,1680688733.0,0.0,8512.0,1.0,,,0,,15.94,2,1.0,,7872.0,997.207504361468,87,,997.207504361468,,435.64
5.93,682.59,41,2,0.0,811.2360064339085,1647,1472,1680688735.0,0.0,192.0,2.0,0.0,1.0,0,1.0,14.83,2,2.0,32640.0,192.0,993.4624035076872,89,16384.0,993.4624035076872,20.196342211216688,314.62
6.69,506.18,42,2,0.0,,2490,2336,1680688736.0,0.0,704.0,2.0,,,0,,16.74,2,2.0,,768.0,830.1453631683166,90,,830.1453631683166,,487.29
6.15,518.48,43,2,0.0,,3444,3360,1680688737.0,0.0,1248.0,2.0,,,0,,15.37,2,2.0,,1088.0,842.0826888371471,91,,842.0826888371471,,311.67
6.92,437.67,44,2,0.0,,4155,4064,1680688738.0,0.0,1760.0,2.0,,,0,,17.3,2,2.0,,1600.0,707.0153740174516,92,,707.0153740174516,,404.42
4.83,306.67,45,2,0.0,,5355,5088,1680688739.0,0.0,2016.0,2.0,,,0,,12.07,2,2.0,,2048.0,913.6715578540516,93,,913.6715578540516,,400.35
6.43,465.56,46,2,0.0,,5853,5760,1680688741.0,0.0,2624.0,2.0,,,0,,16.07,2,2.0,,2464.0,655.4207921750303,95,,655.4207921750303,,448.11
3.95,326.67,47,2,0.0,,7053,6944,1680688742.0,0.0,2880.0,2.0,,,0,,9.87,2,2.0,,2880.0,945.0750126908973,96,,945.0750126908973,,328.75
3.91,507.9,48,2,0.0,,8015,7840,1680688743.0,0.0,3520.0,2.0,,,0,,9.77,2,2.0,,3424.0,856.4468640054183,97,,856.4468640054183,,437.18
3.59,476.17,49,2,0.0,,8975,8864,1680688744.0,0.0,4032.0,2.0,,,0,,8.97,2,2.0,,3808.0,826.0082380555576,98,,826.0082380555576,,380.28
2.79,442.05,50,2,0.0,,10085,9888,1680688745.0,0.0,4576.0,2.0,,,0,,6.98,2,2.0,,4288.0,902.7807834722977,99,,902.7807834722977,,383.95
2.43,472.07,51,2,0.0,,10999,10880,1680688746.0,0.0,5120.0,2.0,,,0,,6.06,2,2.0,,4768.0,887.8506863272328,100,,887.8506863272328,,430.71
2.11,384.1,52,2,0.0,,12029,11936,1680688748.0,0.0,5536.0,2.0,,,0,,5.28,2,2.0,,5344.0,824.7749450377975,102,,824.7749450377975,,503.75
1.39,462.17,53,2,0.0,,13115,12992,1680688749.0,0.0,6080.0,2.0,,,0,,3.49,2,2.0,,5856.0,937.385349057193,103,,937.385349057193,,362.61
0.89,458.88,54,2,0.0,,14218,14112,1680688750.0,0.0,6592.0,2.0,,,0,,2.23,2,2.0,,6400.0,973.2596223236852,104,,973.2596223236852,,478.51
0.5,498.4,55,2,0.0,,15384,15200,1680688751.0,0.0,7168.0,2.0,,,0,,0.98,2,2.0,,6944.0,1021.2524184258323,105,,1021.2524184258323,,474.86
0.5,525.7,56,2,0.0,,16549,16416,1680688752.0,0.0,7744.0,2.0,,,0,,0.0,2,2.0,,7456.0,985.1511663457438,106,,985.1511663457438,,495.55
0.5,499.09,57,2,0.0,,17717,16416,1680688754.0,0.0,8384.0,2.0,,,0,,0.0,2,2.0,,8032.0,985.1511663457438,108,,985.1511663457438,,486.06
0.5,499.09,58,2,0.0,,18888,16416,1680688755.0,0.0,8384.0,2.0,,,0,,0.0,2,2.0,,8032.0,985.1511663457438,109,,985.1511663457438,,486.06
0.5,499.09,59,2,0.0,,20055,16416,1680688756.0,0.0,8384.0,2.0,,,0,,0.0,2,2.0,,8032.0,985.1511663457438,110,,985.1511663457438,,486.06
6.48,499.09,60,3,0.0,,436,0,1680688757.0,0.0,8384.0,2.0,,,0,,16.19,2,2.0,,8032.0,985.1511663457438,111,,985.1511663457438,,486.06
6.0,499.09,61,3,0.0,691.3364486257832,1603,0,1680688758.0,0.0,0.0,3.0,1.0,1.0,0,1.0,15.0,2,3.0,49056.0,0.0,985.1511663457438,112,16416.0,985.1511663457438,23.745312477927655,486.06
5.53,499.09,62,3,0.0,,2772,0,1680688760.0,0.0,0.0,3.0,,,0,,13.82,2,3.0,,0.0,985.1511663457438,114,,985.1511663457438,,486.06
5.05,499.09,63,3,0.0,,3939,0,1680688761.0,0.0,0.0,3.0,,,0,,12.63,2,3.0,,0.0,985.1511663457438,115,,985.1511663457438,,486.06
4.59,499.09,64,3,0.0,,5069,0,1680688762.0,0.0,0.0,3.0,,,0,,11.49,2,3.0,,0.0,985.1511663457438,116,,985.1511663457438,,486.06
4.19,499.09,65,3,0.0,,6074,0,1680688763.0,0.0,0.0,3.0,,,0,,10.47,2,3.0,,0.0,985.1511663457438,117,,985.1511663457438,,486.06
3.78,499.09,66,3,0.0,,7078,0,1680688764.0,0.0,0.0,3.0,,,0,,9.45,2,3.0,,0.0,985.1511663457438,118,,985.1511663457438,,486.06
3.37,499.09,67,3,0.0,,8082,0,1680688765.0,0.0,0.0,3.0,,,0,,8.43,2,3.0,,0.0,985.1511663457438,119,,985.1511663457438,,486.06
2.96,499.09,68,3,0.0,,9090,0,1680688766.0,0.0,0.0,3.0,,,0,,7.4,2,3.0,,0.0,985.1511663457438,120,,985.1511663457438,,486.06
2.55,499.09,69,3,0.0,,10095,0,1680688767.0,0.0,0.0,3.0,,,0,,6.38,2,3.0,,0.0,985.1511663457438,121,,985.1511663457438,,486.06
2.15,499.09,70,3,0.0,,11099,0,1680688768.0,0.0,0.0,3.0,,,0,,5.36,2,3.0,,0.0,985.1511663457438,122,,985.1511663457438,,486.06
1.74,499.09,71,3,0.0,,12103,0,1680688769.0,0.0,0.0,3.0,,,0,,4.35,2,3.0,,0.0,985.1511663457438,123,,985.1511663457438,,486.06
1.33,499.09,72,3,0.0,,13110,0,1680688770.0,0.0,0.0,3.0,,,0,,3.32,2,3.0,,0.0,985.1511663457438,124,,985.1511663457438,,486.06
0.92,499.09,73,3,0.0,,14112,0,1680688771.0,0.0,0.0,3.0,,,0,,2.31,2,3.0,,0.0,985.1511663457438,125,,985.1511663457438,,486.06
0.51,499.09,74,3,0.0,,15117,0,1680688772.0,0.0,0.0,3.0,,,0,,1.29,2,3.0,,0.0,985.1511663457438,126,,985.1511663457438,,486.06
0.5,499.09,75,3,0.0,,16119,0,1680688773.0,0.0,0.0,3.0,,,0,,0.27,2,3.0,,0.0,985.1511663457438,127,,985.1511663457438,,486.06
0.5,499.09,76,3,0.0,,17123,0,1680688774.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,128,,985.1511663457438,,486.06
0.5,499.09,77,3,0.0,,18126,0,1680688775.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,129,,985.1511663457438,,486.06
0.5,499.09,78,3,0.0,,19130,0,1680688776.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,130,,985.1511663457438,,486.06
0.5,499.09,79,3,0.0,,20139,0,1680688777.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,131,,985.1511663457438,,486.06
0.5,499.09,80,3,0.0,,21145,0,1680688778.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,132,,985.1511663457438,,486.06
0.5,499.09,81,3,0.0,,22149,0,1680688779.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,133,,985.1511663457438,,486.06
0.5,499.09,82,3,0.0,,23152,0,1680688780.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,134,,985.1511663457438,,486.06
0.5,499.09,83,3,0.0,,24157,0,1680688781.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,135,,985.1511663457438,,486.06
0.5,499.09,84,3,0.0,,25159,0,1680688782.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,136,,985.1511663457438,,486.06
0.5,499.09,85,3,0.0,,26166,0,1680688783.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,137,,985.1511663457438,,486.06
0.5,499.09,86,3,0.0,,27169,0,1680688784.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,138,,985.1511663457438,,486.06
0.5,499.09,87,3,0.0,,28172,0,1680688785.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,139,,985.1511663457438,,486.06
0.5,499.09,88,3,0.0,,29177,0,1680688786.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,140,,985.1511663457438,,486.06
0.5,499.09,89,3,0.0,,30179,0,1680688787.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,141,,985.1511663457438,,486.06
0.5,499.09,90,3,0.0,,31181,0,1680688788.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,142,,985.1511663457438,,486.06
0.5,499.09,91,3,0.0,,32184,0,1680688789.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,143,,985.1511663457438,,486.06
0.5,499.09,92,3,0.0,,33185,0,1680688790.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,144,,985.1511663457438,,486.06
0.5,499.09,93,3,0.0,,34189,0,1680688791.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,145,,985.1511663457438,,486.06
0.5,499.09,94,3,0.0,,35191,0,1680688792.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,146,,985.1511663457438,,486.06
0.5,499.09,95,3,0.0,,36193,0,1680688793.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,147,,985.1511663457438,,486.06
0.5,499.09,96,3,0.0,,37197,0,1680688794.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,148,,985.1511663457438,,486.06
0.5,499.09,97,3,0.0,,38199,0,1680688795.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,149,,985.1511663457438,,486.06
0.5,499.09,98,3,0.0,,39202,0,1680688796.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,150,,985.1511663457438,,486.06
0.5,499.09,99,3,0.0,,40207,0,1680688798.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,152,,985.1511663457438,,486.06
0.5,499.09,100,3,0.0,,41209,0,1680688799.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,153,,985.1511663457438,,486.06
0.5,499.09,101,3,0.0,,42212,0,1680688800.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,154,,985.1511663457438,,486.06
0.5,499.09,102,3,0.0,,43217,0,1680688801.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,155,,985.1511663457438,,486.06
0.5,499.09,103,3,0.0,,44223,0,1680688802.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,156,,985.1511663457438,,486.06
0.5,499.09,104,3,0.0,,45224,0,1680688803.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,157,,985.1511663457438,,486.06
0.5,499.09,105,3,0.0,,46233,0,1680688804.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,158,,985.1511663457438,,486.06
0.5,499.09,106,3,0.0,,47239,0,1680688805.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,159,,985.1511663457438,,486.06
0.5,499.09,107,3,0.0,,48249,0,1680688806.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,160,,985.1511663457438,,486.06
0.5,499.09,108,3,0.0,,49252,0,1680688807.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,161,,985.1511663457438,,486.06
0.5,499.09,109,3,0.0,,50265,0,1680688808.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,162,,985.1511663457438,,486.06
0.5,499.09,110,3,0.0,,51268,0,1680688809.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,163,,985.1511663457438,,486.06
0.5,499.09,111,3,0.0,,52273,0,1680688810.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,164,,985.1511663457438,,486.06
0.5,499.09,112,3,0.0,,53276,0,1680688811.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,165,,985.1511663457438,,486.06
0.5,499.09,113,3,0.0,,54283,0,1680688812.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,166,,985.1511663457438,,486.06
0.5,499.09,114,3,0.0,,55291,0,1680688813.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,167,,985.1511663457438,,486.06
0.5,499.09,115,3,0.0,,56300,0,1680688814.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,168,,985.1511663457438,,486.06
0.5,499.09,116,3,0.0,,57304,0,1680688815.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,169,,985.1511663457438,,486.06
0.5,499.09,117,3,0.0,,58313,0,1680688816.0,0.0,0.0,3.0,,,0,,0.0,2,3.0,,0.0,985.1511663457438,170,,985.1511663457438,,486.06
