03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/next_fetch_time_s,_timestamp,_runtime,03_hivemind/num_clients,03_hivemind/global_samples_accumulated,03_hivemind/per_epoch_training_samples,03_hivemind/global_epoch,03_hivemind/total_training_samples,04_peers/peer_1_samples_per_second,04_peers/peer_2_epoch,03_hivemind/undershot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_1_samples_accumulated,_step,03_hivemind/epoch_s,04_peers/peer_1_epoch_oos,04_peers/peer_2_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,04_peers/peer_2_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/overshot_TBS,03_hivemind/eta_next_epoch_s
,,6.68,1681407584.0,244,0,26272,,1,,36.47,1.0,,353.04,2400.0,179,,0.0,0.0,26324,385.8096167125053,1.0,23296.0,385.8096167125053,2,,16.7
,,6.19,1681407585.0,245,0,26560,,1,,36.49,1.0,,349.32,2464.0,180,,0.0,0.0,26748,388.6791628711238,1.0,23808.0,388.6791628711238,2,,15.49
,,5.77,1681407586.0,246,0,27104,,1,,36.49,1.0,,352.19,2496.0,181,,0.0,0.0,27159,388.94002463096103,1.0,24064.0,388.94002463096103,2,,14.42
,,5.22,1681407587.0,247,0,27392,,1,,36.48,1.0,,352.46,2528.0,182,,0.0,0.0,27610,395.0312436376984,1.0,24576.0,395.0312436376984,2,,13.06
,,4.71,1681407588.0,248,0,27936,,1,,36.46,1.0,,358.57,2560.0,183,,0.0,0.0,28060,400.03929790537194,1.0,24832.0,400.03929790537194,2,,11.77
,,4.32,1681407589.0,249,0,28224,,1,,36.46,1.0,,363.58,2592.0,184,,0.0,0.0,28463,398.2197067211403,1.0,25344.0,398.2197067211403,2,,10.81
,,3.86,1681407590.0,250,0,28800,,1,,36.45,1.0,,361.77,2624.0,185,,0.0,0.0,28900,401.1334689932059,1.0,25600.0,401.1334689932059,2,,9.64
,,3.42,1681407591.0,251,0,29088,,1,,36.45,1.0,,364.68,2688.0,186,,0.0,0.0,29330,402.6239027231587,1.0,26112.0,402.6239027231587,2,,8.54
,,2.97,1681407592.0,252,0,29632,,1,,36.44,1.0,,366.19,2720.0,187,,0.0,0.0,29765,404.84458678724974,1.0,26368.0,404.84458678724974,2,,7.42
,,2.53,1681407593.0,253,0,29920,,1,,36.42,1.0,,368.43,2752.0,188,,0.0,0.0,30195,406.0170409158486,1.0,26880.0,406.0170409158486,2,,6.34
,,2.12,1681407594.0,254,0,30208,,1,,36.43,1.0,,369.59,2784.0,189,,0.0,0.0,30618,405.99846713713595,1.0,27136.0,405.99846713713595,2,,5.3
,,1.84,1681407595.0,255,0,30784,,1,,36.43,1.0,,369.57,2816.0,190,,0.0,0.0,30944,396.103625849787,1.0,27392.0,396.103625849787,2,,4.6
,,1.43,1681407596.0,256,0,30816,,1,,36.39,1.0,,359.71,2880.0,191,,0.0,0.0,31356,396.09687945868245,1.0,27904.0,396.09687945868245,2,,3.56
,,1.01,1681407597.0,257,0,30848,,1,,36.38,1.0,,359.71,2912.0,192,,0.0,0.0,31770,396.1031788676509,1.0,27904.0,396.1031788676509,2,,2.52
,,0.59,1681407598.0,258,0,30880,,1,,36.39,1.0,,359.71,2944.0,193,,0.0,0.0,32181,396.08871692284015,1.0,27904.0,396.08871692284015,2,,1.48
,,2.21,1681407599.0,259,0,31168,,1,,36.37,1.0,,359.71,2976.0,194,,0.0,0.0,31252,274.1367216043565,1.0,27904.0,274.1367216043565,2,,5.53
,,1.71,1681407600.0,260,0,31456,,1,,36.38,1.0,,237.75,3008.0,195,,0.0,0.0,31580,278.107603008518,1.0,28160.0,278.107603008518,2,,4.27
,,1.13,1681407601.0,261,0,31776,,1,,36.37,1.0,,241.74,3040.0,196,,0.0,0.0,31959,286.17720795524497,1.0,28416.0,286.17720795524497,2,,2.83
,,0.5,1681407602.0,262,0,32320,,1,,36.36,1.0,,249.82,3104.0,197,,0.0,0.0,32417,301.4035896689444,1.0,28672.0,301.4035896689444,2,,1.16
,,0.5,1681407603.0,263,0,32608,,1,,36.36,1.0,,265.04,3136.0,198,,0.0,0.0,32775,305.81772837863986,1.0,29184.0,305.81772837863986,2,,0.0
,,0.5,1681407605.0,265,0,32896,,1,,36.35,1.0,,269.46,3168.0,199,,0.0,0.0,33171,313.1694346386056,1.0,29440.0,313.1694346386056,2,,0.0
,,0.5,1681407606.0,266,0,32896,,1,,36.35,1.0,,276.82,3200.0,200,,0.0,0.0,33497,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407607.0,267,0,32896,,1,,36.35,1.0,,276.82,3200.0,201,,0.0,0.0,33823,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407608.0,268,0,32896,,1,,36.35,1.0,,276.82,3200.0,202,,0.0,0.0,34150,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407609.0,269,0,32896,,1,,36.35,1.0,,276.82,3200.0,203,,0.0,0.0,34477,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407610.0,270,0,32896,,1,,36.35,1.0,,276.82,3200.0,204,,0.0,0.0,34804,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407611.0,271,0,32896,,1,,36.35,1.0,,276.82,3200.0,205,,0.0,0.0,35129,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407612.0,272,0,32896,,1,,36.35,1.0,,276.82,3200.0,206,,0.0,0.0,35454,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407613.0,273,0,32896,,1,,36.35,1.0,,276.82,3200.0,207,,0.0,0.0,35780,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,0.5,1681407614.0,274,0,32896,,1,,36.35,1.0,,276.82,3200.0,208,,0.0,0.0,36105,313.1694346386056,1.0,29696.0,313.1694346386056,2,,0.0
,,10.0,1681407615.0,275,0,0,,2,,36.35,1.0,,276.82,3200.0,209,,0.0,0.0,88,313.1694346386056,1.0,29696.0,313.1694346386056,2,,104.35
0.0,336.1665477195055,10.0,1681407616.0,276,0,288,32896.0,2,65824.0,36.35,2.0,0.0,276.82,0.0,210,97.85625673690811,0.0,0.0,399,311.7057039060134,2.0,0.0,311.7057039060134,2,2.0,103.84
,,10.0,1681407617.0,277,0,832,,2,,35.42,2.0,,276.29,32.0,211,,0.0,0.0,881,328.2124631094609,2.0,256.0,328.2124631094609,2,,97.15
,,10.0,1681407618.0,278,0,1152,,2,,37.05,2.0,,291.17,64.0,212,,0.0,0.0,1278,334.23643401000066,2.0,768.0,334.23643401000066,2,,94.21
,,10.0,1681407619.0,279,0,1440,,2,,36.96,2.0,,297.28,128.0,213,,0.0,0.0,1668,338.64784582327513,2.0,1024.0,338.64784582327513,2,,91.84
,,10.0,1681407620.0,280,0,1984,,2,,36.94,2.0,,301.71,160.0,214,,0.0,0.0,2111,348.48283472267974,2.0,1280.0,348.48283472267974,2,,87.97
,,10.0,1681407621.0,281,0,2272,,2,,36.92,2.0,,311.56,192.0,215,,0.0,0.0,2490,350.3598939884091,2.0,1792.0,350.3598939884091,2,,86.42
,,10.0,1681407622.0,282,0,2816,,2,,36.9,2.0,,313.46,224.0,216,,0.0,0.0,2928,358.71442204777117,2.0,2048.0,358.71442204777117,2,,83.19
,,10.0,1681407623.0,283,0,3136,,2,,36.87,2.0,,321.84,256.0,217,,0.0,0.0,3338,362.6992452371494,2.0,2560.0,362.6992452371494,2,,81.14
,,10.0,1681407624.0,284,0,3680,,2,,36.82,2.0,,325.88,320.0,218,,0.0,0.0,3759,367.8184291079555,2.0,2816.0,367.8184291079555,2,,78.87
,,10.0,1681407625.0,285,0,3968,,2,,36.79,2.0,,331.03,352.0,219,,0.0,0.0,4165,370.51112940706037,2.0,3328.0,370.51112940706037,2,,77.2
,,10.0,1681407626.0,286,0,4512,,2,,36.76,2.0,,333.75,384.0,220,,0.0,0.0,4564,371.97407490494874,2.0,3584.0,371.97407490494874,2,,75.82
,,10.0,1681407627.0,287,0,4800,,2,,36.74,2.0,,335.23,416.0,221,,0.0,0.0,4976,374.96933724075325,2.0,4096.0,374.96933724075325,2,,74.12
,,10.0,1681407628.0,288,0,5376,,2,,36.73,2.0,,338.24,448.0,222,,0.0,0.0,5407,380.1992027701454,2.0,4352.0,380.1992027701454,2,,71.96
,,10.0,1681407630.0,290,0,5664,,2,,36.67,2.0,,343.53,512.0,223,,0.0,0.0,5783,377.73979994279244,2.0,4864.0,377.73979994279244,2,,71.44
,,10.0,1681407631.0,291,0,5952,,2,,36.67,2.0,,341.07,544.0,224,,0.0,0.0,6189,379.3083169337721,2.0,5120.0,379.3083169337721,2,,70.07
,,10.0,1681407632.0,292,0,6496,,2,,36.65,2.0,,342.66,576.0,225,,0.0,0.0,6571,377.4803217583848,2.0,5376.0,377.4803217583848,2,,69.4
,,10.0,1681407633.0,293,0,6784,,2,,36.63,2.0,,340.85,608.0,226,,0.0,0.0,7000,381.4514343272687,2.0,5888.0,381.4514343272687,2,,67.55
,,10.0,1681407634.0,294,0,7360,,2,,36.61,2.0,,344.84,640.0,227,,0.0,0.0,7420,384.40099080195426,2.0,6144.0,384.40099080195426,2,,65.94
,,10.0,1681407635.0,295,0,7648,,2,,36.59,2.0,,347.81,704.0,228,,0.0,0.0,7814,383.66023282358503,2.0,6656.0,383.66023282358503,2,,65.04
,,10.0,1681407636.0,296,0,8192,,2,,36.56,2.0,,347.1,736.0,229,,0.0,0.0,8235,386.3881009011923,2.0,6912.0,386.3881009011923,2,,63.49
,,10.0,1681407637.0,297,0,8480,,2,,36.55,2.0,,349.84,768.0,230,,0.0,0.0,8647,387.69372986864875,2.0,7424.0,387.69372986864875,2,,62.22
,,10.0,1681407638.0,298,0,8768,,2,,36.53,2.0,,351.16,800.0,231,,0.0,0.0,9038,386.1095326419244,2.0,7680.0,386.1095326419244,2,,61.46
,,10.0,1681407639.0,299,0,9312,,2,,36.52,2.0,,349.59,832.0,232,,0.0,0.0,9467,389.4041351431379,2.0,7936.0,389.4041351431379,2,,59.84
,,10.0,1681407640.0,300,0,9632,,2,,36.52,2.0,,352.88,864.0,233,,0.0,0.0,9849,386.4819282305791,2.0,8448.0,386.4819282305791,2,,59.3
,,10.0,1681407641.0,301,0,10176,,2,,36.51,2.0,,349.98,928.0,234,,0.0,0.0,10281,390.3261863798677,2.0,8704.0,390.3261863798677,2,,57.61
,,10.0,1681407642.0,302,0,10464,,2,,36.51,2.0,,353.81,960.0,235,,0.0,0.0,10698,391.66377982532987,2.0,9216.0,391.66377982532987,2,,56.35
,,10.0,1681407643.0,303,0,11008,,2,,36.51,2.0,,355.15,992.0,236,,0.0,0.0,11088,389.5440329152539,2.0,9472.0,389.5440329152539,2,,55.65
,,10.0,1681407644.0,304,0,11296,,2,,36.5,2.0,,353.04,1024.0,237,,0.0,0.0,11505,390.97005309852415,2.0,9984.0,390.97005309852415,2,,54.38
,,10.0,1681407645.0,305,0,11872,,2,,36.49,2.0,,354.48,1056.0,238,,0.0,0.0,11912,390.6459028587136,2.0,10240.0,390.6459028587136,2,,53.39
,,10.0,1681407646.0,306,0,12160,,2,,36.47,2.0,,354.17,1120.0,239,,0.0,0.0,12328,391.69840177331696,2.0,10752.0,391.69840177331696,2,,52.18
,,10.0,1681407647.0,307,0,12448,,2,,36.47,2.0,,355.23,1152.0,240,,0.0,0.0,12734,391.4403636975786,2.0,11008.0,391.4403636975786,2,,51.18
,,10.0,1681407648.0,308,0,12992,,2,,36.47,2.0,,354.97,1184.0,241,,0.0,0.0,13116,388.45579257355695,2.0,11264.0,388.45579257355695,2,,50.59
,,10.0,1681407649.0,309,0,13280,,2,,36.47,2.0,,351.99,1216.0,242,,0.0,0.0,13534,390.0818114789118,2.0,11776.0,390.0818114789118,2,,49.31
,,10.0,1681407650.0,310,0,13824,,2,,36.46,2.0,,353.62,1248.0,243,,0.0,0.0,13932,388.6515925844316,2.0,12032.0,388.6515925844316,2,,48.47
,,10.0,1681407651.0,311,0,14144,,2,,36.46,2.0,,352.19,1280.0,244,,0.0,0.0,14344,389.4285144206708,2.0,12544.0,389.4285144206708,2,,47.31
,,10.0,1681407652.0,312,0,14688,,2,,36.43,2.0,,353.0,1344.0,245,,0.0,0.0,14766,391.25272938635516,2.0,12800.0,391.25272938635516,2,,46.01
,,10.0,1681407654.0,314,0,14976,,2,,36.44,2.0,,354.81,1376.0,246,,0.0,0.0,15156,388.8167351989338,2.0,13312.0,388.8167351989338,2,,45.3
,,10.0,1681407655.0,315,0,15520,,2,,36.43,2.0,,352.39,1408.0,247,,0.0,0.0,15576,390.56815768592844,2.0,13568.0,390.56815768592844,2,,44.02
,,10.0,1681407656.0,316,0,15808,,2,,36.42,2.0,,354.15,1440.0,248,,0.0,0.0,15951,386.4028377676249,2.0,14080.0,386.4028377676249,2,,43.52
,,10.0,1681407657.0,317,0,16128,,2,,36.41,2.0,,350.0,1472.0,249,,0.0,0.0,16373,388.8705384848745,2.0,14336.0,388.8705384848745,2,,42.16
,,10.0,1681407658.0,318,0,16672,,2,,36.39,2.0,,352.48,1536.0,250,,0.0,0.0,16794,390.55957792979495,2.0,14592.0,390.55957792979495,2,,40.9
,,10.0,1681407659.0,319,0,16960,,2,,36.39,2.0,,354.17,1568.0,251,,0.0,0.0,17180,387.68451739290015,2.0,15104.0,387.68451739290015,2,,40.21
,,10.0,1681407660.0,320,0,17504,,2,,36.37,2.0,,351.32,1600.0,252,,0.0,0.0,17597,389.41916178969404,2.0,15360.0,389.41916178969404,2,,38.96
,,10.0,1681407661.0,321,0,17792,,2,,36.38,2.0,,353.04,1632.0,253,,0.0,0.0,18011,390.3217543493039,2.0,15872.0,390.3217543493039,2,,37.81
,,10.0,1681407662.0,322,0,18368,,2,,36.39,2.0,,353.94,1664.0,254,,0.0,0.0,18413,389.85403486549234,2.0,16128.0,389.85403486549234,2,,36.82
,,10.0,1681407663.0,323,0,18656,,2,,36.36,2.0,,353.49,1728.0,255,,0.0,0.0,18828,390.973902663496,2.0,16640.0,390.973902663496,2,,35.65
,,10.0,1681407664.0,324,0,18944,,2,,36.36,2.0,,354.61,1760.0,256,,0.0,0.0,19215,388.19984705673846,2.0,16896.0,388.19984705673846,2,,34.91
,,10.0,1681407665.0,325,0,19488,,2,,36.35,2.0,,351.85,1792.0,257,,0.0,0.0,19636,390.3638002343432,2.0,17152.0,390.3638002343432,2,,33.64
,,10.0,1681407666.0,326,0,19776,,2,,36.35,2.0,,354.02,1824.0,258,,0.0,0.0,20050,391.1403725094124,2.0,17664.0,391.1403725094124,2,,32.52
,,10.0,1681407667.0,327,0,20320,,2,,36.34,2.0,,354.8,1856.0,259,,0.0,0.0,20444,389.61964684423464,2.0,17920.0,389.61964684423464,2,,31.63
,,10.0,1681407668.0,328,0,20640,,2,,36.33,2.0,,353.29,1888.0,260,,0.0,0.0,20863,391.0958157922893,2.0,18432.0,391.0958157922893,2,,30.44
,,10.0,1681407669.0,329,0,21184,,2,,36.32,2.0,,354.77,1952.0,261,,0.0,0.0,21243,387.38933611413324,2.0,18688.0,387.38933611413324,2,,29.75
,,10.0,1681407670.0,330,0,21472,,2,,36.33,2.0,,351.06,1984.0,262,,0.0,0.0,21648,387.5854618412038,2.0,19200.0,387.5854618412038,2,,28.69
,,10.0,1681407671.0,331,0,21760,,2,,36.33,2.0,,351.25,2016.0,263,,0.0,0.0,22055,387.9604590793841,2.0,19456.0,387.9604590793841,2,,27.61
,,10.0,1681407672.0,332,0,22304,,2,,36.33,2.0,,351.63,2048.0,264,,0.0,0.0,22436,385.3574932366462,2.0,19712.0,385.3574932366462,2,,26.81
,,10.0,1681407673.0,333,0,22624,,2,,36.34,2.0,,349.02,2080.0,265,,0.0,0.0,22845,386.2590224629684,2.0,20224.0,386.2590224629684,2,,25.69
,,9.89,1681407674.0,334,0,23168,,2,,36.32,2.0,,349.94,2144.0,266,,0.0,0.0,23244,385.2801290972037,2.0,20480.0,385.2801290972037,2,,24.72
,,9.42,1681407675.0,335,0,23456,,2,,36.32,2.0,,348.96,2176.0,267,,0.0,0.0,23659,386.87073585248993,2.0,20992.0,386.87073585248993,2,,23.55
,,8.95,1681407676.0,336,0,24000,,2,,36.31,2.0,,350.56,2208.0,268,,0.0,0.0,24076,388.6071740448331,2.0,21248.0,388.6071740448331,2,,22.37
,,8.62,1681407678.0,338,0,24288,,2,,36.31,2.0,,352.29,2240.0,269,,0.0,0.0,24459,385.5548994990261,2.0,21760.0,385.5548994990261,2,,21.55
,,8.09,1681407679.0,339,0,24832,,2,,36.31,2.0,,349.25,2272.0,270,,0.0,0.0,24894,389.5582159827604,2.0,22016.0,389.5582159827604,2,,20.21
,,7.75,1681407680.0,340,0,25152,,2,,36.31,2.0,,353.25,2304.0,271,,0.0,0.0,25277,386.5975025967643,2.0,22528.0,386.5975025967643,2,,19.38
,,7.31,1681407681.0,341,0,25440,,2,,36.31,2.0,,350.29,2368.0,272,,0.0,0.0,25688,387.6536002996196,2.0,22784.0,387.6536002996196,2,,18.26
,,6.82,1681407682.0,342,0,25984,,2,,36.3,2.0,,351.36,2400.0,273,,0.0,0.0,26115,390.4598301215754,2.0,23040.0,390.4598301215754,2,,17.04
,,6.47,1681407683.0,343,0,26272,,2,,36.3,2.0,,354.16,2432.0,274,,0.0,0.0,26501,387.7151488705491,2.0,23552.0,387.7151488705491,2,,16.16
,,6.02,1681407684.0,344,0,26816,,2,,36.3,2.0,,351.42,2464.0,275,,0.0,0.0,26915,388.85105826657866,2.0,23808.0,388.85105826657866,2,,15.05
,,5.6,1681407685.0,345,0,27136,,2,,36.31,2.0,,352.54,2496.0,276,,0.0,0.0,27320,388.8648351712912,2.0,24320.0,388.8648351712912,2,,14.01
,,5.21,1681407686.0,346,0,27680,,2,,36.3,2.0,,352.56,2560.0,277,,0.0,0.0,27715,387.6554558166289,2.0,24576.0,387.6554558166289,2,,13.04
,,4.78,1681407687.0,347,0,27968,,2,,36.3,2.0,,351.36,2592.0,278,,0.0,0.0,28127,388.7054611746928,2.0,25088.0,388.7054611746928,2,,11.94
,,4.4,1681407688.0,348,0,28256,,2,,36.31,2.0,,352.4,2624.0,279,,0.0,0.0,28514,386.5181097304743,2.0,25344.0,386.5181097304743,2,,11.01
,,3.92,1681407689.0,349,0,28800,,2,,36.3,2.0,,350.22,2656.0,280,,0.0,0.0,28945,389.8828586452256,2.0,25600.0,389.8828586452256,2,,9.81
,,3.48,1681407690.0,350,0,29088,,2,,36.3,2.0,,353.58,2688.0,281,,0.0,0.0,29364,391.28812075352477,2.0,26112.0,391.28812075352477,2,,8.7
,,3.09,1681407691.0,351,0,29664,,2,,36.28,2.0,,355.0,2720.0,282,,0.0,0.0,29759,389.9899657565818,2.0,26368.0,389.9899657565818,2,,7.71
,,2.65,1681407692.0,352,0,29952,,2,,36.27,2.0,,353.72,2784.0,283,,0.0,0.0,30177,391.5319889378625,2.0,26880.0,391.5319889378625,2,,6.62
,,2.25,1681407693.0,353,0,30496,,2,,36.28,2.0,,355.25,2816.0,284,,0.0,0.0,30576,390.2335541705552,2.0,27136.0,390.2335541705552,2,,5.62
,,1.83,1681407694.0,354,0,30784,,2,,36.26,2.0,,353.97,2848.0,285,,0.0,0.0,30984,390.4191345103227,2.0,27648.0,390.4191345103227,2,,4.57
,,1.42,1681407695.0,355,0,31072,,2,,36.25,2.0,,354.17,2880.0,286,,0.0,0.0,31389,389.7553288580792,2.0,27904.0,389.7553288580792,2,,3.54
,,1.03,1681407696.0,356,0,31648,,2,,36.26,2.0,,353.49,2912.0,287,,0.0,0.0,31771,387.22106668573946,2.0,28160.0,387.22106668573946,2,,2.58
,,0.61,1681407697.0,357,0,31936,,2,,36.27,2.0,,350.95,2976.0,288,,0.0,0.0,32177,387.3881905504131,2.0,28672.0,387.3881905504131,2,,1.53
,,0.5,1681407698.0,358,0,32480,,2,,36.27,2.0,,351.12,3008.0,289,,0.0,0.0,32566,385.02982297891356,2.0,28928.0,385.02982297891356,2,,0.52
,,0.5,1681407699.0,359,0,32768,,2,,36.27,2.0,,348.76,3040.0,290,,0.0,0.0,32980,386.5654672907829,2.0,29440.0,386.5654672907829,2,,0.0
,,0.5,1681407700.0,360,0,33056,,2,,36.27,2.0,,350.3,3072.0,291,,0.0,0.0,33401,388.7161009764865,2.0,29696.0,388.7161009764865,2,,0.0
,,0.5,1681407702.0,362,0,33056,,2,,36.28,2.0,,352.44,3104.0,292,,0.0,0.0,33806,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407703.0,363,0,33056,,2,,36.28,2.0,,352.44,3104.0,293,,0.0,0.0,34211,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407704.0,364,0,33056,,2,,36.28,2.0,,352.44,3104.0,294,,0.0,0.0,34617,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407707.0,367,0,33056,,2,,36.28,2.0,,352.44,3104.0,295,,0.0,0.0,35779,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407708.0,368,0,33056,,2,,36.28,2.0,,352.44,3104.0,296,,0.0,0.0,36184,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407709.0,369,0,33056,,2,,36.28,2.0,,352.44,3104.0,297,,0.0,0.0,36588,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407710.0,370,0,33056,,2,,36.28,2.0,,352.44,3104.0,298,,0.0,0.0,36995,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407711.0,371,0,33056,,2,,36.28,2.0,,352.44,3104.0,299,,0.0,0.0,37399,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407712.0,372,0,33056,,2,,36.28,2.0,,352.44,3104.0,300,,0.0,0.0,37804,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407713.0,373,0,33056,,2,,36.28,2.0,,352.44,3104.0,301,,0.0,0.0,38214,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407714.0,374,0,33056,,2,,36.28,2.0,,352.44,3104.0,302,,0.0,0.0,38618,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407715.0,375,0,33056,,2,,36.28,2.0,,352.44,3104.0,303,,0.0,0.0,39023,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407716.0,376,0,33056,,2,,36.28,2.0,,352.44,3104.0,304,,0.0,0.0,39427,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407717.0,377,0,33056,,2,,36.28,2.0,,352.44,3104.0,305,,0.0,0.0,39831,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407718.0,378,0,33056,,2,,36.28,2.0,,352.44,3104.0,306,,0.0,0.0,40236,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,0.5,1681407719.0,379,0,33056,,2,,36.28,2.0,,352.44,3104.0,307,,0.0,0.0,40641,388.7161009764865,2.0,29952.0,388.7161009764865,2,,0.0
,,10.0,1681407720.0,380,0,0,,3,,36.28,2.0,,352.44,3104.0,308,,0.0,0.0,360,388.7161009764865,2.0,29952.0,388.7161009764865,2,,83.37
0.0,314.13703782750014,10.0,1681407721.0,381,0,0,33056.0,3,98880.0,36.28,3.0,0.0,352.44,0.0,309,105.22796111088246,0.0,0.0,764,388.7161009764865,3.0,0.0,388.7161009764865,2,3.0,82.33
,,10.0,1681407722.0,382,0,0,,3,,36.28,3.0,,352.44,0.0,310,,0.0,0.0,1170,388.7161009764865,3.0,0.0,388.7161009764865,2,,81.29
,,10.0,1681407723.0,383,0,0,,3,,36.28,3.0,,352.44,0.0,311,,0.0,0.0,1575,388.7161009764865,3.0,0.0,388.7161009764865,2,,80.25
