_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/backward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696169849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696169849,3.75,0.0,0.0,1074.352128,0.0,8.0,0.2399070772475226,243.470336,0.0,552.497152,0.0,0.0,0.0,4.75,3.0,0.12680802740509375,30021.55008,2.654208,102.0,0.0,1110.44608,0.0,10.0,4.9,4.25,9347.158016,23.0,,,,,,,,,,,,,,
2,2,,,1696169850,3.75,0.0,0.020000000000010232,1286.426624,0.024502730811431988,5835.0,1.1295264382904018,248.344576,6.0,570.191872,0.0,0.0,0.0,4.75,2533.0,2.501791029828504,29809.471488,2.654208,158.0,0.005999999999858119,1148.923904,0.0,5309.0,5.5,4.25,10070.77376,24.0,,,,,,,,,,,,,,
3,3,,,1696169851,3.75,0.0,0.02400000000000091,1323.64288,0.004084830347810347,12303.0,1.5845711128053683,248.60672,7.0,603.42272,0.0,0.0,0.0,4.75,5760.0,35.760128692928944,29772.251136,2.654208,460.0,0.007000000000061846,1181.589504,0.0,10780.0,5.7,4.25,10103.43936,24.0,,,,,,,,,,,,,,
4,4,,,1696169852,3.75,0.0,0.028000000000005798,1357.832192,0.004082121402638043,26146.0,3.831804443731171,248.623104,8.0,634.851328,0.0,0.0,0.0,4.375,15654.0,1562.6342316670084,29738.020864,2.654208,4593.0,0.007000000000061846,1213.059072,0.0,26816.0,5.8,4.25,10134.89664,26.0,,,,,,,,,,,,,,
5,5,,,1696169853,3.75,0.0,0.03200000000001069,1807.003648,0.004086005890838446,35872.0,2.5481833061994257,249.99936,9.0,1069.789184,0.0,0.0,0.0,4.375,21885.0,762.146789575372,29288.849408,2.654208,6645.0,0.007999999999810825,1646.743552,0.0,37348.0,7.2,4.25,10568.58112,27.0,,,,,,,,,,,,,,
6,6,,,1696169854,3.75,0.0,0.04400000000001114,1885.98272,0.4289738921348893,40987.0,1.1451033545124376,346.013696,44.0,1172.430848,0.0,0.0,0.0,4.375,24115.0,0.7269096656555467,29197.35296,2.654208,6663.0,0.04899999999997817,1687.212032,0.0,42587.0,7.5,4.25,11116.433408,30.0,,,,,,,,,,,,,,
7,7,,,1696169855,3.75,0.0,0.04800000000000182,2534.920192,0.004087835642629399,45988.0,1.2568338107451489,481.411072,45.0,1952.260096,0.0,0.0,0.0,4.375,26321.0,0.7702855606954306,28548.395008,2.654208,6663.0,0.04899999999997817,2333.626368,0.0,46911.0,9.5,4.25,12098.392064,32.0,,,,,,,,,,,,,,
8,8,,,1696169856,3.75,0.0,0.056000000000011596,3394.338816,0.008157160518561322,52878.0,1.2487863953100813,822.050816,47.0,3129.012224,0.0,0.0,0.0,4.375,28831.0,0.875054615110313,27398.144,2.654208,6942.0,0.05099999999993088,3210.584064,0.0,53519.0,13.2,4.25,14507.331584,34.0,,,,,,,,,,,,,,
9,9,,,1696169857,4.0,0.0,0.06400000000000716,3687.727104,0.020388409496549145,57757.0,0.8425988078114938,1113.145344,52.0,3317.026816,0.0,0.0,0.0,8.0,30767.0,0.7523323104567076,26813.3376,2.654208,7228.0,0.05499999999983629,3138.740224,0.0,161807.0,15.0,5.0,15095.218176,38.0,,,,,,,,,,,,,,
10,10,,,1696169858,4.0,0.0,0.07200000000000273,3813.502976,0.02450336569906291,59718.0,0.4655160901153569,1113.145344,57.0,3317.030912,0.0,0.0,0.0,8.0,31858.0,0.4331958955133865,26672.136192,2.654208,7228.0,0.058999999999741704,3138.740224,0.0,164113.0,15.5,5.0,15095.218176,38.0,,,,,,,,,,,,,,
11,11,,,1696169859,4.0,0.0,0.08400000000000318,4164.54656,0.11843738256891068,60795.0,0.11435333489576235,1192.624128,61.0,3396.608,0.0,0.0,0.0,8.0,32630.0,0.033669463351765565,26303.606784,2.654208,7231.0,0.06299999999964712,3138.977792,0.0,166174.0,16.6,5.0,15330.230272,39.0,0.0023257569998804684,,,,,,,,,,,,,
12,12,,,1696169860,4.0,0.0,0.09199999999999875,4831.248384,0.004084290407716887,61296.0,0.03415806938155311,1412.603904,62.0,4206.24384,0.0,0.0,0.0,8.0,33063.0,0.019966755640401124,25629.425664,2.654208,7231.0,0.06299999999964712,3734.175744,0.0,167312.0,18.8,5.0,16862.887936,40.0,,,,,,,,,,,,,,
13,13,,,1696169861,4.0,0.0009999999999976694,0.1039999999999992,5065.91232,0.004085833888992273,62027.0,0.0944370278040323,1558.990848,63.0,4581.572608,1.0,0.0,0.13074668442960796,8.0,33439.0,0.12668479097440247,25394.536448,2.654208,7241.0,0.06399999999985084,3971.129344,0.0,168276.0,19.5,5.0,27563.2128,41.0,,1.5470000107598025e-06,2.0904178810001213,0.407394480999983,,,,,,,,,,
14,14,,,1696169862,4.0,0.0009999999999976694,0.10800000000000409,5396.463616,0.0040855375356033926,88675.0,2.854362394763432,1558.990848,64.0,4581.572608,1.0,0.0,0.0,7.375,41796.0,1570.187993860914,25063.981056,2.654208,7241.0,0.06500000000005457,3971.129344,0.0,188795.0,20.6,4.875,27563.2128,41.0,,,,,,,,,,,,,,
15,15,,,1696169863,4.0,0.0009999999999976694,0.11200000000000898,5413.90848,0.004083093529880718,111015.0,2.201624766440967,1558.990848,65.0,4581.605376,1.0,0.0,0.0,7.375,47828.0,1009.9781779216298,25046.536192,2.654208,7241.0,0.06599999999980355,3971.129344,0.0,204852.0,20.6,4.875,27563.2128,41.0,,,,,,,,,,,,,,
16,16,,,1696169864,4.0,0.0009999999999976694,0.12400000000000944,5544.443904,0.036775679881876466,134545.0,2.519596960260995,1558.990848,68.0,4581.605376,1.0,0.0,0.0,7.375,54160.0,1030.684071083782,24915.98848,2.654208,7241.0,0.06899999999995998,3971.129344,0.0,221596.0,21.0,4.875,27563.2128,41.0,,,,,,,,,,,,,,
17,17,,,1696169865,4.0,0.0009999999999976694,0.1280000000000001,5692.08832,0.004085862069093778,150173.0,1.816652481619249,1558.990848,69.0,4581.638144,1.0,0.0,0.0,7.375,58604.0,655.1301964436758,24768.352256,2.654208,7241.0,0.06899999999995998,3971.129344,0.0,233069.0,21.5,4.875,27563.2128,41.0,,,,,,,,,,,,,,
18,18,,,1696169866,4.0,0.0009999999999976694,0.132000000000005,5774.15168,0.00408586984298329,163479.0,1.1105186746094338,2138.0096,70.0,5345.574912,1.0,0.0,0.0,7.375,61459.0,388.7962437171767,24104.083456,2.654208,7246.0,0.06999999999970896,4155.650048,0.0,243334.0,23.6,4.875,28329.443328,41.0,,,,,,,,,,,,,,
19,19,,,1696169867,4.0,0.0009999999999976694,0.14800000000001035,5774.118912,0.3064648008277579,163856.0,0.055881941026066334,2138.0096,109.0,5345.574912,1.0,0.0,0.0,6.75,61646.0,0.02106147420494051,24104.116224,2.654208,7246.0,0.11299999999982901,4155.695104,0.0,243619.0,23.6,4.75,28329.443328,41.0,,,,,,,,,,,,,,
20,20,,,1696169868,4.0,0.0009999999999976694,0.15200000000000102,5788.102656,0.004086191513596173,165266.0,0.19272937275026072,2138.0096,110.0,5345.574912,1.0,0.0,0.0,6.75,62101.0,31.61911752548418,24090.120192,2.654208,7246.0,0.11400000000003274,4155.695104,0.0,244640.0,23.7,4.75,28329.443328,41.0,,,,,,,,,,,,,,
21,21,,,1696169869,4.0,0.0009999999999976694,0.1560000000000059,5809.680384,0.004085967019098204,168458.0,0.37752898778401717,2138.0096,111.0,5345.574912,1.0,0.0,0.0,6.75,63121.0,154.372247123554,24068.542464,2.654208,7246.0,0.11499999999978172,4155.695104,0.0,247062.0,23.7,4.75,28329.443328,41.0,,,,,,,,,,,,,,
22,22,,,1696169870,4.0,0.0009999999999976694,0.1600000000000108,5809.844224,0.0040857794715301226,169837.0,0.17532941561784673,2138.0096,112.0,5345.574912,1.0,0.0,0.0,6.75,63555.0,33.68544028438229,24068.378624,2.654208,7246.0,0.11499999999978172,4155.695104,0.0,248047.0,23.7,4.75,28329.443328,41.0,,,,,,,,,,,,,,
23,23,,,1696169871,4.0,0.0009999999999976694,0.16400000000000148,5809.774592,0.004085302426778807,170243.0,0.0774611639718375,2138.0096,113.0,5345.574912,1.0,0.0,0.0,6.75,63735.0,0.02538153714439927,24068.460544,2.654208,7246.0,0.11599999999998545,4155.695104,0.0,248337.0,23.7,4.75,28329.443328,41.0,,,,,,,,,,,,,,
24,24,,,1696169872,4.0,0.0009999999999976694,0.16800000000000637,5835.055104,0.004085567654804804,174060.0,0.46110259160155087,2138.0096,114.0,5345.574912,1.0,0.0,0.0,6.25,64996.0,202.1209157237715,24043.175936,2.654208,7246.0,0.11699999999973443,4155.695104,0.0,251225.0,23.8,4.75,28329.443328,41.0,,,,,,,,,,,,,,
25,25,,,1696169873,4.0,0.0009999999999976694,0.17600000000000193,5849.247744,0.03268668665403712,176200.0,0.2409525920064022,2138.0096,117.0,5345.574912,1.0,0.0,0.0,6.25,65922.0,85.84915653410205,24028.9792,2.654208,7246.0,0.11899999999968713,4155.695104,0.0,252972.0,23.9,4.75,28329.443328,41.0,,,,,,,,,,,,,,
