_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,02_timing/opt_step_time_s,02_timing/backward_time_s,03_hivemind/num_peers,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,0,30.0,211076.599808,1681396469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,,1681396469,2.5,0.0,0.0,1204.559872,0.0,36.0,0.4442958106654065,178.655232,0.0,394.821632,0.0,0.0,0.0,0.6333333333333333,18.0,0.4981498553719656,208122.216448,2.719744,130.0,0.0,2481.02912,0.0,38.0,1.4,2.1333333333333333,9963.39712,47.0,,,,,,,,,,,,,,
2,1,,,1681396470,2.5,0.0,0.008000000000009777,1735.299072,0.012254939770803136,3346.0,0.49108320181077053,183.640064,3.0,791.109632,0.0,0.0,0.0,0.6333333333333333,1670.0,1.0749241703840426,207591.469056,2.719744,148.0,0.0009999999999763531,2895.527936,0.0,3437.0,1.7,2.1333333333333333,10511.855616,51.0,,,,,,,,,,,,,,
3,2,,,1681396471,2.5,0.0,0.012000000000000455,2145.726464,0.004086008809877884,7873.0,0.03654264516159241,185.99936,4.0,1196.539904,0.0,0.0,0.0,0.6333333333333333,4521.0,0.03946350302047435,207181.049856,2.719744,202.0,0.0009999999999763531,3538.804736,0.0,11365.0,1.8,2.1333333333333333,13097.476096,57.0,,,,,,,,,,,,,,
4,3,,,1681396472,2.5,0.0,0.016000000000005343,2640.379904,0.004086536560423656,11106.0,0.06871287746468883,348.557312,5.0,1776.308224,0.0,0.0,0.0,0.6333333333333333,6516.0,0.06749170542781797,206675.98848,2.719744,248.0,0.0009999999999763531,3966.222336,0.0,16959.0,2.1,2.1333333333333333,14198.009856,64.0,,,,,,,,,,,,,,
5,4,,,1681396473,2.5,0.0,0.028000000000005798,2542.903296,0.3677856661836797,13314.0,0.04089699988320034,943.353856,60.0,2326.781952,0.0,0.0,0.0,0.5666666666666667,7313.0,0.040226557238839965,206299.643904,2.719744,556.0,0.06599999999997408,3955.900416,0.0,19207.0,2.3,2.1,16548.327424,70.0,,,,,,,,,,,,,,
6,5,,,1681396474,2.5,0.0,0.036000000000001364,5425.987584,0.1753820322639604,18757.0,0.2218085622462712,1631.186944,63.0,5309.063168,0.0,0.0,0.0,0.5666666666666667,10448.0,0.17755678221430257,202727.804928,2.719744,630.0,0.06799999999998363,6262.272,0.0,974949.0,4.0,2.1,22192.275456,309.0,,,,,,,,,,,,,,
7,6,,,1681396475,2.5,0.0,0.04000000000000625,5792.776192,0.004079164216496559,23189.0,0.3227638682951604,2046.345216,64.0,5765.844992,0.0,0.0,0.0,0.5666666666666667,13985.0,5.342964176176515,201938.898944,2.719744,654.0,0.06799999999998363,6325.833728,0.0,996101.0,4.3,2.1,22871.552,420.0,,,,,,,,,,,,,,
8,7,,,1681396476,2.5,0.0,0.04400000000001114,6788.866048,0.004085632749031695,27594.0,0.6765552485314285,2186.448896,65.0,5906.137088,0.0,0.0,0.0,0.5666666666666667,21330.0,235.63056205546408,200840.68352,2.719744,662.0,0.06799999999998363,6334.631936,0.0,1003033.0,4.8,2.1,23127.175168,464.0,0.0027798739997706434,,,,,,,,,,,,,
9,8,,,1681396477,2.5,0.0,0.04800000000000182,7611.662336,0.004086030182422558,28432.0,0.0246917527199555,2453.741568,66.0,6282.42432,0.0,0.0,0.0,0.5666666666666667,21637.0,0.0373568502091427,200017.887232,2.719744,674.0,0.06799999999998363,6466.240512,0.0,1004099.0,5.2,2.1,31832.18688,486.0,,0.0002830959997481841,1.4477071830001478,0.03943474800007607,0.18297806400005356,,,,,,,,,
10,8,,,1681396477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,32.0,7.1795654296875,2.6717113009999593,0.0,0.0001,0.9985283360001631,0.0,0.0
11,9,,,1681396478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030677509998895403,0.0003326839996589115,0.016754351000145107,0.03938275300015448,0.14135659599969586,0.0,64.0,7.2235107421875,0.20334701899946594,0.0,0.0001,0.002452883999922051,0.0,1.0
12,9,,,1681396478,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0030894420001459366,0.0003469399998721201,0.016614137000033224,0.039689220000127534,0.1417621999999028,0.0,96.0,7.1915283203125,0.20410361699987334,0.0,0.0001,0.0026016779997917183,0.0,2.0
13,9,,,1681396478,2.5,0.0,0.06800000000001205,7625.039872,0.02860989361005574,30703.0,0.20813218641498038,2452.004864,72.0,6280.736768,0.0,0.0,0.0,1.0666666666666667,25292.0,75.74027891445103,200004.87424,2.719744,700.0,0.07099999999996953,6466.240512,0.0,1007217.0,5.2,2.166666666666667,31832.18688,556.0,0.0030621149999205954,0.00037111800020284136,0.016655483999784337,0.03972312399992006,0.14536372100019435,,,,,,,,,
14,9,,,1681396478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,7.15283203125,0.20791440500033787,0.0,0.0001,0.0027388430003156827,0.0,3.0
15,10,,,1681396479,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003091091999976925,0.0003938559998459823,0.01658631800000876,0.03951985399999103,0.14213952399995833,0.0,160.0,7.035400390625,0.20431720799979303,0.0,0.0001,0.002586564000012004,0.0,4.0
16,10,,,1681396479,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003036223999970389,0.0003799199998866243,0.016578622999986692,0.03926764900006674,0.14182257200036474,0.0,192.0,7.1494140625,0.20376646800013987,0.0,0.0001,0.0026814799998646777,0.0,5.0
17,10,,,1681396479,2.5,0.0,0.08400000000000318,7631.273984,0.01636079463441975,33054.0,0.2707280123354697,2451.910656,76.0,6280.650752,0.0,0.0,0.0,1.0666666666666667,28430.0,92.17685276481131,199997.78816,2.719744,740.0,0.07200000000000273,6466.240512,0.0,1010107.0,5.2,2.166666666666667,31832.18688,598.0,0.003063816000121733,0.00038897499962331494,0.01655410800003665,,0.14403852800023742,,,,,,,,,
18,10,,,1681396479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0395851989997027,,0.0,224.0,7.2816162109375,0.20638535899979615,0.0,0.0001,0.0027547330000743386,0.0,6.0
