04_peers/peer_1_samples_accumulated,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,03_hivemind/num_clients,04_peers/peer_1_epoch,04_peers/peer_2_samples_per_second,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/global_samples_accumulated,_step,04_peers/peer_2_epoch,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,_timestamp,03_hivemind/per_epoch_training_samples,04_peers/peer_1_samples_per_second,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/global_epoch
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,333,1.0,0.0,46103,376.2286806496115,376.2286806496115,435,,,0.0,1681393047.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,334,1.0,0.0,46547,376.2286806496115,376.2286806496115,436,,,0.0,1681393048.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,335,1.0,0.0,46993,376.2286806496115,376.2286806496115,437,,,0.0,1681393049.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,336,1.0,0.0,47437,376.2286806496115,376.2286806496115,439,,,0.0,1681393051.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,337,1.0,0.0,47879,376.2286806496115,376.2286806496115,440,,,0.0,1681393052.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,338,1.0,0.0,48324,376.2286806496115,376.2286806496115,441,,,0.0,1681393053.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,339,1.0,0.0,48766,376.2286806496115,376.2286806496115,442,,,0.0,1681393054.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,340,1.0,0.0,49211,376.2286806496115,376.2286806496115,443,,,0.0,1681393055.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,341,1.0,0.0,49656,376.2286806496115,376.2286806496115,444,,,0.0,1681393056.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,342,1.0,0.0,50098,376.2286806496115,376.2286806496115,446,,,0.0,1681393058.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,343,1.0,0.0,50542,376.2286806496115,376.2286806496115,447,,,0.0,1681393059.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,344,1.0,0.0,50985,376.2286806496115,376.2286806496115,448,,,0.0,1681393060.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,345,1.0,0.0,51427,376.2286806496115,376.2286806496115,449,,,0.0,1681393061.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,346,1.0,0.0,51870,376.2286806496115,376.2286806496115,450,,,0.0,1681393062.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,347,1.0,0.0,52315,376.2286806496115,376.2286806496115,451,,,0.0,1681393063.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,348,1.0,0.0,52758,376.2286806496115,376.2286806496115,453,,,0.0,1681393065.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,349,1.0,0.0,53202,376.2286806496115,376.2286806496115,454,,,0.0,1681393066.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,350,1.0,0.0,53646,376.2286806496115,376.2286806496115,455,,,0.0,1681393067.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,351,1.0,0.0,54091,376.2286806496115,376.2286806496115,456,,,0.0,1681393068.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,352,1.0,0.0,54535,376.2286806496115,376.2286806496115,457,,,0.0,1681393069.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,353,1.0,0.0,54979,376.2286806496115,376.2286806496115,459,,,0.0,1681393071.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,354,1.0,0.0,55423,376.2286806496115,376.2286806496115,460,,,0.0,1681393072.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,355,1.0,0.0,55867,376.2286806496115,376.2286806496115,461,,,0.0,1681393073.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,356,1.0,0.0,56308,376.2286806496115,376.2286806496115,462,,,0.0,1681393074.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,357,1.0,0.0,56750,376.2286806496115,376.2286806496115,463,,,0.0,1681393075.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,358,1.0,0.0,57192,376.2286806496115,376.2286806496115,464,,,0.0,1681393076.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,359,1.0,0.0,57635,376.2286806496115,376.2286806496115,466,,,0.0,1681393078.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,360,1.0,0.0,58077,376.2286806496115,376.2286806496115,467,,,0.0,1681393079.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,361,1.0,0.0,58518,376.2286806496115,376.2286806496115,468,,,0.0,1681393080.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,362,1.0,0.0,58963,376.2286806496115,376.2286806496115,469,,,0.0,1681393081.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,363,1.0,0.0,59405,376.2286806496115,376.2286806496115,470,,,0.0,1681393082.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,364,1.0,0.0,59848,376.2286806496115,376.2286806496115,471,,,0.0,1681393083.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,365,1.0,0.0,60293,376.2286806496115,376.2286806496115,473,,,0.0,1681393085.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,366,1.0,0.0,60737,376.2286806496115,376.2286806496115,474,,,0.0,1681393086.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,367,1.0,0.0,61183,376.2286806496115,376.2286806496115,475,,,0.0,1681393087.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,368,1.0,0.0,61626,376.2286806496115,376.2286806496115,476,,,0.0,1681393088.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,369,1.0,0.0,62068,376.2286806496115,376.2286806496115,477,,,0.0,1681393089.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,370,1.0,0.0,62513,376.2286806496115,376.2286806496115,479,,,0.0,1681393091.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,371,1.0,0.0,62959,376.2286806496115,376.2286806496115,480,,,0.0,1681393092.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,372,1.0,0.0,63404,376.2286806496115,376.2286806496115,481,,,0.0,1681393093.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,373,1.0,0.0,63847,376.2286806496115,376.2286806496115,482,,,0.0,1681393094.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,374,1.0,0.0,64291,376.2286806496115,376.2286806496115,483,,,0.0,1681393095.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,375,1.0,0.0,64734,376.2286806496115,376.2286806496115,484,,,0.0,1681393096.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,376,1.0,0.0,65177,376.2286806496115,376.2286806496115,486,,,0.0,1681393098.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,377,1.0,0.0,65621,376.2286806496115,376.2286806496115,487,,,0.0,1681393099.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,378,1.0,0.0,66062,376.2286806496115,376.2286806496115,488,,,0.0,1681393100.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,379,1.0,0.0,66505,376.2286806496115,376.2286806496115,489,,,0.0,1681393101.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,380,1.0,0.0,66951,376.2286806496115,376.2286806496115,490,,,0.0,1681393102.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,381,1.0,0.0,67392,376.2286806496115,376.2286806496115,492,,,0.0,1681393104.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,382,1.0,0.0,67836,376.2286806496115,376.2286806496115,493,,,0.0,1681393105.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,383,1.0,0.0,68280,376.2286806496115,376.2286806496115,494,,,0.0,1681393106.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,384,1.0,0.0,68723,376.2286806496115,376.2286806496115,495,,,0.0,1681393107.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,385,1.0,0.0,69165,376.2286806496115,376.2286806496115,496,,,0.0,1681393108.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,386,1.0,0.0,69609,376.2286806496115,376.2286806496115,497,,,0.0,1681393109.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,387,1.0,0.0,70051,376.2286806496115,376.2286806496115,499,,,0.0,1681393111.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,388,1.0,0.0,70493,376.2286806496115,376.2286806496115,500,,,0.0,1681393112.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,389,1.0,0.0,70935,376.2286806496115,376.2286806496115,501,,,0.0,1681393113.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,390,1.0,0.0,71376,376.2286806496115,376.2286806496115,502,,,0.0,1681393114.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,391,1.0,0.0,71818,376.2286806496115,376.2286806496115,503,,,0.0,1681393115.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,392,1.0,0.0,72259,376.2286806496115,376.2286806496115,504,,,0.0,1681393116.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,393,1.0,0.0,72704,376.2286806496115,376.2286806496115,506,,,0.0,1681393118.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,394,1.0,0.0,73147,376.2286806496115,376.2286806496115,507,,,0.0,1681393119.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,395,1.0,0.0,73592,376.2286806496115,376.2286806496115,508,,,0.0,1681393120.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,396,1.0,0.0,74036,376.2286806496115,376.2286806496115,509,,,0.0,1681393121.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,397,1.0,0.0,74478,376.2286806496115,376.2286806496115,510,,,0.0,1681393122.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,398,1.0,0.0,74922,376.2286806496115,376.2286806496115,512,,,0.0,1681393124.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,399,1.0,0.0,75365,376.2286806496115,376.2286806496115,513,,,0.0,1681393125.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,400,1.0,0.0,75810,376.2286806496115,376.2286806496115,514,,,0.0,1681393126.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,401,1.0,0.0,76251,376.2286806496115,376.2286806496115,515,,,0.0,1681393127.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,402,1.0,0.0,76693,376.2286806496115,376.2286806496115,516,,,0.0,1681393128.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,403,1.0,0.0,77135,376.2286806496115,376.2286806496115,517,,,0.0,1681393129.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,404,1.0,0.0,77577,376.2286806496115,376.2286806496115,519,,,0.0,1681393131.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,405,1.0,0.0,78020,376.2286806496115,376.2286806496115,520,,,0.0,1681393132.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,406,1.0,0.0,78463,376.2286806496115,376.2286806496115,521,,,0.0,1681393133.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,407,1.0,0.0,78906,376.2286806496115,376.2286806496115,522,,,0.0,1681393134.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,408,1.0,0.0,79347,376.2286806496115,376.2286806496115,523,,,0.0,1681393135.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,409,1.0,0.0,79790,376.2286806496115,376.2286806496115,524,,,0.0,1681393136.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,410,1.0,0.0,80230,376.2286806496115,376.2286806496115,526,,,0.0,1681393138.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,411,1.0,0.0,80672,376.2286806496115,376.2286806496115,527,,,0.0,1681393139.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,412,1.0,0.0,81113,376.2286806496115,376.2286806496115,528,,,0.0,1681393140.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,413,1.0,0.0,81555,376.2286806496115,376.2286806496115,529,,,0.0,1681393141.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,414,1.0,0.0,81997,376.2286806496115,376.2286806496115,530,,,0.0,1681393142.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,415,1.0,0.0,82439,376.2286806496115,376.2286806496115,532,,,0.0,1681393144.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,416,1.0,0.0,82881,376.2286806496115,376.2286806496115,533,,,0.0,1681393145.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,417,1.0,0.0,83323,376.2286806496115,376.2286806496115,534,,,0.0,1681393146.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,418,1.0,0.0,83766,376.2286806496115,376.2286806496115,535,,,0.0,1681393147.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,419,1.0,0.0,84210,376.2286806496115,376.2286806496115,536,,,0.0,1681393148.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,420,1.0,0.0,84652,376.2286806496115,376.2286806496115,537,,,0.0,1681393149.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,421,1.0,0.0,85095,376.2286806496115,376.2286806496115,539,,,0.0,1681393151.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,422,1.0,0.0,85537,376.2286806496115,376.2286806496115,540,,,0.0,1681393152.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,423,1.0,0.0,85979,376.2286806496115,376.2286806496115,541,,,0.0,1681393153.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,424,1.0,0.0,86421,376.2286806496115,376.2286806496115,542,,,0.0,1681393154.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,425,1.0,0.0,86863,376.2286806496115,376.2286806496115,543,,,0.0,1681393155.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,426,1.0,0.0,87304,376.2286806496115,376.2286806496115,544,,,0.0,1681393156.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,427,1.0,0.0,87746,376.2286806496115,376.2286806496115,546,,,0.0,1681393158.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,428,1.0,0.0,88189,376.2286806496115,376.2286806496115,547,,,0.0,1681393159.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,429,1.0,0.0,88632,376.2286806496115,376.2286806496115,548,,,0.0,1681393160.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,430,1.0,0.0,89074,376.2286806496115,376.2286806496115,549,,,0.0,1681393161.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,431,1.0,0.0,89516,376.2286806496115,376.2286806496115,550,,,0.0,1681393162.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,432,1.0,0.0,89958,376.2286806496115,376.2286806496115,552,,,0.0,1681393164.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,433,1.0,0.0,90401,376.2286806496115,376.2286806496115,553,,,0.0,1681393165.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,434,1.0,0.0,90843,376.2286806496115,376.2286806496115,554,,,0.0,1681393166.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,435,1.0,0.0,91287,376.2286806496115,376.2286806496115,555,,,0.0,1681393167.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,436,1.0,0.0,91730,376.2286806496115,376.2286806496115,556,,,0.0,1681393168.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,437,1.0,0.0,92175,376.2286806496115,376.2286806496115,557,,,0.0,1681393169.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,438,1.0,0.0,92616,376.2286806496115,376.2286806496115,559,,,0.0,1681393171.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,439,1.0,0.0,93059,376.2286806496115,376.2286806496115,560,,,0.0,1681393172.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,440,1.0,0.0,93501,376.2286806496115,376.2286806496115,561,,,0.0,1681393173.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,441,1.0,0.0,93944,376.2286806496115,376.2286806496115,562,,,0.0,1681393174.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,442,1.0,0.0,94386,376.2286806496115,376.2286806496115,563,,,0.0,1681393175.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,443,1.0,0.0,94836,376.2286806496115,376.2286806496115,564,,,0.0,1681393176.0,,256.86,2,,1
22144.0,,0.0,10.0,,0,1.0,119.37,,10656.0,192,444,1.0,0.0,312,332.56127860129214,332.56127860129214,566,,,97.59,1681393178.0,,256.86,2,,2
128.0,2.0,0.0,10.0,65600.0,0,2.0,100.03,128.99702084503778,64.0,608,445,2.0,0.0,720,339.83320944209567,339.83320944209567,567,254.26943804696202,0.0,94.31,1681393179.0,32800.0,232.53,2,0.0,2
384.0,,0.0,10.0,,0,2.0,109.62,,224.0,1024,446,2.0,0.0,1185,365.9380389158485,365.9380389158485,568,,,86.31,1681393180.0,,230.21,2,,2
672.0,,0.0,10.0,,0,2.0,113.85,,352.0,1408,447,2.0,0.0,1649,376.9154900349454,376.9154900349454,569,,,82.56,1681393181.0,,252.09,2,,2
896.0,,0.0,10.0,,0,2.0,117.25,,512.0,1728,448,2.0,0.0,1855,305.48773957860334,305.48773957860334,570,,,101.19,1681393182.0,,259.67,2,,2
1088.0,,0.0,10.0,,0,2.0,118.72,,640.0,2016,449,2.0,0.0,2312,341.50680879568137,341.50680879568137,572,,,89.18,1681393184.0,,186.77,2,,2
1312.0,,0.0,10.0,,0,2.0,119.43,,704.0,2144,450,2.0,0.0,2616,321.1373612511136,321.1373612511136,573,,,93.89,1681393185.0,,222.08,2,,2
1312.0,,0.0,10.0,,0,2.0,99.06,,832.0,2496,451,2.0,0.0,2581,235.08102464655366,235.08102464655366,574,,,128.41,1681393186.0,,222.08,2,,2
1504.0,,0.0,10.0,,0,2.0,107.39,,992.0,2944,452,2.0,0.0,3067,305.2168636407633,305.2168636407633,575,,,97.31,1681393187.0,,127.69,2,,2
1824.0,,0.0,10.0,,0,2.0,111.91,,1120.0,3424,453,2.0,0.0,3536,349.02943037983164,349.02943037983164,576,,,83.75,1681393188.0,,193.31,2,,2
2144.0,,0.0,10.0,,0,2.0,115.79,,1280.0,3840,454,2.0,0.0,3998,370.37754136240153,370.37754136240153,577,,,77.68,1681393189.0,,233.24,2,,2
2432.0,,0.0,10.0,,0,2.0,117.77,,1408.0,4320,455,2.0,0.0,4462,381.5048362298333,381.5048362298333,579,,,74.2,1681393191.0,,252.61,2,,2
2752.0,,0.0,10.0,,0,2.0,119.48,,1568.0,4768,456,2.0,0.0,4922,385.6458357314216,385.6458357314216,580,,,72.21,1681393192.0,,262.03,2,,2
3072.0,,0.0,10.0,,0,2.0,120.14,,1696.0,5248,457,2.0,0.0,5378,386.29404365878656,386.29404365878656,581,,,70.9,1681393193.0,,265.5,2,,2
3392.0,,0.0,10.0,,0,2.0,120.7,,1856.0,5696,458,2.0,0.0,5831,385.92755658835006,385.92755658835006,582,,,69.8,1681393194.0,,265.6,2,,2
3712.0,,0.0,10.0,,0,2.0,121.13,,1984.0,6144,459,2.0,0.0,6285,385.97460203343843,385.97460203343843,583,,,68.61,1681393195.0,,264.79,2,,2
4000.0,,0.0,10.0,,0,2.0,121.26,,2144.0,6592,460,2.0,0.0,6743,386.87022421219444,386.87022421219444,585,,,67.27,1681393197.0,,264.71,2,,2
4320.0,,0.0,10.0,,0,2.0,121.38,,2272.0,7072,461,2.0,0.0,7199,387.84233208592434,387.84233208592434,586,,,65.93,1681393198.0,,265.49,2,,2
4640.0,,0.0,10.0,,0,2.0,121.58,,2432.0,7520,462,2.0,0.0,7660,389.2822651297606,389.2822651297606,587,,,64.5,1681393199.0,,266.26,2,,2
4960.0,,0.0,10.0,,0,2.0,121.62,,2560.0,7968,463,2.0,0.0,8109,386.49539464643306,386.49539464643306,588,,,63.8,1681393200.0,,267.66,2,,2
5248.0,,0.0,10.0,,0,2.0,121.43,,2720.0,8416,464,2.0,0.0,8558,384.73716070020106,384.73716070020106,589,,,62.92,1681393201.0,,265.07,2,,2
5568.0,,0.0,10.0,,0,2.0,121.48,,2848.0,8896,465,2.0,0.0,9021,388.9163529683908,388.9163529683908,590,,,61.06,1681393202.0,,263.26,2,,2
5888.0,,0.0,10.0,,0,2.0,121.52,,3008.0,9344,466,2.0,0.0,9479,389.61385294532647,389.61385294532647,592,,,59.78,1681393204.0,,267.39,2,,2
6208.0,,0.0,10.0,,0,2.0,121.42,,3136.0,9792,467,2.0,0.0,9937,390.7427447981688,390.7427447981688,593,,,58.43,1681393205.0,,268.2,2,,2
6528.0,,0.0,10.0,,0,2.0,121.32,,3264.0,10240,468,2.0,0.0,10391,388.3866331359155,388.3866331359155,594,,,57.62,1681393206.0,,269.43,2,,2
6816.0,,0.0,10.0,,0,2.0,121.19,,3424.0,10688,469,2.0,0.0,10849,388.5671297653636,388.5671297653636,595,,,56.41,1681393207.0,,267.19,2,,2
7136.0,,0.0,10.0,,0,2.0,121.19,,3552.0,11136,470,2.0,0.0,11280,379.88181652487106,379.88181652487106,596,,,56.56,1681393208.0,,267.38,2,,2
7456.0,,0.0,10.0,,0,2.0,115.45,,3680.0,11616,471,2.0,0.0,11745,386.8178938573174,386.8178938573174,597,,,54.35,1681393209.0,,264.43,2,,2
7776.0,,0.0,10.0,,0,2.0,117.85,,3840.0,12064,472,2.0,0.0,12201,387.21121649062536,387.21121649062536,599,,,53.12,1681393211.0,,268.97,2,,2
8096.0,,0.0,10.0,,0,2.0,119.01,,3968.0,12512,473,2.0,0.0,12659,388.09384620713337,388.09384620713337,600,,,51.82,1681393212.0,,268.21,2,,2
8384.0,,0.0,10.0,,0,2.0,119.8,,4128.0,12960,474,2.0,0.0,13113,386.920573701759,386.920573701759,601,,,50.8,1681393213.0,,268.3,2,,2
8704.0,,0.0,10.0,,0,2.0,120.22,,4256.0,13440,475,2.0,0.0,13572,388.7605520231018,388.7605520231018,602,,,49.38,1681393214.0,,266.7,2,,2
9024.0,,0.0,10.0,,0,2.0,120.56,,4416.0,13888,476,2.0,0.0,14030,388.1018615358791,388.1018615358791,603,,,48.28,1681393215.0,,268.2,2,,2
9344.0,,0.0,10.0,,0,2.0,120.68,,4544.0,14336,477,2.0,0.0,14484,387.7231540962604,387.7231540962604,604,,,47.16,1681393216.0,,267.42,2,,2
9664.0,,0.0,10.0,,0,2.0,120.79,,4672.0,14784,478,2.0,0.0,14935,386.23119791144063,386.23119791144063,606,,,46.17,1681393218.0,,266.93,2,,2
9952.0,,0.0,10.0,,0,2.0,120.92,,4832.0,15232,479,2.0,0.0,15388,385.1409640999772,385.1409640999772,607,,,45.13,1681393219.0,,265.31,2,,2
10272.0,,0.0,10.0,,0,2.0,120.89,,4960.0,15712,480,2.0,0.0,15847,387.50998092155766,387.50998092155766,608,,,43.67,1681393220.0,,264.25,2,,2
10592.0,,0.0,10.0,,0,2.0,120.97,,5120.0,16160,481,2.0,0.0,16304,387.4742755013312,387.4742755013312,609,,,42.49,1681393221.0,,266.54,2,,2
10912.0,,0.0,10.0,,0,2.0,121.4,,5248.0,16640,482,2.0,0.0,16757,387.0776679957142,387.0776679957142,610,,,41.36,1681393222.0,,266.08,2,,2
11232.0,,0.0,10.0,,0,2.0,120.95,,5408.0,17056,483,2.0,0.0,17211,386.5913662040884,386.5913662040884,612,,,40.24,1681393224.0,,266.13,2,,2
11520.0,,0.0,10.0,,0,2.0,120.87,,5536.0,17536,484,2.0,0.0,17663,385.8433564346545,385.8433564346545,613,,,39.15,1681393225.0,,265.72,2,,2
11840.0,,0.0,10.0,,0,2.0,120.85,,5696.0,17984,485,2.0,0.0,18111,383.03289545369404,383.03289545369404,614,,,38.27,1681393226.0,,264.99,2,,2
12160.0,,0.0,10.0,,0,2.0,120.82,,5824.0,18400,486,2.0,0.0,18565,384.88828366682174,384.88828366682174,615,,,36.9,1681393227.0,,262.21,2,,2
