04_peers/peer_1_samples_accumulated,03_hivemind/overshot_TBS,04_peers/peer_2_epoch_oos,03_hivemind/next_fetch_time_s,03_hivemind/total_training_samples,03_hivemind/num_clients,04_peers/peer_1_epoch,04_peers/peer_2_samples_per_second,03_hivemind/epoch_based_sps,04_peers/peer_2_samples_accumulated,03_hivemind/global_samples_accumulated,_step,04_peers/peer_2_epoch,04_peers/peer_1_epoch_oos,03_hivemind/estimated_current_samples,03_hivemind/actual_total_samples_per_second,03_hivemind/optimistic_total_samples_per_second,_runtime,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/eta_next_epoch_s,_timestamp,03_hivemind/per_epoch_training_samples,04_peers/peer_1_samples_per_second,03_hivemind/num_peers,03_hivemind/reached_TBS,03_hivemind/global_epoch
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,179,0.0,0.0,79261,381.92778017134185,381.92778017134185,253,,,0.0,1681392865.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,180,0.0,0.0,79711,381.92778017134185,381.92778017134185,255,,,0.0,1681392867.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,181,0.0,0.0,80159,381.92778017134185,381.92778017134185,256,,,0.0,1681392868.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,182,0.0,0.0,80608,381.92778017134185,381.92778017134185,257,,,0.0,1681392869.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,183,0.0,0.0,81057,381.92778017134185,381.92778017134185,258,,,0.0,1681392870.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,184,0.0,0.0,81509,381.92778017134185,381.92778017134185,259,,,0.0,1681392871.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,185,0.0,0.0,81958,381.92778017134185,381.92778017134185,261,,,0.0,1681392873.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,186,0.0,0.0,82407,381.92778017134185,381.92778017134185,262,,,0.0,1681392874.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,187,0.0,0.0,82857,381.92778017134185,381.92778017134185,263,,,0.0,1681392875.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,188,0.0,0.0,83307,381.92778017134185,381.92778017134185,264,,,0.0,1681392876.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,189,0.0,0.0,83759,381.92778017134185,381.92778017134185,265,,,0.0,1681392877.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,190,0.0,0.0,84208,381.92778017134185,381.92778017134185,266,,,0.0,1681392878.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,191,0.0,0.0,84657,381.92778017134185,381.92778017134185,268,,,0.0,1681392880.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,192,0.0,0.0,85107,381.92778017134185,381.92778017134185,269,,,0.0,1681392881.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,193,0.0,0.0,85555,381.92778017134185,381.92778017134185,270,,,0.0,1681392882.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,194,0.0,0.0,86004,381.92778017134185,381.92778017134185,271,,,0.0,1681392883.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,195,0.0,0.0,86452,381.92778017134185,381.92778017134185,272,,,0.0,1681392884.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,196,0.0,0.0,86903,381.92778017134185,381.92778017134185,273,,,0.0,1681392885.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,197,0.0,0.0,87353,381.92778017134185,381.92778017134185,275,,,0.0,1681392887.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,198,0.0,0.0,87802,381.92778017134185,381.92778017134185,276,,,0.0,1681392888.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,199,0.0,0.0,88303,381.92778017134185,381.92778017134185,277,,,0.0,1681392889.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,200,0.0,0.0,88752,381.92778017134185,381.92778017134185,278,,,0.0,1681392890.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,201,0.0,0.0,89202,381.92778017134185,381.92778017134185,280,,,0.0,1681392892.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,202,0.0,0.0,89651,381.92778017134185,381.92778017134185,281,,,0.0,1681392893.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,203,0.0,0.0,90101,381.92778017134185,381.92778017134185,282,,,0.0,1681392894.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,204,0.0,0.0,90552,381.92778017134185,381.92778017134185,283,,,0.0,1681392895.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,205,0.0,0.0,91001,381.92778017134185,381.92778017134185,284,,,0.0,1681392896.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,206,0.0,0.0,91451,381.92778017134185,381.92778017134185,285,,,0.0,1681392897.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,207,0.0,0.0,91902,381.92778017134185,381.92778017134185,287,,,0.0,1681392899.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,208,0.0,0.0,92353,381.92778017134185,381.92778017134185,288,,,0.0,1681392900.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,209,0.0,0.0,92804,381.92778017134185,381.92778017134185,289,,,0.0,1681392901.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,210,0.0,0.0,93253,381.92778017134185,381.92778017134185,290,,,0.0,1681392902.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,211,0.0,0.0,93703,381.92778017134185,381.92778017134185,291,,,0.0,1681392903.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,212,0.0,0.0,94153,381.92778017134185,381.92778017134185,292,,,0.0,1681392904.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,213,0.0,0.0,94602,381.92778017134185,381.92778017134185,294,,,0.0,1681392906.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,214,0.0,0.0,95051,381.92778017134185,381.92778017134185,295,,,0.0,1681392907.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,215,0.0,0.0,95500,381.92778017134185,381.92778017134185,296,,,0.0,1681392908.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,216,0.0,0.0,95950,381.92778017134185,381.92778017134185,297,,,0.0,1681392909.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,217,0.0,0.0,96399,381.92778017134185,381.92778017134185,298,,,0.0,1681392910.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,218,0.0,0.0,96848,381.92778017134185,381.92778017134185,300,,,0.0,1681392912.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,219,0.0,0.0,97299,381.92778017134185,381.92778017134185,301,,,0.0,1681392913.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,220,0.0,0.0,97748,381.92778017134185,381.92778017134185,302,,,0.0,1681392914.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,221,0.0,0.0,98198,381.92778017134185,381.92778017134185,303,,,0.0,1681392915.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,222,0.0,0.0,98649,381.92778017134185,381.92778017134185,304,,,0.0,1681392916.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,223,0.0,0.0,99097,381.92778017134185,381.92778017134185,305,,,0.0,1681392917.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,224,0.0,0.0,99545,381.92778017134185,381.92778017134185,307,,,0.0,1681392919.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,225,0.0,0.0,99996,381.92778017134185,381.92778017134185,308,,,0.0,1681392920.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,226,0.0,0.0,100446,381.92778017134185,381.92778017134185,309,,,0.0,1681392921.0,,262.47,2,,0
22656.0,,0.0,0.5,,0,0.0,119.46,,10144.0,32800,227,0.0,0.0,100933,381.92778017134185,381.92778017134185,310,,,0.0,1681392922.0,,262.47,2,,0
22656.0,,0.0,10.0,,0,0.0,119.46,,10144.0,320,228,0.0,0.0,412,279.65298693778266,279.65298693778266,311,,,115.7,1681392923.0,,262.47,2,,1
160.0,1.0,0.0,10.0,32800.0,0,1.0,113.88,122.14412108334221,160.0,672,229,1.0,0.0,778,292.4703267402261,292.4703267402261,313,268.5352328796871,0.0,109.38,1681392925.0,32800.0,165.77,2,0.0,1
384.0,,0.0,10.0,,0,1.0,112.33,,288.0,992,230,1.0,0.0,1108,292.3593878863149,292.3593878863149,314,,,108.29,1681392926.0,,180.14,2,,1
640.0,,0.0,10.0,,0,1.0,98.7,,352.0,1248,231,1.0,0.0,1490,302.40590178694663,302.40590178694663,315,,,103.43,1681392927.0,,193.66,2,,1
736.0,,0.0,10.0,,0,1.0,107.07,,512.0,1344,232,1.0,0.0,1860,306.23394148885285,306.23394148885285,316,,,100.93,1681392928.0,,195.34,2,,1
736.0,,0.0,10.0,,0,1.0,110.9,,608.0,1600,233,1.0,0.0,1693,202.5774401668831,202.5774401668831,317,,,153.4,1681392929.0,,195.34,2,,1
928.0,,0.0,10.0,,0,1.0,87.53,,672.0,1984,234,1.0,0.0,2071,240.9940007067226,240.9940007067226,318,,,127.38,1681392930.0,,115.05,2,,1
1152.0,,0.0,10.0,,0,1.0,98.92,,832.0,2432,235,1.0,0.0,2551,309.736593433068,309.736593433068,320,,,97.56,1681392932.0,,142.08,2,,1
1472.0,,0.0,10.0,,0,1.0,105.77,,960.0,2880,236,1.0,0.0,3019,348.903017853964,348.903017853964,321,,,85.26,1681392933.0,,203.97,2,,1
1760.0,,0.0,10.0,,0,1.0,111.99,,1120.0,3328,237,1.0,0.0,3486,370.1918788676697,370.1918788676697,322,,,79.1,1681392934.0,,236.91,2,,1
2080.0,,0.0,10.0,,0,1.0,115.11,,1248.0,3808,238,1.0,0.0,3949,381.30227620751407,381.30227620751407,323,,,75.58,1681392935.0,,255.08,2,,1
2400.0,,0.0,10.0,,0,1.0,117.83,,1408.0,4256,239,1.0,0.0,4406,384.0959989082517,384.0959989082517,324,,,73.84,1681392936.0,,263.47,2,,1
2720.0,,0.0,10.0,,0,1.0,119.15,,1536.0,4736,240,1.0,0.0,4868,387.9980743408509,387.9980743408509,326,,,71.91,1681392938.0,,264.95,2,,1
3040.0,,0.0,10.0,,0,1.0,120.1,,1696.0,5184,241,1.0,0.0,5328,388.5465518705987,388.5465518705987,327,,,70.62,1681392939.0,,267.9,2,,1
3360.0,,0.0,10.0,,0,1.0,120.72,,1824.0,5664,242,1.0,0.0,5787,389.1422796932128,389.1422796932128,328,,,69.33,1681392940.0,,267.82,2,,1
3680.0,,0.0,10.0,,0,1.0,121.06,,1984.0,6080,243,1.0,0.0,6235,384.2304546116775,384.2304546116775,329,,,69.06,1681392941.0,,268.08,2,,1
3968.0,,0.0,10.0,,0,1.0,121.04,,2112.0,6560,244,1.0,0.0,6693,386.9075765253481,386.9075765253481,330,,,67.39,1681392942.0,,263.19,2,,1
4288.0,,0.0,10.0,,0,1.0,121.08,,2272.0,7008,245,1.0,0.0,7144,385.50938104077744,385.50938104077744,331,,,66.47,1681392943.0,,265.83,2,,1
4608.0,,0.0,10.0,,0,1.0,121.36,,2400.0,7456,246,1.0,0.0,7603,386.9594415757231,386.9594415757231,333,,,65.03,1681392945.0,,264.15,2,,1
4896.0,,0.0,10.0,,0,1.0,121.55,,2560.0,7904,247,1.0,0.0,8055,385.68478205363834,385.68478205363834,334,,,64.07,1681392946.0,,265.41,2,,1
5216.0,,0.0,10.0,,0,1.0,121.4,,2688.0,8384,248,1.0,0.0,8513,387.20908269456856,387.20908269456856,335,,,62.64,1681392947.0,,264.28,2,,1
5536.0,,0.0,10.0,,0,1.0,121.32,,2848.0,8832,249,1.0,0.0,8970,387.25634671963445,387.25634671963445,336,,,61.45,1681392948.0,,265.89,2,,1
5856.0,,0.0,10.0,,0,1.0,121.31,,2976.0,9312,250,1.0,0.0,9425,386.77503694929754,386.77503694929754,337,,,60.35,1681392949.0,,265.95,2,,1
6176.0,,0.0,10.0,,0,1.0,121.16,,3136.0,9728,251,1.0,0.0,9878,386.4109691800732,386.4109691800732,338,,,59.24,1681392950.0,,265.61,2,,1
6464.0,,0.0,10.0,,0,1.0,121.1,,3264.0,10176,252,1.0,0.0,10320,381.60203507427207,381.60203507427207,340,,,58.83,1681392952.0,,265.31,2,,1
6784.0,,0.0,10.0,,0,1.0,121.04,,3392.0,10624,253,1.0,0.0,10774,383.11259237945444,383.11259237945444,341,,,57.41,1681392953.0,,260.56,2,,1
7072.0,,0.0,10.0,,0,1.0,121.05,,3552.0,11072,254,1.0,0.0,11233,386.2802378967085,386.2802378967085,342,,,55.75,1681392954.0,,262.07,2,,1
7392.0,,0.0,10.0,,0,1.0,120.98,,3680.0,11552,255,1.0,0.0,11685,384.60114738154414,384.60114738154414,343,,,54.82,1681392955.0,,265.3,2,,1
7712.0,,0.0,10.0,,0,1.0,121.09,,3840.0,12000,256,1.0,0.0,12140,386.0290263059585,386.0290263059585,344,,,53.44,1681392956.0,,263.51,2,,1
8032.0,,0.0,10.0,,0,1.0,120.97,,3968.0,12448,257,1.0,0.0,12596,386.8803892436527,386.8803892436527,346,,,52.14,1681392958.0,,265.06,2,,1
8320.0,,0.0,10.0,,0,1.0,120.94,,4128.0,12896,258,1.0,0.0,13051,387.22297035663524,387.22297035663524,347,,,50.92,1681392959.0,,265.94,2,,1
8640.0,,0.0,10.0,,0,1.0,120.98,,4256.0,13376,259,1.0,0.0,13504,385.68384565309555,385.68384565309555,348,,,49.95,1681392960.0,,266.24,2,,1
8960.0,,0.0,10.0,,0,1.0,121.07,,4416.0,13824,260,1.0,0.0,13954,383.1919256958411,383.1919256958411,349,,,49.1,1681392961.0,,264.62,2,,1
9280.0,,0.0,10.0,,0,1.0,121.15,,4544.0,14240,261,1.0,0.0,14408,384.94301489466176,384.94301489466176,350,,,47.7,1681392962.0,,262.04,2,,1
9568.0,,0.0,10.0,,0,1.0,121.05,,4672.0,14720,262,1.0,0.0,14860,384.6123427416386,384.6123427416386,351,,,46.56,1681392963.0,,263.89,2,,1
9888.0,,0.0,10.0,,0,1.0,120.94,,4832.0,15168,263,1.0,0.0,15311,383.1975441009471,383.1975441009471,353,,,45.56,1681392965.0,,263.67,2,,1
10208.0,,0.0,10.0,,0,1.0,120.97,,4960.0,15616,264,1.0,0.0,15763,384.27727465448106,384.27727465448106,354,,,44.25,1681392966.0,,262.22,2,,1
10496.0,,0.0,10.0,,0,1.0,121.03,,5120.0,16064,265,1.0,0.0,16214,383.850694975885,383.850694975885,355,,,43.13,1681392967.0,,263.25,2,,1
10816.0,,0.0,10.0,,0,1.0,121.07,,5248.0,16544,266,1.0,0.0,16665,383.5155217631444,383.5155217631444,356,,,41.99,1681392968.0,,262.78,2,,1
11136.0,,0.0,10.0,,0,1.0,120.96,,5408.0,16960,267,1.0,0.0,17114,382.11535682127675,382.11535682127675,357,,,40.97,1681392969.0,,262.56,2,,1
11424.0,,0.0,10.0,,0,1.0,120.93,,5536.0,17440,268,1.0,0.0,17562,381.50554790978043,381.50554790978043,358,,,39.86,1681392970.0,,261.19,2,,1
11744.0,,0.0,10.0,,0,1.0,120.66,,5696.0,17856,269,1.0,0.0,18015,383.69082843567946,383.69082843567946,360,,,38.45,1681392972.0,,260.85,2,,1
12032.0,,0.0,10.0,,0,1.0,120.6,,5824.0,18304,270,1.0,0.0,18473,386.3257809798175,386.3257809798175,361,,,37.0,1681392973.0,,263.09,2,,1
12352.0,,0.0,10.0,,0,1.0,120.57,,5952.0,18784,271,1.0,0.0,18928,386.33082939589974,386.33082939589974,362,,,35.82,1681392974.0,,265.76,2,,1
12672.0,,0.0,10.0,,0,1.0,120.35,,6112.0,19232,272,1.0,0.0,19385,386.51950751946055,386.51950751946055,363,,,34.63,1681392975.0,,265.99,2,,1
12992.0,,0.0,10.0,,0,1.0,120.33,,6240.0,19712,273,1.0,0.0,19836,385.0885983403545,385.0885983403545,364,,,33.58,1681392976.0,,266.19,2,,1
13312.0,,0.0,10.0,,0,1.0,120.34,,6400.0,20128,274,1.0,0.0,20290,385.64413626977495,385.64413626977495,366,,,32.36,1681392978.0,,264.75,2,,1
13600.0,,0.0,10.0,,0,1.0,120.29,,6528.0,20608,275,1.0,0.0,20747,386.28040455764926,386.28040455764926,367,,,31.12,1681392979.0,,265.36,2,,1
13920.0,,0.0,10.0,,0,1.0,120.18,,6688.0,21056,276,1.0,0.0,21202,386.4066602197516,386.4066602197516,368,,,29.93,1681392980.0,,266.1,2,,1
14240.0,,0.0,10.0,,0,1.0,120.28,,6816.0,21248,277,1.0,0.0,21356,266.66912522531356,266.66912522531356,369,,,42.79,1681392981.0,,266.13,2,,1
14304.0,,0.0,10.0,,0,1.0,120.27,,6944.0,21696,278,1.0,0.0,21822,322.4128470584083,322.4128470584083,370,,,33.95,1681392982.0,,146.4,2,,1
14592.0,,0.0,10.0,,0,1.0,120.09,,7104.0,22080,279,1.0,0.0,22221,334.3056568895645,334.3056568895645,371,,,31.55,1681392983.0,,202.32,2,,1
14848.0,,0.0,10.0,,0,1.0,120.07,,7232.0,22560,280,1.0,0.0,22689,365.9708919957512,365.9708919957512,373,,,27.54,1681392985.0,,214.24,2,,1
15168.0,,0.0,10.0,,0,1.0,119.79,,7392.0,23008,281,1.0,0.0,23147,377.14870262207927,377.14870262207927,374,,,25.51,1681392986.0,,246.19,2,,1
15488.0,,0.0,9.62,,0,1.0,119.88,,7520.0,23488,282,1.0,0.0,23599,381.1164822362732,381.1164822362732,375,,,24.06,1681392987.0,,257.27,2,,1
15808.0,,0.0,9.15,,0,1.0,119.84,,7680.0,23904,283,1.0,0.0,24048,381.24450256686856,381.24450256686856,376,,,22.87,1681392988.0,,261.27,2,,1
16096.0,,0.0,8.63,,0,1.0,119.89,,7808.0,24352,284,1.0,0.0,24500,383.22883464900445,383.22883464900445,377,,,21.57,1681392989.0,,261.35,2,,1
16416.0,,0.0,8.14,,0,1.0,119.9,,7936.0,24832,285,1.0,0.0,24952,384.1061490577375,384.1061490577375,379,,,20.35,1681392991.0,,263.33,2,,1
16736.0,,0.0,7.68,,0,1.0,119.82,,8096.0,25248,286,1.0,0.0,25403,383.78851667072786,383.78851667072786,380,,,19.19,1681392992.0,,264.29,2,,1
17024.0,,0.0,7.18,,0,1.0,119.74,,8224.0,25728,287,1.0,0.0,25857,384.82539014714786,384.82539014714786,381,,,17.96,1681392993.0,,264.05,2,,1
17344.0,,0.0,6.77,,0,1.0,119.75,,8384.0,26176,288,1.0,0.0,26303,382.1173711243599,382.1173711243599,382,,,16.92,1681392994.0,,265.08,2,,1
17664.0,,0.0,6.3,,0,1.0,119.63,,8512.0,26592,289,1.0,0.0,26751,382.0899504659,382.0899504659,383,,,15.75,1681392995.0,,262.49,2,,1
17952.0,,0.0,5.82,,0,1.0,119.57,,8640.0,27072,290,1.0,0.0,27201,382.4133524558885,382.4133524558885,384,,,14.56,1681392996.0,,262.52,2,,1
18272.0,,0.0,5.36,,0,1.0,119.7,,8800.0,27520,291,1.0,0.0,27651,382.1857308725208,382.1857308725208,386,,,13.39,1681392998.0,,262.71,2,,1
18592.0,,0.0,4.85,,0,1.0,119.63,,8928.0,27968,292,1.0,0.0,28105,384.5156619791404,384.5156619791404,387,,,12.13,1681392999.0,,262.56,2,,1
18880.0,,0.0,4.36,,0,1.0,119.67,,9088.0,28416,293,1.0,0.0,28561,385.9067148289937,385.9067148289937,388,,,10.9,1681393000.0,,264.85,2,,1
19200.0,,0.0,3.9,,0,1.0,119.77,,9216.0,28864,294,1.0,0.0,29014,385.2339281411299,385.2339281411299,389,,,9.75,1681393001.0,,266.13,2,,1
19520.0,,0.0,3.45,,0,1.0,119.69,,9344.0,29248,295,1.0,0.0,29463,383.6607662600941,383.6607662600941,390,,,8.61,1681393002.0,,265.54,2,,1
19744.0,,0.0,4.0,,0,1.0,119.54,,9504.0,29568,296,1.0,0.0,29677,309.21871625540007,309.21871625540007,391,,,10.0,1681393003.0,,264.12,2,,1
19936.0,,0.0,3.02,,0,1.0,119.57,,9632.0,29984,297,1.0,0.0,30140,348.62398837127284,348.62398837127284,393,,,7.54,1681393005.0,,189.65,2,,1
20224.0,,0.0,2.4,,0,1.0,119.66,,9760.0,30464,298,1.0,0.0,30588,363.90109833071165,363.90109833071165,394,,,5.99,1681393006.0,,228.96,2,,1
20544.0,,0.0,1.83,,0,1.0,119.58,,9920.0,30880,299,1.0,0.0,31045,376.08822839035344,376.08822839035344,395,,,4.58,1681393007.0,,244.32,2,,1
20832.0,,0.0,1.34,,0,1.0,119.48,,10048.0,31360,300,1.0,0.0,31496,379.38651491233225,379.38651491233225,396,,,3.35,1681393008.0,,256.61,2,,1
21152.0,,0.0,0.86,,0,1.0,119.5,,10208.0,31808,301,1.0,0.0,31946,380.7774090778054,380.7774090778054,397,,,2.16,1681393009.0,,259.89,2,,1
21472.0,,0.0,0.5,,0,1.0,119.47,,10336.0,32256,302,1.0,0.0,32398,381.2681859004857,381.2681859004857,399,,,0.97,1681393011.0,,261.31,2,,1
21760.0,,0.0,0.5,,0,1.0,119.35,,10496.0,32704,303,1.0,0.0,32839,378.1087536790148,378.1087536790148,400,,,0.0,1681393012.0,,261.92,2,,1
22080.0,,0.0,0.5,,0,1.0,119.42,,10624.0,32800,304,1.0,0.0,33278,376.2286806496115,376.2286806496115,401,,,0.0,1681393013.0,,258.69,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,305,1.0,0.0,33721,376.2286806496115,376.2286806496115,402,,,0.0,1681393014.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,306,1.0,0.0,34163,376.2286806496115,376.2286806496115,403,,,0.0,1681393015.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,307,1.0,0.0,34607,376.2286806496115,376.2286806496115,404,,,0.0,1681393016.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,308,1.0,0.0,35051,376.2286806496115,376.2286806496115,406,,,0.0,1681393018.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,309,1.0,0.0,35493,376.2286806496115,376.2286806496115,407,,,0.0,1681393019.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,310,1.0,0.0,35936,376.2286806496115,376.2286806496115,408,,,0.0,1681393020.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,311,1.0,0.0,36378,376.2286806496115,376.2286806496115,409,,,0.0,1681393021.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,312,1.0,0.0,36819,376.2286806496115,376.2286806496115,410,,,0.0,1681393022.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,313,1.0,0.0,37261,376.2286806496115,376.2286806496115,411,,,0.0,1681393023.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,314,1.0,0.0,37702,376.2286806496115,376.2286806496115,413,,,0.0,1681393025.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,315,1.0,0.0,38145,376.2286806496115,376.2286806496115,414,,,0.0,1681393026.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,316,1.0,0.0,38587,376.2286806496115,376.2286806496115,415,,,0.0,1681393027.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,317,1.0,0.0,39029,376.2286806496115,376.2286806496115,416,,,0.0,1681393028.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,318,1.0,0.0,39471,376.2286806496115,376.2286806496115,417,,,0.0,1681393029.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,319,1.0,0.0,39912,376.2286806496115,376.2286806496115,419,,,0.0,1681393031.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,320,1.0,0.0,40354,376.2286806496115,376.2286806496115,420,,,0.0,1681393032.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,321,1.0,0.0,40796,376.2286806496115,376.2286806496115,421,,,0.0,1681393033.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,322,1.0,0.0,41237,376.2286806496115,376.2286806496115,422,,,0.0,1681393034.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,323,1.0,0.0,41680,376.2286806496115,376.2286806496115,423,,,0.0,1681393035.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,324,1.0,0.0,42122,376.2286806496115,376.2286806496115,424,,,0.0,1681393036.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,325,1.0,0.0,42564,376.2286806496115,376.2286806496115,426,,,0.0,1681393038.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,326,1.0,0.0,43006,376.2286806496115,376.2286806496115,427,,,0.0,1681393039.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,327,1.0,0.0,43448,376.2286806496115,376.2286806496115,428,,,0.0,1681393040.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,328,1.0,0.0,43889,376.2286806496115,376.2286806496115,429,,,0.0,1681393041.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,329,1.0,0.0,44330,376.2286806496115,376.2286806496115,430,,,0.0,1681393042.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,330,1.0,0.0,44773,376.2286806496115,376.2286806496115,431,,,0.0,1681393043.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,331,1.0,0.0,45215,376.2286806496115,376.2286806496115,433,,,0.0,1681393045.0,,256.86,2,,1
22144.0,,0.0,0.5,,0,1.0,119.37,,10656.0,32800,332,1.0,0.0,45659,376.2286806496115,376.2286806496115,434,,,0.0,1681393046.0,,256.86,2,,1
