03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,04_peers/peer_1_epoch,04_peers/peer_2_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/reached_TBS,04_peers/peer_1_epoch_oos,04_peers/peer_1_samples_accumulated,03_hivemind/num_clients,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_2_samples_per_second,03_hivemind/estimated_current_samples,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,_timestamp,03_hivemind/num_peers,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/optimistic_total_samples_per_second,_step,_runtime,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_s,04_peers/peer_2_epoch,03_hivemind/eta_next_epoch_s,04_peers/peer_2_samples_accumulated
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,29859,,,1683037644.0,2,4,1.1,1053.250733837027,134,199,1053.250733837027,,4.0,2.76,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,30938,,,1683037645.0,2,4,0.69,1053.250733837027,135,200,1053.250733837027,,4.0,1.74,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,32015,,,1683037646.0,2,4,0.5,1053.250733837027,136,201,1053.250733837027,,4.0,0.72,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,33093,,,1683037647.0,2,4,0.5,1053.250733837027,137,202,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,34165,,,1683037648.0,2,4,0.5,1053.250733837027,138,203,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,35244,,,1683037649.0,2,4,0.5,1053.250733837027,139,204,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,36321,,,1683037650.0,2,4,0.5,1053.250733837027,140,205,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,37401,,,1683037651.0,2,4,0.5,1053.250733837027,141,206,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,38475,,,1683037652.0,2,4,0.5,1053.250733837027,142,207,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,39555,,,1683037653.0,2,4,0.5,1053.250733837027,143,208,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,40629,,,1683037654.0,2,4,0.5,1053.250733837027,144,209,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,41706,,,1683037655.0,2,4,0.5,1053.250733837027,145,210,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,42786,,,1683037657.0,2,4,0.5,1053.250733837027,146,212,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,43859,,,1683037658.0,2,4,0.5,1053.250733837027,147,213,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,44933,,,1683037659.0,2,4,0.5,1053.250733837027,148,214,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,46005,,,1683037660.0,2,4,0.5,1053.250733837027,149,215,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,47080,,,1683037661.0,2,4,0.5,1053.250733837027,150,216,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,48154,,,1683037662.0,2,4,0.5,1053.250733837027,151,217,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,49229,,,1683037663.0,2,4,0.5,1053.250733837027,152,218,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,50299,,,1683037664.0,2,4,0.5,1053.250733837027,153,219,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,51371,,,1683037665.0,2,4,0.5,1053.250733837027,154,220,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,52444,,,1683037666.0,2,4,0.5,1053.250733837027,155,221,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,53518,,,1683037667.0,2,4,0.5,1053.250733837027,156,222,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,54592,,,1683037668.0,2,4,0.5,1053.250733837027,157,223,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,55672,,,1683037669.0,2,4,0.5,1053.250733837027,158,224,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,56746,,,1683037670.0,2,4,0.5,1053.250733837027,159,225,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,57817,,,1683037671.0,2,4,0.5,1053.250733837027,160,226,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,58891,,,1683037672.0,2,4,0.5,1053.250733837027,161,227,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,59963,,,1683037673.0,2,4,0.5,1053.250733837027,162,228,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,61037,,,1683037674.0,2,4,0.5,1053.250733837027,163,229,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,62114,,,1683037675.0,2,4,0.5,1053.250733837027,164,230,1053.250733837027,,4.0,0.0,0.0
,,4.0,0.0,0,,0.0,0.0,0,,533.67,519.58,63189,,,1683037676.0,2,4,0.5,1053.250733837027,165,231,1053.250733837027,,4.0,0.0,0.0
