03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
722,36.79536191508533,1,608,0,203.02,42,0,10.0,36.79536191508533,1683057730,0,,,,,,,,,,,,,,,
4220,842.4617847089593,1,4128,1,4.71,43,0,1.18,842.4617847089593,1683057731,0,608.0,0.0,36.8,0.0,,,,,,,,,,,
5217,847.1411341606404,1,5120,2,3.51,45,0,0.88,847.1411341606404,1683057733,0,4128.0,0.0,842.46,0.0,,,,,,,,,,,
6821,1177.2006905758453,2,6688,3,1.16,46,0,0.5,1177.2006905758453,1683057734,0,5120.0,0.0,847.14,0.0,,,,,,,,,,,
8830,1598.9098894371677,2,8512,4,0.0,47,0,0.5,1598.9098894371677,1683057735,0,6112.0,0.0,837.55,0.0,576.0,0.0,0.0,339.65,,,,,,,
10971,1567.8032477620895,2,9568,5,0.0,48,0,0.5,1567.8032477620895,1683057736,0,7136.0,0.0,847.09,0.0,1376.0,0.0,0.0,751.82,,,,,,,
824,1538.0118091572135,2,736,6,4.79,50,1,1.92,786.1934531285143,1683057738,0,8192.0,0.0,815.98,0.0,1376.0,0.0,0.0,751.82,,,,,,,
1825,1587.492066567742,2,1728,7,4.01,51,1,1.6,835.673710539043,1683057739,0,736.0,1.0,786.19,0.0,1376.0,0.0,1.0,751.82,7.273733771406114,0.0,9568.0,9568.0,0.0,1315.4179546154014,1.0
2823,1587.5151771815317,2,2720,8,3.38,52,1,1.35,835.6968211528326,1683057740,0,1728.0,1.0,835.67,0.0,1376.0,0.0,1.0,751.82,,,,,,,
3812,1584.310713850136,2,3712,9,2.76,53,1,1.11,832.4923578214367,1683057741,0,2720.0,1.0,835.7,0.0,1376.0,0.0,1.0,751.82,,,,,,,
4810,1590.892116137255,2,4736,10,2.13,54,1,0.85,839.0737601085559,1683057742,0,3712.0,1.0,832.49,0.0,1376.0,0.0,1.0,751.82,,,,,,,
5802,1585.6915445658983,2,5728,11,1.51,56,1,0.6,833.8731885371992,1683057744,0,4736.0,1.0,839.07,0.0,1376.0,0.0,1.0,751.82,,,,,,,
6812,1588.1490842514208,2,6720,12,0.87,57,1,0.5,836.3307282227219,1683057745,0,5728.0,1.0,833.87,0.0,1376.0,0.0,1.0,751.82,,,,,,,
7813,1592.969037915821,2,7712,13,0.24,58,1,0.5,841.150681887122,1683057746,0,6720.0,1.0,836.33,0.0,1376.0,0.0,1.0,751.82,,,,,,,
9043,1568.554255683559,2,7936,14,0.0,59,1,0.5,1568.554255683559,1683057747,0,7712.0,1.0,841.15,0.0,1376.0,0.0,1.0,751.82,,,,,,,
10906,1568.554255683559,2,7936,15,0.0,60,1,0.5,1568.554255683559,1683057748,0,7904.0,1.0,842.29,0.0,32.0,1.0,0.0,726.26,,,,,,,
12767,1568.554255683559,2,7936,16,0.0,61,1,0.5,1568.554255683559,1683057749,0,7904.0,1.0,842.29,0.0,32.0,1.0,0.0,726.26,,,,,,,
