bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,process/memory/data_resident_set_proc_MB,process/memory/virtual_memory_size_proc_MB,memory/available_memory_sys_MB,cpu/interrupts/soft_interrupts_count,process/memory/dirty_pages_proc_count,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/opt_step_time_s,02_timing/step_time_s,disk/time/disk_busy_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/resident_set_size_proc_MB,_step,01_general/lr,01_general/minibatch_loss,02_timing/dataload_time_s,memory/used_memory_sys_MB,memory/used_memory_sys_percent,process/memory/shared_memory_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,_timestamp,process/memory/text_resident_set_proc_MB,02_timing/backward_time_s,memory/total_memory_sys_MB,disk/time/disk_read_time_sys_s,cpu/interrupts/ctx_switches_count,process/voluntary_proc_ctx_switches,bandwidth/net_sent_sys_bandwidth_Mbits,01_general/step_based_sps,02_timing/loss_calc_time_s,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,01_general/locally_processed_samples,cpu/load/avg_sys_load_five_min_percent,_runtime,disk/time/disk_write_time_sys_s,cpu/logical_core_count,02_timing/forward_time_s,cpu/interrupts/interrupts_count,disk/counter/disk_write_sys_count,process/involuntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,01_general/step
,,,,,,,,1.562999386806041e-06,0.1641252359986538,,,,42,0.0001,7.0948486328125,0.0028018089997203788,,,,,1680626305.0,,0.140782307000336,,,,,,194.97306313248788,0.0004328319992055185,,0.0,0.0026315630002500257,864.0,,15,,,0.017475161999755073,,,,,26.0
,,,,,,,,1.6029998732847162e-06,0.16556521100028476,,,,43,0.0001,7.3531494140625,0.0027020670004276326,,,,,1680626306.0,,0.14233885900011956,,,,,,193.27731838511028,0.00045498600047721993,,0.0,0.0025090760000239243,896.0,,16,,,0.017558619999363145,,,,,27.0
0.0,1.3333333333333335,0.0,27129.73312,204834.48832,42849.0,0.0,4.866666666666666,,,0.21199999999998909,5527.240704,3830.829056,44,,,,4400.2304,3.0,864.980992,0.016343444389438674,1680626306.0,2.719744,,,0.0,27321.0,516.0,0.06515831221726986,,,0.0,,0.0025994229999923846,,3.766666666666666,16,0.09100000000000819,,,45170.0,169.0,124.0,94.9053600908877,
,,,,,,,,1.434000296285376e-06,0.16483287299979565,,,,45,0.0001,7.4713134765625,0.00279887999931816,,,,,1680626306.0,,0.1399243279993243,,,,,,194.13603256214353,0.0004893350005659158,,0.0,,928.0,,16,,,0.019019473000298603,,,,,28.0
,,,,,,,,1.6140002117026597e-06,0.16342112099846418,,,,46,0.0001,7.1494140625,0.0027962759995716624,,,,,1680626306.0,,0.14009656500002166,,,,,,195.81312259081085,0.00044187499952386133,,0.0,0.0025562789996911306,960.0,,16,,,0.017528511999444163,,,,,29.0
,,,,,,,,1.4980005289544351e-06,0.16411171700019622,,,,47,0.0001,7.177978515625,0.0028291990001889644,,,,,1680626307.0,,0.14090866100013955,,,,,,194.98912438995285,0.00045303099977900274,,0.0,0.0025636119999035145,992.0,,17,,,0.01735571599965624,,,,,30.0
0.0,1.5000000000000002,0.0,27129.73312,204825.690112,46856.0,0.0,4.866666666666666,,,0.2279999999999518,5527.240704,3830.767616,48,,,,4409.499648,3.0,864.919552,0.01634814893524625,1680626307.0,2.719744,,,0.0,30217.0,581.0,0.17473680671032055,,0.00045842500003345776,0.0,,0.0026118480000150157,,3.766666666666666,17,0.09199999999998454,,0.018493685000066762,48276.0,173.0,129.0,102.50164055800786,
,,,,,,,,1.4859997463645414e-06,0.16396802399958688,,,,49,0.0001,7.30322265625,0.0030754439994780114,,,,,1680626307.0,,0.13932713600024726,,,,,,195.16000266052254,,,0.0,,1024.0,,17,,,,,,,,31.0
,,,,,,,,1.2279997463338077e-06,0.16426972699991893,,,,50,0.0001,7.3575439453125,0.0029197220001151436,,,,,1680626307.0,,0.14098237000052904,,,,,,194.80156559836368,0.00043796699992526555,,0.0,0.002495175999683852,1056.0,,17,,,0.01743326399991929,,,,,32.0
,,,,,,,,1.3919998309575021e-06,0.16365584600043803,,,,51,0.0001,7.06396484375,0.002995328999531921,,,,,1680626308.0,,0.13996850600051403,,,,,,195.53227569954544,0.0004877560004388215,,0.0,0.0025660430001153145,1088.0,,18,,,0.017636820000006992,,,,,33.0
0.0,1.5000000000000002,0.0,27129.73312,204823.257088,49842.0,0.0,4.866666666666666,,,0.2559999999999718,5527.240704,3830.837248,52,,,,4411.92448,3.0,864.980992,0.09808978033655044,1680626308.0,2.719744,,,0.0,33447.0,608.0,0.052190021471863766,,0.0005885430000489578,0.0,,0.002531278999413189,,3.766666666666666,18,0.09499999999997044,,0.017572362999999314,50514.0,184.0,133.0,93.56603580729414,
,,,,,,,,1.4540000847773626e-06,0.16567000700069912,,,,53,0.0001,7.3204345703125,0.002634042000863701,,,,,1680626308.0,,0.14234232600028918,,,,,,193.1550591403365,,,0.0,,1120.0,,18,,,,,,,,34.0
