04_peers/peer_7_samples_per_second,04_peers/peer_6_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,04_peers/peer_4_samples_accumulated,03_hivemind/num_clients,04_peers/peer_5_epoch_oos,04_peers/peer_6_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_1_epoch,04_peers/peer_4_samples_per_second,04_peers/peer_7_samples_accumulated,03_hivemind/global_samples_accumulated,04_peers/peer_6_epoch_oos,04_peers/peer_3_samples_accumulated,04_peers/peer_1_samples_accumulated,03_hivemind/overshot_TBS,03_hivemind/next_fetch_time_s,04_peers/peer_5_samples_accumulated,03_hivemind/optimistic_total_samples_per_second,04_peers/peer_4_epoch_oos,03_hivemind/reached_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_2_epoch,03_hivemind/actual_total_samples_per_second,03_hivemind/epoch_based_sps,04_peers/peer_1_samples_per_second,04_peers/peer_8_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_8_samples_accumulated,04_peers/peer_5_samples_per_second,_runtime,04_peers/peer_8_epoch,04_peers/peer_7_epoch,04_peers/peer_3_epoch_oos,_step,03_hivemind/eta_next_epoch_s,03_hivemind/estimated_current_samples,04_peers/peer_4_epoch,04_peers/peer_6_epoch,_timestamp,04_peers/peer_8_epoch_oos,04_peers/peer_7_epoch_oos,03_hivemind/num_peers,04_peers/peer_3_samples_per_second,04_peers/peer_5_epoch,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/global_epoch
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,151,4.0,4.0,0.0,64,0.0,3040,4.0,4.0,1696169663.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,152,4.0,4.0,0.0,65,0.0,3469,4.0,4.0,1696169664.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,153,4.0,4.0,0.0,66,0.0,3895,4.0,4.0,1696169665.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,155,4.0,4.0,0.0,67,0.0,4322,4.0,4.0,1696169667.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,156,4.0,4.0,0.0,68,0.0,4748,4.0,4.0,1696169668.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,157,4.0,4.0,0.0,69,0.0,5176,4.0,4.0,1696169669.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,159,4.0,4.0,0.0,70,0.0,5603,4.0,4.0,1696169671.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,160,4.0,4.0,0.0,71,0.0,6032,4.0,4.0,1696169672.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,161,4.0,4.0,0.0,72,0.0,6459,4.0,4.0,1696169673.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,163,4.0,4.0,0.0,73,0.0,6886,4.0,4.0,1696169675.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,164,4.0,4.0,0.0,74,0.0,7314,4.0,4.0,1696169676.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,420,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,165,4.0,4.0,0.0,75,0.0,7749,4.0,4.0,1696169677.0,0.0,0.0,8,33.34,4.0,,,4
45.36,50.99,,,60.0,0,0.0,20.0,0.0,4.0,45.16,60.0,0,0.0,60.0,60.0,,0.5,60.0,322.3987597704753,0.0,,31.31,4.0,4.0,322.3987597704753,,18.26,46.35,0.0,40.0,60.0,51.64,167,4.0,4.0,0.0,76,0.0,612,4.0,4.0,1696169679.0,0.0,0.0,8,33.34,4.0,,,5
45.36,50.99,25.196107915980974,1.0,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,4.0,0.5,0.0,322.3987597704753,0.0,0.0,31.31,5.0,5.0,322.3987597704753,16.6692411939389,18.26,46.35,0.0,0.0,0.0,51.64,168,5.0,5.0,0.0,77,0.0,1035,5.0,5.0,1696169680.0,0.0,0.0,8,33.34,5.0,1720.0,420.0,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,169,5.0,5.0,0.0,78,0.0,1457,5.0,5.0,1696169681.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,176,5.0,5.0,0.0,79,0.0,3729,5.0,5.0,1696169688.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,177,5.0,5.0,0.0,80,0.0,4064,5.0,5.0,1696169689.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,179,5.0,5.0,0.0,81,0.0,4404,5.0,5.0,1696169691.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,180,5.0,5.0,0.0,82,0.0,4738,5.0,5.0,1696169692.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,181,5.0,5.0,0.0,83,0.0,5074,5.0,5.0,1696169693.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,182,5.0,5.0,0.0,84,0.0,5408,5.0,5.0,1696169694.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,183,5.0,5.0,0.0,85,0.0,5742,5.0,5.0,1696169695.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,184,5.0,5.0,0.0,86,0.0,6075,5.0,5.0,1696169696.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,185,5.0,5.0,0.0,87,0.0,6409,5.0,5.0,1696169697.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,186,5.0,5.0,0.0,88,0.0,6745,5.0,5.0,1696169698.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,187,5.0,5.0,0.0,89,0.0,7077,5.0,5.0,1696169699.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,188,5.0,5.0,0.0,90,0.0,7410,5.0,5.0,1696169700.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,189,5.0,5.0,0.0,91,0.0,7748,5.0,5.0,1696169701.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,190,5.0,5.0,0.0,92,0.0,8082,5.0,5.0,1696169702.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,191,5.0,5.0,0.0,93,0.0,8415,5.0,5.0,1696169703.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,192,5.0,5.0,0.0,94,0.0,8748,5.0,5.0,1696169704.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,193,5.0,5.0,0.0,95,0.0,9081,5.0,5.0,1696169705.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,194,5.0,5.0,0.0,96,0.0,9416,5.0,5.0,1696169706.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,195,5.0,5.0,0.0,97,0.0,9749,5.0,5.0,1696169707.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,196,5.0,5.0,0.0,98,0.0,10083,5.0,5.0,1696169708.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,197,5.0,5.0,0.0,99,0.0,10417,5.0,5.0,1696169709.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,198,5.0,5.0,0.0,100,0.0,10751,5.0,5.0,1696169710.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,199,5.0,5.0,0.0,101,0.0,11086,5.0,5.0,1696169711.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,200,5.0,5.0,0.0,102,0.0,11421,5.0,5.0,1696169712.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,201,5.0,5.0,0.0,103,0.0,11755,5.0,5.0,1696169713.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,202,5.0,5.0,0.0,104,0.0,12090,5.0,5.0,1696169714.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,203,5.0,5.0,0.0,105,0.0,12424,5.0,5.0,1696169715.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,204,5.0,5.0,0.0,106,0.0,12763,5.0,5.0,1696169716.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,205,5.0,5.0,0.0,107,0.0,13097,5.0,5.0,1696169717.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,207,5.0,5.0,0.0,108,0.0,13433,5.0,5.0,1696169719.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,208,5.0,5.0,0.0,109,0.0,13768,5.0,5.0,1696169720.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,209,5.0,5.0,0.0,110,0.0,14105,5.0,5.0,1696169721.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,210,5.0,5.0,0.0,111,0.0,14439,5.0,5.0,1696169722.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,211,5.0,5.0,0.0,112,0.0,14773,5.0,5.0,1696169723.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,212,5.0,5.0,0.0,113,0.0,15107,5.0,5.0,1696169724.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,213,5.0,5.0,0.0,114,0.0,15442,5.0,5.0,1696169725.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,214,5.0,5.0,0.0,115,0.0,15777,5.0,5.0,1696169726.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,215,5.0,5.0,0.0,116,0.0,16112,5.0,5.0,1696169727.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,216,5.0,5.0,0.0,117,0.0,16446,5.0,5.0,1696169728.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,217,5.0,5.0,0.0,118,0.0,16789,5.0,5.0,1696169729.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,218,5.0,5.0,0.0,119,0.0,17121,5.0,5.0,1696169730.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,219,5.0,5.0,0.0,120,0.0,17455,5.0,5.0,1696169731.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,220,5.0,5.0,0.0,121,0.0,17788,5.0,5.0,1696169732.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,221,5.0,5.0,0.0,122,0.0,18122,5.0,5.0,1696169733.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,222,5.0,5.0,0.0,123,0.0,18455,5.0,5.0,1696169734.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,223,5.0,5.0,0.0,124,0.0,18788,5.0,5.0,1696169735.0,0.0,0.0,8,33.34,5.0,,,5
45.36,50.99,,,0.0,0,0.0,0.0,0.0,5.0,45.16,0.0,0,0.0,0.0,0.0,,0.5,0.0,322.3987597704753,0.0,,31.31,5.0,5.0,322.3987597704753,,18.26,46.35,0.0,0.0,0.0,51.64,224,5.0,5.0,0.0,125,0.0,19121,5.0,5.0,1696169736.0,0.0,0.0,8,33.34,5.0,,,5
