03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_4_epoch,04_peers/peer_4_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
287,63.24897431787585,4,0,114,0.0,183,5,0.5,63.24897431787585,1696170910,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
541,63.24897431787585,4,0,115,0.0,187,5,0.5,63.24897431787585,1696170914,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
606,63.24897431787585,4,0,116,0.0,188,5,0.5,63.24897431787585,1696170915,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
671,63.24897431787585,4,0,117,0.0,189,5,0.5,63.24897431787585,1696170916,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
736,63.24897431787585,4,0,118,0.0,190,5,0.5,63.24897431787585,1696170917,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
801,63.24897431787585,4,0,119,0.0,191,5,0.5,63.24897431787585,1696170918,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
866,63.24897431787585,4,0,120,0.0,192,5,0.5,63.24897431787585,1696170919,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
931,63.24897431787585,4,0,121,0.0,193,5,0.5,63.24897431787585,1696170920,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
996,63.24897431787585,4,0,122,0.0,194,5,0.5,63.24897431787585,1696170921,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1060,63.24897431787585,4,0,123,0.0,195,5,0.5,63.24897431787585,1696170922,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1125,63.24897431787585,4,0,124,0.0,196,5,0.5,63.24897431787585,1696170923,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1190,63.24897431787585,4,0,125,0.0,197,5,0.5,63.24897431787585,1696170924,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1255,63.24897431787585,4,0,126,0.0,198,5,0.5,63.24897431787585,1696170925,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1320,63.24897431787585,4,0,127,0.0,199,5,0.5,63.24897431787585,1696170926,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1384,63.24897431787585,4,0,128,0.0,200,5,0.5,63.24897431787585,1696170927,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1449,63.24897431787585,4,0,129,0.0,201,5,0.5,63.24897431787585,1696170928,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1514,63.24897431787585,4,0,130,0.0,202,5,0.5,63.24897431787585,1696170929,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1579,63.24897431787585,4,0,131,0.0,203,5,0.5,63.24897431787585,1696170930,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1643,63.24897431787585,4,0,132,0.0,205,5,0.5,63.24897431787585,1696170932,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1708,63.24897431787585,4,0,133,0.0,206,5,0.5,63.24897431787585,1696170933,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1773,63.24897431787585,4,0,134,0.0,207,5,0.5,63.24897431787585,1696170934,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1838,63.24897431787585,4,0,135,0.0,208,5,0.5,63.24897431787585,1696170935,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1903,63.24897431787585,4,0,136,0.0,209,5,0.5,63.24897431787585,1696170936,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
1968,63.24897431787585,4,0,137,0.0,210,5,0.5,63.24897431787585,1696170937,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2032,63.24897431787585,4,0,138,0.0,211,5,0.5,63.24897431787585,1696170938,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2097,63.24897431787585,4,0,139,0.0,212,5,0.5,63.24897431787585,1696170939,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2162,63.24897431787585,4,0,140,0.0,213,5,0.5,63.24897431787585,1696170940,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2227,63.24897431787585,4,0,141,0.0,214,5,0.5,63.24897431787585,1696170941,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2292,63.24897431787585,4,0,142,0.0,215,5,0.5,63.24897431787585,1696170942,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2357,63.24897431787585,4,0,143,0.0,216,5,0.5,63.24897431787585,1696170943,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2421,63.24897431787585,4,0,144,0.0,217,5,0.5,63.24897431787585,1696170944,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2486,63.24897431787585,4,0,145,0.0,218,5,0.5,63.24897431787585,1696170945,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2551,63.24897431787585,4,0,146,0.0,219,5,0.5,63.24897431787585,1696170946,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2616,63.24897431787585,4,0,147,0.0,220,5,0.5,63.24897431787585,1696170947,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2681,63.24897431787585,4,0,148,0.0,221,5,0.5,63.24897431787585,1696170948,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2746,63.24897431787585,4,0,149,0.0,222,5,0.5,63.24897431787585,1696170949,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2811,63.24897431787585,4,0,150,0.0,223,5,0.5,63.24897431787585,1696170950,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2876,63.24897431787585,4,0,151,0.0,224,5,0.5,63.24897431787585,1696170951,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
2941,63.24897431787585,4,0,152,0.0,225,5,0.5,63.24897431787585,1696170952,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3006,63.24897431787585,4,0,153,0.0,226,5,0.5,63.24897431787585,1696170953,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3070,63.24897431787585,4,0,154,0.0,227,5,0.5,63.24897431787585,1696170954,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3135,63.24897431787585,4,0,155,0.0,228,5,0.5,63.24897431787585,1696170955,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3200,63.24897431787585,4,0,156,0.0,229,5,0.5,63.24897431787585,1696170956,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3265,63.24897431787585,4,0,157,0.0,230,5,0.5,63.24897431787585,1696170957,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3331,63.24897431787585,4,0,158,0.0,231,5,0.5,63.24897431787585,1696170958,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3396,63.24897431787585,4,0,159,0.0,232,5,0.5,63.24897431787585,1696170959,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3460,63.24897431787585,4,0,160,0.0,233,5,0.5,63.24897431787585,1696170960,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3525,63.24897431787585,4,0,161,0.0,234,5,0.5,63.24897431787585,1696170961,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3590,63.24897431787585,4,0,162,0.0,235,5,0.5,63.24897431787585,1696170962,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3655,63.24897431787585,4,0,163,0.0,236,5,0.5,63.24897431787585,1696170963,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3721,63.24897431787585,4,0,164,0.0,237,5,0.5,63.24897431787585,1696170964,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
3785,63.24897431787585,4,0,165,0.0,238,5,0.5,63.24897431787585,1696170965,0,0.0,5.0,12.47,0.0,17.36,0.0,5.0,0.0,5.0,0.0,0.0,17.0,16.42,0.0,5.0,0.0,,,,,,,
