bandwidth/disk_write_sys_bandwidth_MBs,process/memory/text_resident_set_proc_MB,cpu/logical_core_count,02_timing/dataload_time_s,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_five_min_percent,02_timing/opt_step_time_s,disk/time/disk_busy_time_sys_s,process/voluntary_proc_ctx_switches,disk/counter/disk_read_sys_count,01_general/dataset_iteration_count,02_timing/dataload_cuda_move_time_s,cpu/interrupts/soft_interrupts_count,bandwidth/disk_read_sys_bandwidth_MBs,_step,02_timing/step_time_s,02_timing/loss_calc_time_s,process/memory/dirty_pages_proc_count,disk/time/disk_write_time_sys_s,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,cpu/load/avg_sys_load_fifteen_min_percent,02_timing/backward_time_s,memory/used_memory_sys_percent,cpu/interrupts/interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/virtual_memory_size_proc_MB,01_general/step,03_hivemind/num_peers,disk/counter/disk_write_sys_count,01_general/minibatch_loss,memory/available_memory_sys_MB,cpu/load/avg_sys_load_one_min_percent,_runtime,_timestamp,02_timing/forward_time_s,03_hivemind/global_epoch,memory/used_memory_sys_MB,process/memory/lib_memory_proc_MB,process/memory/resident_set_size_proc_MB,01_general/lr,memory/total_memory_sys_MB,disk/time/disk_read_time_sys_s
0.0040857755829391594,2.719744,,,12692.0,,184.999936,1.2666666666666666,,0.0519999999999925,224.0,0.0,,,7569.0,0.0,10,,,0.0,0.0069999999999765805,87.0,0.0,1.4000000000000001,,2.7,12397.0,0.03611761778275535,0.07652051189718725,12810.719232,,,15.0,,205293.838336,0.36666666666666664,10,1681395855.0,,,4032.679936,5194.407936,3094.945792,,,0.0
0.004086410204414868,2.719744,,,15509.0,,184.999936,1.2666666666666666,,0.055999999999997385,224.0,0.0,,,9284.0,0.0,11,,,0.0,0.0069999999999765805,94.0,0.0,1.4000000000000001,,2.7,14779.0,0.554315158640952,1.4416168797212126,12810.719232,,,16.0,,205293.592576,0.36666666666666664,11,1681395856.0,,,4032.933888,5194.407936,3094.945792,,,0.0
0.0040866590430490655,2.719744,,,19444.0,,184.999936,1.3,,0.060000000000002274,224.0,0.0,,,11783.0,0.0,12,,,0.0,0.0069999999999765805,101.0,0.0,1.4000000000000001,,2.9,18135.0,0.7867856292120159,2.844897364274703,13838.925824,,,17.0,,204959.162368,0.6,12,1681395857.0,,,4367.364096,6222.614528,3429.494784,,,0.0
0.004086614333578299,2.719744,,,23117.0,,184.999936,1.3,,0.06399999999999295,224.0,0.0,,,14313.0,0.0,13,,,0.0,0.0069999999999765805,108.0,0.0,1.4000000000000001,,3.2,21473.0,0.7660805533864604,2.7847483070718284,14552.076288,,,18.0,,204262.961152,0.6,13,1681395858.0,,,5063.569408,6466.830336,4123.4432,,,0.0
0.028599667315166354,2.719744,,,27002.0,,184.999936,1.3,,0.07200000000000273,224.0,0.0,,,16878.0,0.0,14,,,0.0,0.007999999999981355,116.0,0.0,1.4000000000000001,,3.2,24823.0,0.8282013592637313,2.901517643223252,14552.076288,,,21.0,,204262.445056,0.6,14,1681395859.0,,,5064.073216,6466.830336,4123.4432,,,0.0
0.19614624329064928,2.719744,,,31141.0,,413.687808,1.3,,0.0799999999999983,234.0,0.0,,,19677.0,0.0,15,,,0.0,0.05099999999998772,126.0,0.0,1.4000000000000001,,3.2,29807.0,0.8266858615607999,2.992962133012294,16227.254272,,,54.0,,204321.370112,0.6,15,1681395860.0,,,4994.666496,6328.037376,4204.601344,,,0.0
0.004086482126057891,2.719744,,,35544.0,,463.458304,1.3,,0.08400000000000318,256.0,0.0,,,22605.0,0.0,16,,,0.0,0.05099999999998772,132.0,0.0,1.4000000000000001,,2.6,33451.0,1.209574765988445,2.937462323887468,17690.472448,,,55.0,,205587.509248,0.6,16,1681395861.0,,,3728.52736,5845.622784,2978.873344,,,0.0
0.004085934954098323,2.719744,,,43873.0,,2480.091136,2.933333333333333,,0.08799999999999386,580.0,0.0,,,27170.0,0.0,17,,,0.0,0.0519999999999925,139.0,0.0,1.9333333333333331,,3.7,42752.0,0.9765224923390831,3.0129540674402406,20830.461952,,,56.0,,203240.095744,8.566666666666665,17,1681395862.0,,,4058.845184,5493.84192,5391.74912,,,0.0
0.0040823668144161825,2.719744,,,50081.0,,2706.632704,2.933333333333333,,0.09199999999999875,660.0,0.0,,,31309.0,0.0,18,,,0.0,0.0519999999999925,152.0,0.0,1.9333333333333331,,6.7,52074.0,1.177228610877594,3.2215535284533168,32490.602496,,,57.0,,196870.279168,8.566666666666665,18,1681395863.0,,,10202.656768,11729.32608,11717.824512,,,0.0
0.07756740255009342,2.719744,,,56588.0,,4554.760192,2.933333333333333,,0.09999999999999432,932.0,0.0,,,35055.0,0.0,19,,,0.0,0.054000000000002046,159.0,0.0,1.9333333333333331,,7.6,880996.0,0.7819173721454705,2.8989859868391625,33316.786176,,,60.0,,195052.25728,8.566666666666665,19,1681395864.0,,,10168.426496,10705.313792,12678.71744,,,0.0
0.21644310409309672,2.719744,,,64505.0,,4947.075072,2.933333333333333,,0.10800000000000409,1070.0,0.0,,,40422.0,0.0,20,,,0.0,0.08599999999998431,174.0,0.0,1.9333333333333331,,8.0,1090718.0,3.8151766164738685,4.122261651401606,33062.592512,,,97.0,,194224.41472,8.566666666666665,20,1681395865.0,,,10603.659264,9858.12992,12198.334464,,,0.0
0.10210398320638375,2.719744,,,74250.0,,5112.44288,2.933333333333333,,0.11599999999999966,1073.0,0.0,,0.003235383000173897,49500.0,0.0,21,,,0.0,0.08899999999999864,247.0,0.0,1.9333333333333331,,8.4,1101276.0,117.8464152176048,5.7159165865505175,33062.998016,,,101.0,,193373.782016,8.566666666666665,21,1681395866.0,,,11448.786944,9858.12992,12363.812864,,,0.0
,,,0.9402508990001479,,32.0,,,0.012221879000207991,,,,0.0,,,,22,1.9255019500001254,8.17399995867163e-06,,,,,,0.04449411599989617,,,,,,0.0,5.0,,12.57326889038086,,,21,1681395866.0,0.9252914989997407,0.0,,,,0.0001,,
,,,0.0010972340000989789,,64.0,,,0.008604638000178966,,,,0.0,0.0035780009998234164,,,23,0.08110441999951945,0.0006132399998932669,,,,,,0.04635535899979004,,,,,,1.0,5.0,,12.765625,,,21,1681395866.0,0.02085594799973478,0.0,,,,0.0001,,
,,,0.0009077580002667673,,96.0,,,0.00854689400011921,,,,0.0,0.003497858000173437,,,24,0.08006502100033686,0.0005898419999539328,,,,,,0.04537671499974749,,,,,,2.0,5.0,,12.642057418823242,,,21,1681395866.0,0.021145954000076017,0.0,,,,0.0001,,
,,,0.0003694980000545911,,128.0,,,0.008359263999864197,,,,0.0,0.0035875369999303075,,,25,0.0789464939998652,0.0007434009999087721,,,,,,0.045309517000077904,,,,,,3.0,5.0,,12.747149467468262,,,21,1681395866.0,0.020577277000029426,0.0,,,,0.0001,,
,,,0.0011274690000391274,,160.0,,,0.008540666000044439,,,,0.0,0.002310631000000285,,,26,0.0801029579997703,0.0006798539998271735,,,,,,0.045423947000017506,,,,,,4.0,5.0,,12.85737133026123,,,22,1681395867.0,0.022020390999841766,0.0,,,,0.0001,,
,,,0.001521896999747696,,192.0,,,0.008460502999696473,,,,0.0,0.004180783999800042,,,27,0.08115359400017041,0.0009821800003919634,,,,,,0.045486974000141345,,,,,,5.0,5.0,,12.740032196044922,,,22,1681395867.0,0.020521256000392896,0.0,,,,0.0001,,
0.028616735632640455,2.719744,,,88382.0,,5136.580608,3.0000000000000004,0.008848602999933064,0.14399999999999125,1231.0,0.0,,0.003654677000213269,57206.0,0.0,28,,0.0008751149998715846,0.0,0.09000000000000341,274.0,0.0,1.9666666666666666,0.04440772099997048,8.5,1112658.0,46.05517867688786,6.875953224519511,40789.184512,,,108.0,,193223.098368,8.4,22,1681395867.0,0.022181173000262788,,11599.785984,9866.940416,12388.49536,,,0.0
,,,0.001240193999819894,,224.0,,,,,,,0.0,,,,29,0.08120748300007108,,,,,,,,,,,,,6.0,5.0,,12.82516860961914,,,22,1681395867.0,,0.0,,,,0.0001,,
,,,0.0007035759999780566,,256.0,,,0.008595048000188399,,,,0.0,0.003608313000313501,,,30,0.08107873700055279,0.0008098419998532336,,,,,,0.044740683999862085,,,,,,7.0,5.0,,12.537931442260742,,,22,1681395867.0,0.022621274000357516,0.0,,,,0.0001,,
,,,0.0007724430001871951,,288.0,,,0.008440092000000732,,,,0.0,0.0036118349999014754,,,31,0.08029077799983497,0.0007868180000514258,,,,,,0.04407656099965607,,,,,,8.0,5.0,,12.707118034362793,,,22,1681395867.0,0.022603029000038077,0.0,,,,0.0001,,
,,,0.0007399380001515965,,320.0,,,0.008596188999945298,,,,0.0,0.00336075500035804,,,32,0.08092208600010053,0.0007718889996795042,,,,,,0.044998034999935044,,,,,,9.0,5.0,,12.635382652282715,,,22,1681395867.0,0.022455280000031053,0.0,,,,0.0001,,
,,,0.0007851049999771931,,352.0,,,0.008764426999732677,,,,0.0,0.0036489760000222304,,,33,0.07993288400029996,0.0007318600000871811,,,,,,0.045755318000374245,,,,,,10.0,5.0,,12.712109565734863,,,22,1681395867.0,0.020247198000106437,0.0,,,,0.0001,,
,,,0.0007176550002441218,,384.0,,,0.008509243999924365,,,,0.0,0.0036698469998555083,,,34,0.07996871299974373,0.0007013069998720312,,,,,,0.04587442399997599,,,,,,11.0,5.0,,12.699824333190918,,,22,1681395867.0,0.020496235999871715,0.0,,,,0.0001,,
,,,0.0012576889998854313,,416.0,,,0.008631949000118766,,,,0.0,0.0036009689997626992,,,35,0.08091306000005716,0.0007049939999888011,,,,,,0.04550218500025949,,,,,,12.0,5.0,,12.62670612335205,,,23,1681395868.0,0.021215274000041973,0.0,,,,0.0001,,
,,,0.0006924230001459364,,448.0,,,0.008709553999779018,,,,0.0,0.0036975279999751365,,,36,0.07972945099982098,0.0006908989998919424,,,,,,0.04528943100012839,,,,,,13.0,5.0,,12.551562309265137,,,23,1681395868.0,0.02064961599990056,0.0,,,,0.0001,,
0.03676772183738078,2.719744,,,104304.0,,5136.580608,3.0000000000000004,,0.1839999999999975,1442.0,0.0,,0.0035942269996667164,68401.0,0.0,37,,0.0006740219996572705,0.0,0.09299999999998931,351.0,0.0,1.9666666666666666,0.046289907000300445,8.5,1125464.0,70.68724582379012,6.74240865735534,40789.184512,,,117.0,,193209.430016,8.4,23,1681395868.0,0.02025578900020264,,11613.30688,9866.9568,12388.503552,,,0.0
,,,0.0006717149999531102,,480.0,,,0.008665858999847842,,,,0.0,,,,38,0.08015151899962802,,,,,,,,,,,,,14.0,5.0,,12.550976753234863,,,23,1681395868.0,,0.0,,,,0.0001,,
,,,0.0006622870000683179,,512.0,,,0.008612659999926109,,,,0.0,0.003602659000080166,,,39,0.08017563900057212,0.0007074530003592372,,,,,,0.04629887300006885,,,,,,15.0,5.0,,12.539165496826172,,,23,1681395868.0,0.020291707000069437,0.0,,,,0.0001,,
,,,0.0011066829997616878,,544.0,,,0.008301519999804441,,,,0.0,0.0036302270000305725,,,40,0.07996166099974289,0.0007351889998972183,,,,,,0.045886579000125494,,,,,,16.0,5.0,,12.830141067504883,,,23,1681395868.0,0.020301463000123476,0.0,,,,0.0001,,
,,,0.0007563429999208893,,576.0,,,0.00878890300009516,,,,0.0,0.0035917529999096587,,,41,0.08065204199965592,0.0007555749998573447,,,,,,0.046371594999982335,,,,,,17.0,5.0,,12.65114974975586,,,23,1681395868.0,0.020387872999890533,0.0,,,,0.0001,,
,,,0.0007960850002746156,,608.0,,,0.008800221999990754,,,,0.0,0.0037289450001480873,,,42,0.08040539400053603,0.0007934430000204884,,,,,,0.04508040000018809,,,,,,18.0,5.0,,12.628279685974121,,,23,1681395868.0,0.021206298999913997,0.0,,,,0.0001,,
,,,0.0007878069995967962,,640.0,,,0.008448662999853696,,,,0.0,0.0037618149999616435,,,43,0.07963577899954544,0.0007612859999426291,,,,,,0.04548278099991876,,,,,,19.0,5.0,,12.593650817871094,,,23,1681395868.0,0.020393427000271913,0.0,,,,0.0001,,
,,,0.0007497820001844957,,672.0,,,0.008601165000072797,,,,0.0,0.003572856000118918,,,44,0.08046332700041603,0.0008120410002447898,,,,,,0.04567672099983611,,,,,,20.0,5.0,,12.7512845993042,,,24,1681395869.0,0.021050761999958922,0.0,,,,0.0001,,
,,,0.0007350179998866224,,704.0,,,0.008465074000014283,,,,0.0,0.0036229319998710707,,,45,0.07989684600033797,0.0007293880003089726,,,,,,0.045692899000187026,,,,,,21.0,5.0,,12.6118745803833,,,24,1681395869.0,0.020651535000069998,0.0,,,,0.0001,,
0.03677942397299205,2.719744,,,123036.0,,5136.580608,3.0000000000000004,,0.22400000000000375,1694.0,0.0,,0.003734728999916115,80534.0,0.0,46,,0.0008145800002239412,0.0,0.09599999999997522,361.0,0.0,1.9666666666666666,,8.5,1139232.0,62.650915263521746,7.008132468638045,40789.446656,,,126.0,,193198.096384,8.4,24,1681395869.0,0.022593890999814903,,11624.77568,9867.239424,12388.524032,,,0.0
,,,0.000682149000112986,,736.0,,,0.008643135000056645,,,,0.0,,,,47,0.08064008300016212,,,,,,,0.04417159900003753,,,,,,22.0,5.0,,12.75564193725586,,,24,1681395869.0,,0.0,,,,0.0001,,
,,,0.0011600519997045922,,768.0,,,0.00870688999975755,,,,0.0,0.001729128000079072,,,48,0.079371930999514,0.0006803189999118331,,,,,,0.04528275200027565,,,,,,23.0,5.0,,12.706225395202637,,,24,1681395869.0,0.02181278999978531,0.0,,,,0.0001,,
,,,0.0007752490000711987,,800.0,,,0.00871703599977991,,,,0.0,0.0034962780000569182,,,49,0.08074893000048178,0.0007252220002555987,,,,,,0.043912686000112444,,,,,,24.0,5.0,,12.54377269744873,,,24,1681395869.0,0.02312245900020571,0.0,,,,0.0001,,
,,,0.0006831720002082875,,832.0,,,0.008780062999903748,,,,0.0,0.003603220000059082,,,50,0.08108971699994072,0.0008561739996366668,,,,,,0.04480479799985915,,,,,,25.0,5.0,,12.678740501403809,,,24,1681395869.0,0.022362290000273788,0.0,,,,0.0001,,
,,,0.001203039000301942,,864.0,,,0.008492017000207852,,,,0.0,0.003615304000049946,,,51,0.08020766400022694,0.0007582819998788182,,,,,,0.04585215699989931,,,,,,26.0,5.0,,12.730642318725586,,,24,1681395869.0,0.020286864999889076,0.0,,,,0.0001,,
,,,0.001193152999803715,,896.0,,,0.008551908999834268,,,,0.0,0.003554500000063854,,,52,0.08090412099954847,0.0008136679998642649,,,,,,0.0449491899998975,,,,,,27.0,5.0,,12.539158821105957,,,24,1681395869.0,0.021841701000084868,0.0,,,,0.0001,,
,,,0.0007242080000651185,,928.0,,,0.008745856000132335,,,,0.0,0.003596471000037127,,,53,0.08034680400032812,0.0007489750000786444,,,,,,0.04609616400011873,,,,,,28.0,5.0,,12.72413158416748,,,25,1681395870.0,0.020435129999896162,0.0,,,,0.0001,,
,,,0.0010033270000349148,,960.0,,,0.008449673000086477,,,,0.0,0.0035780509997493937,,,54,0.08003378600005817,0.0006895609999446606,,,,,,0.045330293999995774,,,,,,29.0,5.0,,12.574511528015137,,,25,1681395870.0,0.02098288000024695,0.0,,,,0.0001,,
0.06945050458260406,2.719744,,,139409.0,,5136.5888,3.0000000000000004,,0.27199999999999136,1910.0,0.0,,0.0035912750004172267,91845.0,0.0,55,,0.000770553000165819,0.0,0.10099999999999909,451.0,0.0,1.9666666666666666,,8.5,1151844.0,60.221000096373444,6.651106622848735,40789.446656,,,137.0,,193191.161856,8.4,25,1681395870.0,0.02286124500005826,,11631.69792,9867.255808,12388.790272,,,0.0
,,,0.00074509499972919,,992.0,,,0.008567265000237967,,,,0.0,,,,56,0.08221272500077248,,,,,,,0.045677292000164016,,,,,,30.0,5.0,,12.605022430419922,,,25,1681395870.0,,0.0,,,,0.0001,,
,,,0.0006965540001147019,,1024.0,,,0.008593209000082425,,,,0.0,0.0033376790001966583,,,57,0.08039427999983673,0.000807300999895233,,,,,,0.04532983499984766,,,,,,31.0,5.0,,12.759588241577148,,,25,1681395870.0,0.021629701999700046,0.0,,,,0.0001,,
,,,0.0007580699998470664,,1056.0,,,0.008665933999964182,,,,0.0,0.0036083800000596966,,,58,0.08012506399973063,0.0007124429998839332,,,,,,0.04517853600009403,,,,,,32.0,5.0,,12.698945999145508,,,25,1681395870.0,0.021201700999881723,0.0,,,,0.0001,,
,,,0.000671265000164567,,1088.0,,,0.008805959999790502,,,,0.0,0.0036173409998809802,,,59,0.08043652900005327,0.0007806920002622064,,,,,,0.04526567299990347,,,,,,33.0,5.0,,12.672676086425781,,,25,1681395870.0,0.02129559800005154,0.0,,,,0.0001,,
,,,0.0006704800002808042,,1120.0,,,0.008742305999930977,,,,0.0,0.0036521069996524602,,,60,0.07994340599998395,0.00077204100034578,,,,,,0.044930445999852964,,,,,,34.0,5.0,,12.59738826751709,,,25,1681395870.0,0.021176025999920967,0.0,,,,0.0001,,
,,,0.0006988720001572801,,1152.0,,,0.008748201999878802,,,,0.0,0.0036472360002335336,,,61,0.08055335400013064,0.0007506920001105755,,,,,,0.04499541799987128,,,,,,35.0,5.0,,12.656720161437988,,,26,1681395871.0,0.02171293399987917,0.0,,,,0.0001,,
,,,0.0006755770000381744,,1184.0,,,0.008843885000260343,,,,0.0,0.003443014000367839,,,62,0.08060355200086633,0.0007575190002171439,,,,,,0.045171932999892306,,,,,,36.0,5.0,,12.597284317016602,,,26,1681395871.0,0.021711624000090524,0.0,,,,0.0001,,
,,,0.0006509620002361771,,1216.0,,,0.008691618999819184,,,,0.0,0.003587237999909121,,,63,0.07968595900001674,0.0007244749999699707,,,,,,0.04436196899996503,,,,,,37.0,5.0,,12.793695449829102,,,26,1681395871.0,0.021669696000117256,0.0,,,,0.0001,,
0.10622612314633205,2.719744,,,153744.0,,5136.5888,3.0000000000000004,,0.3160000000000025,2128.0,0.0,,0.003604417000133253,103171.0,0.0,64,,,0.0,0.103999999999985,465.0,0.0,1.9666666666666666,,8.5,1164731.0,61.81109145935855,7.062736493739847,40864.95232,,,150.0,,193185.30048,8.4,26,1681395871.0,,,11637.71904,9875.795968,12388.80256,,,0.0
,,,0.0007411229998979252,,1248.0,,,0.008655170000110957,,,,0.0,,,,65,0.08178990699980204,0.0007611249998262792,,,,,,0.044965822999984084,,,,,,38.0,8.0,,12.659996032714844,,,26,1681395871.0,0.023062248999849544,0.0,,,,0.0001,,
,,,0.0007421700001941645,,1280.0,,,0.008734588000152144,,,,0.0,0.003636895999989065,,,66,0.08009102500091103,0.0007803790003890754,,,,,,0.0444871200002126,,,,,,39.0,8.0,,12.611257553100586,,,26,1681395871.0,0.021709871999973984,0.0,,,,0.0001,,
,,,0.0009462469997743028,,1312.0,,,0.008767420999902242,,,,0.0,0.0036370419998092984,,,67,0.08067306299926713,0.0007424730001730495,,,,,,0.04503392599963263,,,,,,40.0,8.0,,12.6640625,,,26,1681395871.0,0.02154595399997561,0.0,,,,0.0001,,
,,,0.0006894759999340749,,1344.0,,,0.008794088000286138,,,,0.0,0.0035572960000536114,,,68,0.08054468499994982,0.0007263239999701909,,,,,,0.045126440999865736,,,,,,41.0,8.0,,12.634632110595703,,,26,1681395871.0,0.021651059999840072,0.0,,,,0.0001,,
,,,0.0012282839998078998,,1376.0,,,0.008672695000313979,,,,0.0,0.0036544409999805794,,,69,0.0805344650002553,0.0006991499999458028,,,,,,0.04471941300016624,,,,,,42.0,8.0,,12.682373046875,,,26,1681395871.0,0.021560482000040793,0.0,,,,0.0001,,
,,,0.0007365599999502592,,1408.0,,,0.008823641999697429,,,,0.0,0.003587513000184117,,,70,0.08076026700018701,0.0007619849998263817,,,,,,0.04554223000013735,,,,,,43.0,8.0,,12.705957412719727,,,27,1681395872.0,0.021308337000391475,0.0,,,,0.0001,,
,,,0.0008137780000652128,,1440.0,,,0.009007526999994298,,,,0.0,0.0036274469998716086,,,71,0.0804628980004054,0.0007335580003200448,,,,,,0.045183525000084046,,,,,,44.0,8.0,,12.696795463562012,,,27,1681395872.0,0.021097063000070193,0.0,,,,0.0001,,
,,,0.000835681000353361,,1472.0,,,0.009019090000037977,,,,0.0,0.0036370239999996556,,,72,0.08074969800054532,0.0009090690000448376,,,,,,0.04474920800021209,,,,,,45.0,8.0,,12.75551986694336,,,27,1681395872.0,0.0215996259998974,0.0,,,,0.0001,,
0.032650795717328374,2.719744,,,168798.0,,5136.592896,3.066666666666667,,0.35200000000000387,2386.0,0.0,,,116346.0,0.0,73,,,0.0,0.10599999999999454,482.0,0.0,2.0,,8.5,1179339.0,78.34335234217346,8.115739497003451,40865.210368,,,158.0,,193177.370624,8.266666666666666,27,1681395872.0,,,11645.50144,9876.15232,12389.093376,,,0.0
,,,0.0008297360000142362,,1504.0,,,0.008742913999867596,,,,0.0,0.0024846040000738867,,,74,0.07940549499971894,0.0007187299997895025,,,,,,0.045258776000082435,,,,,,46.0,8.0,,12.893415451049805,,,27,1681395872.0,0.021370734999891283,0.0,,,,0.0001,,
,,,0.0007870049998928152,,1536.0,,,0.008489620000091236,,,,0.0,0.0036878900000374415,,,75,0.07997998100017867,0.0007495149998248962,,,,,,0.04450479400020413,,,,,,47.0,8.0,,12.766160011291504,,,27,1681395872.0,0.02176115700012815,0.0,,,,0.0001,,
,,,0.0007235870002659794,,1568.0,,,0.00877527700004066,,,,0.0,0.003575564000129816,,,76,0.0803485230003389,0.0007045249999464431,,,,,,0.04589036800007307,,,,,,48.0,8.0,,12.62459945678711,,,27,1681395872.0,0.020679201999882935,0.0,,,,0.0001,,
,,,0.0006895219999023539,,1600.0,,,0.008609799999703682,,,,0.0,0.003612527000314003,,,77,0.08062404800011791,0.0006889669998599857,,,,,,0.04615687200021057,,,,,,49.0,8.0,,12.454004287719727,,,27,1681395872.0,0.020866360000127315,0.0,,,,0.0001,,
,,,0.000668052000037278,,1632.0,,,0.008373802000278374,,,,0.0,0.0036175899999761896,,,78,0.07972857100048714,0.0007636750001438486,,,,,,0.04472358200018789,,,,,,50.0,8.0,,12.69288444519043,,,27,1681395872.0,0.021581869999863557,0.0,,,,0.0001,,
,,,0.0011104989998784731,,1664.0,,,0.008527944999968895,,,,0.0,0.0036057560000699596,,,79,0.08112981799968111,0.0007468959997822822,,,,,,0.045631814999978815,,,,,,51.0,8.0,,12.678013801574707,,,28,1681395873.0,0.021506907000002684,0.0,,,,0.0001,,
,,,0.0012346190001153445,,1696.0,,,0.008689258999766025,,,,0.0,0.003609572000186745,,,80,0.08124305299998014,0.0007000969999353401,,,,,,0.04439787499995873,,,,,,52.0,8.0,,12.538476943969727,,,28,1681395873.0,0.02261163100001795,0.0,,,,0.0001,,
