04_peers/peer_2_epoch_oos,03_hivemind/epoch_based_sps,03_hivemind/total_training_samples,04_peers/peer_3_samples_per_second,04_peers/peer_2_epoch,04_peers/peer_3_epoch,03_hivemind/overshot_TBS,03_hivemind/undershot_TBS,03_hivemind/per_epoch_training_samples,03_hivemind/next_fetch_time_s,03_hivemind/optimistic_total_samples_per_second,03_hivemind/epoch_s,03_hivemind/global_epoch,04_peers/peer_1_epoch_oos,03_hivemind/global_samples_accumulated,03_hivemind/num_clients,03_hivemind/reached_TBS,04_peers/peer_3_epoch_oos,04_peers/peer_2_samples_per_second,_runtime,03_hivemind/num_peers,03_hivemind/eta_next_epoch_s,04_peers/peer_1_epoch,03_hivemind/actual_total_samples_per_second,_timestamp,04_peers/peer_2_samples_accumulated,04_peers/peer_3_samples_accumulated,03_hivemind/estimated_current_samples,_step,04_peers/peer_1_samples_per_second,04_peers/peer_1_samples_accumulated
0.0,829.6446558990959,98464.0,295.86,3.0,3.0,2.0,0.0,32864.0,10.0,976.8703084628764,39.6121396869421,3,0.0,0,0,1.0,0.0,319.28,170,3,31.1,3.0,976.8703084628764,1680695842.0,0.0,0.0,2388,103,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,171,3,29.9,3.0,976.8703084628764,1680695843.0,0.0,0.0,3562,104,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,172,3,28.7,3.0,976.8703084628764,1680695844.0,0.0,0.0,4734,105,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,176,3,24.67,3.0,976.8703084628764,1680695848.0,0.0,0.0,8670,106,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,177,3,23.64,3.0,976.8703084628764,1680695849.0,0.0,0.0,9671,107,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,178,3,22.62,3.0,976.8703084628764,1680695850.0,0.0,0.0,10672,108,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,179,3,21.58,3.0,976.8703084628764,1680695851.0,0.0,0.0,11686,109,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,10.0,976.8703084628764,,3,0.0,0,0,,0.0,319.28,180,3,20.56,3.0,976.8703084628764,1680695852.0,0.0,0.0,12684,110,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,9.76,976.8703084628764,,3,0.0,0,0,,0.0,319.28,181,3,19.53,3.0,976.8703084628764,1680695853.0,0.0,0.0,13692,111,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,9.25,976.8703084628764,,3,0.0,0,0,,0.0,319.28,182,3,18.5,3.0,976.8703084628764,1680695854.0,0.0,0.0,14698,112,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,8.73,976.8703084628764,,3,0.0,0,0,,0.0,319.28,183,3,17.47,3.0,976.8703084628764,1680695855.0,0.0,0.0,15704,113,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,8.22,976.8703084628764,,3,0.0,0,0,,0.0,319.28,184,3,16.44,3.0,976.8703084628764,1680695856.0,0.0,0.0,16705,114,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,7.71,976.8703084628764,,3,0.0,0,0,,0.0,319.28,185,3,15.42,3.0,976.8703084628764,1680695857.0,0.0,0.0,17706,115,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,7.2,976.8703084628764,,3,0.0,0,0,,0.0,319.28,186,3,14.39,3.0,976.8703084628764,1680695858.0,0.0,0.0,18706,116,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,6.68,976.8703084628764,,3,0.0,0,0,,0.0,319.28,187,3,13.36,3.0,976.8703084628764,1680695859.0,0.0,0.0,19713,117,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,6.17,976.8703084628764,,3,0.0,0,0,,0.0,319.28,188,3,12.34,3.0,976.8703084628764,1680695860.0,0.0,0.0,20714,118,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,5.66,976.8703084628764,,3,0.0,0,0,,0.0,319.28,190,3,11.32,3.0,976.8703084628764,1680695862.0,0.0,0.0,21714,119,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,5.14,976.8703084628764,,3,0.0,0,0,,0.0,319.28,191,3,10.29,3.0,976.8703084628764,1680695863.0,0.0,0.0,22718,120,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,4.63,976.8703084628764,,3,0.0,0,0,,0.0,319.28,192,3,9.26,3.0,976.8703084628764,1680695864.0,0.0,0.0,23719,121,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,4.12,976.8703084628764,,3,0.0,0,0,,0.0,319.28,193,3,8.24,3.0,976.8703084628764,1680695865.0,0.0,0.0,24716,122,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,3.61,976.8703084628764,,3,0.0,0,0,,0.0,319.28,194,3,7.21,3.0,976.8703084628764,1680695866.0,0.0,0.0,25722,123,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,3.09,976.8703084628764,,3,0.0,0,0,,0.0,319.28,195,3,6.19,3.0,976.8703084628764,1680695867.0,0.0,0.0,26724,124,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,2.58,976.8703084628764,,3,0.0,0,0,,0.0,319.28,196,3,5.16,3.0,976.8703084628764,1680695868.0,0.0,0.0,27725,125,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,2.07,976.8703084628764,,3,0.0,0,0,,0.0,319.28,197,3,4.14,3.0,976.8703084628764,1680695869.0,0.0,0.0,28727,126,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,1.56,976.8703084628764,,3,0.0,0,0,,0.0,319.28,198,3,3.11,3.0,976.8703084628764,1680695870.0,0.0,0.0,29728,127,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,1.04,976.8703084628764,,3,0.0,0,0,,0.0,319.28,199,3,2.09,3.0,976.8703084628764,1680695871.0,0.0,0.0,30730,128,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.53,976.8703084628764,,3,0.0,0,0,,0.0,319.28,200,3,1.06,3.0,976.8703084628764,1680695872.0,0.0,0.0,31734,129,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,201,3,0.03,3.0,976.8703084628764,1680695873.0,0.0,0.0,32738,130,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,202,3,0.0,3.0,976.8703084628764,1680695874.0,0.0,0.0,33739,131,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,203,3,0.0,3.0,976.8703084628764,1680695875.0,0.0,0.0,34740,132,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,204,3,0.0,3.0,976.8703084628764,1680695876.0,0.0,0.0,35743,133,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,205,3,0.0,3.0,976.8703084628764,1680695877.0,0.0,0.0,36751,134,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,206,3,0.0,3.0,976.8703084628764,1680695878.0,0.0,0.0,37754,135,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,207,3,0.0,3.0,976.8703084628764,1680695879.0,0.0,0.0,38758,136,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,208,3,0.0,3.0,976.8703084628764,1680695880.0,0.0,0.0,39765,137,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,209,3,0.0,3.0,976.8703084628764,1680695881.0,0.0,0.0,40766,138,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,210,3,0.0,3.0,976.8703084628764,1680695882.0,0.0,0.0,41763,139,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,211,3,0.0,3.0,976.8703084628764,1680695883.0,0.0,0.0,42766,140,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,212,3,0.0,3.0,976.8703084628764,1680695884.0,0.0,0.0,43774,141,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,213,3,0.0,3.0,976.8703084628764,1680695885.0,0.0,0.0,44772,142,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,214,3,0.0,3.0,976.8703084628764,1680695886.0,0.0,0.0,45778,143,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,215,3,0.0,3.0,976.8703084628764,1680695887.0,0.0,0.0,46782,144,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,216,3,0.0,3.0,976.8703084628764,1680695888.0,0.0,0.0,47780,145,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,217,3,0.0,3.0,976.8703084628764,1680695889.0,0.0,0.0,48779,146,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,218,3,0.0,3.0,976.8703084628764,1680695890.0,0.0,0.0,49776,147,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,219,3,0.0,3.0,976.8703084628764,1680695891.0,0.0,0.0,50781,148,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,220,3,0.0,3.0,976.8703084628764,1680695892.0,0.0,0.0,51786,149,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,221,3,0.0,3.0,976.8703084628764,1680695893.0,0.0,0.0,52791,150,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,222,3,0.0,3.0,976.8703084628764,1680695894.0,0.0,0.0,53793,151,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,223,3,0.0,3.0,976.8703084628764,1680695895.0,0.0,0.0,54793,152,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,224,3,0.0,3.0,976.8703084628764,1680695896.0,0.0,0.0,55798,153,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,225,3,0.0,3.0,976.8703084628764,1680695897.0,0.0,0.0,56799,154,361.73,0.0
0.0,,,295.86,3.0,3.0,,,,0.5,976.8703084628764,,3,0.0,0,0,,0.0,319.28,226,3,0.0,3.0,976.8703084628764,1680695898.0,0.0,0.0,57798,155,361.73,0.0
