03_hivemind/num_peers,03_hivemind/global_epoch,04_peers/peer_1_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_2_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,_runtime,04_peers/peer_6_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_6_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_3_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,04_peers/peer_7_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/estimated_current_samples,_step,_timestamp,04_peers/peer_4_epoch,04_peers/peer_5_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_8_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_7_epoch,04_peers/peer_8_epoch,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_7_samples_accumulated,03_hivemind/optimistic_total_samples_per_second
1,0,115.71,,,,,,,92,,0.0,,,,,,,240.97,10.0,,,,115.84480503403785,0.0,,,,,,,,4736,4852,25,1681082956.0,,,,,,,,,,0,,,4608.0,,115.84480503403785
2,0,115.84,,,,,,,93,,0.0,,,,,,,215.81,10.0,,,,128.09511024421155,0.0,,,,,,,,5024,5124,26,1681082957.0,,,,,,,,,,0,,,4736.0,,128.09511024421155
3,0,116.01,,0.0,,,96.0,,95,,0.0,,,,,,,154.63,10.0,,,,175.14697853931278,0.0,,,,,12.09,,,5568,5685,27,1681082959.0,,,,,,,,,,0,,0.0,4928.0,,175.14697853931278
4,0,116.17,,0.0,,,256.0,,96,,0.0,,,,,0.0,,109.33,10.0,24.82,,,241.2528615562443,0.0,,,,,34.16,,192.0,6208,6393,28,1681082960.0,,,,,,,0.0,,,0,,0.0,5120.0,,241.2528615562443
4,0,116.26,,0.0,,,416.0,160.0,98,,0.0,,,,,0.0,,82.35,10.0,47.02,,,311.15885790501227,0.0,,,,,56.15,21.83,352.0,6912,7144,29,1681082962.0,0.0,,0.0,,,,0.0,,,0,,0.0,5280.0,,311.15885790501227
4,0,116.31,,0.0,,,608.0,320.0,99,,0.0,,,,,0.0,,67.95,10.0,71.16,,,366.33743854902593,0.0,,,,,78.62,45.07,544.0,7616,7875,30,1681082963.0,0.0,,0.0,,,,0.0,,,0,,0.0,5440.0,,366.33743854902593
4,0,116.46,,0.0,,,768.0,512.0,101,,0.0,,,,,0.0,,59.38,10.0,86.88,,,407.134123473683,0.0,,,,,92.46,70.53,704.0,8320,8593,31,1681082965.0,0.0,,0.0,,,,0.0,,,0,,0.0,5632.0,,407.134123473683
4,0,116.47,,0.0,,,960.0,672.0,102,,0.0,,,,,0.0,,54.11,10.0,99.89,,,433.711412893353,0.0,,,,,103.6,87.18,896.0,8992,9300,32,1681082966.0,0.0,,0.0,,,,0.0,,,0,,0.0,5792.0,,433.711412893353
4,0,116.49,,0.0,,,1120.0,864.0,104,,0.0,,,,,0.0,,50.71,10.0,106.72,,,449.0982329597909,0.0,,,,,109.25,101.25,1056.0,9632,9994,33,1681082968.0,0.0,,0.0,,,,0.0,,,0,,0.0,5952.0,,449.0982329597909
4,0,116.5,,0.0,,,1280.0,1024.0,105,,0.0,,,,,0.0,,47.96,10.0,111.01,,,460.2926249684296,0.0,,,,,112.78,108.8,1216.0,10400,10694,34,1681082969.0,0.0,,0.0,,,,0.0,,,0,,0.0,6112.0,,460.2926249684296
5,0,116.61,,0.0,,,1472.0,1216.0,107,,0.0,,,,,0.0,,44.66,10.0,114.09,,,476.47759950916156,0.0,,,,,115.34,114.26,1408.0,11136,11491,35,1681082971.0,0.0,,0.0,,,,0.0,,,0,,0.0,6304.0,,476.47759950916156
6,0,116.71,,0.0,,,1632.0,1376.0,108,,0.0,,,96.0,,0.0,0.0,38.61,10.0,115.56,,,523.4132283306751,0.0,,,,,116.44,116.94,1568.0,12160,12558,36,1681082972.0,0.0,0.0,0.0,,,10.83,0.0,,,0,,0.0,6464.0,,523.4132283306751
6,0,116.71,,0.0,,,1792.0,1568.0,109,0.0,0.0,0.0,18.85,288.0,,0.0,0.0,33.74,10.0,116.37,160.0,,567.8720391619261,0.0,,,,,116.94,118.83,1728.0,13216,13608,37,1681082973.0,0.0,0.0,0.0,,,35.72,0.0,,,0,,0.0,6624.0,,567.8720391619261
6,0,116.75,,0.0,,,1984.0,1728.0,111,0.0,0.0,0.0,40.15,448.0,,0.0,0.0,29.32,10.0,116.75,320.0,,616.237007847035,0.0,,,,,117.48,119.66,1920.0,14272,14700,38,1681082975.0,0.0,0.0,0.0,,,57.08,0.0,,,0,,0.0,6816.0,,616.237007847035
6,0,116.92,,0.0,,,2144.0,1920.0,112,0.0,0.0,0.0,65.06,640.0,,0.0,0.0,26.26,10.0,116.96,512.0,,647.922525720991,0.0,,,,,117.6,120.26,2080.0,15232,15754,39,1681082976.0,0.0,0.0,0.0,,,79.43,0.0,,,0,,0.0,6976.0,,647.922525720991
7,0,116.93,,0.0,,,2304.0,2080.0,114,0.0,0.0,0.0,82.38,800.0,,0.0,0.0,23.3,10.0,116.87,672.0,,681.5280079902764,0.0,,,,,117.63,120.48,2240.0,16448,16891,40,1681082978.0,0.0,0.0,0.0,,,93.63,0.0,,,0,,0.0,7136.0,,681.5280079902764
8,0,117.1,,0.0,0.0,,2496.0,2272.0,115,0.0,0.0,0.0,97.58,992.0,,0.0,0.0,19.46,10.0,116.74,864.0,,740.3795135588631,0.0,,,6.55,,117.51,120.57,2432.0,17792,18359,41,1681082979.0,0.0,0.0,0.0,,,105.49,0.0,0.0,,0,,0.0,7328.0,64.0,740.3795135588631
8,0,117.14,,0.0,0.0,0.0,2656.0,2432.0,117,0.0,0.0,0.0,105.96,1152.0,,0.0,0.0,16.27,10.0,116.7,1024.0,192.0,796.5925173820949,0.0,,,29.64,,117.47,120.53,2592.0,19232,19803,42,1681082981.0,0.0,0.0,0.0,21.43,,111.53,0.0,0.0,0.0,0,,0.0,7488.0,256.0,796.5925173820949
8,0,117.14,,0.0,0.0,0.0,2848.0,2624.0,118,0.0,0.0,0.0,111.97,1344.0,,0.0,0.0,13.64,9.92,116.72,1216.0,352.0,845.566496707993,0.0,,,54.99,,117.34,120.4,2752.0,20608,21238,43,1681082982.0,0.0,0.0,0.0,42.27,,115.76,0.0,0.0,0.0,0,,0.0,7648.0,448.0,845.566496707993
8,0,117.02,,0.0,0.0,0.0,3008.0,2784.0,120,0.0,0.0,0.0,114.86,1504.0,,0.0,0.0,11.43,8.31,116.64,1376.0,544.0,884.030561481024,0.0,,,74.46,,117.27,120.4,2944.0,21984,22668,44,1681082984.0,0.0,0.0,0.0,67.05,,117.87,0.0,0.0,0.0,0,,0.0,7840.0,608.0,884.030561481024
8,0,117.02,,0.0,0.0,0.0,3168.0,2976.0,121,0.0,0.0,0.0,116.59,1696.0,,0.0,0.0,9.52,6.92,116.46,1536.0,704.0,911.8153805311885,0.0,,,92.9,,117.18,120.15,3104.0,23360,24091,45,1681082985.0,0.0,0.0,0.0,84.48,,119.24,0.0,0.0,0.0,0,,0.0,8000.0,800.0,911.8153805311885
8,0,117.12,,0.0,0.0,0.0,3360.0,3136.0,123,0.0,0.0,0.0,117.64,1856.0,,0.0,0.0,7.79,5.67,116.41,1728.0,896.0,930.2576001215489,0.0,,,103.71,,117.11,120.27,3264.0,24832,25517,46,1681082987.0,0.0,0.0,0.0,100.03,,119.53,0.0,0.0,0.0,0,,0.0,8160.0,960.0,930.2576001215489
8,0,117.17,,0.0,0.0,0.0,3520.0,3328.0,124,0.0,0.0,0.0,118.18,2048.0,,0.0,0.0,6.21,4.52,116.22,1888.0,1088.0,940.6757975798267,0.0,,,111.85,,117.09,120.13,3456.0,26176,26926,47,1681082988.0,0.0,0.0,0.0,109.69,,119.94,0.0,0.0,0.0,0,,0.0,8352.0,1152.0,940.6757975798267
8,0,117.22,,0.0,0.0,0.0,3680.0,3488.0,126,0.0,0.0,0.0,118.51,2208.0,,0.0,0.0,4.69,3.41,116.23,2080.0,1248.0,946.4819388269485,0.0,,,116.66,,117.07,120.03,3616.0,27616,28331,48,1681082990.0,0.0,0.0,0.0,114.81,,120.15,0.0,0.0,0.0,0,,0.0,8512.0,1344.0,946.4819388269485
8,0,117.25,,0.0,0.0,0.0,3872.0,3680.0,127,0.0,0.0,0.0,118.62,2400.0,,0.0,0.0,3.19,2.32,116.25,2240.0,1440.0,949.7724330262143,0.0,,,118.96,,116.81,120.06,3776.0,29024,29743,49,1681082991.0,0.0,0.0,0.0,118.46,,120.08,0.0,0.0,0.0,0,,0.0,8704.0,1504.0,949.7724330262143
8,0,117.19,,0.0,0.0,0.0,4032.0,3840.0,129,0.0,0.0,0.0,118.68,2560.0,,0.0,0.0,1.71,1.24,115.89,2432.0,1632.0,951.0781162820723,0.0,,,120.57,,116.92,119.97,3968.0,30432,31141,50,1681082993.0,0.0,0.0,0.0,120.31,,120.23,0.0,0.0,0.0,0,,0.0,8864.0,1696.0,951.0781162820723
8,0,117.17,,0.0,0.0,0.0,4224.0,4032.0,130,0.0,0.0,0.0,118.7,2752.0,,0.0,0.0,0.24,0.5,115.81,2592.0,1792.0,951.3801353114777,0.0,,,121.22,,116.8,119.77,4128.0,31808,32540,51,1681082994.0,0.0,0.0,0.0,121.36,,120.26,0.0,0.0,0.0,0,,0.0,9024.0,1888.0,951.3801353114777
8,0,117.23,,0.0,0.0,0.0,4384.0,4192.0,131,0.0,0.0,0.0,118.73,2912.0,,0.0,0.0,0.0,0.5,115.51,2784.0,1984.0,951.5389959651478,0.0,,,121.66,,116.82,119.6,4288.0,32928,33947,52,1681082995.0,0.0,0.0,0.0,121.94,,119.9,0.0,0.0,0.0,0,,0.0,9216.0,2048.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,133,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,35357,53,1681082997.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,134,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,36768,54,1681082998.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,136,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,38169,55,1681083000.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,137,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,39576,56,1681083001.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,139,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,40967,57,1681083003.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,140,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,42370,58,1681083004.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,142,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,43775,59,1681083006.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,143,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,45169,60,1681083007.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,145,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,46572,61,1681083009.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,146,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,47970,62,1681083010.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,148,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,49370,63,1681083012.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,149,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,50768,64,1681083013.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,151,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,52164,65,1681083015.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,152,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,53564,66,1681083016.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,154,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,54959,67,1681083018.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,155,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,56355,68,1681083019.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,156,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,57748,69,1681083020.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,158,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,59151,70,1681083022.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,159,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,60548,71,1681083023.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,161,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,61946,72,1681083025.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,162,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,63344,73,1681083026.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,164,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,64741,74,1681083028.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,165,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,66135,75,1681083029.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,167,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,67537,76,1681083031.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,168,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,68933,77,1681083032.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,170,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,70326,78,1681083034.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,171,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,71719,79,1681083035.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,173,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,73120,80,1681083037.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
8,0,117.26,,0.0,0.0,0.0,4512.0,4320.0,174,0.0,0.0,0.0,118.63,3072.0,,0.0,0.0,0.0,0.5,115.44,2912.0,2112.0,951.5389959651478,0.0,,,121.77,,116.84,119.52,4448.0,32928,74516,81,1681083038.0,0.0,0.0,0.0,122.2,,119.89,0.0,0.0,0.0,0,,0.0,9344.0,2208.0,951.5389959651478
