03_hivemind/num_peers,03_hivemind/global_epoch,04_peers/peer_1_samples_per_second,03_hivemind/per_epoch_training_samples,04_peers/peer_2_epoch,04_peers/peer_7_epoch_oos,04_peers/peer_8_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_accumulated,_runtime,04_peers/peer_6_epoch,04_peers/peer_1_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_6_samples_per_second,04_peers/peer_5_samples_accumulated,03_hivemind/epoch_s,04_peers/peer_3_epoch_oos,04_peers/peer_5_epoch_oos,03_hivemind/eta_next_epoch_s,03_hivemind/next_fetch_time_s,04_peers/peer_3_samples_per_second,04_peers/peer_6_samples_accumulated,04_peers/peer_8_samples_accumulated,03_hivemind/actual_total_samples_per_second,04_peers/peer_1_epoch,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,04_peers/peer_7_samples_per_second,03_hivemind/overshot_TBS,04_peers/peer_2_samples_per_second,04_peers/peer_4_samples_per_second,04_peers/peer_3_samples_accumulated,03_hivemind/global_samples_accumulated,03_hivemind/estimated_current_samples,_step,_timestamp,04_peers/peer_4_epoch,04_peers/peer_5_epoch,04_peers/peer_4_epoch_oos,04_peers/peer_8_samples_per_second,03_hivemind/total_training_samples,04_peers/peer_5_samples_per_second,04_peers/peer_3_epoch,04_peers/peer_7_epoch,04_peers/peer_8_epoch,03_hivemind/num_clients,03_hivemind/undershot_TBS,04_peers/peer_2_epoch_oos,04_peers/peer_1_samples_accumulated,04_peers/peer_7_samples_accumulated,03_hivemind/optimistic_total_samples_per_second
1,0,,,,,,,,51,,,,,,,,,53949.35,10.0,,,,0.6067897217171482,,,,,,,,,32,32,0,1681082915.0,,,,,,,,,,0,,,,,0.6067897217171482
1,0,0.61,,,,,,,52,,0.0,,,,,,,8840.88,10.0,,,,3.6882259044125156,0.0,,,,,,,,160,161,1,1681082916.0,,,,,,,,,,0,,,32.0,,3.6882259044125156
1,0,3.69,,,,,,,53,,0.0,,,,,,,4016.59,10.0,,,,8.085905234704413,0.0,,,,,,,,288,290,2,1681082917.0,,,,,,,,,,0,,,160.0,,8.085905234704413
1,0,8.09,,,,,,,54,,0.0,,,,,,,2019.25,10.0,,,,16.005364891335493,0.0,,,,,,,,448,449,3,1681082918.0,,,,,,,,,,0,,,288.0,,16.005364891335493
1,0,16.01,,,,,,,55,,0.0,,,,,,,1309.41,10.0,,,,24.582904996282494,0.0,,,,,,,,576,579,4,1681082919.0,,,,,,,,,,0,,,448.0,,24.582904996282494
1,0,24.58,,,,,,,56,,0.0,,,,,,,910.65,10.0,,,,35.20361544860149,0.0,,,,,,,,704,710,5,1681082920.0,,,,,,,,,,0,,,576.0,,35.20361544860149
1,0,35.2,,,,,,,58,,0.0,,,,,,,673.56,10.0,,,,47.39858464406012,0.0,,,,,,,,832,842,6,1681082922.0,,,,,,,,,,0,,,704.0,,47.39858464406012
1,0,47.4,,,,,,,59,,0.0,,,,,,,527.1,10.0,,,,60.31535961253256,0.0,,,,,,,,960,976,7,1681082923.0,,,,,,,,,,0,,,832.0,,60.31535961253256
1,0,60.32,,,,,,,60,,0.0,,,,,,,434.8,10.0,,,,72.80863584408597,0.0,,,,,,,,1088,1111,8,1681082924.0,,,,,,,,,,0,,,960.0,,72.80863584408597
1,0,72.81,,,,,,,61,,0.0,,,,,,,364.74,10.0,,,,86.39730238310892,0.0,,,,,,,,1248,1255,9,1681082925.0,,,,,,,,,,0,,,1088.0,,86.39730238310892
1,0,86.4,,,,,,,62,,0.0,,,,,,,330.34,10.0,,,,94.99228507180752,0.0,,,,,,,,1376,1389,10,1681082926.0,,,,,,,,,,0,,,1248.0,,94.99228507180752
1,0,94.99,,,,,,,63,,0.0,,,,,,,307.49,10.0,,,,101.61418897306662,0.0,,,,,,,,1504,1522,11,1681082927.0,,,,,,,,,,0,,,1376.0,,101.61418897306662
1,0,101.61,,,,,,,64,,0.0,,,,,,,292.43,10.0,,,,106.39181102848748,0.0,,,,,,,,1632,1656,12,1681082928.0,,,,,,,,,,0,,,1504.0,,106.39181102848748
1,0,106.39,,,,,,,66,,0.0,,,,,,,282.4,10.0,,,,109.69754592272561,0.0,,,,,,,,1760,1790,13,1681082930.0,,,,,,,,,,0,,,1632.0,,109.69754592272561
1,0,109.7,,,,,,,67,,0.0,,,,,,,275.47,10.0,,,,111.97153279863014,0.0,,,,,,,,1888,1923,14,1681082931.0,,,,,,,,,,0,,,1760.0,,111.97153279863014
1,0,111.97,,,,,,,68,,0.0,,,,,,,270.22,10.0,,,,113.65157786376838,0.0,,,,,,,,2048,2057,15,1681082932.0,,,,,,,,,,0,,,1888.0,,113.65157786376838
1,0,113.65,,,,,,,72,,0.0,,,,,,,264.46,10.0,,,,114.32904779148801,0.0,,,,,,,,2176,2532,16,1681082936.0,,,,,,,,,,0,,,2048.0,,114.32904779148801
1,0,114.33,,,,,,,76,,0.0,,,,,,,257.49,10.0,,,,115.54177940733737,0.0,,,,,,,,2624,3017,17,1681082940.0,,,,,,,,,,0,,,2176.0,,115.54177940733737
1,0,115.54,,,,,,,77,,0.0,,,,,,,256.58,10.0,,,,115.43188621258635,0.0,,,,,,,,3104,3151,18,1681082941.0,,,,,,,,,,0,,,2624.0,,115.43188621258635
1,0,115.43,,,,,,,78,,0.0,,,,,,,255.4,10.0,,,,115.4454156723986,0.0,,,,,,,,3232,3283,19,1681082942.0,,,,,,,,,,0,,,3104.0,,115.4454156723986
1,0,115.45,,,,,,,83,,0.0,,,,,,,251.49,10.0,,,,115.34212844805705,0.0,,,,,,,,3360,3761,20,1681082947.0,,,,,,,,,,0,,,3232.0,,115.34212844805705
1,0,115.34,,,,,,,87,,0.0,,,,,,,247.37,10.0,,,,115.37430362229247,0.0,,,,,,,,3840,4227,21,1681082951.0,,,,,,,,,,0,,,3360.0,,115.37430362229247
1,0,115.37,,,,,,,88,,0.0,,,,,,,245.68,10.0,,,,115.56243747175462,0.0,,,,,,,,4320,4377,22,1681082952.0,,,,,,,,,,0,,,3840.0,,115.56243747175462
1,0,115.56,,,,,,,89,,0.0,,,,,,,244.37,10.0,,,,115.57770164974087,0.0,,,,,,,,4448,4524,23,1681082953.0,,,,,,,,,,0,,,4320.0,,115.57770164974087
1,0,115.58,,,,,,,90,,0.0,,,,,,,242.82,10.0,,,,115.70770259875418,0.0,,,,,,,,4608,4671,24,1681082954.0,,,,,,,,,,0,,,4448.0,,115.70770259875418
