03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_3_samples_per_second,04_peers/peer_2_samples_accumulated,04_peers/peer_4_samples_per_second,04_peers/peer_4_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_6_samples_accumulated,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_4_epoch,04_peers/peer_3_samples_accumulated,04_peers/peer_5_samples_per_second,04_peers/peer_6_samples_per_second,04_peers/peer_2_epoch_oos,04_peers/peer_6_epoch,04_peers/peer_5_samples_accumulated,04_peers/peer_2_samples_per_second,04_peers/peer_5_epoch,04_peers/peer_5_epoch_oos,04_peers/peer_4_epoch_oos,04_peers/peer_6_epoch_oos,04_peers/peer_7_epoch,04_peers/peer_7_samples_per_second,04_peers/peer_7_samples_accumulated,04_peers/peer_8_samples_per_second,04_peers/peer_7_epoch_oos,04_peers/peer_8_samples_accumulated,04_peers/peer_8_epoch,04_peers/peer_8_epoch_oos,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
46413,4254.2376366486,8,32896,108,0.0,209,5,0.5,4254.2376366486,1682817200,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
52411,4254.2376366486,8,32896,109,0.0,210,5,0.5,4254.2376366486,1682817201,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
58421,4254.2376366486,8,32896,110,0.0,211,5,0.5,4254.2376366486,1682817202,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
64362,4254.2376366486,8,32896,111,0.0,213,5,0.5,4254.2376366486,1682817204,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
70324,4254.2376366486,8,32896,112,0.0,214,5,0.5,4254.2376366486,1682817205,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
76297,4254.2376366486,8,32896,113,0.0,216,5,0.5,4254.2376366486,1682817207,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
82257,4254.2376366486,8,32896,114,0.0,217,5,0.5,4254.2376366486,1682817208,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
88212,4254.2376366486,8,32896,115,0.0,218,5,0.5,4254.2376366486,1682817209,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
94163,4254.2376366486,8,32896,116,0.0,220,5,0.5,4254.2376366486,1682817211,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
100126,4254.2376366486,8,32896,117,0.0,221,5,0.5,4254.2376366486,1682817212,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
4869,4254.2376366486,8,0,118,6.56,223,6,4.77,4254.2376366486,1682817214,0,4128.0,5.0,532.88,0.0,534.18,4160.0,518.23,4096.0,5.0,4064.0,0.0,5.0,5.0,4128.0,531.11,528.79,0.0,5.0,4128.0,533.5,5.0,0.0,0.0,0.0,5.0,537.38,4096.0,538.17,0.0,4096.0,5.0,0.0,,,,,,,
10854,4254.2376366486,8,0,119,5.15,224,6,3.75,4254.2376366486,1682817215,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,23.82252664025873,0.0,200736.0,32896.0,0.0,1380.8778765056604,6.0
16815,4254.2376366486,8,0,120,3.75,225,6,2.73,4254.2376366486,1682817216,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
35568,4254.2376366486,8,0,121,0.0,230,6,0.5,4254.2376366486,1682817221,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
39983,4254.2376366486,8,0,122,0.0,231,6,0.5,4254.2376366486,1682817222,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
44377,4254.2376366486,8,0,123,0.0,232,6,0.5,4254.2376366486,1682817223,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
48765,4254.2376366486,8,0,124,0.0,233,6,0.5,4254.2376366486,1682817224,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
53151,4254.2376366486,8,0,125,0.0,234,6,0.5,4254.2376366486,1682817225,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
57554,4254.2376366486,8,0,126,0.0,235,6,0.5,4254.2376366486,1682817226,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
61943,4254.2376366486,8,0,127,0.0,236,6,0.5,4254.2376366486,1682817227,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
66334,4254.2376366486,8,0,128,0.0,237,6,0.5,4254.2376366486,1682817228,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
70776,4254.2376366486,8,0,129,0.0,238,6,0.5,4254.2376366486,1682817229,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
75190,4254.2376366486,8,0,130,0.0,239,6,0.5,4254.2376366486,1682817230,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
79588,4254.2376366486,8,0,131,0.0,240,6,0.5,4254.2376366486,1682817231,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
83979,4254.2376366486,8,0,132,0.0,241,6,0.5,4254.2376366486,1682817232,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
88395,4254.2376366486,8,0,133,0.0,242,6,0.5,4254.2376366486,1682817233,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
92816,4254.2376366486,8,0,134,0.0,243,6,0.5,4254.2376366486,1682817234,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
97255,4254.2376366486,8,0,135,0.0,244,6,0.5,4254.2376366486,1682817235,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
101655,4254.2376366486,8,0,136,0.0,245,6,0.5,4254.2376366486,1682817236,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
106052,4254.2376366486,8,0,137,0.0,246,6,0.5,4254.2376366486,1682817237,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
110451,4254.2376366486,8,0,138,0.0,247,6,0.5,4254.2376366486,1682817238,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
114857,4254.2376366486,8,0,139,0.0,249,6,0.5,4254.2376366486,1682817240,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
119262,4254.2376366486,8,0,140,0.0,250,6,0.5,4254.2376366486,1682817241,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
123662,4254.2376366486,8,0,141,0.0,251,6,0.5,4254.2376366486,1682817242,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
128066,4254.2376366486,8,0,142,0.0,252,6,0.5,4254.2376366486,1682817243,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
132471,4254.2376366486,8,0,143,0.0,253,6,0.5,4254.2376366486,1682817244,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
136877,4254.2376366486,8,0,144,0.0,254,6,0.5,4254.2376366486,1682817245,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
141318,4254.2376366486,8,0,145,0.0,255,6,0.5,4254.2376366486,1682817246,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
145736,4254.2376366486,8,0,146,0.0,256,6,0.5,4254.2376366486,1682817247,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
150128,4254.2376366486,8,0,147,0.0,257,6,0.5,4254.2376366486,1682817248,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
154525,4254.2376366486,8,0,148,0.0,258,6,0.5,4254.2376366486,1682817249,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
158907,4254.2376366486,8,0,149,0.0,259,6,0.5,4254.2376366486,1682817250,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
163304,4254.2376366486,8,0,150,0.0,260,6,0.5,4254.2376366486,1682817251,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
167726,4254.2376366486,8,0,151,0.0,261,6,0.5,4254.2376366486,1682817252,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
172116,4254.2376366486,8,0,152,0.0,262,6,0.5,4254.2376366486,1682817253,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
176503,4254.2376366486,8,0,153,0.0,263,6,0.5,4254.2376366486,1682817254,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
180891,4254.2376366486,8,0,154,0.0,264,6,0.5,4254.2376366486,1682817255,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
185291,4254.2376366486,8,0,155,0.0,265,6,0.5,4254.2376366486,1682817256,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
23593,528.794451342009,1,0,156,17.35,266,6,4.34,528.794451342009,1682817257,0,0.0,6.0,532.88,0.0,534.18,0.0,518.23,0.0,6.0,0.0,0.0,6.0,6.0,0.0,531.11,528.79,0.0,6.0,0.0,533.5,6.0,0.0,0.0,0.0,6.0,537.38,0.0,538.17,0.0,0.0,6.0,0.0,,,,,,,
24129,528.794451342009,1,0,157,16.34,267,6,4.08,528.794451342009,1682817258,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
24667,528.794451342009,1,0,158,15.32,268,6,3.83,528.794451342009,1682817259,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
25203,528.794451342009,1,0,159,14.31,269,6,3.58,528.794451342009,1682817260,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
25741,528.794451342009,1,0,160,13.29,270,6,3.32,528.794451342009,1682817261,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
26279,528.794451342009,1,0,161,12.27,271,6,3.07,528.794451342009,1682817262,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
26816,528.794451342009,1,0,162,11.26,272,6,2.81,528.794451342009,1682817263,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
27353,528.794451342009,1,0,163,10.24,273,6,2.56,528.794451342009,1682817264,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
27891,528.794451342009,1,0,164,9.22,274,6,2.31,528.794451342009,1682817265,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
28430,528.794451342009,1,0,165,8.2,275,6,2.05,528.794451342009,1682817266,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
28967,528.794451342009,1,0,166,7.19,276,6,1.8,528.794451342009,1682817267,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
29508,528.794451342009,1,0,167,6.17,277,6,1.54,528.794451342009,1682817268,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
30044,528.794451342009,1,0,168,5.15,278,6,1.29,528.794451342009,1682817269,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
30582,528.794451342009,1,0,169,4.13,279,6,1.03,528.794451342009,1682817270,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
31121,528.794451342009,1,0,170,3.11,280,6,0.78,528.794451342009,1682817271,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
31658,528.794451342009,1,0,171,2.1,281,6,0.52,528.794451342009,1682817272,0,,,,,,,,,,0.0,,,,,,528.79,,6.0,,,,,,0.0,,,,,,,,,,,,,,,
