_step,_runtime,cpu/logical_core_count,memory/total_memory_sys_MB,_timestamp,cpu/load/avg_sys_load_fifteen_min_percent,disk/time/disk_read_time_sys_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_MB,bandwidth/disk_write_sys_bandwidth_MBs,cpu/interrupts/ctx_switches_count,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/shared_memory_proc_MB,disk/counter/disk_write_sys_count,process/memory/resident_set_size_proc_MB,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/load/avg_sys_load_one_min_percent,cpu/interrupts/soft_interrupts_count,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,process/memory/text_resident_set_proc_MB,process/voluntary_proc_ctx_switches,disk/time/disk_write_time_sys_s,process/memory/lib_memory_proc_MB,process/memory/data_resident_set_proc_MB,cpu/interrupts/interrupts_count,memory/used_memory_sys_percent,cpu/load/avg_sys_load_five_min_percent,process/memory/virtual_memory_size_proc_MB,process/involuntary_proc_ctx_switches,02_timing/dataload_cuda_move_time_s,02_timing/loss_calc_time_s,02_timing/forward_time_s,03_hivemind/num_peers,02_timing/opt_step_time_s,01_general/locally_processed_samples,01_general/minibatch_loss,02_timing/backward_time_s,02_timing/step_time_s,03_hivemind/global_epoch,01_general/lr,02_timing/dataload_time_s,01_general/dataset_iteration_count,01_general/step
0,1,8.0,31557.169152,1696170110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,1696170110,5.0,0.0,0.0,1080.40192,0.0,13.0,0.22514356461869364,243.367936,0.0,548.937728,0.0,0.0,0.0,10.375,19.0,0.2605232683040528,30015.496192,2.654208,99.0,0.0,1110.441984,0.0,20.0,4.9,6.125,9347.15392,18.0,,,,,,,,,,,,,,
2,2,,,1696170111,5.0,0.0,0.008000000000009777,1281.76128,0.012245613511708194,3918.0,0.7104130041822289,248.045568,3.0,556.17536,0.0,0.0,0.0,10.625,1935.0,2.248385526180849,29814.12864,2.654208,149.0,0.0010000000002037268,1138.634752,0.0,5020.0,5.5,6.125,10060.484608,18.0,,,,,,,,,,,,,,
3,3,,,1696170112,5.0,0.0,0.02400000000000091,1332.113408,0.28595022651497565,5160.0,0.24033701655440154,248.373248,50.0,599.609344,0.0,0.0,0.0,10.625,3011.0,31.715542262071303,29763.735552,2.654208,352.0,0.05500000000029104,1181.585408,0.0,6348.0,5.7,6.125,10103.435264,18.0,,,,,,,,,,,,,,
4,4,,,1696170113,5.0,0.0,0.028000000000005798,1365.815296,0.004065747562194691,13769.0,2.501093847307333,248.389632,51.0,631.169024,0.0,0.0,0.0,10.625,10684.0,1348.0714942982183,29729.767424,2.654208,4308.0,0.05500000000029104,1213.054976,0.0,18136.0,5.8,6.125,10134.892544,18.0,,,,,,,,,,,,,,
5,5,,,1696170114,5.0,0.0,0.03200000000001069,1369.776128,0.004069160428795514,23772.0,2.8713092747461544,248.389632,52.0,631.169024,0.0,0.0,0.0,10.625,19860.0,1593.6910846737408,29726.076928,2.654208,8920.0,0.05600000000004002,1213.054976,0.0,32097.0,5.8,6.125,10134.892544,19.0,,,,,,,,,,,,,,
6,6,,,1696170115,5.0,0.007999999999999119,0.27600000000001046,1370.181632,58.76202338408169,34575.0,3.0312201422198566,248.389632,289.0,631.169024,2.0,0.0,0.008167631299484399,10.625,29116.0,1593.9997101272447,29725.67552,2.654208,13516.0,2.9830000000001746,1213.054976,0.0,46673.0,5.8,6.125,10134.892544,19.0,,,,,,,,,,,,,,
7,7,,,1696170116,5.125,0.007999999999999119,0.28000000000000114,1371.107328,0.004084383624587931,50119.0,4.174519269658626,248.389632,290.0,631.169024,2.0,0.0,0.0,11.75,40174.0,1601.404812212125,29724.704768,2.654208,18038.0,2.9830000000001746,1213.054976,0.0,64663.0,5.8,6.5,10134.892544,23.0,,,,,,,,,,,,,,
8,8,,,1696170117,5.125,0.007999999999999119,0.284000000000006,1369.501696,0.004085579312155374,64301.0,3.957753346560351,248.389632,291.0,631.169024,2.0,0.0,0.0,11.75,50649.0,1573.235725875259,29726.285824,2.654208,22297.0,2.9840000000003783,1213.054976,0.0,79107.0,5.8,6.5,10134.892544,30.0,,,,,,,,,,,,,,
9,9,,,1696170118,5.125,0.007999999999999119,0.2880000000000109,2539.892736,0.004084736139348426,69686.0,1.4144755140559335,249.962496,292.0,1798.311936,2.0,0.0,0.0,11.75,52894.0,28.35583937537704,28555.997184,2.654208,22334.0,2.9840000000003783,2381.033472,0.0,83790.0,9.5,6.5,11302.87104,35.0,,,,,,,,,,,,,,
10,10,,,1696170119,5.125,0.007999999999999119,0.2920000000000016,3058.036736,0.004085734775861107,74111.0,1.122747148327999,249.962496,293.0,2315.137024,2.0,0.0,0.0,11.75,54500.0,0.5806212153323612,28037.853184,2.654208,22334.0,2.9850000000001273,2903.863296,0.0,87412.0,11.2,6.5,11825.700864,37.0,,,,,,,,,,,,,,
11,11,,,1696170120,5.125,0.007999999999999119,0.5600000000000023,3428.171776,61.80826321164162,78565.0,1.125185039512057,250.028032,557.0,2682.609664,3.0,0.0,0.004074911867973278,11.75,56384.0,0.5800939478779393,27667.718144,2.654208,22334.0,9.351000000000113,3262.775296,0.0,91394.0,12.3,6.5,12184.612864,39.0,,,,,,,,,,,,,,
12,12,,,1696170121,5.125,0.009000000000000341,1.5640000000000072,3213.062144,161.7460773898671,83582.0,1.111176250494557,427.442176,1178.0,2551.9104,4.0,0.0,0.004082744210453603,11.75,59762.0,0.5914636451757204,27870.244864,2.654208,22359.0,54.350000000000364,2988.695552,0.0,97171.0,11.7,6.625,12585.689088,41.0,,,,,,,,,,,,,,
13,13,,,1696170122,5.125,0.00999999999999801,2.568000000000012,3345.207296,161.47027679460945,88643.0,0.9632258056128651,528.818176,1797.0,2779.127808,7.0,0.0,0.012247132464789751,11.75,63254.0,0.492779640444495,27738.099712,2.654208,22368.0,93.48199999999997,3114.9056,0.0,102522.0,12.1,6.625,14590.947328,44.0,,,,,,,,,,,,,,
14,14,,,1696170123,5.125,0.012000000000000455,3.5720000000000027,3795.959808,161.56678169547115,94936.0,0.9681686623856518,1497.325568,2421.0,4203.23328,11.0,0.0,0.016317404604921742,11.75,66822.0,0.6567835028340807,26320.15872,2.654208,22860.0,132.7800000000002,3600.195584,0.0,108856.0,16.6,6.625,16312.221696,60.0,,,,,,,,,,,,,,
15,15,,,1696170124,5.125,0.012999999999998124,4.576000000000008,6050.79552,161.5932442531671,101902.0,1.429053921242124,1662.529536,3051.0,6412.88192,14.0,0.0,0.012216923282288072,11.75,70418.0,0.9200631735078346,23901.421568,2.654208,22969.0,175.90800000000036,5652.717568,0.0,181852.0,24.3,6.625,21783.252992,65.0,,,,,,,,,,,,,,
