02_timing/forward_time_s,01_general/minibatch_loss,02_timing/dataload_time_s,cpu/interrupts/soft_interrupts_count,process/memory/shared_memory_proc_MB,cpu/load/avg_sys_load_one_min_percent,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/virtual_memory_size_proc_MB,01_general/lr,02_timing/step_time_s,02_timing/backward_time_s,disk/time/disk_busy_time_sys_s,memory/used_memory_sys_percent,01_general/dataset_iteration_count,bandwidth/disk_write_sys_bandwidth_MBs,process/memory/data_resident_set_proc_MB,_step,02_timing/opt_step_time_s,disk/counter/disk_read_sys_count,process/memory/lib_memory_proc_MB,process/memory/dirty_pages_proc_count,process/memory/resident_set_size_proc_MB,process/memory/text_resident_set_proc_MB,_timestamp,cpu/logical_core_count,memory/used_memory_sys_MB,disk/time/disk_read_time_sys_s,disk/counter/disk_write_sys_count,bandwidth/disk_read_sys_bandwidth_MBs,01_general/step,03_hivemind/num_peers,memory/total_memory_sys_MB,process/involuntary_proc_ctx_switches,cpu/load/avg_sys_load_five_min_percent,02_timing/loss_calc_time_s,disk/time/disk_write_time_sys_s,_runtime,03_hivemind/global_epoch,cpu/interrupts/interrupts_count,02_timing/dataload_cuda_move_time_s,process/voluntary_proc_ctx_switches,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,cpu/interrupts/ctx_switches_count,01_general/locally_processed_samples
0.017128903999946488,,,105429.0,2451.492864,7.433333333333334,2.8023856930461752,1.6666666666666667,31919.648768,,,0.14246745299988106,0.3200000000000074,5.3,,0.01634793503349793,0.0,67,0.03977222299999994,2.0,6553.632768,0.0,6367.8464,2.719744,1681395441.0,,7777.01376,0.0009999999999994458,109.0,0.0,,,,1166.0,2.433333333333333,0.0003840430003947404,0.04899999999997817,24,,1066240.0,0.003106122999724903,1284.0,87.82232031097436,199852.70784,97776.0,
,7.4068603515625,0.00283553799999936,,,,,,,0.0001,0.2056942839999465,,,,0.0,,,68,,,,,,,1681395441.0,,,,,,43.0,8.0,,,,,,24,0.0,,,,,,,1408.0
0.017464868999923056,7.2760009765625,0.0027009369996449095,,,,,,,0.0001,0.20649128700006258,0.14323324900033185,,,0.0,,,69,0.039598605999799474,,,,,,1681395442.0,,,,,,44.0,8.0,,,,0.0004230940003253636,,25,0.0,,0.003070532000037929,,,,,1440.0
0.017280904000017472,7.0556640625,0.0028550870001708972,,,,,,,0.0001,0.2064732950002508,0.14310807500032752,,,0.0,,,70,0.03978507500005435,,,,,,1681395442.0,,,,,,45.0,8.0,,,,0.00038519700001415913,,25,0.0,,0.0030589569996664068,,,,,1472.0
0.017003832000227703,,,111689.0,2451.47648,7.433333333333334,2.475252702268629,1.6666666666666667,31919.648768,,,0.1412248929996167,0.3359999999999985,5.3,,0.016344886569763364,0.0,71,,2.0,6553.64096,0.0,6367.834112,2.719744,1681395442.0,,7779.381248,0.0009999999999994458,113.0,0.0,,,,1167.0,2.433333333333333,0.00039398599983542226,0.05000000000001137,25,,1071385.0,0.003078237999943667,1341.0,89.28012800386945,199850.790912,104677.0,
,7.2882080078125,0.002606428000035521,,,,,,,0.0001,0.20416385599946807,,,,0.0,,,72,0.03985647899980904,,,,,,1681395442.0,,,,,,46.0,8.0,,,,,,25,0.0,,,,,,,1504.0
0.016961617000106344,7.2786865234375,0.0027157399999850895,,,,,,,0.0001,0.20833849499967982,0.14537533099974098,,,0.0,,,73,0.03983834200016645,,,,,,1681395443.0,,,,,,47.0,8.0,,,,0.0003929219997189648,,26,0.0,,0.0030545429999619955,,,,,1536.0
0.017011524999816174,7.6488037109375,0.0025736899997355067,,,,,,,0.0001,0.20702576200028489,0.14454834300022412,,,0.0,,,74,0.039425921000201924,,,,,,1681395443.0,,,,,,48.0,8.0,,,,0.0004042130003654165,,26,0.0,,0.003062069999941741,,,,,1568.0
0.016819536999719276,,,116920.0,2451.492864,7.366666666666667,2.745480028498676,1.7000000000000002,31919.648768,,,,0.35599999999999454,5.3,,0.600769319165276,0.0,75,,2.0,6553.645056,0.0,6367.850496,2.719744,1681395443.0,,7780.835328,0.0009999999999994458,205.0,0.0,,,,1168.0,2.5,0.0003858620002574753,0.16399999999998727,26,,1075954.0,0.003063553000174579,1405.0,85.18246266801233,199848.861696,111255.0,
,7.4776611328125,0.0025444990001233236,,,,,,,0.0001,0.2058596199999556,0.1432797459997346,,,0.0,,,76,0.03976642299994637,,,,,,1681395443.0,,,,,,49.0,8.0,,,,,,26,0.0,,,,,,,1600.0
0.017122555000241846,7.15478515625,0.0029564389997176477,,,,,,,0.0001,0.2069428509998943,0.14370435299997553,,,0.0,,,77,0.03973846799999592,,,,,,1681395444.0,,,,,,50.0,8.0,,,,0.0003894139999829349,,27,0.0,,0.003031621999980416,,,,,1632.0
0.016877312999895366,7.2713623046875,0.002609545000268554,,,,,,,0.0001,0.2060317419995954,0.1431588769996779,,,0.0,,,78,0.03991419699968901,,,,,,1681395444.0,,,,,,51.0,8.0,,,,0.00038673700009894674,,27,0.0,,0.0030850729999656323,,,,,1664.0
0.016815049999877374,,,123379.0,2451.550208,7.366666666666667,2.6870779714118647,1.7000000000000002,31919.648768,,,,0.3760000000000048,5.3,,0.01634685393577243,0.0,79,,2.0,6553.653248,0.0,6367.92832,2.719744,1681395444.0,,7784.562688,0.0009999999999994458,209.0,0.0,,,,1171.0,2.5,0.0003781250002248271,0.16599999999999682,27,,1080939.0,0.0030725100000381644,1464.0,90.89605875226702,199845.183488,117463.0,
,7.1058349609375,0.0027564480001274205,,,,,,,0.0001,0.20497667000017827,0.14210020600012285,,,0.0,,,80,0.039854330999787635,,,,,,1681395444.0,,,,,,52.0,8.0,,,,,,27,0.0,,,,,,,1696.0
0.016873628000212193,7.5184326171875,0.002465657999891846,,,,,,,0.0001,0.20690313900058754,0.14435044100036976,,,0.0,,,81,0.03974395800014463,,,,,,1681395445.0,,,,,,53.0,8.0,,,,0.0003851090000352997,,28,0.0,,0.003084344999933819,,,,,1728.0
0.01702658300018811,7.1527099609375,0.0028533110003081674,,,,,,,0.0001,0.2076998059997095,0.14476124899965725,,,0.0,,,82,0.03960439699994822,,,,,,1681395445.0,,,,,,54.0,8.0,,,,0.00038071499966463307,,28,0.0,,0.0030735509999431088,,,,,1760.0
0.01710523200017633,,,128609.0,2451.562496,7.366666666666667,2.677034276867372,1.7000000000000002,31919.648768,,,,0.3960000000000008,5.3,,0.08173736122800848,0.0,83,,2.0,6553.657344,0.0,6367.956992,2.719744,1681395445.0,,7788.998656,0.0009999999999994458,215.0,0.0,,,,1181.0,2.5,0.00038906400004634634,0.16899999999998272,28,,1085156.0,0.0030104620000201976,1499.0,88.33111575019969,199859.539968,123621.0,
,7.295654296875,0.0025369119998686074,,,,,,,0.0001,0.20669030599992766,0.1435835870001938,,,0.0,,,84,0.04006504899962238,,,,,,1681395445.0,,,,,,55.0,8.0,,,,,,28,0.0,,,,,,,1792.0
0.016861094999967463,7.0618896484375,0.0027487429997563595,,,,,,,0.0001,0.20798806499988132,0.14507749899985356,,,0.0,,,85,0.039835174000018014,,,,,,1681395446.0,,,,,,56.0,8.0,,,,0.0003891750002367189,,29,0.0,,0.003076379000049201,,,,,1824.0
0.017469249999976455,6.9259033203125,0.00283169700014696,,,,,,,0.0001,0.20589479900036167,0.14247009200016691,,,0.0,,,86,0.03963496999995186,,,,,,1681395446.0,,,,,,57.0,8.0,,,,0.00041054199982681894,,29,0.0,,0.0030782480002926604,,,,,1856.0
0.01739792700027465,,,133735.0,2451.546112,7.366666666666667,2.3502300670665695,1.7000000000000002,31919.648768,,,,0.41200000000000614,5.3,,0.01634792725535801,0.0,87,,2.0,6553.665536,0.0,6367.940608,2.719744,1681395446.0,,7792.336896,0.0009999999999994458,219.0,0.0,,,,1192.0,2.5,0.0003966630001741578,0.17000000000001592,29,,1090197.0,0.003103632999682304,1557.0,102.56099660226162,199856.185344,130189.0,
,7.2799072265625,0.0024371530003008957,,,,,,,0.0001,0.2050563990005685,0.14216434999980265,,,0.0,,,88,0.03955667300033383,,,,,,1681395446.0,,,,,,58.0,8.0,,,,,,29,0.0,,,,,,,1888.0
0.01745391299982657,7.3232421875,0.002747319000263815,,,,,,,0.0001,0.20520301800024754,0.14170089700019162,,,0.0,,,89,0.03980209700011983,,,,,,1681395447.0,,,,,,59.0,8.0,,,,0.0003998239999418729,,30,0.0,,0.0030989679999038344,,,,,1920.0
0.017255524000120204,6.9522705078125,0.0026224400003229675,,,,,,,0.0001,0.2078694410006392,0.14460963600004106,,,0.0,,,90,0.039840591000029235,,,,,,1681395447.0,,,,,,60.0,8.0,,,,0.00038845700009915163,,30,0.0,,0.003152793000026577,,,,,1952.0
0.01744495699995241,,,139244.0,2451.562496,7.366666666666667,2.612098085109155,1.7000000000000002,31919.648768,,,,0.42799999999999727,5.3,,0.016348413396068046,0.0,91,,2.0,6553.673728,0.0,6367.956992,2.719744,1681395447.0,,7798.079488,0.0009999999999994458,223.0,0.0,,,,1198.0,2.5,0.00039181900001494796,0.17099999999999227,30,,1095039.0,0.0031068540001797373,1605.0,89.02349706766132,199850.872832,136788.0,
,7.38671875,0.002947739999854093,,,,,,,0.0001,0.20836545200018008,0.14464051499999186,,,0.0,,,92,0.03983356700018703,,,,,,1681395447.0,,,,,,61.0,8.0,,,,,,30,0.0,,,,,,,1984.0
0.01771858800020709,7.4873046875,0.002669858999979624,,,,,,,0.0001,0.2074528600001031,0.14377847300011126,,,0.0,,,93,0.039779705999990256,,,,,,1681395448.0,,,,,,62.0,8.0,,,,0.0004147159997955896,,31,0.0,,0.0030915180000192777,,,,,2016.0
0.017399532000126783,7.3779296875,0.0028265170003578532,,,,,,,0.0001,0.20676856700038115,0.14311187000021164,,,0.0,,,94,0.03988783299973875,,,,,,1681395448.0,,,,,,63.0,8.0,,,,0.00039161299991974374,,31,0.0,,0.0031512020000263874,,,,,2048.0
0.017443014000036783,,,145694.0,2451.546112,7.033333333333333,2.763941174184905,1.7000000000000002,31919.648768,,,,0.4519999999999982,5.3,,0.13486767268468766,0.0,95,,2.0,6553.673728,0.0,6367.940608,2.719744,1681395448.0,,7796.232192,0.0009999999999994458,237.0,0.0,,,,1210.0,2.533333333333333,0.00039127299987740116,0.17799999999999727,31,,1100722.0,0.003440544000113732,1666.0,113.71575040910213,199852.27776,143792.0,
,7.120361328125,0.003717665000294801,,,,,,,0.0001,0.2077107239997531,0.14247534399964934,,,0.0,,,96,0.04024288399978104,,,,,,1681395448.0,,,,,,64.0,8.0,,,,,,31,0.0,,,,,,,2080.0
0.01729167299981782,6.9432373046875,0.002584014999683859,,,,,,,0.0001,0.2082134419997601,0.1445174200002839,,,0.0,,,97,0.040266205000079935,,,,,,1681395449.0,,,,,,65.0,8.0,,,,0.0003965219998462999,,32,0.0,,0.0031576070000483014,,,,,2112.0
0.017263916000047175,7.20166015625,0.00263478800025041,,,,,,,0.0001,0.2068357940001988,0.14359021699965524,,,0.0,,,98,0.03983210699971096,,,,,,1681395449.0,,,,,,66.0,8.0,,,,0.00039080900023691356,,32,0.0,,0.0031239570002981054,,,,,2144.0
,,,151010.0,2434.367488,7.033333333333333,2.690469877116164,1.7000000000000002,31919.648768,,,,0.4759999999999991,5.3,,0.02450849841706616,0.0,99,,2.0,6553.673728,0.0,6350.761984,2.719744,1681395449.0,,7802.044416,0.0009999999999994458,243.0,0.0,,,,1224.0,2.533333333333333,,0.17899999999997362,32,,1105701.0,,1704.0,96.09755900499825,199846.486016,149701.0,
0.017342152999844984,7.35791015625,0.002579376000085176,,,,,,,0.0001,0.20685788299988417,0.1435413700000936,,,0.0,,,100,0.03983664499992301,,,,,,1681395449.0,,,,,,67.0,8.0,,,,0.0004111650000595546,,32,0.0,,0.0031471739998778503,,,,,2176.0
0.01730860500038034,7.0814208984375,0.002644737999617064,,,,,,,0.0001,0.2086396549998426,0.14523436799981937,,,0.0,,,101,0.03990030900013153,,,,,,1681395450.0,,,,,,68.0,8.0,,,,0.00039952199995241244,,33,0.0,,0.0031521129999418918,,,,,2208.0
0.017108071000166092,,,158867.0,2451.562496,7.033333333333333,3.0643011810103484,1.7000000000000002,31919.652864,,,0.14321337599994877,0.48799999999999955,5.3,,0.012261132115999974,0.0,102,0.04000115500002721,2.0,6553.673728,0.0,6367.956992,2.719744,1681395450.0,,7821.062144,0.0009999999999994458,246.0,0.0,,,,1238.0,2.533333333333333,0.0003704860000652843,0.18000000000000682,33,,1112853.0,0.0031471039997086336,1783.0,160.25693215755265,199809.073152,158806.0,
,7.12548828125,0.0027724189999389637,,,,,,,0.0001,0.20661261099985495,,,,0.0,,,103,,,,,,,1681395450.0,,,,,,69.0,8.0,,,,,,33,0.0,,,,,,,2240.0
0.0176021409997702,7.156494140625,0.002951934000066103,,,,,,,0.0001,0.20711537399938607,0.14326902899983907,,,0.0,,,104,0.03984153800001877,,,,,,1681395450.0,,,,,,70.0,8.0,,,,0.0003985529997407866,,33,0.0,,0.0030521789999511384,,,,,2272.0
0.017381467999712186,7.1090087890625,0.002767752999716322,,,,,,,0.0001,0.20922259599956305,0.14558456000031583,,,0.0,,,105,0.03996374799999103,,,,,,1681395451.0,,,,,,71.0,8.0,,,,0.0004245219997756067,,34,0.0,,0.0031005450000520796,,,,,2304.0
0.01729264300001887,,,163702.0,2451.570688,7.033333333333333,2.990277244526524,1.7000000000000002,31939.186688,,,0.14506985800016992,0.5040000000000049,5.3,,0.016347771694113892,0.0,106,0.04019802000038908,2.0,6553.993216,0.0,6368.23552,2.719744,1681395451.0,,7826.28864,0.0009999999999994458,250.0,0.0,,,,1239.0,2.533333333333333,0.0003884090001520235,0.18099999999998317,34,,1117418.0,0.0030957560002207174,1821.0,96.615266840234,199803.355136,165948.0,
,7.4315185546875,0.0028137009999227303,,,,,,,0.0001,0.20885838700087334,,,,0.0,,,107,,,,,,,1681395451.0,,,,,,72.0,9.0,,,,,,34,0.0,,,,,,,2336.0
0.017083571000057418,6.9896240234375,0.0023365870001725852,,,,,,,0.0001,0.21110666300000958,0.1429504719999386,,,0.0,,,108,0.045232471999952395,,,,,,1681395451.0,,,,,,73.0,9.0,,,,0.0004166349999650265,,34,0.0,,0.003086925999923551,,,,,2368.0
0.01727697599972089,7.1597900390625,0.002635247999933199,,,,,,,0.0001,0.20610628699978406,0.14275114300016867,,,0.0,,,109,0.03995580200034965,,,,,,1681395452.0,,,,,,74.0,9.0,,,,0.0003962269997828116,,35,0.0,,0.0030908909998288436,,,,,2400.0
0.017385955000008835,,,169313.0,2451.677184,7.033333333333333,2.905378434303329,1.7000000000000002,31919.919104,,,0.14349351800001386,0.519999999999996,5.3,,0.01634822671182793,0.0,110,0.040248739999697136,2.0,6554.034176,0.0,6368.342016,2.719744,1681395452.0,,7823.405056,0.0009999999999994458,254.0,0.0,,,,1241.0,2.533333333333333,0.0004000449998784461,0.18200000000001637,35,,1122867.0,0.0030999440000414324,1875.0,86.53880329571487,199806.19776,174403.0,
,7.17236328125,0.002742437000051723,,,,,,,0.0001,0.20737063899969144,,,,0.0,,,111,,,,,,,1681395452.0,,,,,,75.0,9.0,,,,,,35,0.0,,,,,,,2432.0
0.017155276999801572,7.1785888671875,0.002830876000189164,,,,,,,0.0001,0.20925852099935582,0.14561749999984386,,,0.0,,,112,0.04021332899992558,,,,,,1681395452.0,,,,,,76.0,9.0,,,,0.00039030899961289833,,35,0.0,,0.003051229999982752,,,,,2464.0
0.017256582000300114,7.2646484375,0.002786036000088643,,,,,,,0.0001,0.20890265600064595,0.14545074900024701,,,0.0,,,113,0.03993408999986059,,,,,,1681395453.0,,,,,,77.0,9.0,,,,0.00038596000013058074,,36,0.0,,0.003089239000019006,,,,,2496.0
0.01720821699973385,,,175364.0,2451.693568,7.033333333333333,2.9558914057881407,1.7333333333333332,31919.919104,,,0.14327489800007243,0.5400000000000063,5.3,,0.06539324912141528,0.0,114,0.04016998999986754,2.0,6554.034176,0.0,6368.3584,2.719744,1681395453.0,,7825.338368,0.0009999999999994458,260.0,0.0,,,,1243.0,2.6,0.00038942000037422986,0.18500000000000227,36,,1128349.0,0.0030501840001306846,1926.0,88.88559026650847,199803.84256,181796.0,
,7.039306640625,0.002680271999906836,,,,,,,0.0001,0.20677298100008557,,,,0.0,,,115,,,,,,,1681395453.0,,,,,,78.0,9.0,,,,,,36,0.0,,,,,,,2528.0
0.017133548999936465,7.37451171875,0.0028212780002832005,,,,,,,0.0001,0.20785190200012948,0.1444209039996167,,,0.0,,,116,0.039946457000041846,,,,,,1681395454.0,,,,,,79.0,9.0,,,,0.00040105700009007705,,37,0.0,,0.0031286570001611835,,,,,2560.0
0.017594177999853855,7.2037353515625,0.002777747999971325,,,,,,,0.0001,0.20933247399943866,0.14487453899982938,,,0.0,,,117,0.04053821700017579,,,,,,1681395454.0,,,,,,80.0,9.0,,,,0.0004211219998069282,,37,0.0,,0.003126669999801379,,,,,2592.0
0.017777518999992026,,,182017.0,2451.677184,7.033333333333333,2.809009058348883,1.7333333333333332,31919.919104,,,0.1443617379995885,0.5600000000000023,5.3,,0.06943171544025784,0.0,118,,2.0,6554.034176,0.0,6368.342016,2.719744,1681395454.0,,7824.396288,0.0009999999999994458,268.0,0.0,,,,1244.0,2.6,0.0004107949998797267,0.18700000000001182,37,,1134124.0,0.003066491000026872,1966.0,107.3771849388074,199805.661184,189903.0,
,7.29150390625,0.0025650849997873593,,,,,,,0.0001,0.20851612399928854,,,,0.0,,,119,0.04033449600001404,,,,,,1681395454.0,,,,,,81.0,9.0,,,,,,37,0.0,,,,,,,2624.0
0.01744853599984708,7.1817626953125,0.0026008280001406092,,,,,,,0.0001,0.20669166000016048,0.14302832499970464,,,0.0,,,120,0.04009332400028143,,,,,,1681395455.0,,,,,,82.0,9.0,,,,0.000409595000292029,,38,0.0,,0.0031110519998946984,,,,,2656.0
0.017613991999951395,7.285888671875,0.0027510489999258425,,,,,,,0.0001,0.2066503419991932,0.14274453999996695,,,0.0,,,121,0.03990343799978291,,,,,,1681395455.0,,,,,,83.0,9.0,,,,0.0004494799995882204,,38,0.0,,0.0031878429999778746,,,,,2688.0
0.017342352000014216,,,188911.0,2451.693568,7.033333333333333,2.6170325708881017,1.7333333333333332,31919.9232,,,,0.5799999999999983,5.3,,0.01634757335782129,0.0,122,,2.0,6554.034176,0.0,6368.3584,2.719744,1681395455.0,,7828.619264,0.0009999999999994458,272.0,0.0,,,,1246.0,2.6,0.0003953830000682501,0.18799999999998818,38,,1139797.0,0.0031400499997289444,2022.0,109.08391666745169,199801.462784,197260.0,
,7.5330810546875,0.00278327200021522,,,,,,,0.0001,0.2076435799999672,0.14404432499986797,,,0.0,,,123,0.03993819800007259,,,,,,1681395455.0,,,,,,84.0,9.0,,,,,,38,0.0,,,,,,,2720.0
0.01739369999995688,7.150634765625,0.002596845999960351,,,,,,,0.0001,0.2092887799994969,0.1457695019998937,,,0.0,,,124,0.04006042399987564,,,,,,1681395456.0,,,,,,85.0,9.0,,,,0.00038522800014106906,,39,0.0,,0.0030830799996692804,,,,,2752.0
0.017456859000049008,7.184814453125,0.002721951999774319,,,,,,,0.0001,0.2077885879994028,0.14408317799961878,,,0.0,,,125,0.040057989999695565,,,,,,1681395456.0,,,,,,86.0,9.0,,,,0.00040163299991036183,,39,0.0,,0.003066976000354771,,,,,2784.0
0.017322409999906085,,,195204.0,2451.677184,7.033333333333333,2.596167613620747,1.7333333333333332,31919.9232,,,,0.5999999999999943,5.3,,0.08173084791333614,0.0,126,,2.0,6554.034176,0.0,6368.342016,2.719744,1681395456.0,,7825.293312,0.0009999999999994458,279.0,0.0,,,,1251.0,2.6,0.0003872010001941817,0.19099999999997408,39,,1145519.0,0.0030495999999402557,2064.0,93.70506363996091,199816.76544,203255.0,
,7.4537353515625,0.0028420419998838042,,,,,,,0.0001,0.20695375800005422,0.1431035810001049,,,0.0,,,127,0.040248924000025,,,,,,1681395456.0,,,,,,87.0,9.0,,,,,,39,0.0,,,,,,,2816.0
0.01726947899987863,6.98779296875,0.0028083970000807312,,,,,,,0.0001,0.2077732049997394,0.1442335940000703,,,0.0,,,128,0.03999051700020573,,,,,,1681395457.0,,,,,,88.0,9.0,,,,0.00038371599976017023,,40,0.0,,0.0030875019997438358,,,,,2848.0
0.017463273999965168,7.1689453125,0.0027212710001549567,,,,,,,0.0001,0.20992376200001672,0.1460979899998165,,,0.0,,,129,0.04016450600011012,,,,,,1681395457.0,,,,,,89.0,9.0,,,,0.00040587200010122615,,40,0.0,,0.0030708489998687583,,,,,2880.0
0.017219466999904398,,,200673.0,2451.693568,7.033333333333333,2.5901755866694067,1.7333333333333332,31919.9232,,,,0.6159999999999997,5.3,,0.016346636186714992,0.0,130,,2.0,6554.034176,0.0,6368.3584,2.719744,1681395457.0,,7823.106048,0.0009999999999994458,283.0,0.0,,,,1255.0,2.6,0.000379968999823177,0.19299999999998363,40,,1150486.0,0.003076777999922342,2099.0,102.65281252443677,199825.821696,209983.0,
,7.18994140625,0.0026155810001000646,,,,,,,0.0001,0.20781513399970208,0.1444677069998761,,,0.0,,,131,0.040055632000076,,,,,,1681395457.0,,,,,,90.0,9.0,,,,,,40,0.0,,,,,,,2912.0
0.017280176999975083,7.324462890625,0.002537358999688877,,,,,,,0.0001,0.2068243299995629,0.14357146399970588,,,0.0,,,132,0.03999064800018459,,,,,,1681395458.0,,,,,,91.0,9.0,,,,0.0003879229998347,,41,0.0,,0.00305675900017377,,,,,2944.0
0.017236305000096763,7.3983154296875,0.0028764210001099855,,,,,,,0.0001,0.20989028800022425,0.14407930200013652,,,0.0,,,133,0.042200773999866215,,,,,,1681395458.0,,,,,,92.0,9.0,,,,0.0003918639999938023,,41,0.0,,0.003105622000020958,,,,,2976.0
0.017068120000203635,,,205168.0,2451.677184,6.7333333333333325,2.586207139358525,1.7666666666666668,31919.9232,,,,0.632000000000005,5.3,,0.01634768613669155,0.0,134,,2.0,6554.034176,0.0,6368.342016,2.719744,1681395458.0,,7822.319616,0.0009999999999994458,287.0,0.0,,,,1262.0,2.6,0.00040713200041864184,0.19400000000001683,41,,1155303.0,0.0030378809997273493,2150.0,76.89629872199846,199826.18624,216473.0,
,7.1414794921875,0.0028375669999149977,,,,,,,0.0001,0.2096268450000025,0.14624181899989708,,,0.0,,,135,0.0400343259998408,,,,,,1681395458.0,,,,,,93.0,9.0,,,,,,41,0.0,,,,,,,3008.0
0.017199871000229905,7.110595703125,0.002830205999998725,,,,,,,0.0001,0.2083824630003619,0.14492109699995126,,,0.0,,,136,0.039912705999995524,,,,,,1681395459.0,,,,,,94.0,9.0,,,,0.0003864820000671898,,42,0.0,,0.0031321010001192917,,,,,3040.0
0.017156302999865147,7.0732421875,0.002881543000057718,,,,,,,0.0001,0.20722777699984363,0.14362809800013565,,,0.0,,,137,0.04006531899995025,,,,,,1681395459.0,,,,,,95.0,9.0,,,,0.00040669800000614487,,42,0.0,,0.0030898159998287156,,,,,3072.0
0.017258223999760958,,,210963.0,2451.693568,6.7333333333333325,2.7267273018435,1.7666666666666668,31919.9232,,,,0.6560000000000059,5.3,,0.05313076356902363,0.0,138,,2.0,6554.034176,0.0,6368.3584,2.719744,1681395459.0,,7826.2272,0.0009999999999994458,294.0,0.0,,,,1264.0,2.6,0.0003859270000248216,0.19700000000000273,42,,1160314.0,0.0030737860001863737,2202.0,100.9350802905832,199822.692352,223340.0,
,7.263671875,0.002784781999707775,,,,,,,0.0001,0.2083091449994754,0.14460106599972278,,,0.0,,,139,0.04020536000007269,,,,,,1681395459.0,,,,,,96.0,9.0,,,,,,42,0.0,,,,,,,3104.0
0.01741750899964245,7.201904296875,0.0027839310000672413,,,,,,,0.0001,0.20882088500047757,0.1450684800001909,,,0.0,,,140,0.0400967360001232,,,,,,1681395460.0,,,,,,97.0,9.0,,,,0.0003876230002788361,,43,0.0,,0.003066606000174943,,,,,3136.0
0.017296056999839493,7.2333984375,0.0027832269997816184,,,,,,,0.0001,0.20747378399937588,0.14373024399992573,,,0.0,,,141,0.040173349999804486,,,,,,1681395460.0,,,,,,98.0,9.0,,,,0.00038561200017284136,,43,0.0,,0.0031052939998517104,,,,,3168.0
,,,216184.0,2434.49856,6.7333333333333325,2.484527341565175,1.7666666666666668,31919.927296,,,,0.6760000000000019,5.3,,0.016340902728943323,0.0,142,,2.0,6554.034176,0.0,6351.163392,2.719744,1681395460.0,,7824.236544,0.0009999999999994458,298.0,0.0,,,,1266.0,2.6,,0.19799999999997908,43,,1164976.0,,2239.0,94.37048457478231,199821.303808,229840.0,
0.017416953000065405,7.060302734375,0.0028304799998295493,,,,,,,0.0001,0.20814752200021758,0.14425776300004145,,,0.0,,,143,0.040138068000032945,,,,,,1681395460.0,,,,,,99.0,9.0,,,,0.0003973100001530838,,43,0.0,,0.0031069480000951444,,,,,3200.0
0.01725649699983478,7.3804931640625,0.002938133000043308,,,,,,,0.0001,0.2090249129996664,0.14484892199971,,,0.0,,,144,0.040496784999959345,,,,,,1681395461.0,,,,,,100.0,9.0,,,,0.00039525000011053635,,44,0.0,,0.003089326000008441,,,,,3232.0
0.01732455800038224,,,221520.0,2451.677184,6.7333333333333325,2.8311309779568408,1.7666666666666668,31919.9232,,,0.14542437599993718,0.6880000000000024,5.3,,0.0613059814468284,0.0,145,0.04045552800016594,2.0,6554.066944,0.0,6368.616448,2.719744,1681395461.0,,7825.73568,0.0009999999999994458,303.0,0.0,,,,1266.0,2.6,0.00040044700017460855,0.19999999999998863,44,,1170224.0,0.003149947000110842,2352.0,96.33801532286853,199803.879424,237133.0,
,6.975830078125,0.0027012559999093355,,,,,,,0.0001,0.20945611200068015,,,,0.0,,,146,,,,,,,1681395461.0,,,,,,101.0,9.0,,,,,,44,0.0,,,,,,,3264.0
0.01754290700000638,7.1922607421875,0.002783049999834475,,,,,,,0.0001,0.20915412100021058,0.14533629500010647,,,0.0,,,147,0.040002113000355166,,,,,,1681395461.0,,,,,,102.0,9.0,,,,0.0004139160000704578,,44,0.0,,0.0030758399998376262,,,,,3296.0
0.0172187049997774,7.24365234375,0.0026013850001618266,,,,,,,0.0001,0.2079402949998439,0.14459462000013446,,,0.0,,,148,0.0400381789995663,,,,,,1681395462.0,,,,,,103.0,9.0,,,,0.00039192800022647134,,45,0.0,,0.0030954779999774473,,,,,3328.0
0.017136099000254035,,,226679.0,2451.693568,6.7333333333333325,2.620684381833467,1.7666666666666668,31919.9232,,,0.14493490199993175,0.7040000000000077,5.3,,0.016348693437682853,0.0,149,0.04056542199987234,2.0,6554.07104,0.0,6368.632832,2.719744,1681395462.0,,7826.358272,0.0009999999999994458,307.0,0.0,,,,1267.0,2.6,0.0003995500001110486,0.20199999999999818,45,,1175176.0,0.003087024999786081,2408.0,86.52746367972107,199802.81856,243445.0,
,7.2076416015625,0.0028355009999359027,,,,,,,0.0001,0.20895849899989116,,,,0.0,,,150,,,,,,,1681395462.0,,,,,,104.0,9.0,,,,,,45,0.0,,,,,,,3360.0
0.01731366599960893,6.8919677734375,0.0028977970000596542,,,,,,,0.0001,0.20899601100018117,0.14461305900022126,,,0.0,,,151,0.040622848000111844,,,,,,1681395462.0,,,,,,105.0,9.0,,,,0.00044316100002106396,,45,0.0,,0.0031054800001584226,,,,,3392.0
0.017257151999729103,6.9700927734375,0.0025084379999498196,,,,,,,0.0001,0.20705154899951594,0.14370909100034623,,,0.0,,,152,0.04006648699987636,,,,,,1681395463.0,,,,,,106.0,9.0,,,,0.00039776099993105163,,46,0.0,,0.0031126199996833748,,,,,3424.0
