03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,04_peers/peer_3_samples_per_second,04_peers/peer_3_epoch_oos,04_peers/peer_3_epoch,04_peers/peer_3_samples_accumulated,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
29829,353.79408466315033,3,29632,206,8.31,319,1,4.15,353.79408466315033,1683584533,0,9696.0,1.0,118.1,0.0,9632.0,1.0,0.0,117.17,118.53,0.0,1.0,9856.0,,,,,,,
30282,353.9981727948119,3,30112,207,7.02,321,1,3.51,353.9981727948119,1683584535,0,9856.0,1.0,118.04,0.0,9760.0,1.0,0.0,117.21,118.55,0.0,1.0,10016.0,,,,,,,
30735,353.8717251349902,3,30528,208,5.75,322,1,2.87,353.8717251349902,1683584536,0,10016.0,1.0,118.13,0.0,9920.0,1.0,0.0,117.28,118.58,0.0,1.0,10176.0,,,,,,,
31171,348.89303138848055,3,30976,209,4.58,323,1,2.29,348.89303138848055,1683584537,0,10144.0,1.0,118.19,0.0,10080.0,1.0,0.0,117.17,118.51,0.0,1.0,10304.0,,,,,,,
31625,350.8247857621324,3,31456,210,3.26,325,1,1.63,350.8247857621324,1683584539,0,10304.0,1.0,118.2,0.0,10208.0,1.0,0.0,117.15,113.54,0.0,1.0,10464.0,,,,,,,
32075,351.6392031596773,3,31872,211,1.97,326,1,0.99,351.6392031596773,1683584540,0,10464.0,1.0,118.22,0.0,10368.0,1.0,0.0,117.18,115.42,0.0,1.0,10624.0,,,,,,,
32529,352.5180708656354,3,32320,212,0.68,327,1,0.5,352.5180708656354,1683584541,0,10592.0,1.0,118.04,0.0,10528.0,1.0,0.0,117.18,116.42,0.0,1.0,10752.0,,,,,,,
32984,353.08535136221894,3,32800,213,0.0,328,1,0.5,353.08535136221894,1683584542,0,10752.0,1.0,118.11,0.0,10656.0,1.0,0.0,117.18,117.23,0.0,1.0,10912.0,,,,,,,
33435,353.12227801996664,3,32832,214,0.0,330,1,0.5,353.12227801996664,1683584544,0,10912.0,1.0,118.09,0.0,10816.0,1.0,0.0,117.15,117.84,0.0,1.0,11072.0,,,,,,,
33887,353.12227801996664,3,32832,215,0.0,331,1,0.5,353.12227801996664,1683584545,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
34339,353.12227801996664,3,32832,216,0.0,332,1,0.5,353.12227801996664,1683584546,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
34793,353.12227801996664,3,32832,217,0.0,334,1,0.5,353.12227801996664,1683584548,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
35247,353.12227801996664,3,32832,218,0.0,335,1,0.5,353.12227801996664,1683584549,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
35700,353.12227801996664,3,32832,219,0.0,336,1,0.5,353.12227801996664,1683584550,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
36153,353.12227801996664,3,32832,220,0.0,337,1,0.5,353.12227801996664,1683584551,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
36606,353.12227801996664,3,32832,221,0.0,339,1,0.5,353.12227801996664,1683584553,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
37058,353.12227801996664,3,32832,222,0.0,340,1,0.5,353.12227801996664,1683584554,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
37510,353.12227801996664,3,32832,223,0.0,341,1,0.5,353.12227801996664,1683584555,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
37962,353.12227801996664,3,32832,224,0.0,343,1,0.5,353.12227801996664,1683584557,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
38414,353.12227801996664,3,32832,225,0.0,344,1,0.5,353.12227801996664,1683584558,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
38868,353.12227801996664,3,32832,226,0.0,345,1,0.5,353.12227801996664,1683584559,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
39321,353.12227801996664,3,32832,227,0.0,346,1,0.5,353.12227801996664,1683584560,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
39773,353.12227801996664,3,32832,228,0.0,348,1,0.5,353.12227801996664,1683584562,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
40228,353.12227801996664,3,32832,229,0.0,349,1,0.5,353.12227801996664,1683584563,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
40680,353.12227801996664,3,32832,230,0.0,350,1,0.5,353.12227801996664,1683584564,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
41132,353.12227801996664,3,32832,231,0.0,352,1,0.5,353.12227801996664,1683584566,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
41583,353.12227801996664,3,32832,232,0.0,353,1,0.5,353.12227801996664,1683584567,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
42036,353.12227801996664,3,32832,233,0.0,354,1,0.5,353.12227801996664,1683584568,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
42488,353.12227801996664,3,32832,234,0.0,355,1,0.5,353.12227801996664,1683584569,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
42940,353.12227801996664,3,32832,235,0.0,357,1,0.5,353.12227801996664,1683584571,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
43393,353.12227801996664,3,32832,236,0.0,358,1,0.5,353.12227801996664,1683584572,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
43845,353.12227801996664,3,32832,237,0.0,359,1,0.5,353.12227801996664,1683584573,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
44296,353.12227801996664,3,32832,238,0.0,360,1,0.5,353.12227801996664,1683584574,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
44752,353.12227801996664,3,32832,239,0.0,362,1,0.5,353.12227801996664,1683584576,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
45209,353.12227801996664,3,32832,240,0.0,363,1,0.5,353.12227801996664,1683584577,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
45661,353.12227801996664,3,32832,241,0.0,364,1,0.5,353.12227801996664,1683584578,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
46114,353.12227801996664,3,32832,242,0.0,366,1,0.5,353.12227801996664,1683584580,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
46567,353.12227801996664,3,32832,243,0.0,367,1,0.5,353.12227801996664,1683584581,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
47019,353.12227801996664,3,32832,244,0.0,368,1,0.5,353.12227801996664,1683584582,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
47470,353.12227801996664,3,32832,245,0.0,369,1,0.5,353.12227801996664,1683584583,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
47922,353.12227801996664,3,32832,246,0.0,371,1,0.5,353.12227801996664,1683584585,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
48375,353.12227801996664,3,32832,247,0.0,372,1,0.5,353.12227801996664,1683584586,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
48826,353.12227801996664,3,32832,248,0.0,373,1,0.5,353.12227801996664,1683584587,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
49278,353.12227801996664,3,32832,249,0.0,375,1,0.5,353.12227801996664,1683584589,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
49730,353.12227801996664,3,32832,250,0.0,376,1,0.5,353.12227801996664,1683584590,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
50187,353.12227801996664,3,32832,251,0.0,377,1,0.5,353.12227801996664,1683584591,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
50639,353.12227801996664,3,32832,252,0.0,378,1,0.5,353.12227801996664,1683584592,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
51092,353.12227801996664,3,32832,253,0.0,380,1,0.5,353.12227801996664,1683584594,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
51543,353.12227801996664,3,32832,254,0.0,381,1,0.5,353.12227801996664,1683584595,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
51997,353.12227801996664,3,32832,255,0.0,382,1,0.5,353.12227801996664,1683584596,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
52454,353.12227801996664,3,32832,256,0.0,384,1,0.5,353.12227801996664,1683584598,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
52907,353.12227801996664,3,32832,257,0.0,385,1,0.5,353.12227801996664,1683584599,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
53359,353.12227801996664,3,32832,258,0.0,386,1,0.5,353.12227801996664,1683584600,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
53810,353.12227801996664,3,32832,259,0.0,387,1,0.5,353.12227801996664,1683584601,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
54263,353.12227801996664,3,32832,260,0.0,389,1,0.5,353.12227801996664,1683584603,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
54716,353.12227801996664,3,32832,261,0.0,390,1,0.5,353.12227801996664,1683584604,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
55168,353.12227801996664,3,32832,262,0.0,391,1,0.5,353.12227801996664,1683584605,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
55620,353.12227801996664,3,32832,263,0.0,393,1,0.5,353.12227801996664,1683584607,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
56072,353.12227801996664,3,32832,264,0.0,394,1,0.5,353.12227801996664,1683584608,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
56525,353.12227801996664,3,32832,265,0.0,395,1,0.5,353.12227801996664,1683584609,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
56978,353.12227801996664,3,32832,266,0.0,396,1,0.5,353.12227801996664,1683584610,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
57430,353.12227801996664,3,32832,267,0.0,398,1,0.5,353.12227801996664,1683584612,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
57882,353.12227801996664,3,32832,268,0.0,399,1,0.5,353.12227801996664,1683584613,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
58333,353.12227801996664,3,32832,269,0.0,400,1,0.5,353.12227801996664,1683584614,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
58786,353.12227801996664,3,32832,270,0.0,401,1,0.5,353.12227801996664,1683584615,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
59238,353.12227801996664,3,32832,271,0.0,403,1,0.5,353.12227801996664,1683584617,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
479,322.12601542341775,3,256,272,100.24,404,2,10.0,322.12601542341775,1683584618,0,10912.0,1.0,118.09,0.0,10848.0,1.0,0.0,117.19,117.84,0.0,1.0,11072.0,,,,,,,
886,324.064047874793,3,736,273,98.38,405,2,10.0,324.064047874793,1683584619,0,64.0,2.0,98.83,0.0,32.0,2.0,0.0,118.24,105.06,0.0,2.0,160.0,169.16051109228283,0.0,65632.0,32832.0,0.0,194.08785057458843,2.0
1346,335.16852620601264,3,1120,274,93.75,407,2,10.0,335.16852620601264,1683584621,0,224.0,2.0,107.61,0.0,192.0,2.0,0.0,105.59,110.86,0.0,2.0,320.0,,,,,,,
1810,344.3116228081561,3,1600,275,89.91,408,2,10.0,344.3116228081561,1683584622,0,352.0,2.0,111.28,0.0,320.0,2.0,0.0,109.8,114.09,0.0,2.0,448.0,,,,,,,
2302,348.70093129671136,3,2016,276,87.37,409,2,10.0,348.70093129671136,1683584623,0,512.0,2.0,114.31,0.0,480.0,2.0,0.0,113.21,116.78,0.0,2.0,608.0,,,,,,,
2367,264.14988042751634,3,2208,277,115.09,411,2,10.0,264.14988042751634,1683584625,0,640.0,2.0,115.86,0.0,640.0,2.0,0.0,115.33,117.51,0.0,2.0,736.0,,,,,,,
2815,289.3938081496502,3,2656,278,103.5,412,2,10.0,289.3938081496502,1683584626,0,736.0,2.0,93.93,0.0,704.0,2.0,0.0,88.57,81.66,0.0,2.0,768.0,,,,,,,
3190,292.3077787048667,3,3008,279,101.19,413,2,10.0,292.3077787048667,1683584627,0,864.0,2.0,101.24,0.0,864.0,2.0,0.0,98.62,89.53,0.0,2.0,928.0,,,,,,,
3664,315.8416013535232,3,3488,280,92.15,414,2,10.0,315.8416013535232,1683584628,0,960.0,2.0,89.38,0.0,992.0,2.0,0.0,104.6,98.33,0.0,2.0,1056.0,,,,,,,
4129,331.2976367190838,3,3968,281,86.44,416,2,10.0,331.2976367190838,1683584630,0,1120.0,2.0,99.35,0.0,1152.0,2.0,0.0,110.01,106.48,0.0,2.0,1216.0,,,,,,,
4588,340.1341995700404,3,4384,282,82.85,417,2,10.0,340.1341995700404,1683584631,0,1280.0,2.0,106.36,0.0,1312.0,2.0,0.0,113.07,111.87,0.0,2.0,1376.0,,,,,,,
5048,346.8857838810415,3,4864,283,79.91,418,2,10.0,346.8857838810415,1683584632,0,1408.0,2.0,110.12,0.0,1440.0,2.0,0.0,114.74,115.28,0.0,2.0,1536.0,,,,,,,
5504,350.41842002443576,3,5312,284,77.8,420,2,10.0,350.41842002443576,1683584634,0,1568.0,2.0,113.35,0.0,1600.0,2.0,0.0,116.16,117.38,0.0,2.0,1696.0,,,,,,,
5963,353.1597717750796,3,5760,285,75.9,421,2,10.0,353.1597717750796,1683584635,0,1728.0,2.0,115.13,0.0,1760.0,2.0,0.0,116.93,118.36,0.0,2.0,1824.0,,,,,,,
6421,354.5315091280472,3,6208,286,74.32,422,2,10.0,354.5315091280472,1683584636,0,1856.0,2.0,116.52,0.0,1920.0,2.0,0.0,117.47,119.17,0.0,2.0,1984.0,,,,,,,
6877,355.07887080423114,3,6688,287,72.92,423,2,10.0,355.07887080423114,1683584637,0,2016.0,2.0,117.17,0.0,2048.0,2.0,0.0,117.86,119.5,0.0,2.0,2144.0,,,,,,,
7332,355.26995477803956,3,7168,288,71.6,425,2,10.0,355.26995477803956,1683584639,0,2176.0,2.0,117.28,0.0,2208.0,2.0,0.0,117.99,119.81,0.0,2.0,2304.0,,,,,,,
7788,355.4439190572789,3,7584,289,70.28,426,2,10.0,355.4439190572789,1683584640,0,2336.0,2.0,117.47,0.0,2368.0,2.0,0.0,117.92,119.88,0.0,2.0,2464.0,,,,,,,
8244,355.46037307715227,3,8032,290,68.99,427,2,10.0,355.46037307715227,1683584641,0,2464.0,2.0,117.41,0.0,2528.0,2.0,0.0,117.98,120.05,0.0,2.0,2592.0,,,,,,,
8700,355.27407362266587,3,8512,291,67.74,428,2,10.0,355.27407362266587,1683584642,0,2624.0,2.0,117.41,0.0,2656.0,2.0,0.0,118.11,119.93,0.0,2.0,2752.0,,,,,,,
9155,355.1768562415052,3,8960,292,66.48,430,2,10.0,355.1768562415052,1683584644,0,2784.0,2.0,117.4,0.0,2816.0,2.0,0.0,118.01,119.86,0.0,2.0,2912.0,,,,,,,
9611,354.88783366630264,3,9408,293,65.25,431,2,10.0,354.88783366630264,1683584645,0,2912.0,2.0,117.32,0.0,2976.0,2.0,0.0,118.09,119.77,0.0,2.0,3072.0,,,,,,,
10065,354.8796762731143,3,9856,294,63.97,432,2,10.0,354.8796762731143,1683584646,0,3072.0,2.0,117.17,0.0,3104.0,2.0,0.0,117.99,119.73,0.0,2.0,3232.0,,,,,,,
10519,354.67800821359043,3,10304,295,62.73,434,2,10.0,354.67800821359043,1683584648,0,3232.0,2.0,117.2,0.0,3264.0,2.0,0.0,117.93,119.75,0.0,2.0,3360.0,,,,,,,
10973,354.51919883788196,3,10784,296,61.48,435,2,10.0,354.51919883788196,1683584649,0,3360.0,2.0,117.1,0.0,3424.0,2.0,0.0,117.94,119.63,0.0,2.0,3520.0,,,,,,,
11428,354.5721090627287,3,11232,297,60.18,436,2,10.0,354.5721090627287,1683584650,0,3520.0,2.0,117.01,0.0,3584.0,2.0,0.0,117.81,119.7,0.0,2.0,3680.0,,,,,,,
11880,354.1756365986839,3,11680,298,58.98,437,2,10.0,354.1756365986839,1683584651,0,3680.0,2.0,117.01,0.0,3712.0,2.0,0.0,117.82,119.75,0.0,2.0,3840.0,,,,,,,
12334,354.08790758946907,3,12128,299,57.71,439,2,10.0,354.08790758946907,1683584653,0,3808.0,2.0,117.03,0.0,3872.0,2.0,0.0,117.82,119.32,0.0,2.0,4000.0,,,,,,,
12788,353.9177326425984,3,12576,300,56.45,440,2,10.0,353.9177326425984,1683584654,0,3968.0,2.0,116.94,0.0,4032.0,2.0,0.0,117.74,119.41,0.0,2.0,4128.0,,,,,,,
13242,353.5727540283079,3,13056,301,55.22,441,2,10.0,353.5727540283079,1683584655,0,4128.0,2.0,116.79,0.0,4160.0,2.0,0.0,117.75,119.38,0.0,2.0,4288.0,,,,,,,
13694,353.31882681622676,3,13504,302,53.99,443,2,10.0,353.31882681622676,1683584657,0,4288.0,2.0,116.74,0.0,4320.0,2.0,0.0,117.52,119.31,0.0,2.0,4448.0,,,,,,,
14147,353.4336440100533,3,13984,303,52.69,444,2,10.0,353.4336440100533,1683584658,0,4416.0,2.0,116.72,0.0,4480.0,2.0,0.0,117.36,119.24,0.0,2.0,4608.0,,,,,,,
14600,353.24102620634835,3,14400,304,51.43,445,2,10.0,353.24102620634835,1683584659,0,4576.0,2.0,116.66,0.0,4640.0,2.0,0.0,117.53,119.24,0.0,2.0,4768.0,,,,,,,
15052,352.9779591977254,3,14848,305,50.19,446,2,10.0,352.9779591977254,1683584660,0,4736.0,2.0,116.69,0.0,4768.0,2.0,0.0,117.47,119.08,0.0,2.0,4896.0,,,,,,,
15506,353.2735192440267,3,15328,306,48.86,448,2,10.0,353.2735192440267,1683584662,0,4864.0,2.0,116.73,0.0,4928.0,2.0,0.0,117.33,118.92,0.0,2.0,5056.0,,,,,,,
15959,353.29965434932194,3,15776,307,47.58,449,2,10.0,353.29965434932194,1683584663,0,5024.0,2.0,116.87,0.0,5088.0,2.0,0.0,117.47,118.93,0.0,2.0,5216.0,,,,,,,
16412,353.2361760962051,3,16192,308,46.3,450,2,10.0,353.2361760962051,1683584664,0,5184.0,2.0,116.85,0.0,5216.0,2.0,0.0,117.51,118.94,0.0,2.0,5376.0,,,,,,,
16866,353.41233735634796,3,16672,309,45.0,452,2,10.0,353.41233735634796,1683584666,0,5312.0,2.0,116.89,0.0,5376.0,2.0,0.0,117.49,118.86,0.0,2.0,5504.0,,,,,,,
17319,353.441522895288,3,17152,310,43.71,453,2,10.0,353.441522895288,1683584667,0,5472.0,2.0,116.91,0.0,5536.0,2.0,0.0,117.54,118.96,0.0,2.0,5664.0,,,,,,,
17772,353.2927144510436,3,17568,311,42.45,454,2,10.0,353.2927144510436,1683584668,0,5632.0,2.0,116.93,0.0,5696.0,2.0,0.0,117.58,118.93,0.0,2.0,5824.0,,,,,,,
18223,353.17229152168704,3,18016,312,41.18,455,2,10.0,353.17229152168704,1683584669,0,5760.0,2.0,116.87,0.0,5824.0,2.0,0.0,117.44,118.98,0.0,2.0,5984.0,,,,,,,
18676,353.1960340874843,3,18496,313,39.9,457,2,10.0,353.1960340874843,1683584671,0,5920.0,2.0,117.04,0.0,5984.0,2.0,0.0,117.3,118.83,0.0,2.0,6112.0,,,,,,,
19130,353.20837272578615,3,18912,314,38.61,458,2,10.0,353.20837272578615,1683584672,0,6080.0,2.0,117.12,0.0,6144.0,2.0,0.0,117.25,118.82,0.0,2.0,6272.0,,,,,,,
19582,353.0551612695537,3,19392,315,37.35,459,2,10.0,353.0551612695537,1683584673,0,6208.0,2.0,117.19,0.0,6272.0,2.0,0.0,117.26,118.75,0.0,2.0,6432.0,,,,,,,
20035,352.93865409997164,3,19840,316,36.08,461,2,10.0,352.93865409997164,1683584675,0,6368.0,2.0,117.28,0.0,6432.0,2.0,0.0,117.14,118.63,0.0,2.0,6592.0,,,,,,,
20486,352.7815456026027,3,20288,317,34.82,462,2,10.0,352.7815456026027,1683584676,0,6528.0,2.0,117.31,0.0,6592.0,2.0,0.0,117.1,118.52,0.0,2.0,6720.0,,,,,,,
20937,352.90956622956026,3,20736,318,33.52,463,2,10.0,352.90956622956026,1683584677,0,6688.0,2.0,117.2,0.0,6720.0,2.0,0.0,117.1,118.48,0.0,2.0,6880.0,,,,,,,
21391,353.08151475424376,3,21216,319,32.22,464,2,10.0,353.08151475424376,1683584678,0,6816.0,2.0,117.24,0.0,6880.0,2.0,0.0,117.12,118.55,0.0,2.0,7040.0,,,,,,,
21843,352.9889064551283,3,21632,320,30.95,466,2,10.0,352.9889064551283,1683584680,0,6976.0,2.0,117.37,0.0,7040.0,2.0,0.0,117.17,118.55,0.0,2.0,7200.0,,,,,,,
22297,353.09783322167175,3,22080,321,29.66,467,2,10.0,353.09783322167175,1683584681,0,7136.0,2.0,117.47,0.0,7168.0,2.0,0.0,117.12,118.4,0.0,2.0,7328.0,,,,,,,
22748,353.17012217112375,3,22560,322,28.37,468,2,10.0,353.17012217112375,1683584682,0,7264.0,2.0,117.47,0.0,7328.0,2.0,0.0,117.26,118.37,0.0,2.0,7488.0,,,,,,,
23203,353.708471879194,3,23040,323,27.04,470,2,10.0,353.708471879194,1683584684,0,7424.0,2.0,117.59,0.0,7488.0,2.0,0.0,117.25,118.34,0.0,2.0,7648.0,,,,,,,
23654,353.60302389012026,3,23424,324,25.77,471,2,10.0,353.60302389012026,1683584685,0,7584.0,2.0,117.89,0.0,7648.0,2.0,0.0,117.3,118.52,0.0,2.0,7808.0,,,,,,,
24107,353.2698107256662,3,23904,325,24.52,472,2,10.0,353.2698107256662,1683584686,0,7712.0,2.0,117.89,0.0,7776.0,2.0,0.0,117.24,118.48,0.0,2.0,7936.0,,,,,,,
24560,353.2419854947107,3,24384,326,23.24,473,2,10.0,353.2419854947107,1683584687,0,7872.0,2.0,117.86,0.0,7936.0,2.0,0.0,117.08,118.33,0.0,2.0,8096.0,,,,,,,
25013,353.36993129620254,3,24832,327,21.95,475,2,10.0,353.36993129620254,1683584689,0,8032.0,2.0,117.98,0.0,8096.0,2.0,0.0,117.04,118.22,0.0,2.0,8256.0,,,,,,,
25467,353.25036902657524,3,25248,328,20.67,476,2,10.0,353.25036902657524,1683584690,0,8192.0,2.0,117.97,0.0,8224.0,2.0,0.0,117.16,118.24,0.0,2.0,8416.0,,,,,,,
25918,353.1650410803751,3,25728,329,19.4,477,2,9.7,353.1650410803751,1683584691,0,8320.0,2.0,117.91,0.0,8384.0,2.0,0.0,117.12,118.22,0.0,2.0,8544.0,,,,,,,
26370,353.1126226587081,3,26176,330,18.12,478,2,9.06,353.1126226587081,1683584692,0,8480.0,2.0,117.93,0.0,8544.0,2.0,0.0,117.05,118.18,0.0,2.0,8704.0,,,,,,,
26823,353.0465974534162,3,26624,331,16.84,480,2,8.42,353.0465974534162,1683584694,0,8640.0,2.0,117.94,0.0,8672.0,2.0,0.0,117.0,118.18,0.0,2.0,8864.0,,,,,,,
27275,353.22002373100025,3,27072,332,15.55,481,2,7.78,353.22002373100025,1683584695,0,8800.0,2.0,117.79,0.0,8832.0,2.0,0.0,116.99,118.27,0.0,2.0,8992.0,,,,,,,
27726,353.2914811791189,3,27520,333,14.27,482,2,7.14,353.2914811791189,1683584696,0,8928.0,2.0,117.85,0.0,8992.0,2.0,0.0,117.0,118.37,0.0,2.0,9152.0,,,,,,,
28177,353.23624971524606,3,28000,334,13.0,484,2,6.5,353.23624971524606,1683584698,0,9088.0,2.0,118.01,0.0,9120.0,2.0,0.0,117.04,118.24,0.0,2.0,9312.0,,,,,,,
28629,353.28316780200873,3,28416,335,11.72,485,2,5.86,353.28316780200873,1683584699,0,9248.0,2.0,118.16,0.0,9280.0,2.0,0.0,116.95,118.12,0.0,2.0,9472.0,,,,,,,
29083,353.29422442630687,3,28864,336,10.43,486,2,5.22,353.29422442630687,1683584700,0,9376.0,2.0,118.03,0.0,9440.0,2.0,0.0,117.06,118.2,0.0,2.0,9600.0,,,,,,,
